	Chrna2_tdTpositive_cell_18	Chrna2_tdTpositive_cell_68	Ctgf_tdTpositive_cell_7	Ctgf_tdTpositive_cell_10	Ctgf_tdTpositive_cell_11	Ctgf_tdTpositive_cell_12	Ctgf_tdTpositive_cell_13	Ctgf_tdTpositive_cell_17	Ctgf_tdTpositive_cell_19	Ctgf_tdTpositive_cell_20	Ctgf_tdTpositive_cell_22	Ctgf_tdTpositive_cell_23	Cux2_tdTpositive_cell_68	Htr3a_tdTpositive_cell_72	Htr3a_tdTpositive_cell_79	Htr3a_tdTpositive_cell_93	Htr3a_tdTpositive_cell_98	Htr3a_tdTpositive_cell_99	Htr3a_tdTpositive_cell_108	Htr3a_tdTpositive_cell_109	Htr3a_tdTpositive_cell_111	Ndnf_tdTpositive_cell_9	Nos1_tdTpositive_cell_26	Nos1_tdTpositive_cell_46	Nos1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_1	Ntsr1_tdTpositive_cell_2	Ntsr1_tdTpositive_cell_3	Ntsr1_tdTpositive_cell_11	Ntsr1_tdTpositive_cell_12	Ntsr1_tdTpositive_cell_20	Ntsr1_tdTpositive_cell_21	Ntsr1_tdTpositive_cell_23	Ntsr1_tdTpositive_cell_27	Ntsr1_tdTpositive_cell_28	Ntsr1_tdTpositive_cell_35	Ntsr1_tdTpositive_cell_39	Ntsr1_tdTpositive_cell_40	Ntsr1_tdTpositive_cell_42	Ntsr1_tdTpositive_cell_43	Ntsr1_tdTpositive_cell_44	Ntsr1_tdTpositive_cell_45	Ntsr1_tdTpositive_cell_49	Ntsr1_tdTpositive_cell_50	Ntsr1_tdTpositive_cell_57	Ntsr1_tdTpositive_cell_59	Ntsr1_tdTpositive_cell_61	Ntsr1_tdTpositive_cell_71	Ntsr1_tdTpositive_cell_77	Ntsr1_tdTnegative_cell_31	Rbp4_tdTpositive_cell_6	Rbp4_tdTpositive_cell_41	Rbp4_tdTpositive_cell_50	Rbp4_tdTpositive_cell_62	Rbp4_tdTpositive_cell_65	Rbp4_tdTpositive_cell_70	Rbp4_tdTpositive_cell_76	Rbp4_tdTpositive_cell_89	Rbp4_tdTpositive_cell_96	Rbp4_tdTpositive_cell_125	Rbp4_tdTpositive_cell_129	Rbp4_tdTpositive_cell_132	Rbp4_tdTpositive_cell_135	Rbp4_tdTpositive_cell_153	Rbp4_tdTpositive_cell_155	Rbp4_tdTpositive_cell_165	Rbp4_tdTpositive_cell_180	Rbp4_tdTpositive_cell_181	Rbp4_tdTpositive_cell_186	Rbp4_tdTpositive_cell_189	Slc17a6_tdTpositive_cell_1	Slc17a6_tdTpositive_cell_3	Slc17a6_tdTpositive_cell_24	Slc17a6_tdTpositive_cell_30	Slc17a6_tdTpositive_cell_34	Slc17a6_tdTpositive_cell_40	Sst_tdTpositive_cell_33	Vip_tdTpositive_cell_69	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_7	Ntsr1_tdTpos_10cell_8	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	CAV_LP_Ipsi_tdTpos_cell_1	CAV_LP_Ipsi_tdTpos_cell_6	CAV_LP_Ipsi_tdTpos_cell_7	CAV_LP_Ipsi_tdTpos_cell_17	CAV_LP_Ipsi_tdTpos_cell_19	CAV_LP_Ipsi_tdTpos_cell_22	CAV_LP_Ipsi_tdTpos_cell_23	CAV_LP_Ipsi_tdTpos_cell_24	CAV_LP_Ipsi_tdTpos_cell_26	CAV_LP_Ipsi_tdTpos_cell_27	CAV_LP_Ipsi_tdTpos_cell_28	CAV_LP_Ipsi_tdTpos_cell_32	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Pold2	0.0	0.0	0.0	0.0	0.0	51.35	0.44	0.0	0.0	0.0	81.35	0.0	0.0	12.6	0.0	0.0	199.43	0.0	0.0	0.0	0.0	1075.57	0.0	141.64	0.0	0.0	78.7	83.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.44	0.0	1.23	0.0	0.0	0.0	0.0	0.0	0.0	6.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.77	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	75.75	0.0	0.0	9.41	7.9	6.54	0.36	14.28	4.54	7.6	10.9	8.1	17.58	11.48	0.87	8.76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	246.58	0.0	0.0	0.0	17.33	18.65	14.24
Pqlc2	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	52.8	0.0	0.0	0.0	0.0	37.33	62.83	0.0	223.81	0.0	0.0	134.37	20.88	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.31	8.69	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.19	0.0	0.0	20.38	1.11	0.0	0.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.46	0.0	0.0	8.1	13.18	19.81	11.31	2.95	0.0	12.19	0.0	9.14	3.38	7.44	5.81	0.0	0.0	0.0	13.2	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	11.31	10.58	9.84
Ptger3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.59	1.36	0.0	0.0	0.0	19.41	0.0	0.0	133.06	0.0	0.0	0.0	13.8	0.0	0.0	64.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.29	0.0	0.0	0.0	0.0	0.0	0.0	3.16	0.0	0.0	16.86	0.0	0.0	0.0	0.0	222.65	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.84	0.0	0.0	0.0	0.0	0.0	0.5	0.14	0.0	4.64	6.59	11.47	1.6	0.0	1.79	2.23	4.68	0.0	0.0	0.0	32.13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.95	3.19	2.64
Pygo2	14.69	0.0	0.0	0.0	0.0	0.0	40.53	0.0	0.0	0.0	30.73	0.0	0.0	19.56	0.0	0.0	62.54	0.0	10.85	0.0	0.0	444.77	0.0	0.0	1.41	15.99	9.16	0.0	57.45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11	2.79	0.0	0.0	24.57	0.0	0.0	0.0	0.11	0.0	0.0	0.0	0.1	0.0	6.11	46.89	0.0	17.33	2.04	2.15	0.14	0.0	0.0	1.07	0.0	0.0	0.0	6.77	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.0	12.06	4.3	4.48	0.1	5.22	0.1	9.25	7.35	3.56	0.88	3.48	5.08	4.17	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	87.59	0.0	0.0	4.19	39.59	39.08	37.66
Retn	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.21	1.16	0.0	0.0	38.14	0.0	0.69	0.0	0.0	52.85	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.57	47.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.63	0.0	0.0	0.0	0.0	0.0	0.0	0.74	5.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	81.36	0.0	0.0	0.0	0.0	0.0	0.0	0.97	0.76	1.47
Ripk2	0.37	0.0	0.0	0.0	0.0	0.97	39.26	0.0	0.0	24.02	0.0	0.0	0.0	0.0	0.0	5.64	117.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.75	56.92	0.0	0.0	0.0	3.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.01	0.0	0.0	0.0	0.0	0.0	7.01	70.93	0.0	0.0	0.16	0.0	0.0	0.0	0.0	9.34	0.0	0.0	0.0	0.0	0.19	3.73	0.0	0.36	0.64	4.57	0.69	3.54	0.0	0.79	1.64	0.37	0.0	0.0	0.0	1.84	0.0	0.0	0.0	0.0	0.0	0.0	92.98	0.0	6.63	7.67	7.28
Rrnad1	0.29	10.68	0.14	0.17	12.58	6.16	1.14	2.46	41.94	6.56	1.6	2.54	9.28	50.04	1.73	47.76	159.71	0.31	6.03	4.21	0.13	0.0	1.97	9.78	64.61	69.98	0.79	2.77	4.09	3.21	0.29	36.3	0.13	2.07	0.0	4.85	25.45	0.23	0.09	79.84	0.11	9.7	5.57	10.28	3.92	81.07	1.25	0.56	0.81	8.35	0.24	1.6	0.14	39.77	10.18	7.11	76.02	0.0	1.19	0.65	0.14	45.44	0.2	15.34	7.63	15.83	4.86	0.4	23.37	5.09	47.11	29.23	0.48	0.0	7.7	1.46	0.87	0.19	16.73	13.02	17.48	15.48	24.09	26.49	24.69	13.83	9.49	2.7	8.82	14.77	12.65	16.57	0.0	71.4	3.74	14.28	11.28	0.67	9.29	6.06	0.36	1.02	8.24	21.24	21.45	21.94
Scpep1	28.15	0.0	0.0	0.0	94.63	5.31	5.37	0.0	49.67	112.8	17.26	0.0	0.0	117.56	15.29	0.0	313.23	70.61	64.71	135.71	0.0	0.0	0.0	0.0	0.0	67.97	0.32	89.89	0.17	0.38	0.0	52.97	0.0	0.0	0.0	24.94	0.0	112.4	0.0	0.0	0.0	74.28	127.12	73.14	96.17	0.0	0.0	58.04	0.0	5.62	0.0	151.82	0.0	0.0	55.63	19.88	0.0	0.0	80.67	41.75	0.0	137.71	17.68	6.01	0.15	10.18	40.21	150.72	3.58	0.0	0.0	101.86	0.0	0.0	81.41	87.52	0.0	0.22	49.12	31.17	26.49	34.76	55.14	33.21	27.44	45.35	17.98	45.82	19.41	22.55	33.21	10.5	0.0	44.18	0.0	100.15	0.0	0.0	0.0	27.15	0.0	0.0	106.03	19.01	20.26	17.06
Sec22c	0.5	69.61	0.35	0.27	1.24	0.93	1.67	0.52	2.46	0.42	1.01	4.69	0.19	0.57	4.1	0.26	12.68	0.55	23.03	0.75	0.27	0.09	0.32	0.22	28.33	0.51	0.74	1.16	1.21	0.4	0.16	0.12	0.72	0.13	1.09	0.25	0.17	0.52	1.04	0.58	0.11	21.83	0.22	0.17	1.07	0.37	0.52	1.75	0.17	0.29	0.39	0.62	23.83	0.71	0.41	11.97	0.65	0.0	0.99	0.18	0.37	0.66	0.24	0.68	0.22	5.46	1.23	1.49	0.9	0.34	0.83	0.6	20.28	0.65	0.34	0.44	0.25	0.31	0.59	2.64	3.05	2.84	1.28	12.18	3.21	2.73	1.62	4.92	2.92	4.91	3.11	1.68	0.07	0.34	0.66	0.13	1.05	1.86	0.0	0.79	0.24	0.05	0.25	22.99	22.86	22.18
Sephs2	18.14	40.34	0.0	0.0	24.52	9.53	3.5	39.09	20.42	25.89	66.37	29.68	18.93	10.75	90.2	1.96	129.28	9.91	20.99	50.06	19.56	0.0	84.08	20.96	32.78	8.41	50.58	49.08	0.33	46.64	0.0	29.93	48.21	10.62	70.95	15.73	0.0	2.28	29.9	0.0	0.65	9.58	0.3	8.69	30.59	33.39	26.95	2.85	14.02	31.8	9.56	29.27	3.66	42.68	31.82	18.05	10.74	9.86	21.51	24.77	8.87	6.15	33.03	27.53	36.98	70.3	88.67	40.86	31.19	56.86	0.74	25.26	21.54	39.6	31.57	29.97	20.42	42.72	17.51	21.95	16.04	19.09	24.14	23.51	25.13	16.65	11.38	9.02	51.45	34.43	46.59	21.27	58.7	36.85	5.19	39.32	31.99	9.65	15.41	0.0	0.0	19.37	32.54	33.96	38.32	36.32
Sfxn2	0.96	0.34	0.28	0.0	2.61	13.38	0.25	0.58	26.02	0.61	0.45	0.4	0.0	0.24	0.13	0.11	60.64	0.52	13.86	0.14	1.3	0.0	0.0	17.2	0.24	0.33	0.12	0.29	0.48	0.12	1.44	0.08	0.5	0.0	0.0	0.14	37.8	50.09	0.35	0.39	0.0	29.62	0.49	0.09	0.06	0.0	0.33	5.08	0.16	0.21	0.19	0.44	0.94	0.24	0.36	0.18	15.6	0.0	0.23	0.12	0.15	0.12	0.5	0.23	0.32	0.84	0.97	0.45	0.42	0.0	20.03	0.21	0.19	0.0	0.57	0.16	0.0	0.9	1.1	3.01	3.44	1.63	5.02	0.81	0.11	0.35	0.0	1.32	1.58	3.99	0.87	0.15	0.79	0.39	0.31	0.38	0.09	5.64	0.08	0.11	0.58	0.0	0.09	6.1	6.79	5.73
Slc20a2	0.19	0.0	0.0	0.0	0.0	31.23	31.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	0.0	1.55	0.25	0.0	0.0	0.0	0.11	0.0	5.67	0.0	0.04	0.1	0.0	0.28	0.0	0.0	0.09	0.0	0.14	0.95	0.06	0.0	0.0	0.0	0.36	0.0	0.0	2.03	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.83	0.74	0.0	0.0	0.0	0.0	0.0	0.97	59.97	0.0	3.17	0.15	130.92	2.7	27.92	1.1	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.1	4.48	2.37	1.25	6.98	8.81	5.54	2.6	4.97	0.38	2.11	1.13	3.02	0.0	0.0	0.24	0.08	0.0	0.0	0.0	0.0	1.08	58.11	0.0	73.08	35.29	39.15	40.21
St3gal6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	42.95	0.0	0.0	182.91	0.0	0.0	0.0	41.8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.62	0.0	0.0	0.0	0.0	0.0	4.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0	0.0	0.0	0.0	1.98	13.74	0.0	0.48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.91	0.0	11.81	0.0	0.0	2.85	2.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.09	0.0	0.0	16.26	17.85	17.11
Stxbp2	16.02	33.89	11.66	23.62	167.4	177.88	64.17	28.74	70.36	63.27	51.56	130.78	36.65	137.72	65.17	81.83	457.93	107.76	55.88	31.21	32.45	50.33	30.59	32.94	15.48	33.02	24.64	101.61	102.48	101.26	82.84	97.91	126.23	21.72	29.61	27.03	11.07	34.99	57.22	30.51	19.67	36.03	120.53	38.48	58.8	49.81	41.74	112.31	94.05	21.79	22.83	34.58	60.71	16.93	114.9	34.29	27.99	1.2	25.42	46.14	20.05	34.63	34.8	21.62	76.16	103.34	215.45	38.33	72.15	25.27	56.43	113.62	193.43	98.15	121.75	119.89	34.34	83.62	103.02	70.36	96.05	103.69	88.78	105.62	84.25	95.38	102.43	87.0	92.45	57.04	69.8	200.84	135.95	38.78	24.85	143.34	61.69	63.76	75.18	23.8	35.11	14.81	73.9	35.02	32.3	36.06
Sv2a	98.44	6.64	0.0	0.0	36.09	167.55	132.73	128.83	198.43	125.02	117.81	0.0	183.63	121.3	99.99	66.97	284.3	157.05	126.57	100.99	115.82	0.0	164.91	100.82	19.97	75.0	98.09	47.05	79.66	123.63	0.0	110.36	13.84	1.84	7.46	1.26	16.62	2.9	31.55	29.06	0.27	92.77	110.54	137.26	107.49	5.58	25.08	202.88	139.69	115.24	96.71	11.26	134.06	104.15	86.54	21.93	139.57	0.0	45.87	125.54	117.85	75.41	107.35	25.39	54.39	34.18	0.43	86.23	41.71	52.26	14.75	0.0	7.26	87.17	7.97	30.99	20.83	15.6	82.37	68.63	40.4	54.25	46.95	49.95	83.23	79.06	78.19	40.4	56.97	62.06	60.51	50.59	56.88	113.43	58.64	0.26	0.22	35.09	23.73	0.0	66.93	76.79	39.86	289.26	306.68	286.94
Svil	0.0	0.0	0.0	0.0	0.0	9.62	0.0	0.0	0.0	0.0	0.0	8.03	0.0	18.04	0.0	0.0	29.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.0	0.0	1.86	0.6	0.0	0.17	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.91	4.53	4.57
Tgfa	0.54	0.0	0.0	0.0	0.92	0.0	18.16	0.3	0.0	0.0	2.29	0.0	0.0	0.0	0.0	0.36	47.23	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.09	0.05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.06	0.01	0.06	0.0	0.0	0.0	0.0	0.0	0.23	0.0	0.0	0.0	0.0	24.34	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.73	0.0	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.02	24.04	24.52
Thap3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.65	13.7	0.0	19.51	19.06	0.0	0.0	0.0	72.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.52	0.0	0.0	0.0	17.42	25.13	0.0	0.0	0.0	16.98	1.52	0.0	0.0	21.63	0.0	0.0	17.96	9.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.62	0.0	6.26	17.6	11.0	2.07	3.82	4.93	14.1	1.59	2.79	1.62	11.34	4.59	2.25	82.23	16.42	0.0	0.0	0.0	0.0	8.13	0.0	54.4	0.0	0.0	0.0	19.07	24.6	18.38
Tmem231	0.0	0.0	0.0	0.0	0.0	66.86	7.17	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.29	8.3	89.09	15.24	0.88	0.0	0.0	0.0	0.0	0.0	0.0	62.75	0.79	78.0	0.0	7.4	0.12	2.63	0.0	0.0	6.9	0.0	0.09	9.17	1.96	0.0	0.0	0.0	0.0	0.0	0.86	0.0	0.0	0.0	80.7	43.9	0.23	1.54	0.0	17.22	13.51	0.0	0.32	0.0	0.0	8.05	3.03	49.81	8.77	1.15	0.0	5.02	10.99	0.0	0.0	0.43	0.28	45.74	0.0	10.49	0.0	0.0	0.0	0.0	0.0	6.69	8.68	2.69	4.09	14.01	6.95	7.59	9.74	5.54	3.1	7.26	7.33	0.0	0.0	7.27	8.09	5.76	0.0	0.0	0.0	156.26	0.0	0.0	4.66	11.15	11.2	12.02
Tnip2	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.73	0.0	0.0	4.75	0.0	0.0	107.47	0.0	23.36	0.0	0.0	0.0	0.0	0.0	0.0	54.57	0.0	0.93	90.25	0.2	0.0	0.0	0.17	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.23	0.25	0.0	13.86	0.0	8.67	0.0	0.0	0.0	0.0	0.0	72.89	0.0	0.0	2.39	0.0	9.03	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.36	0.0	19.31	0.18	0.0	9.15	0.17	0.0	2.65	3.18	0.0	0.0	1.53	5.12	5.17	0.0	0.0	0.0	15.25	0.0	0.0	0.0	0.12	128.28	0.0	0.0	0.0	17.16	18.87	16.59
Trex1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	154.87	0.0	0.0	0.0	129.09	0.0	8.03	0.0	0.0	0.0	0.0	0.0	112.22	13.35	0.0	108.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.13	0.0	0.0	0.26	0.0	151.68	0.0	0.0	87.87	0.0	2.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.33	0.0	0.0	0.0	2.28	0.0	20.97	0.0	0.55	0.0	12.04	61.54	0.0	36.5	0.0	0.0	0.0	0.0	41.27	12.15	2.45	10.47	4.5	10.24	1.47	20.19	10.84	0.24	38.63	7.0	14.25	13.57	13.86	0.0	0.0	61.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.04	16.98	15.85
Trim28	0.0	3.06	0.0	0.0	0.0	0.19	43.33	0.0	1.15	0.0	0.75	0.0	113.2	36.07	0.0	60.37	174.27	37.76	0.19	64.93	21.26	0.0	0.0	7.05	1.35	0.0	14.11	2.61	1.19	57.16	0.0	0.97	37.15	0.71	0.0	20.5	10.8	10.41	71.58	23.23	0.22	84.02	0.0	70.91	0.15	0.0	61.85	54.49	0.64	0.16	5.97	66.6	0.15	0.0	1.78	49.61	4.63	0.0	0.1	0.0	10.43	23.14	11.32	0.1	0.0	26.67	31.05	20.22	1.24	0.0	6.71	8.04	0.0	23.82	41.53	0.0	10.65	0.0	16.8	13.97	21.69	19.09	9.03	7.28	18.94	14.59	20.64	16.63	21.83	8.46	14.2	0.1	0.11	12.82	3.37	0.0	54.63	0.0	0.07	0.0	0.09	0.0	45.69	86.22	96.76	85.68
Trim46	1.78	0.5	0.0	0.0	0.29	56.51	3.56	0.0	3.59	32.26	1.61	2.72	0.0	20.0	64.83	0.0	51.15	29.32	68.49	0.17	4.61	0.0	53.65	0.43	0.11	42.97	44.45	0.06	0.0	0.0	0.0	0.0	55.91	0.0	0.12	30.43	0.0	19.64	62.45	14.52	0.13	10.24	0.6	0.16	0.73	0.0	76.53	11.74	0.57	0.77	0.24	2.45	0.0	0.69	0.05	2.85	26.35	0.0	46.44	8.35	0.77	11.68	0.0	0.12	0.23	19.55	47.34	25.05	9.05	1.36	0.3	0.92	0.0	0.0	0.0	45.49	0.65	0.0	11.35	5.95	10.82	3.06	3.72	7.38	9.89	17.05	11.7	9.01	6.17	6.7	6.33	0.12	0.0	2.46	0.0	0.12	0.0	144.87	0.0	0.0	1.12	0.97	0.09	74.11	77.53	76.37
Tsc1	0.97	0.0	0.0	0.0	35.69	0.47	6.91	0.33	19.99	15.73	8.36	22.21	0.06	1.14	0.0	5.02	41.75	1.47	0.41	0.12	0.58	0.0	2.98	20.17	2.67	22.68	16.28	0.82	0.0	21.43	0.0	0.57	0.0	0.17	2.51	0.25	1.72	0.0	0.0	22.4	4.06	0.0	0.0	11.01	22.11	3.45	35.33	1.39	0.45	16.8	0.51	4.95	1.58	6.32	25.08	2.21	34.4	0.0	22.72	0.29	0.0	0.55	0.15	0.09	0.54	4.58	20.91	0.25	11.28	18.02	5.9	0.72	1.2	0.22	1.69	0.71	6.17	0.91	5.82	5.59	5.49	3.06	3.12	10.61	7.72	7.57	4.24	3.39	3.44	3.35	4.81	13.94	0.17	0.97	15.05	0.43	0.04	0.0	0.0	48.21	0.7	0.25	0.26	33.56	31.77	34.93
Tssc4	18.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	69.19	69.89	0.0	97.42	0.0	92.08	2.22	0.0	195.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	76.67	0.0	117.94	94.78	0.0	564.66	113.94	0.0	0.0	0.0	0.0	0.0	0.25	0.0	0.0	133.04	0.0	128.82	0.5	26.86	0.0	0.0	0.0	0.0	6.16	0.0	0.33	0.0	0.0	34.59	0.0	1.07	0.0	0.0	0.0	17.17	16.49	5.55	0.0	0.0	9.79	17.85	0.16	0.0	2.16	0.0	95.33	0.0	0.0	66.37	26.75	0.0	0.0	75.69	39.98	9.28	34.84	36.2	19.79	27.1	49.85	22.96	39.61	6.29	25.68	16.48	0.0	0.0	0.0	109.57	0.0	0.0	0.0	0.0	0.0	61.94	0.18	0.0	30.32	35.03	35.52
Ttc27	0.0	0.0	0.0	0.0	0.0	0.43	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.86	88.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.09	0.0	61.84	0.0	0.13	0.0	0.12	0.0	0.0	0.0	10.93	0.0	0.0	0.14	47.48	0.16	68.19	0.0	0.53	91.4	0.17	0.73	0.06	0.0	0.12	45.46	0.0	0.0	0.0	1.56	2.75	0.0	1.58	15.53	30.25	0.0	0.14	0.0	46.0	13.76	0.8	0.15	60.23	0.0	0.0	42.36	0.0	0.0	0.0	0.0	0.0	0.0	13.21	4.82	12.52	4.38	23.7	17.01	6.51	22.68	27.73	8.82	17.55	14.88	18.83	0.0	0.0	0.0	1.74	0.24	0.0	0.1	0.0	0.16	0.0	3.06	0.0	14.65	14.23	15.16
Vmn2r1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.12	0.0	21.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.15	0.0	0.0	0.0	0.0	1.31	0.38	1.27	0.0	24.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.57	0.53	0.47	0.56
