	Calb2_tdTpositive_cell_7	Calb2_tdTpositive_cell_29	Calb2_tdTpositive_cell_56	Chat_tdTpositive_cell_2	Chrna2_tdTpositive_cell_72	Ctgf_tdTpositive_cell_4	Ctgf_tdTpositive_cell_5	Ctgf_tdTpositive_cell_6	Ctgf_tdTpositive_cell_8	Ctgf_tdTpositive_cell_10	Ctgf_tdTpositive_cell_23	Cux2_tdTpositive_cell_118	Cux2_tdTpositive_cell_119	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_6	Cux2_tdTnegative_cell_10	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_15	Gad2_tdTpositive_cell_46	Gad2_tdTpositive_cell_77	Htr3a_tdTpositive_cell_5	Htr3a_tdTpositive_cell_17	Htr3a_tdTpositive_cell_49	Htr3a_tdTpositive_cell_71	Htr3a_tdTpositive_cell_102	Ndnf_tdTpositive_cell_1	Ndnf_tdTpositive_cell_4	Ndnf_tdTpositive_cell_5	Ndnf_tdTpositive_cell_9	Ndnf_tdTpositive_cell_10	Ndnf_tdTpositive_cell_17	Ndnf_tdTpositive_cell_20	Ndnf_tdTnegative_cell_11	Nos1_tdTpositive_cell_1	Nos1_tdTpositive_cell_11	Nos1_tdTpositive_cell_31	Nos1_tdTpositive_cell_32	Nos1_tdTpositive_cell_45	Nos1_tdTpositive_cell_48	Nos1_tdTpositive_cell_50	Nos1_tdTpositive_cell_66	Nos1_tdTpositive_cell_67	Ntsr1_tdTnegative_cell_2	Ntsr1_tdTnegative_cell_13	Ntsr1_tdTnegative_cell_16	Ntsr1_tdTnegative_cell_38	Pvalb_tdTpositive_cell_81	Rbp4_tdTpositive_cell_126	Rbp4_tdTpositive_cell_147	Rbp4_tdTpositive_cell_156	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_1	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_4	Rbp4_tdTnegative_cell_5	Rbp4_tdTnegative_cell_6	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_15	Rbp4_tdTnegative_cell_16	Rbp4_tdTnegative_cell_19	Scnn1a.Tg2_tdTnegative_cell_9	Scnn1a.Tg2_tdTnegative_cell_13	Scnn1a.Tg3_tdTpositive_cell_92	Scnn1a.Tg3_tdTnegative_cell_3	Scnn1a.Tg3_tdTnegative_cell_5	Scnn1a.Tg3_tdTnegative_cell_6	Scnn1a.Tg3_tdTnegative_cell_13	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_19	Vip_tdTpositive_cell_18	Vip_tdTpositive_cell_36	Vip_tdTpositive_cell_52	Vip_tdTpositive_cell_56	Ntsr1_tdTpos_100cell_2	Rbp4_CTX_10pg_2	Rbp4_CTX_10pg_6	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Stxbp5l	24.72	0.21	0.23	1.81	12.92	0.07	0.0	0.16	0.38	0.05	5.79	19.03	8.23	0.1	0.08	0.08	0.34	0.08	70.56	0.07	5.58	0.04	0.07	0.64	0.04	0.19	0.23	0.08	0.1	0.06	1.9	0.0	0.0	0.03	17.54	26.62	2.0	41.93	1.62	25.71	0.19	7.29	0.28	0.17	0.05	0.0	0.4	24.73	12.69	0.46	17.95	0.2	0.34	0.34	0.22	0.46	0.0	0.37	0.11	0.4	0.1	0.21	27.51	0.23	0.0	0.0	0.0	0.17	0.0	0.26	0.34	27.16	0.39	17.77	2.44	17.49	41.93	33.64	44.5
Tet1	0.09	0.0	0.05	0.55	16.36	0.02	0.0	0.0	0.0	0.0	0.04	0.01	0.01	0.0	0.0	0.0	0.0	0.0	65.72	2.51	0.14	0.0	0.12	0.03	0.04	0.0	0.0	0.13	0.03	0.0	0.33	0.0	0.21	0.16	0.04	26.77	0.06	0.0	0.06	0.14	0.32	1.55	0.0	0.0	0.0	45.07	1.74	0.02	0.0	0.14	2.66	0.77	0.72	0.14	0.28	248.67	0.26	0.03	0.08	0.0	4.38	0.07	0.37	0.0	0.11	0.0	0.0	0.76	0.38	0.12	5.86	0.04	0.04	2.01	0.44	1.17	3.75	3.32	4.28
Thoc5	0.0	3.92	191.37	0.0	0.48	0.0	0.0	0.0	0.0	0.0	80.71	57.08	40.42	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19	0.0	0.42	0.0	0.0	0.0	0.0	95.83	0.0	0.0	0.0	0.0	168.69	2.28	155.65	0.21	0.0	0.0	0.0	167.53	0.0	0.0	0.0	0.0	0.0	0.0	0.49	6.17	0.11	0.58	0.0	0.0	1010.81	0.0	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.17	0.03	57.71	33.57	32.99	32.59
Tmcc1	11.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.14	0.0	0.0	27.64	18.38	0.0	0.0	0.08	0.0	0.0	38.35	0.0	44.36	0.0	0.0	0.0	43.62	0.0	0.0	0.0	0.0	0.0	0.0	1.3	0.06	0.0	7.68	0.0	25.49	0.0	5.45	0.0	0.0	13.1	1.8	0.0	101.88	0.0	0.0	80.65	7.5	0.0	11.29	43.6	0.22	0.0	0.0	456.85	0.21	0.0	0.0	0.0	0.0	0.08	0.03	254.56	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1	0.0	8.57	0.01	0.58	39.25	38.54	38.8
Tmem164	0.35	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.91	0.18	4.71	0.0	0.0	0.0	0.0	0.0	0.0	5.94	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.97	0.0	0.0	0.0	0.0	0.92	0.0	0.36	0.0	0.0	0.0	0.0	0.0	2.8	0.0	0.0	0.0	0.0	0.0	286.2	0.0	876.68	0.0	0.0	0.0	0.0	0.0	0.0	0.06	0.0	10.8	0.1	0.0	0.0	0.0	0.0	0.0	4.16	0.0	2.57	44.37	3.97	16.24	15.44	16.72
Tmem33	37.06	6.67	9.42	6.58	1.18	0.0	0.0	0.0	0.0	0.0	45.71	71.07	13.86	0.08	0.08	0.0	151.12	282.24	0.0	32.51	0.07	2.92	29.17	0.0	99.95	0.0	0.0	0.0	0.0	0.06	8.06	0.0	13.33	0.52	0.02	11.09	22.25	30.15	32.81	3.33	0.0	10.94	130.7	0.0	61.05	7.82	0.0	25.92	37.24	41.81	35.3	60.93	0.12	0.14	0.09	429.13	0.16	0.08	0.06	0.0	206.47	0.38	8.41	0.94	272.32	153.7	301.77	0.0	0.0	0.0	8.86	55.06	0.08	23.13	47.86	0.1	49.14	46.1	50.54
Tor1b	83.14	0.0	0.0	0.0	1.6	0.0	424.5	0.16	0.0	25.55	67.82	0.02	0.02	0.0	0.0	0.0	0.0	0.93	0.0	0.0	73.45	0.0	59.42	0.0	0.0	0.0	0.0	0.0	0.0	421.38	31.53	0.0	0.74	0.0	25.67	0.0	0.0	0.0	59.14	0.0	0.0	11.94	36.38	0.21	126.42	0.0	404.11	10.76	8.05	0.0	21.99	0.16	0.0	48.59	0.1	501.31	0.08	0.0	470.43	68.38	0.0	0.31	0.6	205.72	143.35	0.0	229.08	0.0	0.0	0.0	0.0	0.0	386.65	15.24	23.14	7.86	28.38	28.81	26.1
Tpmt	6.28	8.23	3.77	5.99	3.98	0.86	10.37	1.44	1.53	9.05	123.94	6.05	4.64	135.63	4.27	5.68	1.84	3.23	7.86	6.26	5.08	1.96	9.79	9.71	5.31	1.25	15.79	2.65	7.34	5.15	5.01	0.42	5.0	1.98	1.76	25.51	1.51	1.74	2.45	30.21	1.84	2.24	2.99	11.91	4.81	16.06	5.85	8.75	8.38	8.52	6.8	7.93	8.16	5.36	8.05	1204.06	1.81	5.29	7.09	7.88	23.68	12.54	2.26	10.41	13.26	5.24	3.56	2.71	3.33	6.31	4.62	6.03	8.53	13.34	2.67	1.6	11.57	9.61	11.81
Trak2	5.77	0.0	0.0	0.08	57.09	0.0	0.0	0.0	0.0	2.53	0.29	21.47	23.28	0.0	0.0	0.0	0.0	0.0	32.56	0.0	2.88	0.03	22.61	3.97	0.0	0.0	0.0	0.0	0.0	0.0	20.98	0.0	0.0	1.86	0.0	0.81	0.31	0.0	0.0	3.98	8.91	4.16	21.32	0.0	0.0	0.0	0.0	13.36	22.72	1.51	10.05	0.19	0.0	0.0	0.0	424.55	0.0	316.81	0.06	0.0	0.0	0.0	0.05	0.0	0.0	0.0	0.0	0.0	0.0	1.55	0.0	0.18	0.25	9.75	39.87	50.47	105.63	100.92	106.39
Tril	0.0	0.0	0.0	0.0	0.0	9.31	0.0	0.0	0.0	156.43	0.0	0.0	0.0	0.0	0.0	22.89	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	332.03	0.0	0.0	0.0	170.3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.09	4.55	0.0	0.0	0.0	0.0	0.04	0.0	0.0	95.77	515.79	0.0	0.0	0.07	0.0	44.45	77.83	0.0	0.0	49.73	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.68	0.25	36.43	0.03	21.66	22.0	27.44
Trim25	0.0	0.18	0.0	0.0	0.0	0.0	0.0	0.0	0.99	0.0	0.0	0.0	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	21.61	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.06	0.0	0.0	0.05	0.07	0.0	0.06	3.25	377.94	0.01	0.0	0.06	0.12	18.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.61	14.69	0.0	0.0	0.0	0.12	0.0	0.0	3.28	3.13	3.95
Trim8	0.37	14.68	0.0	17.29	9.67	0.39	14.19	1.42	0.0	0.0	0.0	2.94	2.45	0.0	63.45	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	1.94	0.0	0.0	0.14	0.0	161.72	0.0	0.0	0.0	0.0	15.7	8.38	8.71	3.29	0.0	30.75	0.99	1.73	5.99	0.0	0.0	23.12	0.0	0.0	15.69	26.23	1.84	14.66	0.22	316.08	1.05	49.11	327.81	31.04	0.0	0.0	0.0	0.48	28.13	2.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.69	2.86	12.52	12.14	48.16	53.92	51.73
Ubxn6	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	79.07	0.13	0.0	0.0	9.51	0.0	0.0	0.0	0.0	146.41	0.0	0.0	0.0	1.47	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16	0.0	13.57	80.67	0.0	0.0	0.0	7.49	0.0	0.0	0.0	0.0	0.0	0.0	88.43	110.83	11.87	0.0	0.38	0.0	0.18	745.55	0.0	0.51	0.0	0.0	0.0	0.0	4.48	0.0	0.0	0.0	0.41	0.0	0.0	0.0	0.32	0.0	1.86	5.74	89.98	95.15	96.98	109.7	101.44
Wdr7	29.49	40.06	116.03	0.0	22.85	0.0	0.0	0.0	0.0	0.0	106.41	49.59	32.22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.88	23.18	81.46	0.0	0.0	18.53	0.0	0.06	0.0	0.0	13.79	0.0	0.0	0.0	9.55	16.58	4.57	64.46	19.46	0.54	0.02	16.35	0.0	0.0	0.0	0.0	0.0	49.37	4.15	52.22	24.45	0.1	0.0	0.0	84.3	388.68	0.1	0.06	0.45	0.0	0.0	0.13	0.16	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.26	0.07	23.75	83.91	101.5	86.74	85.95	84.87
Wnk2	11.61	8.36	0.0	3.07	4.85	0.0	0.0	0.0	0.0	0.0	6.01	0.84	4.97	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.51	0.0	0.0	0.0	15.24	0.0	0.0	0.0	0.0	0.0	0.57	0.0	0.0	0.0	1.55	0.61	0.5	0.0	19.77	1.16	0.0	0.0	4.57	0.0	0.0	0.0	0.0	9.14	1.43	0.9	6.27	0.0	0.0	0.0	0.04	20.08	0.04	0.0	0.1	0.0	0.0	0.0	4.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.39	3.95	7.9	1.27	49.56	48.86	56.38
Xlr3b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	145.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.88	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.57	0.15	134.27	0.0	0.37	2267.92	0.47	0.0	0.0	0.0	0.0	1761.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	695.67	4.14	0.0	0.0	1.41	2.06	4.51
Zbtb39	0.1	0.19	0.43	0.37	0.0	0.43	0.07	0.0	0.21	0.0	0.1	0.08	0.02	0.0	0.31	0.0	1.27	0.59	0.1	0.07	0.19	0.0	3.07	1.04	6.22	0.0	0.0	0.08	0.0	0.1	15.09	0.0	1.42	0.0	0.03	6.98	0.26	0.28	0.11	0.11	0.0	0.1	5.77	0.0	0.0	0.37	0.0	0.39	0.19	0.27	0.61	0.04	0.3	0.0	0.08	452.67	0.0	0.0	0.06	0.0	0.0	0.0	0.0	0.0	0.52	0.0	0.71	0.0	0.0	0.0	0.2	0.02	0.73	0.18	0.95	0.0	5.26	5.59	5.13
Zfp523	0.0	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	15.2	0.0	0.29	0.0	0.0	0.0	0.11	434.51	0.0	0.0	0.0	0.0	0.0	0.0	70.63	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.16	0.0	44.67	73.98	81.45	78.39
c2_tRNA-Ala-GCY_	29.52	217.8	43.79	0.0	54.49	0.0	0.0	0.0	0.0	0.0	26.36	123.71	8.9	0.0	0.0	0.0	278.76	65.05	0.0	0.0	0.0	127.13	0.0	56.52	0.0	0.0	0.0	0.0	0.0	0.0	18.16	0.0	0.0	63.6	72.86	0.0	0.0	106.53	0.0	0.0	318.29	0.0	0.0	0.0	0.0	0.0	13.69	145.84	9.87	43.82	20.77	0.0	0.0	0.0	11.49	1139.55	0.0	0.0	0.0	0.0	0.0	0.0	60.27	0.0	443.23	315.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.25	23.22	75.8	61.09	57.21
c3_tRNA-Ala-GCY_	28.73	0.0	0.0	125.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.6	7.67	18.55	304.11	53.74	0.0	0.0	0.0	0.0	0.0	0.0	17.31	0.0	0.0	0.0	0.0	15.69	76.57	0.0	106.04	0.0	0.0	0.0	0.0	15.64	12.41	0.0	0.0	0.0	100.95	10.16	0.0	0.0	0.0	0.0	0.0	0.0	27.95	0.0	69.56	0.0	0.0	0.0	0.0	1618.9	0.0	0.0	2.34	50.03	0.0	115.22	55.57	0.0	40.61	0.0	0.0	30.95	92.41	73.65	0.0	28.29	0.0	0.0	0.0	12.88	23.05	42.35	38.13
mt_AK137271	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.82	0.0	0.0	0.0	0.46	0.0	0.0	4.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.64	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	37.78	0.0	10.15	0.0	0.0	0.0	0.0	0.0	3.62	0.0	0.0	0.0	0.0	0.0	0.0	115.89	0.0	6.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.09	2.42	2.07	0.0	0.0
