	Calb2_tdTpositive_cell_58	Ctgf_tdTpositive_cell_3	Ctgf_tdTpositive_cell_7	Cux2_tdTnegative_cell_2	Cux2_tdTnegative_cell_5	Cux2_tdTnegative_cell_12	Cux2_tdTnegative_cell_13	Gad2_tdTpositive_cell_12	Gad2_tdTpositive_cell_31	Gad2_tdTpositive_cell_39	Gad2_tdTpositive_cell_44	Gad2_tdTpositive_cell_77	Ndnf_tdTpositive_cell_1	Ndnf_tdTpositive_cell_6	Ndnf_tdTpositive_cell_20	Ndnf_tdTnegative_cell_5	Ndnf_tdTnegative_cell_7	Ndnf_tdTnegative_cell_11	Nos1_tdTpositive_cell_66	Nr5a1_tdTpositive_cell_1	Ntsr1_tdTnegative_cell_2	Ntsr1_tdTnegative_cell_3	Ntsr1_tdTnegative_cell_5	Ntsr1_tdTnegative_cell_11	Ntsr1_tdTnegative_cell_13	Ntsr1_tdTnegative_cell_17	Ntsr1_tdTnegative_cell_22	Ntsr1_tdTnegative_cell_23	Ntsr1_tdTnegative_cell_24	Ntsr1_tdTnegative_cell_25	Ntsr1_tdTnegative_cell_26	Ntsr1_tdTnegative_cell_28	Ntsr1_tdTnegative_cell_30	Ntsr1_tdTnegative_cell_32	Ntsr1_tdTnegative_cell_33	Ntsr1_tdTnegative_cell_38	Ntsr1_tdTnegative_cell_39	Ntsr1_tdTnegative_cell_41	Ntsr1_tdTnegative_cell_42	Ntsr1_tdTnegative_cell_44	Ntsr1_tdTnegative_cell_45	Ntsr1_tdTnegative_cell_57	PvalbF.Gad2_tdTpositive_cell_31	PvalbF.Gad2_tdTpositive_cell_94	Rbp4_tdTpositive_cell_165	Rbp4_tdTnegative_cell_2	Rbp4_tdTnegative_cell_3	Rbp4_tdTnegative_cell_7	Rbp4_tdTnegative_cell_9	Rbp4_tdTnegative_cell_11	Rbp4_tdTnegative_cell_12	Rbp4_tdTnegative_cell_13	Rbp4_tdTnegative_cell_14	Rbp4_tdTnegative_cell_20	Rbp4_tdTnegative_cell_21	Scnn1a.Tg2_tdTnegative_cell_3	Scnn1a.Tg2_tdTnegative_cell_5	Scnn1a.Tg2_tdTnegative_cell_9	Scnn1a.Tg2_tdTnegative_cell_11	Scnn1a.Tg2_tdTnegative_cell_12	Scnn1a.Tg2_tdTnegative_cell_14	Scnn1a.Tg2_tdTnegative_cell_15	Scnn1a.Tg2_tdTnegative_cell_16	Scnn1a.Tg2_tdTnegative_cell_17	Scnn1a.Tg2_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_3	Scnn1a.Tg3_tdTnegative_cell_4	Scnn1a.Tg3_tdTnegative_cell_7	Scnn1a.Tg3_tdTnegative_cell_9	Scnn1a.Tg3_tdTnegative_cell_10	Scnn1a.Tg3_tdTnegative_cell_11	Scnn1a.Tg3_tdTnegative_cell_15	Scnn1a.Tg3_tdTnegative_cell_16	Scnn1a.Tg3_tdTnegative_cell_18	Scnn1a.Tg3_tdTnegative_cell_19	Scnn1a.Tg3_tdTnegative_cell_22	Scnn1a.Tg3_tdTnegative_cell_24	Sst_tdTpositive_cell_19	Sst_tdTpositive_cell_23	Ntsr1_tdTpos_10cell_1	Ntsr1_tdTpos_10cell_2	Ntsr1_tdTpos_10cell_3	Ntsr1_tdTpos_10cell_4	Ntsr1_tdTpos_10cell_5	Ntsr1_tdTpos_10cell_6	Ntsr1_tdTpos_10cell_9	Ntsr1_tdTpos_10cell_10	Ntsr1_tdTpos_100cell_1	Ntsr1_tdTpos_100cell_2	Ntsr1_tdTpos_100cell_3	Rbp4_CTX_10pg_2	Rbp4_CTX_250ng_1	Rbp4_CTX_250ng_2	Trib2_CTX_250ng_1
Ccl27b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.39	0.0	0.0	0.0	0.0	0.0	2.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	27.72	0.26	0.68	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.61	0.45	40.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	46.94	164.03	114.56	132.22	177.66	125.27	74.98	62.2	75.81	61.27	76.52	71.98	2.83	30.63	28.29	22.96
Ccnd3	0.0	0.0	0.2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08	0.0	0.72	17.09	0.0	0.0	0.0	0.0	15.02	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.74	0.0	0.0	0.0	33.55	0.0	0.0	0.0	0.0	0.0	10.41	0.0	0.0	0.0	7.53	0.0	3.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	58.29	0.0	0.0	0.0	0.0	0.0	0.0	343.49	0.0	0.0	0.0	0.0	0.0	253.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.56	1.1	2.49	0.0	5.73	0.0	0.0	0.0	1.49	1.19	0.0	20.42	20.14	18.2
Cd81	4477.11	3099.74	1608.89	4574.18	3826.68	7372.7	3561.94	6473.7	3864.02	5641.05	9729.39	14301.78	4344.5	3185.75	3526.52	2124.9	6245.87	7191.55	4868.6	784.99	6818.2	6167.14	5053.42	3139.41	2719.12	6048.05	4875.26	2678.14	7895.15	2680.11	7018.51	3729.31	4364.8	5698.95	6015.51	3356.88	3650.07	4691.54	7257.47	6711.43	4684.61	6460.89	972.72	356.81	365.86	4537.41	7516.26	4285.93	1688.19	5540.91	6205.21	6244.35	4181.81	4088.67	3360.14	4503.39	4211.85	5989.47	4981.83	5076.47	5596.89	2058.5	4830.77	4576.85	4577.87	4295.11	3918.12	9867.89	4065.06	6708.71	6511.2	5780.86	3131.86	4651.47	4218.67	8819.88	2931.33	17618.8	1254.42	512.49	876.22	506.99	462.11	555.5	468.75	494.44	552.74	478.17	479.47	619.66	1773.92	368.13	398.38	396.95
Celf5	0.33	0.0	0.08	0.0	0.0	0.18	0.0	0.0	0.1	0.46	0.1	0.0	0.2	0.1	0.0	0.0	0.0	0.0	0.79	24.8	0.0	0.19	0.0	0.0	0.33	0.0	0.0	0.66	0.0	0.0	0.0	0.31	0.82	0.18	0.41	1.27	0.0	0.0	0.22	0.17	0.66	0.0	6.01	1.45	24.53	0.45	1.46	0.05	1.29	0.17	0.0	0.96	1.04	0.22	0.07	0.15	0.17	0.0	11.07	3.23	0.84	0.49	0.07	0.0	0.33	0.0	0.0	0.22	0.41	0.0	0.36	0.26	0.14	0.09	0.08	0.0	0.0	0.15	11.75	28.83	25.07	18.37	27.83	26.27	23.22	28.87	32.23	60.86	52.96	57.82	26.08	163.01	160.05	172.09
Chrna4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.58	0.0	10.19	0.15	0.14	0.27	0.0	0.0	0.0	12.11	0.0	0.07	0.0	0.19	0.08	1.21	547.16	56.31	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	484.44	0.0	31.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	27.21	5.28	5.83	34.06	14.57	10.93	6.79	12.72	17.47	18.39	14.98	54.45	23.26	21.43	25.01
Chst5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	172.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1071.53	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.44	0.0	0.0	0.72	0.72	1.16
Cnpy4	0.0	0.0	0.0	0.0	282.7	0.0	0.0	0.0	0.0	0.0	0.26	21.02	2.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	429.74	0.0	0.0	0.0	0.0	0.28	0.33	398.92	0.0	0.0	18.88	1.01	0.23	0.34	0.0	0.0	0.0	0.0	0.0	0.0	0.0	72.29	0.0	30.44	0.0	0.18	0.0	287.43	0.0	0.14	0.0	0.0	204.32	0.0	97.2	0.21	0.0	0.91	418.34	0.0	0.38	0.0	0.0	0.0	0.0	0.0	344.76	1471.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.14	78.06	76.88	64.65	58.16	62.0	33.75	48.81	60.75	75.77	50.43	55.63	0.0	10.83	11.25	10.49
Cpsf7	366.73	0.0	0.0	0.0	0.0	0.0	62.11	0.0	45.17	0.0	120.58	0.0	1.97	0.0	0.0	0.0	0.0	0.0	0.04	77.44	0.0	0.0	0.0	0.0	0.0	2.3	0.0	0.0	0.0	0.0	137.56	0.19	0.0	121.06	0.83	0.0	39.35	151.34	0.0	0.0	0.0	0.0	18.86	12.69	27.87	5.3	0.0	0.07	0.0	39.81	0.0	0.0	0.18	0.0	19.48	5.51	18.52	17.01	0.0	28.73	0.12	0.0	17.03	0.0	0.0	0.0	2.56	0.0	854.89	0.0	0.0	381.34	0.0	0.0	124.4	0.0	0.0	80.08	4.95	17.5	23.13	70.53	29.41	25.37	33.74	18.17	27.55	43.58	38.21	38.53	45.89	56.89	57.03	58.61
Creg2	1.83	0.27	0.04	0.7	0.84	1.1	0.62	1.07	0.29	0.88	0.05	0.43	0.45	0.11	0.0	2.56	1.01	0.06	0.12	1.2	0.0	0.44	0.5	0.56	0.2	0.62	0.0	161.38	0.31	0.59	1.43	0.12	3.24	0.28	1.86	1.2	0.57	0.04	0.38	0.32	1.7	2.37	6.29	0.47	7.57	0.55	0.71	0.45	1.67	0.44	0.1	0.0	0.57	0.43	0.54	0.39	1.12	1.61	2.47	1.68	0.29	0.37	0.52	0.0	2.51	0.0	0.01	0.16	36.8	0.13	1.8	0.21	0.26	0.18	1.37	0.0	0.34	0.32	77.92	7.77	5.32	16.67	12.12	10.04	10.48	16.86	5.6	18.01	10.44	13.15	3.06	76.41	67.53	74.79
Csrnp3	0.06	0.0	0.04	0.0	0.0	0.0	0.05	0.11	40.21	0.0	0.1	0.28	0.25	0.0	0.0	0.07	0.0	0.18	0.03	102.2	0.27	0.12	0.0	0.44	0.0	0.0	0.05	57.8	3.1	0.0	0.06	0.02	0.33	0.04	0.06	0.5	0.26	0.01	0.07	0.0	0.17	399.22	4.17	6.22	11.32	0.15	0.18	0.16	0.81	0.16	0.0	0.0	0.09	0.23	0.06	0.0	0.21	0.27	0.0	0.21	0.31	1.34	0.1	0.04	0.14	0.0	0.1	0.0	0.67	0.05	0.0	0.0	0.0	0.05	0.0	0.0	0.0	28.75	26.32	20.15	12.73	26.56	13.17	13.61	24.89	15.62	12.33	16.24	15.36	15.84	51.55	29.79	27.04	28.47
Ddx19b	0.0	0.08	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.27	0.06	0.0	0.0	0.08	0.07	0.0	0.0	0.0	0.0	5.43	0.0	2.24	0.66	0.0	0.0	0.37	0.08	0.0	0.77	0.0	0.18	0.0	0.0	0.06	0.12	0.16	0.0	0.05	0.0	0.0	0.0	330.37	0.0	0.0	0.0	571.57	0.08	0.0	0.0	0.0	0.16	0.06	0.0	0.0	0.05	0.0	8.61	8.44	0.0	4.1	3.2	3.98	3.88	2.69	4.95	3.75	3.94	7.42	19.6	17.52	18.66
Ddx42	0.0	0.0	0.0	0.0	0.0	0.0	0.17	351.4	15.53	0.0	0.0	20.65	0.0	0.0	0.0	13.23	0.0	12.58	0.0	0.0	0.0	0.0	0.0	89.51	0.0	0.0	26.37	7.62	34.01	0.0	0.0	0.0	0.0	0.3	0.15	0.15	0.87	0.0	162.07	2.82	0.0	0.0	14.5	1.05	37.25	0.0	0.08	0.06	28.35	148.23	0.06	27.53	306.71	0.0	0.0	80.51	571.58	0.19	0.0	0.17	35.02	0.49	0.0	50.77	0.0	492.12	0.0	0.0	537.29	0.0	65.68	0.0	0.15	0.13	0.73	0.09	174.77	94.09	33.02	45.33	28.35	39.84	17.79	38.54	16.85	25.11	20.54	49.77	20.96	33.35	0.07	64.64	63.71	61.1
Dhrs13	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.35	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	513.97	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.59	0.0	0.0	0.0	0.0	0.0	5.4	0.0	0.0	0.87	2.0	2.22	0.0	6.73	7.73	7.59
Diras2	0.64	0.0	0.08	0.0	0.0	0.12	0.31	0.0	0.0	0.21	0.03	0.06	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.11	0.15	0.0	0.0	0.17	0.0	0.48	0.0	0.23	0.0	0.0	0.26	0.0	0.0	0.0	0.85	2.94	0.95	0.0	0.04	0.0	0.0	0.31	9.76	0.1	7.54	0.0	0.3	0.3	0.52	0.0	0.0	0.0	0.15	0.0	0.15	0.1	0.14	0.0	0.37	0.77	0.19	0.64	0.17	0.14	0.0	0.0	0.17	0.13	0.25	0.0	109.57	0.0	0.0	0.23	0.0	0.0	0.17	0.08	0.19	31.61	27.47	23.6	35.04	32.57	38.91	42.89	33.18	55.35	53.06	59.52	43.43	212.34	197.14	211.74
Dlg3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.08	0.0	0.0	0.0	7.08	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	0.36	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.14	53.42	22.68	0.0	0.19	0.0	0.0	0.0	0.0	0.0	0.0	14.63	0.0	54.6	0.22	39.02	0.0	0.4	0.13	0.0	0.0	0.09	0.21	0.0	0.0	0.0	0.29	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.09	50.77	11.14	22.47	15.79	18.87	17.77	15.34	4.94	17.25	21.46	25.53	23.46	12.24	115.59	116.54	115.46
Dnajc1	0.11	0.07	1.36	0.0	0.09	0.0	0.0	89.31	0.08	0.0	0.03	0.0	0.09	0.0	0.0	0.0	0.0	18.21	0.0	0.06	0.0	0.0	0.0	4.34	0.0	0.0	0.0	0.0	0.0	0.0	53.33	0.0	0.0	0.0	0.12	0.45	0.0	0.0	7.5	0.08	0.0	0.27	0.6	0.0	0.71	0.0	0.0	0.0	0.32	0.07	0.49	49.04	0.13	0.0	0.0	43.12	0.14	0.14	0.14	0.37	20.69	0.18	0.0	0.1	0.0	0.0	0.0	0.0	386.26	0.0	0.0	0.0	0.0	1.38	0.0	0.0	26.1	0.0	9.98	1.58	5.99	7.17	2.12	2.52	10.31	3.69	3.27	4.62	3.44	2.02	5.06	13.85	12.41	14.78
Dnajc10	0.0	0.0	0.1	46.99	0.0	0.0	0.0	0.0	0.0	0.24	0.0	9.99	54.97	0.0	0.0	0.0	0.0	0.0	30.66	0.09	24.55	0.0	0.0	0.0	0.0	0.0	0.0	0.28	0.0	0.0	0.0	0.0	0.0	0.0	0.44	0.0	0.0	0.07	0.0	0.0	0.0	0.0	21.68	196.81	32.61	16.49	0.0	35.49	0.19	0.0	37.79	0.0	0.0	328.57	0.0	0.42	0.27	226.91	0.0	122.76	0.0	0.16	0.0	0.0	0.18	14.4	0.0	0.0	663.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.28	53.55	44.28	56.43	34.93	60.56	36.29	39.9	41.67	46.69	43.33	45.51	19.36	60.24	54.99	54.37
Dnalc1	0.14	0.0	0.41	0.1	0.08	0.0	0.6	0.0	0.1	0.0	0.03	1.51	58.68	0.15	0.0	0.28	0.4	0.18	0.47	16.62	2.11	0.0	0.0	0.29	0.0	0.14	0.0	0.9	0.11	0.72	0.51	0.14	0.35	0.21	0.33	0.11	0.09	0.04	1.5	0.0	0.95	0.3	12.01	0.3	10.25	0.0	0.22	0.12	1.18	14.67	0.05	0.48	0.61	0.14	0.0	0.31	0.66	0.22	2.29	0.24	0.46	0.25	0.23	0.1	0.19	0.0	0.27	0.28	1.12	0.08	0.92	0.0	0.31	0.0	0.0	0.0	0.0	0.08	1.01	8.78	7.32	27.36	6.23	9.15	4.41	9.34	5.09	11.19	9.94	11.16	1.78	67.35	64.52	65.11
E130308A19Rik	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.78	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.05	0.0	0.14	0.0	0.0	0.0	0.0	1.94	0.21	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.3	0.0	0.1	0.0	0.0	0.0	0.0	2.43	0.0	3.29	0.0	0.0	0.0	0.21	11.88	144.5	0.0	0.0	0.22	0.0	0.0	0.0	149.53	0.0	5.57	0.0	0.0	0.0	0.0	0.0	0.0	0.0	18.18	247.8	0.0	0.0	0.0	0.0	0.0	1.63	0.0	0.0	38.51	0.0	0.0	11.07	0.0	0.0	3.08	0.17	0.07	0.55	1.89	0.12	2.11	0.92	5.83	6.61	7.05
Edc3	0.0	0.0	0.0	0.0	106.17	0.0	0.0	0.0	48.27	0.0	1.77	0.0	0.0	0.0	0.0	128.76	0.0	0.0	0.09	0.06	0.0	0.0	0.0	0.0	181.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	0.0	0.0	0.15	0.0	0.0	0.0	0.0	0.0	12.34	0.06	9.11	0.0	0.0	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.24	91.43	0.0	0.0	11.37	0.0	0.21	0.0	0.0	0.0	739.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.15	19.46	13.55	17.35	5.31	16.21	11.26	11.48	14.25	25.07	16.11	19.15	15.13	19.32	20.84	17.42
Eif2b4	8.75	0.0	0.19	0.0	0.0	0.0	0.0	0.33	0.0	0.0	116.06	141.71	0.0	0.0	0.0	0.0	0.0	0.0	0.0	139.0	1.4	0.0	0.0	0.0	0.0	137.35	0.0	6.79	0.0	0.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.66	2.6	26.19	0.4	0.38	0.28	0.0	0.0	0.0	0.0	0.0	0.0	18.73	2.26	0.0	0.0	106.39	0.0	0.0	0.0	410.3	0.17	0.0	0.0	0.0	0.0	916.4	0.0	0.61	0.0	0.0	0.0	0.0	0.21	0.0	0.0	0.0	21.15	67.88	77.01	33.25	82.96	49.94	56.94	29.05	30.42	30.55	46.56	15.27	36.76	38.85	37.76
Emid1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.32	0.27	0.0	0.0	0.0	0.0	40.77	3.72	0.0	0.0	0.0	0.0	0.0	37.14	0.0	0.0	410.66	0.34	2.73	0.0	0.0	0.0	436.96	0.42	0.0	2.23	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1097.36	0.0	9.92	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.61	0.0	0.0	0.0	0.0	0.0	0.37	0.0	6.34	8.12	9.28
Epb4.1l5	0.0	0.0	0.0	38.7	0.07	0.0	0.0	0.0	41.8	155.75	0.0	5.49	0.08	0.0	0.0	0.0	100.57	19.06	0.0	11.09	0.0	0.0	0.25	39.34	0.48	5.53	0.16	0.17	0.0	0.0	0.0	0.24	98.11	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.23	0.0	0.08	0.0	2.44	0.52	0.1	0.18	0.0	0.0	0.1	0.0	0.2	13.47	0.04	15.32	0.34	0.0	0.11	39.56	0.25	43.17	0.22	0.03	0.0	0.0	0.12	0.19	428.46	0.0	0.46	0.08	0.0	0.0	0.0	0.08	0.0	0.0	0.0	0.0	0.05	0.14	0.0	0.05	0.0	2.65	0.36	0.07	0.0	0.32	31.15	3.77	3.85	4.08
Epm2aip1	0.8	0.31	0.0	0.0	0.46	0.21	3.38	0.0	2.75	47.31	0.02	0.23	0.64	2.21	0.0	19.2	0.17	0.06	68.12	0.94	0.48	0.0	0.52	0.62	0.59	5.17	1.66	0.08	0.43	0.18	0.31	0.2	0.45	0.71	0.83	0.27	0.32	0.1	9.46	0.0	0.45	0.33	18.88	51.27	38.35	0.38	0.51	0.19	0.44	0.55	0.11	3.95	321.28	0.35	0.34	0.48	1.09	18.72	0.18	0.64	0.3	0.82	89.02	0.18	0.59	0.52	0.0	0.0	431.65	4.09	0.94	0.0	0.28	0.34	0.0	0.1	39.97	0.62	46.94	10.05	9.34	24.86	9.0	4.74	25.49	12.15	7.46	18.05	14.58	20.4	52.22	81.29	75.74	76.95
Eri1	0.0	0.0	0.08	0.0	0.0	0.14	0.0	0.0	4.31	0.0	0.03	71.31	0.0	0.0	0.0	0.04	0.0	0.0	0.03	0.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.87	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.1	0.0	26.63	0.0	0.2	0.0	0.34	0.05	0.05	0.0	0.11	0.05	0.07	0.16	0.0	0.0	0.18	0.12	0.0	0.0	0.04	0.0	0.16	228.64	0.24	0.13	0.0	0.0	0.0	0.08	0.14	0.75	293.55	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15	0.07	0.13	2.24	0.39	0.05	0.0	2.8	1.55	2.85	38.11	7.8	7.4	7.51
Fam178a	0.1	0.0	0.0	0.0	0.17	0.0	0.0	0.24	45.1	83.63	113.71	2.71	0.0	0.0	129.36	0.0	0.24	13.3	0.06	0.33	26.23	0.0	0.74	31.68	0.0	0.13	0.07	0.08	0.1	0.14	0.08	0.0	0.23	29.22	0.46	52.37	0.14	27.58	14.29	0.02	0.51	1.12	18.45	18.21	31.27	0.29	0.39	11.59	0.33	4.16	0.07	0.63	0.0	0.05	0.05	0.07	0.36	20.34	56.09	36.85	0.47	0.31	72.17	41.37	0.34	11.15	0.09	13.71	397.28	0.07	0.62	0.09	0.0	2.42	1.76	0.02	0.04	0.05	28.13	19.76	14.8	34.28	13.22	8.03	17.58	17.75	11.14	18.59	18.54	17.49	29.5	26.42	23.14	26.23
Fam189a1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.15	2.17	13.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.3	0.0	0.0	2.98	599.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.13	13.76	7.09	9.07	4.49	0.99	8.06	7.72	6.59	5.04	7.96	5.57	0.54	47.7	48.05	48.23
Fam76b	0.0	0.0	0.0	0.0	0.0	0.0	0.18	216.62	61.2	0.0	0.0	51.93	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	0.22	0.0	0.0	0.16	0.0	0.0	267.74	2.17	0.0	0.0	0.0	0.0	0.0	10.61	0.0	0.16	0.0	1.08	3.33	16.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	91.32	182.68	0.27	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.91	0.0	0.0	550.97	136.18	0.0	0.0	48.86	0.0	0.0	0.0	0.0	9.25	0.0	6.82	13.57	1.72	16.91	2.84	4.14	7.95	2.36	6.22	4.93	2.92	0.0	18.88	17.23	17.94
Fam82b	0.0	0.0	0.0	0.0	0.0	0.0	10.21	0.0	47.2	121.3	49.68	0.0	0.0	548.65	4.04	0.0	0.0	0.0	0.0	0.0	23.12	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	97.45	24.69	0.0	0.0	170.83	263.52	0.0	0.0	0.0	161.35	0.0	0.0	0.0	25.38	0.23	4.74	0.0	0.17	0.0	0.0	0.0	0.0	0.0	0.0	19.15	0.0	35.05	0.0	0.0	0.0	0.0	471.31	0.0	0.0	0.0	34.05	0.0	0.0	66.31	912.62	0.0	0.0	11.29	0.0	0.0	3.18	0.38	0.0	2.71	24.18	28.47	22.24	9.56	40.74	46.96	41.21	48.54	15.55	11.73	14.83	17.58	0.0	10.84	9.93	13.94
Fbn2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.89	0.0	0.0	7.69	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.34	0.25	0.0	0.95	0.0	0.0	0.0	0.0	10.54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07	0.0	0.0	25.82	0.0	0.0	0.0	0.0	0.0	0.0	1.35	286.74	0.0	0.0	0.0	0.0	0.0	1.19	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.6	1.27	1.43
Fbxl22	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.04	0.0	0.0	0.0	0.0	0.0	0.0	30.15	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.12	10.98	0.0	0.0	220.46	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.47	0.0	0.0	0.65	0.0	0.0	0.0	0.0	0.3	0.0	0.0	0.56	0.71	0.0	0.02	0.24	0.5	0.3
