	TCGA.B8.5552.11A.01R.1672.07	TCGA.38.4625.01A.01R.1206.07.1	GTEX.11ZTS.1226.SM.5EQMQ	TCGA.DJ.A3VM.01A.11R.A23N.07	TCGA.BJ.A45I.01A.11R.A23W.07	TCGA.DJ.A1QO.01A.11R.A14Y.07	TCGA.J8.A3YF.01A.12R.A23N.07	TCGA.DJ.A2Q0.01A.11R.A206.07	TCGA.ET.A3DW.01A.11R.A19O.07	TCGA.E3.A3E0.01A.11R.A20F.07	TCGA.BJ.A2N7.01A.11R.A18C.07	TCGA.E8.A436.01A.12R.A23W.07	TCGA.DJ.A3V4.01A.11R.A22U.07	TCGA.EM.A1YB.01A.11R.A14Y.07	TCGA.DJ.A3VF.01A.11R.A23N.07	TCGA.EM.A22L.01A.11R.A180.07	TCGA.DJ.A2PT.01A.11R.A18C.07	TCGA.BJ.A3EZ.01A.11R.A206.07	TCGA.ET.A4KQ.01A.12R.A250.07	TCGA.FY.A3YR.01A.11R.A22U.07	TCGA.ET.A39P.01A.21R.A19O.07	TCGA.EM.A2P3.01A.11R.A206.07	TCGA.DE.A0Y2.01A.11R.A10U.07	TCGA.DJ.A3V8.01A.11R.A23N.07	TCGA.BJ.A4O9.01A.11R.A250.07	TCGA.IM.A3U2.01A.21R.A22L.07	TCGA.FY.A76V.01A.11R.A39I.07	TCGA.E8.A414.01A.11R.A23N.07	TCGA.EM.A3FM.01A.11R.A21D.07	TCGA.EM.A2OY.01A.11R.A206.07	TCGA.EL.A3GX.01A.11R.A206.07	TCGA.DJ.A3V3.01A.11R.A22U.07	TCGA.IM.A41Z.01A.11R.A23N.07	TCGA.DJ.A2PY.01A.11R.A18C.07	TCGA.DJ.A3UQ.01A.11R.A22L.07	TCGA.EL.A4JV.01A.11R.A250.07	TCGA.EM.A4FF.01A.11R.A250.07	TCGA.IM.A41Y.01A.11R.A23W.07	TCGA.EL.A3CN.01A.12R.A20F.07	TCGA.E8.A434.01A.11R.A23N.07	TCGA.FY.A3R9.01A.11R.A220.07	TCGA.EM.A2P1.01A.11R.A206.07	TCGA.DJ.A13L.01A.11R.A220.07	TCGA.EL.A3GY.01A.21R.A206.07	TCGA.FE.A23A.01A.11R.A16R.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.DJ.A2Q4.01A.21R.A18C.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.ET.A3BP.01A.21R.A19O.07	TCGA.EL.A3GS.01A.11R.A20F.07	TCGA.EL.A3TB.01A.11R.A22L.07	TCGA.H2.A26U.01A.11R.A16R.07	TCGA.EL.A3H7.01A.11R.A21D.07	TCGA.DJ.A1QQ.01A.11R.A14Y.07	TCGA.EM.A3FK.01A.11R.A21D.07	TCGA.EM.A1CV.01A.11R.A13Y.07	TCGA.DJ.A2QB.01A.11R.A19O.07	TCGA.ET.A25N.01A.11R.A16R.07	TCGA.ET.A25R.01A.11R.A16R.07	TCGA.MK.A4N7.01A.11R.A250.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.ET.A3BN.01A.11R.A19O.07	TCGA.ET.A25L.01A.11R.A16R.07	TCGA.DJ.A3VK.01A.11R.A23N.07	TCGA.EL.A3N3.01A.11R.A20F.07	TCGA.DJ.A2PZ.01A.21R.A18C.07	TCGA.EM.A1CS.01A.11R.A13Y.07	TCGA.E3.A3E5.01A.11R.A20F.07	TCGA.EM.A2OW.01A.11R.A206.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.ET.A39I.01A.11R.A19O.07	TCGA.DJ.A4V2.01A.11R.A250.07	TCGA.EM.A4G1.01A.11R.A250.07	TCGA.EM.A1CW.01A.21R.A13Y.07	TCGA.DJ.A1QE.01A.21R.A14Y.07	TCGA.FE.A234.01A.11R.A14Y.07	TCGA.DE.A0Y3.01B.11R.A10U.07	TCGA.J8.A4HY.01A.11R.A250.07	TCGA.FE.A232.01A.11R.A14Y.07	TCGA.ET.A25G.01A.11R.A16R.07	TCGA.EL.A3ZO.01A.11R.A23N.07	TCGA.FE.A230.01A.11R.A14Y.07	TCGA.DJ.A13S.01A.11R.A10U.07	TCGA.BJ.A28X.01A.11R.A22L.07	TCGA.BJ.A0ZE.01A.11R.A10U.07	TCGA.EM.A4FU.01A.11R.A250.07	TCGA.KS.A4ID.01A.11R.A250.07	TCGA.J8.A3YE.01A.12R.A23N.07	TCGA.DJ.A3VB.01A.11R.A23N.07	TCGA.DJ.A3UW.01A.11R.A22L.07	TCGA.BJ.A0ZB.01A.11R.A10U.07	TCGA.EM.A22I.01A.11R.A180.07	TCGA.EL.A3CU.01A.11R.A19O.07	TCGA.DJ.A2PO.01A.21R.A19O.07	TCGA.DJ.A3V6.01A.11R.A22U.07	TCGA.EL.A3GU.01A.11R.A21D.07	TCGA.BJ.A3F0.01A.11R.A206.07	TCGA.EM.A3AK.01A.11R.A206.07	TCGA.ET.A3BO.01A.11R.A19O.07	TCGA.DJ.A3UM.01A.11R.A22L.07	TCGA.ET.A2N4.01A.12R.A19O.07	TCGA.H2.A3RI.01A.11R.A220.07	TCGA.ET.A2MY.01A.11R.A18C.07	TCGA.FY.A3BL.01A.11R.A19O.07	TCGA.E8.A2JQ.01A.11R.A180.07	TCGA.DJ.A13T.01A.11R.A10U.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.BJ.A3PT.01A.12R.A220.07	TCGA.E8.A415.01A.11R.A23N.07	TCGA.EL.A3N2.01A.11R.A20F.07	TCGA.ET.A3DO.01A.11R.A19O.07	TCGA.BJ.A2NA.01A.12R.A19O.07	TCGA.DE.A69J.01A.21R.A39I.07	TCGA.EL.A3H8.01A.11R.A20F.07	TCGA.E8.A242.01A.21R.A16R.07	TCGA.E3.A3DY.01A.11R.A20F.07	TCGA.EM.A4FK.01A.11R.A250.07	TCGA.E3.A3E1.01A.11R.A20F.07	TCGA.DJ.A13U.01A.11R.A10U.07	TCGA.DJ.A3UN.01A.11R.A22L.07	TCGA.EM.A2CQ.01A.11R.A180.07	TCGA.EM.A2CO.01A.11R.A19O.07	TCGA.EL.A3H4.01A.11R.A206.07	TCGA.DJ.A4UT.01A.11R.A250.07	TCGA.ET.A2N5.01A.11R.A18C.07	TCGA.ET.A39T.01A.11R.A19O.07	TCGA.IM.A3ED.01A.11R.A206.07	TCGA.EM.A22O.01A.11R.A180.07	TCGA.KS.A4I3.01A.11R.A250.07	TCGA.FE.A237.01A.11R.A16R.07	TCGA.EL.A3CT.01A.12R.A206.07	TCGA.ET.A40Q.01A.11R.A23N.07	TCGA.ET.A3BT.01A.11R.A19O.07	TCGA.E3.A3E3.01A.11R.A20F.07	TCGA.J8.A3NZ.01A.11R.A21D.07	TCGA.CE.A483.01A.11R.A23W.07	TCGA.EM.A1CT.01A.11R.A13Y.07	TCGA.EM.A22N.01A.11R.A180.07	TCGA.EL.A3D0.01A.12R.A206.07	TCGA.DJ.A1QF.01A.12R.A14Y.07	TCGA.DE.A4MB.01A.11R.A250.07	TCGA.BJ.A18Y.01A.11R.A13Y.07	TCGA.KS.A4I9.01A.11R.A250.07	TCGA.BJ.A18Z.01A.21R.A13Y.07	TCGA.EM.A4FQ.01A.11R.A250.07	TCGA.EL.A3ZG.01A.11R.A23N.07	TCGA.KS.A4IB.01A.11R.A250.07	TCGA.EL.A3TA.01A.12R.A22L.07	TCGA.H2.A422.01A.11R.A23N.07	TCGA.ET.A39O.01A.11R.A19O.07	TCGA.IM.A4EB.01A.11R.A250.07	TCGA.EL.A3T1.01A.11R.A22L.07	TCGA.DJ.A1QH.01A.21R.A14Y.07	TCGA.EL.A3D6.01A.12R.A206.07	TCGA.DJ.A13X.01A.11R.A10U.07	TCGA.EL.A3GQ.01A.11R.A206.07	TCGA.MK.A4N6.01A.11R.A250.07	TCGA.DE.A4MC.01A.11R.A250.07	TCGA.ET.A2MZ.01A.12R.A19O.07	TCGA.IM.A3U3.01A.11R.A22L.07	TCGA.DJ.A4V4.01A.11R.A250.07	TCGA.EM.A2CP.01A.11R.A180.07	TCGA.BJ.A28S.01A.11R.A19O.07	TCGA.DJ.A3VA.01A.11R.A23N.07	TCGA.DJ.A2PP.01A.11R.A19O.07	TCGA.FY.A3R8.01A.11R.A220.07	TCGA.ET.A25M.01A.11R.A16R.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.ET.A25P.01A.11R.A16R.07	TCGA.FY.A3NP.01A.11R.A21D.07	TCGA.DO.A1K0.01A.11R.A13Y.07	TCGA.EL.A3CM.01A.11R.A19O.07	TCGA.DJ.A1QD.01A.11R.A14Y.07	TCGA.H2.A421.01A.11R.A23N.07	TCGA.EL.A3GV.01A.11R.A21D.07	TCGA.DJ.A3UT.01A.11R.A22L.07	TCGA.FY.A40L.01A.11R.A23N.07	TCGA.ET.A25I.01A.11R.A16R.07	TCGA.BJ.A2N9.01A.11R.A18C.07	TCGA.DJ.A2Q3.01A.11R.A18C.07	TCGA.DJ.A3V5.01A.11R.A22U.07	TCGA.EL.A4KG.01A.11R.A250.07	TCGA.EL.A3MZ.01A.11R.A21D.07	TCGA.FY.A3RA.01A.11R.A220.07	TCGA.BJ.A45G.01A.11R.A23W.07	TCGA.EL.A3CV.01A.11R.A19O.07	TCGA.E8.A418.01A.11R.A23N.07	TCGA.FE.A231.01A.11R.A14Y.07	TCGA.EM.A3SZ.01A.11R.A22U.07	TCGA.EL.A3N2.11A.11R.A20F.07	GTEX.WHSE.0626.SM.4RGNF	TCGA.AJ.A3BK.01A.11R.A19W.07
TEN1	291.04	0.65	417.77	612.11	511.0	638.15	733.19	753.83	651.58	679.29	587.13	688.78	497.0	529.06	551.56	518.15	921.88	579.04	547.75	684.02	551.56	599.49	432.53	708.18	723.08	1250.98	514.56	555.41	543.96	866.07	780.44	785.88	599.49	409.15	733.19	656.11	521.76	743.43	521.76	743.43	679.29	457.25	878.17	624.99	575.03	791.35	620.67	563.18	638.15	532.74	656.11	583.07	753.83	612.11	624.99	514.56	764.36	514.56	612.11	599.49	688.78	669.92	579.04	567.1	624.99	595.34	376.41	587.13	454.09	836.53	473.41	723.08	693.58	529.06	587.13	480.04	435.55	616.37	525.39	651.58	854.13	551.56	616.37	616.37	688.78	718.08	647.07	860.08	836.53	575.03	612.11	599.49	555.41	473.41	674.59	575.03	819.3	620.67	642.59	703.28	1030.12	642.59	651.58	579.04	679.29	503.95	587.13	738.29	808.0	647.07	507.46	616.37	866.07	698.41	543.96	825.0	463.65	759.08	743.43	470.14	529.06	521.76	693.58	373.81	693.58	836.53	896.64	607.87	612.11	785.88	651.58	483.38	651.58	995.0	660.68	633.73	603.67	563.18	607.87	555.41	420.68	688.78	624.99	802.41	486.75	559.28	796.86	540.19	915.51	536.45	802.41	842.36	633.73	454.09	518.15	651.58	438.59	525.39	540.19	521.76	518.15	583.07	638.15	633.73	638.15	607.87	575.03	476.71	612.11	595.34	791.35	470.14	679.29	438.59	599.49	486.75	708.18	703.28	698.41	713.11	525.39	486.75	825.0	521.76	669.92	651.58	358.54	633.73	490.14	486.75	426.57	435.55	733.19
THAP7	262.2	0.45	221.86	595.34	921.88	848.22	1008.9	748.61	890.44	967.76	1143.1	854.13	713.11	785.88	753.83	540.19	981.29	1044.52	1096.5	842.36	1001.93	961.07	684.02	947.83	1175.27	1096.5	872.1	743.43	915.51	679.29	836.53	1268.46	995.0	738.29	819.3	1127.35	1030.12	890.44	738.29	1030.12	802.41	595.34	1159.07	759.08	1081.39	1397.83	733.19	1044.52	825.0	698.41	1175.27	896.64	921.88	708.18	674.59	753.83	563.18	507.46	909.17	718.08	764.36	769.69	563.18	981.29	775.05	1037.29	563.18	674.59	759.08	1135.2	1208.34	890.44	1015.93	1051.79	759.08	723.08	854.13	1088.92	981.29	708.18	1183.45	791.35	1015.93	620.67	1030.12	748.61	1159.07	1073.91	1023.0	1066.48	1331.57	780.44	813.63	1059.11	1096.5	819.3	1001.93	878.17	961.07	866.07	848.22	947.83	860.08	1295.13	1008.9	423.61	1331.57	1183.45	1286.18	896.64	825.0	1015.93	909.17	775.05	743.43	872.1	819.3	1191.69	890.44	995.0	612.11	854.13	1233.75	571.05	1104.13	1066.48	1037.29	651.58	974.5	1104.13	753.83	555.41	1015.93	1008.9	1001.93	884.29	819.3	902.89	1277.29	457.25	728.11	878.17	860.08	941.27	909.17	1225.22	1199.98	532.74	1250.98	718.08	909.17	1104.13	759.08	769.69	612.11	748.61	624.99	503.95	718.08	791.35	934.76	1250.98	878.17	1498.22	967.76	1023.0	974.5	860.08	1183.45	974.5	961.07	708.18	1030.12	718.08	1096.5	723.08	1350.18	1008.9	902.89	1639.59	708.18	974.5	1066.48	854.13	947.83	1175.27	563.18	954.43	947.83	848.22	909.17	733.19	1457.23
TIGD5	35.25	0.27	62.56	175.07	104.42	141.02	142.01	105.89	143.01	81.14	127.0	120.1	67.12	120.1	82.87	110.43	136.19	129.69	142.01	98.73	158.79	138.1	87.03	123.5	144.01	113.56	96.68	88.26	159.9	128.79	104.42	142.01	135.24	82.87	90.14	140.04	127.0	150.17	104.42	90.77	84.04	51.35	132.44	122.64	158.79	189.02	108.9	101.54	136.19	102.25	114.36	166.73	111.99	75.64	120.1	124.37	120.1	47.5	117.6	139.07	136.19	69.52	153.34	127.89	107.38	113.56	186.4	123.5	108.14	103.69	108.14	127.89	104.42	107.38	117.6	151.22	150.17	159.9	166.73	117.6	157.68	82.29	142.01	64.8	108.14	123.5	128.79	153.34	138.1	144.01	146.03	90.77	125.24	113.56	130.6	142.01	125.24	151.22	127.0	120.1	140.04	135.24	104.42	110.43	94.67	134.3	148.09	152.28	149.12	93.35	122.64	120.94	99.43	118.43	120.1	134.3	120.94	165.57	132.44	169.07	90.77	116.78	152.28	61.25	154.42	124.37	87.65	74.58	165.57	177.53	130.6	51.71	138.1	123.5	119.26	127.0	94.67	178.77	120.1	71.5	77.79	122.64	142.01	101.54	125.24	154.42	123.5	139.07	143.01	124.37	98.04	153.34	120.1	119.26	70.51	114.36	57.49	106.63	92.7	98.73	120.1	197.09	87.65	166.73	165.57	95.34	96.68	155.5	133.36	172.65	142.01	108.9	109.66	90.14	129.69	152.28	129.69	82.29	130.6	156.59	80.01	100.13	149.12	142.01	106.63	136.19	81.71	116.78	105.15	92.05	115.97	87.03	209.84
TIMM13	698.41	0.48	507.46	2287.2	1950.0	1781.89	2004.85	2682.69	1685.71	1769.57	2224.63	1721.16	1583.71	2627.46	1477.58	1617.0	2915.45	1819.35	1844.76	1540.37	1697.45	1721.16	1286.18	2047.0	2104.58	2303.12	1457.23	1225.22	1870.53	2627.46	1378.57	1857.6	2875.3	1073.91	1844.76	2061.24	1870.53	2255.7	1437.15	2255.7	2451.44	753.83	1883.54	1397.83	1844.76	2384.37	1359.57	2573.36	2075.59	1407.55	2224.63	1572.76	1529.73	1127.35	1081.39	1175.27	2400.97	1023.0	1340.84	1259.69	2434.5	1199.98	1519.15	2609.3	1369.04	1757.34	1242.34	1844.76	2720.15	2645.74	1662.49	1769.57	1896.65	2682.69	1277.29	1369.04	1508.65	2591.27	2018.8	1313.23	2061.24	1088.92	2255.7	1208.34	3443.31	2573.36	2434.5	2384.37	2018.8	1794.29	1498.22	1437.15	1199.98	1572.76	1896.65	1540.37	3146.52	1674.06	1561.89	1745.2	2255.7	1806.78	1757.34	2075.59	1963.57	1286.18	2434.5	2485.67	3146.52	1883.54	1437.15	1427.22	1651.0	1519.15	1277.29	1617.0	1304.15	2835.7	1819.35	1674.06	1977.24	1721.16	2720.15	830.75	2209.26	2163.77	2193.99	954.43	2468.49	2591.27	1628.26	915.51	1757.34	2178.83	1709.26	1529.73	1551.09	1250.98	3190.46	967.76	1104.13	1561.89	1806.78	1883.54	1832.01	2224.63	2875.3	1832.01	2335.28	1359.57	1594.73	2104.58	1477.58	1467.37	1388.16	1498.22	1023.0	1233.75	1467.37	1519.15	2004.85	2367.9	1417.35	2119.22	1977.24	2018.8	1639.59	1639.59	2351.53	1819.35	1977.24	1225.22	1832.01	1295.13	1991.0	1350.18	2645.74	1870.53	2032.85	3419.52	1427.22	1605.83	2032.85	1781.89	1628.26	2018.8	928.3	2032.85	1225.22	1697.45	1331.57	1225.22	6164.49
TIMM50	688.78	579.04	540.19	1909.85	1844.76	2047.0	1467.37	2047.0	1651.0	1617.0	1685.71	1447.15	1407.55	2485.67	1388.16	1583.71	1923.14	1617.0	1407.55	1594.73	1745.2	1277.29	1551.09	1674.06	1745.2	1745.2	1378.57	1340.84	1857.6	2335.28	1313.23	1583.71	2061.24	1498.22	1519.15	1757.34	1685.71	1639.59	1417.35	1540.37	2133.97	1250.98	1697.45	1369.04	1794.29	1794.29	1388.16	1883.54	1977.24	1529.73	1417.35	1359.57	1508.65	1322.37	1268.46	1081.39	1794.29	1340.84	1487.87	1417.35	2271.4	1508.65	1745.2	1883.54	1417.35	1447.15	1457.23	1794.29	1819.35	1896.65	1331.57	1551.09	1977.24	1733.13	1437.15	1417.35	1551.09	1781.89	1617.0	1519.15	1733.13	1540.37	1923.14	1467.37	2209.26	1950.0	1857.6	1757.34	1883.54	1508.65	1561.89	1417.35	1151.06	1407.55	1806.78	1477.58	2224.63	1388.16	1340.84	1551.09	1923.14	1594.73	1794.29	1594.73	1519.15	1519.15	1551.09	1870.53	2384.37	1819.35	1487.87	1350.18	1617.0	1540.37	1216.75	1340.84	1295.13	1540.37	1697.45	1427.22	1498.22	1477.58	2047.0	1250.98	1651.0	1745.2	1977.24	1044.52	1977.24	1605.83	1745.2	1268.46	1508.65	1685.71	1583.71	1572.76	1561.89	1378.57	2255.7	1467.37	1183.45	1447.15	1950.0	1639.59	1594.73	2004.85	2075.59	1832.01	1781.89	1388.16	1457.23	1844.76	1519.15	1477.58	1605.83	1331.57	1111.82	1407.55	1487.87	1397.83	1651.0	1832.01	1250.98	1909.85	1605.83	1519.15	1628.26	1508.65	1896.65	1923.14	1617.0	1417.35	1388.16	1427.22	1721.16	1427.22	2502.97	1551.09	2018.8	2148.82	1388.16	1359.57	1794.29	1757.34	1487.87	1617.0	1313.23	1991.0	1467.37	1674.06	1183.45	1457.23	3349.13
TIMM8B	825.0	0.35	395.18	1295.13	1313.23	1127.35	1111.82	1896.65	842.36	1135.2	1015.93	1044.52	909.17	2367.9	967.76	1059.11	1819.35	1167.14	780.44	1359.57	890.44	1044.52	825.0	1268.46	1044.52	1216.75	884.29	961.07	1175.27	1242.34	1066.48	1225.22	1583.71	921.88	934.76	954.43	872.1	1081.39	954.43	1216.75	1781.89	890.44	1457.23	954.43	1242.34	909.17	884.29	1286.18	1242.34	1008.9	1119.56	896.64	1127.35	660.68	836.53	698.41	1378.57	769.69	738.29	669.92	1340.84	769.69	1044.52	1242.34	890.44	961.07	769.69	1030.12	1685.71	1457.23	884.29	995.0	1417.35	1572.76	941.27	802.41	688.78	1225.22	1088.92	1111.82	1427.22	780.44	1008.9	1066.48	2104.58	1119.56	1369.04	1529.73	1519.15	1111.82	813.63	921.88	748.61	791.35	1104.13	1059.11	1561.89	878.17	825.0	860.08	1088.92	1059.11	1066.48	1015.93	1378.57	902.89	1519.15	1832.01	1733.13	1208.34	872.1	1191.69	988.12	1044.52	753.83	1119.56	791.35	1008.9	1135.2	860.08	934.76	974.5	1407.55	629.35	1175.27	1295.13	1175.27	718.08	1331.57	1059.11	961.07	583.07	1066.48	921.88	1104.13	1073.91	941.27	679.29	830.75	808.0	656.11	854.13	1119.56	1175.27	1127.35	1167.14	1605.83	896.64	1286.18	733.19	1151.06	1277.29	1001.93	860.08	1143.1	713.11	718.08	791.35	872.1	842.36	1104.13	1286.18	941.27	785.88	1030.12	1119.56	1159.07	921.88	1417.35	1175.27	1242.34	693.58	813.63	954.43	1216.75	698.41	1540.37	1143.1	1572.76	1832.01	921.88	981.29	1331.57	1015.93	1015.93	1143.1	780.44	1417.35	967.76	1331.57	669.92	559.28	3395.89
TMED3	1225.22	0.33	1167.14	3589.58	3982.99	3372.43	3982.99	4450.27	3419.52	3820.7	2835.7	3665.02	3124.78	3982.99	3395.89	3589.58	4769.75	3614.55	4736.79	3847.29	2609.3	3081.75	3168.41	3235.01	3847.29	4575.41	2739.08	2935.74	4419.52	3395.89	3103.19	3614.55	5831.91	3018.3	3515.68	4152.18	3124.78	4358.66	3349.13	4239.45	5183.54	2573.36	3124.78	2935.74	2935.74	3639.7	3212.66	5479.15	5403.7	2915.45	5006.93	2915.45	3928.15	2591.27	2701.35	2520.38	4607.24	2255.7	3257.52	2335.28	4388.98	2875.3	4388.98	4268.94	3690.52	4152.18	2956.17	4639.29	4152.18	5441.3	5555.65	3491.39	4123.49	4639.29	2796.65	2816.11	3168.41	3928.15	3665.02	3847.29	3847.29	2271.4	5076.84	3060.45	8598.28	6121.9	3639.7	4038.61	4419.52	4575.41	3257.52	4543.8	2502.97	3690.52	3982.99	1295.13	3060.45	4450.27	3349.13	3349.13	5479.15	2976.74	4736.79	3901.01	3515.68	2720.15	5672.41	3443.31	5041.77	3280.18	3190.46	3103.19	4388.98	3467.27	2997.45	3847.29	1745.2	4298.64	4066.71	3325.99	3901.01	3491.39	5329.3	1991.0	3349.13	5403.7	4769.75	2816.11	4298.64	3955.48	3168.41	4450.27	4010.71	4481.23	3614.55	3212.66	3395.89	3303.0	3419.52	2758.13	2682.69	2816.11	4836.35	3564.78	3982.99	4388.98	4704.07	2816.11	3690.52	2701.35	4575.41	3901.01	2835.7	3257.52	3540.14	3103.19	1977.24	2609.3	2720.15	3716.2	4038.61	4450.27	2573.36	4123.49	3467.27	4328.55	4010.71	3257.52	3349.13	3491.39	6207.38	2555.58	3349.13	3081.75	2855.44	3018.3	4181.07	3443.31	5112.16	4543.8	3564.78	3124.78	3419.52	3235.01	3955.48	4298.64	2502.97	4239.45	2701.35	3928.15	3039.3	3325.99	8247.98
TMEM147	1561.89	0.68	1388.16	4575.41	4038.61	3395.89	3639.7	4419.52	3060.45	3257.52	4038.61	2739.08	3212.66	6745.86	2664.15	2855.44	4388.98	3716.2	3491.39	3467.27	3103.19	2976.74	2591.27	4152.18	3395.89	4358.66	2384.37	2417.67	4328.55	7803.01	3235.01	3168.41	4972.34	3039.3	2645.74	3639.7	2976.74	3874.05	2520.38	3190.46	4239.45	2133.97	3614.55	2777.33	3467.27	5872.48	2796.65	4769.75	6745.86	2537.92	3280.18	2682.69	3039.3	1769.57	1819.35	3901.01	4512.4	2384.37	3039.3	2816.11	3794.3	2367.9	5255.91	3060.45	2720.15	4358.66	4268.94	6607.01	4671.57	5441.3	3690.52	2956.17	4388.98	4937.99	2956.17	3257.52	2855.44	4802.93	4123.49	2701.35	4607.24	2468.49	4239.45	2502.97	5995.9	3491.39	3665.02	4268.94	4268.94	3540.14	3928.15	2997.45	2935.74	3639.7	3564.78	2835.7	7589.61	4671.57	3018.3	3491.39	6652.97	3467.27	4239.45	3820.7	3325.99	4388.98	3589.58	4419.52	4802.93	3540.14	3124.78	2956.17	3146.52	2976.74	3146.52	2777.33	3419.52	2895.31	3874.05	3303.0	4972.34	3372.43	5751.61	1721.16	2915.45	4328.55	4358.66	2645.74	5517.27	3794.3	3901.01	2209.26	3395.89	4575.41	3395.89	2777.33	2875.3	2895.31	5913.33	4328.55	2573.36	3060.45	3443.31	3235.01	3146.52	4671.57	4836.35	3325.99	5292.48	2855.44	3515.68	3349.13	2816.11	3081.75	3039.3	4358.66	2178.83	2485.67	2502.97	3901.01	3614.55	4419.52	4210.15	3639.7	3742.05	3589.58	4066.71	3690.52	3955.48	2451.44	4450.27	3039.3	3847.29	3060.45	3768.09	3081.75	4769.75	3039.3	4671.57	6745.86	2555.58	2935.74	3564.78	3124.78	3467.27	4066.71	2502.97	3901.01	2956.17	3419.52	2976.74	2468.49	3955.48
TMEM219	2591.27	934.76	3124.78	4095.0	5112.16	4388.98	4937.99	4450.27	4450.27	5292.48	5479.15	4388.98	4268.94	3257.52	3540.14	3716.2	5791.62	4268.94	4937.99	4736.79	4704.07	4388.98	3303.0	4419.52	4152.18	5872.48	3982.99	3716.2	5791.62	3955.48	4358.66	5403.7	4704.07	3467.27	4210.15	4671.57	4639.29	5441.3	3901.01	4869.99	4836.35	3146.52	4903.87	3901.01	4802.93	5555.65	3982.99	5517.27	5995.9	3235.01	6121.9	4639.29	4802.93	2997.45	3257.52	2956.17	4450.27	3325.99	3955.48	3955.48	5711.87	3325.99	4736.79	5517.27	3901.01	5255.91	3515.68	5555.65	4671.57	7032.37	4450.27	3768.09	4607.24	5292.48	3491.39	3589.58	3690.52	5954.47	5329.3	3690.52	6935.54	3665.02	5006.93	4010.71	6983.79	5403.7	5711.87	3639.7	5995.9	5183.54	4639.29	4095.0	3874.05	4123.49	5292.48	4181.07	6207.38	4836.35	4268.94	4152.18	4575.41	4419.52	4836.35	4358.66	5112.16	3443.31	4575.41	5633.22	6607.01	4210.15	3768.09	4239.45	4937.99	4358.66	3665.02	5517.27	3982.99	3639.7	4607.24	3491.39	4836.35	3820.7	6164.49	2485.67	5076.84	5594.3	4769.75	3325.99	4704.07	4388.98	3742.05	2835.7	5112.16	4972.34	4903.87	4181.07	4543.8	3716.2	4450.27	3874.05	3768.09	5255.91	4802.93	4639.29	4736.79	6079.61	5147.73	4607.24	5913.33	4095.0	5329.3	5711.87	3540.14	3955.48	4358.66	4123.49	2555.58	3515.68	4607.24	4038.61	4736.79	5329.3	3540.14	5076.84	4010.71	3039.3	4543.8	4481.23	5219.6	3589.58	6935.54	3349.13	3467.27	3515.68	4607.24	3372.43	5366.37	4607.24	5594.3	10084.54	4066.71	4123.49	5329.3	4937.99	4543.8	4869.99	2855.44	4903.87	5555.65	4152.18	2796.65	2133.97	5041.77
TMEM223	246.28	1295.13	194.36	651.58	525.39	480.04	651.58	813.63	429.54	629.35	493.56	493.56	417.77	854.13	438.59	511.0	642.59	525.39	532.74	518.15	463.65	473.41	353.59	514.56	587.13	563.18	500.46	417.77	490.14	723.08	438.59	769.69	665.29	356.05	395.18	563.18	540.19	480.04	441.64	571.05	764.36	403.5	698.41	392.44	540.19	463.65	463.65	656.11	647.07	384.34	579.04	450.94	559.28	363.56	412.0	368.65	536.45	285.03	497.0	334.46	713.11	303.44	503.95	728.11	409.15	438.59	426.57	638.15	571.05	555.41	423.61	470.14	563.18	583.07	371.22	368.65	366.09	620.67	486.75	429.54	785.88	343.89	684.02	395.18	679.29	802.41	733.19	854.13	698.41	591.22	480.04	406.31	332.14	366.09	543.96	500.46	647.07	463.65	426.57	503.95	555.41	521.76	353.59	480.04	507.46	368.65	1008.9	813.63	780.44	536.45	417.77	486.75	457.25	429.54	314.17	463.65	379.04	595.34	536.45	432.53	414.87	463.65	633.73	260.38	647.07	693.58	529.06	320.8	532.74	583.07	426.57	224.97	532.74	429.54	447.82	426.57	470.14	353.59	368.65	444.72	314.17	503.95	595.34	525.39	490.14	651.58	723.08	547.75	656.11	363.56	483.38	591.22	476.71	435.55	429.54	336.79	271.48	346.29	447.82	373.81	532.74	595.34	423.61	567.1	540.19	476.71	559.28	417.77	612.11	555.41	651.58	329.84	358.54	336.79	713.11	297.17	842.36	503.95	785.88	713.11	400.71	486.75	583.07	438.59	444.72	595.34	307.69	688.78	368.65	551.56	325.29	199.85	624.99
