	TCGA.EM.A22L.01A.11R.A180.07	TCGA.ET.A4KQ.01A.12R.A250.07	TCGA.EM.A3FM.01A.11R.A21D.07	TCGA.EL.A4JV.01A.11R.A250.07	TCGA.BJ.A0Z2.01A.11R.A10U.07	TCGA.FY.A3R9.01A.11R.A220.07	TCGA.BJ.A45J.01A.11R.A23W.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.QD.A8IV.01A.11R.A39I.07	TCGA.DJ.A2QB.01A.11R.A19O.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.EL.A3H2.01A.11R.A20F.07	TCGA.FK.A3SG.01A.11R.A22L.07	TCGA.E3.A3E5.01A.11R.A20F.07	TCGA.EM.A2OW.01A.11R.A206.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.DJ.A3US.01A.11R.A22L.07	TCGA.FE.A232.01A.11R.A14Y.07	TCGA.BJ.A0ZE.01A.11R.A10U.07	TCGA.E3.A3DZ.01A.11R.A20F.07	TCGA.BJ.A3F0.01A.11R.A206.07	TCGA.EM.A3O6.01A.11R.A220.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.DJ.A1QM.01A.11R.A14Y.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.BJ.A3PT.01A.12R.A220.07	TCGA.EL.A4K2.01A.11R.A250.07	TCGA.EM.A3FP.01A.11R.A21D.07	TCGA.ET.A2N5.01A.11R.A18C.07	TCGA.ET.A39L.01A.12R.A19O.07	TCGA.BJ.A0ZJ.01A.11R.A10U.07	TCGA.DJ.A3VG.01A.11R.A23N.07	TCGA.BJ.A18Y.01A.11R.A13Y.07	TCGA.EL.A3T2.01A.11R.A22L.07	TCGA.EM.A3FL.01A.11R.A21D.07	TCGA.EM.A2CK.01A.11R.A180.07	TCGA.EM.A3AP.01A.12R.A20F.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.FY.A3NP.01A.11R.A21D.07	TCGA.EM.A22K.01A.11R.A180.07	TCGA.DJ.A3UT.01A.11R.A22L.07	TCGA.BJ.A2N9.01A.11R.A18C.07	TCGA.DJ.A3V2.01A.11R.A22U.07	TCGA.EL.A3MY.11A.12R.A21D.07	TCGA.EL.A3MW.11A.11R.A20F.07	TCGA.ET.A3DW.11A.11R.A19O.07	TCGA.BJ.A2NA.11A.11R.A19O.07	TCGA.EL.A3GZ.11A.11R.A20F.07	TCGA.EL.A3ZT.11A.13R.A23N.07	TCGA.EL.A3TB.11A.11R.A22L.07	TCGA.BJ.A2N8.11A.11R.A18C.07	TCGA.EL.A3MX.11A.11R.A21D.07	TCGA.EL.A3ZM.11A.12R.A23N.07	TCGA.EM.A1CS.11A.21R.A13Y.07	TCGA.H2.A2K9.11A.11R.A180.07	TCGA.ET.A2N5.11B.11R.A18C.07	TCGA.ET.A3DP.11A.22R.A21D.07	TCGA.BJ.A290.11A.11R.A180.07	TCGA.EM.A1CU.11A.11R.A13Y.07	TCGA.EM.A1CW.11A.12R.A13Y.07	TCGA.EL.A3N2.11A.11R.A20F.07	GTEX.OIZH.2626.SM.2HMJM	GTEX.W5X1.0426.SM.3GILB	GTEX.YJ89.0726.SM.5P9F7	GTEX.113JC.0126.SM.5EGJW	GTEX.ZV6S.0226.SM.59HJT	GTEX.13NZA.1026.SM.5MR48	GTEX.SUCS.0226.SM.32PLQ	GTEX.WH7G.0526.SM.3NMBI	GTEX.1192X.1126.SM.5EGGU	GTEX.R55E.0826.SM.2TC5M	GTEX.YEC4.0626.SM.5CVLU	GTEX.T6MN.0626.SM.32PM9	GTEX.S341.0226.SM.5S2VG	GTEX.11GS4.0826.SM.5986J	GTEX.13OW8.0126.SM.5IJE5	GTEX.ZVP2.0426.SM.57WC2	GTEX.13FLV.0226.SM.5J2OF	GTEX.ZTX8.0626.SM.59HKC	GTEX.13FHP.0926.SM.5L3EC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.N7MS.2326.SM.2HMLD	GTEX.13N1W.0826.SM.5MR5J	GTEX.Y5LM.0626.SM.4V6G4	GTEX.13OVJ.0626.SM.5J2O2	GTEX.ZYFC.0926.SM.5GZWW	GTEX.WWYW.0826.SM.3NB2X	GTEX.11EM3.0126.SM.5985K	GTEX.11DXY.0426.SM.5H12R	GTEX.12WSK.0926.SM.5CVNQ	GTEX.117XS.0526.SM.5987Q	GTEX.11EQ9.0626.SM.5A5K1	GTEX.T5JW.1226.SM.3GACY	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Q2AG.0826.SM.2HMKF	GTEX.Y5V6.0526.SM.4VBRV	GTEX.1122O.0226.SM.5N9DA	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13FH7.0126.SM.5KLZ1	GTEX.ZZ64.0126.SM.5GZXA	GTEX.ZQG8.0926.SM.57WFF	GTEX.11I78.0526.SM.5986A	GTEX.WVLH.0626.SM.3MJG7	GTEX.ZYFG.0626.SM.5GZYA	GTEX.111CU.0226.SM.5GZXC	GTEX.P4QT.2626.SM.2I3FM	GTEX.11NSD.0126.SM.5987F	GTEX.131YS.0726.SM.5P9G9	GTEX.12ZZY.0826.SM.5EQMT	GTEX.SE5C.0726.SM.4BRWY	GTEX.XLM4.0726.SM.4AT64	GTEX.13JVG.0926.SM.5IJE1	GTEX.P78B.0526.SM.2I5F7	GTEX.XUZC.0126.SM.4BOO6	GTEX.RVPV.1226.SM.2TF73	GTEX.1399R.0126.SM.5IFEV	GTEX.1399U.0326.SM.5P9G5	GTEX.S7SE.0726.SM.2XCD7	GTEX.ZLWG.0526.SM.4WWFB	GTEX.132NY.1026.SM.5P9IY	GTEX.WY7C.0226.SM.3NB37	GTEX.Y3IK.0526.SM.4WWE3	GTEX.SJXC.0726.SM.2XCFJ	GTEX.11TTK.0826.SM.5N9EG	GTEX.139UW.0126.SM.5KM1B	GTEX.144GM.0226.SM.5Q5CB	GTEX.11P7K.0226.SM.5986Z	GTEX.XUW1.1026.SM.4BONY	GTEX.RNOR.0926.SM.2TF56	GTEX.YEC3.0826.SM.4WWFP	GTEX.139TS.0126.SM.5K7XJ	GTEX.139T6.0326.SM.5J2LY	GTEX.144GO.0126.SM.5LUAO	GTEX.TKQ1.0126.SM.33HB3	GTEX.PWCY.2326.SM.2I3EQ	GTEX.OOBK.2626.SM.2HMKY	GTEX.12WSN.0726.SM.5GCMS	GTEX.11OF3.0626.SM.5BC4Y	GTEX.YFCO.0326.SM.4W1ZP	GTEX.13OW5.0626.SM.5J2N2	GTEX.11ZVC.0126.SM.5986G	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.U8T8.2326.SM.3DB96	GTEX.ZPCL.0126.SM.4WWC8	GTEX.1212Z.0426.SM.5FQT6	GTEX.OHPK.2626.SM.2HMK9	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.XGQ4.0426.SM.4AT4I	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.ZVZQ.0626.SM.59HJU	GTEX.12WSJ.0326.SM.5GCMT	GTEX.13D11.0226.SM.5LZXL	GTEX.11TT1.1126.SM.5P9GV	GTEX.PLZ4.1226.SM.2I5FE	GTEX.11VI4.0226.SM.5GU6C	GTEX.1211K.0726.SM.5FQUW	GTEX.13112.0326.SM.5P9IW	GTEX.Y114.0626.SM.4TT98	GTEX.ZVZP.1026.SM.5GICI	GTEX.S4P3.0226.SM.3K2BD	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.13RTK.0326.SM.5RQHS	GTEX.OXRP.0326.SM.33HBJ	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.Z9EW.0226.SM.5CVM7	GTEX.13O21.2226.SM.5MR3L	GTEX.12696.0326.SM.5EGL4	GTEX.111FC.1026.SM.5GZX1	GTEX.ZUA1.0926.SM.4YCDX	GTEX.13FTW.0626.SM.5IFEX
SUPT20H	698.41	718.08	536.45	728.11	1015.93	607.87	753.83	688.78	825.0	507.46	830.75	651.58	595.34	819.3	454.09	493.56	775.05	480.04	412.0	915.51	241.19	624.99	836.53	591.22	669.92	651.58	708.18	438.59	638.15	684.02	638.15	967.76	733.19	915.51	397.93	703.28	551.56	723.08	571.05	813.63	708.18	346.29	764.36	656.11	743.43	591.22	532.74	693.58	830.75	679.29	563.18	607.87	629.35	647.07	775.05	629.35	476.71	620.67	698.41	860.08	698.41	514.56	1167.14	638.15	599.49	693.58	412.0	748.61	624.99	579.04	460.44	688.78	656.11	693.58	620.67	540.19	599.49	854.13	796.86	748.61	738.29	454.09	825.0	660.68	417.77	536.45	607.87	567.1	665.29	728.11	651.58	656.11	796.86	543.96	693.58	718.08	638.15	674.59	612.11	540.19	665.29	674.59	775.05	624.99	518.15	748.61	665.29	466.88	866.07	775.05	813.63	693.58	514.56	780.44	595.34	571.05	543.96	660.68	780.44	651.58	551.56	813.63	575.03	723.08	836.53	514.56	543.96	583.07	743.43	723.08	669.92	579.04	656.11	599.49	480.04	651.58	525.39	457.25	896.64	785.88	540.19	603.67	934.76	780.44	954.43	660.68	651.58	571.05	490.14	860.08	571.05	620.67	743.43	708.18	500.46	764.36	915.51	599.49	493.56	603.67	836.53	693.58	813.63	842.36	651.58	642.59	603.67	718.08	435.55	629.35	525.39	624.99	769.69	703.28	684.02	780.44	656.11	775.05	493.56
TBCK	346.29	318.57	153.34	351.14	371.22	392.44	215.77	275.28	343.89	303.44	269.6	429.54	231.32	301.33	409.15	132.44	463.65	267.73	190.34	406.31	199.85	379.04	346.29	412.0	211.31	175.07	414.87	229.72	224.97	271.48	241.19	287.01	366.09	444.72	371.22	218.79	376.41	228.13	373.81	351.14	265.87	153.34	275.28	384.34	483.38	255.0	301.33	447.82	532.74	384.34	323.03	361.04	363.56	379.04	473.41	334.46	406.31	579.04	624.99	764.36	490.14	420.68	551.56	483.38	198.47	325.29	312.0	450.94	339.14	435.55	334.46	283.05	409.15	341.51	420.68	403.5	281.09	500.46	395.18	457.25	346.29	373.81	277.2	332.14	223.41	343.89	620.67	271.48	323.03	392.44	454.09	256.78	320.8	381.68	381.68	490.14	403.5	277.2	376.41	305.55	269.6	301.33	441.64	312.0	403.5	363.56	309.83	307.69	493.56	444.72	486.75	454.09	371.22	389.72	429.54	283.05	366.09	514.56	285.03	392.44	287.01	511.0	423.61	432.53	511.0	387.02	303.44	236.21	454.09	323.03	486.75	287.01	435.55	295.11	239.52	283.05	316.37	307.69	507.46	454.09	384.34	476.71	547.75	332.14	444.72	301.33	318.57	332.14	373.81	480.04	251.48	305.55	387.02	312.0	251.48	379.04	567.1	327.56	339.14	361.04	665.29	327.56	314.17	483.38	218.79	341.51	447.82	457.25	373.81	293.07	480.04	438.59	409.15	368.65	358.54	237.86	441.64	409.15	299.25
TEDDM1	1.13	1.48	0.0	0.31	1.87	0.0	0.0	0.26	2.89	0.33	1.11	4.9	0.29	0.0	0.0	0.0	0.3	0.0	0.0	3.17	0.0	3.72	0.28	0.36	0.28	0.0	0.71	2.01	1.5	0.3	0.0	0.68	1.13	2.84	0.72	1.95	0.34	0.0	0.0	1.55	1.1	0.0	0.3	3.72	1.33	0.18	0.2	0.54	7.4	0.89	0.2	0.93	3.89	0.0	2.58	5.45	4.9	2.92	20.26	3.96	10.79	2.16	4.94	4.46	0.0	1.17	1.38	2.07	3.59	1.77	0.0	2.66	1.71	2.71	1.46	1.79	0.56	2.39	1.51	2.78	2.18	0.0	0.0	1.81	1.79	2.58	2.46	2.48	2.05	6.01	2.36	1.2	1.73	0.0	7.0	1.71	1.48	1.22	1.17	1.77	1.83	1.48	1.93	1.2	4.5	2.16	0.54	1.93	1.17	4.39	3.26	3.41	1.43	0.52	2.14	0.0	1.79	3.41	4.9	1.43	1.85	6.73	1.55	4.43	1.71	2.68	2.61	0.84	3.53	2.01	0.0	1.95	3.2	2.1	1.73	1.77	1.22	0.54	2.68	0.0	1.5	1.73	3.29	1.17	2.84	2.12	3.03	2.81	1.16	3.0	1.2	2.81	3.23	0.0	1.41	1.23	2.1	2.07	4.9	2.14	6.06	3.29	1.5	3.47	2.78	1.2	3.89	1.43	0.82	3.08	2.16	0.52	4.46	2.73	1.5	1.1	0.53	5.15	1.48
TG	938500.81	654483.73	52497.92	900270.11	1085552.95	736332.6	267651.2	353168.2	1123834.93	822695.06	857631.47	783730.52	400098.69	378516.38	794671.01	296977.71	687022.54	296977.71	711250.37	1048575.0	610654.84	794671.01	887875.81	783730.52	736332.6	794671.01	985160.01	598087.73	992012.34	577714.63	614902.29	932018.1	1085552.95	772940.66	834179.46	1147449.11	978355.0	334117.42	542775.98	1026995.62	906531.99	663619.99	365622.68	783730.52	627822.72	881742.8	857631.47	606436.73	938500.81	677564.08	1131651.83	1063212.58	857631.47	839981.65	772940.66	881742.8	772940.66	839981.65	817012.28	682276.92	945028.61	1364554.84	1264380.15	828417.36	1012856.65	1026995.62	1085552.95	1163466.92	1452391.55	783730.52	1179708.33	2247670.86	894051.48	2126426.15	1212874.47	1085552.95	1327240.99	1273174.62	1273174.62	632189.57	1503610.06	614902.29	2111737.85	998912.34	839981.65	1611529.43	1204496.53	1611529.43	757033.75	1308968.45	778316.89	1070607.81	1041331.96	1493223.86	1739208.14	805764.22	1634025.56	1131651.83	1838374.44	1997825.68	726195.27	1336472.68	1273174.62	1093103.58	851707.37	1997825.68	1290947.48	945028.61	1085552.95	1355129.16	881742.8	741454.2	2986448.72	1472666.19	2025714.3	1318073.06	2425749.94	1139523.1	1402917.72	1318073.06	1929772.37	1299926.74	1299926.74	746611.43	992012.34	1327240.99	875652.15	509950.32	1212874.47	971597.0	1034138.94	1943195.01	649962.87	1727194.55	857631.47	1012856.65	1085552.95	1355129.16	1336472.68	881742.8	2636147.11	800198.39	1063212.58	2263304.65	1229805.58	1775752.63	2111737.85	998912.34	1108362.75	1691649.38	1238359.56	1668359.93	1800541.22	985160.01	3178687.03	3886391.01	789181.81	1116072.03	1645391.11	805764.22	1155430.26	1622738.51	1123834.93	659036.03	1131651.83	2263304.65	1282030.25	1535204.12	2672946.37	906531.99	1514068.5	1567462.05	1864037.21	1402917.72	1063212.58	881742.8	1482909.4	822695.06	1026995.62
TLDC1	141.02	127.0	112.77	181.28	153.34	118.43	133.36	128.79	166.73	147.06	117.6	147.06	127.89	137.14	194.36	127.0	145.02	198.47	148.09	175.07	142.01	124.37	137.14	194.36	100.13	132.44	164.42	88.26	148.09	151.22	142.01	117.6	178.77	189.02	135.24	152.28	312.0	127.89	169.07	152.28	141.02	163.28	120.1	232.94	195.72	169.07	163.28	201.25	236.21	215.77	195.72	223.41	198.47	185.11	178.77	249.73	197.09	204.07	231.32	253.23	214.27	232.94	346.29	163.28	152.28	187.71	134.3	212.78	175.07	201.25	183.82	231.32	206.94	215.77	231.32	163.28	204.07	260.38	307.69	297.17	229.72	171.45	133.36	214.27	150.17	139.07	256.78	226.54	191.67	191.67	201.25	182.55	234.57	224.97	212.78	161.02	198.47	178.77	186.4	316.37	158.79	197.09	187.71	151.22	150.17	224.97	229.72	166.73	212.78	224.97	241.19	246.28	153.34	260.38	248.0	169.07	154.42	239.52	175.07	202.66	178.77	199.85	242.88	314.17	136.19	169.07	113.56	130.6	264.03	158.79	198.47	193.01	140.04	209.84	148.09	176.29	156.59	204.07	248.0	136.19	167.9	157.68	287.01	209.84	229.72	253.23	224.97	146.03	173.85	209.84	195.72	209.84	176.29	176.29	182.55	224.97	217.27	201.25	239.52	226.54	202.66	215.77	202.66	212.78	262.2	194.36	269.6	214.27	156.59	189.02	158.79	229.72	150.17	161.02	220.32	182.55	167.9	182.55	186.4
TLR3	55.1	46.18	21.78	35.5	55.1	34.26	14.56	11.47	56.68	27.44	26.86	66.65	22.92	27.05	52.45	26.67	117.6	56.68	16.15	43.94	33.54	44.57	21.16	88.88	18.16	37.32	52.08	53.57	37.59	44.89	60.39	38.95	43.94	87.65	49.56	69.03	48.52	31.0	87.03	50.98	40.07	42.11	37.85	120.1	180.02	76.71	105.89	135.24	115.97	96.01	70.01	82.29	45.85	72.01	183.82	95.34	66.65	145.02	124.37	234.57	166.73	127.89	202.66	81.14	34.75	105.15	39.79	110.43	182.55	120.1	121.79	73.03	105.89	100.13	61.68	63.0	114.36	125.24	162.14	120.94	53.95	81.71	25.54	98.73	27.44	71.5	23.59	115.97	120.1	103.69	97.36	78.34	84.04	68.55	73.54	122.64	141.02	65.72	115.16	88.88	118.43	75.64	139.07	99.43	79.45	76.71	115.16	212.78	134.3	97.36	193.01	90.77	49.21	33.3	206.94	75.64	95.34	186.4	70.01	164.42	118.43	108.9	155.5	146.03	265.87	45.85	51.71	80.01	108.14	92.05	142.01	80.57	109.66	94.67	64.8	81.14	108.14	105.89	79.45	178.77	92.7	74.06	120.94	96.01	72.01	95.34	100.83	89.51	100.13	84.63	71.5	148.09	93.35	74.58	107.38	89.51	63.0	60.82	99.43	120.94	165.57	173.85	72.52	139.07	93.35	120.94	104.42	93.35	36.27	104.42	61.68	89.51	142.01	87.03	101.54	100.13	155.5	159.9	99.43
TMED8	234.57	183.82	81.14	178.77	162.14	144.01	91.41	114.36	170.25	195.72	162.14	229.72	87.65	154.42	189.02	99.43	153.34	137.14	141.02	212.78	161.02	145.02	177.53	187.71	92.7	122.64	158.79	140.04	164.42	161.02	154.42	121.79	197.09	234.57	172.65	194.36	232.94	99.43	189.02	273.37	145.02	123.5	129.69	291.04	269.6	190.34	221.86	265.87	229.72	221.86	255.0	214.27	165.57	220.32	267.73	234.57	271.48	267.73	353.59	358.54	314.17	256.78	435.55	221.86	134.3	228.13	122.64	275.28	341.51	291.04	212.78	194.36	214.27	273.37	161.02	202.66	201.25	229.72	318.57	198.47	239.52	267.73	305.55	260.38	155.5	204.07	166.73	182.55	220.32	473.41	161.02	178.77	295.11	236.21	169.07	387.02	220.32	181.28	201.25	158.79	201.25	194.36	241.19	185.11	152.28	236.21	155.5	248.0	260.38	239.52	258.57	275.28	185.11	231.32	336.79	234.57	249.73	195.72	218.79	318.57	190.34	211.31	295.11	236.21	466.88	206.94	253.23	139.07	258.57	169.07	305.55	140.04	147.06	256.78	224.97	255.0	253.23	206.94	269.6	301.33	194.36	307.69	242.88	150.17	204.07	202.66	221.86	267.73	144.01	234.57	198.47	226.54	312.0	126.12	161.02	251.48	209.84	151.22	148.09	147.06	397.93	264.03	262.2	199.85	320.8	248.0	303.44	187.71	242.88	193.01	281.09	181.28	251.48	255.0	251.48	260.38	353.59	221.86	176.29
TMEM161B	204.07	199.85	90.77	199.85	224.97	289.02	152.28	121.79	236.21	198.47	191.67	239.52	162.14	170.25	242.88	145.02	204.07	144.01	186.4	262.2	97.36	161.02	189.02	167.9	158.79	130.6	229.72	136.19	218.79	178.77	141.02	189.02	169.07	346.29	239.52	151.22	260.38	120.94	167.9	197.09	169.07	218.79	159.9	265.87	327.56	241.19	164.42	269.6	275.28	249.73	241.19	201.25	271.48	251.48	264.03	253.23	218.79	228.13	361.04	353.59	295.11	147.06	480.04	293.07	205.5	221.86	159.9	218.79	271.48	248.0	158.79	221.86	293.07	239.52	260.38	234.57	251.48	312.0	289.02	426.57	267.73	145.02	182.55	269.6	212.78	287.01	258.57	205.5	293.07	316.37	314.17	223.41	343.89	232.94	246.28	217.27	244.57	197.09	234.57	201.25	260.38	277.2	262.2	194.36	255.0	251.48	249.73	206.94	249.73	361.04	287.01	248.0	264.03	248.0	191.67	218.79	269.6	226.54	295.11	277.2	208.38	314.17	281.09	273.37	480.04	223.41	273.37	246.28	265.87	201.25	341.51	181.28	264.03	237.86	186.4	316.37	224.97	149.12	303.44	346.29	173.85	209.84	351.14	208.38	301.33	273.37	285.03	244.57	181.28	303.44	212.78	246.28	291.04	265.87	195.72	255.0	275.28	269.6	144.01	149.12	336.79	269.6	277.2	301.33	309.83	273.37	256.78	309.83	234.57	221.86	267.73	224.97	182.55	214.27	224.97	231.32	191.67	301.33	217.27
TMEM168	403.5	265.87	116.78	295.11	323.03	236.21	177.53	138.1	346.29	264.03	241.19	387.02	251.48	212.78	305.55	156.59	295.11	186.4	208.38	463.65	202.66	316.37	223.41	277.2	166.73	146.03	251.48	211.31	214.27	289.02	224.97	256.78	260.38	412.0	301.33	285.03	441.64	157.68	260.38	309.83	260.38	167.9	185.11	318.57	323.03	323.03	249.73	343.89	309.83	341.51	285.03	336.79	320.8	346.29	348.71	341.51	397.93	343.89	384.34	420.68	295.11	361.04	753.83	332.14	264.03	368.65	224.97	297.17	381.68	189.02	220.32	318.57	454.09	358.54	432.53	343.89	358.54	392.44	384.34	473.41	348.71	232.94	215.77	366.09	253.23	361.04	248.0	339.14	358.54	273.37	341.51	339.14	379.04	371.22	273.37	325.29	368.65	303.44	327.56	314.17	361.04	379.04	327.56	320.8	334.46	414.87	339.14	285.03	309.83	466.88	429.54	277.2	301.33	221.86	314.17	368.65	265.87	295.11	381.68	397.93	363.56	406.31	348.71	376.41	559.28	228.13	327.56	293.07	356.05	312.0	264.03	309.83	323.03	371.22	197.09	392.44	351.14	277.2	361.04	314.17	314.17	226.54	441.64	395.18	457.25	339.14	273.37	267.73	289.02	351.14	318.57	470.14	376.41	356.05	281.09	361.04	373.81	283.05	215.77	264.03	334.46	325.29	314.17	361.04	371.22	348.71	265.87	423.61	205.5	297.17	265.87	181.28	262.2	275.28	432.53	441.64	253.23	400.71	325.29
TMEM241	62.56	43.63	30.34	46.18	66.65	41.22	78.34	74.58	33.54	46.84	34.26	40.07	45.85	60.39	63.45	52.08	59.13	57.49	77.79	115.16	122.64	65.26	72.52	67.12	45.53	36.53	72.52	29.91	40.36	67.59	83.45	38.12	71.0	60.82	52.08	41.81	86.43	76.71	52.45	75.64	39.79	22.1	49.21	81.71	76.71	45.85	77.25	69.52	58.3	65.72	51.35	88.88	91.41	84.63	67.12	70.51	43.32	64.8	76.17	92.7	82.29	101.54	115.97	94.01	39.5	74.06	38.12	76.17	74.58	74.06	34.51	60.39	65.26	74.58	60.82	68.07	142.01	73.54	49.56	60.82	50.27	72.01	64.34	98.04	89.51	63.89	115.97	70.51	75.11	78.34	57.08	67.12	108.14	73.03	51.71	45.21	108.9	70.01	95.34	75.11	57.49	50.27	52.45	65.72	51.71	78.34	53.19	48.52	46.18	93.35	78.89	70.01	47.84	113.56	92.7	110.43	49.91	82.29	45.53	81.71	50.63	90.14	63.0	44.89	57.89	36.79	38.4	51.71	43.02	45.53	87.03	73.03	92.7	68.07	65.72	51.35	60.82	79.45	48.87	81.14	67.12	71.0	106.63	92.7	57.49	45.53	66.18	90.77	67.59	73.03	50.98	88.88	70.01	70.01	96.01	54.33	75.64	142.01	61.68	98.73	78.89	62.56	37.85	88.88	59.13	69.52	112.77	71.0	63.0	60.82	70.51	84.04	52.08	99.43	67.59	46.84	36.27	100.83	70.01
TNKS	275.28	237.86	154.42	199.85	262.2	156.59	170.25	167.9	224.97	211.31	209.84	181.28	149.12	215.77	180.02	148.09	208.38	185.11	183.82	237.86	128.79	115.16	190.34	239.52	128.79	132.44	178.77	128.79	162.14	258.57	201.25	221.86	232.94	283.05	158.79	239.52	277.2	177.53	246.28	260.38	151.22	84.63	186.4	273.37	242.88	201.25	198.47	239.52	281.09	197.09	241.19	199.85	143.01	199.85	307.69	218.79	215.77	271.48	295.11	309.83	277.2	183.82	414.87	208.38	244.57	217.27	129.69	267.73	237.86	197.09	171.45	164.42	283.05	232.94	186.4	199.85	197.09	253.23	256.78	224.97	214.27	164.42	329.84	220.32	158.79	185.11	191.67	249.73	181.28	332.14	191.67	195.72	258.57	218.79	215.77	226.54	205.5	189.02	199.85	152.28	224.97	187.71	224.97	171.45	202.66	205.5	181.28	185.11	197.09	253.23	271.48	208.38	186.4	265.87	197.09	173.85	171.45	201.25	297.17	223.41	178.77	256.78	244.57	206.94	312.0	178.77	215.77	151.22	215.77	204.07	248.0	146.03	189.02	197.09	156.59	287.01	234.57	183.82	265.87	231.32	152.28	178.77	214.27	154.42	214.27	229.72	198.47	180.02	147.06	232.94	208.38	232.94	269.6	208.38	171.45	214.27	229.72	205.5	129.69	197.09	269.6	253.23	236.21	246.28	295.11	202.66	265.87	208.38	142.01	226.54	177.53	145.02	211.31	202.66	212.78	187.71	190.34	236.21	201.25
TRAFD1	403.5	397.93	400.71	371.22	511.0	356.05	384.34	348.71	480.04	351.14	363.56	373.81	303.44	447.82	412.0	432.53	616.37	497.0	361.04	480.04	503.95	409.15	348.71	473.41	457.25	429.54	518.15	314.17	346.29	363.56	583.07	389.72	444.72	540.19	387.02	376.41	480.04	450.94	447.82	381.68	346.29	708.18	551.56	460.44	457.25	429.54	529.06	493.56	432.53	483.38	420.68	463.65	457.25	429.54	583.07	414.87	341.51	466.88	503.95	500.46	500.46	497.0	607.87	507.46	289.02	480.04	400.71	563.18	460.44	497.0	420.68	441.64	543.96	395.18	295.11	358.54	480.04	483.38	497.0	438.59	450.94	423.61	511.0	547.75	336.79	356.05	420.68	507.46	438.59	435.55	293.07	500.46	368.65	444.72	575.03	476.71	429.54	351.14	476.71	480.04	490.14	438.59	403.5	356.05	363.56	536.45	486.75	713.11	579.04	603.67	529.06	486.75	435.55	463.65	587.13	389.72	466.88	476.71	514.56	555.41	435.55	525.39	559.28	536.45	579.04	373.81	591.22	435.55	518.15	412.0	473.41	373.81	417.77	444.72	353.59	371.22	507.46	466.88	521.76	432.53	320.8	371.22	435.55	450.94	497.0	529.06	540.19	397.93	426.57	332.14	551.56	536.45	441.64	447.82	336.79	447.82	447.82	473.41	583.07	420.68	665.29	470.14	420.68	480.04	555.41	460.44	395.18	454.09	343.89	460.44	343.89	463.65	406.31	470.14	511.0	435.55	381.68	423.61	392.44
TRAPPC6B	540.19	406.31	209.84	389.72	450.94	463.65	323.03	314.17	435.55	438.59	361.04	353.59	332.14	409.15	426.57	260.38	327.56	289.02	325.29	460.44	368.65	348.71	417.77	366.09	363.56	291.04	323.03	244.57	366.09	507.46	334.46	371.22	409.15	490.14	366.09	379.04	514.56	309.83	447.82	429.54	371.22	260.38	343.89	521.76	514.56	397.93	351.14	497.0	493.56	376.41	403.5	373.81	368.65	466.88	457.25	444.72	483.38	438.59	532.74	551.56	406.31	329.84	587.13	366.09	366.09	447.82	307.69	435.55	417.77	414.87	376.41	420.68	429.54	460.44	507.46	463.65	409.15	435.55	473.41	435.55	493.56	400.71	361.04	500.46	381.68	551.56	406.31	490.14	480.04	555.41	463.65	460.44	521.76	493.56	426.57	473.41	417.77	450.94	373.81	343.89	444.72	457.25	483.38	435.55	356.05	473.41	497.0	363.56	444.72	406.31	514.56	429.54	392.44	454.09	341.51	406.31	409.15	389.72	518.15	429.54	389.72	493.56	392.44	403.5	665.29	361.04	466.88	356.05	450.94	423.61	470.14	400.71	466.88	480.04	435.55	441.64	423.61	363.56	532.74	543.96	343.89	373.81	571.05	412.0	460.44	423.61	454.09	373.81	295.11	503.95	403.5	470.14	417.77	423.61	339.14	480.04	392.44	392.44	279.14	343.89	426.57	503.95	551.56	511.0	624.99	450.94	500.46	447.82	395.18	384.34	454.09	332.14	441.64	417.77	417.77	483.38	426.57	454.09	325.29
