	TCGA.EJ.7331.01A.11R.2118.07	TCGA.KC.A4BN.01A.61R.A250.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.G9.7522.01A.11R.2263.07	TCGA.EJ.5526.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.XJ.A83H.01A.11R.A352.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.EJ.A65E.01A.11R.A29R.07	TCGA.EJ.AB27.01A.11R.A41O.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.V1.A8WN.01A.11R.A37L.07	TCGA.HC.7749.01A.11R.2118.07	TCGA.V1.A9Z9.01A.21R.A41O.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.YL.A8SA.01A.21R.A37L.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.EJ.8470.01A.11R.2403.07	TCGA.KK.A8IJ.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.J4.A83I.01A.11R.A36G.07	TCGA.J4.8200.01A.11R.A29R.07	TCGA.EJ.5510.01A.01R.1580.07	TCGA.CH.5744.01A.11R.1580.07	TCGA.HC.8256.01A.11R.2263.07	TCGA.EJ.5517.01A.01R.1580.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.A7NJ.01A.22R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.EJ.5522.01A.01R.1580.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.H9.7775.01A.11R.2118.07	TCGA.2A.A8W1.01A.11R.A37L.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.HC.8216.01A.11R.A29R.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.EJ.7793.01A.31R.2263.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.J4.A83M.01A.11R.A352.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.2A.AAYU.01A.11R.A41O.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.EJ.5515.01A.01R.1580.07	TCGA.EJ.7791.01A.11R.2118.07	TCGA.Y6.A9XI.01A.11R.A41O.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.EJ.5530.01A.01R.1580.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.G9.6332.01A.11R.1789.07	TCGA.V1.A8MK.01A.11R.A36G.07	TCGA.EJ.5519.01A.01R.1580.07	TCGA.EJ.A46B.01A.31R.A250.07	TCGA.VN.A88N.01A.11R.A36G.07	TCGA.HC.7078.01A.11R.2118.07	TCGA.ZG.A9ND.01A.11R.A41O.07	TCGA.CH.5737.01A.11R.1580.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.HC.7077.01A.11R.1965.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.HC.7819.11A.01R.2118.07	TCGA.HC.8260.11A.01R.2263.07	TCGA.HC.7742.11A.01R.2118.07	TCGA.EJ.7314.11A.01R.2118.07	TCGA.G9.6342.11A.02R.1965.07	TCGA.EJ.7793.11A.01R.2263.07	TCGA.EJ.7331.11A.01R.2118.07
TRIM32	163.28	111.21	97.36	130.6	178.77	80.57	115.97	142.01	88.88	228.13	141.02	144.01	194.36	115.97	144.01	172.65	140.04	120.1	114.36	57.89	145.02	169.07	73.03	69.52	105.89	170.25	105.89	110.43	88.88	194.36	141.02	211.31	132.44	166.73	172.65	209.84	58.3	93.35	102.97	64.8	206.94	105.15	135.24	86.43	112.77	104.42	102.97	175.07	165.57	135.24	96.01	138.1	220.32	155.5	81.14	154.42	214.27	102.97	142.01	205.5	81.71	120.1	169.07	92.05	123.5	171.45	120.1	73.54	180.02	63.89	135.24	107.38	88.88	115.97	63.0	115.16	109.66	171.45	152.28	163.28	214.27	129.69	162.14	244.57
TRIP12	1806.78	854.13	607.87	1191.69	1794.29	753.83	688.78	848.22	1001.93	2133.97	884.29	1119.56	2004.85	616.37	941.27	1457.23	1407.55	961.07	988.12	780.44	1051.79	1199.98	733.19	587.13	967.76	1551.09	1378.57	785.88	656.11	1331.57	921.88	1437.15	1167.14	1191.69	1096.5	1369.04	483.38	753.83	1572.76	764.36	2018.8	728.11	1111.82	842.36	1295.13	1008.9	808.0	890.44	1183.45	1304.15	1008.9	909.17	2255.7	1127.35	830.75	1639.59	1977.24	1295.13	1111.82	1674.06	713.11	866.07	1733.13	866.07	954.43	1350.18	1175.27	813.63	1059.11	890.44	1359.57	688.78	698.41	780.44	791.35	1081.39	769.69	1794.29	1304.15	1639.59	1909.85	808.0	1437.15	1697.45
UBTD2	397.93	246.28	191.67	287.01	343.89	170.25	234.57	220.32	283.05	420.68	215.77	194.36	327.56	205.5	265.87	314.17	253.23	220.32	244.57	140.04	182.55	260.38	199.85	185.11	244.57	341.51	256.78	215.77	226.54	281.09	295.11	309.83	239.52	224.97	336.79	318.57	124.37	170.25	221.86	175.07	447.82	190.34	248.0	167.9	246.28	251.48	256.78	277.2	277.2	248.0	195.72	197.09	253.23	251.48	183.82	348.71	301.33	229.72	224.97	314.17	157.68	202.66	381.68	269.6	241.19	256.78	211.31	183.82	251.48	169.07	281.09	202.66	256.78	260.38	178.77	246.28	194.36	307.69	242.88	249.73	334.46	281.09	312.0	403.5
UBXN7	273.37	121.79	81.71	139.07	314.17	100.83	105.15	127.89	150.17	301.33	145.02	138.1	279.14	110.43	173.85	199.85	191.67	123.5	127.0	118.43	149.12	139.07	135.24	103.69	132.44	206.94	154.42	141.02	124.37	193.01	112.77	241.19	127.0	169.07	176.29	189.02	76.71	74.58	171.45	75.11	295.11	75.11	171.45	153.34	140.04	125.24	113.56	166.73	191.67	198.47	121.79	140.04	287.01	159.9	102.97	249.73	209.84	146.03	147.06	236.21	98.73	134.3	175.07	67.12	135.24	169.07	124.37	105.89	137.14	102.97	130.6	98.73	162.14	101.54	94.01	175.07	111.21	215.77	154.42	153.34	242.88	96.01	204.07	212.78
VEZF1	988.12	753.83	275.28	511.0	1104.13	587.13	400.71	543.96	679.29	954.43	647.07	612.11	890.44	417.77	665.29	890.44	518.15	483.38	507.46	571.05	759.08	679.29	486.75	312.0	429.54	713.11	753.83	665.29	633.73	529.06	633.73	759.08	647.07	633.73	693.58	890.44	283.05	301.33	651.58	379.04	1081.39	361.04	595.34	551.56	532.74	500.46	514.56	728.11	764.36	764.36	480.04	629.35	961.07	555.41	651.58	1127.35	1008.9	500.46	567.1	934.76	316.37	441.64	921.88	305.55	551.56	819.3	624.99	346.29	684.02	497.0	665.29	483.38	490.14	507.46	392.44	480.04	279.14	1015.93	791.35	830.75	1127.35	587.13	915.51	981.29
VPRBP	547.75	493.56	234.57	441.64	624.99	351.14	305.55	366.09	435.55	595.34	291.04	356.05	616.37	312.0	420.68	463.65	414.87	327.56	417.77	309.83	460.44	395.18	334.46	285.03	327.56	571.05	429.54	376.41	256.78	450.94	387.02	412.0	414.87	441.64	500.46	483.38	214.27	211.31	387.02	224.97	555.41	291.04	447.82	356.05	406.31	316.37	341.51	320.8	518.15	460.44	327.56	329.84	616.37	406.31	283.05	432.53	483.38	454.09	435.55	579.04	237.86	412.0	480.04	303.44	341.51	490.14	358.54	336.79	381.68	320.8	316.37	281.09	295.11	283.05	256.78	397.93	305.55	518.15	497.0	473.41	583.07	287.01	575.03	514.56
VRK2	409.15	248.0	161.02	277.2	435.55	211.31	228.13	249.73	249.73	432.53	242.88	260.38	406.31	251.48	277.2	303.44	275.28	239.52	269.6	187.71	291.04	189.02	264.03	215.77	212.78	409.15	283.05	232.94	212.78	312.0	246.28	244.57	223.41	343.89	318.57	361.04	206.94	197.09	271.48	173.85	412.0	120.1	307.69	303.44	241.19	264.03	246.28	275.28	301.33	265.87	187.71	224.97	371.22	262.2	231.32	368.65	312.0	248.0	246.28	341.51	164.42	312.0	371.22	208.38	231.32	285.03	228.13	256.78	264.03	226.54	297.17	218.79	177.53	232.94	212.78	226.54	224.97	291.04	253.23	287.01	387.02	215.77	312.0	343.89
WAC	1870.53	1250.98	708.18	1378.57	2148.82	1096.5	1127.35	1059.11	1295.13	2004.85	1135.2	1225.22	1819.35	1051.79	1378.57	1594.73	1388.16	1119.56	1259.69	1051.79	1331.57	1175.27	1322.37	928.3	1225.22	1662.49	1304.15	1208.34	1111.82	1407.55	1295.13	1487.87	785.88	1369.04	1498.22	1651.0	665.29	738.29	1191.69	836.53	2133.97	909.17	1551.09	1233.75	1225.22	753.83	1001.93	1350.18	1662.49	1617.0	1216.75	1216.75	1870.53	1487.87	1104.13	1794.29	1685.71	1151.06	921.88	1697.45	825.0	1216.75	1909.85	1008.9	1111.82	1508.65	1167.14	974.5	1359.57	947.83	1225.22	1059.11	981.29	1119.56	934.76	1313.23	921.88	1572.76	1322.37	1359.57	1662.49	1008.9	1721.16	1651.0
WDR36	217.27	134.3	78.89	107.38	264.03	121.79	130.6	130.6	148.09	273.37	139.07	138.1	206.94	115.16	154.42	181.28	149.12	120.94	134.3	63.0	138.1	152.28	114.36	78.89	127.0	138.1	122.64	131.51	145.02	141.02	157.68	151.22	107.38	153.34	231.32	211.31	68.55	70.51	131.51	101.54	248.0	63.45	163.28	116.78	80.01	104.42	145.02	148.09	206.94	122.64	96.68	117.6	224.97	120.1	109.66	223.41	172.65	140.04	147.06	194.36	76.17	122.64	239.52	73.03	144.01	146.03	116.78	130.6	153.34	66.65	124.37	89.51	63.89	105.15	104.42	138.1	111.21	208.38	154.42	148.09	237.86	155.5	141.02	231.32
WDR48	595.34	412.0	341.51	450.94	665.29	353.59	346.29	366.09	412.0	647.07	403.5	406.31	547.75	341.51	457.25	507.46	514.56	412.0	400.71	351.14	406.31	412.0	387.02	339.14	412.0	638.15	406.31	432.53	381.68	483.38	466.88	521.76	363.56	518.15	518.15	555.41	267.73	299.25	444.72	285.03	688.78	379.04	507.46	412.0	454.09	320.8	379.04	470.14	473.41	470.14	358.54	356.05	525.39	463.65	356.05	603.67	529.06	351.14	409.15	514.56	265.87	395.18	511.0	387.02	389.72	476.71	470.14	323.03	406.31	318.57	414.87	363.56	403.5	381.68	376.41	381.68	339.14	483.38	476.71	532.74	579.04	441.64	587.13	603.67
WNK1	1639.59	860.08	297.17	848.22	1519.15	698.41	525.39	543.96	791.35	1250.98	547.75	713.11	1242.34	764.36	921.88	947.83	974.5	587.13	928.3	638.15	728.11	713.11	791.35	599.49	674.59	1127.35	866.07	764.36	497.0	1111.82	738.29	679.29	473.41	836.53	974.5	1143.1	262.2	334.46	830.75	314.17	1191.69	353.59	854.13	981.29	684.02	511.0	825.0	420.68	1322.37	878.17	612.11	616.37	1697.45	414.87	612.11	1225.22	1135.2	656.11	872.1	1066.48	460.44	713.11	1081.39	536.45	713.11	785.88	723.08	688.78	825.0	599.49	738.29	567.1	836.53	429.54	480.04	878.17	493.56	1088.92	780.44	961.07	1369.04	503.95	947.83	1457.23
ZBTB8A	131.51	63.45	41.52	70.51	118.43	49.21	93.35	76.17	73.03	101.54	54.72	55.49	123.5	54.72	55.89	67.59	73.54	57.08	87.65	26.86	37.32	84.63	94.01	49.91	57.89	85.22	49.91	53.19	47.5	98.73	50.63	68.55	76.17	69.03	69.03	69.03	47.17	36.79	49.91	57.08	133.36	42.71	85.22	59.97	59.55	54.72	65.72	54.33	70.51	104.42	47.5	53.57	85.82	85.82	46.84	75.64	87.65	80.01	74.06	111.99	41.81	58.71	90.77	76.17	72.01	123.5	63.45	82.87	65.26	50.27	81.14	46.84	48.52	54.72	53.57	72.01	54.72	96.01	90.14	78.34	110.43	52.82	128.79	111.21
ZC3HAV1L	50.98	19.11	1.04	19.25	48.87	25.72	21.01	13.22	21.32	48.87	15.56	30.34	68.55	9.63	43.02	49.21	20.41	33.54	19.97	31.9	26.47	16.75	17.13	17.13	16.03	29.48	15.22	32.82	10.55	42.71	15.56	29.48	21.16	20.86	25.72	33.54	0.0	5.19	31.0	9.41	51.71	11.04	16.75	16.88	14.24	23.76	23.42	25.54	29.27	19.11	18.03	20.86	29.7	17.13	18.16	39.5	52.45	16.39	32.82	38.95	9.63	33.78	63.45	11.64	25.35	43.63	20.11	25.72	31.9	2.53	17.38	9.27	18.97	16.27	18.16	24.11	11.73	41.52	34.51	29.91	65.72	8.25	38.95	38.67
ZDBF2	78.34	33.06	7.82	37.05	75.64	26.67	34.75	16.27	33.78	105.15	35.0	27.64	64.8	23.42	46.18	47.84	40.93	22.92	30.34	11.82	30.12	24.28	32.59	22.26	21.16	53.95	45.53	24.46	42.11	93.35	43.32	32.13	42.41	42.11	47.5	50.98	14.45	8.78	39.5	24.46	75.64	30.56	11.04	34.75	25.17	7.28	17.38	18.16	52.82	40.93	26.47	22.26	48.52	29.48	23.42	66.65	48.87	18.16	45.53	70.51	17.38	32.36	109.66	30.34	31.22	47.84	33.54	19.53	33.06	22.75	32.36	11.38	10.55	21.32	34.26	44.57	34.26	55.89	32.36	34.26	64.8	24.99	53.57	61.25
ZFYVE20	267.73	138.1	108.9	166.73	262.2	156.59	115.16	190.34	163.28	279.14	177.53	169.07	297.17	143.01	217.27	242.88	214.27	177.53	182.55	155.5	156.59	182.55	165.57	108.9	172.65	190.34	194.36	146.03	158.79	191.67	171.45	221.86	177.53	181.28	190.34	220.32	92.05	111.99	186.4	106.63	275.28	162.14	190.34	172.65	204.07	146.03	147.06	197.09	256.78	197.09	170.25	167.9	267.73	209.84	145.02	246.28	275.28	155.5	201.25	269.6	101.54	177.53	258.57	144.01	180.02	253.23	183.82	121.79	209.84	183.82	182.55	125.24	137.14	197.09	124.37	178.77	133.36	246.28	198.47	221.86	307.69	151.22	249.73	293.07
ZMYM1	124.37	62.56	26.67	42.71	164.42	45.85	57.89	57.49	42.41	135.24	94.67	75.64	132.44	52.82	80.57	85.22	92.7	48.87	74.06	55.1	71.5	45.53	81.71	27.25	38.4	106.63	73.03	43.32	71.0	85.22	81.71	81.14	65.72	87.65	82.29	113.56	37.85	28.65	77.79	53.19	150.17	52.82	72.52	64.8	75.64	47.5	71.5	109.66	94.01	93.35	69.03	70.01	95.34	66.18	52.82	121.79	134.3	78.34	71.0	110.43	33.78	55.49	122.64	51.35	60.82	78.89	74.06	55.1	94.67	68.55	77.25	30.56	81.71	79.45	51.71	76.71	59.97	144.01	93.35	70.01	129.69	52.82	100.83	103.69
ZMYM4	532.74	339.14	221.86	444.72	642.59	215.77	348.71	339.14	376.41	647.07	336.79	361.04	603.67	303.44	353.59	540.19	414.87	366.09	309.83	327.56	470.14	358.54	346.29	297.17	384.34	547.75	348.71	353.59	269.6	395.18	379.04	486.75	392.44	466.88	480.04	521.76	209.84	231.32	450.94	249.73	785.88	242.88	444.72	376.41	387.02	305.55	327.56	447.82	447.82	480.04	325.29	412.0	616.37	373.81	305.55	583.07	503.95	239.52	438.59	669.92	237.86	420.68	607.87	366.09	387.02	395.18	361.04	249.73	470.14	264.03	353.59	271.48	368.65	277.2	323.03	432.53	295.11	540.19	414.87	529.06	571.05	336.79	450.94	507.46
ZMYND11	1487.87	872.1	579.04	1151.06	1447.15	848.22	921.88	848.22	759.08	1369.04	808.0	961.07	1388.16	896.64	1051.79	1242.34	1104.13	928.3	921.88	547.75	753.83	967.76	947.83	647.07	842.36	1051.79	934.76	743.43	775.05	967.76	915.51	1081.39	947.83	981.29	1175.27	1233.75	356.05	532.74	1037.29	551.56	1583.71	595.34	1066.48	872.1	995.0	909.17	947.83	813.63	1191.69	1143.1	718.08	669.92	1487.87	1127.35	638.15	1378.57	1199.98	928.3	915.51	1191.69	547.75	896.64	1286.18	878.17	1015.93	1250.98	915.51	785.88	842.36	703.28	819.3	819.3	559.28	723.08	813.63	941.27	743.43	1322.37	1135.2	1111.82	1561.89	947.83	1407.55	1529.73
ZNF264	172.65	73.54	20.86	65.26	135.24	87.03	41.52	92.7	88.26	134.3	63.0	92.7	177.53	32.13	92.7	106.63	81.14	66.65	127.89	68.07	75.64	73.54	93.35	63.89	38.67	87.65	98.04	73.54	32.13	76.17	75.64	102.25	112.77	88.26	69.03	90.77	19.68	35.5	99.43	30.78	156.59	58.3	77.25	64.34	61.25	51.35	50.27	80.57	131.51	113.56	55.89	68.07	170.25	97.36	68.07	126.12	129.69	84.63	78.89	158.79	80.01	59.97	145.02	43.32	73.54	134.3	75.11	33.54	176.29	63.0	57.89	27.64	54.72	37.85	84.63	79.45	46.18	149.12	111.99	106.63	150.17	55.1	137.14	161.02
ZNF267	114.36	75.64	29.27	68.07	141.02	53.19	62.56	76.71	88.26	134.3	68.07	74.58	108.14	64.34	70.51	107.38	62.56	77.79	72.01	30.34	67.12	60.82	38.67	48.52	52.08	143.01	71.0	52.08	48.52	77.79	73.03	87.03	54.72	67.59	90.77	84.04	24.99	52.82	84.04	69.03	141.02	54.33	70.51	57.49	64.34	81.14	115.16	129.69	91.41	78.34	57.89	76.17	116.78	70.01	59.13	98.73	94.01	62.12	63.45	84.63	38.12	59.55	127.89	68.07	70.01	63.0	54.72	65.26	98.04	52.82	64.8	41.52	48.52	69.03	51.35	56.68	53.57	109.66	75.11	75.11	111.21	63.45	115.97	108.14
ZNF268	271.48	152.28	123.5	157.68	176.29	102.97	156.59	152.28	149.12	232.94	118.43	186.4	264.03	116.78	172.65	211.31	201.25	134.3	131.51	106.63	205.5	197.09	128.79	59.97	167.9	232.94	199.85	162.14	135.24	129.69	161.02	159.9	130.6	208.38	226.54	195.72	82.29	88.26	187.71	98.04	228.13	138.1	176.29	116.78	133.36	74.06	193.01	163.28	218.79	175.07	105.89	151.22	226.54	170.25	146.03	236.21	217.27	163.28	178.77	256.78	79.45	172.65	269.6	141.02	157.68	232.94	157.68	147.06	218.79	117.6	145.02	142.01	111.99	156.59	131.51	119.26	94.67	281.09	205.5	220.32	244.57	169.07	187.71	232.94
ZNF318	202.66	100.13	79.45	138.1	211.31	135.24	119.26	136.19	108.14	239.52	132.44	164.42	221.86	105.89	157.68	199.85	148.09	158.79	120.94	108.14	138.1	159.9	167.9	76.17	97.36	189.02	142.01	141.02	126.12	251.48	109.66	152.28	198.47	140.04	131.51	189.02	70.51	81.71	170.25	107.38	241.19	88.88	170.25	119.26	146.03	135.24	116.78	130.6	180.02	158.79	138.1	171.45	193.01	153.34	116.78	249.73	205.5	143.01	166.73	220.32	75.64	156.59	223.41	128.79	154.42	206.94	142.01	105.15	136.19	120.1	161.02	124.37	165.57	115.16	143.01	142.01	157.68	197.09	150.17	148.09	211.31	114.36	186.4	175.07
ZNF347	113.56	64.8	32.13	76.17	133.36	49.56	76.71	64.8	63.45	125.24	64.34	78.89	117.6	56.28	72.01	78.34	82.87	63.89	89.51	68.07	82.87	57.08	72.52	48.87	53.95	102.25	83.45	74.58	57.08	55.1	80.01	88.26	72.52	81.14	80.57	89.51	22.92	31.9	73.54	40.64	121.79	52.82	70.01	49.21	55.89	54.72	58.71	82.29	114.36	84.04	59.97	62.56	90.77	64.8	69.52	143.01	112.77	77.79	77.25	102.97	36.53	84.04	110.43	44.57	82.29	90.77	55.1	61.25	105.15	40.07	51.71	42.71	61.68	50.98	63.89	69.52	45.85	107.38	84.04	70.01	99.43	47.17	115.97	94.67
ZNF426	148.09	113.56	21.32	58.71	136.19	60.39	54.33	96.01	90.14	140.04	64.34	77.79	183.82	49.91	111.99	119.26	114.36	68.07	72.01	72.01	80.57	64.8	62.56	52.45	65.72	103.69	86.43	72.01	39.79	100.13	78.34	102.25	122.64	88.88	87.03	111.99	21.78	26.28	84.04	36.79	155.5	26.67	84.04	60.39	68.07	75.11	72.52	77.79	127.0	116.78	64.8	72.52	176.29	85.82	66.65	133.36	133.36	53.95	90.77	147.06	40.93	77.25	144.01	37.05	67.12	126.12	53.95	38.12	90.14	66.65	82.87	34.75	35.25	50.63	47.84	79.45	48.52	130.6	98.73	111.21	161.02	41.52	128.79	144.01
ZNF484	67.59	44.89	13.52	49.21	81.14	35.25	35.5	36.01	40.36	77.79	35.76	43.32	67.12	40.07	38.4	54.33	49.56	30.78	30.34	27.64	40.07	35.25	34.75	18.56	25.91	55.1	40.93	27.84	23.76	41.81	44.57	42.71	33.54	33.3	43.32	52.82	15.34	17.9	21.63	21.94	63.89	25.35	46.84	34.26	32.82	32.13	34.75	47.17	43.32	46.84	23.76	36.27	73.54	40.64	24.99	50.63	55.89	50.27	35.0	46.18	15.8	47.84	56.28	24.11	41.22	45.85	35.0	28.45	48.87	23.42	40.36	23.76	33.54	26.47	36.01	33.06	23.08	74.06	49.21	53.95	60.39	36.01	61.25	63.45
ZNF548	208.38	177.53	61.68	127.89	205.5	125.24	138.1	198.47	158.79	249.73	153.34	156.59	244.57	126.12	176.29	187.71	164.42	111.21	132.44	126.12	129.69	133.36	159.9	130.6	122.64	239.52	178.77	127.89	102.25	178.77	111.21	183.82	221.86	169.07	171.45	171.45	64.8	80.01	164.42	104.42	197.09	116.78	173.85	128.79	139.07	134.3	151.22	190.34	185.11	183.82	115.97	199.85	241.19	178.77	119.26	178.77	171.45	164.42	158.79	253.23	71.5	149.12	190.34	111.21	156.59	187.71	161.02	128.79	223.41	123.5	125.24	88.26	165.57	113.56	155.5	137.14	138.1	191.67	182.55	162.14	281.09	125.24	208.38	220.32
ZNF561	595.34	297.17	251.48	432.53	688.78	395.18	493.56	466.88	450.94	896.64	384.34	397.93	866.07	400.71	679.29	567.1	460.44	432.53	395.18	400.71	438.59	480.04	532.74	255.0	356.05	603.67	327.56	490.14	507.46	647.07	429.54	693.58	633.73	563.18	579.04	785.88	271.48	267.73	500.46	279.14	961.07	239.52	518.15	559.28	454.09	363.56	460.44	376.41	563.18	587.13	409.15	511.0	497.0	591.22	432.53	651.58	759.08	457.25	555.41	808.0	258.57	420.68	743.43	392.44	555.41	616.37	490.14	289.02	450.94	435.55	450.94	232.94	457.25	353.59	301.33	441.64	403.5	728.11	616.37	587.13	825.0	395.18	559.28	785.88
ZNF570	96.01	49.56	14.14	71.0	77.25	55.1	49.56	44.25	43.32	63.89	32.82	51.35	88.26	41.81	45.53	65.26	76.71	44.89	53.19	33.06	55.1	50.98	32.13	33.06	37.32	60.39	46.5	44.89	38.4	41.81	47.17	50.27	41.52	53.57	52.45	69.52	17.38	17.77	48.87	35.25	90.14	28.65	82.87	45.53	57.08	37.85	38.12	38.12	85.22	61.25	42.11	58.3	85.22	53.19	35.5	65.26	79.45	57.89	48.87	85.82	34.02	51.71	89.51	34.02	45.21	81.14	38.4	27.25	39.5	45.85	57.49	40.36	44.89	46.84	34.02	44.89	36.53	74.06	64.34	38.95	75.11	32.13	84.63	71.0
ZNF699	46.84	20.41	1.6	15.8	45.21	17.77	13.22	13.12	13.83	39.5	13.93	36.27	38.12	7.94	29.06	29.06	21.78	7.06	17.38	16.63	17.64	15.11	14.78	7.4	14.78	29.48	18.43	18.16	14.03	20.11	29.48	24.11	12.93	21.32	20.71	38.4	1.83	7.11	29.7	4.43	50.63	6.26	18.97	16.39	15.8	18.29	13.32	21.16	30.56	19.97	17.13	10.88	24.28	29.27	11.47	42.11	36.27	20.71	21.16	37.32	6.26	19.25	31.22	5.06	18.43	36.01	13.62	15.8	17.0	11.3	18.97	5.15	17.13	10.79	18.97	14.14	8.45	51.71	44.89	18.29	46.18	9.56	37.05	40.93
ZNF701	105.89	89.51	35.5	87.03	148.09	69.52	70.51	69.03	103.69	143.01	85.82	102.97	163.28	61.25	90.77	130.6	84.63	87.65	64.8	80.01	120.1	71.0	83.45	60.82	57.89	135.24	76.71	102.25	63.45	102.25	78.34	71.5	90.14	91.41	73.03	96.68	39.22	43.32	111.99	49.21	165.57	55.49	75.11	60.82	82.87	42.41	99.43	72.52	93.35	72.01	58.71	121.79	115.97	112.77	92.7	125.24	95.34	94.67	111.21	143.01	37.32	85.22	144.01	60.82	88.26	81.14	77.79	70.01	130.6	45.21	80.01	41.81	74.06	66.65	80.01	60.82	67.59	105.15	103.69	104.42	115.16	58.3	106.63	83.45
ZNF805	49.91	31.45	9.7	29.06	44.89	15.22	17.64	27.05	34.75	63.45	22.1	22.92	60.82	19.82	34.26	40.64	32.36	18.29	25.54	18.7	26.47	21.32	25.91	16.39	20.11	29.7	35.0	17.64	10.08	27.84	26.86	42.41	36.27	34.26	29.27	32.59	8.13	10.31	19.97	8.85	46.84	10.71	23.76	28.45	26.67	17.64	31.67	29.91	42.11	30.78	18.84	28.45	63.45	34.75	22.59	35.25	34.26	31.9	28.04	50.63	10.47	24.11	44.89	15.68	23.93	36.27	19.25	16.75	42.11	18.03	26.1	13.12	23.25	20.56	18.56	19.82	17.51	46.5	24.99	30.78	52.82	28.04	35.5	42.71
ZRANB1	366.09	287.01	187.71	293.07	426.57	239.52	251.48	289.02	303.44	395.18	323.03	275.28	231.32	246.28	341.51	356.05	262.2	246.28	312.0	232.94	223.41	289.02	271.48	182.55	269.6	366.09	305.55	264.03	287.01	309.83	323.03	346.29	269.6	231.32	373.81	379.04	166.73	209.84	312.0	229.72	417.77	251.48	312.0	262.2	287.01	281.09	271.48	366.09	332.14	316.37	253.23	309.83	327.56	327.56	256.78	473.41	336.79	265.87	289.02	329.84	215.77	256.78	379.04	255.0	277.2	318.57	289.02	220.32	198.47	275.28	260.38	215.77	336.79	283.05	248.0	271.48	256.78	368.65	323.03	299.25	392.44	281.09	373.81	373.81
ZYG11B	314.17	118.43	91.41	158.79	283.05	152.28	120.94	146.03	116.78	312.0	157.68	147.06	234.57	157.68	156.59	185.11	156.59	152.28	155.5	88.88	140.04	171.45	125.24	120.1	120.1	156.59	151.22	126.12	146.03	143.01	195.72	175.07	132.44	169.07	228.13	244.57	92.05	81.71	176.29	119.26	309.83	94.67	170.25	148.09	148.09	134.3	125.24	197.09	236.21	177.53	153.34	111.99	237.86	133.36	130.6	289.02	237.86	134.3	143.01	206.94	96.01	115.16	231.32	121.79	158.79	217.27	171.45	127.0	116.78	130.6	171.45	117.6	130.6	121.79	111.21	144.01	105.89	264.03	173.85	195.72	325.29	155.5	215.77	336.79
