	TCGA.CH.5739.01A.11R.1580.07	TCGA.EJ.7331.01A.11R.2118.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.G9.7522.01A.11R.2263.07	TCGA.CH.5764.01A.21R.1580.07	TCGA.EJ.5526.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.VN.A88K.01A.11R.A352.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.EJ.7327.01A.11R.2118.07	TCGA.EJ.AB27.01A.11R.A41O.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.CH.5750.01A.11R.1580.07	TCGA.HC.7749.01A.11R.2118.07	TCGA.KK.A8IM.01A.11R.A36G.07	TCGA.HC.7212.01A.11R.2118.07	TCGA.G9.6384.01A.11R.1789.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.M7.A720.01A.12R.A32O.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.YL.A8SO.01B.31R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.CH.5746.01A.11R.1580.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.YL.A8SA.01A.21R.A37L.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.CH.5753.01A.11R.1580.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.EJ.8470.01A.11R.2403.07	TCGA.J4.A83L.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.EJ.7788.01A.11R.2118.07	TCGA.G9.A9S7.01A.11R.A41O.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.WW.A8ZI.01A.11R.A37L.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.7781.01A.11R.2118.07	TCGA.EJ.5495.01A.01R.1580.07	TCGA.EJ.A8FS.01A.11R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.J4.8198.01A.11R.2263.07	TCGA.2A.A8VV.01A.11R.A37L.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.H9.7775.01A.11R.2118.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.KK.A7B3.01A.11R.A33R.07	TCGA.CH.5790.01A.11R.1580.07	TCGA.EJ.7115.01A.11R.2118.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.EJ.7789.01A.11R.2118.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.KK.A59Y.01A.11R.A26U.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.VP.A87D.01A.11R.A352.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.XK.AAJP.01A.11R.A41O.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.EJ.5515.01A.01R.1580.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.Y6.A9XI.01A.11R.A41O.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.EJ.5530.01A.01R.1580.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.VP.A875.01A.31R.A352.07	TCGA.V1.A8MK.01A.11R.A36G.07	TCGA.EJ.7786.01A.11R.2118.07	TCGA.CH.5762.01A.11R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.VN.A88N.01A.11R.A36G.07	TCGA.G9.6377.01A.11R.1965.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.HC.7077.01A.11R.1965.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.HC.7819.11A.01R.2118.07	TCGA.EJ.7115.11A.01R.2118.07	TCGA.G9.6384.11A.01R.1858.07	TCGA.EJ.7317.11A.01R.2118.07	TCGA.EJ.7314.11A.01R.2118.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07
TTC3	1977.24	2555.58	1104.13	1304.15	1651.0	2835.7	2701.35	1651.0	2434.5	759.08	1199.98	1397.83	1467.37	2133.97	2855.44	1529.73	1909.85	1167.14	1819.35	2047.0	1857.6	1883.54	2682.69	2335.28	1216.75	1583.71	2537.92	1498.22	884.29	1350.18	1757.34	2287.2	1605.83	1331.57	1119.56	1794.29	2104.58	1572.76	1044.52	1447.15	1769.57	2018.8	1388.16	1745.2	1407.55	2468.49	1175.27	1781.89	1167.14	981.29	1721.16	447.82	785.88	3146.52	2303.12	1561.89	921.88	2434.5	1295.13	1304.15	2061.24	1844.76	1111.82	1191.69	1233.75	1487.87	2351.53	1639.59	2209.26	2090.03	2075.59	2319.15	2004.85	1051.79	1628.26	2701.35	2417.67	1216.75	1331.57	1369.04	1617.0	2335.28	2148.82	1081.39	1697.45	1936.53	3060.45	974.5	1909.85	2148.82	1674.06	1359.57	2075.59	2351.53	1023.0	1397.83	988.12	2240.11	1617.0	915.51	1259.69	1313.23	1242.34	1407.55	1111.82	1745.2	1277.29	1304.15	1936.53	1844.76	1369.04	1870.53	2004.85	1427.22	1023.0
TTC37	967.76	830.75	429.54	599.49	656.11	941.27	1250.98	769.69	1143.1	392.44	518.15	551.56	579.04	1037.29	902.89	665.29	961.07	483.38	775.05	902.89	909.17	842.36	967.76	836.53	529.06	698.41	1135.2	435.55	299.25	656.11	563.18	967.76	791.35	684.02	551.56	555.41	796.86	1498.22	620.67	540.19	575.03	854.13	693.58	579.04	656.11	1030.12	567.1	961.07	607.87	921.88	743.43	262.2	316.37	1096.5	954.43	343.89	454.09	981.29	612.11	256.78	842.36	669.92	341.51	500.46	733.19	583.07	988.12	476.71	1015.93	836.53	954.43	571.05	1051.79	536.45	629.35	915.51	961.07	599.49	612.11	693.58	860.08	1111.82	1066.48	406.31	878.17	769.69	954.43	303.44	708.18	1023.0	759.08	693.58	981.29	896.64	341.51	674.59	511.0	947.83	575.03	414.87	575.03	532.74	486.75	693.58	599.49	713.11	620.67	638.15	842.36	688.78	575.03	842.36	915.51	693.58	432.53
UBA6	376.41	493.56	49.91	190.34	255.0	368.65	325.29	171.45	406.31	164.42	171.45	163.28	236.21	497.0	463.65	255.0	603.67	163.28	271.48	423.61	384.34	273.37	500.46	339.14	231.32	190.34	423.61	251.48	129.69	206.94	134.3	293.07	297.17	191.67	155.5	234.57	336.79	616.37	147.06	164.42	361.04	236.21	236.21	486.75	193.01	327.56	162.14	314.17	187.71	165.57	164.42	143.01	101.54	511.0	470.14	229.72	136.19	291.04	178.77	111.21	277.2	318.57	267.73	127.0	224.97	176.29	392.44	193.01	409.15	277.2	403.5	381.68	194.36	127.89	164.42	660.68	246.28	155.5	155.5	249.73	163.28	429.54	348.71	109.66	248.0	237.86	336.79	113.56	202.66	435.55	212.78	204.07	297.17	339.14	155.5	176.29	209.84	307.69	223.41	112.77	166.73	273.37	125.24	199.85	175.07	198.47	146.03	157.68	309.83	297.17	165.57	336.79	368.65	220.32	132.44
UBE4A	476.71	547.75	153.34	258.57	228.13	497.0	518.15	285.03	473.41	164.42	206.94	183.82	262.2	571.05	571.05	309.83	563.18	191.67	287.01	473.41	376.41	332.14	277.2	432.53	208.38	312.0	559.28	305.55	161.02	264.03	273.37	486.75	379.04	297.17	323.03	275.28	395.18	595.34	220.32	234.57	423.61	358.54	327.56	503.95	267.73	438.59	180.02	480.04	236.21	314.17	221.86	144.01	115.97	679.29	511.0	291.04	190.34	384.34	199.85	115.16	346.29	212.78	253.23	182.55	249.73	182.55	368.65	361.04	518.15	343.89	483.38	420.68	285.03	148.09	301.33	620.67	395.18	271.48	208.38	316.37	271.48	551.56	575.03	198.47	316.37	346.29	470.14	197.09	303.44	571.05	289.02	277.2	507.46	470.14	228.13	251.48	237.86	500.46	318.57	191.67	255.0	231.32	217.27	309.83	242.88	291.04	217.27	217.27	429.54	420.68	305.55	473.41	529.06	336.79	232.94
UBN2	108.14	139.07	43.94	96.01	59.97	138.1	141.02	75.11	142.01	50.98	75.64	88.88	90.14	116.78	142.01	75.11	126.12	65.72	98.73	166.73	84.63	97.36	129.69	81.71	70.51	84.63	147.06	109.66	75.11	80.01	98.04	146.03	82.87	81.14	71.5	100.83	111.21	198.47	85.22	79.45	127.89	91.41	91.41	102.97	96.01	111.21	72.52	113.56	76.17	111.99	154.42	54.72	38.95	143.01	145.02	88.26	65.26	165.57	80.01	62.12	91.41	74.58	61.25	74.06	52.45	80.01	136.19	93.35	132.44	115.16	105.89	202.66	116.78	67.12	84.63	112.77	115.16	82.87	74.58	83.45	73.03	164.42	140.04	65.26	104.42	92.05	113.56	58.71	88.88	123.5	114.36	90.77	120.1	161.02	92.05	82.29	68.07	149.12	84.04	56.28	83.45	149.12	59.55	123.5	94.01	84.63	68.07	89.51	95.34	71.0	58.3	95.34	98.73	84.04	51.35
UBR2	332.14	397.93	162.14	212.78	228.13	332.14	397.93	199.85	353.59	143.01	185.11	198.47	237.86	371.22	373.81	231.32	325.29	191.67	258.57	267.73	297.17	271.48	329.84	327.56	202.66	241.19	356.05	221.86	157.68	234.57	208.38	277.2	251.48	209.84	229.72	248.0	258.57	361.04	180.02	193.01	346.29	231.32	228.13	332.14	212.78	316.37	204.07	291.04	180.02	255.0	269.6	127.0	132.44	368.65	392.44	234.57	176.29	318.57	217.27	154.42	251.48	226.54	191.67	158.79	242.88	177.53	299.25	244.57	289.02	262.2	297.17	341.51	212.78	171.45	193.01	351.14	271.48	204.07	191.67	231.32	267.73	371.22	339.14	154.42	241.19	271.48	301.33	177.53	246.28	314.17	256.78	231.32	305.55	336.79	187.71	204.07	206.94	312.0	224.97	166.73	212.78	223.41	191.67	237.86	202.66	229.72	189.02	183.82	323.03	244.57	212.78	281.09	318.57	256.78	177.53
UBXN7	234.57	273.37	81.71	117.6	139.07	262.2	314.17	100.83	320.8	48.52	105.15	183.82	150.17	301.33	376.41	138.1	279.14	110.43	173.85	267.73	191.67	189.02	285.03	215.77	106.63	150.17	316.37	127.0	119.26	150.17	118.43	169.07	149.12	159.9	139.07	135.24	171.45	312.0	103.69	132.44	206.94	158.79	141.02	376.41	124.37	226.54	74.06	189.02	107.38	180.02	177.53	76.71	74.58	320.8	287.01	161.02	75.11	264.03	180.02	75.11	171.45	140.04	125.24	113.56	113.56	178.77	273.37	195.72	228.13	141.02	191.67	191.67	137.14	62.56	121.79	287.01	260.38	102.97	117.6	126.12	165.57	277.2	249.73	105.15	146.03	147.06	236.21	98.73	134.3	175.07	153.34	135.24	195.72	264.03	106.63	105.89	124.37	205.5	139.07	98.73	123.5	162.14	101.54	173.85	94.01	175.07	111.21	128.79	215.77	177.53	124.37	191.67	242.88	163.28	96.01
USP13	148.09	236.21	76.71	85.22	104.42	163.28	134.3	97.36	221.86	111.99	70.01	100.83	66.65	129.69	190.34	80.57	199.85	113.56	103.69	172.65	163.28	92.05	150.17	150.17	92.05	59.55	165.57	115.16	61.68	85.22	74.58	100.83	101.54	92.05	73.03	108.9	117.6	164.42	85.22	84.63	117.6	123.5	68.07	169.07	75.64	218.79	64.34	121.79	75.11	92.05	80.57	84.04	71.0	229.72	189.02	84.63	89.51	155.5	88.88	67.59	99.43	101.54	100.13	84.04	96.68	106.63	130.6	96.68	158.79	155.5	156.59	114.36	100.83	102.97	94.67	202.66	127.0	71.5	74.58	120.94	107.38	175.07	139.07	72.01	70.51	105.15	167.9	67.12	90.77	162.14	81.71	84.04	169.07	153.34	74.06	81.71	77.79	141.02	92.05	88.88	77.25	71.5	77.25	87.03	64.8	110.43	65.26	90.77	111.99	85.22	81.71	140.04	128.79	102.97	71.5
USP37	98.73	99.43	7.46	30.12	46.18	114.36	145.02	46.5	138.1	14.35	27.64	37.59	51.35	127.0	129.69	44.25	122.64	21.32	55.49	111.99	49.21	65.26	121.79	105.89	25.54	46.5	136.19	39.22	21.16	40.93	32.36	79.45	51.35	48.18	38.95	31.0	57.08	105.89	29.48	29.06	87.65	47.84	41.22	109.66	35.5	92.7	34.02	88.88	44.89	29.48	69.03	18.43	14.56	111.99	134.3	42.11	17.38	96.01	36.79	14.45	58.71	46.84	31.9	21.32	35.0	21.63	108.9	72.01	108.14	75.64	78.89	118.43	52.08	18.7	30.78	119.26	78.89	41.52	33.06	37.05	48.87	114.36	94.01	19.25	48.52	60.82	110.43	16.03	44.25	112.77	37.59	37.59	82.87	143.01	21.32	30.34	40.64	97.36	53.95	19.53	29.7	31.67	26.67	50.98	23.08	64.34	28.86	28.04	103.69	81.71	52.08	98.04	107.38	59.97	32.59
UTP20	137.14	131.51	48.52	75.11	87.65	169.07	191.67	81.14	153.34	57.49	63.45	75.64	98.73	139.07	128.79	78.34	139.07	56.68	57.89	111.21	94.01	94.67	151.22	125.24	60.82	96.01	158.79	84.63	65.26	85.82	94.01	120.94	104.42	76.71	73.03	76.17	90.77	170.25	85.82	61.25	115.97	95.34	89.51	106.63	69.52	149.12	52.45	124.37	76.17	72.52	119.26	77.79	46.18	139.07	171.45	86.43	69.03	115.97	60.82	60.39	101.54	97.36	96.01	62.56	82.87	56.28	111.99	104.42	111.99	108.14	122.64	138.1	80.57	65.26	81.14	182.55	98.04	78.34	59.13	77.25	92.05	171.45	110.43	68.55	101.54	95.34	115.16	55.49	99.43	126.12	60.82	84.63	133.36	214.27	77.25	66.65	76.17	125.24	94.67	56.28	65.26	67.12	58.71	89.51	54.33	85.82	73.54	57.08	130.6	100.13	74.58	110.43	153.34	126.12	69.52
VPRBP	595.34	547.75	234.57	295.11	441.64	629.35	624.99	351.14	612.11	251.48	305.55	325.29	435.55	595.34	679.29	356.05	616.37	312.0	420.68	493.56	414.87	447.82	684.02	718.08	293.07	414.87	595.34	417.77	301.33	384.34	309.83	470.14	460.44	339.14	395.18	334.46	432.53	356.05	285.03	327.56	571.05	470.14	376.41	571.05	256.78	540.19	265.87	483.38	309.83	346.29	249.73	214.27	211.31	603.67	629.35	353.59	224.97	571.05	236.21	291.04	447.82	406.31	316.37	209.84	341.51	271.48	540.19	409.15	518.15	500.46	518.15	607.87	392.44	273.37	327.56	616.37	438.59	283.05	293.07	376.41	291.04	575.03	432.53	249.73	454.09	435.55	579.04	237.86	412.0	480.04	432.53	341.51	476.71	514.56	251.48	336.79	351.14	514.56	409.15	281.09	271.48	295.11	283.05	368.65	256.78	397.93	305.55	291.04	518.15	381.68	420.68	497.0	583.07	363.56	287.01
VPS4B	753.83	947.83	269.6	242.88	651.58	775.05	830.75	264.03	1023.0	287.01	441.64	220.32	438.59	1073.91	1030.12	536.45	642.59	334.46	470.14	665.29	603.67	651.58	1135.2	642.59	409.15	540.19	961.07	289.02	271.48	409.15	218.79	703.28	595.34	460.44	490.14	267.73	575.03	825.0	204.07	470.14	507.46	587.13	536.45	808.0	511.0	813.63	454.09	796.86	343.89	343.89	389.72	145.02	301.33	567.1	802.41	470.14	392.44	620.67	435.55	255.0	638.15	529.06	334.46	444.72	329.84	412.0	785.88	555.41	808.0	607.87	928.3	587.13	518.15	444.72	356.05	571.05	669.92	420.68	414.87	301.33	633.73	941.27	743.43	384.34	397.93	432.53	915.51	279.14	540.19	967.76	493.56	511.0	587.13	808.0	305.55	480.04	441.64	713.11	460.44	334.46	432.53	269.6	387.02	379.04	400.71	334.46	332.14	389.72	733.19	718.08	490.14	759.08	1044.52	612.11	559.28
VRK2	412.0	409.15	161.02	251.48	277.2	358.54	435.55	211.31	403.5	206.94	228.13	361.04	249.73	432.53	353.59	260.38	406.31	251.48	277.2	409.15	275.28	341.51	392.44	297.17	215.77	267.73	444.72	269.6	256.78	226.54	187.71	341.51	291.04	285.03	189.02	264.03	289.02	463.65	215.77	212.78	409.15	260.38	232.94	283.05	212.78	368.65	224.97	361.04	231.32	332.14	325.29	206.94	197.09	334.46	417.77	285.03	173.85	327.56	297.17	120.1	307.69	241.19	264.03	214.27	246.28	199.85	218.79	281.09	432.53	293.07	301.33	493.56	299.25	205.5	187.71	371.22	269.6	231.32	258.57	265.87	273.37	473.41	368.65	209.84	248.0	246.28	341.51	164.42	312.0	371.22	316.37	231.32	299.25	346.29	163.28	256.78	251.48	353.59	242.88	218.79	255.0	177.53	232.94	237.86	212.78	226.54	224.97	251.48	291.04	316.37	248.0	316.37	387.02	271.48	215.77
WIPF2	346.29	366.09	161.02	206.94	253.23	361.04	327.56	260.38	454.09	187.71	228.13	215.77	229.72	356.05	441.64	248.0	454.09	226.54	248.0	312.0	314.17	271.48	409.15	403.5	193.01	229.72	400.71	239.52	195.72	231.32	232.94	358.54	336.79	237.86	275.28	256.78	301.33	392.44	180.02	248.0	293.07	248.0	244.57	373.81	201.25	353.59	169.07	397.93	223.41	291.04	236.21	149.12	153.34	353.59	381.68	271.48	147.06	329.84	209.84	193.01	293.07	241.19	164.42	175.07	212.78	215.77	417.77	339.14	329.84	277.2	316.37	323.03	262.2	208.38	239.52	403.5	295.11	236.21	202.66	221.86	178.77	387.02	301.33	193.01	305.55	295.11	409.15	190.34	255.0	373.81	236.21	223.41	339.14	327.56	189.02	229.72	201.25	384.34	239.52	218.79	204.07	244.57	195.72	256.78	177.53	285.03	209.84	232.94	353.59	293.07	242.88	327.56	379.04	214.27	228.13
XPO4	173.85	154.42	39.79	59.13	80.57	212.78	170.25	74.58	217.27	42.71	72.01	80.01	79.45	232.94	157.68	75.11	177.53	61.68	106.63	183.82	103.69	121.79	191.67	94.67	52.82	83.45	211.31	89.51	47.84	73.03	67.59	154.42	97.36	77.79	72.52	104.42	103.69	204.07	49.91	66.18	136.19	91.41	82.29	129.69	72.01	161.02	66.65	140.04	68.55	84.63	102.97	46.84	43.02	162.14	221.86	80.01	58.71	143.01	70.51	49.91	109.66	96.68	64.34	69.52	70.01	36.53	164.42	104.42	127.0	120.94	127.89	195.72	107.38	58.71	64.34	163.28	96.01	70.51	60.82	84.04	88.88	201.25	182.55	63.45	92.05	116.78	163.28	48.52	96.68	202.66	86.43	81.14	131.51	193.01	59.13	60.82	64.8	137.14	84.04	30.78	62.12	67.12	73.54	80.01	64.34	92.05	73.03	80.01	134.3	113.56	88.26	135.24	166.73	97.36	74.58
XRN2	1225.22	961.07	480.04	521.76	813.63	1250.98	1119.56	607.87	1191.69	521.76	583.07	961.07	954.43	1199.98	1051.79	674.59	1023.0	563.18	842.36	1081.39	1023.0	967.76	1023.0	902.89	624.99	728.11	1199.98	748.61	607.87	624.99	607.87	860.08	665.29	669.92	518.15	708.18	753.83	1073.91	591.22	713.11	1127.35	830.75	624.99	775.05	620.67	1167.14	397.93	974.5	500.46	713.11	684.02	540.19	575.03	1066.48	1304.15	703.28	620.67	902.89	819.3	486.75	866.07	842.36	813.63	555.41	665.29	651.58	1044.52	808.0	1081.39	848.22	1313.23	941.27	703.28	748.61	679.29	1088.92	1143.1	536.45	595.34	723.08	896.64	1322.37	921.88	551.56	579.04	808.0	954.43	507.46	743.43	941.27	967.76	651.58	733.19	1015.93	463.65	624.99	769.69	928.3	693.58	476.71	551.56	497.0	733.19	607.87	476.71	860.08	674.59	674.59	764.36	813.63	567.1	842.36	896.64	753.83	563.18
ZBED6	156.59	167.9	2.92	36.01	46.5	244.57	189.02	52.08	211.31	4.78	19.68	48.18	64.34	177.53	211.31	34.51	217.27	9.7	68.55	108.9	71.0	92.05	204.07	154.42	12.64	49.91	209.84	72.52	13.03	30.34	28.86	133.36	71.0	57.49	29.48	90.77	75.64	255.0	37.05	22.75	75.64	57.08	72.01	111.99	19.97	165.57	20.86	95.34	31.22	96.01	62.56	2.1	1.1	191.67	208.38	39.22	9.06	165.57	32.13	3.79	94.67	40.07	25.17	9.27	38.4	20.56	242.88	72.01	142.01	162.14	135.24	149.12	55.1	14.56	35.5	214.27	127.0	41.52	29.48	40.93	33.3	156.59	148.09	4.58	80.01	99.43	205.5	10.0	85.22	178.77	78.34	36.79	119.26	144.01	10.96	24.99	18.97	127.89	49.91	10.39	29.06	45.85	19.39	67.59	27.64	68.07	17.51	19.68	119.26	81.14	44.25	99.43	143.01	71.0	11.64
ZBTB39	81.14	74.06	33.78	62.56	68.07	111.99	88.26	57.89	79.45	41.52	64.34	61.25	58.71	78.89	140.04	49.56	101.54	51.71	75.11	107.38	78.89	100.83	115.16	80.01	45.53	71.5	108.14	52.45	53.19	59.97	76.17	109.66	57.49	48.52	54.33	59.97	87.65	72.52	34.51	73.03	77.25	52.82	50.98	63.45	44.57	110.43	47.84	75.11	42.71	44.89	122.64	23.08	39.79	88.26	98.73	58.3	52.08	114.36	54.33	43.63	86.43	70.01	53.57	56.28	50.98	53.19	101.54	72.01	105.15	91.41	84.63	88.26	56.68	50.98	57.89	75.11	115.97	37.85	43.32	76.17	59.97	108.14	81.71	38.95	75.11	90.14	118.43	34.51	91.41	94.67	127.0	70.01	74.06	136.19	50.27	47.5	67.59	92.7	63.45	47.84	52.08	74.58	58.71	69.03	46.84	67.12	57.08	72.52	71.0	63.89	39.79	61.68	66.18	55.1	52.08
ZBTB6	136.19	120.1	65.26	69.03	57.49	193.01	195.72	57.49	172.65	93.35	84.04	76.71	72.01	204.07	134.3	72.52	135.24	63.45	94.67	158.79	104.42	135.24	176.29	116.78	68.07	67.12	182.55	87.65	50.98	75.11	74.58	145.02	72.52	67.59	64.8	84.04	88.26	198.47	27.25	94.67	136.19	74.58	64.8	94.01	71.0	120.94	72.01	156.59	66.65	77.25	114.36	37.59	52.08	121.79	201.25	98.04	51.35	85.22	85.82	77.25	100.13	100.83	75.64	67.59	60.39	63.0	156.59	105.89	205.5	110.43	124.37	205.5	114.36	78.89	56.68	100.13	217.27	52.45	49.91	102.25	94.01	176.29	155.5	63.89	94.67	98.73	131.51	61.25	73.54	170.25	119.26	68.07	109.66	148.09	55.49	70.51	77.79	161.02	68.07	42.71	64.34	58.71	96.01	86.43	57.49	100.13	67.12	76.71	109.66	113.56	59.13	112.77	111.99	71.5	87.03
ZDHHC20	684.02	693.58	49.21	275.28	503.95	866.07	890.44	199.85	995.0	48.52	155.5	287.01	314.17	802.41	802.41	287.01	769.69	151.22	368.65	595.34	500.46	486.75	759.08	432.53	141.02	283.05	748.61	289.02	126.12	201.25	165.57	529.06	258.57	283.05	251.48	466.88	376.41	660.68	208.38	226.54	470.14	384.34	248.0	563.18	162.14	624.99	249.73	571.05	182.55	351.14	239.52	21.78	35.25	665.29	860.08	220.32	95.34	607.87	228.13	100.13	571.05	327.56	177.53	92.7	264.03	96.01	723.08	395.18	435.55	559.28	679.29	836.53	341.51	104.42	214.27	854.13	624.99	199.85	198.47	181.28	307.69	836.53	583.07	68.55	289.02	376.41	902.89	104.42	392.44	941.27	242.88	208.38	518.15	525.39	75.64	182.55	258.57	529.06	236.21	111.21	171.45	146.03	128.79	201.25	176.29	336.79	112.77	202.66	624.99	540.19	303.44	595.34	612.11	343.89	206.94
ZFP91	808.0	718.08	237.86	314.17	543.96	872.1	791.35	426.57	872.1	312.0	417.77	414.87	397.93	909.17	813.63	423.61	743.43	351.14	483.38	633.73	638.15	571.05	866.07	825.0	368.65	420.68	866.07	466.88	348.71	384.34	376.41	629.35	457.25	426.57	395.18	432.53	454.09	769.69	283.05	420.68	642.59	476.71	373.81	587.13	353.59	753.83	403.5	651.58	381.68	503.95	529.06	214.27	255.0	723.08	866.07	373.81	253.23	620.67	441.64	356.05	529.06	429.54	346.29	318.57	389.72	329.84	713.11	514.56	780.44	567.1	616.37	595.34	507.46	346.29	353.59	713.11	642.59	339.14	406.31	473.41	454.09	860.08	679.29	289.02	384.34	466.88	713.11	262.2	476.71	733.19	438.59	397.93	559.28	713.11	271.48	356.05	503.95	571.05	423.61	334.46	307.69	293.07	323.03	395.18	255.0	555.41	368.65	384.34	567.1	497.0	457.25	587.13	769.69	483.38	387.02
ZMYM4	669.92	532.74	221.86	346.29	444.72	629.35	642.59	215.77	759.08	249.73	348.71	376.41	376.41	647.07	769.69	361.04	603.67	303.44	353.59	559.28	414.87	503.95	684.02	521.76	295.11	503.95	718.08	309.83	351.14	329.84	327.56	555.41	470.14	327.56	358.54	346.29	473.41	665.29	297.17	384.34	547.75	403.5	353.59	616.37	269.6	532.74	309.83	521.76	262.2	420.68	314.17	209.84	231.32	642.59	718.08	409.15	249.73	559.28	379.04	242.88	444.72	387.02	305.55	329.84	327.56	397.93	633.73	500.46	579.04	476.71	447.82	450.94	353.59	314.17	325.29	616.37	473.41	305.55	332.14	325.29	447.82	748.61	583.07	285.03	239.52	438.59	669.92	237.86	420.68	607.87	336.79	387.02	435.55	642.59	285.03	249.73	323.03	642.59	353.59	271.48	341.51	368.65	277.2	343.89	323.03	432.53	295.11	376.41	540.19	521.76	316.37	500.46	571.05	429.54	336.79
ZNF221	29.91	40.93	6.31	14.89	12.0	26.47	51.35	13.52	24.99	4.1	14.67	11.3	14.67	32.59	44.89	13.42	52.45	13.93	14.89	32.36	19.68	17.38	35.5	19.11	18.16	13.62	34.51	10.79	5.32	13.62	22.1	21.47	17.77	19.82	14.45	13.03	27.05	12.18	9.27	8.99	21.78	20.56	10.88	31.22	6.06	22.75	9.63	21.63	10.08	6.62	16.51	6.06	9.48	32.36	47.17	16.63	4.7	28.86	8.32	2.56	8.99	9.48	15.11	6.94	8.06	10.39	37.05	17.13	26.86	26.28	35.25	44.89	28.24	4.28	12.09	38.67	28.65	12.27	5.28	15.0	5.54	31.9	28.86	2.23	22.26	12.27	37.59	7.63	13.03	20.26	13.62	16.27	31.45	32.13	3.44	12.36	5.87	26.47	19.53	8.92	6.67	18.97	3.89	19.11	9.78	11.21	7.82	9.2	26.47	24.63	16.75	29.7	31.67	20.11	4.62
