	GTEX.TMMY.1526.SM.4DXST	TCGA.CU.A5W6.01A.11R.A28M.07	TCGA.BT.A20X.01A.11R.A16R.07	TCGA.BT.A0YX.01A.11R.A10U.07	TCGA.XF.A9T8.01A.11R.A39I.07	TCGA.CU.A72E.01A.12R.A33J.07	TCGA.BT.A20U.11A.11R.A14Y.07	TCGA.BT.A2LB.11A.11R.A18C.07	GTEX.U3ZN.1626.SM.4DXTZ	TCGA.UC.A7PF.01A.11R.A352.07	TCGA.EK.A2RC.01A.11R.A18M.07	TCGA.C5.A1BM.01A.11R.A13Y.07	TCGA.C5.A1MK.01A.11R.A14Y.07	TCGA.Q1.A6DW.01A.11R.A32P.07	TCGA.JW.A5VL.01A.11R.A28H.07	TCGA.DS.A5RQ.01A.11R.A28H.07	TCGA.VS.A9UI.01A.11R.A42T.07	TCGA.EK.A2RO.01A.11R.A18M.07	TCGA.EA.A3HU.01A.11R.A213.07	TCGA.DS.A1OB.01A.11R.A14Y.07	TCGA.C5.A1BQ.01C.11R.A213.07	TCGA.C5.A1BE.01B.11R.A13Y.07	TCGA.C5.A2LZ.01A.11R.A213.07	TCGA.XP.A8T8.01A.11R.A36D.31	TCGA.LN.A49S.01A.11R.A24K.31	TCGA.IG.A8O2.01A.11R.A36D.31	TCGA.L5.A88S.01A.11R.A36D.31	TCGA.IG.A5B8.01A.11R.A28J.31	TCGA.Z6.A8JD.01A.11R.A36D.31	TCGA.JY.A6FA.01A.11R.A336.31	TCGA.VR.A8ER.01A.11R.A36D.31	TCGA.L5.A88T.01A.11R.A354.31	TCGA.LN.A8I0.01A.11R.A36D.31	TCGA.JY.A6FG.01A.11R.A336.31	TCGA.JY.A6FD.01A.11R.A336.31	TCGA.R6.A6L6.01B.11R.A336.31	TCGA.LN.A7HV.01A.21R.A354.31	TCGA.L5.A8NQ.01A.11R.A36D.31	TCGA.VR.A8EZ.01A.11R.A36D.31	TCGA.VR.A8ET.01A.11R.A406.31	TCGA.L5.A8NK.01A.21R.A37I.31	TCGA.IG.A97H.01A.11R.A38D.31	TCGA.LN.A4MR.01A.11R.A28J.31	TCGA.XP.A8T6.01A.11R.A36D.31	TCGA.IG.A4P3.01A.11R.A260.31	TCGA.Z6.AAPN.01A.11R.A406.31	TCGA.LN.A5U6.01A.11R.A28J.31	TCGA.LN.A4A1.01A.21R.A260.31	TCGA.LN.A49R.01A.11R.A24K.31	TCGA.LN.A4A9.01A.11R.A28J.31	TCGA.V5.AASV.01A.11R.A38D.31	TCGA.LN.A8I1.01A.11R.A36D.31	TCGA.KH.A6WC.01A.11R.A336.31	TCGA.R6.A6Y0.01B.11R.A336.31	TCGA.L5.A88Z.01A.11R.A36D.31	TCGA.IG.A3QL.01A.11R.A24K.31	TCGA.VR.A8EX.01A.11R.A36D.31	TCGA.VR.A8EW.01A.11R.A36D.31	TCGA.IG.A3YC.01A.11R.A24K.31	TCGA.IG.A6QS.01A.12R.A336.31	TCGA.VR.A8EU.01A.11R.A36D.31	TCGA.L5.A43H.01A.11R.A24K.31	TCGA.LN.A9FO.01A.11R.A38D.31	TCGA.IC.A6RE.11A.12R.A336.31	GTEX.ZTTD.1226.SM.51MS2	GTEX.PVOW.1626.SM.48TC9	GTEX.145LV.1326.SM.5S2QI	GTEX.ZVE2.1326.SM.5NQ94	GTEX.144FL.2726.SM.5O98Z	GTEX.13U4I.1126.SM.5LU3S	GTEX.11ONC.1526.SM.5GU6S	GTEX.12WSA.1426.SM.5EGJU	GTEX.R45C.1226.SM.48FEE	GTEX.13O3Q.0826.SM.5IFGF	GTEX.QVUS.0626.SM.447CC	GTEX.T5JC.1726.SM.4DM6U	GTEX.XK95.1026.SM.4GIDV	GTEX.13NZB.1226.SM.5J2MW	GTEX.145LS.1826.SM.5LUAZ	GTEX.X4LF.0626.SM.4QASB	GTEX.11DYG.1326.SM.5N9DO	GTEX.YFC4.1226.SM.5LU9R	GTEX.WVLH.1426.SM.4MVNX	GTEX.11ZU8.1526.SM.5EGHX	GTEX.139TU.1226.SM.5J2NL	GTEX.X585.1226.SM.46MW7	GTEX.ZTPG.1626.SM.5DUX2	GTEX.PLZ4.1626.SM.3P618	GTEX.11NUK.1326.SM.5P9GN	GTEX.RNOR.1226.SM.48FDQ	GTEX.UPK5.1226.SM.4IHL8	GTEX.ZAB4.1126.SM.5HL86	GTEX.ZF3C.1626.SM.4WWB4	GTEX.XQ3S.1126.SM.4BOPK	GTEX.14BIN.2726.SM.5RQIE	GTEX.P78B.1026.SM.3NMC4	GTEX.XQ8I.1526.SM.4BOOH	GTEX.11ZTS.2626.SM.5EGIC	GTEX.132AR.2226.SM.5J2NT	GTEX.S33H.0826.SM.4AD5Y	GTEX.132AR.2326.SM.5IJDY	TCGA.QK.A6VC.01A.23R.A34R.07	TCGA.BA.5557.01A.01R.1514.07	TCGA.CN.6021.01A.11R.1686.07	TCGA.UF.A71D.01A.12R.A34R.07	TCGA.CV.6955.01A.11R.2016.07	TCGA.H7.7774.01A.21R.2081.07	TCGA.CV.6935.01A.11R.1915.07	TCGA.CN.6998.01A.23R.2016.07	TCGA.CV.A45V.01A.21R.A24Z.07	TCGA.CV.7421.01A.11R.2081.07	TCGA.CV.7411.01A.11R.2081.07	TCGA.CV.7183.11A.01R.2016.07	TCGA.CV.6961.11A.01R.1915.07	GTEX.YFC4.1126.SM.5RQJN	GTEX.ZUA1.1026.SM.4YCEA	TCGA.85.A4JC.01A.11R.A24Z.07	TCGA.21.5784.01A.01R.1635.07	GTEX.ZQG8.2126.SM.4YCF1	GTEX.11ZTS.3026.SM.5EQM7	GTEX.XV7Q.2426.SM.4BRV8	GTEX.WFJO.2026.SM.4LVM3	GTEX.ZPU1.2326.SM.57WEP	GTEX.ZP4G.1926.SM.57WDZ	GTEX.ZT9W.2126.SM.51MSF	TCGA.IN.7806.11A.01R.2055.13	GTEX.YJ8A.1526.SM.5P9FT	GTEX.WWYW.2826.SM.4MVOQ	GTEX.PWN1.2026.SM.48TD9	GTEX.R55G.1626.SM.48FF4
SEC31B	40.36	16.03	12.93	30.56	76.17	27.64	57.49	22.59	28.04	146.03	73.03	22.1	43.63	93.35	152.28	30.56	90.77	42.71	46.18	65.26	70.01	75.11	120.94	141.02	186.4	212.78	138.1	75.11	162.14	134.3	115.16	175.07	100.83	130.6	146.03	104.42	64.8	194.36	138.1	80.01	167.9	116.78	239.52	105.89	208.38	85.82	80.01	130.6	150.17	567.1	316.37	236.21	170.25	123.5	107.38	52.82	64.34	73.03	182.55	182.55	98.73	165.57	180.02	176.29	583.07	164.42	320.8	334.46	312.0	264.03	190.34	356.05	460.44	223.41	348.71	229.72	220.32	175.07	327.56	241.19	291.04	99.43	218.79	121.79	307.69	497.0	98.73	295.11	162.14	291.04	293.07	341.51	368.65	151.22	201.25	395.18	273.37	181.28	279.14	191.67	466.88	65.72	3.29	6.16	15.0	8.13	9.27	8.85	10.08	45.53	16.15	9.27	7.11	9.63	63.89	56.68	59.13	16.88	1.19	11.38	15.68	17.13	9.48	4.24	6.16	48.87	33.54	525.39	29.27	28.04
SECISBP2	325.29	260.38	258.57	271.48	320.8	201.25	325.29	483.38	279.14	444.72	423.61	287.01	532.74	444.72	454.09	271.48	444.72	218.79	327.56	305.55	409.15	389.72	543.96	486.75	403.5	395.18	348.71	400.71	438.59	470.14	738.29	466.88	567.1	379.04	346.29	579.04	346.29	403.5	540.19	426.57	567.1	470.14	624.99	587.13	454.09	444.72	603.67	339.14	392.44	890.44	511.0	281.09	444.72	460.44	612.11	525.39	379.04	371.22	507.46	543.96	381.68	575.03	316.37	429.54	1295.13	420.68	819.3	848.22	708.18	1001.93	579.04	934.76	738.29	559.28	738.29	444.72	591.22	579.04	842.36	703.28	1135.2	329.84	500.46	785.88	775.05	753.83	559.28	607.87	703.28	848.22	642.59	808.0	848.22	525.39	540.19	961.07	633.73	638.15	444.72	638.15	633.73	307.69	244.57	409.15	341.51	293.07	312.0	167.9	176.29	332.14	234.57	281.09	236.21	289.02	551.56	287.01	339.14	242.88	171.45	242.88	191.67	267.73	242.88	176.29	185.11	384.34	368.65	791.35	414.87	307.69
SETD6	189.02	228.13	356.05	239.52	291.04	400.71	457.25	260.38	473.41	303.44	289.02	435.55	314.17	476.71	312.0	131.51	363.56	341.51	273.37	329.84	312.0	279.14	334.46	457.25	444.72	733.19	343.89	432.53	587.13	547.75	351.14	412.0	547.75	426.57	371.22	543.96	444.72	473.41	616.37	417.77	426.57	343.89	447.82	860.08	358.54	341.51	334.46	297.17	688.78	460.44	271.48	791.35	351.14	356.05	595.34	454.09	412.0	379.04	559.28	423.61	423.61	607.87	599.49	438.59	536.45	490.14	941.27	775.05	848.22	759.08	460.44	1044.52	785.88	395.18	961.07	412.0	579.04	684.02	633.73	723.08	1023.0	679.29	432.53	813.63	796.86	612.11	473.41	669.92	733.19	981.29	808.0	518.15	575.03	642.59	780.44	921.88	579.04	718.08	363.56	591.22	376.41	353.59	98.04	260.38	218.79	218.79	226.54	251.48	158.79	246.28	173.85	198.47	201.25	256.78	75.64	108.14	373.81	273.37	86.43	120.94	173.85	205.5	135.24	151.22	182.55	358.54	265.87	289.02	215.77	221.86
SGSM2	738.29	521.76	221.86	493.56	567.1	915.51	890.44	612.11	708.18	698.41	1322.37	915.51	890.44	872.1	1081.39	693.58	591.22	587.13	295.11	656.11	320.8	334.46	896.64	780.44	679.29	1008.9	1135.2	293.07	738.29	656.11	447.82	1225.22	656.11	1313.23	511.0	612.11	438.59	1175.27	429.54	693.58	961.07	525.39	967.76	872.1	599.49	571.05	463.65	928.3	457.25	1111.82	1073.91	1359.57	1081.39	1059.11	819.3	647.07	988.12	486.75	1023.0	743.43	356.05	642.59	642.59	1407.55	1208.34	1651.0	2720.15	2434.5	2400.97	2240.11	1242.34	2209.26	1883.54	2287.2	3372.43	2240.11	1963.57	2451.44	1639.59	1561.89	2645.74	1191.69	2104.58	2451.44	2400.97	3372.43	1059.11	2682.69	2319.15	1628.26	2351.53	2335.28	3443.31	1594.73	2193.99	2976.74	1923.14	1697.45	1143.1	2367.9	1135.2	571.05	169.07	194.36	373.81	269.6	244.57	373.81	279.14	825.0	341.51	323.03	169.07	346.29	878.17	1369.04	599.49	543.96	130.6	353.59	429.54	559.28	392.44	301.33	208.38	1119.56	536.45	1259.69	299.25	320.8
SH2B1	595.34	698.41	397.93	616.37	603.67	860.08	698.41	432.53	444.72	703.28	954.43	543.96	612.11	543.96	575.03	813.63	825.0	629.35	830.75	356.05	830.75	775.05	791.35	1073.91	1151.06	1259.69	825.0	974.5	728.11	836.53	665.29	848.22	698.41	796.86	733.19	563.18	780.44	595.34	981.29	642.59	679.29	738.29	884.29	1167.14	921.88	540.19	483.38	819.3	819.3	819.3	1268.46	890.44	620.67	583.07	813.63	713.11	878.17	713.11	890.44	591.22	397.93	928.3	1322.37	819.3	1295.13	915.51	1216.75	1340.84	1359.57	1259.69	981.29	1304.15	1883.54	1030.12	1757.34	1044.52	1151.06	1167.14	2104.58	974.5	1286.18	674.59	1183.45	928.3	1572.76	1551.09	808.0	1295.13	1331.57	1259.69	1397.83	1397.83	1397.83	1023.0	1175.27	1519.15	1259.69	1159.07	866.07	1081.39	1477.58	583.07	318.57	234.57	426.57	412.0	241.19	500.46	189.02	674.59	642.59	301.33	248.0	358.54	400.71	444.72	603.67	473.41	176.29	397.93	346.29	693.58	371.22	366.09	242.88	688.78	470.14	2271.4	733.19	665.29
SLC22A5	107.38	190.34	55.1	138.1	82.29	120.1	114.36	156.59	131.51	156.59	61.68	44.89	114.36	167.9	121.79	121.79	166.73	68.07	155.5	185.11	346.29	90.77	102.97	105.15	107.38	132.44	134.3	110.43	99.43	121.79	91.41	118.43	85.22	143.01	92.05	84.63	108.14	96.01	137.14	81.71	85.82	117.6	112.77	94.01	96.01	94.67	133.36	223.41	123.5	232.94	129.69	79.45	77.79	92.05	116.78	62.12	109.66	82.29	109.66	104.42	93.35	148.09	145.02	130.6	217.27	141.02	384.34	218.79	217.27	226.54	139.07	323.03	190.34	148.09	228.13	198.47	275.28	171.45	221.86	194.36	314.17	116.78	157.68	144.01	249.73	206.94	85.82	258.57	180.02	273.37	199.85	175.07	314.17	121.79	138.1	289.02	220.32	173.85	103.69	186.4	159.9	71.0	66.18	77.79	57.89	128.79	147.06	151.22	60.82	84.04	49.56	57.08	98.04	65.26	85.82	136.19	97.36	70.51	37.85	44.57	90.14	116.78	97.36	98.04	73.54	159.9	178.77	332.14	153.34	78.34
SLC25A27	212.78	44.57	15.45	65.26	56.28	52.45	129.69	42.11	22.43	109.66	37.32	11.55	47.84	115.97	20.71	76.17	118.43	26.47	36.79	39.22	183.82	13.22	195.72	69.03	775.05	674.59	507.46	201.25	412.0	312.0	74.06	262.2	212.78	231.32	187.71	241.19	343.89	334.46	211.31	441.64	343.89	575.03	423.61	248.0	251.48	289.02	72.01	329.84	616.37	4239.45	571.05	1191.69	336.79	273.37	353.59	47.5	221.86	24.63	497.0	500.46	208.38	318.57	353.59	420.68	1685.71	483.38	444.72	802.41	595.34	397.93	336.79	796.86	848.22	595.34	633.73	417.77	366.09	224.97	802.41	563.18	684.02	316.37	361.04	353.59	642.59	1111.82	170.25	353.59	397.93	514.56	638.15	555.41	688.78	291.04	642.59	708.18	507.46	438.59	295.11	305.55	1447.15	93.35	1.71	17.0	8.06	5.5	17.0	50.27	24.81	60.82	23.93	25.54	6.36	9.48	543.96	629.35	123.5	31.45	0.0	8.78	26.67	26.67	8.13	7.94	9.63	98.04	41.81	2367.9	127.0	67.59
SPG11	493.56	633.73	387.02	753.83	738.29	954.43	1037.29	679.29	1340.84	802.41	1233.75	759.08	1015.93	432.53	599.49	836.53	866.07	426.57	470.14	599.49	1119.56	830.75	796.86	540.19	733.19	567.1	607.87	616.37	599.49	555.41	633.73	743.43	551.56	620.67	514.56	543.96	642.59	447.82	460.44	1044.52	819.3	540.19	1135.2	656.11	669.92	567.1	503.95	486.75	954.43	1175.27	808.0	511.0	785.88	587.13	733.19	460.44	571.05	470.14	728.11	559.28	587.13	743.43	775.05	728.11	769.69	813.63	1191.69	1519.15	1183.45	1378.57	1111.82	1225.22	1250.98	1242.34	1397.83	1199.98	1191.69	1119.56	1561.89	941.27	988.12	1104.13	947.83	1322.37	1331.57	1427.22	974.5	1216.75	1008.9	1407.55	1059.11	1340.84	1417.35	967.76	1225.22	1340.84	1304.15	1088.92	902.89	1498.22	753.83	511.0	323.03	426.57	693.58	791.35	575.03	651.58	332.14	796.86	432.53	432.53	490.14	387.02	1304.15	450.94	1151.06	780.44	400.71	703.28	579.04	743.43	532.74	860.08	441.64	808.0	500.46	775.05	248.0	579.04
STAT6	2255.7	1015.93	2047.0	1594.73	1561.89	2032.85	2417.67	2468.49	1745.2	3280.18	2976.74	2796.65	2384.37	3349.13	1832.01	1883.54	2319.15	1447.15	3716.2	1498.22	2555.58	2271.4	2664.15	3467.27	3639.7	4152.18	3395.89	2485.67	4123.49	1991.0	3235.01	4836.35	2796.65	4802.93	3515.68	2895.31	3018.3	3768.09	2627.46	2520.38	3901.01	2434.5	3614.55	3742.05	4358.66	3303.0	2367.9	4268.94	3280.18	4181.07	5041.77	3768.09	3491.39	4010.71	3742.05	2209.26	4123.49	3515.68	3901.01	3794.3	3690.52	4066.71	3039.3	4038.61	3639.7	3395.89	4210.15	8363.13	5913.33	4607.24	3419.52	6699.25	6607.01	5076.84	5831.91	5006.93	4607.24	4010.71	5441.3	3491.39	4607.24	2816.11	3716.2	5112.16	6426.31	7382.04	2209.26	7695.57	3349.13	4937.99	5995.9	6164.49	7433.4	3491.39	4450.27	6840.04	5292.48	3982.99	4607.24	4575.41	6037.61	2720.15	1733.13	2739.08	1447.15	2163.77	2855.44	1977.24	1540.37	2777.33	1498.22	2061.24	1457.23	2209.26	4903.87	2319.15	2796.65	1745.2	1540.37	2627.46	2682.69	2664.15	2240.11	2224.63	1844.76	2502.97	1388.16	7081.29	866.07	1151.06
STK36	368.65	178.77	55.49	226.54	141.02	285.03	189.02	117.6	135.24	387.02	271.48	231.32	361.04	323.03	169.07	133.36	339.14	111.99	307.69	198.47	283.05	211.31	283.05	518.15	679.29	1378.57	497.0	197.09	612.11	514.56	389.72	525.39	353.59	297.17	381.68	348.71	444.72	547.75	642.59	860.08	587.13	397.93	1059.11	420.68	599.49	353.59	237.86	647.07	1088.92	1051.79	890.44	1340.84	669.92	587.13	543.96	483.38	356.05	346.29	743.43	314.17	361.04	466.88	780.44	579.04	1208.34	432.53	1044.52	1127.35	698.41	713.11	480.04	698.41	934.76	417.77	651.58	830.75	651.58	432.53	878.17	470.14	842.36	392.44	511.0	423.61	941.27	2287.2	397.93	890.44	507.46	947.83	1008.9	1175.27	836.53	412.0	629.35	1143.1	642.59	389.72	733.19	708.18	1277.29	320.8	33.78	98.73	100.83	97.36	87.65	129.69	57.49	169.07	148.09	90.14	77.25	38.67	220.32	1059.11	486.75	218.79	39.79	66.65	146.03	165.57	74.06	94.01	60.82	336.79	180.02	718.08	178.77	189.02
STX16	587.13	392.44	532.74	529.06	559.28	429.54	457.25	389.72	583.07	947.83	490.14	612.11	1051.79	921.88	486.75	412.0	1781.89	248.0	521.76	651.58	796.86	595.34	1088.92	1331.57	1923.14	1304.15	1051.79	684.02	1540.37	1605.83	1477.58	1081.39	1159.07	1199.98	1295.13	860.08	1081.39	1088.92	836.53	1639.59	1540.37	2178.83	1498.22	967.76	1359.57	1662.49	1151.06	1857.6	1277.29	2287.2	1639.59	1617.0	1199.98	954.43	1127.35	679.29	1015.93	921.88	1331.57	1175.27	1216.75	2032.85	1769.57	988.12	1844.76	854.13	1295.13	1519.15	1508.65	1457.23	890.44	1268.46	1331.57	1015.93	1096.5	1225.22	1407.55	915.51	1397.83	896.64	1242.34	813.63	836.53	1216.75	1225.22	1639.59	796.86	1407.55	902.89	1427.22	1457.23	1540.37	1519.15	785.88	1037.29	1896.65	1225.22	974.5	1191.69	1259.69	1832.01	872.1	435.55	483.38	743.43	358.54	395.18	860.08	438.59	587.13	371.22	483.38	249.73	363.56	1359.57	713.11	1127.35	579.04	178.77	395.18	460.44	353.59	334.46	287.01	214.27	571.05	255.0	1340.84	454.09	473.41
TAF1C	435.55	460.44	332.14	366.09	334.46	503.95	379.04	363.56	237.86	703.28	612.11	470.14	603.67	708.18	633.73	460.44	928.3	392.44	371.22	275.28	507.46	620.67	909.17	1369.04	1286.18	2384.37	1233.75	780.44	1662.49	1487.87	1350.18	1030.12	1127.35	934.76	1030.12	890.44	591.22	1242.34	1286.18	708.18	974.5	555.41	954.43	934.76	954.43	836.53	1073.91	825.0	1709.26	2255.7	1977.24	1896.65	842.36	1037.29	1073.91	612.11	1242.34	1104.13	1167.14	1167.14	1268.46	1135.2	1427.22	967.76	1498.22	947.83	1639.59	1561.89	1378.57	1216.75	890.44	1769.57	2090.03	947.83	1781.89	1208.34	1159.07	842.36	1378.57	1437.15	1936.53	603.67	884.29	1111.82	1457.23	2384.37	674.59	1417.35	902.89	1540.37	1819.35	1594.73	1617.0	974.5	884.29	1757.34	1277.29	647.07	1096.5	1250.98	1594.73	532.74	253.23	190.34	406.31	239.52	295.11	287.01	231.32	400.71	571.05	187.71	211.31	215.77	420.68	679.29	579.04	303.44	96.68	244.57	244.57	323.03	204.07	221.86	163.28	559.28	279.14	1359.57	669.92	647.07
TAOK2	493.56	460.44	460.44	384.34	358.54	395.18	420.68	379.04	303.44	547.75	551.56	476.71	473.41	463.65	540.19	473.41	753.83	329.84	579.04	208.38	503.95	529.06	567.1	743.43	669.92	583.07	947.83	525.39	629.35	567.1	463.65	708.18	403.5	438.59	583.07	624.99	525.39	563.18	514.56	466.88	540.19	507.46	713.11	612.11	587.13	432.53	450.94	791.35	486.75	713.11	902.89	457.25	583.07	688.78	540.19	395.18	733.19	497.0	559.28	620.67	521.76	507.46	616.37	629.35	884.29	476.71	647.07	802.41	802.41	808.0	529.06	1023.0	1159.07	571.05	934.76	511.0	748.61	819.3	808.0	693.58	872.1	389.72	656.11	848.22	1023.0	1081.39	559.28	769.69	808.0	808.0	860.08	733.19	830.75	507.46	909.17	954.43	738.29	819.3	723.08	785.88	1023.0	341.51	277.2	591.22	409.15	432.53	358.54	363.56	214.27	493.56	346.29	346.29	161.02	361.04	665.29	591.22	325.29	273.37	137.14	444.72	381.68	358.54	279.14	289.02	279.14	571.05	273.37	1030.12	463.65	483.38
TAS2R5	0.58	1.83	0.39	14.14	6.94	17.51	7.63	3.76	9.34	9.63	1.55	5.5	6.11	12.27	7.57	4.06	16.27	1.99	4.78	3.96	3.35	3.72	8.51	24.99	23.08	24.11	10.55	0.0	17.9	16.51	28.86	20.11	9.34	21.01	12.09	10.47	24.63	16.75	5.36	16.88	24.11	3.99	16.15	16.75	22.92	6.89	16.51	10.39	9.34	94.67	113.56	24.63	18.43	10.08	32.82	16.51	14.24	9.41	17.38	15.45	11.21	14.14	24.99	21.16	64.8	37.32	44.57	118.43	68.07	86.43	35.25	78.34	57.49	57.08	76.71	26.28	46.18	22.26	44.25	11.64	113.56	30.34	8.65	29.48	32.59	106.63	18.03	27.05	31.9	59.97	44.25	43.63	55.1	17.25	22.26	77.25	59.13	22.59	67.12	38.95	74.58	7.51	0.84	2.07	10.63	7.82	4.66	8.45	2.23	8.06	9.2	0.91	1.35	3.14	22.75	11.21	14.67	0.0	0.07	1.3	1.3	4.13	1.58	1.97	0.12	12.45	2.71	60.39	3.53	4.13
TBC1D9B	981.29	1023.0	1175.27	1498.22	1225.22	1277.29	1088.92	1066.48	1378.57	1135.2	1111.82	1119.56	1477.58	1340.84	796.86	1044.52	1529.73	872.1	1111.82	1437.15	1143.1	1127.35	1175.27	1628.26	1208.34	1023.0	1498.22	1369.04	1407.55	1397.83	1685.71	1819.35	1015.93	1583.71	1295.13	1519.15	1151.06	1457.23	1437.15	1127.35	1167.14	1498.22	1331.57	1295.13	1277.29	988.12	1572.76	1331.57	1322.37	2090.03	1304.15	1467.37	1529.73	1350.18	1551.09	842.36	1183.45	1051.79	1191.69	1277.29	1359.57	1427.22	1277.29	1781.89	1259.69	1583.71	2209.26	2835.7	2178.83	2178.83	1963.57	2271.4	2351.53	1417.35	2573.36	2303.12	2224.63	2193.99	2119.22	1923.14	2148.82	1340.84	1963.57	1721.16	2075.59	3124.78	1721.16	2835.7	2119.22	2104.58	2303.12	2335.28	3146.52	1529.73	1769.57	2255.7	2004.85	2148.82	1806.78	2573.36	1477.58	665.29	1104.13	872.1	785.88	1359.57	1268.46	1572.76	1628.26	1037.29	836.53	1397.83	514.56	947.83	473.41	848.22	1111.82	669.92	738.29	1697.45	896.64	1242.34	1073.91	1044.52	733.19	1331.57	669.92	1313.23	1104.13	1127.35
THBS3	441.64	518.15	547.75	221.86	334.46	764.36	336.79	231.32	126.12	287.01	358.54	198.47	450.94	289.02	264.03	116.78	379.04	412.0	119.26	389.72	275.28	231.32	511.0	921.88	500.46	612.11	2240.11	759.08	1199.98	780.44	547.75	921.88	854.13	559.28	332.14	450.94	275.28	555.41	693.58	607.87	559.28	620.67	1159.07	708.18	660.68	665.29	547.75	974.5	785.88	1651.0	651.58	915.51	595.34	397.93	1008.9	603.67	540.19	376.41	819.3	480.04	470.14	967.76	872.1	463.65	423.61	928.3	866.07	1350.18	1208.34	878.17	808.0	1023.0	1457.23	1001.93	1259.69	1119.56	1268.46	872.1	1628.26	698.41	1457.23	587.13	1119.56	808.0	1407.55	2018.8	571.05	1242.34	928.3	961.07	1143.1	1104.13	1268.46	738.29	1151.06	1250.98	808.0	915.51	447.82	733.19	624.99	514.56	236.21	110.43	224.97	85.82	115.97	241.19	107.38	265.87	1015.93	217.27	121.79	144.01	525.39	748.61	1096.5	336.79	115.16	493.56	242.88	208.38	119.26	176.29	138.1	269.6	128.79	941.27	1015.93	607.87
TIAL1	1551.09	1605.83	1447.15	1159.07	1437.15	1242.34	1159.07	1407.55	1001.93	1617.0	1909.85	830.75	1519.15	1977.24	1583.71	1447.15	1417.35	1769.57	819.3	1781.89	1001.93	1540.37	2004.85	1745.2	2255.7	2240.11	1781.89	2555.58	2271.4	1662.49	2758.13	2004.85	1909.85	1857.6	2178.83	1397.83	1427.22	2133.97	2335.28	1794.29	2485.67	2018.8	2133.97	1769.57	3257.52	2935.74	1674.06	1909.85	1857.6	2485.67	1674.06	1359.57	2319.15	1923.14	2502.97	1709.26	1870.53	2255.7	2061.24	2004.85	1896.65	1991.0	3280.18	1806.78	2520.38	1427.22	2287.2	2609.3	2075.59	1950.0	1508.65	2502.97	2468.49	2451.44	2075.59	2319.15	2384.37	1674.06	2193.99	1923.14	2573.36	1950.0	1340.84	1427.22	1963.57	3467.27	1487.87	2664.15	1417.35	1883.54	2351.53	2701.35	2468.49	1378.57	1806.78	2209.26	1844.76	1397.83	1733.13	1936.53	2224.63	1508.65	1159.07	703.28	1467.37	1199.98	1388.16	974.5	1183.45	1417.35	1143.1	1037.29	1697.45	1350.18	947.83	1551.09	1268.46	1104.13	830.75	1151.06	1081.39	1111.82	1119.56	974.5	1242.34	1388.16	1023.0	2032.85	796.86	764.36
TMEM175	348.71	1268.46	460.44	473.41	529.06	738.29	426.57	373.81	283.05	583.07	748.61	536.45	299.25	438.59	309.83	279.14	466.88	366.09	629.35	647.07	723.08	423.61	371.22	503.95	507.46	647.07	819.3	373.81	521.76	295.11	387.02	693.58	476.71	414.87	633.73	460.44	728.11	698.41	507.46	414.87	511.0	500.46	332.14	559.28	521.76	1001.93	356.05	547.75	429.54	764.36	587.13	525.39	587.13	563.18	551.56	301.33	656.11	397.93	764.36	629.35	353.59	483.38	346.29	642.59	808.0	559.28	791.35	842.36	713.11	819.3	616.37	802.41	878.17	514.56	1088.92	651.58	612.11	660.68	995.0	703.28	713.11	633.73	934.76	902.89	1044.52	1529.73	698.41	733.19	836.53	1037.29	1015.93	961.07	728.11	559.28	825.0	884.29	848.22	819.3	358.54	819.3	629.35	412.0	244.57	208.38	336.79	295.11	500.46	195.72	379.04	368.65	368.65	248.0	193.01	320.8	490.14	483.38	708.18	540.19	146.03	301.33	318.57	329.84	202.66	320.8	183.82	454.09	329.84	551.56	299.25	748.61
TRIM3	397.93	79.45	115.16	100.83	173.85	112.77	151.22	112.77	52.45	241.19	205.5	124.37	226.54	159.9	205.5	159.9	153.34	130.6	153.34	119.26	111.21	170.25	303.44	104.42	167.9	177.53	389.72	256.78	327.56	180.02	162.14	246.28	373.81	381.68	237.86	303.44	287.01	215.77	187.71	303.44	139.07	327.56	303.44	244.57	232.94	236.21	251.48	260.38	273.37	567.1	285.03	215.77	195.72	175.07	368.65	194.36	132.44	116.78	305.55	256.78	281.09	221.86	171.45	129.69	616.37	351.14	373.81	403.5	373.81	346.29	303.44	723.08	693.58	543.96	381.68	395.18	336.79	215.77	480.04	343.89	878.17	185.11	376.41	376.41	571.05	599.49	239.52	373.81	406.31	607.87	417.77	547.75	441.64	379.04	450.94	460.44	435.55	409.15	209.84	262.2	454.09	194.36	108.14	109.66	58.3	52.08	46.5	151.22	76.17	141.02	108.14	94.01	56.68	70.51	463.65	738.29	295.11	119.26	34.75	72.01	80.01	73.03	65.72	82.29	60.39	264.03	142.01	293.07	563.18	438.59
