	TCGA.BJ.A2N7.01A.11R.A18C.07	TCGA.EL.A4JV.01A.11R.A250.07	TCGA.BJ.A0Z2.01A.11R.A10U.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.QD.A8IV.01A.11R.A39I.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.DJ.A3VK.01A.11R.A23N.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.BJ.A0ZE.01A.11R.A10U.07	TCGA.EM.A4FU.01A.11R.A250.07	TCGA.BJ.A3F0.01A.11R.A206.07	TCGA.EM.A3O6.01A.11R.A220.07	TCGA.ET.A2N4.01A.12R.A19O.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.BJ.A3PT.01A.12R.A220.07	TCGA.EL.A4K2.01A.11R.A250.07	TCGA.EL.A3D4.01A.11R.A19O.07	TCGA.EM.A3FP.01A.11R.A21D.07	TCGA.ET.A2N5.01A.11R.A18C.07	TCGA.DJ.A3VG.01A.11R.A23N.07	TCGA.BJ.A18Y.01A.11R.A13Y.07	TCGA.EM.A3AI.01A.11R.A206.07	TCGA.EM.A1YE.01A.11R.A14Y.07	TCGA.EM.A2CK.01A.11R.A180.07	TCGA.DJ.A3UT.01A.11R.A22L.07	TCGA.ET.A25I.01A.11R.A16R.07	TCGA.BJ.A2N9.01A.11R.A18C.07	TCGA.EM.A1CW.11A.12R.A13Y.07	GTEX.RM2N.0526.SM.2TF4N	GTEX.W5X1.0426.SM.3GILB	GTEX.14ABY.0926.SM.5Q5DY	GTEX.13NZA.1026.SM.5MR48	GTEX.WH7G.0526.SM.3NMBI	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.ZVP2.0426.SM.57WC2	GTEX.131XH.0526.SM.5DUX7	GTEX.13FLV.0226.SM.5J2OF	GTEX.12ZZZ.1226.SM.59HK1	GTEX.13N1W.0826.SM.5MR5J	GTEX.ZYFC.0926.SM.5GZWW	GTEX.OHPM.2626.SM.33HC5	GTEX.11EM3.0126.SM.5985K	GTEX.12WSK.0926.SM.5CVNQ	GTEX.1313W.0726.SM.5EGK1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZYFG.0626.SM.5GZYA	GTEX.WL46.0126.SM.3TW8I	GTEX.12ZZY.0826.SM.5EQMT	GTEX.145MH.0426.SM.5LU8T	GTEX.XLM4.0726.SM.4AT64	GTEX.12WSC.0826.SM.5EQ5Q	GTEX.P78B.0526.SM.2I5F7	GTEX.RVPV.1226.SM.2TF73	GTEX.1399U.0326.SM.5P9G5	GTEX.S7SE.0726.SM.2XCD7	GTEX.ZLWG.0526.SM.4WWFB	GTEX.WY7C.0226.SM.3NB37	GTEX.139YR.1226.SM.5IFEU	GTEX.SJXC.0726.SM.2XCFJ	GTEX.11TTK.0826.SM.5N9EG	GTEX.YEC3.0826.SM.4WWFP	GTEX.WK11.0926.SM.3NMAU	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.V955.0426.SM.3GAEL	GTEX.OOBK.2626.SM.2HMKY	GTEX.11OF3.0626.SM.5BC4Y	GTEX.YFCO.0326.SM.4W1ZP	GTEX.11ZVC.0126.SM.5986G	GTEX.ZY6K.0226.SM.5SIAY	GTEX.ZA64.0426.SM.5HL96	GTEX.12WSD.0926.SM.5GCNL	GTEX.12BJ1.0426.SM.5FQSO	GTEX.1212Z.0426.SM.5FQT6	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.13D11.0226.SM.5LZXL	GTEX.PLZ4.1226.SM.2I5FE	GTEX.11VI4.0226.SM.5GU6C	GTEX.ZVZP.1026.SM.5GICI	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7	GTEX.111FC.1026.SM.5GZX1
STX2	74.58	88.26	131.51	68.07	120.1	90.14	138.1	90.14	72.52	57.49	106.63	161.02	170.25	75.64	57.08	102.97	108.9	155.5	166.73	62.56	71.5	135.24	167.9	224.97	220.32	104.42	130.6	71.0	120.1	395.18	460.44	277.2	291.04	262.2	281.09	265.87	271.48	334.46	221.86	368.65	279.14	61.25	279.14	293.07	361.04	441.64	248.0	273.37	214.27	325.29	281.09	214.27	256.78	221.86	279.14	246.28	295.11	242.88	264.03	281.09	277.2	256.78	258.57	295.11	198.47	400.71	307.69	371.22	237.86	226.54	258.57	269.6	426.57	426.57	171.45	387.02	273.37	334.46	177.53	318.57	318.57	368.65	264.03	309.83	242.88	140.04	241.19	153.34	384.34	269.6	277.2	314.17	314.17	260.38	318.57	242.88	239.52	267.73
STX7	429.54	476.71	444.72	314.17	395.18	432.53	397.93	438.59	277.2	251.48	389.72	307.69	334.46	412.0	318.57	269.6	289.02	450.94	332.14	343.89	414.87	348.71	493.56	336.79	248.0	409.15	379.04	406.31	209.84	808.0	780.44	1119.56	1159.07	559.28	708.18	629.35	848.22	1051.79	1081.39	651.58	1151.06	928.3	713.11	1044.52	738.29	1015.93	713.11	708.18	536.45	808.0	921.88	647.07	947.83	713.11	890.44	723.08	967.76	860.08	497.0	872.1	860.08	748.61	708.18	1216.75	738.29	728.11	1397.83	808.0	529.06	665.29	738.29	830.75	961.07	819.3	733.19	1066.48	595.34	995.0	988.12	796.86	921.88	974.5	836.53	743.43	651.58	503.95	759.08	612.11	1008.9	764.36	860.08	591.22	656.11	693.58	780.44	1059.11	764.36	780.44
STXBP3	656.11	718.08	785.88	500.46	748.61	698.41	764.36	796.86	450.94	587.13	836.53	620.67	684.02	693.58	665.29	651.58	647.07	674.59	476.71	647.07	884.29	915.51	808.0	743.43	575.03	866.07	684.02	759.08	525.39	1268.46	1313.23	1183.45	1088.92	723.08	1088.92	909.17	1143.1	995.0	909.17	1008.9	1044.52	708.18	967.76	1529.73	1001.93	1199.98	928.3	1001.93	775.05	1111.82	909.17	848.22	860.08	1059.11	1059.11	830.75	1096.5	921.88	802.41	759.08	753.83	848.22	1008.9	860.08	974.5	1159.07	1001.93	1662.49	759.08	921.88	819.3	1008.9	1059.11	1388.16	693.58	1259.69	1143.1	878.17	1059.11	981.29	1111.82	1015.93	954.43	1127.35	1143.1	954.43	954.43	878.17	890.44	1023.0	947.83	1119.56	890.44	599.49	928.3	995.0	947.83	902.89
SWT1	43.94	52.45	57.49	44.57	43.94	38.67	47.17	52.45	31.45	30.78	41.81	45.21	37.59	34.26	41.22	27.44	29.91	49.56	32.82	31.9	49.21	41.81	61.68	38.12	40.36	41.52	45.53	40.07	28.45	130.6	82.87	111.99	111.99	63.89	92.7	55.49	76.71	65.26	73.54	82.29	102.97	49.21	63.89	125.24	73.54	94.67	88.26	76.71	89.51	78.89	69.52	51.35	82.87	77.25	66.65	91.41	100.83	100.83	76.71	85.82	79.45	75.11	65.72	96.68	66.65	98.73	86.43	105.89	62.56	59.13	82.87	78.89	122.64	127.0	62.56	117.6	63.45	78.89	76.71	58.71	96.01	75.64	90.14	90.77	88.88	57.49	97.36	66.18	136.19	57.89	71.0	82.87	85.22	80.57	77.25	115.97	73.54	92.05
TBC1D5	303.44	323.03	269.6	182.55	260.38	341.51	267.73	289.02	159.9	255.0	269.6	229.72	220.32	212.78	273.37	193.01	185.11	283.05	187.71	201.25	265.87	255.0	323.03	246.28	279.14	366.09	205.5	269.6	212.78	536.45	733.19	450.94	796.86	441.64	595.34	423.61	476.71	591.22	656.11	525.39	738.29	348.71	500.46	1015.93	497.0	514.56	669.92	381.68	497.0	571.05	629.35	438.59	759.08	620.67	490.14	525.39	587.13	769.69	412.0	591.22	723.08	633.73	454.09	669.92	497.0	551.56	921.88	743.43	473.41	384.34	633.73	473.41	638.15	693.58	438.59	620.67	368.65	595.34	438.59	595.34	500.46	532.74	460.44	532.74	583.07	356.05	423.61	450.94	688.78	529.06	543.96	358.54	466.88	473.41	438.59	728.11	567.1	679.29
TCF12	368.65	400.71	420.68	262.2	353.59	423.61	379.04	444.72	226.54	248.0	389.72	211.31	336.79	384.34	336.79	277.2	312.0	361.04	358.54	361.04	376.41	366.09	507.46	289.02	241.19	444.72	323.03	371.22	185.11	848.22	616.37	941.27	884.29	406.31	599.49	583.07	563.18	629.35	633.73	591.22	629.35	420.68	547.75	802.41	500.46	473.41	486.75	392.44	473.41	575.03	480.04	429.54	633.73	579.04	473.41	551.56	902.89	884.29	395.18	796.86	713.11	476.71	476.71	679.29	518.15	503.95	1088.92	748.61	373.81	343.89	525.39	607.87	642.59	764.36	629.35	808.0	406.31	616.37	583.07	486.75	693.58	529.06	599.49	591.22	536.45	353.59	426.57	587.13	780.44	514.56	480.04	543.96	409.15	457.25	429.54	555.41	688.78	567.1
TERF1	343.89	343.89	366.09	256.78	269.6	336.79	334.46	346.29	212.78	189.02	303.44	267.73	307.69	318.57	320.8	318.57	293.07	323.03	318.57	334.46	299.25	303.44	395.18	287.01	264.03	371.22	343.89	279.14	204.07	665.29	575.03	708.18	656.11	444.72	543.96	438.59	409.15	454.09	665.29	540.19	651.58	218.79	507.46	769.69	423.61	543.96	483.38	303.44	423.61	476.71	460.44	400.71	624.99	480.04	540.19	457.25	764.36	651.58	376.41	543.96	555.41	483.38	438.59	656.11	511.0	571.05	656.11	764.36	412.0	348.71	555.41	486.75	669.92	642.59	476.71	693.58	435.55	638.15	457.25	476.71	579.04	503.95	567.1	490.14	470.14	432.53	414.87	426.57	518.15	525.39	441.64	551.56	414.87	387.02	476.71	579.04	511.0	599.49
TG	691801.16	900270.11	1085552.95	353168.2	822695.06	1123834.93	857631.47	731246.37	296977.71	711250.37	706337.4	610654.84	794671.01	524287.0	887875.81	736332.6	794671.01	985160.01	623486.02	598087.73	992012.34	932018.1	1085552.95	894051.48	778316.89	1147449.11	906531.99	531605.79	663619.99	682276.92	1019901.63	1264380.15	2068278.89	1085552.95	1452391.55	2247670.86	2126426.15	1327240.99	1751305.3	1273174.62	2375828.71	2111737.85	1611529.43	1204496.53	1611529.43	1308968.45	1622738.51	1493223.86	1739208.14	1634025.56	1838374.44	1997825.68	1535204.12	1984025.69	1997825.68	1984025.69	881742.8	1196176.45	2986448.72	1567462.05	2025714.3	2425749.94	1402917.72	1318073.06	1929772.37	1299926.74	828417.36	992012.34	1327240.99	1943195.01	1622738.51	1727194.55	1589343.01	1100706.72	1355129.16	881742.8	2636147.11	1063212.58	2263304.65	1775752.63	925580.18	2111737.85	1691649.38	1668359.93	1800541.22	3178687.03	3886391.01	1645391.11	1155430.26	1622738.51	2263304.65	1535204.12	2672946.37	1567462.05	1864037.21	1634025.56	1402917.72	1482909.4
THRB	61.25	35.25	37.85	18.16	61.68	38.12	49.21	34.51	24.81	28.45	43.32	17.25	11.47	9.7	34.51	24.81	39.22	12.64	30.78	40.07	35.0	33.54	52.45	51.71	25.72	50.98	41.52	41.22	25.35	127.0	100.83	63.0	109.66	49.21	60.82	46.84	71.0	106.63	102.25	72.52	101.54	58.3	71.5	101.54	102.25	95.34	127.0	89.51	79.45	53.95	177.53	57.08	115.97	91.41	51.35	104.42	217.27	113.56	70.51	126.12	96.01	98.73	48.52	134.3	102.25	115.16	172.65	146.03	63.0	42.41	94.67	84.04	55.89	171.45	75.64	183.82	37.85	94.67	20.86	87.03	141.02	119.26	83.45	70.51	87.65	45.21	37.32	63.89	154.42	111.99	105.15	76.17	57.49	61.68	65.26	90.14	78.34	103.69
TLK1	341.51	287.01	373.81	241.19	269.6	323.03	301.33	336.79	224.97	291.04	327.56	223.41	242.88	264.03	289.02	212.78	249.73	248.0	237.86	297.17	307.69	314.17	316.37	229.72	232.94	366.09	283.05	316.37	195.72	633.73	651.58	476.71	612.11	271.48	551.56	343.89	379.04	435.55	497.0	521.76	599.49	441.64	438.59	656.11	423.61	607.87	397.93	381.68	363.56	432.53	376.41	275.28	429.54	376.41	371.22	397.93	486.75	486.75	356.05	414.87	480.04	497.0	356.05	476.71	397.93	444.72	521.76	764.36	444.72	293.07	363.56	438.59	525.39	457.25	366.09	819.3	381.68	490.14	361.04	395.18	473.41	403.5	438.59	486.75	518.15	395.18	414.87	279.14	587.13	447.82	420.68	454.09	420.68	403.5	454.09	493.56	356.05	511.0
TMTC4	116.78	87.65	170.25	87.03	105.15	157.68	102.97	84.63	88.26	84.63	118.43	92.05	175.07	76.17	100.83	98.04	90.77	163.28	63.45	110.43	148.09	111.21	125.24	135.24	102.25	116.78	142.01	105.15	100.83	182.55	258.57	320.8	289.02	175.07	303.44	110.43	299.25	166.73	182.55	281.09	303.44	182.55	273.37	309.83	147.06	314.17	309.83	223.41	159.9	187.71	205.5	152.28	205.5	186.4	150.17	212.78	299.25	273.37	137.14	221.86	293.07	228.13	115.97	187.71	149.12	194.36	195.72	303.44	209.84	142.01	194.36	155.5	223.41	346.29	228.13	185.11	170.25	262.2	204.07	256.78	295.11	244.57	249.73	256.78	226.54	169.07	223.41	105.89	177.53	131.51	187.71	128.79	312.0	244.57	249.73	221.86	251.48	283.05
TOR1AIP1	842.36	698.41	595.34	764.36	684.02	743.43	656.11	808.0	563.18	555.41	708.18	511.0	529.06	808.0	579.04	583.07	674.59	733.19	555.41	638.15	728.11	633.73	830.75	514.56	518.15	764.36	647.07	718.08	426.57	1427.22	1617.0	1268.46	1721.16	981.29	1277.29	1096.5	1015.93	1250.98	1508.65	974.5	1583.71	624.99	860.08	1909.85	1167.14	981.29	1073.91	825.0	1167.14	1225.22	981.29	842.36	1605.83	1277.29	1015.93	1233.75	3146.52	1697.45	1088.92	1304.15	1199.98	1457.23	1073.91	1639.59	1143.1	1417.35	1477.58	2520.38	988.12	738.29	1397.83	1208.34	1457.23	1519.15	1037.29	1529.73	1015.93	1167.14	909.17	1111.82	1242.34	1242.34	1023.0	1437.15	1037.29	909.17	1081.39	1088.92	1551.09	1191.69	1096.5	1104.13	928.3	1143.1	1008.9	1639.59	1225.22	1467.37
TXNDC16	37.59	32.36	77.79	23.76	47.84	30.78	36.53	41.52	31.0	75.11	39.79	42.11	32.13	26.86	36.79	21.16	40.07	29.06	19.39	22.59	37.85	31.45	35.76	61.25	34.26	26.67	38.4	49.21	27.05	119.26	118.43	125.24	119.26	81.71	80.57	48.18	60.39	86.43	126.12	90.14	114.36	53.57	81.14	94.01	61.68	136.19	95.34	63.89	63.89	60.82	62.12	43.94	138.1	71.5	65.26	104.42	116.78	130.6	73.54	101.54	71.5	98.73	75.64	120.1	53.95	98.73	77.25	110.43	73.03	39.79	118.43	75.11	144.01	111.99	63.0	111.99	43.32	106.63	41.22	75.11	98.04	75.64	75.64	77.79	58.3	48.87	64.8	55.89	127.89	73.54	59.55	65.72	70.01	36.27	71.0	102.97	70.01	74.06
UBE3A	579.04	525.39	656.11	417.77	429.54	595.34	599.49	551.56	371.22	409.15	595.34	246.28	438.59	525.39	514.56	483.38	423.61	514.56	389.72	447.82	551.56	493.56	551.56	454.09	353.59	587.13	473.41	454.09	343.89	988.12	947.83	1111.82	854.13	454.09	738.29	629.35	620.67	624.99	819.3	738.29	934.76	441.64	684.02	1044.52	684.02	759.08	713.11	567.1	638.15	769.69	616.37	507.46	728.11	679.29	638.15	638.15	854.13	764.36	518.15	629.35	791.35	748.61	656.11	780.44	656.11	708.18	830.75	1427.22	555.41	521.76	708.18	723.08	769.69	921.88	651.58	921.88	547.75	854.13	603.67	642.59	872.1	629.35	708.18	791.35	743.43	555.41	629.35	540.19	802.41	665.29	633.73	616.37	500.46	486.75	607.87	866.07	703.28	848.22
UCHL5	164.42	148.09	166.73	71.0	169.07	195.72	156.59	115.97	101.54	102.25	173.85	154.42	198.47	77.79	138.1	109.66	161.02	193.01	146.03	169.07	167.9	185.11	149.12	194.36	211.31	157.68	170.25	180.02	193.01	429.54	466.88	603.67	612.11	248.0	438.59	172.65	275.28	441.64	348.71	368.65	529.06	172.65	423.61	728.11	325.29	466.88	303.44	265.87	242.88	368.65	289.02	301.33	363.56	351.14	353.59	305.55	438.59	392.44	181.28	307.69	336.79	329.84	346.29	373.81	316.37	381.68	532.74	830.75	316.37	205.5	285.03	316.37	392.44	647.07	291.04	563.18	358.54	450.94	343.89	387.02	397.93	343.89	323.03	409.15	334.46	248.0	264.03	226.54	293.07	480.04	387.02	327.56	301.33	208.38	244.57	389.72	232.94	366.09
USP25	223.41	212.78	202.66	267.73	175.07	226.54	239.52	265.87	287.01	131.51	228.13	140.04	212.78	293.07	307.69	206.94	173.85	221.86	190.34	208.38	226.54	241.19	217.27	150.17	151.22	275.28	189.02	199.85	125.24	435.55	547.75	563.18	441.64	246.28	371.22	237.86	281.09	358.54	334.46	406.31	486.75	343.89	389.72	624.99	397.93	460.44	353.59	277.2	271.48	361.04	289.02	224.97	381.68	301.33	293.07	361.04	470.14	420.68	287.01	412.0	295.11	371.22	318.57	387.02	316.37	332.14	403.5	607.87	299.25	221.86	343.89	327.56	435.55	426.57	244.57	575.03	275.28	381.68	218.79	305.55	400.71	346.29	346.29	366.09	334.46	221.86	256.78	190.34	497.0	336.79	303.44	320.8	368.65	301.33	295.11	397.93	279.14	400.71
VEZF1	708.18	693.58	587.13	595.34	480.04	633.73	503.95	599.49	486.75	403.5	441.64	358.54	371.22	583.07	567.1	493.56	476.71	503.95	633.73	363.56	571.05	457.25	669.92	607.87	297.17	624.99	441.64	497.0	429.54	1159.07	1519.15	1233.75	1268.46	591.22	1135.2	921.88	915.51	1143.1	974.5	1322.37	825.0	642.59	785.88	1651.0	967.76	995.0	642.59	785.88	1073.91	961.07	921.88	651.58	780.44	988.12	890.44	647.07	1225.22	866.07	738.29	819.3	1322.37	693.58	921.88	1023.0	941.27	1151.06	1628.26	1870.53	551.56	429.54	728.11	1151.06	1044.52	1397.83	947.83	947.83	595.34	1583.71	708.18	1127.35	1388.16	1268.46	1397.83	1477.58	967.76	476.71	728.11	733.19	1277.29	872.1	884.29	928.3	466.88	656.11	872.1	819.3	872.1	825.0
WAC	1286.18	1151.06	1250.98	961.07	1088.92	1199.98	934.76	1175.27	884.29	928.3	947.83	941.27	947.83	1001.93	981.29	796.86	1030.12	1044.52	1008.9	753.83	1199.98	988.12	1225.22	1001.93	961.07	1286.18	1066.48	1059.11	759.08	2468.49	2104.58	1781.89	2148.82	1104.13	1963.57	1487.87	1572.76	1733.13	1819.35	2178.83	2032.85	2075.59	1909.85	2287.2	1572.76	2468.49	1437.15	1295.13	1388.16	1639.59	1519.15	1167.14	1721.16	1242.34	1529.73	1427.22	2032.85	1769.57	1651.0	1745.2	1757.34	1628.26	1594.73	1561.89	1583.71	1508.65	2303.12	2502.97	1628.26	1015.93	1583.71	1857.6	1769.57	2335.28	1331.57	2682.69	1191.69	2193.99	1457.23	1674.06	1963.57	1936.53	1963.57	1923.14	1617.0	1331.57	1583.71	1467.37	2255.7	1583.71	1628.26	1639.59	1447.15	1909.85	1447.15	1806.78	1572.76	1781.89
WDR47	73.03	81.14	61.25	58.3	80.57	100.83	89.51	77.79	50.27	57.89	87.03	68.07	74.58	63.45	62.56	63.89	71.5	88.88	79.45	51.71	84.04	77.25	81.14	81.71	52.82	94.67	80.57	81.71	40.07	166.73	148.09	152.28	180.02	96.68	118.43	125.24	99.43	150.17	162.14	129.69	220.32	39.79	130.6	204.07	110.43	136.19	155.5	120.94	129.69	146.03	111.99	94.01	176.29	118.43	124.37	139.07	206.94	187.71	86.43	191.67	135.24	151.22	113.56	187.71	121.79	150.17	214.27	264.03	117.6	111.21	144.01	111.99	153.34	162.14	108.14	204.07	100.13	147.06	108.14	115.16	142.01	123.5	122.64	182.55	108.14	66.18	98.04	127.89	142.01	115.16	110.43	138.1	124.37	105.15	120.94	150.17	143.01	164.42
WHSC1L1	555.41	532.74	713.11	473.41	400.71	579.04	563.18	551.56	435.55	366.09	587.13	363.56	463.65	483.38	473.41	486.75	466.88	483.38	412.0	490.14	480.04	583.07	559.28	353.59	624.99	607.87	444.72	376.41	293.07	981.29	928.3	954.43	842.36	426.57	679.29	665.29	587.13	656.11	703.28	836.53	733.19	551.56	769.69	884.29	579.04	684.02	642.59	559.28	693.58	674.59	599.49	571.05	733.19	624.99	616.37	532.74	1044.52	748.61	525.39	813.63	733.19	688.78	579.04	698.41	579.04	718.08	928.3	988.12	525.39	480.04	575.03	579.04	612.11	890.44	529.06	1127.35	616.37	808.0	660.68	599.49	825.0	599.49	860.08	733.19	693.58	529.06	571.05	532.74	848.22	679.29	624.99	703.28	563.18	500.46	642.59	813.63	688.78	684.02
YLPM1	599.49	579.04	540.19	497.0	543.96	723.08	579.04	536.45	450.94	387.02	493.56	423.61	414.87	503.95	587.13	521.76	525.39	540.19	525.39	381.68	490.14	460.44	665.29	607.87	483.38	616.37	497.0	503.95	379.04	866.07	878.17	974.5	764.36	507.46	796.86	656.11	674.59	733.19	825.0	1081.39	708.18	688.78	854.13	532.74	684.02	728.11	759.08	642.59	791.35	536.45	743.43	713.11	753.83	728.11	780.44	703.28	967.76	780.44	591.22	718.08	738.29	854.13	842.36	802.41	708.18	616.37	819.3	1233.75	656.11	473.41	708.18	802.41	708.18	647.07	775.05	802.41	423.61	915.51	633.73	813.63	1044.52	693.58	1051.79	836.53	543.96	476.71	629.35	511.0	743.43	808.0	733.19	825.0	620.67	514.56	679.29	947.83	780.44	909.17
ZBTB10	107.38	98.73	106.63	91.41	66.18	91.41	91.41	92.05	83.45	66.18	97.36	76.71	74.58	84.63	72.52	100.83	78.89	81.14	84.63	68.55	87.03	83.45	110.43	78.89	91.41	118.43	85.22	76.17	36.01	194.36	287.01	182.55	241.19	114.36	146.03	120.94	151.22	170.25	118.43	232.94	163.28	141.02	149.12	249.73	143.01	163.28	110.43	120.1	113.56	145.02	110.43	87.03	130.6	121.79	136.19	102.97	237.86	162.14	91.41	167.9	217.27	126.12	108.14	140.04	103.69	172.65	221.86	190.34	115.97	92.7	114.36	133.36	147.06	182.55	138.1	316.37	100.13	291.04	128.79	167.9	143.01	150.17	307.69	177.53	140.04	82.29	120.1	85.22	171.45	113.56	135.24	136.19	109.66	100.13	104.42	148.09	140.04	136.19
ZFPM2	33.78	44.89	11.55	14.35	20.41	28.45	25.17	13.22	15.34	10.39	18.56	16.63	37.59	11.04	11.47	22.59	34.02	23.42	40.07	29.27	52.82	34.02	44.25	51.35	26.86	24.63	37.32	15.8	17.51	234.57	334.46	297.17	400.71	61.68	262.2	129.69	171.45	224.97	287.01	279.14	201.25	70.01	176.29	571.05	183.82	361.04	182.55	71.5	131.51	126.12	199.85	180.02	358.54	204.07	162.14	156.59	559.28	267.73	72.52	417.77	223.41	127.89	146.03	289.02	301.33	232.94	256.78	503.95	99.43	76.71	214.27	181.28	150.17	271.48	85.22	713.11	96.01	775.05	93.35	159.9	447.82	312.0	441.64	260.38	128.79	138.1	180.02	88.26	166.73	90.77	159.9	193.01	153.34	28.65	101.54	141.02	146.03	236.21
ZNF326	237.86	275.28	327.56	239.52	262.2	303.44	269.6	269.6	177.53	162.14	255.0	189.02	234.57	224.97	303.44	295.11	206.94	249.73	291.04	251.48	228.13	312.0	341.51	220.32	215.77	217.27	295.11	221.86	131.51	507.46	450.94	688.78	435.55	242.88	303.44	327.56	341.51	341.51	403.5	514.56	373.81	532.74	450.94	395.18	316.37	376.41	379.04	341.51	279.14	379.04	293.07	303.44	366.09	327.56	368.65	363.56	480.04	392.44	320.8	327.56	316.37	353.59	379.04	334.46	305.55	327.56	543.96	507.46	334.46	256.78	327.56	336.79	395.18	327.56	253.23	525.39	234.57	571.05	476.71	343.89	503.95	327.56	612.11	336.79	303.44	226.54	358.54	180.02	438.59	353.59	376.41	450.94	275.28	392.44	373.81	423.61	289.02	454.09
ZNF644	389.72	395.18	454.09	307.69	325.29	381.68	438.59	447.82	232.94	314.17	457.25	255.0	318.57	373.81	358.54	381.68	329.84	348.71	204.07	327.56	366.09	507.46	363.56	327.56	271.48	397.93	343.89	329.84	224.97	796.86	775.05	607.87	583.07	397.93	603.67	432.53	409.15	435.55	417.77	651.58	490.14	361.04	497.0	866.07	450.94	543.96	486.75	426.57	525.39	579.04	384.34	325.29	490.14	463.65	454.09	379.04	595.34	521.76	353.59	379.04	486.75	497.0	470.14	420.68	438.59	493.56	559.28	878.17	371.22	387.02	460.44	493.56	733.19	651.58	406.31	825.0	543.96	543.96	463.65	450.94	684.02	500.46	525.39	579.04	559.28	514.56	432.53	406.31	454.09	525.39	540.19	497.0	412.0	387.02	429.54	460.44	470.14	395.18
ZNF852	18.43	20.86	23.08	10.24	21.16	17.77	15.45	17.64	10.88	8.25	16.88	10.16	14.03	10.0	15.91	11.04	18.84	17.13	13.03	13.32	17.0	16.27	23.59	15.34	22.59	18.03	20.41	17.0	15.11	39.5	40.07	92.7	21.63	17.38	44.89	24.28	46.18	34.26	28.65	42.41	26.86	17.9	25.54	39.5	25.17	46.5	26.1	28.04	32.36	31.67	35.25	25.72	24.46	28.86	46.84	17.13	71.0	35.25	19.39	29.48	28.86	31.9	40.07	52.08	43.02	43.02	66.18	52.82	28.86	18.43	20.11	39.22	21.94	38.67	20.26	52.45	15.45	54.33	38.12	44.89	64.8	35.0	34.26	37.59	30.56	16.03	27.44	27.25	56.28	36.79	33.78	36.27	27.84	33.78	29.06	23.59	30.12	19.97
ZNF891	29.7	21.32	38.67	29.7	18.29	22.26	27.84	21.16	19.82	13.22	24.99	12.18	21.32	25.72	16.51	27.05	27.05	22.1	24.11	17.13	27.05	28.86	27.44	29.7	24.11	27.44	23.42	15.45	25.91	62.56	38.67	66.65	52.45	37.05	43.63	25.35	33.3	28.86	49.21	53.95	46.5	26.67	42.71	45.21	21.94	51.71	50.98	38.95	54.33	33.06	36.01	34.75	30.56	36.01	37.59	47.17	88.26	49.91	40.93	46.18	33.78	34.51	31.45	63.45	30.34	47.5	69.03	61.68	41.52	27.84	36.79	40.93	51.35	48.87	31.67	44.57	34.51	61.25	41.22	35.5	50.27	42.71	47.17	34.02	45.53	28.86	37.05	22.26	55.49	37.05	43.02	46.5	46.84	39.22	32.13	47.17	36.79	37.59
ZXDB	85.22	77.79	85.22	50.98	59.97	100.83	62.56	60.82	41.52	51.71	57.89	45.85	42.71	53.57	58.3	44.89	47.84	71.0	44.57	50.27	60.39	62.12	78.89	39.22	45.21	77.79	63.45	59.13	38.95	143.01	175.07	130.6	130.6	72.52	137.14	128.79	120.1	122.64	88.26	117.6	105.15	87.65	100.13	217.27	144.01	123.5	82.87	102.25	111.21	111.21	142.01	92.7	114.36	109.66	136.19	93.35	115.16	102.97	108.14	100.13	149.12	94.01	130.6	129.69	125.24	159.9	151.22	171.45	91.41	63.0	90.77	125.24	116.78	132.44	106.63	135.24	108.9	136.19	85.82	129.69	109.66	144.01	120.1	155.5	143.01	92.05	112.77	113.56	141.02	139.07	121.79	107.38	73.54	90.77	102.25	103.69	108.14	88.88
