	TCGA.BH.A1EU.01A.11R.A137.07	GTEX.W5X1.2326.SM.3GIL6	GTEX.U3ZN.1626.SM.4DXTZ	TCGA.BP.5178.01A.01R.1426.07	TCGA.A3.A8OV.01A.11R.A37O.07	TCGA.CW.6088.01A.11R.1672.07	TCGA.B0.5812.01A.11R.1672.07	TCGA.BP.5186.01A.01R.1426.07	TCGA.B0.4712.01A.01R.1503.07	TCGA.B0.5694.01A.11R.1541.07	TCGA.B0.5108.01A.01R.1420.07	TCGA.BP.4330.01A.01R.1289.07	TCGA.CZ.4857.01A.01R.1305.07	TCGA.CZ.5987.01A.11R.1672.07	TCGA.B2.A4SR.01A.11R.A266.07	TCGA.B0.4818.01A.01R.1503.07	TCGA.A3.3378.01A.02R.1325.07	TCGA.CZ.5458.01A.01R.1503.07	TCGA.BP.5174.01A.01R.1426.07	TCGA.A3.3347.01A.02R.1325.07	TCGA.B0.4690.01A.01R.1277.07	TCGA.BP.5199.01A.01R.1426.07	TCGA.B0.4844.01A.01R.1277.07	TCGA.BP.4161.01A.02R.1325.07	TCGA.B8.4154.01A.01R.1188.07	TCGA.BP.4169.01A.02R.1289.07	TCGA.B0.4827.01A.02R.1420.07	TCGA.CZ.5459.01A.01R.1503.07	TCGA.CZ.5988.01A.11R.1672.07	TCGA.BP.5180.01A.01R.1426.07	TCGA.CJ.5675.01A.11R.1541.07	TCGA.CJ.5679.01A.11R.1541.07	TCGA.MW.A4EC.01A.11R.A266.07	TCGA.BP.4991.01A.01R.1334.07	TCGA.B2.5633.01A.01R.1541.07	TCGA.CJ.4870.01A.01R.1305.07	TCGA.AK.3444.01A.02R.1325.07	TCGA.B0.5700.01A.11R.1541.07	TCGA.BP.4173.01A.02R.1289.07	TCGA.CJ.5677.01A.11R.1541.07	TCGA.3Z.A93Z.01A.11R.A37O.07	TCGA.B8.A7U6.01A.12R.A37O.07	TCGA.B8.4143.01A.01R.1188.07	TCGA.A3.A8OU.01A.11R.A37O.07	TCGA.CJ.6030.01A.11R.1672.07	TCGA.AK.3434.01A.02R.1277.07	TCGA.A3.3387.01A.01R.1541.07	TCGA.CJ.4892.01A.01R.1305.07	TCGA.A3.A8OW.01A.11R.A37O.07	TCGA.AK.3461.01A.02R.1277.07	TCGA.CZ.5460.01A.01R.1503.07	TCGA.BP.5184.01A.01R.1426.07	TCGA.BP.5201.01A.01R.1426.07	TCGA.BP.4327.01A.01R.1289.07	TCGA.B0.5696.01A.11R.1541.07	TCGA.B0.4828.01A.01R.1277.07	TCGA.B0.5110.01A.01R.1420.07	TCGA.B8.A54I.01A.21R.A33J.07	TCGA.B0.4823.01A.02R.1420.07	TCGA.A3.3376.01A.02R.1420.07	TCGA.AK.3428.01A.02R.1277.07	TCGA.B0.5703.01A.11R.1541.07	TCGA.BP.4354.01A.02R.1289.07	TCGA.B8.A54F.01A.11R.A266.07	TCGA.BP.4759.01A.01R.1289.07	TCGA.CZ.5468.01A.01R.1503.07	TCGA.DV.5566.01A.01R.1541.07	TCGA.B0.5113.01A.01R.1420.07	TCGA.BP.4353.01A.02R.1289.07	TCGA.BP.4349.01A.01R.1289.07	TCGA.BP.4162.01A.02R.1325.07	TCGA.B0.5092.01A.01R.1420.07	TCGA.BP.4798.01A.01R.1305.07	TCGA.BP.5190.01A.01R.1426.07	TCGA.B0.5115.01A.01R.1420.07	TCGA.BP.5007.01A.01R.1334.07	TCGA.AK.3455.01A.01R.0864.07	TCGA.B0.4838.01A.01R.1305.07	TCGA.BP.4347.01A.01R.1289.07	TCGA.A3.A6NI.01A.11R.A33J.07	TCGA.DV.5568.01A.01R.1541.07	TCGA.B0.4703.01A.01R.1277.07	TCGA.A3.3367.01A.02R.1420.07	TCGA.CJ.4872.01A.01R.1305.07	TCGA.B8.5552.01B.11R.1672.07	TCGA.CJ.6033.01A.11R.1672.07	TCGA.BP.4163.01A.02R.1325.07	TCGA.A3.3351.01A.02R.1325.07	TCGA.AK.3447.01A.01R.1766.07	TCGA.BP.5181.01A.01R.1426.07	TCGA.B0.4691.01A.01R.1277.07	TCGA.B0.5116.01A.02R.1420.07	TCGA.B8.4151.01A.01R.1188.07	TCGA.BP.4165.01A.02R.1289.07	TCGA.BP.4351.01A.01R.1289.07	TCGA.CJ.4887.01A.01R.1305.07	TCGA.B0.4714.01A.01R.1277.07	TCGA.CJ.5683.01A.11R.1541.07	TCGA.BP.5183.01A.01R.1426.07	TCGA.BP.4789.01A.01R.1305.07	TCGA.B0.5095.01A.01R.1420.07	TCGA.CJ.4639.01A.02R.1325.07	TCGA.CZ.5451.01A.01R.1503.07	TCGA.BP.4985.01A.01R.1334.07	TCGA.BP.4998.01A.01R.1334.07	TCGA.BP.4960.01A.01R.1334.07	TCGA.CJ.4869.01A.02R.1426.07	TCGA.CZ.4856.01A.02R.1426.07	TCGA.BP.5176.01A.01R.1426.07	TCGA.MM.A563.01A.11R.A266.07	TCGA.A3.3346.01A.01R.1766.07	TCGA.CZ.5466.01A.01R.1503.07	TCGA.B0.5692.01A.11R.1541.07	TCGA.B0.4706.01A.01R.1503.07	TCGA.BP.5192.01A.01R.1426.07	TCGA.CJ.4923.01A.01R.1426.07	TCGA.AK.3436.01A.02R.1325.07	TCGA.A3.3316.01A.01R.0864.07	TCGA.B0.4810.01A.01R.1503.07	TCGA.CJ.4912.01A.01R.1426.07	TCGA.B0.4707.01A.01R.1277.07	TCGA.BP.5196.01A.01R.1426.07	TCGA.BQ.7058.01A.11R.1965.07	TCGA.Y8.A8S1.01A.11R.A37K.07	TCGA.P4.AAVO.01A.11R.A42S.07	TCGA.G3.A7M5.01A.11R.A33R.07	TCGA.DD.A3A8.11A.11R.A22L.07
TBK1	693.58	638.15	376.41	351.14	267.73	400.71	429.54	309.83	336.79	267.73	406.31	358.54	403.5	435.55	423.61	309.83	417.77	305.55	281.09	503.95	500.46	395.18	289.02	441.64	289.02	423.61	363.56	255.0	409.15	262.2	341.51	387.02	332.14	379.04	346.29	246.28	341.51	195.72	417.77	297.17	256.78	368.65	400.71	285.03	376.41	295.11	409.15	323.03	351.14	376.41	303.44	299.25	353.59	279.14	253.23	353.59	426.57	320.8	387.02	373.81	348.71	303.44	583.07	381.68	239.52	412.0	307.69	435.55	403.5	339.14	466.88	409.15	447.82	327.56	368.65	297.17	414.87	543.96	384.34	336.79	320.8	441.64	346.29	397.93	368.65	303.44	480.04	397.93	136.19	237.86	406.31	409.15	265.87	314.17	371.22	332.14	358.54	297.17	351.14	299.25	457.25	414.87	273.37	563.18	358.54	327.56	348.71	312.0	277.2	307.69	228.13	358.54	325.29	289.02	262.2	348.71	329.84	444.72	353.59	303.44	341.51	406.31	170.25	66.65	139.07	170.25	65.72
TFCP2	723.08	954.43	371.22	309.83	397.93	432.53	435.55	412.0	285.03	358.54	432.53	412.0	555.41	420.68	473.41	334.46	470.14	325.29	358.54	532.74	466.88	389.72	289.02	403.5	211.31	426.57	356.05	267.73	420.68	348.71	384.34	371.22	297.17	460.44	470.14	277.2	329.84	325.29	403.5	371.22	351.14	329.84	356.05	371.22	473.41	358.54	454.09	327.56	450.94	387.02	312.0	361.04	392.44	361.04	320.8	323.03	473.41	289.02	450.94	463.65	289.02	381.68	473.41	525.39	289.02	327.56	341.51	503.95	470.14	351.14	420.68	409.15	368.65	379.04	438.59	457.25	269.6	423.61	463.65	463.65	271.48	457.25	429.54	384.34	395.18	283.05	595.34	483.38	80.57	381.68	358.54	403.5	258.57	356.05	277.2	301.33	318.57	371.22	435.55	423.61	450.94	366.09	332.14	463.65	381.68	334.46	348.71	409.15	341.51	403.5	373.81	447.82	285.03	309.83	423.61	454.09	271.48	480.04	325.29	457.25	346.29	525.39	164.42	182.55	334.46	177.53	120.94
TGS1	392.44	808.0	130.6	165.57	120.1	185.11	215.77	165.57	212.78	170.25	220.32	178.77	208.38	193.01	159.9	154.42	208.38	197.09	120.1	220.32	232.94	165.57	167.9	220.32	133.36	237.86	155.5	113.56	148.09	180.02	193.01	126.12	156.59	204.07	208.38	107.38	147.06	112.77	223.41	198.47	140.04	158.79	187.71	159.9	170.25	169.07	244.57	157.68	167.9	185.11	157.68	171.45	141.02	142.01	77.79	152.28	234.57	167.9	154.42	211.31	211.31	136.19	303.44	186.4	143.01	258.57	206.94	217.27	206.94	139.07	185.11	163.28	255.0	135.24	147.06	154.42	154.42	246.28	158.79	155.5	143.01	199.85	206.94	176.29	223.41	167.9	194.36	183.82	162.14	133.36	175.07	151.22	178.77	120.1	130.6	149.12	142.01	143.01	162.14	226.54	186.4	202.66	165.57	204.07	159.9	116.78	178.77	156.59	147.06	123.5	154.42	281.09	201.25	130.6	186.4	181.28	153.34	249.73	164.42	85.82	118.43	217.27	79.45	21.63	69.03	64.8	19.39
TLR4	476.71	450.94	2.86	169.07	171.45	387.02	392.44	395.18	155.5	232.94	423.61	579.04	334.46	87.03	283.05	260.38	599.49	204.07	142.01	521.76	480.04	262.2	101.54	371.22	334.46	532.74	231.32	145.02	214.27	128.79	267.73	56.68	183.82	341.51	444.72	246.28	353.59	229.72	638.15	182.55	149.12	190.34	242.88	193.01	392.44	190.34	403.5	214.27	234.57	297.17	132.44	426.57	148.09	175.07	131.51	88.88	559.28	151.22	395.18	733.19	373.81	142.01	1081.39	246.28	214.27	111.99	182.55	361.04	460.44	239.52	660.68	141.02	543.96	128.79	295.11	218.79	136.19	426.57	346.29	147.06	139.07	329.84	285.03	275.28	583.07	141.02	309.83	624.99	46.5	234.57	119.26	156.59	173.85	151.22	102.97	223.41	281.09	202.66	191.67	463.65	251.48	599.49	305.55	201.25	525.39	111.99	134.3	351.14	190.34	197.09	155.5	312.0	248.0	127.0	281.09	151.22	76.71	373.81	215.77	52.82	59.13	120.1	34.26	147.06	9.85	8.58	42.41
TMEM168	536.45	796.86	195.72	152.28	264.03	366.09	253.23	291.04	189.02	231.32	301.33	244.57	529.06	171.45	316.37	251.48	368.65	249.73	141.02	301.33	438.59	291.04	144.01	327.56	316.37	346.29	204.07	148.09	273.37	202.66	229.72	358.54	265.87	366.09	384.34	253.23	341.51	140.04	267.73	175.07	197.09	256.78	239.52	262.2	236.21	223.41	273.37	256.78	279.14	336.79	258.57	224.97	277.2	279.14	183.82	197.09	389.72	214.27	260.38	339.14	307.69	339.14	327.56	221.86	209.84	182.55	221.86	403.5	389.72	295.11	343.89	232.94	295.11	212.78	314.17	275.28	236.21	423.61	463.65	242.88	198.47	239.52	251.48	271.48	318.57	204.07	289.02	356.05	26.86	197.09	202.66	228.13	332.14	195.72	285.03	293.07	356.05	260.38	255.0	371.22	325.29	299.25	269.6	279.14	381.68	237.86	130.6	271.48	215.77	182.55	173.85	291.04	142.01	231.32	291.04	239.52	199.85	423.61	237.86	150.17	153.34	287.01	82.29	82.29	51.71	76.17	77.79
TMEM39A	802.41	620.67	165.57	218.79	111.21	400.71	316.37	314.17	450.94	273.37	514.56	406.31	417.77	194.36	454.09	400.71	575.03	334.46	153.34	587.13	825.0	271.48	232.94	480.04	432.53	511.0	251.48	185.11	480.04	214.27	269.6	180.02	193.01	307.69	271.48	258.57	301.33	121.79	476.71	346.29	171.45	327.56	490.14	339.14	392.44	318.57	748.61	204.07	435.55	336.79	366.09	267.73	231.32	277.2	267.73	305.55	432.53	334.46	249.73	429.54	441.64	267.73	728.11	353.59	167.9	223.41	305.55	457.25	438.59	323.03	329.84	287.01	387.02	176.29	387.02	305.55	426.57	381.68	287.01	253.23	208.38	547.75	260.38	476.71	397.93	312.0	392.44	480.04	223.41	312.0	269.6	368.65	389.72	209.84	295.11	209.84	327.56	187.71	307.69	389.72	497.0	406.31	206.94	258.57	500.46	260.38	283.05	289.02	176.29	297.17	780.44	299.25	255.0	351.14	303.44	353.59	295.11	384.34	316.37	273.37	175.07	267.73	90.77	237.86	92.05	101.54	128.79
TOPBP1	813.63	563.18	392.44	141.02	122.64	323.03	277.2	211.31	206.94	236.21	361.04	373.81	414.87	148.09	327.56	194.36	389.72	242.88	161.02	412.0	599.49	204.07	170.25	283.05	178.77	314.17	217.27	201.25	339.14	109.66	127.0	115.97	127.89	353.59	177.53	85.22	172.65	81.71	295.11	246.28	95.34	169.07	466.88	189.02	253.23	205.5	392.44	208.38	234.57	149.12	228.13	173.85	194.36	208.38	142.01	264.03	303.44	209.84	138.1	320.8	242.88	158.79	500.46	361.04	161.02	155.5	183.82	314.17	299.25	226.54	316.37	316.37	373.81	165.57	264.03	231.32	187.71	287.01	194.36	221.86	147.06	368.65	397.93	269.6	275.28	204.07	511.0	435.55	53.19	201.25	176.29	318.57	124.37	161.02	341.51	223.41	368.65	218.79	258.57	239.52	318.57	301.33	127.0	143.01	334.46	228.13	175.07	127.89	122.64	253.23	239.52	176.29	239.52	281.09	186.4	241.19	187.71	320.8	267.73	221.86	145.02	309.83	86.43	40.64	82.87	115.16	41.22
TPP2	713.11	1111.82	264.03	318.57	460.44	612.11	500.46	483.38	285.03	426.57	629.35	753.83	660.68	450.94	612.11	674.59	633.73	409.15	483.38	547.75	563.18	555.41	406.31	780.44	395.18	651.58	381.68	497.0	607.87	547.75	353.59	224.97	490.14	693.58	563.18	314.17	406.31	193.01	525.39	429.54	348.71	483.38	555.41	426.57	571.05	457.25	529.06	450.94	476.71	575.03	409.15	555.41	460.44	559.28	323.03	638.15	698.41	381.68	373.81	591.22	395.18	392.44	579.04	665.29	532.74	234.57	476.71	547.75	830.75	647.07	476.71	525.39	669.92	525.39	629.35	518.15	497.0	555.41	759.08	490.14	307.69	583.07	669.92	543.96	559.28	366.09	708.18	780.44	143.01	409.15	262.2	624.99	346.29	470.14	559.28	447.82	688.78	414.87	507.46	470.14	575.03	620.67	420.68	368.65	607.87	414.87	420.68	379.04	379.04	567.1	182.55	327.56	381.68	679.29	444.72	470.14	420.68	638.15	473.41	733.19	332.14	620.67	376.41	169.07	325.29	134.3	195.72
U2SURP	1685.71	2875.3	336.79	423.61	532.74	796.86	785.88	759.08	796.86	656.11	848.22	1081.39	1143.1	447.82	1331.57	902.89	974.5	540.19	429.54	1081.39	1286.18	802.41	480.04	981.29	417.77	860.08	409.15	392.44	860.08	441.64	532.74	281.09	638.15	1199.98	1081.39	353.59	470.14	242.88	842.36	642.59	463.65	599.49	1159.07	651.58	802.41	769.69	1096.5	738.29	902.89	1023.0	669.92	591.22	785.88	830.75	412.0	1059.11	1008.9	684.02	438.59	1066.48	559.28	555.41	1427.22	1519.15	543.96	708.18	432.53	1199.98	878.17	819.3	902.89	1023.0	1001.93	669.92	1199.98	941.27	647.07	967.76	633.73	543.96	620.67	941.27	1023.0	819.3	780.44	718.08	1104.13	1286.18	68.55	518.15	713.11	708.18	444.72	660.68	1477.58	718.08	1277.29	559.28	878.17	796.86	830.75	1191.69	361.04	1183.45	1127.35	819.3	607.87	444.72	325.29	988.12	591.22	514.56	579.04	1008.9	567.1	961.07	579.04	1096.5	723.08	1044.52	624.99	1001.93	332.14	29.48	239.52	299.25	61.25
UBXN7	397.93	438.59	212.78	81.14	100.83	301.33	205.5	171.45	101.54	151.22	178.77	221.86	229.72	72.52	231.32	129.69	242.88	209.84	86.43	217.27	202.66	159.9	70.01	165.57	66.65	186.4	83.45	90.14	251.48	56.68	115.16	61.25	94.67	307.69	281.09	110.43	120.94	43.32	157.68	100.13	95.34	100.83	193.01	109.66	187.71	146.03	248.0	108.9	164.42	204.07	114.36	148.09	102.97	126.12	88.26	112.77	214.27	88.88	96.68	343.89	178.77	127.0	194.36	242.88	97.36	121.79	90.14	223.41	221.86	135.24	185.11	104.42	148.09	97.36	166.73	173.85	81.14	153.34	117.6	123.5	108.14	208.38	236.21	147.06	212.78	115.16	205.5	281.09	15.45	169.07	56.28	224.97	79.45	92.05	145.02	88.88	148.09	115.16	127.89	224.97	173.85	231.32	111.99	147.06	237.86	97.36	82.29	142.01	88.88	131.51	67.12	124.37	111.99	145.02	151.22	105.89	75.64	177.53	119.26	102.97	68.07	153.34	47.5	53.95	61.68	22.26	39.22
UTP23	616.37	836.53	82.87	99.43	172.65	228.13	285.03	256.78	197.09	209.84	320.8	309.83	289.02	169.07	295.11	154.42	229.72	212.78	115.16	267.73	258.57	231.32	217.27	220.32	237.86	273.37	178.77	132.44	155.5	255.0	185.11	146.03	244.57	269.6	273.37	171.45	167.9	123.5	244.57	220.32	135.24	172.65	262.2	177.53	178.77	260.38	320.8	187.71	251.48	299.25	181.28	229.72	145.02	220.32	122.64	214.27	351.14	151.22	262.2	307.69	356.05	217.27	336.79	346.29	211.31	223.41	215.77	320.8	269.6	194.36	220.32	205.5	242.88	129.69	279.14	226.54	226.54	262.2	185.11	172.65	147.06	358.54	271.48	258.57	327.56	182.55	229.72	301.33	135.24	269.6	148.09	251.48	193.01	189.02	206.94	151.22	205.5	191.67	185.11	325.29	271.48	265.87	201.25	232.94	241.19	120.1	154.42	223.41	158.79	133.36	194.36	351.14	183.82	199.85	264.03	198.47	255.0	358.54	178.77	343.89	260.38	232.94	66.18	21.63	56.28	67.12	50.27
VEZT	1467.37	1832.01	1259.69	785.88	500.46	1015.93	780.44	674.59	764.36	723.08	780.44	878.17	1594.73	842.36	825.0	733.19	848.22	764.36	536.45	1259.69	1143.1	575.03	571.05	860.08	890.44	1159.07	775.05	674.59	1216.75	796.86	563.18	559.28	629.35	995.0	848.22	583.07	633.73	476.71	738.29	688.78	493.56	743.43	1216.75	591.22	909.17	587.13	1529.73	450.94	599.49	819.3	607.87	620.67	497.0	802.41	688.78	599.49	1001.93	567.1	934.76	981.29	941.27	688.78	1936.53	1340.84	607.87	620.67	587.13	1199.98	1467.37	684.02	1143.1	660.68	708.18	483.38	733.19	703.28	591.22	1073.91	769.69	753.83	507.46	1135.2	947.83	830.75	872.1	633.73	1697.45	884.29	117.6	540.19	909.17	1216.75	802.41	406.31	780.44	466.88	493.56	521.76	743.43	1096.5	819.3	769.69	688.78	1806.78	961.07	629.35	599.49	974.5	507.46	651.58	591.22	896.64	476.71	595.34	669.92	698.41	802.41	947.83	543.96	723.08	679.29	1127.35	287.01	140.04	273.37	251.48	166.73
VPS8	1008.9	872.1	169.07	190.34	277.2	361.04	283.05	287.01	204.07	303.44	412.0	389.72	397.93	180.02	403.5	305.55	674.59	275.28	231.32	450.94	423.61	368.65	346.29	412.0	285.03	356.05	232.94	162.14	285.03	149.12	234.57	156.59	312.0	400.71	366.09	173.85	223.41	130.6	323.03	198.47	205.5	262.2	420.68	334.46	384.34	265.87	387.02	341.51	376.41	318.57	343.89	277.2	248.0	400.71	211.31	312.0	403.5	329.84	191.67	395.18	226.54	281.09	403.5	329.84	226.54	320.8	201.25	426.57	376.41	346.29	329.84	351.14	341.51	289.02	417.77	346.29	267.73	299.25	264.03	307.69	258.57	318.57	351.14	291.04	368.65	301.33	409.15	454.09	91.41	256.78	183.82	258.57	234.57	316.37	567.1	353.59	444.72	265.87	373.81	339.14	341.51	423.61	185.11	336.79	423.61	341.51	173.85	234.57	246.28	353.59	244.57	293.07	253.23	305.55	264.03	264.03	262.2	444.72	323.03	255.0	307.69	289.02	155.5	198.47	139.07	95.34	102.25
WAPAL	693.58	909.17	698.41	348.71	406.31	603.67	536.45	503.95	536.45	406.31	595.34	547.75	500.46	403.5	540.19	454.09	507.46	525.39	348.71	698.41	460.44	503.95	242.88	503.95	373.81	555.41	406.31	463.65	536.45	226.54	480.04	460.44	432.53	612.11	587.13	361.04	454.09	403.5	629.35	543.96	395.18	532.74	480.04	361.04	607.87	423.61	503.95	480.04	457.25	486.75	460.44	511.0	514.56	423.61	417.77	392.44	603.67	381.68	529.06	612.11	497.0	318.57	780.44	444.72	373.81	289.02	314.17	660.68	555.41	457.25	536.45	563.18	547.75	358.54	500.46	480.04	438.59	624.99	555.41	435.55	466.88	480.04	521.76	444.72	575.03	473.41	507.46	579.04	242.88	361.04	450.94	389.72	356.05	334.46	392.44	429.54	470.14	426.57	392.44	490.14	559.28	525.39	341.51	435.55	583.07	403.5	493.56	392.44	392.44	540.19	190.34	381.68	616.37	444.72	426.57	417.77	295.11	395.18	514.56	384.34	466.88	470.14	332.14	158.79	389.72	295.11	152.28
WDR26	1757.34	1819.35	2555.58	723.08	287.01	866.07	854.13	642.59	563.18	656.11	1088.92	921.88	995.0	723.08	796.86	708.18	1259.69	656.11	518.15	1199.98	1051.79	825.0	503.95	1242.34	583.07	1191.69	878.17	660.68	1199.98	532.74	941.27	679.29	476.71	1073.91	941.27	507.46	620.67	490.14	1051.79	638.15	435.55	733.19	860.08	733.19	981.29	665.29	878.17	599.49	718.08	890.44	624.99	733.19	656.11	708.18	567.1	532.74	1066.48	518.15	642.59	1066.48	733.19	470.14	1651.0	813.63	591.22	575.03	669.92	954.43	1051.79	753.83	941.27	1167.14	860.08	551.56	1073.91	638.15	703.28	1066.48	878.17	551.56	684.02	1104.13	842.36	842.36	961.07	733.19	902.89	934.76	199.85	603.67	638.15	1059.11	595.34	595.34	674.59	571.05	738.29	620.67	612.11	884.29	1135.2	921.88	591.22	1059.11	1015.93	591.22	656.11	656.11	575.03	723.08	679.29	665.29	571.05	642.59	563.18	934.76	460.44	1037.29	723.08	470.14	470.14	884.29	309.83	503.95	327.56	325.29	299.25
WHSC1L1	1340.84	3372.43	802.41	373.81	384.34	500.46	647.07	540.19	195.72	599.49	612.11	708.18	679.29	607.87	579.04	532.74	902.89	571.05	412.0	698.41	674.59	854.13	507.46	629.35	273.37	669.92	567.1	466.88	575.03	579.04	432.53	366.09	486.75	928.3	688.78	229.72	395.18	273.37	647.07	406.31	389.72	423.61	633.73	435.55	518.15	334.46	543.96	543.96	503.95	599.49	412.0	497.0	486.75	358.54	236.21	571.05	698.41	253.23	444.72	769.69	514.56	454.09	1322.37	961.07	343.89	353.59	379.04	753.83	860.08	466.88	616.37	656.11	785.88	435.55	674.59	620.67	432.53	476.71	435.55	460.44	429.54	708.18	713.11	571.05	738.29	307.69	743.43	819.3	173.85	514.56	409.15	529.06	206.94	457.25	802.41	480.04	559.28	432.53	579.04	620.67	759.08	713.11	412.0	591.22	665.29	457.25	547.75	426.57	384.34	441.64	271.48	267.73	429.54	591.22	571.05	669.92	211.31	780.44	591.22	339.14	187.71	638.15	190.34	134.3	190.34	94.01	86.43
WRN	299.25	301.33	46.5	55.49	53.19	101.54	109.66	76.17	40.93	60.82	107.38	102.97	132.44	72.01	92.7	79.45	122.64	77.25	50.98	132.44	157.68	102.97	83.45	122.64	55.1	138.1	71.0	76.17	98.04	70.51	46.18	53.57	86.43	141.02	126.12	43.32	72.52	40.64	100.13	50.63	53.57	76.17	61.25	71.0	68.55	53.57	93.35	59.13	80.57	97.36	71.5	76.71	53.57	42.71	41.52	63.89	119.26	55.1	94.67	117.6	79.45	67.59	130.6	121.79	62.56	51.71	61.68	116.78	143.01	91.41	103.69	66.18	78.34	63.0	97.36	77.25	69.03	84.04	96.68	74.58	63.89	90.14	88.88	104.42	110.43	54.33	81.71	126.12	42.11	57.08	43.94	65.72	33.3	47.84	138.1	61.68	93.35	74.58	81.14	105.15	112.77	116.78	66.18	47.5	89.51	80.01	40.93	62.12	53.19	76.17	89.51	63.45	55.49	66.18	76.71	68.55	23.42	167.9	65.26	76.17	30.78	45.53	26.47	13.93	39.79	25.35	21.01
XRN1	441.64	426.57	258.57	93.35	92.05	205.5	239.52	173.85	112.77	139.07	215.77	281.09	221.86	107.38	255.0	176.29	325.29	195.72	81.14	267.73	256.78	169.07	84.04	215.77	112.77	197.09	143.01	88.26	301.33	47.5	149.12	68.55	120.94	285.03	258.57	108.14	105.15	34.02	343.89	107.38	94.67	94.67	305.55	112.77	191.67	139.07	303.44	169.07	177.53	195.72	131.51	140.04	120.94	135.24	76.17	130.6	248.0	152.28	120.94	258.57	183.82	169.07	327.56	223.41	79.45	181.28	101.54	271.48	221.86	118.43	248.0	202.66	351.14	89.51	177.53	181.28	201.25	289.02	138.1	122.64	88.26	246.28	214.27	194.36	226.54	105.15	215.77	353.59	81.71	130.6	169.07	159.9	96.68	92.05	241.19	132.44	209.84	103.69	162.14	212.78	236.21	305.55	123.5	198.47	309.83	139.07	182.55	126.12	63.45	135.24	96.01	130.6	183.82	145.02	132.44	146.03	110.43	183.82	158.79	115.16	134.3	169.07	39.5	16.88	33.06	63.89	43.02
ZBED6	325.29	281.09	54.72	30.78	23.59	269.6	111.99	115.16	22.1	57.08	96.01	147.06	152.28	72.52	173.85	78.34	287.01	89.51	37.85	181.28	157.68	134.3	53.95	186.4	23.76	144.01	76.17	52.45	144.01	27.84	108.14	48.18	44.57	232.94	208.38	48.52	61.68	10.08	130.6	21.16	16.88	23.42	75.64	74.06	92.7	74.06	161.02	54.33	166.73	197.09	68.07	62.12	51.71	55.89	18.43	44.57	206.94	26.67	55.89	232.94	105.89	114.36	218.79	116.78	27.64	27.84	45.85	167.9	101.54	102.97	145.02	77.25	135.24	54.72	177.53	94.01	38.95	223.41	124.37	69.03	52.82	132.44	177.53	95.34	180.02	28.45	101.54	211.31	0.4	70.01	18.7	105.15	33.3	63.45	87.65	46.84	125.24	59.97	71.0	166.73	129.69	191.67	74.06	100.83	239.52	31.0	36.79	70.01	27.44	33.78	14.67	59.55	27.44	79.45	66.65	63.89	32.36	85.22	36.53	47.17	44.89	40.93	24.99	7.0	0.39	1.04	6.67
ZEB2	848.22	2271.4	63.45	486.75	476.71	1268.46	1233.75	1001.93	728.11	728.11	1551.09	988.12	954.43	567.1	954.43	642.59	1286.18	559.28	409.15	1359.57	1143.1	1313.23	708.18	1044.52	432.53	1143.1	703.28	457.25	1044.52	551.56	543.96	599.49	529.06	1159.07	1059.11	473.41	480.04	426.57	941.27	759.08	679.29	679.29	954.43	723.08	954.43	607.87	1066.48	624.99	547.75	703.28	665.29	988.12	529.06	540.19	450.94	476.71	1073.91	329.84	629.35	1628.26	825.0	684.02	2018.8	848.22	483.38	796.86	493.56	1250.98	1044.52	595.34	791.35	785.88	830.75	336.79	981.29	651.58	432.53	521.76	796.86	476.71	733.19	1628.26	961.07	1175.27	1277.29	909.17	842.36	961.07	19.25	607.87	656.11	780.44	283.05	603.67	638.15	591.22	866.07	567.1	616.37	1199.98	1340.84	902.89	540.19	713.11	1304.15	759.08	476.71	723.08	473.41	854.13	665.29	651.58	507.46	1001.93	674.59	769.69	412.0	1111.82	854.13	409.15	575.03	651.58	167.9	208.38	11.47	32.36	74.06
ZKSCAN5	193.01	214.27	55.49	96.68	129.69	161.02	117.6	124.37	108.9	109.66	125.24	132.44	208.38	96.68	162.14	112.77	135.24	92.7	83.45	191.67	214.27	108.14	94.01	120.1	84.04	138.1	98.04	82.29	182.55	96.01	84.63	148.09	100.83	147.06	146.03	77.79	125.24	73.03	142.01	127.89	125.24	113.56	123.5	107.38	123.5	98.04	158.79	97.36	115.97	125.24	135.24	114.36	93.35	109.66	83.45	105.89	148.09	109.66	88.88	156.59	87.03	120.1	167.9	121.79	101.54	164.42	109.66	161.02	122.64	109.66	138.1	113.56	154.42	82.87	111.99	109.66	84.63	117.6	135.24	90.77	76.71	155.5	127.0	125.24	147.06	105.89	132.44	127.89	39.22	109.66	99.43	121.79	96.01	87.03	113.56	119.26	123.5	118.43	93.35	130.6	143.01	128.79	89.51	94.67	181.28	120.1	96.01	104.42	89.51	124.37	93.35	129.69	94.01	92.7	107.38	108.9	86.43	151.22	101.54	166.73	96.01	137.14	46.18	30.12	75.64	54.72	26.28
