	TCGA.W5.AA34.11A.11R.A41I.07	TCGA.W5.AA2I.11A.11R.A41I.07	GTEX.XBEW.1926.SM.4SOJO	TCGA.CV.6939.11A.01R.1915.07	TCGA.KN.8422.01A.11R.2315.07	TCGA.KM.8439.01A.11R.2315.07	TCGA.KN.8433.01A.11R.2315.07	TCGA.KO.8403.01A.11R.2315.07	TCGA.KN.8437.01A.11R.2315.07	GTEX.Y5V6.2026.SM.5IFHO	TCGA.B0.5117.01A.01R.1420.07	TCGA.AK.3453.01A.02R.1277.07	TCGA.AK.3447.01A.01R.1766.07	TCGA.B0.4700.11A.01R.1541.07	TCGA.A4.8311.01A.11R.2404.07	TCGA.BQ.7058.01A.11R.1965.07	TCGA.HE.A5NL.01A.11R.A26U.07	TCGA.IZ.8195.01A.31R.2404.07	TCGA.GL.A4EM.01A.11R.A24Z.07	TCGA.B9.A8YI.01A.21R.A37K.07	TCGA.A4.A5Y0.01A.11R.A31O.07	TCGA.P4.AAVM.01A.11R.A42S.07	TCGA.BQ.5880.01A.11R.1592.07	TCGA.2Z.A9JO.01A.11R.A42S.07	TCGA.2Z.A9JN.01A.21R.A42S.07	TCGA.DW.7963.01B.11R.A28H.07	TCGA.DD.A4NG.01A.11R.A27V.07	TCGA.MR.A520.01A.11R.A266.07	TCGA.NI.A4U2.01A.11R.A28V.07	TCGA.MR.A8JO.01A.12R.A36F.07	TCGA.DD.A3A2.01A.11R.A213.07	TCGA.G3.A3CI.01A.11R.A213.07	TCGA.DD.A39Z.11A.21R.A213.07	TCGA.G3.A3CH.11A.11R.A22L.07	TCGA.DD.A116.11A.12R.A26B.07	TCGA.DD.A3A8.11A.11R.A22L.07	TCGA.DD.A1EH.11A.11R.A131.07	TCGA.BC.A216.11A.11R.A155.07	GTEX.13NYB.1026.SM.5IFH3	GTEX.11ZUS.2526.SM.59872	GTEX.11ZTS.1426.SM.5EQMM	GTEX.WZTO.0626.SM.4PQYY	GTEX.13FTZ.0726.SM.5IFFY	GTEX.Q2AG.1126.SM.48U1P	GTEX.RNOR.1426.SM.48FDJ	GTEX.ZYT6.0626.SM.5E45V	GTEX.QEG4.1826.SM.4R1JN	GTEX.SJXC.1226.SM.4DM78	GTEX.131YS.1626.SM.5HL6C	GTEX.13N2G.0926.SM.5IFGJ	GTEX.11DXY.0526.SM.5EGGQ	GTEX.13112.1426.SM.5EGH8	GTEX.13VXU.0926.SM.5IFFH	TCGA.VQ.A8PD.01A.11R.A414.31	TCGA.D7.8578.01A.21R.2343.13	TCGA.R5.A805.01A.11R.A36D.31	TCGA.HU.A4GY.01A.21R.A24K.31	TCGA.HU.A4H6.01A.11R.A251.31	TCGA.D7.A4Z0.01A.22R.A251.31	TCGA.D7.A6F2.01A.12R.A31P.31	TCGA.RD.A8N0.01A.12R.A36D.31	TCGA.HU.A4G9.01A.11R.A24K.31	TCGA.CD.A48A.01A.12R.A36D.31	TCGA.IN.8462.01A.11R.2343.13	TCGA.HU.A4G3.01A.11R.A24K.31	TCGA.CG.4304.01A.01R.1157.13	TCGA.CD.8534.01A.11R.2343.13	TCGA.VQ.A8PM.01A.21R.A414.31	TCGA.3M.AB47.01A.22R.A414.31	TCGA.BR.A4J8.01A.11R.A251.31	TCGA.D7.8579.01A.11R.2343.13	TCGA.FP.A9TM.01A.11R.A39E.31	TCGA.HU.8244.01A.11R.2343.13	TCGA.HU.8238.01A.11R.2343.13	TCGA.CG.5721.11A.01R.1602.13	GTEX.13113.0726.SM.5LZUF	GTEX.VJYA.1026.SM.4KL21	GTEX.WFON.1126.SM.4LVMA	GTEX.RWS6.0926.SM.47JXE	GTEX.ZLV1.0826.SM.4WWEQ	GTEX.ZVP2.1626.SM.5GU5D	GTEX.ZF2S.1426.SM.57WET	GTEX.1122O.1926.SM.5EGIQ	GTEX.ZXES.1426.SM.5NQ8S	GTEX.Y5V6.1326.SM.4VDTF	GTEX.13FH7.1026.SM.5IJGF	GTEX.Y8LW.0826.SM.4WWDO	GTEX.S4UY.1626.SM.4AD55	GTEX.V1D1.1726.SM.4JBHB	TCGA.DJ.A2Q0.01A.11R.A206.07	TCGA.EM.A1YB.01A.11R.A14Y.07	TCGA.EM.A2OY.01A.11R.A206.07	TCGA.FY.A3R9.01A.11R.A220.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.BJ.A45E.01A.11R.A32Y.07	TCGA.DJ.A1QG.01A.11R.A14Y.07	TCGA.EL.A3H5.01A.11R.A206.07	TCGA.EM.A2CO.01A.11R.A19O.07	TCGA.EM.A3SY.01A.11R.A22U.07	TCGA.EM.A22N.01A.11R.A180.07	TCGA.ET.A25I.01A.11R.A16R.07	TCGA.EM.A3O9.01A.11R.A220.07	TCGA.EM.A2CM.01A.11R.A180.07
TMEM102	93.35	105.89	309.83	141.02	66.65	177.53	183.82	127.89	152.28	182.55	85.82	251.48	53.57	87.65	307.69	68.07	395.18	283.05	463.65	260.38	327.56	253.23	265.87	101.54	275.28	320.8	69.03	111.99	27.44	63.89	36.27	65.26	57.08	76.71	80.01	72.52	76.71	43.94	85.22	28.24	57.49	51.35	44.57	64.34	36.79	49.91	45.21	103.69	39.22	52.45	74.06	80.57	37.85	277.2	232.94	182.55	169.07	201.25	432.53	124.37	151.22	525.39	59.55	236.21	371.22	69.52	244.57	127.0	223.41	194.36	264.03	161.02	353.59	221.86	273.37	253.23	244.57	229.72	231.32	258.57	339.14	194.36	206.94	194.36	193.01	162.14	190.34	208.38	242.88	128.79	90.77	139.07	87.03	94.67	205.5	90.14	88.88	161.02	176.29	152.28	135.24	55.1	110.43
TMEM154	40.07	30.12	14.35	10.39	1.91	1.81	1.39	4.21	2.81	1.48	2.89	3.96	0.38	5.45	16.39	0.99	12.36	2.12	12.93	1.66	0.41	1.81	7.57	3.23	36.27	10.0	26.28	28.65	0.52	13.12	0.55	20.41	10.79	51.35	8.0	4.94	5.02	13.62	10.71	12.83	37.05	1.97	35.76	19.11	11.82	7.63	0.85	0.56	18.29	5.36	0.66	14.45	8.06	87.65	41.22	57.89	108.9	24.81	52.82	9.2	88.88	9.93	24.11	231.32	17.13	41.81	29.27	30.56	20.26	6.01	43.32	57.49	9.2	20.56	24.63	11.21	29.91	24.46	2.76	15.0	63.0	157.68	52.45	92.7	19.11	45.21	46.18	29.06	30.56	4.43	3.63	1.97	18.84	22.92	25.72	63.45	36.27	3.14	4.66	6.73	19.25	5.96	9.2
TMEM248	934.76	842.36	723.08	884.29	954.43	769.69	1096.5	1685.71	830.75	1066.48	1529.73	1794.29	884.29	1233.75	1519.15	921.88	1651.0	866.07	836.53	785.88	842.36	988.12	988.12	988.12	1127.35	1662.49	1447.15	934.76	791.35	842.36	921.88	981.29	848.22	819.3	718.08	728.11	878.17	791.35	693.58	819.3	1081.39	679.29	1051.79	967.76	703.28	769.69	928.3	769.69	819.3	1051.79	733.19	808.0	1015.93	2075.59	3901.01	2796.65	2209.26	2148.82	2090.03	2148.82	2520.38	2271.4	1628.26	1844.76	2816.11	3349.13	5555.65	1733.13	1529.73	2061.24	3372.43	2875.3	2777.33	3257.52	1561.89	1963.57	2400.97	1508.65	1551.09	1819.35	2090.03	2555.58	2255.7	1977.24	1991.0	2758.13	2224.63	1819.35	1397.83	1175.27	842.36	1857.6	1104.13	1208.34	1397.83	1407.55	1340.84	1304.15	1143.1	1427.22	1369.04	928.3	1242.34
TMEM30B	281.09	205.5	759.08	307.69	830.75	447.82	1096.5	2061.24	738.29	447.82	1233.75	4.35	808.0	403.5	1.93	4.98	3.86	5.92	52.45	87.03	4.21	0.38	19.39	13.62	825.0	34.26	93.35	115.16	197.09	51.71	194.36	95.34	164.42	177.53	155.5	122.64	155.5	163.28	323.03	341.51	563.18	187.71	493.56	450.94	518.15	232.94	255.0	242.88	285.03	420.68	361.04	400.71	463.65	688.78	1001.93	1008.9	249.73	547.75	1135.2	1023.0	825.0	1340.84	934.76	909.17	981.29	808.0	599.49	1594.73	848.22	438.59	866.07	981.29	1096.5	1359.57	1331.57	1015.93	1225.22	1030.12	1001.93	890.44	1044.52	1037.29	995.0	723.08	928.3	808.0	1030.12	1066.48	791.35	460.44	444.72	796.86	785.88	961.07	226.54	1059.11	583.07	620.67	279.14	591.22	860.08	376.41	1015.93
TMEM87B	84.04	78.34	579.04	186.4	255.0	83.45	140.04	199.85	205.5	133.36	135.24	95.34	108.14	153.34	150.17	57.08	125.24	76.17	125.24	78.34	135.24	104.42	90.14	82.29	249.73	113.56	120.94	68.55	78.89	113.56	68.07	58.3	51.71	80.57	87.65	55.1	68.55	102.25	75.64	36.01	76.17	41.22	61.25	96.68	75.64	32.13	32.13	46.18	52.08	102.25	43.63	58.71	76.71	775.05	688.78	759.08	525.39	642.59	703.28	733.19	579.04	728.11	476.71	320.8	620.67	941.27	339.14	507.46	521.76	447.82	483.38	819.3	575.03	638.15	279.14	368.65	373.81	318.57	258.57	325.29	376.41	514.56	309.83	325.29	248.0	320.8	387.02	351.14	423.61	116.78	126.12	172.65	241.19	228.13	206.94	256.78	249.73	152.28	113.56	178.77	244.57	120.1	193.01
TNKS2	264.03	177.53	221.86	503.95	120.1	164.42	130.6	159.9	403.5	260.38	127.0	429.54	77.79	371.22	273.37	117.6	229.72	205.5	155.5	223.41	185.11	181.28	172.65	151.22	334.46	265.87	457.25	164.42	96.01	173.85	158.79	145.02	150.17	193.01	197.09	111.99	162.14	175.07	180.02	132.44	289.02	206.94	205.5	320.8	248.0	173.85	185.11	221.86	307.69	214.27	194.36	193.01	273.37	665.29	441.64	363.56	642.59	323.03	486.75	379.04	595.34	486.75	224.97	339.14	384.34	579.04	483.38	400.71	423.61	368.65	466.88	497.0	301.33	417.77	255.0	406.31	441.64	412.0	206.94	332.14	400.71	438.59	325.29	420.68	248.0	403.5	343.89	366.09	358.54	514.56	299.25	503.95	429.54	353.59	299.25	493.56	301.33	368.65	395.18	583.07	348.71	221.86	409.15
TPM4	638.15	426.57	3515.68	3325.99	559.28	2835.7	629.35	1819.35	4210.15	1529.73	2468.49	2417.67	218.79	3589.58	3235.01	909.17	2104.58	1697.45	1733.13	860.08	2645.74	1322.37	2895.31	651.58	4639.29	2591.27	2855.44	698.41	1259.69	6745.86	480.04	1088.92	500.46	928.3	728.11	775.05	718.08	1088.92	674.59	368.65	1183.45	299.25	384.34	1331.57	1135.2	457.25	212.78	536.45	1628.26	808.0	733.19	1721.16	743.43	9474.59	10959.3	8963.45	7966.99	8658.09	8134.41	3794.3	7433.4	3982.99	5183.54	13872.08	7749.1	8022.41	7230.1	6164.49	9673.69	8191.0	7280.4	6294.04	3639.7	10733.74	7280.4	5751.61	5751.61	4388.98	3467.27	5112.16	7537.18	4704.07	3716.2	5751.61	3928.15	6699.25	4010.71	5041.77	4769.75	2997.45	2701.35	1225.22	1540.37	1685.71	3982.99	2855.44	11745.96	3060.45	1350.18	2485.67	2434.5	2367.9	1844.76
TRIM11	125.24	107.38	521.76	156.59	202.66	223.41	289.02	187.71	202.66	134.3	171.45	133.36	169.07	186.4	224.97	167.9	289.02	178.77	234.57	202.66	191.67	241.19	269.6	199.85	220.32	264.03	339.14	100.13	123.5	295.11	113.56	136.19	153.34	122.64	93.35	115.97	136.19	106.63	187.71	121.79	107.38	258.57	112.77	159.9	142.01	94.67	146.03	131.51	84.63	167.9	75.64	122.64	68.07	497.0	476.71	423.61	381.68	579.04	387.02	656.11	271.48	420.68	325.29	336.79	454.09	291.04	417.77	414.87	376.41	571.05	387.02	444.72	718.08	463.65	287.01	450.94	392.44	363.56	341.51	420.68	493.56	379.04	373.81	403.5	305.55	295.11	423.61	381.68	412.0	236.21	217.27	327.56	193.01	289.02	414.87	269.6	226.54	318.57	191.67	325.29	265.87	226.54	307.69
UBALD2	575.03	571.05	1397.83	1001.93	629.35	836.53	775.05	915.51	688.78	616.37	521.76	769.69	1250.98	595.34	825.0	591.22	928.3	753.83	1216.75	647.07	1242.34	307.69	947.83	612.11	1388.16	1081.39	743.43	743.43	860.08	1242.34	503.95	1066.48	503.95	921.88	441.64	1127.35	563.18	934.76	511.0	1572.76	656.11	441.64	373.81	423.61	343.89	341.51	915.51	426.57	417.77	358.54	271.48	490.14	175.07	1286.18	2915.45	1883.54	1208.34	2777.33	1295.13	1175.27	1096.5	1295.13	3257.52	3124.78	1857.6	1950.0	3716.2	2047.0	1208.34	1721.16	1757.34	1437.15	3716.2	1977.24	4671.57	4736.79	2573.36	1909.85	3419.52	3190.46	3768.09	1498.22	3874.05	2555.58	1628.26	2739.08	2682.69	1697.45	1685.71	1378.57	928.3	1277.29	928.3	1199.98	1685.71	1242.34	1572.76	995.0	559.28	1216.75	1151.06	1066.48	1674.06
UBAP2	161.02	125.24	373.81	575.03	170.25	202.66	128.79	244.57	258.57	181.28	236.21	211.31	26.86	277.2	392.44	244.57	316.37	249.73	346.29	258.57	356.05	258.57	208.38	142.01	299.25	220.32	226.54	119.26	81.71	295.11	107.38	185.11	89.51	92.05	109.66	115.97	93.35	107.38	102.97	98.73	158.79	185.11	98.73	154.42	167.9	75.64	98.73	80.57	187.71	116.78	142.01	108.9	94.67	909.17	480.04	486.75	769.69	1857.6	796.86	954.43	624.99	802.41	753.83	1030.12	947.83	444.72	480.04	813.63	915.51	848.22	718.08	651.58	708.18	941.27	490.14	507.46	441.64	450.94	289.02	379.04	493.56	532.74	483.38	490.14	358.54	397.93	341.51	547.75	536.45	164.42	206.94	172.65	198.47	297.17	297.17	256.78	232.94	256.78	154.42	291.04	256.78	136.19	314.17
UBN1	224.97	150.17	409.15	490.14	265.87	198.47	221.86	185.11	318.57	287.01	182.55	447.82	28.04	299.25	275.28	267.73	314.17	314.17	244.57	209.84	211.31	267.73	185.11	180.02	339.14	249.73	269.6	199.85	133.36	226.54	162.14	162.14	120.1	155.5	166.73	132.44	114.36	133.36	157.68	144.01	120.94	163.28	113.56	198.47	131.51	161.02	187.71	105.15	111.21	177.53	143.01	100.13	117.6	607.87	563.18	511.0	567.1	493.56	480.04	1066.48	438.59	373.81	334.46	417.77	486.75	543.96	647.07	540.19	389.72	381.68	536.45	571.05	571.05	540.19	339.14	493.56	423.61	232.94	239.52	392.44	476.71	389.72	379.04	567.1	339.14	466.88	466.88	429.54	336.79	384.34	212.78	239.52	248.0	264.03	320.8	312.0	297.17	346.29	273.37	358.54	262.2	209.84	258.57
VPS37B	127.89	103.69	1583.71	480.04	941.27	543.96	651.58	432.53	368.65	314.17	525.39	264.03	363.56	444.72	429.54	251.48	830.75	249.73	397.93	193.01	307.69	234.57	318.57	215.77	599.49	674.59	99.43	65.26	90.77	197.09	132.44	161.02	93.35	171.45	115.16	242.88	131.51	167.9	212.78	368.65	181.28	176.29	83.45	267.73	256.78	97.36	197.09	182.55	161.02	178.77	98.73	204.07	209.84	1397.83	1081.39	1769.57	684.02	1059.11	1277.29	599.49	1437.15	1191.69	785.88	2701.35	928.3	1322.37	1417.35	961.07	620.67	607.87	1081.39	1225.22	1159.07	2209.26	1340.84	1304.15	1159.07	1286.18	1487.87	1225.22	1769.57	1066.48	1529.73	1159.07	1225.22	1111.82	1487.87	1991.0	1322.37	579.04	587.13	426.57	575.03	466.88	575.03	373.81	392.44	642.59	470.14	547.75	514.56	381.68	432.53
WASF2	171.45	120.1	988.12	902.89	525.39	540.19	624.99	305.55	733.19	775.05	403.5	591.22	138.1	974.5	890.44	567.1	624.99	961.07	642.59	529.06	902.89	656.11	642.59	583.07	718.08	665.29	164.42	181.28	201.25	595.34	151.22	234.57	153.34	183.82	202.66	126.12	138.1	231.32	183.82	98.04	142.01	185.11	120.94	223.41	193.01	122.64	171.45	117.6	175.07	198.47	113.56	108.9	90.77	2075.59	1096.5	1819.35	1662.49	1572.76	1639.59	1295.13	1870.53	1467.37	1059.11	1769.57	1508.65	1617.0	1037.29	1259.69	1697.45	1427.22	1551.09	1427.22	1183.45	934.76	1397.83	1551.09	1259.69	1250.98	1001.93	1268.46	1583.71	1233.75	1151.06	1674.06	1427.22	2119.22	1605.83	1417.35	1340.84	872.1	780.44	728.11	647.07	753.83	748.61	808.0	1023.0	738.29	665.29	872.1	775.05	603.67	884.29
WDR1	1950.0	1322.37	4419.52	2997.45	10808.41	3847.29	4123.49	5219.6	3955.48	5329.3	6294.04	3349.13	2915.45	4123.49	3794.3	2997.45	3564.78	3515.68	4671.57	5147.73	5076.84	4210.15	3955.48	6079.61	4937.99	3716.2	1991.0	1697.45	1487.87	2915.45	1662.49	2004.85	890.44	1685.71	1388.16	1819.35	1143.1	1191.69	1250.98	909.17	1427.22	796.86	1183.45	1135.2	890.44	1073.91	981.29	1001.93	1216.75	1008.9	1167.14	1059.11	909.17	3928.15	5366.37	3901.01	2935.74	2875.3	4836.35	3103.19	3146.52	3395.89	3395.89	3639.7	4607.24	3690.52	2047.0	3716.2	3564.78	2645.74	4802.93	4607.24	4181.07	2997.45	4388.98	4038.61	4512.4	3928.15	3928.15	4512.4	4607.24	4298.64	3794.3	5147.73	3395.89	5441.3	3372.43	4038.61	3928.15	4512.4	4328.55	3280.18	2915.45	2319.15	3349.13	3349.13	3257.52	3443.31	4010.71	3901.01	3039.3	5441.3	3039.3
WIZ	279.14	246.28	389.72	339.14	547.75	518.15	921.88	591.22	511.0	295.11	463.65	332.14	72.52	293.07	476.71	356.05	329.84	371.22	307.69	417.77	269.6	253.23	417.77	295.11	339.14	256.78	293.07	384.34	239.52	473.41	273.37	389.72	221.86	264.03	249.73	249.73	198.47	256.78	234.57	242.88	198.47	275.28	190.34	435.55	323.03	193.01	260.38	253.23	228.13	351.14	211.31	185.11	221.86	825.0	872.1	507.46	708.18	476.71	688.78	693.58	521.76	769.69	764.36	718.08	728.11	420.68	860.08	703.28	743.43	738.29	890.44	642.59	759.08	848.22	454.09	620.67	620.67	624.99	450.94	733.19	532.74	595.34	684.02	470.14	567.1	616.37	473.41	738.29	713.11	387.02	346.29	353.59	295.11	363.56	473.41	376.41	555.41	387.02	368.65	426.57	318.57	559.28	423.61
XYLT1	2.48	1.91	105.89	40.64	3.86	4.06	29.91	17.0	17.0	20.71	8.71	4.03	0.79	37.32	4.66	14.03	19.82	17.0	17.13	2.94	12.27	5.54	16.15	13.42	5.59	10.55	4.46	3.26	3.17	14.14	3.38	3.99	3.2	6.52	4.31	2.2	7.75	8.71	2.76	6.01	7.11	2.66	0.36	18.97	3.35	1.3	1.01	2.61	7.4	12.55	1.83	3.89	3.82	135.24	204.07	122.64	187.71	60.82	170.25	214.27	115.97	70.51	108.9	73.54	90.14	134.3	136.19	75.11	82.29	173.85	172.65	194.36	127.89	133.36	63.0	91.41	113.56	48.52	51.35	92.7	100.83	71.0	49.91	93.35	65.72	111.21	82.29	69.03	37.32	108.9	25.17	15.0	36.01	27.44	31.9	40.36	71.0	16.15	49.56	23.25	25.17	79.45	48.87
ZBTB21	67.59	50.98	74.58	64.34	86.43	106.63	120.94	113.56	221.86	137.14	53.57	105.89	47.5	172.65	86.43	21.01	62.56	54.33	23.42	45.53	79.45	47.5	38.95	34.02	66.65	41.81	80.01	59.13	60.82	85.22	55.1	78.34	106.63	53.19	48.52	28.65	87.03	226.54	51.71	68.55	115.97	69.03	64.8	122.64	49.56	33.78	69.52	57.08	77.79	173.85	45.85	59.13	56.68	119.26	289.02	120.1	123.5	70.01	181.28	126.12	327.56	96.01	57.49	236.21	131.51	208.38	156.59	191.67	88.88	86.43	132.44	112.77	98.04	108.9	53.95	98.04	139.07	85.82	79.45	107.38	117.6	130.6	115.16	92.7	107.38	90.14	128.79	195.72	76.71	84.63	96.01	76.71	81.14	60.39	68.07	66.65	53.57	101.54	108.9	148.09	55.1	81.14	80.01
ZBTB7A	221.86	187.71	518.15	262.2	457.25	426.57	579.04	301.33	400.71	226.54	376.41	305.55	47.17	253.23	287.01	267.73	291.04	289.02	209.84	218.79	218.79	205.5	265.87	172.65	414.87	231.32	269.6	178.77	105.15	275.28	165.57	173.85	180.02	187.71	189.02	108.9	148.09	185.11	152.28	139.07	134.3	154.42	133.36	271.48	226.54	204.07	159.9	138.1	134.3	208.38	237.86	229.72	150.17	928.3	866.07	723.08	854.13	1015.93	1208.34	974.5	759.08	1191.69	954.43	988.12	902.89	483.38	1151.06	679.29	738.29	1225.22	1008.9	764.36	954.43	1119.56	813.63	842.36	995.0	460.44	567.1	878.17	728.11	796.86	698.41	769.69	599.49	961.07	603.67	928.3	599.49	209.84	237.86	234.57	269.6	289.02	318.57	277.2	403.5	212.78	228.13	303.44	275.28	269.6	265.87
ZC3H12A	158.79	90.77	353.59	155.5	167.9	165.57	144.01	55.49	96.68	24.28	84.63	38.67	3.63	201.25	248.0	52.45	226.54	42.11	85.82	27.84	34.02	45.21	33.3	61.68	258.57	99.43	249.73	71.5	72.01	181.28	53.95	154.42	187.71	73.54	103.69	144.01	206.94	241.19	262.2	136.19	376.41	158.79	100.13	141.02	96.68	66.65	122.64	122.64	88.88	229.72	129.69	103.69	77.25	1191.69	540.19	1605.83	267.73	629.35	753.83	583.07	890.44	1508.65	420.68	928.3	591.22	1674.06	185.11	1350.18	934.76	231.32	902.89	902.89	633.73	1001.93	536.45	368.65	1733.13	281.09	371.22	381.68	836.53	397.93	305.55	503.95	187.71	329.84	698.41	387.02	454.09	34.51	80.01	27.44	82.29	54.33	236.21	30.78	125.24	47.5	64.8	43.02	49.91	54.33	88.88
ZDHHC21	45.85	37.85	95.34	56.28	138.1	84.63	48.87	143.01	204.07	71.5	119.26	70.01	80.57	105.15	128.79	26.67	75.64	44.25	42.71	60.82	53.95	35.5	43.02	51.71	140.04	49.91	44.57	27.44	38.12	56.68	22.26	30.78	29.06	25.91	31.0	7.75	28.45	36.79	34.02	8.51	30.12	24.11	25.35	43.94	45.85	14.03	10.79	17.13	43.02	39.22	13.22	16.75	34.02	158.79	88.88	109.66	198.47	66.65	206.94	95.34	164.42	103.69	48.87	98.04	107.38	106.63	78.89	93.35	146.03	62.56	101.54	147.06	78.89	72.52	39.5	102.25	71.5	87.65	43.02	120.94	226.54	221.86	100.83	145.02	66.65	66.18	147.06	82.29	104.42	52.45	83.45	75.11	152.28	99.43	65.72	128.79	61.68	71.0	52.08	93.35	97.36	49.91	103.69
ZFP36L2	928.3	679.29	3515.68	1340.84	921.88	1467.37	1001.93	579.04	1127.35	941.27	703.28	796.86	248.0	1388.16	1697.45	620.67	1628.26	1059.11	1023.0	1191.69	1605.83	872.1	1066.48	651.58	4268.94	1259.69	748.61	915.51	591.22	1304.15	406.31	551.56	497.0	1295.13	595.34	753.83	688.78	1467.37	748.61	813.63	995.0	934.76	808.0	1242.34	1268.46	1225.22	961.07	1277.29	2104.58	1639.59	785.88	1685.71	1583.71	5041.77	5479.15	2537.92	5479.15	3325.99	4419.52	3690.52	3901.01	3103.19	3280.18	5041.77	2303.12	6337.83	5995.9	4575.41	3982.99	3467.27	4038.61	4512.4	2645.74	4181.07	2997.45	2796.65	1963.57	1794.29	1883.54	3540.14	4010.71	7537.18	2075.59	3742.05	3168.41	2537.92	2451.44	3419.52	4095.0	1096.5	2018.8	1151.06	1697.45	1242.34	2537.92	1745.2	2224.63	1066.48	1059.11	1199.98	1551.09	1066.48	1225.22
ZNF142	67.59	35.5	183.82	289.02	122.64	139.07	115.16	64.8	221.86	161.02	74.58	106.63	6.26	189.02	269.6	122.64	182.55	100.83	134.3	145.02	90.77	98.04	119.26	108.14	194.36	100.83	111.99	66.18	49.91	126.12	56.28	69.52	49.21	45.85	63.45	46.84	26.1	50.98	59.55	31.22	31.0	67.59	33.06	57.08	55.49	38.95	44.57	40.07	50.98	57.49	56.28	29.06	19.25	457.25	384.34	353.59	363.56	208.38	316.37	432.53	403.5	343.89	409.15	208.38	255.0	283.05	323.03	336.79	220.32	275.28	409.15	450.94	262.2	291.04	169.07	275.28	251.48	209.84	164.42	239.52	287.01	220.32	289.02	269.6	173.85	232.94	211.31	320.8	312.0	111.99	111.99	94.01	147.06	169.07	199.85	143.01	115.97	114.36	91.41	123.5	121.79	65.72	112.77
ZNF207	1350.18	890.44	1721.16	1508.65	954.43	836.53	872.1	1369.04	1259.69	995.0	1313.23	1175.27	1175.27	1721.16	2090.03	1268.46	1794.29	1508.65	1322.37	1175.27	2193.99	1216.75	1397.83	1199.98	1427.22	1119.56	1685.71	981.29	1183.45	1832.01	674.59	934.76	830.75	1044.52	954.43	791.35	780.44	866.07	1119.56	532.74	1286.18	830.75	791.35	1001.93	860.08	595.34	555.41	733.19	995.0	825.0	679.29	1030.12	708.18	3103.19	2417.67	3325.99	3060.45	2018.8	2573.36	3081.75	3372.43	2400.97	2855.44	3280.18	3146.52	3742.05	4607.24	2682.69	2796.65	2018.8	2645.74	3060.45	2485.67	2502.97	2075.59	2133.97	1819.35	2255.7	1388.16	1936.53	2816.11	2627.46	2090.03	2148.82	1806.78	1936.53	2240.11	2485.67	2537.92	1572.76	1662.49	1331.57	2163.77	2119.22	1844.76	2520.38	2591.27	1572.76	1977.24	1605.83	1923.14	1250.98	2271.4
ZNF440	43.94	28.65	348.71	61.68	102.25	86.43	55.89	115.97	125.24	95.34	98.04	80.57	29.7	114.36	205.5	35.25	120.1	64.34	35.5	64.34	57.08	58.71	25.91	40.07	137.14	63.0	71.0	30.12	29.91	82.87	31.67	31.45	31.0	28.86	34.02	13.03	25.35	33.3	36.27	27.64	33.06	41.22	34.02	62.12	43.63	33.3	31.45	17.25	63.0	26.1	27.25	37.32	36.01	305.55	178.77	309.83	226.54	171.45	258.57	414.87	295.11	295.11	503.95	384.34	224.97	177.53	447.82	175.07	256.78	389.72	339.14	395.18	215.77	169.07	111.21	237.86	197.09	205.5	212.78	256.78	220.32	181.28	212.78	389.72	157.68	154.42	234.57	507.46	167.9	72.01	74.58	85.82	64.34	80.57	67.12	71.5	48.87	52.08	105.89	113.56	71.0	91.41	57.08
ZNF562	86.43	77.79	185.11	152.28	100.83	100.83	103.69	134.3	178.77	83.45	122.64	142.01	49.21	187.71	156.59	43.02	91.41	75.11	59.55	129.69	104.42	85.82	66.18	79.45	120.1	61.25	108.9	71.5	74.06	134.3	75.11	84.04	53.95	97.36	60.39	28.04	50.27	96.68	70.51	70.01	77.25	53.95	62.12	75.11	64.8	52.82	72.01	29.91	74.58	92.7	60.39	55.89	84.04	381.68	231.32	384.34	297.17	211.31	406.31	211.31	299.25	293.07	178.77	341.51	231.32	223.41	395.18	223.41	198.47	318.57	450.94	325.29	212.78	193.01	110.43	242.88	150.17	82.29	144.01	183.82	218.79	198.47	258.57	256.78	190.34	116.78	176.29	165.57	183.82	163.28	135.24	134.3	102.97	94.67	78.89	128.79	90.77	117.6	176.29	197.09	110.43	143.01	132.44
ZNFX1	115.97	144.01	248.0	325.29	177.53	166.73	318.57	325.29	244.57	293.07	325.29	283.05	51.35	320.8	500.46	152.28	295.11	221.86	228.13	152.28	172.65	206.94	163.28	164.42	303.44	186.4	253.23	88.88	110.43	181.28	128.79	96.01	98.04	186.4	142.01	82.87	90.14	107.38	221.86	221.86	115.16	87.03	73.54	183.82	94.01	108.9	180.02	76.17	63.89	100.13	120.94	87.03	82.87	928.3	1135.2	753.83	738.29	599.49	543.96	836.53	511.0	297.17	743.43	444.72	412.0	473.41	674.59	872.1	423.61	656.11	954.43	733.19	802.41	1135.2	373.81	320.8	361.04	220.32	249.73	277.2	450.94	275.28	307.69	329.84	241.19	473.41	299.25	368.65	341.51	255.0	217.27	239.52	218.79	295.11	450.94	318.57	381.68	346.29	260.38	343.89	332.14	223.41	237.86
