	TCGA.ZF.AA4N.01A.11R.A38B.07	TCGA.BT.A20X.01A.11R.A16R.07	TCGA.FD.A43Y.01A.21R.A26T.07	TCGA.PQ.A6FI.01A.11R.A31N.07	TCGA.CU.A3YL.01A.11R.A22U.07	TCGA.DK.A3IM.01A.11R.A20F.07	TCGA.BT.A42E.01A.11R.A23W.07	TCGA.G2.A3IB.01A.11R.A20F.07	TCGA.FD.A3N6.01A.11R.A21D.07	TCGA.ZF.AA4W.01A.12R.A38B.07	TCGA.G2.A2EJ.01A.11R.A180.07	TCGA.C4.A0F1.01A.11R.A034.07	GTEX.U3ZN.1626.SM.4DXTZ	TCGA.IR.A3LC.01A.11R.A213.07	TCGA.C5.A1ML.01A.11R.A14Y.07	TCGA.C5.A902.01A.11R.A37O.07	TCGA.UC.A7PD.01A.11R.A352.07	TCGA.JW.A5VI.01A.11R.A28H.07	TCGA.C5.A7CL.01A.11R.A32P.07	TCGA.ZJ.A8QQ.01A.11R.A37O.07	TCGA.C5.A907.01A.11R.A37O.07	TCGA.C5.A2LV.01A.11R.A18M.07	TCGA.EK.A2RE.01A.11R.A18M.07	TCGA.GH.A9DA.01A.21R.A37O.07	TCGA.VS.A950.01A.11R.A42T.07	TCGA.EK.A2H0.01A.11R.A180.07	TCGA.Z6.A8JD.01A.11R.A36D.31	TCGA.LN.A8HZ.01A.11R.A36D.31	TCGA.LN.A8I0.01A.11R.A36D.31	TCGA.L5.A88W.01A.11R.A354.31	TCGA.JY.A93F.01A.21R.A37I.31	TCGA.IG.A3I8.01A.11R.A24K.31	TCGA.LN.A7HV.01A.21R.A354.31	TCGA.LN.A49U.01A.31R.A260.31	TCGA.VR.A8EZ.01A.11R.A36D.31	TCGA.VR.A8ET.01A.11R.A406.31	TCGA.LN.A49M.01A.21R.A260.31	TCGA.LN.A4MR.01A.11R.A28J.31	TCGA.LN.A49K.01A.11R.A24K.31	TCGA.LN.A49R.01A.11R.A24K.31	TCGA.Z6.A9VB.01A.21R.A37I.31	TCGA.LN.A4A9.01A.11R.A28J.31	TCGA.V5.AASV.01A.11R.A38D.31	TCGA.LN.A8I1.01A.11R.A36D.31	TCGA.L5.A4OM.01A.11R.A260.31	TCGA.IG.A97I.01A.11R.A38D.31	TCGA.LN.A7HZ.01A.31R.A354.31	TCGA.V5.A7RC.01B.11R.A406.31	TCGA.IG.A3QL.01A.11R.A24K.31	TCGA.IG.A6QS.01A.12R.A336.31	TCGA.L5.A43H.01A.11R.A24K.31	TCGA.CV.A45U.01A.12R.A24H.07	TCGA.CV.6961.01A.21R.1915.07	TCGA.CV.5970.01A.11R.1686.07	TCGA.BB.8601.01A.11R.2403.07	TCGA.CN.4726.01A.01R.1436.07	TCGA.F7.A50J.01A.21R.A28V.07	TCGA.BA.5556.01A.01R.1514.07	TCGA.CQ.7063.01A.11R.2403.07	TCGA.CV.7183.01A.11R.2016.07	TCGA.P3.A6T3.01A.11R.A34R.07	TCGA.CQ.A4CE.01A.11R.A266.07	TCGA.D6.A4Z9.01A.11R.A24Z.07	TCGA.BB.7863.01A.11R.2232.07	TCGA.CN.4734.01A.01R.1436.07	TCGA.C9.A480.01A.12R.A24H.07	TCGA.HD.8634.01A.11R.2403.07	TCGA.CN.5365.01A.01R.1436.07	TCGA.DQ.7592.01A.11R.2081.07	TCGA.BA.5557.01A.01R.1514.07	TCGA.CQ.6222.01A.11R.1915.07	TCGA.BB.4227.01A.01R.1873.07	TCGA.CR.6493.01A.11R.1873.07	TCGA.UF.A7JH.01A.21R.A34R.07	TCGA.CV.7252.01A.11R.2016.07	TCGA.CV.6959.01A.11R.1915.07	TCGA.H7.7774.01A.21R.2081.07	TCGA.CV.A6JY.01A.11R.A31N.07	TCGA.CV.A465.01A.11R.A266.07	TCGA.CV.A45O.01A.21R.A24H.07	TCGA.BA.4076.01A.01R.1436.07	TCGA.CV.A463.01A.11R.A266.07	TCGA.T2.A6X2.01A.12R.A34R.07	TCGA.IQ.7631.01A.11R.2081.07	TCGA.CN.4729.01A.01R.1436.07	TCGA.CR.7395.01A.11R.2016.07	TCGA.CV.7253.01A.11R.2016.07	TCGA.CR.6471.01A.11R.1873.07	TCGA.CN.4722.01A.01R.1436.07	TCGA.CV.5979.01A.11R.1686.07	TCGA.MT.A51W.01A.21R.A266.07	TCGA.CR.7372.01A.11R.2016.07	TCGA.H7.A6C4.01A.11R.A30B.07	TCGA.BB.A5HZ.01A.21R.A28V.07	TCGA.CN.A49A.01A.11R.A24H.07	TCGA.CV.5434.01A.01R.1686.07	TCGA.CV.5977.01A.11R.1686.07	TCGA.CN.A63V.01A.11R.A466.07	TCGA.CV.7434.01A.11R.2132.07	TCGA.CR.7394.01A.11R.2016.07	TCGA.CV.6953.01A.11R.1915.07	TCGA.CV.A45P.01A.11R.A24H.07	TCGA.CQ.5331.01A.02R.1873.07	TCGA.CN.4725.01A.01R.1436.07	TCGA.BB.A6UO.01A.12R.A34R.07	TCGA.BA.5151.01A.01R.1436.07	TCGA.CN.6998.01A.23R.2016.07	TCGA.CN.5369.01A.01R.1436.07	TCGA.F7.A61S.01A.11R.A28V.07	TCGA.UF.A71E.01A.31R.A34R.07	TCGA.CN.6018.01A.11R.1686.07	TCGA.BA.5558.01A.01R.1514.07	TCGA.CV.7432.01A.11R.2132.07	TCGA.CQ.A4CD.01A.21R.A24Z.07	TCGA.CQ.6223.01A.11R.1915.07	TCGA.IQ.A61J.01A.11R.A30B.07	TCGA.CR.7401.01A.11R.2016.07	TCGA.CQ.6229.01A.11R.1915.07	TCGA.CX.7085.01A.21R.2016.07	TCGA.DQ.5629.01A.01R.1873.07	TCGA.CQ.6220.01A.11R.1915.07	TCGA.CR.6491.01A.11R.1873.07	TCGA.CV.A45V.01A.21R.A24Z.07	TCGA.D6.A4ZB.01A.11R.A24Z.07	TCGA.IQ.7632.01A.11R.2081.07	TCGA.CN.A642.01A.12R.A30B.07	TCGA.CQ.5324.01A.01R.1686.07	TCGA.UF.A7JC.01A.21R.A34R.07	TCGA.CV.A45Y.01A.11R.A24Z.07	TCGA.P3.A6T7.01A.11R.A34R.07	TCGA.CQ.6218.01A.11R.1915.07	TCGA.RS.A6TO.01A.32R.A34R.07	TCGA.CN.4742.01A.02R.1514.07	TCGA.CQ.5332.01A.01R.1686.07	TCGA.UF.A7J9.01A.12R.A34R.07	TCGA.CV.6952.01A.11R.1915.07	TCGA.CQ.7071.01A.12R.A30B.07	TCGA.CQ.5326.01A.01R.1873.07	TCGA.CV.6945.01A.11R.1915.07	TCGA.CV.6003.01A.11R.1686.07	TCGA.CV.7411.01A.11R.2081.07	TCGA.CV.7423.01A.11R.2081.07	TCGA.CV.7425.01A.11R.2081.07	TCGA.MT.A67F.01A.11R.A30B.07	TCGA.CQ.5327.01A.01R.1686.07	TCGA.C9.A47Z.01A.11R.A24H.07	TCGA.CN.5373.01A.01R.1436.07	TCGA.CV.5432.01A.02R.1686.07	TCGA.CV.7425.11A.01R.2081.07	TCGA.CV.6961.11A.01R.1915.07	TCGA.38.4625.01A.01R.1206.07.1	TCGA.63.5128.01A.01R.1443.07	TCGA.90.A4ED.01A.31R.A24Z.07	TCGA.58.A46N.01A.11R.A24H.07	TCGA.56.7730.01A.11R.2125.07	GTEX.XV7Q.2426.SM.4BRV8	GTEX.11WQK.2926.SM.5EQKT
SAPCD1	51.35	18.84	68.55	73.54	156.59	74.06	65.72	42.71	11.82	15.11	33.78	8.99	92.05	29.48	73.54	141.02	182.55	86.43	171.45	122.64	71.5	52.45	25.91	68.07	83.45	111.99	91.41	82.87	101.54	47.5	64.34	161.02	246.28	140.04	171.45	99.43	85.22	130.6	234.57	190.34	117.6	197.09	129.69	91.41	392.44	185.11	153.34	105.89	96.68	189.02	63.0	63.0	11.82	10.0	72.52	5.59	24.28	15.34	36.79	4.86	12.93	79.45	38.67	6.94	23.25	66.65	73.03	88.26	9.7	3.5	24.11	53.57	0.0	67.12	11.64	18.03	10.71	23.25	32.13	37.85	49.21	24.28	91.41	101.54	6.46	13.93	4.31	4.24	10.96	27.64	34.75	5.5	34.02	65.72	80.57	29.27	43.02	47.17	19.53	7.17	13.52	31.22	12.74	33.54	11.47	15.91	4.66	24.81	73.03	52.08	6.84	12.36	4.94	77.25	12.36	34.02	22.59	35.76	10.71	9.56	40.07	14.14	22.92	63.45	6.46	97.36	6.94	27.44	100.83	77.79	5.73	54.33	2.14	19.11	77.79	20.11	16.51	12.0	42.71	30.34	12.55	12.93	11.04	42.11	15.68	26.28	16.39	35.0	16.88	7.17	0.78	21.01	547.75	49.91	291.04	2.92	9.56
SELO	651.58	521.76	698.41	656.11	1583.71	366.09	579.04	521.76	591.22	395.18	444.72	281.09	403.5	346.29	476.71	813.63	559.28	297.17	559.28	1073.91	679.29	551.56	470.14	595.34	633.73	780.44	802.41	921.88	842.36	490.14	521.76	842.36	620.67	447.82	665.29	444.72	836.53	713.11	559.28	559.28	651.58	884.29	559.28	579.04	633.73	934.76	547.75	854.13	547.75	961.07	587.13	728.11	395.18	543.96	928.3	336.79	389.72	371.22	429.54	363.56	624.99	507.46	518.15	470.14	271.48	412.0	753.83	441.64	353.59	559.28	575.03	438.59	232.94	647.07	371.22	420.68	356.05	503.95	423.61	460.44	281.09	559.28	603.67	536.45	373.81	348.71	351.14	688.78	376.41	591.22	444.72	387.02	521.76	674.59	698.41	693.58	376.41	480.04	239.52	334.46	457.25	450.94	559.28	387.02	830.75	285.03	215.77	309.83	563.18	902.89	381.68	325.29	358.54	441.64	540.19	429.54	764.36	483.38	353.59	802.41	457.25	555.41	620.67	1023.0	444.72	748.61	339.14	511.0	1437.15	633.73	555.41	395.18	400.71	1030.12	1208.34	323.03	307.69	591.22	366.09	703.28	486.75	297.17	511.0	371.22	426.57	381.68	389.72	500.46	521.76	432.53	314.17	669.92	802.41	638.15	878.17	389.72	297.17
SFI1	305.55	170.25	307.69	185.11	1167.14	193.01	249.73	119.26	195.72	211.31	156.59	127.89	255.0	224.97	532.74	713.11	244.57	1127.35	525.39	256.78	307.69	214.27	218.79	312.0	341.51	218.79	567.1	518.15	688.78	226.54	514.56	651.58	540.19	620.67	819.3	376.41	420.68	1135.2	684.02	884.29	728.11	928.3	995.0	525.39	915.51	536.45	450.94	688.78	447.82	521.76	733.19	271.48	80.01	116.78	239.52	45.53	149.12	136.19	191.67	57.08	132.44	211.31	217.27	65.72	106.63	314.17	201.25	116.78	78.34	65.26	98.04	218.79	51.35	414.87	173.85	158.79	111.21	123.5	116.78	204.07	194.36	164.42	234.57	239.52	137.14	142.01	90.14	134.3	118.43	171.45	157.68	157.68	135.24	234.57	483.38	343.89	116.78	273.37	93.35	111.99	102.97	172.65	126.12	101.54	147.06	113.56	54.33	202.66	217.27	275.28	129.69	63.45	111.99	211.31	78.89	204.07	143.01	111.99	143.01	187.71	113.56	93.35	193.01	329.84	47.5	283.05	99.43	175.07	633.73	120.1	78.34	242.88	89.51	301.33	587.13	142.01	157.68	134.3	125.24	128.79	43.02	77.79	116.78	265.87	107.38	204.07	115.97	239.52	147.06	72.52	0.84	339.14	738.29	559.28	620.67	85.82	122.64
SMPD4	967.76	1073.91	1051.79	1794.29	1769.57	1225.22	1030.12	1208.34	878.17	961.07	928.3	915.51	532.74	967.76	1208.34	2018.8	1199.98	1519.15	934.76	1081.39	1437.15	928.3	1008.9	1135.2	1437.15	1066.48	1651.0	1991.0	1104.13	1331.57	1199.98	1781.89	1487.87	1662.49	1551.09	1088.92	1111.82	1096.5	1870.53	1151.06	1572.76	1447.15	2240.11	1551.09	2061.24	1359.57	1457.23	1896.65	2004.85	1427.22	1369.04	1059.11	1088.92	808.0	819.3	429.54	723.08	896.64	928.3	733.19	775.05	796.86	1540.37	647.07	775.05	909.17	915.51	1159.07	1350.18	629.35	603.67	718.08	1457.23	1081.39	974.5	1104.13	638.15	808.0	1167.14	607.87	1001.93	890.44	1340.84	836.53	878.17	902.89	860.08	1001.93	813.63	1001.93	830.75	1081.39	759.08	890.44	1191.69	1183.45	1119.56	1037.29	1183.45	738.29	825.0	947.83	1135.2	1037.29	961.07	759.08	884.29	909.17	860.08	866.07	872.1	974.5	1242.34	1059.11	967.76	791.35	579.04	775.05	738.29	1167.14	988.12	848.22	808.0	1304.15	1096.5	915.51	995.0	941.27	1088.92	583.07	753.83	808.0	1397.83	1340.84	1331.57	836.53	607.87	860.08	1350.18	1059.11	723.08	830.75	769.69	536.45	1259.69	647.07	791.35	1498.22	708.18	738.29	1.07	1175.27	1733.13	1250.98	1639.59	651.58	555.41
SNRPA	1628.26	1909.85	2018.8	2591.27	1936.53	2739.08	2335.28	1697.45	2591.27	2163.77	1313.23	1977.24	1286.18	1628.26	1388.16	2075.59	2434.5	1628.26	1605.83	1832.01	2193.99	2240.11	1651.0	2255.7	1662.49	2047.0	2956.17	3303.0	3235.01	3168.41	3060.45	2537.92	3589.58	2335.28	3768.09	1651.0	2271.4	1757.34	2573.36	3212.66	3235.01	1551.09	4607.24	4239.45	2287.2	3018.3	4543.8	2664.15	3467.27	3060.45	2224.63	1697.45	1519.15	1051.79	1447.15	769.69	1313.23	1259.69	1447.15	1088.92	1104.13	1572.76	1923.14	921.88	1477.58	1143.1	1313.23	1662.49	1277.29	1135.2	1295.13	1225.22	1529.73	1757.34	1167.14	1259.69	1199.98	1259.69	1023.0	616.37	1322.37	1313.23	1378.57	1594.73	1259.69	1487.87	1250.98	1487.87	1104.13	1427.22	1477.58	1066.48	1277.29	1561.89	1662.49	2018.8	2047.0	1950.0	1674.06	884.29	1378.57	1407.55	1350.18	1008.9	1806.78	1104.13	995.0	1674.06	1286.18	1457.23	1427.22	1407.55	1844.76	2417.67	1037.29	1135.2	1104.13	1208.34	967.76	1950.0	1104.13	1721.16	1477.58	1487.87	1583.71	1487.87	1745.2	1159.07	1369.04	1721.16	1183.45	1594.73	1277.29	1806.78	1594.73	1008.9	1286.18	1407.55	1757.34	1781.89	1088.92	1242.34	1073.91	1487.87	1819.35	1030.12	813.63	1977.24	1397.83	1225.22	0.73	1594.73	2047.0	2104.58	2104.58	1313.23	954.43
SRRT	2956.17	2193.99	1757.34	2915.45	3443.31	1733.13	2133.97	1427.22	1781.89	1870.53	1322.37	1313.23	1674.06	2193.99	2163.77	2090.03	2400.97	2555.58	1457.23	1519.15	2004.85	1617.0	1268.46	2255.7	2163.77	1508.65	3443.31	3060.45	2875.3	2133.97	2367.9	3395.89	2915.45	3467.27	4181.07	1883.54	2367.9	2609.3	3690.52	4181.07	3515.68	3540.14	4268.94	4450.27	5672.41	2720.15	3303.0	3467.27	3768.09	2701.35	3190.46	2758.13	1709.26	1457.23	1883.54	743.43	1883.54	1331.57	1508.65	1111.82	1388.16	1721.16	1819.35	1295.13	1350.18	1477.58	1674.06	1540.37	1540.37	842.36	1242.34	1259.69	1369.04	2255.7	1457.23	1457.23	1081.39	1388.16	1191.69	1250.98	2555.58	1350.18	1388.16	2075.59	1745.2	1467.37	1447.15	1331.57	1175.27	1225.22	1936.53	1104.13	1322.37	1909.85	3419.52	2502.97	1857.6	2209.26	1508.65	1313.23	1119.56	1561.89	1477.58	1127.35	1594.73	1167.14	1081.39	1857.6	1709.26	1896.65	1350.18	1467.37	1572.76	2004.85	1250.98	1350.18	1208.34	1350.18	1233.75	1769.57	1143.1	1437.15	1733.13	2047.0	1199.98	1923.14	1498.22	1519.15	2133.97	1697.45	1250.98	1857.6	995.0	1259.69	2163.77	1127.35	1369.04	1322.37	2090.03	1447.15	830.75	1175.27	1540.37	1519.15	1407.55	1268.46	1143.1	2384.37	1378.57	1225.22	1.25	1870.53	3820.7	2895.31	2319.15	1088.92	934.76
SRSF2	4152.18	5292.48	3874.05	5594.3	6471.02	4038.61	4869.99	3212.66	4388.98	3716.2	3716.2	2573.36	3372.43	6471.02	6471.02	6426.31	4328.55	4328.55	4836.35	4038.61	4869.99	4802.93	4298.64	5255.91	3794.3	5255.91	7695.57	6471.02	9088.59	6381.92	6294.04	8078.22	5403.7	4512.4	12764.83	5183.54	5672.41	6471.02	6121.9	10084.54	7695.57	6840.04	13123.73	11424.74	6250.56	5791.62	8778.97	7280.4	7911.95	8305.36	7433.4	4704.07	4298.64	3614.55	6294.04	2075.59	4010.71	2875.3	3614.55	2224.63	3325.99	4268.94	5517.27	2720.15	3443.31	3901.01	4152.18	2758.13	3540.14	2335.28	2319.15	2591.27	3639.7	4736.79	3564.78	3639.7	2384.37	3540.14	4450.27	2645.74	3982.99	3589.58	3847.29	2047.0	2976.74	3467.27	4512.4	3235.01	3103.19	2997.45	3491.39	2367.9	3491.39	3515.68	3665.02	4639.29	5913.33	3395.89	4123.49	2796.65	3124.78	3395.89	3794.3	2875.3	3564.78	2796.65	2468.49	3874.05	3280.18	3847.29	2400.97	4152.18	3018.3	3874.05	3081.75	3639.7	3039.3	2976.74	3124.78	2895.31	3235.01	2075.59	3540.14	4328.55	3372.43	4972.34	3419.52	3303.0	3419.52	4802.93	2384.37	3665.02	3589.58	3395.89	4419.52	3303.0	3768.09	2875.3	3018.3	3928.15	2485.67	2664.15	3039.3	3665.02	4095.0	3540.14	2627.46	3742.05	3235.01	4419.52	974.5	2485.67	4736.79	5872.48	6207.38	4512.4	2502.97
SUGP1	723.08	688.78	493.56	660.68	1769.57	769.69	738.29	579.04	624.99	669.92	620.67	780.44	1191.69	379.04	633.73	693.58	796.86	723.08	642.59	902.89	555.41	660.68	497.0	674.59	620.67	872.1	854.13	764.36	753.83	753.83	567.1	878.17	748.61	612.11	1295.13	698.41	583.07	866.07	988.12	961.07	819.3	759.08	1199.98	1175.27	759.08	703.28	902.89	688.78	995.0	808.0	603.67	532.74	476.71	583.07	764.36	348.71	759.08	532.74	633.73	460.44	387.02	616.37	612.11	454.09	490.14	607.87	656.11	633.73	336.79	397.93	647.07	511.0	511.0	743.43	497.0	536.45	470.14	450.94	432.53	563.18	387.02	532.74	633.73	1167.14	435.55	543.96	514.56	579.04	486.75	507.46	629.35	490.14	503.95	665.29	713.11	656.11	638.15	866.07	665.29	493.56	642.59	591.22	567.1	432.53	612.11	450.94	441.64	616.37	599.49	866.07	435.55	395.18	547.75	624.99	297.17	753.83	490.14	441.64	521.76	420.68	397.93	555.41	591.22	638.15	536.45	860.08	500.46	346.29	583.07	567.1	438.59	620.67	358.54	376.41	638.15	521.76	460.44	423.61	476.71	575.03	417.77	503.95	555.41	503.95	595.34	406.31	579.04	624.99	595.34	518.15	0.34	595.34	1044.52	890.44	738.29	341.51	366.09
SUGP2	884.29	463.65	381.68	480.04	2758.13	703.28	759.08	511.0	529.06	860.08	381.68	314.17	379.04	457.25	764.36	775.05	866.07	718.08	941.27	785.88	599.49	583.07	441.64	567.1	656.11	819.3	1216.75	1059.11	1135.2	748.61	1081.39	2193.99	1250.98	1870.53	2682.69	830.75	1605.83	1832.01	1709.26	2468.49	1127.35	2739.08	2591.27	2335.28	1378.57	909.17	1304.15	1044.52	1617.0	1286.18	1477.58	642.59	423.61	244.57	647.07	158.79	860.08	249.73	412.0	176.29	454.09	575.03	616.37	299.25	325.29	674.59	466.88	612.11	249.73	152.28	376.41	470.14	293.07	796.86	480.04	392.44	217.27	368.65	339.14	403.5	348.71	309.83	595.34	764.36	248.0	351.14	258.57	173.85	251.48	444.72	403.5	334.46	511.0	753.83	796.86	559.28	595.34	954.43	409.15	239.52	327.56	353.59	343.89	305.55	559.28	329.84	267.73	444.72	669.92	813.63	329.84	185.11	258.57	555.41	171.45	660.68	269.6	497.0	323.03	486.75	301.33	181.28	441.64	713.11	171.45	1001.93	305.55	438.59	769.69	532.74	303.44	518.15	163.28	559.28	896.64	384.34	373.81	201.25	466.88	412.0	173.85	236.21	281.09	693.58	303.44	441.64	293.07	660.68	262.2	154.42	1.25	764.36	1313.23	1304.15	1119.56	351.14	279.14
SUV420H2	237.86	143.01	285.03	102.97	299.25	253.23	457.25	283.05	201.25	361.04	152.28	102.97	221.86	229.72	353.59	728.11	490.14	497.0	379.04	285.03	890.44	176.29	212.78	444.72	426.57	194.36	332.14	543.96	607.87	197.09	414.87	647.07	395.18	412.0	441.64	454.09	336.79	457.25	457.25	457.25	500.46	638.15	759.08	791.35	624.99	599.49	490.14	759.08	466.88	500.46	529.06	460.44	218.79	77.79	167.9	52.08	208.38	109.66	134.3	77.79	170.25	141.02	273.37	51.35	117.6	124.37	109.66	182.55	303.44	63.0	104.42	186.4	180.02	204.07	124.37	151.22	66.18	111.21	90.77	123.5	169.07	151.22	206.94	785.88	205.5	111.99	105.15	166.73	79.45	137.14	146.03	138.1	232.94	157.68	316.37	218.79	392.44	224.97	205.5	53.95	112.77	131.51	108.14	75.64	142.01	83.45	98.04	120.94	217.27	231.32	125.24	158.79	145.02	285.03	134.3	135.24	139.07	144.01	98.73	198.47	96.68	191.67	115.97	397.93	135.24	241.19	157.68	152.28	336.79	204.07	121.79	209.84	97.36	287.01	293.07	112.77	92.05	102.25	195.72	139.07	81.71	113.56	115.97	197.09	139.07	156.59	98.73	139.07	94.01	67.12	0.46	248.0	802.41	341.51	571.05	71.0	51.35
TAF6L	381.68	234.57	473.41	403.5	583.07	414.87	323.03	301.33	287.01	269.6	221.86	246.28	271.48	231.32	435.55	555.41	348.71	348.71	429.54	486.75	320.8	242.88	295.11	285.03	256.78	371.22	591.22	693.58	698.41	379.04	299.25	723.08	698.41	620.67	974.5	503.95	669.92	733.19	890.44	808.0	733.19	563.18	540.19	1073.91	669.92	599.49	775.05	665.29	656.11	674.59	518.15	320.8	281.09	368.65	444.72	156.59	392.44	234.57	264.03	159.9	194.36	353.59	363.56	173.85	175.07	291.04	299.25	181.28	224.97	103.69	249.73	287.01	289.02	285.03	305.55	275.28	170.25	376.41	248.0	202.66	217.27	206.94	363.56	384.34	156.59	208.38	232.94	248.0	197.09	211.31	246.28	323.03	141.02	220.32	909.17	480.04	161.02	297.17	251.48	197.09	193.01	224.97	251.48	248.0	150.17	167.9	122.64	197.09	206.94	409.15	206.94	248.0	249.73	301.33	220.32	218.79	221.86	329.84	187.71	185.11	172.65	246.28	248.0	379.04	232.94	318.57	206.94	277.2	376.41	366.09	223.41	234.57	277.2	241.19	320.8	186.4	157.68	173.85	305.55	251.48	142.01	162.14	232.94	135.24	242.88	246.28	305.55	320.8	239.52	205.5	0.35	271.48	915.51	356.05	397.93	157.68	100.13
TAZ	1268.46	417.77	723.08	693.58	1883.54	320.8	656.11	529.06	379.04	624.99	301.33	381.68	414.87	769.69	540.19	638.15	599.49	878.17	651.58	507.46	890.44	684.02	612.11	540.19	540.19	540.19	1225.22	1350.18	1259.69	780.44	830.75	1216.75	1233.75	1199.98	1950.0	1059.11	1359.57	1540.37	1909.85	1628.26	1277.29	1151.06	808.0	947.83	1561.89	1001.93	1709.26	1066.48	915.51	1977.24	1304.15	902.89	218.79	406.31	490.14	224.97	373.81	262.2	371.22	204.07	543.96	583.07	493.56	275.28	327.56	540.19	540.19	397.93	460.44	231.32	511.0	921.88	320.8	909.17	312.0	406.31	218.79	599.49	444.72	371.22	559.28	389.72	563.18	723.08	341.51	318.57	228.13	255.0	329.84	457.25	432.53	406.31	336.79	738.29	457.25	616.37	341.51	555.41	223.41	244.57	363.56	366.09	212.78	454.09	397.93	301.33	224.97	397.93	403.5	764.36	743.43	624.99	353.59	591.22	497.0	447.82	289.02	332.14	327.56	414.87	473.41	348.71	514.56	698.41	579.04	612.11	271.48	387.02	647.07	368.65	417.77	392.44	351.14	579.04	651.58	239.52	339.14	273.37	575.03	587.13	208.38	301.33	473.41	470.14	403.5	612.11	217.27	921.88	314.17	262.2	0.97	878.17	1304.15	1135.2	1242.34	420.68	199.85
TCTE3	2.61	0.0	0.0	2.32	9.7	6.16	7.22	6.26	9.13	2.43	1.5	0.0	3.56	1.73	6.78	11.91	6.52	1.13	11.38	10.96	2.61	0.89	3.72	3.23	2.97	6.06	14.14	2.86	16.51	8.71	1.66	17.38	2.25	5.73	23.25	3.96	3.86	23.08	12.83	38.67	18.16	12.09	17.0	21.01	12.27	9.34	22.26	8.0	6.84	9.34	18.03	1.58	3.41	0.0	3.47	0.0	0.0	0.0	0.0	0.0	1.28	1.55	1.31	0.0	0.0	6.89	1.87	1.41	0.97	0.0	0.0	8.71	1.27	6.06	1.35	1.01	0.0	1.93	5.02	3.69	1.69	8.65	5.92	1.68	1.46	2.34	0.99	0.0	0.0	0.0	4.31	7.28	3.72	1.33	1.68	3.69	0.0	2.78	0.0	2.1	0.0	2.78	1.87	1.77	1.77	0.0	0.0	0.0	3.47	4.46	0.0	0.0	1.31	1.6	1.01	7.69	0.0	1.77	0.0	3.82	5.06	1.55	0.0	6.57	1.48	4.7	0.0	5.28	1.79	2.14	0.0	7.28	0.0	1.68	5.54	0.0	4.7	1.38	5.77	1.87	0.0	2.18	0.0	1.38	0.0	0.0	0.0	1.99	0.0	0.0	0.16	3.41	28.45	1.58	14.45	0.61	1.68
THOC1	540.19	291.04	607.87	791.35	902.89	583.07	988.12	368.65	497.0	543.96	435.55	279.14	351.14	775.05	743.43	764.36	497.0	412.0	1059.11	563.18	743.43	392.44	438.59	473.41	532.74	703.28	1268.46	775.05	718.08	684.02	684.02	1104.13	1015.93	480.04	1059.11	738.29	708.18	1369.04	830.75	1088.92	866.07	941.27	954.43	713.11	1617.0	1096.5	941.27	988.12	825.0	854.13	674.59	612.11	281.09	312.0	521.76	223.41	480.04	273.37	320.8	204.07	620.67	463.65	503.95	299.25	283.05	438.59	346.29	460.44	309.83	128.79	204.07	486.75	420.68	432.53	341.51	285.03	209.84	426.57	373.81	356.05	242.88	371.22	490.14	447.82	612.11	368.65	356.05	343.89	285.03	514.56	366.09	325.29	228.13	961.07	688.78	571.05	473.41	466.88	511.0	285.03	387.02	454.09	403.5	366.09	660.68	397.93	153.34	397.93	493.56	406.31	361.04	163.28	329.84	460.44	129.69	525.39	175.07	392.44	205.5	229.72	283.05	307.69	420.68	493.56	327.56	669.92	189.02	371.22	460.44	674.59	291.04	525.39	152.28	473.41	486.75	228.13	454.09	255.0	684.02	281.09	171.45	248.0	339.14	480.04	432.53	218.79	186.4	819.3	346.29	291.04	0.85	780.44	947.83	384.34	947.83	229.72	215.77
THOC6	967.76	708.18	693.58	915.51	1119.56	629.35	981.29	1159.07	909.17	819.3	660.68	543.96	420.68	764.36	785.88	1745.2	1572.76	1023.0	624.99	1268.46	981.29	1199.98	693.58	1447.15	1551.09	1286.18	1883.54	967.76	1870.53	785.88	785.88	1594.73	1340.84	1199.98	2148.82	624.99	1159.07	1359.57	1225.22	1605.83	1388.16	1242.34	1844.76	2520.38	1191.69	1572.76	1844.76	808.0	1340.84	2224.63	1023.0	866.07	591.22	723.08	954.43	500.46	802.41	559.28	612.11	607.87	748.61	842.36	1001.93	599.49	633.73	791.35	860.08	1457.23	896.64	412.0	543.96	813.63	1073.91	1977.24	698.41	1073.91	486.75	748.61	409.15	480.04	808.0	575.03	503.95	1088.92	660.68	718.08	743.43	490.14	866.07	1268.46	830.75	890.44	607.87	981.29	1259.69	1151.06	1023.0	1111.82	684.02	463.65	438.59	651.58	660.68	684.02	1104.13	483.38	392.44	490.14	703.28	1286.18	1242.34	718.08	713.11	1191.69	559.28	825.0	902.89	656.11	540.19	896.64	961.07	1015.93	723.08	1183.45	723.08	1216.75	647.07	1088.92	1561.89	808.0	656.11	872.1	312.0	896.64	1015.93	493.56	579.04	1233.75	921.88	1304.15	320.8	470.14	769.69	551.56	884.29	860.08	551.56	1407.55	848.22	708.18	0.41	466.88	1143.1	616.37	1183.45	567.1	327.56
