	TCGA.BH.A18L.11A.42R.A12D.07	TCGA.BH.A18S.11A.43R.A12D.07	TCGA.E2.A1IG.11A.22R.A144.07	TCGA.BH.A0BZ.11A.61R.A12P.07	TCGA.BH.A18N.11A.43R.A12D.07	TCGA.E9.A1NA.11A.33R.A144.07	GTEX.145ME.1526.SM.5Q5F2	GTEX.XUW1.2326.SM.4BOO5	TCGA.3X.AAV9.01A.72R.A41I.07	TCGA.ZU.A8S4.11A.11R.A41I.07	GTEX.ZYFC.2626.SM.5NQ6S	GTEX.12ZZY.2726.SM.5EQ45	GTEX.YECK.2826.SM.5IFHF	GTEX.11GS4.1826.SM.5HL4T	GTEX.11EI6.2626.SM.5PNVT	TCGA.2Y.A9GW.01A.11R.A38B.07	TCGA.G3.A5SK.01A.11R.A27V.07	TCGA.G3.A5SM.01A.12R.A28V.07	TCGA.BD.A3ER.01A.11R.A213.07	TCGA.DD.AAD0.01A.11R.A41C.07	TCGA.DD.AAEI.01A.11R.A41C.07	TCGA.LG.A9QD.01A.11R.A38B.07	TCGA.DD.AAVX.01A.11R.A41C.07	TCGA.EP.A3JL.01A.11R.A213.07	TCGA.G3.A7M5.01A.11R.A33R.07	TCGA.DD.A4NS.01A.11R.A311.07	TCGA.DD.A73D.01A.12R.A32O.07	TCGA.ZS.A9CD.01A.11R.A37K.07	TCGA.2Y.A9H9.01A.21R.A39D.07	TCGA.K7.A6G5.01A.11R.A311.07	TCGA.CC.A7IL.01A.11R.A33R.07	TCGA.DD.A4NL.01A.11R.A28V.07	TCGA.DD.A11C.01A.11R.A131.07	TCGA.2Y.A9GT.01A.11R.A38B.07	TCGA.BC.A10S.01A.22R.A131.07	TCGA.G3.A25V.01A.11R.A16W.07	TCGA.ED.A627.01A.12R.A311.07	TCGA.HP.A5MZ.01A.21R.A27V.07	TCGA.2Y.A9GV.01A.11R.A38B.07	TCGA.G3.AAV5.01A.11R.A37K.07	TCGA.UB.AA0V.01A.11R.A38B.07	TCGA.ZS.A9CE.01A.11R.A37K.07	TCGA.DD.A1ED.01A.11R.A155.07	TCGA.DD.A119.11A.11R.A131.07	TCGA.DD.A1EC.11A.11R.A131.07	TCGA.DD.A3A5.11A.11R.A22L.07	TCGA.DD.A113.11A.12R.A131.07	TCGA.DD.A1EE.11A.11R.A131.07	TCGA.DD.A39V.11A.11R.A213.07	TCGA.DD.A11A.11A.11R.A131.07	TCGA.BC.A216.11A.11R.A155.07	GTEX.14A5I.1726.SM.5QGQ5	GTEX.WYVS.1926.SM.4PQZ2	GTEX.QDVN.0826.SM.48TZ2	GTEX.ZAB4.0826.SM.5LU9D	GTEX.TKQ2.1726.SM.4DXUP	GTEX.ZVP2.0626.SM.51MSO	GTEX.12WSI.0226.SM.5GCNA	GTEX.Y5V5.0926.SM.4VBPZ	GTEX.PX3G.0826.SM.48TZS	GTEX.Z9EW.0426.SM.5CVM9	GTEX.OOBJ.0826.SM.3NB2K	GTEX.UTHO.2426.SM.4JBHD	GTEX.ZPU1.0826.SM.57WG2	GTEX.WQUQ.1926.SM.4OOSA	GTEX.144GM.1326.SM.5LU5E	GTEX.139YR.0226.SM.5IFEM	GTEX.146FH.1526.SM.5NQBU	GTEX.YEC4.0826.SM.5P9FV	GTEX.11EQ9.0526.SM.5A5JZ	GTEX.13N2G.0926.SM.5IFGJ	GTEX.12WSG.0626.SM.5FQTQ	GTEX.X3Y1.2726.SM.4PQZH	GTEX.12WSL.0226.SM.5CVMJ	GTEX.12696.0826.SM.5EGGE	GTEX.ZYY3.0626.SM.5NQ6W	GTEX.145MO.2326.SM.5NQ9K	GTEX.14E1K.0326.SM.5S2PE	GTEX.1497J.0726.SM.5Q5D1	GTEX.13PVR.0126.SM.5S2PY	GTEX.Q734.0326.SM.48U15	GTEX.132NY.0926.SM.5P9G3	GTEX.14753.1626.SM.5NQ9L	GTEX.UPK5.1426.SM.4JBHH	GTEX.VUSG.0126.SM.4KL1X	GTEX.11WQC.0726.SM.5EQMR	GTEX.ZXG5.0826.SM.5GID6	GTEX.12696.1026.SM.5FQUV	TCGA.BR.7704.11A.01R.2055.13	GTEX.14BMV.2226.SM.5RQHX	GTEX.139D8.2326.SM.5IFGE
STAC	98.73	55.1	57.49	63.45	82.29	53.57	32.13	164.42	15.91	4.5	24.28	85.82	78.89	71.0	75.64	112.77	4.31	3.26	0.82	1.48	1.28	5.41	0.0	22.59	0.0	25.91	0.0	0.0	0.77	1.2	0.0	7.51	2.29	4.7	0.77	5.68	12.74	45.85	8.92	1.38	14.78	0.0	9.7	4.28	12.09	3.26	13.52	14.78	4.82	14.56	9.41	0.69	29.27	7.69	212.78	1.2	1.25	17.0	7.06	5.87	1.66	6.89	194.36	3.86	4.17	0.61	4.13	16.51	0.91	3.53	11.3	22.92	0.26	2.63	0.71	74.06	28.86	7.51	6.41	8.92	31.9	4.21	10.96	3.69	19.25	17.25	660.68	420.68	55.89	68.07	43.94
SULT1C4	71.5	143.01	156.59	85.82	146.03	78.34	244.57	273.37	177.53	43.02	112.77	241.19	141.02	123.5	144.01	15.11	13.42	21.32	28.24	0.91	9.48	8.51	13.22	1.46	0.99	177.53	6.46	15.8	9.27	6.01	2.34	24.81	15.8	15.45	7.0	15.45	226.54	22.75	25.72	2.43	78.89	3.53	21.32	31.67	47.84	12.36	59.55	47.84	20.86	37.85	36.79	46.5	450.94	75.11	432.53	8.92	35.0	336.79	19.25	6.21	47.17	111.21	1304.15	18.84	27.44	2.16	11.47	35.76	7.34	84.04	262.2	53.19	10.88	9.2	20.86	218.79	14.03	18.43	111.21	10.96	220.32	4.66	4.94	49.56	15.68	271.48	420.68	167.9	228.13	186.4	129.69
SVEP1	1295.13	872.1	1733.13	2061.24	2335.28	1561.89	1208.34	988.12	194.36	35.5	351.14	201.25	164.42	182.55	194.36	39.5	26.1	43.63	53.95	0.0	1.53	27.84	7.06	27.44	1.39	301.33	0.0	28.24	5.96	41.81	0.93	82.29	35.5	33.54	43.94	83.45	271.48	76.71	10.96	3.08	134.3	6.36	27.05	72.52	98.04	21.78	50.63	112.77	46.18	69.52	67.59	8.38	624.99	1233.75	748.61	10.47	123.5	1857.6	26.86	11.55	63.89	22.43	1674.06	9.63	31.67	16.88	96.68	151.22	21.01	236.21	187.71	25.72	57.89	16.63	15.22	389.72	53.19	5.73	124.37	18.29	1359.57	25.72	16.27	30.34	81.14	126.12	693.58	368.65	629.35	348.71	368.65
TBX1	47.84	40.93	60.82	45.53	89.51	125.24	2.32	180.02	54.33	3.63	30.56	92.7	67.59	32.13	62.56	3.26	0.82	5.54	3.82	0.62	0.0	1.79	1.73	4.82	1.11	50.98	0.0	2.36	4.39	5.92	0.0	14.67	5.06	13.72	2.12	6.01	38.95	7.06	13.32	0.96	25.54	1.19	6.11	7.11	11.55	1.38	11.38	8.32	4.58	2.23	1.66	5.59	31.22	6.46	89.51	0.85	2.68	6.21	1.57	0.46	1.66	2.39	211.31	1.75	5.41	1.48	13.03	9.41	1.85	0.79	21.63	8.19	3.96	1.81	0.0	57.08	2.89	1.19	5.06	0.21	11.82	3.29	0.0	6.41	17.38	8.45	156.59	175.07	65.72	129.69	166.73
TCEAL1	703.28	1088.92	753.83	607.87	802.41	896.64	281.09	915.51	723.08	273.37	848.22	884.29	981.29	909.17	1066.48	480.04	830.75	656.11	316.37	669.92	135.24	244.57	503.95	444.72	334.46	703.28	1175.27	473.41	314.17	555.41	373.81	309.83	316.37	624.99	332.14	325.29	612.11	665.29	301.33	493.56	438.59	258.57	656.11	392.44	312.0	242.88	202.66	255.0	264.03	248.0	376.41	285.03	559.28	414.87	808.0	269.6	368.65	642.59	299.25	189.02	253.23	483.38	2319.15	480.04	260.38	262.2	547.75	293.07	163.28	262.2	497.0	457.25	289.02	438.59	223.41	518.15	460.44	547.75	283.05	197.09	429.54	177.53	395.18	409.15	583.07	299.25	1397.83	1844.76	1340.84	1369.04	2701.35
TCF21	1.5	1.51	2.41	1.16	1.89	3.5	2.58	2.39	67.12	13.12	373.81	791.35	348.71	651.58	679.29	14.24	10.96	11.64	13.62	0.0	1.07	14.35	11.73	14.24	3.38	50.63	2.07	6.01	11.13	14.14	0.92	15.91	7.75	10.55	14.67	13.83	66.18	27.05	4.24	1.83	59.55	2.39	15.68	22.26	33.3	19.25	24.63	25.17	24.99	25.72	25.35	8.0	127.0	36.01	101.54	40.64	18.29	136.19	22.1	15.91	21.78	24.63	301.33	19.68	11.91	4.98	22.92	17.51	2.68	13.32	48.18	16.75	14.45	4.54	15.45	101.54	29.48	15.0	27.05	8.38	68.55	11.64	16.88	33.3	31.45	56.28	1378.57	921.88	329.84	1369.04	1044.52
TMEM100	312.0	265.87	890.44	503.95	470.14	521.76	220.32	529.06	182.55	293.07	265.87	559.28	432.53	514.56	480.04	84.04	113.56	63.45	34.02	0.0	18.7	140.04	181.28	36.01	19.39	116.78	3.47	84.04	26.67	28.45	8.19	115.16	48.52	91.41	35.25	67.12	108.9	63.45	32.13	71.0	111.21	21.47	141.02	100.83	60.82	73.03	47.84	102.97	96.01	120.1	195.72	260.38	69.03	26.67	518.15	5.77	271.48	241.19	111.21	8.45	303.44	283.05	1397.83	36.53	106.63	33.54	130.6	24.81	363.56	217.27	182.55	57.49	723.08	110.43	237.86	450.94	224.97	379.04	161.02	651.58	83.45	18.43	1304.15	35.76	46.5	71.0	9740.98	2004.85	1059.11	723.08	1437.15
TMEM200C	15.45	10.71	18.43	13.52	19.82	13.42	0.16	17.77	39.22	7.22	13.72	21.63	22.26	21.01	19.25	7.28	5.41	3.26	8.45	0.66	1.25	2.36	1.79	3.56	1.14	15.45	0.0	3.29	0.0	2.1	0.67	8.13	4.21	1.95	0.74	3.26	19.97	11.47	2.27	1.35	17.0	0.0	4.5	4.9	7.0	6.06	6.52	13.72	9.7	7.0	5.32	6.94	12.09	14.67	100.83	0.29	3.38	45.85	3.08	0.77	7.22	1.83	262.2	2.48	8.19	6.21	8.13	9.13	1.39	2.78	3.38	40.93	0.0	1.64	6.36	113.56	9.41	2.97	16.15	2.29	68.55	11.38	1.6	5.82	13.93	12.64	17.0	11.3	34.02	45.53	26.1
TMEM47	748.61	669.92	759.08	688.78	921.88	486.75	780.44	575.03	406.31	281.09	470.14	525.39	450.94	633.73	497.0	299.25	220.32	170.25	202.66	2.97	202.66	111.99	62.12	161.02	107.38	536.45	35.76	128.79	114.36	72.52	66.65	183.82	579.04	204.07	178.77	157.68	353.59	361.04	202.66	62.56	329.84	111.99	166.73	264.03	379.04	159.9	185.11	199.85	228.13	241.19	281.09	559.28	429.54	356.05	1477.58	173.85	201.25	896.64	325.29	76.71	624.99	199.85	2609.3	368.65	64.8	231.32	100.13	161.02	44.57	221.86	258.57	173.85	180.02	62.56	136.19	866.07	389.72	194.36	708.18	129.69	591.22	71.0	486.75	172.65	236.21	220.32	2303.12	860.08	1073.91	1030.12	947.83
TNXB	6792.79	2133.97	3443.31	4481.23	2976.74	4671.57	738.29	3039.3	660.68	224.97	4066.71	2855.44	6607.01	4607.24	4937.99	271.48	111.21	395.18	320.8	38.12	49.91	201.25	132.44	299.25	34.26	1651.0	15.0	231.32	106.63	264.03	42.71	454.09	175.07	226.54	239.52	656.11	1104.13	551.56	177.53	43.94	860.08	109.66	183.82	285.03	417.77	248.0	351.14	414.87	299.25	329.84	476.71	231.32	961.07	2104.58	2835.7	117.6	842.36	1769.57	153.34	164.42	190.34	226.54	11189.6	101.54	183.82	674.59	497.0	460.44	151.22	796.86	708.18	336.79	172.65	101.54	211.31	2061.24	343.89	131.51	848.22	198.47	1529.73	237.86	116.78	211.31	325.29	486.75	13586.57	11267.44	4388.98	11909.94	4268.94
TPBG	599.49	493.56	336.79	432.53	607.87	403.5	73.54	441.64	197.09	23.08	94.67	204.07	195.72	149.12	269.6	18.16	11.55	16.39	26.67	1.58	0.88	4.46	7.06	16.75	1.28	84.04	1.64	18.43	5.87	2.68	2.01	24.46	13.93	5.77	19.53	15.22	69.52	46.18	4.78	1.85	42.11	2.78	58.71	23.42	21.78	14.24	23.42	16.51	12.83	27.84	24.11	0.87	157.68	130.6	185.11	8.99	120.1	95.34	10.79	10.55	10.31	11.64	878.17	17.0	8.06	3.0	122.64	38.67	4.35	39.22	15.11	36.79	59.55	18.7	7.69	329.84	27.64	7.17	476.71	38.95	141.02	2.73	20.41	54.72	26.1	54.72	733.19	341.51	234.57	234.57	343.89
TRIM7	44.89	24.46	29.06	44.89	35.76	55.49	4.5	31.67	48.18	7.22	36.79	63.45	64.34	52.45	201.25	21.47	3.56	31.67	11.73	8.19	13.62	3.29	16.15	17.9	3.92	31.67	8.99	4.39	15.91	54.72	84.63	8.78	10.08	7.4	3.03	14.03	3.56	21.78	4.35	4.66	8.45	10.79	10.08	1.99	6.31	1.16	1.22	1.25	1.95	7.69	9.56	29.27	5.87	7.06	110.43	0.0	39.22	9.85	8.0	3.2	6.52	4.28	111.99	1.46	6.06	0.16	18.56	14.14	6.46	11.21	9.78	3.17	14.35	9.85	9.34	25.35	10.31	1.64	26.28	9.63	11.91	0.71	3.14	0.0	7.4	1.22	64.8	80.57	80.01	260.38	106.63
TRPV6	181.28	205.5	220.32	157.68	215.77	131.51	1.07	186.4	109.66	46.18	0.73	1.0	0.0	0.69	2.63	2.68	0.0	5.68	4.13	0.0	1.2	0.0	0.0	1.62	1.11	181.28	5.11	0.0	0.0	5.63	0.0	0.87	0.0	4.35	0.0	7.82	114.36	3.11	1.22	0.61	74.06	1.19	8.38	26.67	30.78	21.78	48.18	41.22	17.13	30.12	21.47	36.79	43.32	140.04	185.11	0.0	341.51	205.5	7.17	4.21	4.9	18.43	1369.04	28.45	15.91	11.04	228.13	63.45	34.51	229.72	122.64	24.11	4.06	27.25	15.34	291.04	93.35	1.28	713.11	61.25	112.77	2.71	1.35	3.69	59.55	127.89	52.45	80.57	30.78	48.52	59.97
TSHZ3	163.28	152.28	128.79	133.36	163.28	132.44	54.72	126.12	112.77	13.22	231.32	232.94	237.86	248.0	234.57	22.1	13.72	22.75	29.27	1.45	6.31	12.36	11.91	15.91	2.01	77.25	1.91	19.53	8.78	8.85	1.07	15.11	24.46	16.15	18.84	17.64	66.65	39.22	23.59	3.44	38.12	3.08	18.7	18.29	26.28	2.58	16.88	23.42	7.57	22.75	20.41	8.78	73.03	57.08	127.89	6.36	10.79	46.5	6.52	7.17	12.36	17.38	264.03	11.73	12.18	3.76	31.9	17.38	8.92	19.53	27.25	33.54	12.36	8.25	8.06	131.51	17.9	7.22	31.9	10.79	57.49	6.31	4.31	15.11	16.63	43.02	389.72	224.97	525.39	363.56	279.14
TTYH1	473.41	450.94	438.59	217.27	182.55	463.65	7.17	738.29	323.03	18.16	178.77	356.05	237.86	191.67	242.88	35.76	0.0	16.03	25.17	1.04	5.54	0.79	7.4	9.7	2.76	125.24	0.68	24.28	4.62	8.99	3.29	0.89	10.96	3.89	4.21	36.27	41.81	15.11	8.13	4.24	40.07	5.45	17.9	23.25	20.71	18.56	30.34	46.5	27.05	38.67	5.63	18.7	595.34	32.59	102.97	3.2	49.91	197.09	13.12	18.84	13.83	34.02	490.14	10.71	13.52	2.14	33.54	39.5	44.25	39.22	3.23	32.59	16.15	0.72	2.2	31.45	0.0	57.08	450.94	52.82	22.59	12.0	14.45	36.27	70.51	95.34	7.17	9.93	127.0	351.14	228.13
TUB	122.64	74.58	123.5	93.35	120.94	110.43	63.89	73.03	33.54	11.82	163.28	111.21	90.14	127.0	87.03	3.76	2.36	3.66	11.38	0.0	3.08	1.04	1.01	10.31	0.95	23.08	0.0	2.78	4.94	2.92	3.06	3.14	15.91	3.99	5.87	3.14	15.8	8.19	2.1	0.0	20.11	0.0	9.7	3.17	16.75	3.99	8.45	8.78	6.21	9.63	8.85	1.85	43.94	17.9	63.89	4.46	13.83	94.67	8.78	7.63	7.63	9.34	145.02	0.13	4.24	4.74	29.7	7.28	6.52	26.67	31.0	5.54	3.69	8.06	1.03	55.89	8.85	11.64	8.25	12.83	21.63	0.89	2.84	9.78	20.71	39.5	480.04	170.25	151.22	244.57	177.53
TYRO3	567.1	414.87	915.51	718.08	441.64	808.0	1104.13	674.59	117.6	37.05	110.43	155.5	137.14	117.6	145.02	70.51	34.51	67.59	49.56	70.51	8.99	12.93	7.34	117.6	7.34	76.17	6.94	21.16	35.5	20.56	0.82	23.76	19.82	37.32	19.39	36.27	77.25	82.29	6.36	17.9	62.56	13.62	16.03	27.05	53.19	9.78	25.72	50.63	21.78	22.26	28.04	5.82	403.5	275.28	150.17	53.19	98.04	260.38	15.45	31.9	17.51	48.87	1081.39	8.38	28.04	14.67	17.77	59.13	21.94	48.18	135.24	45.85	172.65	55.49	43.02	76.17	11.21	49.56	228.13	14.78	157.68	1.55	24.46	62.12	22.1	66.18	102.97	81.71	156.59	157.68	195.72
UAP1L1	167.9	183.82	129.69	158.79	165.57	171.45	107.38	226.54	209.84	31.22	156.59	209.84	169.07	169.07	191.67	81.71	42.41	52.82	52.82	23.76	34.51	20.41	28.65	56.68	15.68	110.43	5.92	38.67	31.22	21.78	5.77	46.84	28.04	52.45	44.25	40.36	91.41	86.43	57.08	17.13	53.57	16.51	34.51	38.12	42.11	15.22	26.67	63.0	35.0	40.93	37.85	6.78	232.94	59.55	444.72	59.55	36.53	82.29	36.53	87.03	6.52	53.95	780.44	23.76	52.45	9.85	86.43	57.89	10.0	59.13	55.49	128.79	20.11	49.21	10.08	201.25	35.0	22.59	172.65	13.32	198.47	4.86	12.83	52.45	116.78	57.49	186.4	320.8	201.25	190.34	297.17
UNC5C	54.72	91.41	54.33	34.75	67.59	41.22	17.9	83.45	95.34	7.51	36.27	35.25	21.16	34.75	33.78	9.48	2.97	8.38	6.84	0.0	2.12	1.83	2.18	5.45	0.0	27.25	0.0	5.68	2.07	2.36	0.41	7.06	5.73	4.62	2.05	8.45	19.39	12.74	2.58	0.69	19.11	6.26	1.62	6.06	10.47	4.46	10.71	7.63	4.9	13.03	7.17	3.41	30.78	17.38	26.28	4.03	10.47	57.49	6.62	3.79	6.67	7.88	85.82	2.56	3.5	2.05	6.73	8.19	2.68	7.28	9.48	10.79	5.54	2.63	0.79	32.36	9.85	5.45	6.06	2.68	31.0	4.82	3.72	6.31	8.99	19.25	218.79	111.99	66.18	170.25	64.34
UST	182.55	134.3	162.14	169.07	155.5	140.04	148.09	212.78	76.17	15.68	232.94	169.07	134.3	148.09	141.02	38.67	85.82	50.27	18.16	118.43	10.79	9.41	5.73	36.01	6.57	45.53	43.63	4.24	6.26	7.51	1.81	18.84	8.99	107.38	13.22	32.36	29.91	18.43	5.68	4.86	28.65	9.48	117.6	29.91	44.57	8.0	15.68	17.38	17.51	26.47	27.44	0.0	94.01	112.77	142.01	6.73	76.17	149.12	8.38	51.35	21.63	12.93	563.18	0.78	16.39	1.58	26.47	11.04	8.85	28.86	68.07	6.94	24.63	8.58	4.58	102.97	7.88	2.12	63.0	12.36	58.3	1.6	8.85	7.06	9.34	52.45	1127.35	155.5	242.88	327.56	346.29
VANGL2	201.25	228.13	159.9	178.77	248.0	180.02	5.11	221.86	186.4	4.43	389.72	176.29	289.02	256.78	167.9	9.7	1.31	5.87	8.71	0.0	2.01	0.72	0.71	2.78	0.64	28.45	0.61	3.69	0.67	3.5	0.6	6.67	2.94	3.72	0.67	3.79	35.5	10.79	2.92	1.23	19.97	1.99	4.54	5.82	10.71	2.78	7.57	13.42	5.68	5.41	4.54	4.24	77.79	37.05	23.25	0.51	12.09	140.04	1.13	2.63	1.19	6.84	183.82	0.87	1.71	0.46	7.17	19.82	0.97	46.84	40.93	9.2	1.43	4.39	2.2	13.72	0.46	0.0	32.13	0.48	46.5	0.0	0.69	5.68	30.56	81.14	127.0	71.0	110.43	136.19	90.77
VAT1L	13.32	8.06	11.47	10.0	13.52	3.76	5.19	22.1	15.68	7.69	44.25	211.31	143.01	139.07	96.68	4.17	2.89	0.91	5.06	6.78	0.48	0.0	0.51	2.01	0.0	59.97	3.06	1.85	5.63	0.84	2.68	2.61	6.62	2.34	0.47	2.51	37.05	2.94	2.89	2.41	17.64	0.48	14.89	8.25	27.25	6.52	8.85	14.45	6.67	14.24	13.52	1.03	88.26	1.53	44.25	4.54	6.73	71.0	8.25	35.25	0.23	6.89	173.85	12.93	14.24	1.28	34.02	3.47	1.31	2.61	0.64	12.83	2.51	4.35	0.06	19.97	7.34	7.63	6.62	0.0	11.13	5.63	3.17	23.76	22.26	23.93	181.28	17.38	148.09	139.07	66.65
WDR17	24.81	18.7	24.99	25.72	28.86	18.29	0.0	15.68	12.55	1.48	79.45	45.85	44.25	55.1	32.36	0.61	0.0	1.07	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.31	0.52	0.0	0.0	0.56	0.0	4.1	0.0	3.2	1.01	1.07	9.7	1.55	0.6	0.0	14.78	0.0	1.85	1.39	5.15	1.25	4.21	7.4	0.77	2.68	1.51	0.84	5.63	2.86	18.56	3.47	12.93	7.46	3.0	0.95	6.01	2.05	50.98	1.33	0.54	0.26	0.2	5.77	0.27	2.48	1.31	5.06	2.12	1.36	3.72	8.25	2.16	4.78	1.58	2.18	15.22	1.97	0.0	1.28	6.78	4.17	31.0	29.06	51.35	161.02	51.35
WDR66	34.02	32.13	33.54	31.9	35.25	22.59	173.85	97.36	151.22	55.1	19.82	15.45	6.21	10.47	14.24	14.89	26.67	13.12	5.59	4.31	4.28	10.88	15.8	1.81	5.15	59.55	7.57	6.31	3.26	9.56	8.58	9.93	2.39	7.94	12.09	10.0	74.06	8.71	9.06	1.83	43.63	6.94	12.55	24.28	84.04	17.77	33.3	50.98	45.21	47.5	64.8	19.82	224.97	24.11	688.78	16.15	80.57	224.97	27.05	15.68	9.63	74.58	961.07	13.42	67.59	3.47	72.52	19.39	14.56	51.35	79.45	33.3	49.56	36.79	11.13	320.8	76.17	12.09	88.26	24.46	40.36	14.56	41.81	38.95	8.06	62.12	12.18	346.29	13.22	16.75	7.22
WNT9A	90.77	68.07	117.6	64.8	96.01	75.64	12.09	104.42	43.02	4.39	133.36	94.01	309.83	146.03	139.07	3.2	3.99	1.22	2.86	0.35	0.0	0.45	0.84	2.23	0.0	16.03	0.0	1.73	0.41	0.39	0.0	1.03	0.0	2.63	1.53	3.11	12.0	4.62	0.83	0.32	10.24	0.8	1.95	2.16	8.65	2.81	4.9	3.66	5.45	13.72	6.06	1.87	33.06	4.35	64.8	2.32	3.41	99.43	3.66	0.6	8.85	1.28	414.87	0.61	2.78	2.25	2.78	3.38	4.28	7.63	7.57	2.84	0.1	0.01	0.52	19.97	5.36	0.67	7.51	8.0	19.53	0.0	2.61	3.89	5.32	4.66	343.89	173.85	242.88	156.59	108.9
ZDHHC1	381.68	320.8	346.29	417.77	426.57	368.65	95.34	186.4	583.07	87.65	373.81	387.02	575.03	454.09	403.5	94.67	15.68	64.34	82.87	5.02	18.03	58.3	117.6	90.77	13.52	275.28	52.08	120.94	47.5	31.67	9.27	97.36	234.57	35.5	121.79	55.49	275.28	128.79	52.08	21.63	163.28	13.22	96.68	73.03	86.43	54.33	70.01	88.88	82.29	60.82	74.06	46.84	291.04	563.18	974.5	26.47	212.78	1250.98	41.81	76.71	21.01	145.02	2119.22	23.25	24.46	28.24	91.41	44.25	27.05	75.64	124.37	81.71	95.34	34.26	151.22	155.5	53.57	42.71	316.37	51.35	151.22	39.79	38.12	52.08	81.14	299.25	329.84	884.29	764.36	775.05	381.68
ZFPM2	128.79	60.82	135.24	145.02	119.26	80.01	96.68	111.99	89.51	22.75	96.01	94.01	81.71	102.25	89.51	24.28	12.55	17.64	17.25	0.55	5.96	5.92	3.89	9.48	4.21	77.25	5.45	16.51	4.54	6.41	3.89	19.68	34.26	15.45	12.83	19.82	96.01	34.26	12.18	1.53	44.57	1.97	12.18	29.91	47.17	8.85	27.64	34.51	14.89	43.63	31.9	12.74	88.26	45.53	74.58	11.55	26.67	113.56	16.88	6.52	26.1	17.64	212.78	11.82	12.74	3.08	41.22	17.64	5.11	28.86	26.47	35.76	16.15	9.78	16.39	124.37	47.5	6.06	31.22	10.88	46.18	30.78	15.34	22.26	21.94	47.5	915.51	190.34	234.57	264.03	211.31
ZNF320	281.09	309.83	303.44	291.04	341.51	236.21	220.32	420.68	249.73	41.81	412.0	301.33	163.28	341.51	211.31	27.84	9.34	25.91	21.01	1.46	8.99	10.63	13.72	68.07	3.53	112.77	2.89	16.63	31.9	7.51	66.65	43.63	68.55	18.29	13.03	18.97	52.08	40.36	81.71	6.11	143.01	65.72	38.12	35.25	37.32	24.46	21.78	67.12	31.67	44.89	38.67	46.84	94.67	99.43	583.07	100.83	21.94	403.5	40.64	4.1	13.42	22.92	684.02	4.74	16.15	3.47	63.45	26.47	4.46	90.77	77.25	18.43	4.74	17.13	38.12	325.29	15.56	41.81	105.89	28.04	40.07	0.61	2.43	30.34	6.73	89.51	379.04	426.57	287.01	688.78	409.15
ZNF415	232.94	205.5	154.42	356.05	305.55	211.31	563.18	159.9	71.0	17.9	368.65	521.76	332.14	339.14	497.0	12.09	13.52	16.63	11.91	1.16	10.63	11.3	9.56	4.13	5.15	41.81	4.86	20.71	6.89	7.88	3.2	11.04	58.71	10.47	12.93	9.06	48.87	27.84	21.01	5.36	49.56	7.82	16.88	24.28	38.4	11.38	6.52	19.25	16.51	15.45	16.39	23.08	49.91	16.51	105.15	10.96	17.38	76.71	10.79	16.63	8.85	40.07	277.2	9.27	11.04	15.8	3.96	26.67	1.08	14.67	34.51	11.64	45.53	0.55	12.55	108.14	10.55	1.69	35.25	0.12	28.04	5.82	3.0	21.01	7.75	46.84	514.56	164.42	173.85	470.14	392.44
ZNF439	100.13	118.43	75.11	102.25	145.02	122.64	37.32	97.36	72.52	13.03	102.25	195.72	124.37	100.13	78.89	13.22	11.91	13.72	8.32	2.68	4.21	7.17	8.92	9.85	3.86	52.08	4.1	6.06	9.48	4.94	3.14	19.25	9.41	18.43	8.0	11.38	41.52	22.59	21.32	4.78	27.64	8.13	13.72	14.14	24.99	2.34	6.94	24.99	12.0	10.71	11.3	10.55	38.95	32.13	221.86	2.73	24.28	112.77	7.4	6.84	9.56	25.72	299.25	3.59	7.57	5.06	12.27	13.42	4.5	10.55	48.52	16.27	19.11	14.03	7.34	61.25	11.82	5.63	25.35	8.51	20.71	2.73	3.5	10.39	14.03	22.59	144.01	156.59	77.79	197.09	212.78
ZSCAN4	0.73	1.1	1.17	2.27	2.2	2.25	1.0	5.36	9.48	0.65	1.39	4.74	3.47	1.87	3.66	0.49	1.06	0.47	0.51	0.0	0.46	0.0	0.0	0.0	0.0	1.64	0.0	0.8	0.0	0.44	0.0	0.59	0.48	0.0	0.88	0.48	1.27	0.0	0.0	0.0	2.12	0.46	0.0	0.0	0.0	0.0	0.0	1.19	0.0	0.0	0.66	0.0	0.37	0.0	9.78	0.0	0.38	0.0	0.0	0.0	0.89	0.0	9.93	0.0	0.74	0.0	2.46	1.5	0.0	0.8	0.0	0.0	0.0	0.82	0.0	2.16	0.0	0.84	0.0	0.0	1.2	0.32	0.4	0.33	0.82	0.74	11.73	5.15	3.96	2.41	3.79
