	TCGA.E2.A1B1.01A.21R.A12P.07	TCGA.EW.A1IY.01A.11R.A13Q.07	TCGA.AR.A252.01A.11R.A169.07	TCGA.BH.A1EU.11A.23R.A137.07	TCGA.BH.A0BW.11A.12R.A115.07	TCGA.BH.A1EV.11A.24R.A137.07	TCGA.BH.A1EW.11B.33R.A137.07	TCGA.BH.A1FE.11B.14R.A13Q.07	TCGA.BH.A203.11A.42R.A169.07	TCGA.BH.A0DG.11A.43R.A12P.07	TCGA.BH.A0B7.11A.34R.A115.07	TCGA.E9.A1N4.11A.33R.A14M.07	TCGA.BH.A1FJ.11B.42R.A13Q.07	GTEX.WYVS.1726.SM.3NMAY	GTEX.ZZPU.0626.SM.5E43T	GTEX.11P81.1926.SM.5BC53	GTEX.13QIC.2326.SM.5LU5N	GTEX.U3ZN.1626.SM.4DXTZ	TCGA.R6.A6L4.01A.11R.A31P.31	TCGA.L5.A88T.01A.11R.A354.31	TCGA.L5.A88W.01A.11R.A354.31	TCGA.JY.A93F.01A.21R.A37I.31	TCGA.JY.A6FG.01A.11R.A336.31	TCGA.L5.A8NW.01A.11R.A37I.31	TCGA.L5.A4OE.01A.11R.A260.31	TCGA.L5.A8NQ.01A.11R.A36D.31	TCGA.L5.A8NK.01A.21R.A37I.31	TCGA.L7.A56G.01A.21R.A260.31	TCGA.KH.A6WC.01A.11R.A336.31	TCGA.R6.A6Y0.01B.11R.A336.31	TCGA.VR.A8EX.01A.11R.A36D.31	TCGA.Q9.A6FW.01A.31R.A31P.31	TCGA.VR.A8EU.01A.11R.A36D.31	TCGA.IC.A6RF.11A.21R.A336.31	TCGA.IC.A6RE.11A.12R.A336.31	GTEX.ZQUD.0426.SM.57WFR	GTEX.ZVP2.1326.SM.57WCE	GTEX.T6MO.0526.SM.4DM6R	GTEX.ZC5H.1326.SM.5HL7E	GTEX.14E6E.0726.SM.5S2R3	GTEX.ZE9C.1126.SM.4WWBD	GTEX.WRHK.0526.SM.4MVOF	GTEX.R55C.0826.SM.48FCL	GTEX.XOTO.2126.SM.4B64U	GTEX.111CU.0726.SM.5GZYD	GTEX.146FQ.1026.SM.5LU8I	GTEX.11P7K.1326.SM.5BC5G	GTEX.14H4A.1626.SM.5SI69	GTEX.13D11.1926.SM.5IFGB	GTEX.REY6.1326.SM.48FDO	GTEX.11NSD.1126.SM.5N9BQ	GTEX.ZPU1.1426.SM.4WWFU	GTEX.1399R.0826.SM.5IJEL	GTEX.139T6.0626.SM.5IFF9	GTEX.WQUQ.1626.SM.4OOSH	GTEX.S95S.0426.SM.4B64I	GTEX.W5WG.1626.SM.4LMKG	GTEX.ZG7Y.1126.SM.4WWEZ	GTEX.11GSP.1826.SM.5N9DQ	GTEX.11P81.0826.SM.5P9GR	GTEX.139YR.1726.SM.5IFFK	GTEX.ZDYS.0826.SM.4WWCR	GTEX.QV44.1126.SM.4R1KO	GTEX.11DXY.1426.SM.5N9CN	GTEX.13FLV.1126.SM.5J2NO	GTEX.XQ3S.1126.SM.4BOPK	GTEX.YEC3.2526.SM.4YCDN	GTEX.VUSG.1226.SM.4KKZF	GTEX.13QBU.1026.SM.5LU3R	GTEX.OXRN.1726.SM.3NM9B	GTEX.P4PQ.0626.SM.3NMCU	GTEX.U3ZH.1026.SM.4DXUZ	GTEX.OIZG.1026.SM.3LK5X	GTEX.XBEW.1326.SM.4AT63	GTEX.X4XY.1726.SM.46MVO	GTEX.14AS3.0626.SM.5QGQD	GTEX.133LE.0626.SM.5IFFJ	GTEX.OIZI.1426.SM.3NB1T	GTEX.1399S.1326.SM.5P9GH	GTEX.12ZZX.1326.SM.5DUWI	TCGA.CV.7252.11A.01R.2016.07	TCGA.CV.6962.11A.01R.1915.07	TCGA.CV.7416.11A.01R.2081.07	TCGA.CV.6943.11A.01R.1915.07	TCGA.CV.7183.11A.01R.2016.07	TCGA.CV.7424.11A.01R.2081.07	TCGA.CV.7103.11A.01R.2016.07	TCGA.HD.8635.11A.01R.2403.07	TCGA.CV.7177.11A.01R.2016.07	TCGA.CV.7437.11A.01R.2132.07	GTEX.ZQG8.2126.SM.4YCF1	GTEX.11ZTS.3026.SM.5EQM7	GTEX.XV7Q.2426.SM.4BRV8	GTEX.WFJO.2026.SM.4LVM3	GTEX.ZPU1.2326.SM.57WEP	GTEX.ZP4G.1926.SM.57WDZ	GTEX.ZT9W.2126.SM.51MSF
UPF2	571.05	277.2	470.14	483.38	476.71	417.77	493.56	624.99	417.77	555.41	532.74	651.58	438.59	665.29	567.1	665.29	473.41	236.21	366.09	246.28	251.48	466.88	234.57	563.18	273.37	215.77	414.87	379.04	264.03	334.46	348.71	348.71	275.28	251.48	208.38	426.57	269.6	303.44	251.48	426.57	206.94	320.8	267.73	156.59	351.14	450.94	379.04	312.0	460.44	332.14	379.04	403.5	381.68	332.14	256.78	237.86	323.03	358.54	119.26	483.38	412.0	379.04	397.93	178.77	165.57	392.44	379.04	218.79	291.04	142.01	339.14	450.94	242.88	265.87	195.72	387.02	423.61	454.09	209.84	143.01	301.33	289.02	211.31	264.03	123.5	361.04	291.04	356.05	316.37	309.83	309.83	211.31	155.5	318.57	264.03	237.86	237.86
USP1	915.51	688.78	713.11	759.08	796.86	836.53	819.3	1037.29	733.19	825.0	733.19	866.07	909.17	961.07	733.19	723.08	684.02	356.05	420.68	339.14	332.14	463.65	215.77	518.15	444.72	358.54	532.74	669.92	303.44	384.34	409.15	463.65	486.75	314.17	236.21	490.14	351.14	271.48	202.66	466.88	221.86	450.94	260.38	191.67	392.44	665.29	291.04	376.41	409.15	260.38	373.81	454.09	287.01	460.44	356.05	232.94	366.09	318.57	175.07	460.44	267.73	486.75	412.0	193.01	171.45	155.5	476.71	226.54	397.93	183.82	381.68	389.72	218.79	237.86	209.84	265.87	1066.48	540.19	234.57	201.25	529.06	348.71	353.59	480.04	429.54	441.64	450.94	490.14	426.57	454.09	748.61	400.71	248.0	387.02	253.23	346.29	518.15
USP37	190.34	208.38	214.27	204.07	169.07	176.29	246.28	289.02	152.28	194.36	181.28	209.84	178.77	150.17	189.02	211.31	187.71	132.44	63.89	58.71	50.98	41.52	34.75	92.7	48.18	40.64	74.06	84.04	52.45	55.89	34.51	54.33	47.5	48.87	38.4	84.04	42.71	27.64	53.19	116.78	31.45	54.72	45.21	43.63	84.63	102.97	69.52	87.65	82.87	41.52	79.45	104.42	54.33	69.03	61.68	44.57	59.97	58.71	22.1	100.83	78.34	103.69	65.26	120.1	34.02	32.13	93.35	58.3	51.35	26.86	76.17	128.79	38.67	21.01	44.25	39.22	118.43	104.42	32.13	74.58	123.5	77.79	45.21	96.01	70.51	121.79	81.71	94.01	73.03	53.57	66.65	120.1	55.1	54.72	96.01	41.52	36.27
UTP14C	426.57	293.07	264.03	397.93	297.17	379.04	285.03	384.34	376.41	409.15	389.72	395.18	341.51	500.46	466.88	497.0	323.03	102.25	176.29	142.01	82.29	72.52	71.0	136.19	90.77	81.71	134.3	123.5	92.05	113.56	75.64	176.29	75.11	83.45	88.88	198.47	96.01	108.14	120.94	163.28	115.97	172.65	101.54	48.52	180.02	217.27	142.01	126.12	189.02	113.56	175.07	193.01	171.45	149.12	98.04	112.77	180.02	116.78	40.36	189.02	157.68	159.9	164.42	46.18	37.05	63.89	178.77	85.82	123.5	78.34	173.85	208.38	109.66	105.89	69.52	132.44	149.12	231.32	98.73	54.72	158.79	136.19	79.45	130.6	131.51	234.57	150.17	158.79	155.5	117.6	149.12	81.14	94.01	138.1	92.05	100.13	84.04
VWA9	909.17	1088.92	825.0	848.22	785.88	769.69	995.0	981.29	743.43	848.22	836.53	775.05	896.64	1037.29	769.69	791.35	890.44	567.1	511.0	583.07	532.74	486.75	507.46	656.11	507.46	536.45	559.28	674.59	473.41	500.46	595.34	547.75	470.14	571.05	457.25	647.07	536.45	426.57	414.87	563.18	500.46	612.11	409.15	358.54	612.11	660.68	521.76	476.71	563.18	470.14	521.76	607.87	450.94	656.11	490.14	470.14	607.87	423.61	325.29	591.22	441.64	559.28	525.39	299.25	226.54	397.93	620.67	409.15	540.19	334.46	607.87	703.28	409.15	521.76	346.29	403.5	842.36	728.11	490.14	195.72	521.76	536.45	423.61	507.46	483.38	579.04	583.07	571.05	529.06	616.37	563.18	366.09	253.23	493.56	423.61	483.38	384.34
XPO4	220.32	229.72	189.02	229.72	199.85	236.21	351.14	334.46	228.13	212.78	229.72	267.73	251.48	237.86	180.02	246.28	176.29	49.91	172.65	135.24	148.09	146.03	84.04	169.07	183.82	119.26	185.11	135.24	112.77	135.24	115.97	123.5	138.1	143.01	101.54	151.22	88.26	71.0	81.14	194.36	107.38	150.17	108.14	72.52	153.34	232.94	129.69	133.36	128.79	124.37	155.5	144.01	106.63	169.07	93.35	80.57	140.04	85.22	55.89	167.9	121.79	223.41	106.63	64.34	92.7	85.82	149.12	92.05	166.73	48.18	140.04	176.29	69.52	90.14	54.33	112.77	241.19	180.02	79.45	74.06	183.82	78.89	98.73	112.77	51.35	155.5	132.44	191.67	107.38	100.13	143.01	131.51	123.5	154.42	63.89	94.67	65.72
XPO7	825.0	1295.13	988.12	915.51	775.05	896.64	1059.11	1340.84	896.64	954.43	848.22	909.17	1008.9	1044.52	896.64	1073.91	1044.52	679.29	529.06	620.67	575.03	775.05	466.88	684.02	423.61	525.39	713.11	624.99	575.03	587.13	575.03	476.71	497.0	529.06	500.46	591.22	500.46	518.15	447.82	802.41	490.14	551.56	466.88	438.59	647.07	896.64	567.1	532.74	703.28	547.75	759.08	728.11	651.58	791.35	551.56	441.64	567.1	525.39	450.94	759.08	713.11	890.44	684.02	480.04	651.58	332.14	698.41	540.19	647.07	312.0	607.87	769.69	563.18	450.94	320.8	591.22	896.64	738.29	409.15	679.29	638.15	518.15	497.0	571.05	368.65	723.08	723.08	733.19	507.46	571.05	423.61	802.41	486.75	555.41	490.14	486.75	417.77
ZBTB24	209.84	178.77	195.72	186.4	191.67	169.07	242.88	232.94	152.28	177.53	165.57	185.11	167.9	129.69	155.5	155.5	100.83	57.08	72.52	61.68	64.34	66.18	43.02	92.7	88.88	59.55	92.05	126.12	58.71	55.1	68.55	64.34	51.35	64.34	63.0	108.9	79.45	49.56	50.98	95.34	43.63	101.54	59.97	52.45	77.25	117.6	90.14	81.14	81.14	89.51	85.82	100.83	79.45	96.68	65.26	63.89	85.22	57.89	46.84	105.89	71.0	118.43	64.34	19.25	28.86	47.84	66.65	44.89	99.43	44.25	84.04	81.71	61.68	61.68	27.44	71.0	119.26	129.69	51.35	18.29	102.25	62.56	76.17	104.42	43.32	78.89	105.89	117.6	77.79	62.56	111.21	71.5	41.52	73.54	67.12	56.68	70.51
ZC3H13	688.78	511.0	532.74	718.08	665.29	785.88	543.96	890.44	743.43	813.63	791.35	785.88	748.61	1066.48	896.64	967.76	1023.0	191.67	473.41	323.03	256.78	329.84	256.78	327.56	301.33	198.47	450.94	353.59	221.86	258.57	234.57	373.81	221.86	309.83	249.73	460.44	366.09	305.55	301.33	480.04	271.48	412.0	339.14	242.88	473.41	540.19	363.56	441.64	470.14	353.59	420.68	486.75	444.72	426.57	309.83	329.84	373.81	368.65	177.53	497.0	395.18	483.38	414.87	194.36	303.44	283.05	450.94	248.0	392.44	273.37	432.53	441.64	327.56	312.0	242.88	420.68	497.0	543.96	303.44	273.37	476.71	303.44	269.6	346.29	141.02	414.87	420.68	406.31	329.84	312.0	361.04	249.73	201.25	361.04	260.38	273.37	239.52
ZMYM4	866.07	688.78	660.68	813.63	743.43	743.43	848.22	954.43	775.05	830.75	753.83	842.36	791.35	988.12	616.37	674.59	921.88	199.85	204.07	255.0	206.94	223.41	170.25	318.57	215.77	204.07	307.69	356.05	251.48	204.07	208.38	241.19	269.6	231.32	199.85	409.15	186.4	198.47	211.31	329.84	220.32	269.6	258.57	152.28	275.28	341.51	265.87	346.29	303.44	253.23	279.14	346.29	244.57	307.69	218.79	212.78	209.84	198.47	92.7	305.55	265.87	312.0	312.0	145.02	171.45	175.07	279.14	228.13	277.2	162.14	237.86	454.09	183.82	220.32	164.42	226.54	371.22	480.04	183.82	97.36	303.44	283.05	198.47	283.05	208.38	409.15	318.57	327.56	307.69	241.19	199.85	182.55	144.01	237.86	258.57	256.78	217.27
ZNF608	251.48	334.46	264.03	470.14	412.0	532.74	287.01	559.28	473.41	480.04	532.74	363.56	361.04	1359.57	414.87	551.56	540.19	124.37	146.03	116.78	22.75	30.56	12.55	134.3	94.67	111.99	108.14	123.5	80.57	65.26	47.17	108.9	153.34	72.01	81.14	165.57	57.89	92.05	87.65	121.79	40.07	120.1	119.26	46.5	129.69	283.05	57.89	87.65	153.34	92.05	106.63	170.25	80.01	114.36	80.01	74.58	48.87	147.06	80.57	108.14	110.43	185.11	129.69	87.03	77.25	47.84	118.43	96.01	142.01	44.25	164.42	144.01	153.34	87.03	97.36	84.04	140.04	123.5	62.12	76.17	87.03	163.28	27.25	56.28	29.06	175.07	150.17	74.58	108.9	130.6	46.18	25.17	44.89	167.9	23.25	47.17	19.82
ZNF670	120.1	132.44	131.51	140.04	146.03	164.42	158.79	156.59	111.99	127.89	116.78	153.34	127.0	127.0	94.67	115.97	99.43	16.15	52.82	21.63	22.75	43.02	9.34	56.28	27.44	17.64	31.67	31.45	18.97	24.99	34.75	38.12	46.18	28.45	21.47	35.76	23.42	26.1	21.63	53.95	15.22	28.86	41.22	27.25	60.39	45.53	30.78	34.75	37.05	31.67	26.47	37.05	28.24	54.33	32.36	34.51	39.22	23.59	28.24	34.02	34.02	54.33	41.81	14.89	22.75	17.77	25.91	20.71	39.22	23.08	43.02	32.36	35.5	20.71	26.67	23.25	61.68	43.02	24.11	13.32	36.53	24.11	16.51	36.79	27.05	43.32	59.97	29.48	31.45	34.26	78.34	11.91	33.06	50.63	29.7	18.16	18.03
ZZZ3	802.41	796.86	599.49	1111.82	759.08	785.88	902.89	1225.22	866.07	1059.11	825.0	1088.92	878.17	1023.0	780.44	769.69	860.08	198.47	267.73	289.02	258.57	255.0	218.79	368.65	283.05	256.78	373.81	423.61	251.48	221.86	244.57	211.31	320.8	329.84	221.86	358.54	271.48	185.11	226.54	403.5	187.71	376.41	199.85	204.07	309.83	454.09	281.09	283.05	379.04	204.07	279.14	392.44	256.78	381.68	228.13	232.94	303.44	214.27	123.5	351.14	309.83	336.79	301.33	232.94	170.25	239.52	325.29	181.28	312.0	121.79	258.57	429.54	234.57	241.19	197.09	267.73	420.68	514.56	170.25	154.42	327.56	246.28	228.13	285.03	241.19	395.18	371.22	412.0	258.57	281.09	353.59	198.47	139.07	265.87	264.03	209.84	218.79
