	TCGA.BH.A1FE.11B.14R.A13Q.07	TCGA.BH.A1FJ.11B.42R.A13Q.07	TCGA.B8.5552.11A.01R.1672.07	TCGA.38.4625.01A.01R.1206.07.1	TCGA.BJ.A3F0.01A.11R.A206.07	TCGA.ET.A40R.01A.11R.A23N.07	TCGA.BJ.A3PT.01A.12R.A220.07	TCGA.EM.A3FP.01A.11R.A21D.07	TCGA.EM.A3AI.01A.11R.A206.07	TCGA.EM.A1YE.01A.11R.A14Y.07	TCGA.DJ.A3UT.01A.11R.A22L.07	TCGA.BJ.A2N9.01A.11R.A18C.07	TCGA.EL.A3ZT.11A.13R.A23N.07	TCGA.H2.A2K9.11A.11R.A180.07	TCGA.EM.A1CW.11A.12R.A13Y.07	GTEX.RM2N.0526.SM.2TF4N	GTEX.W5X1.0426.SM.3GILB	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.113JC.0126.SM.5EGJW	GTEX.YEC4.0626.SM.5CVLU	GTEX.S341.0226.SM.5S2VG	GTEX.131XH.0526.SM.5DUX7	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.OIZI.0726.SM.2XCEI	GTEX.13N1W.0826.SM.5MR5J	GTEX.OHPM.2626.SM.33HC5	GTEX.12WSK.0926.SM.5CVNQ	GTEX.WHSB.1626.SM.3LK6J	GTEX.SNOS.0226.SM.32PLR	GTEX.WHSE.0626.SM.4RGNF	GTEX.13O61.0226.SM.5KM52	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZQG8.0926.SM.57WFF	GTEX.ZYFG.0626.SM.5GZYA	GTEX.WL46.0126.SM.3TW8I	GTEX.XLM4.0726.SM.4AT64	GTEX.P78B.0526.SM.2I5F7	GTEX.XUZC.0126.SM.4BOO6	GTEX.RVPV.1226.SM.2TF73	GTEX.WFJO.0226.SM.3GIKW	GTEX.1128S.0126.SM.5H12S	GTEX.ZLWG.0526.SM.4WWFB	GTEX.SJXC.0726.SM.2XCFJ	GTEX.YEC3.0826.SM.4WWFP	GTEX.139T6.0326.SM.5J2LY	GTEX.OOBK.2626.SM.2HMKY	GTEX.RWSA.0826.SM.2XCBF	GTEX.YFCO.0326.SM.4W1ZP	GTEX.ZY6K.0226.SM.5SIAY	GTEX.ZA64.0426.SM.5HL96	GTEX.12BJ1.0426.SM.5FQSO	GTEX.ZPCL.0126.SM.4WWC8	GTEX.1212Z.0426.SM.5FQT6	GTEX.YF7O.0726.SM.4W213	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.13D11.0226.SM.5LZXL	GTEX.PLZ4.1226.SM.2I5FE	GTEX.QXCU.0326.SM.2TC63	GTEX.ZVZP.1026.SM.5GICI	GTEX.WYBS.1926.SM.3NM8N	GTEX.OXRP.0326.SM.33HBJ	GTEX.ZYT6.0426.SM.5GID3
RUVBL2	595.34	444.72	624.99	0.35	2240.11	2061.24	1936.53	1883.54	1745.2	2895.31	1697.45	2287.2	1242.34	1277.29	941.27	1127.35	1059.11	1477.58	1216.75	854.13	1437.15	1477.58	1857.6	1304.15	1135.2	1225.22	1111.82	1225.22	1143.1	1369.04	1583.71	941.27	1832.01	1350.18	1295.13	1639.59	1540.37	1388.16	1529.73	1923.14	1685.71	934.76	1104.13	1806.78	1037.29	1769.57	1427.22	2178.83	1088.92	1508.65	1477.58	1417.35	1350.18	1674.06	1407.55	1733.13	1268.46	1119.56	1745.2	1477.58	1697.45	981.29	1119.56	1498.22	1331.57	1322.37	1467.37
SAC3D1	78.34	31.0	68.55	0.0	234.57	205.5	198.47	255.0	237.86	246.28	165.57	361.04	57.49	88.26	32.13	32.59	65.26	145.02	91.41	32.36	86.43	81.14	80.57	61.68	94.01	45.53	23.93	77.25	36.27	132.44	96.68	25.91	98.73	147.06	102.97	96.68	130.6	50.63	123.5	111.99	73.03	63.45	57.89	127.89	57.89	119.26	78.34	137.14	24.81	133.36	105.89	96.68	59.55	155.5	91.41	133.36	74.06	63.45	102.97	83.45	152.28	65.72	16.15	106.63	85.82	47.5	140.04
SCAND1	183.82	170.25	316.37	0.85	2485.67	4671.57	1936.53	3639.7	1963.57	3124.78	3491.39	2351.53	928.3	1127.35	206.94	679.29	583.07	1870.53	1191.69	1331.57	1477.58	1457.23	1769.57	884.29	1572.76	392.44	1487.87	1096.5	1015.93	2193.99	1369.04	1119.56	1721.16	1757.34	1457.23	1561.89	1477.58	2468.49	967.76	1685.71	684.02	780.44	753.83	1909.85	612.11	2485.67	1909.85	1674.06	848.22	3349.13	1583.71	1277.29	1268.46	2758.13	1167.14	3081.75	909.17	988.12	3768.09	1498.22	2875.3	511.0	1277.29	1594.73	1322.37	1159.07	1498.22
SDHAF1	152.28	175.07	150.17	395.18	595.34	555.41	633.73	612.11	698.41	718.08	603.67	753.83	366.09	387.02	312.0	283.05	363.56	624.99	457.25	363.56	435.55	346.29	591.22	314.17	511.0	271.48	463.65	253.23	395.18	603.67	406.31	420.68	373.81	358.54	392.44	500.46	540.19	529.06	403.5	629.35	420.68	287.01	287.01	503.95	281.09	316.37	406.31	543.96	248.0	599.49	454.09	480.04	483.38	764.36	351.14	555.41	358.54	309.83	591.22	414.87	708.18	323.03	256.78	384.34	579.04	400.71	441.64
SHARPIN	579.04	438.59	567.1	285.03	2555.58	2032.85	2090.03	1437.15	2133.97	3257.52	1909.85	2193.99	1457.23	1119.56	575.03	1066.48	988.12	1617.0	1199.98	954.43	1250.98	1397.83	1378.57	1427.22	1233.75	713.11	1127.35	1037.29	1081.39	1628.26	1199.98	665.29	1417.35	1417.35	1183.45	1242.34	1896.65	1628.26	1561.89	1277.29	1757.34	1143.1	1175.27	1331.57	854.13	1870.53	1183.45	1208.34	1111.82	1519.15	1242.34	1199.98	1216.75	1427.22	1242.34	1572.76	941.27	1015.93	1551.09	1359.57	1769.57	1304.15	1096.5	1111.82	1733.13	1313.23	1819.35
SIVA1	444.72	454.09	656.11	121.79	2835.7	4358.66	4298.64	3146.52	4671.57	4152.18	3955.48	4512.4	2367.9	1991.0	1059.11	1407.55	1487.87	3257.52	2816.11	2591.27	2720.15	2104.58	3280.18	1023.0	3742.05	1561.89	2664.15	1819.35	2240.11	3491.39	2956.17	2047.0	2417.67	2701.35	2645.74	2915.45	2664.15	3820.7	2400.97	3564.78	3419.52	1447.15	2400.97	3395.89	2209.26	2664.15	2895.31	2777.33	2163.77	3325.99	2148.82	3982.99	2367.9	4066.71	2468.49	3614.55	1651.0	2090.03	3235.01	2434.5	4268.94	1572.76	2537.92	2758.13	3467.27	2032.85	3614.55
SLC35B1	1051.79	1519.15	1066.48	599.49	2367.9	2209.26	2018.8	3235.01	3190.46	2555.58	2451.44	2075.59	1225.22	1340.84	1540.37	1870.53	1709.26	1991.0	1832.01	1167.14	1709.26	2468.49	1662.49	1936.53	1407.55	1561.89	1407.55	1561.89	1199.98	1674.06	1819.35	947.83	3419.52	1628.26	1457.23	2271.4	1322.37	1059.11	2502.97	2664.15	1540.37	1806.78	1674.06	1991.0	1709.26	2163.77	1697.45	3794.3	1508.65	2777.33	4181.07	1936.53	1794.29	2104.58	1781.89	3515.68	2682.69	3168.41	2739.08	2018.8	2351.53	738.29	2133.97	2018.8	1844.76	1519.15	1628.26
SMUG1	460.44	460.44	417.77	0.0	1350.18	961.07	1037.29	1119.56	1529.73	1167.14	878.17	1832.01	808.0	713.11	665.29	536.45	674.59	854.13	708.18	353.59	642.59	866.07	563.18	796.86	555.41	656.11	325.29	842.36	567.1	947.83	595.34	351.14	708.18	902.89	665.29	733.19	872.1	555.41	878.17	780.44	890.44	860.08	555.41	555.41	595.34	759.08	684.02	775.05	473.41	842.36	629.35	660.68	536.45	872.1	507.46	813.63	536.45	603.67	791.35	808.0	954.43	660.68	329.84	698.41	890.44	603.67	819.3
SNF8	738.29	836.53	1199.98	796.86	4575.41	3467.27	2835.7	3303.0	3901.01	3124.78	2835.7	4066.71	1806.78	1991.0	1883.54	1909.85	1883.54	2485.67	2367.9	1457.23	2777.33	2537.92	2520.38	2434.5	2417.67	1697.45	1427.22	1923.14	1757.34	2255.7	2319.15	1286.18	2855.44	2335.28	2119.22	2451.44	2004.85	1909.85	2271.4	2895.31	1936.53	1819.35	1832.01	2935.74	1572.76	3081.75	2468.49	3325.99	1857.6	3039.3	3060.45	2434.5	2451.44	3081.75	1844.76	3325.99	2287.2	2224.63	3325.99	2271.4	2835.7	1508.65	1769.57	2758.13	2319.15	1427.22	2178.83
SNRNP25	234.57	281.09	432.53	0.33	1769.57	884.29	1477.58	1208.34	1417.35	1628.26	1191.69	1870.53	769.69	775.05	974.5	775.05	633.73	1037.29	1277.29	420.68	563.18	842.36	1331.57	718.08	961.07	460.44	842.36	723.08	708.18	780.44	791.35	389.72	988.12	1151.06	507.46	780.44	1268.46	1225.22	1250.98	1322.37	1127.35	629.35	463.65	1001.93	1111.82	1286.18	890.44	974.5	336.79	1151.06	1015.93	995.0	633.73	1268.46	743.43	954.43	693.58	599.49	928.3	878.17	1508.65	995.0	660.68	860.08	1175.27	884.29	1540.37
SOD1	3847.29	4639.29	4769.75	1.13	7485.11	8963.45	8963.45	8840.04	8598.28	9876.98	8363.13	10659.59	6516.03	5751.61	7589.61	6381.92	5633.22	8658.09	8538.88	5219.6	8191.0	6652.97	8778.97	5329.3	8718.32	7485.11	5479.15	8840.04	7032.37	5517.27	7857.29	5006.93	9279.58	7280.4	8963.45	6337.83	7130.55	8305.36	7589.61	6792.79	8421.31	6337.83	5751.61	9673.69	7911.95	7485.11	7589.61	7966.99	5555.65	9215.48	8421.31	7180.15	7803.01	8479.89	6079.61	8658.09	7433.4	7749.1	9409.14	7857.29	8718.32	7230.1	4869.99	7485.11	9279.58	6607.01	7180.15
SRA1	400.71	518.15	518.15	0.48	1498.22	1794.29	1832.01	1844.76	1909.85	1991.0	1583.71	1950.0	571.05	629.35	616.37	536.45	563.18	941.27	819.3	688.78	1037.29	785.88	860.08	836.53	928.3	629.35	896.64	466.88	486.75	642.59	733.19	961.07	1066.48	748.61	723.08	819.3	836.53	819.3	674.59	1350.18	928.3	490.14	708.18	878.17	620.67	1111.82	854.13	954.43	896.64	1015.93	1127.35	738.29	665.29	921.88	1073.91	1216.75	1023.0	723.08	1529.73	698.41	896.64	457.25	961.07	819.3	1313.23	616.37	703.28
SSNA1	346.29	283.05	808.0	0.26	2367.9	2720.15	2591.27	2777.33	1651.0	1883.54	2224.63	2417.67	1167.14	1183.45	693.58	1066.48	915.51	1832.01	1304.15	595.34	1467.37	1540.37	1519.15	1143.1	1407.55	743.43	638.15	1540.37	878.17	1639.59	1594.73	642.59	1819.35	1529.73	1322.37	1662.49	1628.26	1322.37	1540.37	1977.24	1540.37	1030.12	1096.5	1806.78	830.75	2119.22	1304.15	1806.78	748.61	2303.12	1870.53	1417.35	1277.29	2209.26	1066.48	2061.24	1208.34	1498.22	2271.4	1572.76	2075.59	1073.91	651.58	1639.59	1950.0	1388.16	1605.83
STUB1	1088.92	934.76	1143.1	0.89	4328.55	4268.94	5872.48	4607.24	5995.9	5403.7	4358.66	10014.87	2997.45	2720.15	1697.45	1883.54	2178.83	3665.02	3124.78	2367.9	3257.52	2591.27	3349.13	2090.03	3395.89	1977.24	2835.7	2075.59	2520.38	3212.66	2796.65	1991.0	3303.0	3419.52	2520.38	3325.99	4066.71	3665.02	3639.7	3303.0	3564.78	1844.76	2335.28	3540.14	2271.4	3742.05	3081.75	3716.2	2609.3	3589.58	2664.15	3665.02	2875.3	3955.48	3325.99	3690.52	2777.33	2739.08	3768.09	2796.65	3614.55	2555.58	2224.63	3190.46	4239.45	2796.65	4038.61
SWI5	426.57	414.87	532.74	0.46	3124.78	2119.22	3060.45	2271.4	1745.2	2796.65	2502.97	2816.11	1322.37	1199.98	1369.04	836.53	1250.98	2997.45	1870.53	791.35	1870.53	1225.22	1963.57	1605.83	2720.15	860.08	1044.52	1208.34	902.89	1685.71	1340.84	884.29	2451.44	1709.26	1378.57	2193.99	2047.0	1745.2	1870.53	2018.8	2520.38	1331.57	1066.48	1721.16	1551.09	1769.57	1159.07	1685.71	954.43	1674.06	2609.3	1883.54	1119.56	1662.49	1745.2	2018.8	1529.73	1427.22	1733.13	1340.84	2816.11	1583.71	583.07	1437.15	2032.85	1662.49	2018.8
TACO1	224.97	217.27	264.03	0.0	493.56	403.5	450.94	490.14	543.96	466.88	348.71	547.75	271.48	275.28	312.0	376.41	214.27	346.29	376.41	128.79	412.0	348.71	318.57	353.59	277.2	358.54	198.47	358.54	273.37	387.02	376.41	165.57	432.53	373.81	441.64	414.87	343.89	224.97	395.18	423.61	289.02	356.05	316.37	403.5	356.05	400.71	348.71	381.68	256.78	417.77	397.93	348.71	387.02	476.71	267.73	497.0	346.29	323.03	441.64	400.71	454.09	264.03	295.11	473.41	343.89	283.05	348.71
TAF10	2319.15	3081.75	1923.14	0.77	4210.15	4937.99	6561.36	6561.36	4736.79	6207.38	5995.9	7749.1	2976.74	3060.45	3018.3	2319.15	3212.66	4038.61	3589.58	2537.92	4010.71	3018.3	4181.07	4575.41	3303.0	2627.46	3280.18	1388.16	2758.13	3955.48	2935.74	2193.99	4358.66	4358.66	2935.74	3146.52	3928.15	4328.55	3928.15	4152.18	4512.4	2537.92	2537.92	3467.27	1781.89	5479.15	3820.7	4607.24	3372.43	4010.71	3982.99	3982.99	2816.11	3039.3	3639.7	3847.29	4095.0	2895.31	3847.29	3794.3	3467.27	3257.52	4298.64	2835.7	5517.27	1819.35	3955.48
TBL3	387.02	291.04	346.29	1044.52	1159.07	954.43	995.0	988.12	791.35	1135.2	967.76	1369.04	723.08	791.35	420.68	603.67	543.96	808.0	571.05	463.65	633.73	854.13	909.17	638.15	642.59	620.67	497.0	612.11	540.19	830.75	872.1	447.82	759.08	780.44	728.11	842.36	915.51	796.86	780.44	988.12	941.27	521.76	780.44	884.29	518.15	1096.5	684.02	961.07	620.67	860.08	674.59	733.19	629.35	988.12	629.35	947.83	629.35	575.03	1066.48	660.68	909.17	507.46	607.87	674.59	896.64	583.07	753.83
TG	2.94	8.99	8.38	0.64	610654.84	736332.6	794671.01	598087.73	894051.48	778316.89	906531.99	663619.99	938500.81	772940.66	682276.92	1019901.63	1264380.15	1393227.06	2068278.89	1012856.65	2247670.86	2126426.15	1751305.3	1503610.06	2375828.71	524287.0	2111737.85	1204496.53	1308968.45	1739208.14	1838374.44	857631.47	1997825.68	1984025.69	1273174.62	1997825.68	1984025.69	2986448.72	2025714.3	1318073.06	2425749.94	845824.19	741454.2	1929772.37	992012.34	1943195.01	1727194.55	1355129.16	757033.75	2636147.11	2263304.65	1775752.63	2111737.85	1108362.75	1691649.38	811368.76	1668359.93	1800541.22	3178687.03	3886391.01	1645391.11	1155430.26	1055868.42	2263304.65	2672946.37	1514068.5	1864037.21
TIGD5	15.22	11.73	35.25	0.27	125.24	152.28	149.12	69.52	169.07	186.4	129.69	156.59	95.34	105.15	40.07	82.29	69.03	142.01	108.14	81.71	115.97	106.63	140.04	60.39	107.38	51.35	129.69	90.14	100.83	149.12	146.03	87.03	137.14	145.02	114.36	117.6	139.07	104.42	129.69	133.36	101.54	74.06	58.3	164.42	59.13	105.89	134.3	170.25	57.08	155.5	124.37	120.94	115.97	190.34	89.51	144.01	96.68	115.16	142.01	109.66	155.5	82.87	67.59	127.0	134.3	92.7	135.24
TIMM10	486.75	878.17	660.68	0.4	2537.92	2047.0	2061.24	1417.35	1551.09	2133.97	1350.18	2682.69	764.36	981.29	599.49	532.74	896.64	1183.45	802.41	684.02	1397.83	860.08	1268.46	1135.2	1104.13	1127.35	633.73	733.19	599.49	1183.45	836.53	728.11	1295.13	961.07	1059.11	1378.57	1088.92	679.29	961.07	1963.57	1242.34	967.76	1233.75	1350.18	764.36	1369.04	974.5	1388.16	1295.13	1135.2	1923.14	1359.57	915.51	1594.73	947.83	1857.6	1388.16	703.28	1467.37	1697.45	1322.37	473.41	1151.06	1259.69	836.53	780.44	1313.23
TMED9	2591.27	1857.6	3103.19	0.6	8022.41	4937.99	6337.83	6250.56	7130.55	6983.79	4038.61	6699.25	2855.44	3515.68	3349.13	4575.41	3589.58	5147.73	4607.24	3491.39	4736.79	4903.87	5366.37	3955.48	4010.71	3103.19	4152.18	5219.6	2956.17	4038.61	4769.75	4038.61	7081.29	4836.35	3589.58	5006.93	3820.7	3303.0	5255.91	5479.15	4869.99	3614.55	3665.02	5594.3	3419.52	5006.93	4450.27	7749.1	2758.13	5292.48	6561.36	3955.48	4869.99	4937.99	4704.07	5555.65	5366.37	7382.04	5441.3	4639.29	5672.41	3303.0	3564.78	4972.34	5366.37	4038.61	3540.14
TMEM141	775.05	591.22	1023.0	0.21	6471.02	4328.55	7382.04	5441.3	3794.3	4066.71	6516.03	11035.54	2997.45	2682.69	2004.85	2367.9	2224.63	4937.99	3515.68	1605.83	4210.15	3982.99	3847.29	3235.01	3690.52	2451.44	3395.89	2271.4	2104.58	4481.23	3235.01	2119.22	4543.8	4671.57	2956.17	3665.02	3928.15	4607.24	3395.89	4210.15	6037.61	3168.41	2061.24	4095.0	2777.33	5633.22	3280.18	4419.52	1950.0	5076.84	3955.48	3589.58	3349.13	4937.99	2915.45	4972.34	3212.66	3716.2	5112.16	4328.55	5292.48	2855.44	1977.24	2935.74	6983.79	5555.65	3928.15
TRAPPC5	703.28	633.73	532.74	0.49	3515.68	4543.8	4388.98	3742.05	2502.97	4298.64	3372.43	4181.07	1467.37	1295.13	466.88	909.17	1467.37	2875.3	1508.65	1551.09	2193.99	2209.26	2835.7	1709.26	2047.0	967.76	1594.73	909.17	1407.55	2384.37	2004.85	934.76	2061.24	2148.82	1870.53	2520.38	2148.82	2816.11	1617.0	2335.28	1685.71	1023.0	967.76	3614.55	954.43	3443.31	1709.26	2178.83	1295.13	3564.78	2682.69	1963.57	1572.76	3928.15	1950.0	2895.31	1277.29	1407.55	4038.61	1936.53	3060.45	1030.12	1183.45	1617.0	1923.14	1340.84	1883.54
TRPT1	579.04	476.71	521.76	0.66	2319.15	2400.97	1950.0	1605.83	1519.15	2956.17	2417.67	2061.24	1286.18	1096.5	791.35	1015.93	1208.34	1286.18	1216.75	1104.13	1119.56	1427.22	1096.5	1447.15	1023.0	860.08	1073.91	921.88	1159.07	1437.15	1259.69	769.69	1350.18	1225.22	1350.18	1508.65	1208.34	1183.45	1447.15	1561.89	1191.69	1259.69	860.08	1119.56	830.75	2303.12	1216.75	1104.13	1295.13	2004.85	1508.65	1104.13	988.12	1183.45	1378.57	2018.8	1001.93	1350.18	1870.53	1313.23	1417.35	1216.75	830.75	1477.58	1369.04	954.43	1605.83
TSR3	336.79	258.57	525.39	0.34	2591.27	1832.01	1870.53	1477.58	1963.57	1909.85	1295.13	3540.14	1199.98	921.88	651.58	825.0	974.5	1417.35	1313.23	703.28	1304.15	1417.35	1397.83	1008.9	1277.29	698.41	825.0	1088.92	941.27	1340.84	1111.82	587.13	1369.04	1583.71	1225.22	1216.75	1651.0	1199.98	1304.15	1208.34	1437.15	1023.0	967.76	1519.15	878.17	1447.15	1175.27	1519.15	669.92	1674.06	1340.84	1199.98	1199.98	1757.34	1008.9	1467.37	995.0	1059.11	1674.06	1199.98	1594.73	934.76	896.64	1259.69	1295.13	915.51	1529.73
TUSC2	368.65	463.65	603.67	0.45	802.41	1519.15	1104.13	1551.09	1066.48	1340.84	1111.82	1277.29	728.11	759.08	713.11	728.11	629.35	1427.22	967.76	703.28	934.76	909.17	1183.45	780.44	1250.98	624.99	603.67	647.07	679.29	1096.5	698.41	743.43	813.63	890.44	854.13	1030.12	1104.13	1104.13	866.07	1073.91	872.1	665.29	607.87	1159.07	738.29	878.17	878.17	988.12	616.37	1250.98	884.29	890.44	785.88	1259.69	759.08	1183.45	860.08	708.18	1259.69	878.17	1378.57	785.88	764.36	854.13	884.29	728.11	934.76
UBL4A	325.29	283.05	406.31	0.22	698.41	587.13	872.1	708.18	651.58	647.07	507.46	693.58	503.95	563.18	373.81	480.04	466.88	775.05	563.18	460.44	703.28	591.22	583.07	486.75	480.04	339.14	486.75	616.37	417.77	555.41	532.74	356.05	591.22	693.58	493.56	563.18	583.07	521.76	679.29	555.41	559.28	435.55	429.54	587.13	435.55	540.19	521.76	738.29	329.84	656.11	599.49	503.95	1030.12	748.61	381.68	612.11	493.56	571.05	521.76	551.56	748.61	543.96	231.32	518.15	802.41	514.56	603.67
UFSP1	15.11	10.63	20.26	0.0	70.01	112.77	52.45	90.77	248.0	70.51	67.59	366.09	29.06	32.13	13.03	41.81	27.25	58.3	66.18	13.83	73.54	60.39	43.02	34.02	18.03	23.42	19.11	29.7	24.63	84.04	61.25	12.36	102.25	66.65	75.11	78.34	47.5	33.78	80.57	129.69	25.54	50.98	35.5	98.73	26.86	98.73	59.97	94.67	23.25	80.57	100.13	67.59	43.94	105.89	45.21	88.26	41.22	77.79	92.05	72.01	63.45	22.75	10.0	75.11	37.59	24.46	27.84
UQCR11	1781.89	2701.35	2400.97	0.78	7382.04	6294.04	6840.04	10225.32	5872.48	7695.57	5954.47	9876.98	3349.13	3325.99	3146.52	2178.83	2400.97	7130.55	4481.23	2796.65	4769.75	4210.15	4639.29	5147.73	5147.73	1857.6	3540.14	2335.28	2739.08	4038.61	3928.15	1950.0	5872.48	4937.99	4543.8	4836.35	4095.0	4937.99	4123.49	5219.6	5831.91	2520.38	3901.01	6207.38	1870.53	7433.4	3982.99	5147.73	2193.99	7695.57	6037.61	4095.0	3146.52	6426.31	3467.27	6887.62	3928.15	2739.08	7230.1	5913.33	6164.49	2875.3	3146.52	5995.9	5872.48	2935.74	4802.93
WBSCR16	312.0	287.01	450.94	0.41	1127.35	947.83	1111.82	1015.93	1457.23	1127.35	836.53	2090.03	866.07	813.63	748.61	674.59	555.41	1030.12	830.75	373.81	769.69	748.61	1111.82	624.99	974.5	693.58	656.11	860.08	647.07	909.17	830.75	723.08	909.17	988.12	780.44	813.63	941.27	743.43	785.88	854.13	941.27	728.11	651.58	941.27	848.22	860.08	769.69	988.12	555.41	830.75	775.05	679.29	764.36	1008.9	669.92	896.64	748.61	684.02	902.89	808.0	981.29	785.88	595.34	764.36	1015.93	718.08	842.36
WIBG	529.06	633.73	651.58	842.36	1268.46	1304.15	1313.23	1313.23	1806.78	1685.71	1233.75	2018.8	947.83	878.17	1044.52	842.36	872.1	1561.89	1191.69	743.43	1191.69	995.0	1242.34	808.0	1127.35	1151.06	842.36	967.76	1119.56	1081.39	878.17	713.11	1313.23	1233.75	1059.11	1119.56	1277.29	1008.9	1167.14	1331.57	1286.18	872.1	878.17	1286.18	1119.56	1242.34	1111.82	1175.27	884.29	1277.29	1304.15	1096.5	1030.12	967.76	1073.91	1417.35	934.76	1044.52	1397.83	1191.69	1369.04	825.0	764.36	974.5	1135.2	884.29	1268.46
ZNF428	198.47	202.66	480.04	1709.26	1561.89	2976.74	1721.16	2537.92	1295.13	2119.22	2075.59	1991.0	860.08	967.76	764.36	896.64	753.83	1806.78	1427.22	860.08	1388.16	1242.34	1733.13	802.41	1477.58	358.54	1073.91	808.0	1030.12	1268.46	1023.0	753.83	1191.69	1519.15	1225.22	1498.22	1529.73	1359.57	1183.45	1745.2	854.13	866.07	603.67	1651.0	511.0	1594.73	1369.04	1467.37	728.11	1733.13	1322.37	1427.22	1059.11	1832.01	1369.04	1519.15	860.08	934.76	1832.01	1331.57	1529.73	563.18	1037.29	1487.87	1295.13	785.88	1572.76
ZNF688	91.41	69.03	204.07	0.21	595.34	591.22	503.95	764.36	1008.9	1030.12	497.0	1242.34	435.55	429.54	269.6	341.51	285.03	432.53	500.46	167.9	277.2	412.0	454.09	277.2	406.31	281.09	297.17	323.03	366.09	493.56	395.18	133.36	480.04	444.72	325.29	373.81	575.03	470.14	555.41	441.64	438.59	346.29	283.05	389.72	273.37	525.39	435.55	480.04	297.17	559.28	435.55	312.0	334.46	457.25	341.51	559.28	281.09	387.02	607.87	381.68	567.1	287.01	234.57	316.37	514.56	285.03	490.14
ZNHIT1	733.19	830.75	674.59	0.85	4481.23	3257.52	3325.99	3467.27	4575.41	4450.27	3372.43	6164.49	1662.49	1540.37	1066.48	1498.22	1313.23	2682.69	1963.57	1175.27	1844.76	1936.53	2119.22	1870.53	1936.53	1216.75	1617.0	1733.13	1183.45	2133.97	1745.2	1044.52	2319.15	2193.99	1883.54	1977.24	2468.49	2855.44	2209.26	2573.36	2835.7	1457.23	1340.84	1991.0	1001.93	3372.43	1769.57	2520.38	1594.73	3325.99	2224.63	1651.0	1529.73	2720.15	1540.37	3146.52	1639.59	1936.53	4388.98	2004.85	3419.52	1331.57	1417.35	1651.0	3103.19	1936.53	1977.24
ZNHIT2	113.56	73.03	62.12	0.0	536.45	698.41	555.41	633.73	595.34	848.22	638.15	665.29	267.73	269.6	72.52	175.07	139.07	403.5	343.89	226.54	358.54	312.0	332.14	164.42	287.01	215.77	339.14	320.8	327.56	476.71	441.64	226.54	361.04	376.41	336.79	358.54	409.15	305.55	395.18	540.19	262.2	206.94	229.72	540.19	205.5	368.65	409.15	470.14	198.47	624.99	327.56	450.94	327.56	703.28	253.23	759.08	305.55	363.56	599.49	379.04	638.15	127.0	291.04	363.56	368.65	248.0	426.57
