	TCGA.AZ.6605.11A.01R.1839.07	GTEX.Y9LG.1526.SM.4WWDR	GTEX.11LCK.2026.SM.5A5MA	GTEX.1211K.1726.SM.5FQUJ	GTEX.ZPCL.1826.SM.57WF1	GTEX.139T6.1326.SM.5IFFO	GTEX.WH7G.1326.SM.4LVMS	GTEX.XBEW.1926.SM.4SOJO	GTEX.NFK9.2026.SM.3LK5K	GTEX.YEC3.2426.SM.5IFJR	GTEX.13QBU.1826.SM.5IJG3	GTEX.14DAR.1526.SM.5RQIX	GTEX.Y3IK.1826.SM.4WWDS	GTEX.11VI4.1526.SM.5EQKC	GTEX.YJ8O.0326.SM.5RQJW	GTEX.11ZTS.2726.SM.5EQLU	GTEX.11UD2.1526.SM.5EQLQ	GTEX.WYVS.0826.SM.4RTXB	GTEX.13G51.1026.SM.5K7YQ	GTEX.QESD.0726.SM.4R1KQ	GTEX.11ONC.1426.SM.5N9F4	GTEX.117YW.2026.SM.5N9BH	GTEX.12ZZY.1526.SM.5LZWF	GTEX.14753.1926.SM.5NQAA	TCGA.KM.8477.01A.11R.2315.07	TCGA.KN.8422.01A.11R.2315.07	TCGA.KN.8433.01A.11R.2315.07	TCGA.KO.8403.01A.11R.2315.07	TCGA.KN.8437.01A.11R.2315.07	GTEX.ZYFD.1526.SM.5NQ7T	TCGA.B0.5117.01A.01R.1420.07	TCGA.B0.5121.01A.02R.1420.07	TCGA.BP.4989.01A.01R.1334.07	TCGA.A3.3313.01A.02R.1325.07	TCGA.AK.3465.01A.02R.1325.07	TCGA.CZ.5982.11A.01R.1672.07	TCGA.B0.4700.11A.01R.1541.07	TCGA.CZ.5985.11A.01R.1672.07	TCGA.B9.4617.01A.01R.1193.07	TCGA.DD.A4NG.01A.11R.A27V.07	TCGA.DD.AACE.01A.11R.A41C.07	TCGA.BC.A216.11A.11R.A155.07	GTEX.11ZUS.2526.SM.59872	GTEX.11ZTS.1426.SM.5EQMM	GTEX.11GSP.0626.SM.5986T	GTEX.WZTO.0626.SM.4PQYY	GTEX.11NV4.1326.SM.5HL6V	GTEX.13FTZ.0726.SM.5IFFY	GTEX.145LU.1326.SM.5LU9N	GTEX.12WSM.0726.SM.5GCOW	GTEX.131YS.1626.SM.5HL6C	GTEX.13N2G.0926.SM.5IFGJ	GTEX.13NZB.0626.SM.5IFH6	GTEX.ZVT4.0626.SM.5E45T	GTEX.11ZVC.0726.SM.5FQT9	GTEX.13O3O.1826.SM.5IFGW	GTEX.13112.1426.SM.5EGH8	TCGA.BR.8682.01A.11R.2402.13	TCGA.BR.8487.01A.11R.2402.13	TCGA.BR.A44T.01A.32R.A24K.31	TCGA.RD.A8N2.01A.12R.A36D.31	TCGA.CD.8534.01A.11R.2343.13	TCGA.BR.A4J8.01A.11R.A251.31	TCGA.BR.8588.01A.11R.2402.13	TCGA.BR.8592.01A.11R.2402.13	TCGA.BR.8384.01A.21R.2402.13	TCGA.BR.8483.01A.31R.2402.13	TCGA.HU.A4HB.11A.11R.A251.31	TCGA.HU.A4GP.11A.21R.A251.31	TCGA.HU.A4G3.11A.11R.A24K.31	GTEX.WFON.1126.SM.4LVMA	GTEX.145MO.2226.SM.5Q5BN	GTEX.Y5V6.1326.SM.4VDTF	TCGA.DJ.A1QG.01A.11R.A14Y.07	TCGA.EL.A3H5.01A.11R.A206.07	TCGA.EM.A3O9.01A.11R.A220.07
SGCG	84.04	18.84	9.78	12.09	10.79	1.93	8.19	20.56	5.77	3.92	6.06	5.32	15.68	26.1	118.43	172.65	22.1	67.12	92.05	11.38	84.04	152.28	215.77	118.43	0.43	1.41	1.38	5.11	5.59	10.39	0.0	0.45	5.41	68.55	1.3	4.39	8.85	3.53	4.66	0.0	0.0	0.0	0.0	0.0	0.0	1.93	0.0	0.0	0.0	0.68	0.0	4.13	1.06	0.95	0.0	0.0	2.73	5.06	2.32	3.17	18.97	1.08	0.71	1.45	5.28	30.12	1.35	44.25	46.18	43.94	2.86	34.51	5.02	2.66	14.35	3.23
SLC8A2	2133.97	2.27	3.76	8.58	33.06	3.23	72.52	25.72	55.49	58.3	3.14	1.35	27.25	4.46	47.84	25.54	45.85	72.01	120.1	57.89	19.53	17.13	20.11	26.67	0.45	0.49	4.7	1.43	0.41	0.16	0.99	1.41	2.53	4.62	3.08	0.0	0.51	0.0	5.92	0.0	0.75	0.0	0.04	0.23	1.87	0.0	0.88	0.0	0.0	2.39	0.01	5.54	0.0	4.17	0.24	1.48	0.0	67.12	11.55	124.37	346.29	37.59	16.15	21.16	172.65	172.65	0.0	209.84	269.6	256.78	11.04	110.43	21.47	0.0	4.74	0.0
SLMAP	35609.13	483.38	450.94	414.87	1857.6	497.0	2434.5	988.12	2796.65	1508.65	447.82	457.25	1135.2	595.34	1806.78	2209.26	1427.22	6250.56	2032.85	5006.93	2935.74	1447.15	1508.65	1191.69	599.49	447.82	291.04	629.35	878.17	607.87	559.28	275.28	447.82	791.35	703.28	738.29	647.07	878.17	599.49	202.66	444.72	189.02	127.0	368.65	432.53	269.6	163.28	297.17	293.07	334.46	400.71	346.29	262.2	353.59	242.88	148.09	265.87	3515.68	525.39	3614.55	17437.64	1369.04	1350.18	1119.56	5751.61	7331.05	536.45	12943.04	8901.53	11745.96	743.43	1977.24	974.5	518.15	432.53	420.68
SMPX	2537.92	0.77	3.08	4.94	133.36	0.0	122.64	37.85	170.25	186.4	0.78	2.14	84.63	1.91	351.14	214.27	110.43	599.49	305.55	260.38	142.01	255.0	228.13	154.42	7.11	0.48	6.06	7.51	0.0	8.38	63.0	0.0	0.84	0.0	17.51	3.56	4.98	1.35	0.0	0.0	29.91	22.59	3.29	13.42	9.48	39.5	20.56	4.86	4.13	3.92	2.76	3.99	0.0	36.01	38.12	0.0	8.85	139.07	0.0	603.67	2287.2	72.52	48.52	45.53	708.18	890.44	12.09	2335.28	2758.13	2682.69	0.0	248.0	13.93	0.0	2.27	0.0
SMTN	641014.63	981.29	1417.35	1001.93	4903.87	928.3	6079.61	3742.05	7433.4	8421.31	981.29	934.76	3124.78	1407.55	53601.03	48643.87	40621.74	37639.55	64632.75	31432.17	48307.85	41475.31	40904.3	30785.28	1208.34	84.04	514.56	616.37	651.58	435.55	525.39	1605.83	769.69	603.67	521.76	575.03	848.22	476.71	249.73	332.14	303.44	348.71	173.85	301.33	1417.35	149.12	260.38	92.7	441.64	543.96	525.39	348.71	384.34	854.13	381.68	237.86	353.59	6381.92	679.29	19348.38	38164.99	3146.52	5672.41	3280.18	21320.18	19618.49	2520.38	48643.87	53973.86	53973.86	1427.22	13306.94	2935.74	555.41	669.92	1350.18
SMYD1	13306.94	1.66	3.41	1.93	27.44	0.55	74.06	17.9	58.3	101.54	1.93	2.03	18.16	0.55	63.0	25.54	41.22	163.28	75.11	68.55	63.45	23.93	64.8	28.24	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.92	0.0	0.93	0.0	0.34	0.6	0.06	0.0	0.0	1.89	2.03	0.0	0.77	0.09	0.0	0.0	214.27	0.0	514.56	3257.52	84.63	15.45	99.43	909.17	1233.75	2.61	1844.76	2609.3	2351.53	2.48	139.07	9.48	0.0	0.0	0.0
SORBS1	36106.23	248.0	271.48	265.87	1617.0	251.48	1936.53	1059.11	3589.58	1819.35	271.48	251.48	633.73	460.44	3982.99	5751.61	5219.6	12764.83	6652.97	8718.32	5112.16	2739.08	4639.29	5006.93	2609.3	361.04	256.78	414.87	54.72	1015.93	368.65	441.64	547.75	173.85	371.22	392.44	395.18	599.49	269.6	551.56	231.32	518.15	138.1	358.54	454.09	123.5	220.32	165.57	412.0	511.0	486.75	476.71	567.1	1963.57	486.75	314.17	348.71	3794.3	128.79	6471.02	21468.49	1685.71	2777.33	2271.4	10659.59	12943.04	480.04	16843.62	14361.31	18819.27	743.43	5112.16	1378.57	111.99	387.02	133.36
SOX10	830.75	38.95	74.06	55.1	82.29	56.28	116.78	154.42	99.43	101.54	44.25	25.72	76.71	94.67	723.08	591.22	1561.89	339.14	941.27	486.75	934.76	532.74	1427.22	679.29	0.0	0.0	6.67	0.0	1.66	8.92	1.0	0.97	7.28	3.44	1.36	3.63	15.22	14.03	0.42	0.8	0.0	1.77	9.06	4.17	6.11	9.27	5.87	0.0	10.96	2.76	10.63	4.78	9.41	8.99	1.25	2.46	4.1	65.72	5.28	211.31	181.28	27.84	19.39	48.18	162.14	193.01	7.75	450.94	486.75	759.08	20.26	123.5	43.63	0.0	0.0	2.14
SPEG	22535.88	108.9	163.28	123.5	723.08	97.36	1104.13	633.73	1369.04	1498.22	115.16	91.41	325.29	281.09	4639.29	3928.15	3515.68	4210.15	5594.3	3564.78	3928.15	2875.3	3639.7	2133.97	50.98	170.25	162.14	34.75	29.7	228.13	56.68	14.78	115.97	74.58	32.82	18.7	119.26	70.01	26.67	14.67	9.93	17.77	18.03	24.11	54.72	7.88	22.59	17.9	32.13	29.7	293.07	46.18	10.39	223.41	19.68	1.43	38.12	1015.93	20.11	2240.11	5791.62	291.04	848.22	493.56	2997.45	3349.13	432.53	5292.48	5366.37	6121.9	119.26	1519.15	629.35	220.32	287.01	22.75
ST5	5995.9	674.59	791.35	748.61	1030.12	599.49	1639.59	1073.91	1697.45	1369.04	633.73	521.76	713.11	748.61	3124.78	3395.89	3212.66	3794.3	5041.77	2303.12	4239.45	3589.58	3639.7	2178.83	1950.0	2417.67	1295.13	1104.13	1073.91	2255.7	1674.06	511.0	476.71	612.11	1457.23	547.75	603.67	563.18	791.35	490.14	1397.83	400.71	414.87	1151.06	1191.69	866.07	808.0	743.43	679.29	813.63	825.0	934.76	928.3	316.37	674.59	234.57	808.0	1277.29	836.53	1857.6	4239.45	1745.2	1561.89	1709.26	2720.15	3146.52	1216.75	3515.68	3349.13	3742.05	1819.35	2400.97	1143.1	1477.58	1883.54	669.92
STK38L	890.44	309.83	285.03	297.17	480.04	353.59	1427.22	466.88	748.61	529.06	295.11	271.48	483.38	420.68	473.41	1561.89	954.43	1977.24	802.41	1467.37	1437.15	616.37	532.74	529.06	166.73	116.78	67.12	186.4	253.23	366.09	176.29	236.21	500.46	351.14	291.04	389.72	305.55	842.36	108.14	125.24	169.07	159.9	131.51	332.14	733.19	135.24	115.97	154.42	221.86	63.45	297.17	47.17	93.35	518.15	85.22	150.17	132.44	915.51	256.78	392.44	1781.89	733.19	486.75	620.67	753.83	854.13	224.97	1529.73	647.07	825.0	289.02	490.14	353.59	239.52	366.09	173.85
STMN4	175.07	21.63	21.47	24.46	62.12	17.0	26.67	47.5	36.27	27.64	18.84	8.51	12.18	52.82	11.38	12.74	32.36	34.51	24.63	10.71	32.36	17.64	24.11	6.21	0.0	0.0	2.84	2.86	0.0	3.03	2.43	1.41	5.96	1.71	0.45	1.79	4.03	2.68	2.39	0.65	1.57	0.84	0.0	0.62	1.33	1.39	1.87	0.59	3.11	0.0	0.37	0.33	0.32	1.48	0.06	0.83	1.31	6.62	0.84	121.79	39.5	0.48	2.34	3.89	42.41	34.51	0.0	92.7	119.26	69.52	0.0	3.11	1.5	0.0	0.0	1.45
SVIL	77396.54	409.15	438.59	426.57	2485.67	366.09	3349.13	1407.55	4419.52	3081.75	356.05	373.81	981.29	507.46	2271.4	2895.31	3901.01	6207.38	3280.18	5479.15	2451.44	1977.24	2367.9	2664.15	543.96	295.11	368.65	172.65	314.17	967.76	307.69	297.17	353.59	211.31	283.05	521.76	470.14	595.34	796.86	679.29	332.14	85.82	88.26	105.15	371.22	223.41	211.31	159.9	156.59	102.25	718.08	113.56	116.78	100.83	195.72	97.36	447.82	3847.29	110.43	5517.27	18178.19	1199.98	1909.85	2224.63	10154.69	16843.62	1662.49	17197.56	15180.22	19892.37	379.04	3325.99	708.18	656.11	967.76	234.57
SYNM	101420.22	105.89	166.73	135.24	2193.99	130.6	3540.14	1313.23	4769.75	3467.27	152.28	87.65	1199.98	269.6	11664.82	9474.59	8778.97	25887.07	14361.31	14971.21	10368.08	10296.45	9876.98	9151.82	59.13	400.71	154.42	133.36	58.3	323.03	148.09	490.14	249.73	182.55	131.51	134.3	156.59	191.67	26.86	111.21	236.21	42.41	95.34	77.25	420.68	95.34	59.13	94.67	113.56	68.07	285.03	35.25	74.58	131.51	92.05	13.93	58.71	4736.79	17.77	7642.41	40621.74	1340.84	1572.76	1685.71	12676.65	19892.37	189.02	29124.6	26431.04	29327.18	297.17	8421.31	819.3	258.57	97.36	346.29
SYNPO2	39237.98	198.47	262.2	170.25	1437.15	193.01	3639.7	1030.12	7280.4	2935.74	151.22	114.36	1447.15	389.72	2682.69	3874.05	1437.15	11664.82	4481.23	10808.41	4512.4	2032.85	2701.35	3847.29	49.91	27.44	67.12	27.44	46.5	80.01	172.65	299.25	571.05	186.4	224.97	161.02	426.57	463.65	11.91	32.82	36.01	47.5	46.5	224.97	967.76	40.36	69.03	50.63	129.69	90.14	473.41	43.02	92.05	412.0	159.9	45.21	127.89	5183.54	43.32	8078.22	39510.91	1697.45	1583.71	1909.85	13033.07	15715.58	175.07	18178.19	14561.8	19348.38	285.03	5672.41	1127.35	164.42	334.46	78.34
TACR2	52497.92	15.91	40.07	16.51	764.36	13.32	1295.13	454.09	1286.18	884.29	24.99	46.18	265.87	41.81	2434.5	620.67	567.1	1073.91	738.29	450.94	503.95	718.08	493.56	351.14	6.26	1.93	6.11	16.39	7.28	16.75	24.99	11.64	8.85	5.06	50.63	5.32	4.98	8.0	2.39	12.55	1.35	1.89	15.45	5.92	9.2	2.43	7.4	0.0	0.64	18.84	1.93	0.54	0.0	2.12	6.01	8.99	5.77	866.07	52.45	2915.45	6745.86	435.55	1350.18	429.54	3280.18	3639.7	3.47	6037.61	5831.91	5255.91	35.5	2075.59	54.33	3.47	4.28	10.96
TCEAL2	3716.2	14.24	15.56	15.45	271.48	14.14	409.15	169.07	361.04	409.15	27.64	8.85	135.24	37.32	1081.39	728.11	967.76	1519.15	1096.5	1304.15	819.3	872.1	813.63	583.07	1.36	27.05	19.53	149.12	18.03	796.86	5.32	17.51	0.44	6.73	98.73	713.11	616.37	177.53	2.01	0.0	0.0	4.82	9.41	2.1	14.35	2.81	6.06	5.54	10.0	13.93	9.63	17.64	11.04	7.69	7.63	3.5	4.5	285.03	4.9	1104.13	1709.26	82.87	454.09	189.02	698.41	1051.79	127.0	3018.3	2485.67	2627.46	73.03	791.35	202.66	1378.57	18.56	217.27
TCEAL6	202.66	8.51	3.89	6.84	17.77	7.22	8.71	5.96	12.83	15.56	7.34	1.55	8.71	4.46	3.47	7.82	14.03	12.18	15.0	21.32	8.45	1.81	8.25	12.64	0.0	13.22	1.91	0.0	1.23	10.88	1.97	0.0	0.0	0.85	4.94	22.1	19.68	3.56	0.0	0.0	0.0	0.0	0.83	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	0.95	0.0	0.0	0.0	0.0	2.86	0.0	51.35	16.15	2.1	18.03	5.23	14.14	36.53	5.41	85.22	120.94	52.45	2.63	15.91	3.23	2.48	1.01	1.57
TGFB1I1	48982.22	406.31	457.25	435.55	1870.53	409.15	2520.38	1397.83	2335.28	2335.28	371.22	307.69	785.88	642.59	7749.1	5147.73	3443.31	6381.92	6037.61	6381.92	4512.4	5441.3	4972.34	3928.15	117.6	163.28	426.57	258.57	148.09	205.5	480.04	1037.29	909.17	514.56	325.29	318.57	543.96	381.68	76.17	169.07	151.22	92.05	143.01	197.09	432.53	73.54	108.9	63.0	224.97	281.09	287.01	164.42	256.78	420.68	186.4	96.01	166.73	2178.83	412.0	6337.83	9808.75	1313.23	2935.74	1397.83	6699.25	6561.36	928.3	13399.51	13033.07	12076.21	728.11	3665.02	1674.06	1059.11	2351.53	567.1
TMEM240	890.44	13.52	18.7	16.15	68.07	17.38	86.43	38.95	113.56	94.01	14.78	29.48	44.57	21.63	283.05	211.31	287.01	214.27	325.29	206.94	220.32	295.11	204.07	224.97	2.29	12.18	28.45	10.96	20.86	9.2	15.11	29.06	15.34	12.83	9.85	15.68	31.22	5.87	28.65	5.19	4.24	7.57	11.04	13.93	19.97	5.73	6.62	5.28	14.03	18.97	15.45	27.44	10.55	11.13	9.7	0.0	10.24	52.82	12.36	74.06	131.51	23.42	34.26	21.78	134.3	114.36	33.54	221.86	392.44	265.87	30.34	132.44	72.01	60.39	76.71	34.51
TMEM35	6207.38	25.35	31.22	19.82	309.83	19.39	301.33	169.07	466.88	363.56	22.92	20.41	159.9	55.49	490.14	167.9	78.89	934.76	514.56	525.39	217.27	194.36	368.65	228.13	31.9	336.79	785.88	23.93	3.59	5.73	11.38	9.63	4.98	2.51	42.11	11.82	23.08	21.01	0.0	0.58	0.0	2.58	0.71	0.15	2.39	0.0	1.03	1.01	0.66	2.68	2.71	0.0	0.0	0.49	0.15	0.54	0.0	66.65	4.17	256.78	318.57	59.55	39.5	44.57	291.04	295.11	13.83	890.44	1081.39	1030.12	28.04	242.88	115.97	7.28	15.34	2.81
TPM2	1063212.58	1923.14	2895.31	2133.97	16383.0	2032.85	19214.73	11267.44	25179.16	27553.49	2133.97	1709.26	8598.28	4575.41	69753.56	65990.84	88905.42	97288.74	124863.17	99333.0	74243.68	74760.09	70727.3	78476.96	902.89	279.14	1350.18	808.0	366.09	3639.7	2400.97	4181.07	8658.09	1216.75	1594.73	866.07	2193.99	1721.16	483.38	559.28	830.75	271.48	332.14	642.59	1023.0	307.69	417.77	162.14	607.87	1208.34	1721.16	363.56	406.31	1175.27	244.57	145.02	473.41	17317.18	4607.24	47313.67	167058.21	6121.9	15824.9	9151.82	73730.83	68318.04	4388.98	123144.13	119776.72	127486.83	4038.61	36610.26	10440.2	1605.83	6699.25	1104.13
TSHZ3	1104.13	29.91	41.22	28.65	120.1	33.3	97.36	76.17	141.02	123.5	23.76	24.11	49.91	50.63	312.0	320.8	258.57	341.51	341.51	346.29	269.6	271.48	363.56	251.48	15.34	90.77	15.68	43.02	22.1	102.97	78.89	72.01	48.18	28.86	95.34	40.36	60.39	47.84	2.43	10.16	8.38	20.41	10.16	21.63	48.52	8.38	10.47	3.82	18.03	39.5	31.9	27.25	13.83	36.53	14.89	5.87	17.25	193.01	20.56	262.2	486.75	87.65	134.3	117.6	567.1	532.74	19.53	713.11	511.0	567.1	35.5	204.07	64.8	66.18	148.09	38.95
TSPAN11	981.29	66.18	76.71	44.25	92.7	61.68	144.01	145.02	153.34	147.06	64.34	40.07	173.85	102.25	454.09	400.71	1208.34	206.94	796.86	363.56	503.95	384.34	753.83	320.8	4.5	6.73	23.42	59.97	8.51	16.15	37.59	11.21	12.18	9.7	108.9	25.72	17.38	45.85	3.99	14.67	0.55	5.77	8.06	11.47	8.99	21.94	5.73	3.29	18.43	11.91	50.98	12.74	17.77	12.27	1.46	6.06	5.59	260.38	24.11	309.83	262.2	56.68	66.18	62.56	318.57	283.05	19.82	193.01	384.34	426.57	71.5	267.73	50.63	17.77	92.05	15.11
TSPAN2	10883.59	49.91	66.18	48.18	599.49	49.91	599.49	267.73	764.36	698.41	147.06	35.25	301.33	146.03	647.07	518.15	172.65	1151.06	603.67	521.76	518.15	483.38	473.41	329.84	3.14	3.86	20.41	24.63	8.06	1651.0	46.18	53.57	244.57	41.81	66.18	237.86	470.14	289.02	3.17	5.73	4.46	14.56	13.42	6.31	25.91	36.53	6.73	17.51	65.26	18.16	45.85	10.24	12.74	23.42	31.0	2.97	6.31	287.01	32.36	780.44	1628.26	190.34	764.36	406.31	808.0	1191.69	91.41	2061.24	2664.15	3303.0	55.1	651.58	198.47	23.42	115.97	93.35
TSPYL6	1.77	0.29	0.3	0.3	0.61	0.61	0.92	0.33	0.31	0.0	0.29	0.95	0.0	0.61	3.59	10.08	2.73	0.0	4.46	1.27	1.33	0.68	1.3	0.66	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.11	0.0	8.51	1.46	3.5	2.12	1.55	1.64	0.82	0.39	0.46	1.33	1.31	0.65	2.92	0.85	0.0	0.0	0.0
TWIST2	125.24	14.89	33.3	24.11	75.11	22.1	46.84	43.02	53.95	84.04	39.22	8.85	16.03	42.71	88.26	117.6	28.86	70.01	55.1	14.56	189.02	92.05	157.68	275.28	0.47	0.51	0.97	0.49	1.66	1.6	2.48	0.49	4.74	2.58	0.0	3.17	7.11	0.92	0.0	0.0	0.0	3.86	0.95	2.36	14.89	0.0	3.35	0.72	1.41	0.82	3.69	7.94	0.73	8.19	4.21	0.0	8.58	112.77	6.21	85.82	241.19	41.52	114.36	84.04	202.66	211.31	27.44	303.44	316.37	194.36	34.26	197.09	24.63	9.34	17.77	7.69
VCL	42937.97	928.3	928.3	808.0	1781.89	954.43	2451.44	1709.26	3190.46	2502.97	866.07	808.0	1313.23	1151.06	3794.3	3349.13	2384.37	6607.01	3955.48	5329.3	2997.45	2163.77	2739.08	2047.0	583.07	669.92	571.05	567.1	830.75	1250.98	1008.9	1286.18	1268.46	1286.18	848.22	1088.92	1388.16	1487.87	674.59	417.77	287.01	208.38	151.22	406.31	1051.79	102.25	201.25	172.65	244.57	543.96	339.14	165.57	242.88	915.51	191.67	595.34	156.59	3614.55	647.07	3639.7	15180.22	2018.8	1977.24	2935.74	7589.61	8538.88	764.36	10296.45	9540.5	9088.59	842.36	2287.2	1175.27	1721.16	1870.53	743.43
VSTM2B	5.41	1.85	0.0	0.0	0.4	0.64	1.06	1.31	3.82	1.75	0.2	0.0	1.07	0.0	2.27	6.78	5.59	1.16	6.46	1.48	1.93	1.64	6.46	1.58	0.0	0.0	0.0	0.0	0.0	2.16	0.0	0.0	0.43	0.0	0.0	0.91	0.52	0.91	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.34	0.0	20.71	4.03	0.0	2.01	0.0	3.06	1.87	0.0	2.61	13.12	7.34	0.0	0.0	0.0	0.0	0.0	0.0
WFDC1	8421.31	171.45	181.28	90.14	473.41	102.25	392.44	591.22	902.89	599.49	144.01	84.63	571.05	165.57	947.83	470.14	198.47	361.04	860.08	934.76	223.41	463.65	285.03	138.1	43.02	18.7	79.45	55.1	166.73	620.67	281.09	258.57	356.05	49.21	100.83	202.66	493.56	325.29	135.24	4.13	13.42	72.52	108.9	260.38	536.45	40.36	125.24	40.64	157.68	525.39	164.42	167.9	104.42	176.29	92.05	15.22	88.88	138.1	24.46	665.29	56.28	435.55	1044.52	363.56	1359.57	551.56	38.67	607.87	120.94	323.03	156.59	1250.98	223.41	45.85	258.57	128.79
ZCCHC5	41.22	0.0	2.18	1.0	6.01	0.31	1.64	0.38	4.13	2.68	0.56	0.93	2.48	4.06	17.77	11.13	6.16	43.32	19.39	8.06	33.3	39.79	45.21	28.86	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.84	0.41	0.43	0.0	0.0	0.88	0.39	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.75	2.1	52.82	13.52	3.23	16.63	4.28	148.09	63.45	1.27	30.78	25.17	16.39	0.0	10.55	0.0	0.0	40.93	0.0
ZNF219	2148.82	651.58	753.83	703.28	1175.27	633.73	1250.98	1135.2	1331.57	1104.13	708.18	896.64	808.0	555.41	2287.2	1397.83	1950.0	1936.53	2520.38	3060.45	1639.59	1583.71	1286.18	1605.83	279.14	941.27	1096.5	1044.52	249.73	176.29	1208.34	277.2	269.6	305.55	1340.84	176.29	161.02	77.25	441.64	555.41	314.17	88.88	121.79	147.06	186.4	173.85	137.14	165.57	148.09	117.6	127.0	170.25	226.54	88.88	91.41	52.82	164.42	1551.09	551.56	884.29	1447.15	743.43	981.29	607.87	1135.2	796.86	656.11	2090.03	2451.44	1950.0	1369.04	1519.15	1059.11	583.07	332.14	728.11
