	TCGA.67.3770.01A.01R.0946.07	TCGA.67.3773.01A.01R.0946.07	TCGA.75.6212.01A.11R.1755.07	TCGA.91.8496.01A.11R.2403.07	TCGA.62.8397.01A.11R.2326.07	TCGA.50.8460.01A.11R.2326.07	TCGA.44.2655.01A.01R.0946.07	TCGA.97.8171.01A.11R.2287.07	TCGA.49.6742.11A.01R.1858.07	GTEX.P4PP.0526.SM.2HMKE	GTEX.WHSB.0326.SM.5FQSD	GTEX.YF7O.0626.SM.4W21R	GTEX.13D11.0326.SM.5LZXX	GTEX.Y5LM.0726.SM.4VBRP	GTEX.U3ZM.0426.SM.3DB73	GTEX.WFG8.0926.SM.3GIKJ	GTEX.U8XE.1426.SM.3DB8Q	GTEX.S4Q7.0426.SM.3K2BJ	GTEX.QDVJ.0926.SM.2I5FU	GTEX.WFG7.0526.SM.3GIKI	GTEX.12WSN.0626.SM.5BC61	GTEX.R55G.0826.SM.2TC5U	GTEX.WFON.0426.SM.3GIL4	GTEX.ZTPG.0926.SM.5O99H	GTEX.WH7G.0726.SM.3NMBM	GTEX.PLZ6.0426.SM.5IFK2	GTEX.ZPIC.0626.SM.57WDY	GTEX.Y9LG.0526.SM.4VBRY	GTEX.T8EM.0326.SM.3DB7F	GTEX.XBED.0826.SM.47JYC	GTEX.VJYA.0326.SM.3GAEX	GTEX.QEG5.1126.SM.33HC2	GTEX.OHPM.0526.SM.2YUMJ	GTEX.WYVS.0526.SM.3NM9W	TCGA.22.5483.11A.11R.1820.07	TCGA.22.4593.11A.01R.1820.07	TCGA.J8.A3YH.01A.11R.A22U.07	TCGA.BJ.A45I.01A.11R.A23W.07	TCGA.ET.A3DW.01A.11R.A19O.07	TCGA.E8.A436.01A.12R.A23W.07	TCGA.EM.A3OB.01A.11R.A220.07	TCGA.BJ.A4O8.01A.11R.A250.07	TCGA.CE.A482.01A.11R.A23W.07	TCGA.EM.A3AQ.01A.11R.A20F.07	TCGA.DJ.A2PT.01A.11R.A18C.07	TCGA.BJ.A3EZ.01A.11R.A206.07	TCGA.FY.A3YR.01A.11R.A22U.07	TCGA.DJ.A2PU.01A.12R.A19O.07	TCGA.FY.A76V.01A.11R.A39I.07	TCGA.CE.A485.01A.11R.A23W.07	TCGA.EM.A3FM.01A.11R.A21D.07	TCGA.E8.A417.01A.21R.A23N.07	TCGA.EL.A3GZ.01A.11R.A20F.07	TCGA.DJ.A3V3.01A.11R.A22U.07	TCGA.KS.A4I7.01A.11R.A250.07	TCGA.DJ.A4UW.01A.11R.A250.07	TCGA.DJ.A2Q6.01A.11R.A18C.07	TCGA.E3.A3E2.01A.11R.A20F.07	TCGA.DJ.A2PQ.01A.11R.A18C.07	TCGA.DJ.A2PY.01A.11R.A18C.07	TCGA.DJ.A2PS.01A.11R.A18C.07	TCGA.DJ.A13P.01A.11R.A10U.07	TCGA.EM.A4FF.01A.11R.A250.07	TCGA.ET.A3BS.01A.11R.A206.07	TCGA.IM.A41Y.01A.11R.A23W.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.ET.A25O.01A.11R.A16R.07	TCGA.DJ.A2Q4.01A.21R.A18C.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.ET.A3BP.01A.21R.A19O.07	TCGA.EL.A3TB.01A.11R.A22L.07	TCGA.E8.A44K.01A.21R.A23W.07	TCGA.EL.A3MW.01A.11R.A20F.07	TCGA.DJ.A4UP.01A.11R.A250.07	TCGA.BJ.A0Z5.01A.11R.A10U.07	TCGA.ET.A25R.01A.11R.A16R.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.FK.A3SG.01A.11R.A22L.07	TCGA.DJ.A3VK.01A.11R.A23N.07	TCGA.DJ.A2PZ.01A.21R.A18C.07	TCGA.DJ.A1QG.01A.11R.A14Y.07	TCGA.KS.A4IC.01A.11R.A250.07	TCGA.E3.A3E5.01A.11R.A20F.07	TCGA.EM.A3AN.01A.11R.A206.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.DE.A3KN.01A.11R.A20F.07	TCGA.DJ.A2Q5.01A.11R.A18C.07	TCGA.FY.A4B4.01A.11R.A23W.07	TCGA.DJ.A3V9.01A.11R.A23N.07	TCGA.FE.A234.01A.11R.A14Y.07	TCGA.EM.A3FJ.01A.11R.A21D.07	TCGA.EM.A2OX.01A.11R.A206.07	TCGA.FY.A3R6.01A.11R.A220.07	TCGA.DJ.A3UK.01A.11R.A22L.07	TCGA.EL.A3H3.01A.11R.A206.07	TCGA.FE.A232.01A.11R.A14Y.07	TCGA.EM.A22P.01A.11R.A19O.07	TCGA.E8.A44M.01A.21R.A23W.07	TCGA.FY.A3NN.01A.11R.A21D.07	TCGA.BJ.A0ZE.01A.11R.A10U.07	TCGA.EM.A4FU.01A.11R.A250.07	TCGA.EL.A3CP.01A.11R.A19O.07	TCGA.DJ.A3VB.01A.11R.A23N.07	TCGA.BJ.A0ZB.01A.11R.A10U.07	TCGA.EL.A3CU.01A.11R.A19O.07	TCGA.DJ.A2PO.01A.21R.A19O.07	TCGA.DJ.A3V7.01A.11R.A23N.07	TCGA.DJ.A3V6.01A.11R.A22U.07	TCGA.EL.A3H5.01A.11R.A206.07	TCGA.DJ.A3UO.01A.11R.A22L.07	TCGA.ET.A40T.01A.11R.A23N.07	TCGA.EL.A4JZ.01A.11R.A250.07	TCGA.IM.A3EB.01A.11R.A206.07	TCGA.EM.A3AK.01A.11R.A206.07	TCGA.ET.A3BO.01A.11R.A19O.07	TCGA.ET.A2N4.01A.12R.A19O.07	TCGA.FE.A3PD.01A.11R.A220.07	TCGA.H2.A3RI.01A.11R.A220.07	TCGA.EM.A4FO.01A.11R.A250.07	TCGA.ET.A2MY.01A.11R.A18C.07	TCGA.EM.A3O7.01A.11R.A220.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.DE.A0XZ.01A.11R.A180.07	TCGA.BJ.A0ZH.01A.11R.A10U.07	TCGA.E8.A415.01A.11R.A23N.07	TCGA.EL.A3N2.01A.11R.A20F.07	TCGA.BJ.A2NA.01A.12R.A19O.07	TCGA.DE.A69J.01A.21R.A39I.07	TCGA.EL.A3H8.01A.11R.A20F.07	TCGA.E8.A242.01A.21R.A16R.07	TCGA.E3.A3E1.01A.11R.A20F.07	TCGA.DJ.A3UN.01A.11R.A22L.07	TCGA.DJ.A4UT.01A.11R.A250.07	TCGA.FE.A22Z.01A.11R.A16R.07	TCGA.ET.A39T.01A.11R.A19O.07	TCGA.DJ.A1QN.01A.11R.A14Y.07	TCGA.EL.A3CT.01A.12R.A206.07	TCGA.ET.A40Q.01A.11R.A23N.07	TCGA.ET.A3BT.01A.11R.A19O.07	TCGA.J8.A3NZ.01A.11R.A21D.07	TCGA.EM.A4FM.01A.11R.A250.07	TCGA.CE.A483.01A.11R.A23W.07	TCGA.DJ.A1QF.01A.12R.A14Y.07	TCGA.MK.A4N9.01A.11R.A250.07	TCGA.FK.A3S3.01A.11R.A22L.07	TCGA.DJ.A3VG.01A.11R.A23N.07	TCGA.KS.A4I9.01A.11R.A250.07	TCGA.DJ.A3UR.01A.11R.A22L.07	TCGA.EM.A4FQ.01A.11R.A250.07	TCGA.EL.A3ZG.01A.11R.A23N.07	TCGA.GE.A2C6.01A.11R.A16R.07	TCGA.KS.A4IB.01A.11R.A250.07	TCGA.ET.A39O.01A.11R.A19O.07	TCGA.EL.A3ZN.01A.11R.A23N.07	TCGA.CE.A3MD.01A.11R.A20F.07	TCGA.EL.A3ZT.01A.12R.A23N.07	TCGA.DJ.A13V.01A.11R.A10U.07	TCGA.DJ.A1QH.01A.21R.A14Y.07	TCGA.ET.A40S.01A.11R.A23N.07	TCGA.DE.A4MC.01A.11R.A250.07	TCGA.ET.A2MZ.01A.12R.A19O.07	TCGA.DE.A69K.01A.11R.A39I.07	TCGA.IM.A3U3.01A.11R.A22L.07	TCGA.DJ.A4V4.01A.11R.A250.07	TCGA.BJ.A28S.01A.11R.A19O.07	TCGA.DJ.A3VA.01A.11R.A23N.07	TCGA.FY.A3R8.01A.11R.A220.07	TCGA.ET.A25M.01A.11R.A16R.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.H2.A421.01A.11R.A23N.07	TCGA.CE.A13K.01A.11R.A10U.07	TCGA.J8.A42S.01A.11R.A23N.07	TCGA.EL.A3GV.01A.11R.A21D.07	TCGA.BJ.A28Z.01A.11R.A16R.07	TCGA.EM.A22K.01A.11R.A180.07	TCGA.ET.A3BW.01A.11R.A19O.07	TCGA.DJ.A3VJ.01A.11R.A23N.07	TCGA.BJ.A45H.01A.12R.A23W.07	TCGA.DJ.A2Q3.01A.11R.A18C.07	TCGA.DJ.A4V5.01A.11R.A250.07	TCGA.E8.A418.01A.11R.A23N.07	TCGA.EM.A22M.01A.11R.A32Y.07	TCGA.DJ.A3V2.01A.11R.A22U.07
SFSWAP	249.73	361.04	348.71	251.48	480.04	366.09	242.88	587.13	420.68	525.39	400.71	339.14	334.46	373.81	429.54	320.8	392.44	236.21	283.05	327.56	457.25	244.57	511.0	429.54	389.72	312.0	368.65	466.88	329.84	332.14	258.57	316.37	363.56	332.14	339.14	256.78	693.58	579.04	587.13	708.18	759.08	830.75	718.08	633.73	447.82	470.14	563.18	490.14	723.08	842.36	559.28	669.92	708.18	753.83	595.34	718.08	603.67	660.68	620.67	543.96	616.37	571.05	603.67	629.35	532.74	785.88	638.15	624.99	591.22	583.07	603.67	723.08	693.58	633.73	660.68	647.07	753.83	460.44	775.05	454.09	514.56	660.68	612.11	536.45	511.0	693.58	688.78	703.28	890.44	529.06	780.44	563.18	547.75	759.08	595.34	493.56	708.18	753.83	417.77	318.57	620.67	669.92	674.59	536.45	473.41	559.28	579.04	629.35	547.75	607.87	819.3	780.44	432.53	607.87	612.11	583.07	769.69	693.58	759.08	559.28	825.0	759.08	921.88	607.87	759.08	624.99	457.25	529.06	571.05	511.0	497.0	660.68	748.61	599.49	409.15	651.58	432.53	769.69	536.45	473.41	669.92	536.45	536.45	802.41	555.41	813.63	674.59	684.02	638.15	607.87	688.78	703.28	423.61	1081.39	713.11	915.51	733.19	447.82	748.61	551.56	438.59	540.19	579.04	665.29	723.08	808.0	647.07	603.67	753.83	848.22	651.58	759.08	518.15	463.65	647.07	629.35	620.67	616.37	486.75	642.59	607.87	733.19	595.34
SH2B1	703.28	743.43	543.96	616.37	1088.92	1359.57	426.57	1111.82	518.15	412.0	651.58	607.87	473.41	511.0	616.37	432.53	258.57	466.88	476.71	429.54	450.94	450.94	450.94	336.79	591.22	872.1	693.58	381.68	392.44	457.25	497.0	289.02	426.57	532.74	575.03	327.56	1551.09	1127.35	1088.92	1457.23	1651.0	1529.73	1572.76	1745.2	769.69	1059.11	1088.92	1208.34	1594.73	1870.53	1008.9	1397.83	1331.57	1733.13	1498.22	1594.73	1199.98	1529.73	1551.09	934.76	1259.69	1277.29	1477.58	1088.92	1313.23	1896.65	1242.34	1023.0	1427.22	1331.57	1950.0	1487.87	1583.71	1651.0	1359.57	1388.16	1721.16	1295.13	1745.2	995.0	1015.93	1477.58	1467.37	1350.18	1286.18	1794.29	1340.84	1340.84	1407.55	1023.0	1447.15	1313.23	830.75	1806.78	688.78	1111.82	1242.34	1870.53	842.36	866.07	2018.8	1350.18	1051.79	1119.56	988.12	1250.98	1487.87	1304.15	620.67	1350.18	1639.59	1417.35	708.18	1199.98	1378.57	1437.15	1594.73	1551.09	1540.37	1191.69	1407.55	1832.01	1572.76	1259.69	1350.18	1135.2	961.07	1059.11	1167.14	825.0	854.13	1794.29	1697.45	947.83	1001.93	1417.35	612.11	1369.04	1104.13	1104.13	1286.18	1268.46	872.1	1733.13	1322.37	1781.89	1277.29	1427.22	1467.37	1225.22	1508.65	1286.18	854.13	1697.45	1806.78	1757.34	1551.09	872.1	1477.58	1151.06	819.3	1167.14	1350.18	1457.23	1936.53	1191.69	1313.23	1127.35	1457.23	1651.0	1551.09	1508.65	941.27	1104.13	1477.58	1331.57	1286.18	1340.84	896.64	1594.73	1015.93	1427.22	1268.46
SLC25A27	194.36	113.56	16.63	80.57	64.34	45.21	61.25	82.87	118.43	63.45	164.42	108.14	28.86	68.55	71.0	69.52	11.38	53.19	18.84	244.57	100.83	73.54	186.4	34.51	108.14	226.54	103.69	37.85	133.36	95.34	40.36	202.66	32.13	34.02	44.25	57.89	1225.22	507.46	234.57	785.88	954.43	878.17	1059.11	830.75	133.36	353.59	423.61	348.71	775.05	1111.82	60.82	728.11	532.74	921.88	764.36	612.11	723.08	507.46	543.96	358.54	486.75	435.55	599.49	713.11	708.18	1286.18	583.07	305.55	1159.07	571.05	620.67	642.59	518.15	665.29	525.39	511.0	884.29	293.07	1111.82	397.93	457.25	988.12	791.35	470.14	429.54	785.88	612.11	703.28	842.36	173.85	633.73	490.14	197.09	1322.37	242.88	246.28	791.35	1051.79	417.77	220.32	921.88	1023.0	316.37	647.07	305.55	555.41	376.41	348.71	124.37	669.92	1286.18	713.11	81.71	435.55	480.04	466.88	1073.91	616.37	567.1	211.31	1225.22	866.07	1407.55	384.34	921.88	660.68	493.56	214.27	336.79	137.14	198.47	728.11	791.35	361.04	158.79	507.46	131.51	595.34	392.44	314.17	785.88	941.27	507.46	1407.55	387.02	1331.57	884.29	629.35	409.15	473.41	599.49	743.43	124.37	2303.12	1008.9	2018.8	473.41	170.25	1037.29	395.18	167.9	387.02	363.56	1001.93	1457.23	1167.14	476.71	241.19	660.68	1119.56	638.15	830.75	178.77	271.48	902.89	780.44	473.41	379.04	237.86	567.1	470.14	414.87	703.28
SPSB3	909.17	941.27	688.78	1757.34	1277.29	1216.75	647.07	854.13	665.29	438.59	1015.93	934.76	397.93	974.5	748.61	684.02	301.33	480.04	432.53	616.37	651.58	490.14	629.35	341.51	1208.34	1208.34	796.86	483.38	500.46	571.05	551.56	543.96	379.04	571.05	638.15	476.71	1819.35	1487.87	1242.34	1467.37	1572.76	1709.26	1572.76	1781.89	1359.57	1167.14	1023.0	1477.58	1175.27	1832.01	1467.37	1427.22	1208.34	1651.0	1651.0	1769.57	1051.79	1407.55	1359.57	860.08	1059.11	1175.27	1457.23	1143.1	1437.15	2148.82	995.0	1030.12	1259.69	1378.57	1551.09	1757.34	1304.15	1529.73	1233.75	1313.23	1519.15	1127.35	1870.53	1191.69	830.75	1745.2	1709.26	1183.45	1467.37	1208.34	1350.18	1519.15	1605.83	1073.91	1427.22	1340.84	915.51	1350.18	497.0	1397.83	1745.2	1745.2	759.08	660.68	1498.22	1250.98	1350.18	1151.06	902.89	1322.37	1583.71	1427.22	713.11	1268.46	1781.89	1561.89	954.43	1191.69	1331.57	1896.65	1277.29	1407.55	1794.29	1081.39	1572.76	1757.34	1819.35	1359.57	1233.75	1030.12	1350.18	1051.79	1127.35	1250.98	921.88	1242.34	1594.73	1529.73	1001.93	1340.84	974.5	1467.37	1350.18	1008.9	1757.34	1359.57	764.36	1662.49	1199.98	1605.83	1250.98	1519.15	1745.2	1225.22	1437.15	1151.06	1378.57	1662.49	1540.37	2032.85	1572.76	928.3	1322.37	1066.48	1044.52	1286.18	1350.18	1697.45	1806.78	1487.87	1397.83	1191.69	1639.59	1806.78	1111.82	2119.22	974.5	1088.92	1350.18	1540.37	1487.87	1313.23	974.5	1639.59	941.27	1757.34	1508.65
STK11IP	256.78	221.86	212.78	232.94	376.41	299.25	194.36	273.37	336.79	182.55	212.78	241.19	199.85	241.19	236.21	189.02	218.79	262.2	253.23	206.94	125.24	228.13	197.09	279.14	299.25	224.97	232.94	159.9	195.72	297.17	185.11	244.57	107.38	441.64	255.0	267.73	660.68	470.14	325.29	579.04	444.72	665.29	674.59	486.75	366.09	281.09	403.5	532.74	624.99	665.29	256.78	543.96	400.71	620.67	473.41	392.44	441.64	406.31	412.0	293.07	376.41	368.65	480.04	343.89	490.14	703.28	368.65	339.14	521.76	376.41	688.78	555.41	361.04	511.0	323.03	457.25	518.15	291.04	503.95	420.68	277.2	532.74	460.44	307.69	417.77	441.64	470.14	583.07	587.13	332.14	316.37	325.29	275.28	748.61	127.0	429.54	624.99	713.11	332.14	297.17	543.96	543.96	267.73	511.0	397.93	514.56	435.55	376.41	256.78	536.45	693.58	483.38	314.17	497.0	476.71	536.45	432.53	536.45	503.95	363.56	651.58	466.88	665.29	358.54	483.38	414.87	387.02	395.18	423.61	297.17	269.6	624.99	476.71	329.84	314.17	414.87	260.38	450.94	483.38	293.07	417.77	603.67	371.22	616.37	417.77	460.44	507.46	486.75	323.03	426.57	493.56	395.18	366.09	808.0	466.88	780.44	447.82	314.17	454.09	392.44	400.71	381.68	376.41	412.0	616.37	551.56	432.53	460.44	540.19	651.58	417.77	638.15	435.55	376.41	547.75	599.49	376.41	470.14	339.14	536.45	376.41	457.25	476.71
STK36	186.4	205.5	301.33	264.03	356.05	441.64	307.69	967.76	332.14	97.36	183.82	113.56	223.41	271.48	228.13	187.71	265.87	131.51	205.5	163.28	153.34	273.37	429.54	152.28	339.14	194.36	228.13	236.21	89.51	231.32	182.55	381.68	81.14	392.44	232.94	202.66	974.5	647.07	511.0	961.07	860.08	1417.35	1111.82	547.75	403.5	536.45	656.11	490.14	941.27	1427.22	229.72	1023.0	896.64	974.5	764.36	603.67	669.92	607.87	441.64	470.14	480.04	642.59	674.59	567.1	693.58	974.5	638.15	514.56	733.19	571.05	738.29	941.27	813.63	836.53	674.59	497.0	819.3	389.72	961.07	366.09	432.53	785.88	825.0	583.07	470.14	647.07	647.07	1001.93	1044.52	417.77	629.35	518.15	371.22	1340.84	368.65	486.75	819.3	1477.58	444.72	368.65	909.17	718.08	555.41	620.67	536.45	563.18	616.37	693.58	395.18	884.29	1540.37	769.69	336.79	500.46	629.35	642.59	890.44	753.83	808.0	423.61	1044.52	1059.11	1127.35	651.58	981.29	819.3	470.14	423.61	540.19	287.01	339.14	848.22	759.08	363.56	420.68	780.44	228.13	733.19	493.56	497.0	612.11	941.27	521.76	1242.34	503.95	808.0	825.0	579.04	571.05	454.09	669.92	830.75	346.29	1487.87	934.76	1340.84	674.59	346.29	902.89	607.87	339.14	457.25	708.18	599.49	1259.69	1151.06	866.07	460.44	813.63	1304.15	579.04	764.36	409.15	486.75	954.43	941.27	595.34	638.15	483.38	718.08	555.41	616.37	633.73
THOC1	305.55	543.96	277.2	432.53	395.18	450.94	397.93	651.58	295.11	237.86	147.06	214.27	186.4	244.57	264.03	316.37	285.03	242.88	215.77	305.55	205.5	204.07	460.44	334.46	239.52	253.23	202.66	199.85	429.54	201.25	142.01	603.67	193.01	457.25	289.02	239.52	813.63	642.59	543.96	825.0	775.05	928.3	796.86	679.29	460.44	633.73	651.58	457.25	748.61	967.76	231.32	902.89	723.08	878.17	656.11	660.68	738.29	698.41	629.35	591.22	764.36	595.34	616.37	759.08	525.39	860.08	493.56	497.0	642.59	368.65	669.92	743.43	743.43	733.19	587.13	466.88	728.11	412.0	738.29	514.56	454.09	866.07	684.02	660.68	612.11	842.36	743.43	703.28	1037.29	400.71	674.59	599.49	397.93	961.07	514.56	454.09	813.63	974.5	583.07	334.46	587.13	665.29	476.71	559.28	599.49	607.87	629.35	563.18	543.96	543.96	921.88	629.35	336.79	463.65	551.56	483.38	728.11	775.05	660.68	409.15	941.27	988.12	954.43	559.28	753.83	651.58	503.95	457.25	599.49	341.51	356.05	651.58	708.18	325.29	381.68	612.11	275.28	612.11	521.76	547.75	595.34	769.69	514.56	988.12	429.54	866.07	698.41	559.28	507.46	500.46	718.08	587.13	343.89	1304.15	813.63	1159.07	616.37	363.56	775.05	426.57	373.81	525.39	497.0	633.73	842.36	808.0	759.08	409.15	733.19	988.12	529.06	669.92	457.25	444.72	665.29	753.83	612.11	698.41	507.46	624.99	616.37	669.92	808.0
TMEM234	438.59	279.14	343.89	460.44	346.29	432.53	287.01	314.17	318.57	134.3	228.13	246.28	289.02	255.0	220.32	253.23	262.2	299.25	287.01	181.28	142.01	228.13	265.87	277.2	343.89	303.44	231.32	198.47	189.02	228.13	309.83	447.82	153.34	466.88	275.28	291.04	1388.16	896.64	679.29	981.29	896.64	1151.06	1191.69	1001.93	780.44	753.83	825.0	753.83	1059.11	1191.69	679.29	1001.93	915.51	1030.12	1001.93	909.17	842.36	902.89	890.44	698.41	759.08	836.53	934.76	802.41	1104.13	1378.57	647.07	878.17	1015.93	759.08	1037.29	909.17	934.76	1088.92	860.08	830.75	1119.56	902.89	1304.15	638.15	651.58	1051.79	1073.91	915.51	842.36	1037.29	860.08	988.12	1277.29	728.11	884.29	988.12	595.34	1191.69	633.73	728.11	981.29	961.07	547.75	896.64	1135.2	780.44	1037.29	688.78	567.1	775.05	1008.9	967.76	521.76	1208.34	1199.98	896.64	674.59	854.13	872.1	1059.11	1044.52	878.17	854.13	660.68	1088.92	928.3	995.0	878.17	896.64	890.44	743.43	842.36	743.43	693.58	656.11	967.76	915.51	785.88	595.34	825.0	476.71	1023.0	785.88	769.69	921.88	1037.29	540.19	1216.75	954.43	1143.1	974.5	854.13	848.22	854.13	941.27	764.36	723.08	1605.83	1066.48	1487.87	866.07	612.11	1088.92	866.07	728.11	890.44	759.08	825.0	981.29	1242.34	1001.93	703.28	947.83	1259.69	1088.92	902.89	571.05	866.07	1030.12	785.88	981.29	854.13	633.73	1001.93	854.13	693.58	848.22
TRMU	532.74	500.46	603.67	599.49	738.29	507.46	307.69	825.0	214.27	199.85	158.79	138.1	182.55	161.02	224.97	231.32	285.03	273.37	166.73	178.77	117.6	187.71	217.27	194.36	204.07	154.42	197.09	246.28	234.57	260.38	128.79	343.89	236.21	450.94	231.32	262.2	728.11	633.73	450.94	595.34	825.0	825.0	872.1	748.61	441.64	497.0	543.96	460.44	647.07	934.76	318.57	603.67	525.39	698.41	457.25	651.58	473.41	642.59	525.39	463.65	447.82	514.56	497.0	507.46	559.28	813.63	279.14	441.64	769.69	376.41	660.68	708.18	599.49	612.11	551.56	412.0	525.39	366.09	587.13	389.72	293.07	698.41	376.41	532.74	612.11	674.59	633.73	629.35	660.68	450.94	536.45	587.13	463.65	669.92	403.5	444.72	555.41	860.08	406.31	679.29	518.15	532.74	490.14	463.65	400.71	497.0	493.56	591.22	283.05	460.44	624.99	480.04	435.55	555.41	559.28	432.53	753.83	551.56	591.22	381.68	738.29	718.08	470.14	518.15	679.29	447.82	543.96	403.5	406.31	346.29	379.04	444.72	679.29	397.93	466.88	417.77	299.25	555.41	514.56	470.14	551.56	624.99	389.72	660.68	507.46	1015.93	620.67	500.46	555.41	656.11	403.5	307.69	493.56	854.13	791.35	896.64	540.19	358.54	775.05	435.55	389.72	555.41	483.38	575.03	830.75	713.11	669.92	412.0	674.59	780.44	547.75	547.75	341.51	476.71	392.44	620.67	536.45	532.74	463.65	624.99	587.13	483.38	616.37
TTC14	312.0	412.0	336.79	466.88	358.54	273.37	301.33	486.75	271.48	67.12	190.34	211.31	158.79	217.27	239.52	323.03	171.45	199.85	181.28	309.83	185.11	242.88	323.03	232.94	285.03	361.04	231.32	173.85	269.6	248.0	154.42	457.25	111.99	318.57	237.86	180.02	872.1	703.28	426.57	764.36	825.0	1030.12	967.76	665.29	206.94	603.67	638.15	287.01	808.0	1216.75	100.83	1104.13	559.28	934.76	769.69	909.17	708.18	559.28	620.67	583.07	718.08	343.89	684.02	688.78	629.35	928.3	638.15	432.53	1023.0	571.05	603.67	1044.52	521.76	878.17	591.22	414.87	848.22	318.57	1051.79	583.07	353.59	995.0	723.08	579.04	412.0	723.08	633.73	665.29	921.88	351.14	825.0	536.45	366.09	967.76	320.8	353.59	791.35	1030.12	518.15	305.55	878.17	860.08	470.14	518.15	426.57	555.41	633.73	620.67	275.28	529.06	1096.5	708.18	229.72	551.56	547.75	563.18	780.44	698.41	791.35	417.77	909.17	1111.82	1088.92	591.22	947.83	688.78	518.15	429.54	397.93	267.73	293.07	595.34	884.29	279.14	325.29	612.11	215.77	633.73	429.54	595.34	575.03	928.3	397.93	1183.45	444.72	1066.48	830.75	607.87	616.37	514.56	486.75	718.08	297.17	1407.55	836.53	1487.87	679.29	341.51	441.64	591.22	283.05	507.46	579.04	848.22	1159.07	1023.0	743.43	356.05	629.35	1066.48	547.75	775.05	486.75	297.17	802.41	974.5	599.49	511.0	438.59	638.15	417.77	457.25	748.61
TTLL3	336.79	536.45	194.36	397.93	395.18	532.74	211.31	295.11	301.33	281.09	249.73	105.89	214.27	135.24	275.28	206.94	108.14	221.86	145.02	232.94	136.19	198.47	255.0	158.79	271.48	316.37	251.48	112.77	193.01	140.04	209.84	236.21	94.67	361.04	204.07	156.59	1628.26	1081.39	620.67	1427.22	1143.1	2018.8	1286.18	830.75	358.54	620.67	941.27	551.56	1397.83	1551.09	366.09	1233.75	1030.12	1233.75	1159.07	1159.07	703.28	791.35	769.69	540.19	656.11	551.56	1127.35	896.64	981.29	1143.1	656.11	698.41	896.64	674.59	1127.35	1437.15	607.87	1023.0	656.11	780.44	1322.37	624.99	1167.14	536.45	525.39	1111.82	830.75	679.29	748.61	1175.27	860.08	1674.06	1757.34	518.15	878.17	1023.0	435.55	1369.04	275.28	698.41	1030.12	1832.01	507.46	297.17	1143.1	896.64	878.17	688.78	575.03	791.35	934.76	1015.93	403.5	1081.39	1950.0	1304.15	624.99	669.92	1051.79	665.29	1044.52	791.35	1199.98	638.15	1151.06	954.43	1651.0	819.3	1331.57	896.64	974.5	612.11	679.29	559.28	395.18	995.0	1551.09	559.28	543.96	884.29	397.93	1059.11	759.08	674.59	961.07	1001.93	612.11	1674.06	674.59	1096.5	1104.13	612.11	884.29	612.11	1175.27	819.3	591.22	1909.85	1073.91	2796.65	954.43	521.76	1437.15	1030.12	457.25	684.02	934.76	954.43	1059.11	1369.04	995.0	500.46	1216.75	1857.6	995.0	1135.2	480.04	684.02	981.29	934.76	974.5	629.35	638.15	1044.52	967.76	1015.93	743.43
VPS52	878.17	1208.34	921.88	791.35	1143.1	1191.69	1167.14	2835.7	785.88	836.53	1037.29	1037.29	759.08	995.0	890.44	1127.35	595.34	819.3	902.89	738.29	629.35	860.08	961.07	595.34	947.83	1073.91	1096.5	890.44	878.17	1023.0	842.36	1073.91	511.0	669.92	902.89	791.35	1508.65	1467.37	1233.75	1529.73	1437.15	1572.76	1769.57	1407.55	967.76	1119.56	1583.71	1135.2	1477.58	1936.53	1295.13	1551.09	1508.65	1697.45	1295.13	1104.13	1081.39	1457.23	1104.13	1088.92	961.07	1159.07	1208.34	1167.14	1397.83	1769.57	1216.75	1216.75	1991.0	1304.15	1467.37	1594.73	1519.15	1498.22	1806.78	1225.22	1639.59	1175.27	1709.26	1127.35	921.88	1369.04	1617.0	1159.07	1233.75	1457.23	1304.15	1651.0	1529.73	1208.34	1359.57	1081.39	1096.5	1909.85	842.36	1350.18	1388.16	1950.0	909.17	1340.84	1896.65	1487.87	1477.58	1388.16	947.83	1417.35	1295.13	1617.0	934.76	1572.76	1709.26	1477.58	1111.82	1388.16	1127.35	1340.84	1457.23	1467.37	1467.37	1208.34	1529.73	1651.0	1923.14	1447.15	1561.89	1331.57	1208.34	1088.92	974.5	1225.22	1183.45	1561.89	1277.29	1350.18	1088.92	1437.15	1135.2	1250.98	1295.13	1037.29	1369.04	1529.73	1295.13	1583.71	1313.23	1870.53	1313.23	1313.23	1268.46	1457.23	1313.23	1388.16	1104.13	2047.0	1651.0	1963.57	1295.13	1015.93	1183.45	1225.22	941.27	1044.52	1498.22	1359.57	1883.54	1268.46	1259.69	1313.23	1551.09	1745.2	1208.34	1467.37	1135.2	1286.18	1477.58	1331.57	1073.91	1250.98	1096.5	1331.57	1225.22	1407.55	1313.23
