	TCGA.C8.A12O.01A.11R.A115.07	TCGA.AR.A24O.01A.11R.A169.07	TCGA.D8.A27V.01A.12R.A17B.07	TCGA.BH.A0HI.01A.11R.A084.07	TCGA.E9.A1N4.01A.11R.A14M.07	TCGA.BH.A1FH.01A.12R.A13Q.07	TCGA.A2.A0CZ.01A.11R.A034.07	TCGA.BH.A202.01A.11R.A14M.07	TCGA.A7.A0CH.01A.21R.A00Z.07	TCGA.A7.A26E.01A.11R.A169.07	TCGA.AR.A1AN.01A.11R.A12P.07	TCGA.A8.A0AD.01A.11R.A056.07	TCGA.BH.A208.01A.11R.A157.07	TCGA.BH.A0HP.01A.12R.A084.07	TCGA.C8.A12Z.01A.11R.A115.07	TCGA.A2.A0EV.01A.11R.A034.07	TCGA.AC.A8OS.01A.12R.A41B.07	TCGA.A2.A04N.01A.11R.A115.07	TCGA.A1.A0SH.01A.11R.A084.07	TCGA.E2.A15C.01A.31R.A12D.07	TCGA.D8.A1XY.01A.11R.A14M.07	TCGA.AR.A24M.01A.11R.A169.07	TCGA.E9.A1NG.01A.21R.A14M.07	TCGA.E2.A1IJ.01A.11R.A144.07	TCGA.A2.A0ES.01A.11R.A115.07	TCGA.A7.A0DB.01A.11R.A00Z.07	TCGA.AC.A2B8.01A.11R.A17B.07	TCGA.A8.A094.01A.11R.A00Z.07	TCGA.D8.A1XO.01A.11R.A14M.07	TCGA.AR.A1AL.01A.21R.A12P.07	TCGA.BH.A1EV.11A.24R.A137.07	TCGA.BH.A0AY.11A.23R.A089.07	TCGA.BH.A1FE.11B.14R.A13Q.07	TCGA.BH.A1F6.11B.94R.A13Q.07	TCGA.BH.A1FJ.11B.42R.A13Q.07	GTEX.1269C.2426.SM.5FQSN	GTEX.W5X1.2326.SM.3GIL6	GTEX.XMD2.0926.SM.4WWEF	GTEX.1313W.0826.SM.5EQ4T	GTEX.13O3O.0826.SM.5K7WE	GTEX.TMMY.0726.SM.33HBE	GTEX.VJWN.0726.SM.3GIJ8	GTEX.13QIC.2326.SM.5LU5N	TCGA.W5.AA2U.11A.11R.A41I.07	TCGA.W5.AA30.11A.11R.A41I.07	TCGA.B8.5163.01A.01R.1420.07	TCGA.B8.5552.11A.01R.1672.07	TCGA.RC.A6M6.01A.11R.A32O.07	TCGA.FV.A23B.01A.11R.A16W.07	TCGA.RC.A7S9.01A.11R.A33R.07	TCGA.LG.A9QD.01A.11R.A38B.07	TCGA.DD.AAVX.01A.11R.A41C.07	TCGA.DD.AAD1.01A.11R.A41C.07	TCGA.FV.A496.01A.11R.A266.07	TCGA.DD.AAE7.01A.11R.A41C.07	TCGA.DD.AADP.01A.11R.A39D.07	TCGA.DD.AACP.01A.11R.A41C.07	TCGA.BC.A69I.01A.11R.A311.07	TCGA.ED.A66Y.01A.11R.A311.07	TCGA.BD.A3EP.01A.11R.A22L.07	TCGA.BC.A10S.01A.22R.A131.07	TCGA.2V.A95S.01A.11R.A37K.07	TCGA.G3.A25V.01A.11R.A16W.07	TCGA.EP.A2KA.01A.11R.A180.07	TCGA.2Y.A9H7.01A.11R.A39D.07	TCGA.DD.AADK.01A.11R.A41C.07	TCGA.DD.A1ED.01A.11R.A155.07	TCGA.MI.A75E.01A.11R.A32O.07	TCGA.DD.A39Z.11A.21R.A213.07	TCGA.DD.A119.11A.11R.A131.07	TCGA.DD.A1EC.11A.11R.A131.07	TCGA.DD.A3A5.11A.11R.A22L.07	TCGA.DD.A3A8.11A.11R.A22L.07	TCGA.DD.A39X.11A.11R.A213.07	TCGA.FV.A3I0.11A.11R.A22L.07	TCGA.DD.A1EH.11A.11R.A131.07	TCGA.DD.A113.11A.12R.A131.07	TCGA.DD.A1EE.11A.11R.A131.07	TCGA.DD.A39V.11A.11R.A213.07	TCGA.DD.A11A.11A.11R.A131.07	TCGA.BD.A3EP.11A.12R.A22L.07	TCGA.BC.A10W.11A.11R.A131.07	TCGA.BC.A10T.11A.11R.A131.07	GTEX.RTLS.1326.SM.46MUN	GTEX.WYVS.1926.SM.4PQZ2	GTEX.YB5E.0326.SM.5IFHU	GTEX.13FLV.0326.SM.5N9DJ	GTEX.S32W.1926.SM.4AD63	GTEX.Y5LM.0426.SM.4VBRO	GTEX.QDVN.0826.SM.48TZ2	GTEX.TKQ2.1726.SM.4DXUP	GTEX.ZVP2.0626.SM.51MSO	GTEX.RM2N.1926.SM.48FCU	GTEX.ZTPG.1426.SM.51MT3	GTEX.PX3G.0826.SM.48TZS	GTEX.U3ZN.0226.SM.3DB8D	GTEX.Z9EW.0426.SM.5CVM9	GTEX.OOBJ.0826.SM.3NB2K	GTEX.13FTW.1126.SM.5J2NV	GTEX.ZPU1.0826.SM.57WG2	GTEX.ZAB5.0426.SM.5CVMI	GTEX.13113.1326.SM.5GCOI	GTEX.WQUQ.1926.SM.4OOSA	GTEX.ZF2S.3026.SM.4WWCH	GTEX.144GM.1326.SM.5LU5E	GTEX.139YR.0226.SM.5IFEM	GTEX.146FH.1526.SM.5NQBU	GTEX.YEC4.0826.SM.5P9FV	GTEX.P78B.1326.SM.3P611	GTEX.QV44.0326.SM.4R1KD	GTEX.11EQ9.0526.SM.5A5JZ	GTEX.ZZPU.0426.SM.5GZYH	GTEX.X3Y1.2726.SM.4PQZH	GTEX.12WSL.0226.SM.5CVMJ	GTEX.12696.0826.SM.5EGGE	GTEX.ZYY3.0626.SM.5NQ6W	GTEX.ZF29.2026.SM.4WWB7	GTEX.131XE.0326.SM.5LZVO	GTEX.145MO.2326.SM.5NQ9K	GTEX.14E1K.0326.SM.5S2PE	GTEX.14DAQ.1726.SM.5S2R2	GTEX.1399R.1226.SM.5P9GF	GTEX.11DXZ.0126.SM.5EGGY	GTEX.12KS4.1326.SM.5LUB3	GTEX.13PVR.0126.SM.5S2PY	GTEX.Q734.0326.SM.48U15	GTEX.132NY.0926.SM.5P9G3	GTEX.1212Z.0226.SM.59HLF	GTEX.XOTO.0826.SM.4B65O	GTEX.14753.1626.SM.5NQ9L	GTEX.WFON.1726.SM.4LVMQ	GTEX.UPIC.0926.SM.4IHLV	GTEX.UPK5.1426.SM.4JBHH	GTEX.RWSA.1426.SM.47JXA	GTEX.S4Z8.0526.SM.4AD4T	GTEX.VUSG.0126.SM.4KL1X	GTEX.14C38.1526.SM.5RQJ7	GTEX.REY6.1226.SM.48FDR	GTEX.U3ZN.0626.SM.3DB7U	GTEX.T8EM.0326.SM.3DB7F	GTEX.145LS.1226.SM.5Q5D9
SNX6	1529.73	1685.71	1369.04	1242.34	1936.53	1697.45	1175.27	1167.14	1487.87	1819.35	1359.57	1286.18	2895.31	1628.26	1662.49	1437.15	947.83	1051.79	1498.22	1104.13	1407.55	2335.28	1883.54	1322.37	1407.55	1583.71	1628.26	1369.04	1216.75	1572.76	1923.14	1583.71	2018.8	2163.77	2468.49	1340.84	3467.27	1467.37	2004.85	1295.13	2004.85	2319.15	2664.15	400.71	470.14	2664.15	2875.3	316.37	890.44	395.18	387.02	507.46	836.53	327.56	432.53	559.28	612.11	307.69	941.27	915.51	540.19	642.59	435.55	688.78	669.92	346.29	638.15	503.95	301.33	651.58	624.99	264.03	248.0	381.68	312.0	387.02	381.68	698.41	361.04	647.07	503.95	379.04	466.88	444.72	884.29	1104.13	497.0	928.3	780.44	633.73	775.05	521.76	444.72	567.1	551.56	921.88	490.14	796.86	426.57	1037.29	738.29	373.81	384.34	988.12	366.09	708.18	642.59	320.8	444.72	660.68	629.35	543.96	503.95	651.58	341.51	642.59	555.41	599.49	325.29	579.04	414.87	738.29	791.35	647.07	518.15	708.18	339.14	332.14	339.14	231.32	529.06	540.19	679.29	246.28	536.45	438.59	651.58	329.84	2032.85	3039.3	909.17
SNX7	612.11	480.04	563.18	339.14	318.57	878.17	480.04	884.29	409.15	318.57	353.59	473.41	728.11	674.59	214.27	314.17	255.0	583.07	813.63	264.03	438.59	624.99	674.59	525.39	607.87	414.87	518.15	575.03	878.17	353.59	679.29	587.13	713.11	607.87	878.17	536.45	2319.15	500.46	384.34	854.13	759.08	1277.29	607.87	153.34	277.2	1151.06	967.76	297.17	540.19	363.56	177.53	295.11	76.17	271.48	384.34	297.17	406.31	186.4	351.14	312.0	218.79	264.03	283.05	395.18	532.74	47.5	229.72	74.58	186.4	283.05	255.0	171.45	163.28	231.32	176.29	217.27	161.02	242.88	228.13	217.27	199.85	180.02	165.57	78.89	239.52	1457.23	237.86	447.82	669.92	289.02	493.56	429.54	297.17	246.28	698.41	1051.79	444.72	733.19	271.48	1407.55	420.68	199.85	255.0	540.19	320.8	197.09	503.95	84.63	379.04	575.03	444.72	392.44	332.14	616.37	79.45	186.4	441.64	198.47	88.26	412.0	123.5	441.64	490.14	332.14	371.22	387.02	236.21	63.89	49.91	176.29	275.28	314.17	423.61	58.71	325.29	312.0	392.44	236.21	651.58	967.76	406.31
SSBP2	651.58	1001.93	1551.09	830.75	819.3	1277.29	555.41	1059.11	791.35	1073.91	884.29	1870.53	713.11	934.76	599.49	1030.12	1081.39	599.49	633.73	934.76	1104.13	1135.2	860.08	684.02	1286.18	1709.26	486.75	974.5	909.17	1127.35	1651.0	1119.56	1583.71	1286.18	1487.87	1963.57	2816.11	2537.92	1844.76	490.14	2796.65	2555.58	1457.23	73.03	104.42	616.37	698.41	156.59	229.72	166.73	68.07	63.0	169.07	22.59	186.4	41.22	59.13	43.32	466.88	183.82	48.52	241.19	57.49	85.22	63.45	73.03	94.67	37.32	70.01	97.36	112.77	34.75	25.54	36.01	44.25	61.25	76.17	78.34	74.58	66.18	62.56	58.3	68.55	37.05	327.56	87.65	109.66	105.89	63.0	228.13	70.51	42.41	32.82	334.46	87.03	197.09	30.78	90.14	50.27	86.43	129.69	75.64	22.75	51.35	72.01	83.45	167.9	98.04	36.27	55.49	37.59	47.84	97.36	248.0	5.36	493.56	22.26	146.03	56.28	12.27	142.01	84.63	64.34	277.2	20.56	234.57	34.26	79.45	73.54	31.9	30.12	87.03	97.36	76.17	22.92	66.18	15.56	38.4	753.83	414.87	612.11
STK17B	283.05	674.59	363.56	291.04	480.04	486.75	348.71	316.37	221.86	348.71	214.27	339.14	688.78	426.57	457.25	299.25	305.55	211.31	466.88	241.19	277.2	361.04	665.29	341.51	480.04	265.87	283.05	395.18	343.89	323.03	733.19	371.22	954.43	660.68	674.59	265.87	890.44	332.14	368.65	366.09	1369.04	769.69	555.41	52.45	67.59	688.78	1030.12	42.71	58.71	40.93	25.91	33.54	189.02	14.24	45.21	36.01	25.17	16.51	39.79	149.12	46.5	126.12	64.34	99.43	35.0	49.56	91.41	43.02	18.56	65.72	67.59	13.12	20.41	24.63	17.51	50.63	36.27	85.22	39.79	102.97	62.56	47.84	36.01	20.41	214.27	140.04	295.11	65.72	18.97	92.05	32.59	134.3	47.17	273.37	35.5	52.45	45.21	92.7	41.52	45.53	48.87	30.34	22.92	28.04	40.64	69.52	48.18	22.26	21.78	37.85	29.91	21.78	49.56	40.36	29.7	167.9	44.57	329.84	27.44	13.93	37.59	41.52	35.5	135.24	48.87	85.82	24.81	117.6	146.03	52.08	31.45	26.86	71.0	69.52	45.53	48.52	43.94	62.12	688.78	1583.71	1457.23
STRN3	543.96	559.28	497.0	412.0	493.56	540.19	301.33	305.55	511.0	633.73	540.19	607.87	567.1	381.68	713.11	463.65	318.57	353.59	358.54	476.71	457.25	674.59	466.88	348.71	511.0	490.14	536.45	503.95	293.07	713.11	567.1	500.46	575.03	629.35	633.73	703.28	1313.23	540.19	748.61	466.88	660.68	1225.22	836.53	295.11	314.17	480.04	961.07	190.34	299.25	122.64	155.5	191.67	363.56	171.45	144.01	297.17	148.09	128.79	208.38	397.93	180.02	237.86	180.02	181.28	242.88	131.51	289.02	132.44	208.38	293.07	305.55	265.87	111.21	209.84	373.81	279.14	381.68	397.93	242.88	595.34	460.44	323.03	536.45	262.2	281.09	217.27	279.14	361.04	204.07	603.67	251.48	251.48	392.44	336.79	201.25	329.84	346.29	226.54	267.73	514.56	212.78	281.09	406.31	157.68	555.41	316.37	297.17	400.71	145.02	256.78	283.05	265.87	239.52	325.29	316.37	409.15	267.73	473.41	339.14	356.05	262.2	164.42	218.79	332.14	291.04	176.29	241.19	363.56	303.44	232.94	215.77	155.5	248.0	684.02	595.34	316.37	323.03	332.14	329.84	343.89	638.15
SYNJ1	120.1	205.5	115.97	114.36	178.77	194.36	87.03	170.25	150.17	204.07	119.26	133.36	127.0	127.89	141.02	122.64	169.07	92.05	132.44	105.15	175.07	206.94	164.42	154.42	132.44	131.51	142.01	94.67	173.85	211.31	269.6	148.09	269.6	279.14	299.25	209.84	693.58	153.34	185.11	102.97	371.22	295.11	198.47	66.65	98.73	221.86	358.54	40.64	70.51	73.03	53.95	60.82	115.97	83.45	47.5	68.55	38.12	40.36	81.71	85.22	50.27	59.13	59.13	87.03	100.83	57.08	87.03	35.25	68.55	116.78	119.26	44.57	38.12	71.0	36.79	71.0	65.72	100.13	62.12	87.65	80.57	53.95	94.01	45.53	99.43	45.53	49.56	78.34	40.93	73.54	80.57	80.57	40.07	73.54	103.69	92.7	77.79	93.35	58.71	149.12	89.51	61.25	53.95	81.71	73.54	68.07	122.64	73.03	53.19	60.39	52.82	73.54	88.88	70.01	95.34	81.14	53.57	209.84	38.95	69.03	90.77	57.08	90.77	122.64	49.56	86.43	50.27	79.45	71.5	21.47	109.66	55.1	76.17	53.57	60.82	64.34	51.71	77.25	226.54	279.14	218.79
SYPL1	2895.31	3690.52	3081.75	2271.4	3395.89	2178.83	1594.73	2537.92	4038.61	4937.99	4181.07	5366.37	2520.38	3639.7	1977.24	2875.3	4671.57	2573.36	2796.65	2701.35	4481.23	3639.7	2720.15	2468.49	3060.45	5555.65	2451.44	4869.99	4066.71	2417.67	3564.78	3212.66	4268.94	3235.01	4937.99	2701.35	5517.27	3257.52	3257.52	2609.3	3928.15	8840.04	3690.52	967.76	995.0	2319.15	6840.04	1651.0	1519.15	921.88	854.13	1605.83	2178.83	743.43	1143.1	1427.22	830.75	723.08	1487.87	1674.06	1259.69	1225.22	1883.54	2682.69	941.27	1295.13	1397.83	1572.76	896.64	1081.39	1044.52	669.92	848.22	860.08	884.29	1059.11	1073.91	988.12	769.69	1369.04	872.1	1051.79	1023.0	1208.34	1119.56	1745.2	785.88	1639.59	2178.83	1561.89	981.29	1242.34	1233.75	1769.57	633.73	1870.53	1030.12	981.29	1167.14	1437.15	902.89	567.1	532.74	1051.79	830.75	860.08	1233.75	785.88	595.34	813.63	1073.91	1015.93	941.27	1447.15	1059.11	1369.04	1340.84	1191.69	1023.0	638.15	872.1	941.27	1001.93	928.3	1030.12	1233.75	718.08	607.87	713.11	878.17	1225.22	599.49	733.19	693.58	988.12	743.43	1685.71	1477.58	3690.52	4869.99	5112.16
TBC1D23	384.34	540.19	521.76	435.55	759.08	616.37	343.89	693.58	480.04	775.05	497.0	507.46	444.72	457.25	450.94	426.57	371.22	438.59	426.57	500.46	381.68	684.02	567.1	420.68	575.03	521.76	476.71	438.59	551.56	529.06	723.08	503.95	723.08	669.92	921.88	381.68	1191.69	555.41	616.37	620.67	738.29	1044.52	802.41	361.04	334.46	329.84	902.89	136.19	318.57	277.2	406.31	262.2	269.6	318.57	256.78	248.0	738.29	239.52	211.31	299.25	285.03	264.03	287.01	205.5	191.67	258.57	389.72	202.66	293.07	334.46	325.29	303.44	135.24	281.09	293.07	361.04	318.57	318.57	314.17	325.29	316.37	329.84	384.34	403.5	253.23	255.0	275.28	351.14	309.83	226.54	251.48	277.2	214.27	525.39	223.41	438.59	295.11	318.57	249.73	241.19	303.44	248.0	231.32	277.2	215.77	291.04	256.78	186.4	271.48	320.8	255.0	232.94	211.31	283.05	301.33	532.74	223.41	463.65	312.0	285.03	325.29	242.88	291.04	361.04	194.36	361.04	303.44	293.07	291.04	248.0	312.0	281.09	336.79	279.14	224.97	205.5	271.48	466.88	595.34	1015.93	1369.04
TET1	11.38	17.38	18.56	6.57	8.51	22.92	8.51	5.77	12.45	18.97	9.41	11.73	18.7	22.92	8.85	4.94	11.82	10.47	17.64	15.11	13.12	16.03	9.34	9.13	11.82	11.21	16.27	21.47	17.38	16.27	30.12	12.55	44.25	19.82	12.93	27.84	46.5	15.11	23.59	14.45	13.72	51.71	34.51	3.14	2.14	12.93	16.75	10.39	5.82	6.11	0.8	2.25	2.97	7.88	2.03	10.63	11.82	1.19	7.11	3.47	1.22	1.11	1.27	0.74	12.18	2.34	0.89	0.77	1.48	2.03	5.02	0.75	0.74	1.91	0.78	1.97	0.8	3.79	1.41	1.46	1.35	1.27	1.48	3.08	4.54	0.29	3.17	2.07	0.31	0.0	0.24	0.0	0.0	1.35	0.57	3.41	1.23	3.5	0.51	0.58	2.29	0.43	0.0	1.77	0.0	0.13	0.75	0.23	1.64	2.89	0.2	0.24	0.39	0.21	0.84	6.94	1.38	1.17	0.61	2.12	4.35	4.17	1.35	5.41	0.64	1.38	1.33	4.31	7.75	0.34	0.64	0.32	1.38	0.85	1.95	2.01	0.83	2.89	6.46	4.06	4.86
TLR6	82.29	56.68	37.59	20.86	55.49	134.3	22.43	90.14	69.03	83.45	14.67	62.56	31.0	20.11	14.03	87.65	34.26	28.65	22.43	23.25	51.71	122.64	52.82	115.97	31.45	23.42	81.14	36.01	100.83	59.55	88.88	32.36	64.8	67.59	48.87	37.59	150.17	22.59	7.82	29.27	89.51	206.94	52.45	13.03	9.2	38.67	52.08	5.28	8.32	3.92	5.19	7.22	23.76	4.62	7.94	28.65	3.03	3.72	5.82	20.86	7.28	6.84	12.0	8.71	6.41	7.11	7.11	6.62	8.99	14.35	17.64	5.19	1.91	6.01	7.51	8.45	9.48	22.1	5.68	15.91	18.97	7.11	7.22	10.55	33.06	19.39	8.06	29.91	4.62	16.15	16.88	24.11	4.78	8.58	13.83	14.14	10.16	27.05	9.13	27.05	26.67	10.0	4.39	14.78	8.58	10.0	21.94	12.18	8.51	14.67	9.34	5.15	13.32	10.16	3.47	11.64	7.88	60.82	3.63	18.29	12.55	8.85	29.48	11.13	6.52	12.18	6.21	10.08	20.41	6.89	24.63	16.15	15.22	11.38	7.69	13.03	8.71	12.64	53.95	35.76	11.55
TM9SF3	2739.08	2997.45	2935.74	1467.37	3081.75	2319.15	1447.15	2997.45	2193.99	3690.52	1757.34	1447.15	1896.65	1950.0	3955.48	1662.49	2193.99	1359.57	2935.74	2193.99	2739.08	3716.2	2935.74	1794.29	2004.85	1963.57	1936.53	1950.0	2777.33	2351.53	3280.18	1745.2	3060.45	2796.65	3467.27	2018.8	5479.15	1651.0	2555.58	2303.12	3614.55	4181.07	2502.97	748.61	836.53	2271.4	7130.55	836.53	1008.9	848.22	728.11	808.0	1225.22	679.29	780.44	1127.35	890.44	571.05	579.04	571.05	785.88	860.08	954.43	1143.1	759.08	723.08	1001.93	633.73	688.78	1175.27	1073.91	583.07	493.56	651.58	802.41	759.08	866.07	1008.9	802.41	1427.22	878.17	723.08	947.83	780.44	748.61	1359.57	638.15	1551.09	1417.35	1628.26	1769.57	796.86	1295.13	1143.1	551.56	2240.11	2075.59	780.44	915.51	1857.6	878.17	536.45	616.37	1030.12	1175.27	759.08	1295.13	961.07	738.29	769.69	928.3	981.29	1175.27	1127.35	1104.13	825.0	1331.57	1350.18	669.92	791.35	638.15	808.0	738.29	660.68	1447.15	934.76	915.51	693.58	638.15	674.59	878.17	543.96	713.11	775.05	1175.27	934.76	1467.37	1135.2	2319.15	2104.58	2573.36
TMED7	1709.26	1733.13	1857.6	848.22	1733.13	1350.18	830.75	1936.53	1487.87	1769.57	830.75	2004.85	1208.34	1477.58	1977.24	1427.22	1233.75	1111.82	1733.13	1304.15	2400.97	1896.65	1498.22	967.76	1519.15	1794.29	1277.29	1175.27	1757.34	1191.69	1540.37	1268.46	1721.16	1583.71	2047.0	633.73	2255.7	878.17	2004.85	3146.52	1950.0	2682.69	1709.26	860.08	967.76	2555.58	3794.3	656.11	1127.35	1286.18	954.43	1295.13	1250.98	1417.35	713.11	1572.76	540.19	497.0	1135.2	909.17	698.41	878.17	836.53	620.67	915.51	476.71	1175.27	521.76	872.1	1268.46	1295.13	708.18	665.29	703.28	896.64	1001.93	1199.98	1331.57	1151.06	1923.14	848.22	802.41	1259.69	941.27	748.61	1081.39	698.41	1369.04	1388.16	1477.58	1721.16	981.29	1551.09	981.29	624.99	2255.7	1794.29	941.27	813.63	1551.09	961.07	536.45	748.61	921.88	1594.73	1073.91	1088.92	1151.06	825.0	860.08	974.5	915.51	1304.15	1159.07	1175.27	764.36	1143.1	1936.53	1066.48	1015.93	688.78	909.17	665.29	1151.06	1685.71	1151.06	1295.13	759.08	775.05	902.89	995.0	559.28	928.3	616.37	974.5	854.13	1331.57	1447.15	1819.35	2434.5	3690.52
TNPO1	563.18	1250.98	1143.1	642.59	1277.29	988.12	412.0	1359.57	1023.0	1806.78	780.44	1044.52	638.15	848.22	1191.69	961.07	540.19	438.59	974.5	669.92	884.29	1457.23	878.17	595.34	802.41	665.29	1277.29	995.0	1167.14	1059.11	1277.29	753.83	1322.37	1199.98	1073.91	995.0	1268.46	457.25	518.15	669.92	1023.0	1088.92	1844.76	167.9	193.01	1001.93	2485.67	264.03	316.37	187.71	108.9	206.94	381.68	208.38	241.19	297.17	353.59	131.51	417.77	414.87	156.59	277.2	255.0	153.34	224.97	80.01	275.28	198.47	144.01	303.44	269.6	118.43	116.78	150.17	234.57	149.12	275.28	309.83	127.89	420.68	325.29	169.07	273.37	157.68	279.14	420.68	156.59	435.55	463.65	547.75	356.05	191.67	397.93	277.2	185.11	651.58	493.56	249.73	229.72	607.87	314.17	170.25	166.73	454.09	373.81	204.07	559.28	264.03	255.0	283.05	412.0	305.55	273.37	327.56	166.73	189.02	381.68	409.15	172.65	329.84	154.42	256.78	180.02	178.77	343.89	305.55	173.85	181.28	163.28	121.79	234.57	224.97	215.77	126.12	312.0	287.01	312.0	164.42	1242.34	1030.12	1096.5
TRAPPC6B	432.53	435.55	432.53	366.09	444.72	518.15	323.03	215.77	371.22	447.82	435.55	429.54	409.15	346.29	351.14	224.97	361.04	312.0	412.0	387.02	457.25	532.74	470.14	412.0	417.77	361.04	438.59	521.76	283.05	447.82	511.0	476.71	612.11	532.74	638.15	583.07	718.08	358.54	395.18	343.89	642.59	813.63	529.06	291.04	291.04	412.0	647.07	122.64	323.03	226.54	204.07	198.47	291.04	293.07	277.2	325.29	185.11	158.79	198.47	406.31	215.77	256.78	220.32	221.86	277.2	206.94	312.0	221.86	226.54	356.05	343.89	262.2	97.36	241.19	275.28	277.2	353.59	277.2	242.88	273.37	312.0	267.73	291.04	314.17	246.28	228.13	234.57	283.05	260.38	211.31	309.83	229.72	215.77	226.54	220.32	490.14	305.55	293.07	218.79	329.84	221.86	256.78	237.86	316.37	208.38	236.21	277.2	193.01	228.13	325.29	256.78	320.8	297.17	277.2	242.88	275.28	295.11	202.66	242.88	301.33	285.03	236.21	299.25	334.46	242.88	214.27	228.13	265.87	209.84	275.28	236.21	234.57	256.78	150.17	260.38	127.89	248.0	231.32	490.14	511.0	303.44
TSPAN3	5329.3	3190.46	1909.85	3146.52	5041.77	3280.18	2591.27	4639.29	3467.27	1963.57	2682.69	4543.8	3589.58	2895.31	3515.68	1639.59	1936.53	3443.31	3564.78	2018.8	4512.4	2193.99	3303.0	2609.3	3018.3	3901.01	2434.5	3372.43	1551.09	2209.26	5751.61	6121.9	3372.43	8963.45	4903.87	4298.64	4328.55	3018.3	6037.61	4066.71	4268.94	4769.75	3901.01	1135.2	1639.59	5366.37	7180.15	2664.15	1487.87	2502.97	1594.73	974.5	2400.97	595.34	2796.65	1447.15	3103.19	591.22	2835.7	2417.67	1250.98	1639.59	1685.71	1697.45	1508.65	1733.13	1023.0	934.76	860.08	1250.98	1191.69	1008.9	1639.59	624.99	884.29	988.12	1651.0	1369.04	1529.73	941.27	1313.23	1322.37	1340.84	674.59	1378.57	4607.24	1583.71	1369.04	2163.77	2485.67	878.17	2701.35	1487.87	2777.33	2075.59	2148.82	2434.5	1697.45	1457.23	1208.34	1583.71	532.74	769.69	1583.71	1023.0	1088.92	1605.83	1350.18	1151.06	1519.15	5255.91	2434.5	3515.68	1286.18	2777.33	1407.55	1697.45	1757.34	830.75	379.04	836.53	2335.28	1159.07	1015.93	1950.0	1467.37	599.49	1477.58	624.99	2335.28	2209.26	579.04	1477.58	567.1	759.08	915.51	1286.18	1674.06	17078.76	18052.61	22850.48
TWF1	2400.97	1745.2	2976.74	1769.57	2271.4	1662.49	1059.11	1909.85	2075.59	2777.33	1397.83	1857.6	1519.15	2335.28	2133.97	1540.37	1295.13	1259.69	1721.16	1963.57	1628.26	2915.45	1594.73	1340.84	1936.53	1594.73	1769.57	2104.58	2451.44	2209.26	1909.85	1340.84	1870.53	1857.6	2417.67	1295.13	2287.2	995.0	1857.6	2193.99	2133.97	3928.15	1733.13	529.06	624.99	1781.89	4181.07	642.59	941.27	780.44	624.99	743.43	860.08	836.53	567.1	1037.29	587.13	447.82	629.35	660.68	486.75	1175.27	607.87	1427.22	669.92	583.07	791.35	514.56	633.73	769.69	723.08	497.0	316.37	490.14	483.38	684.02	764.36	693.58	555.41	954.43	633.73	612.11	764.36	591.22	457.25	974.5	435.55	902.89	866.07	738.29	872.1	583.07	860.08	679.29	450.94	1199.98	934.76	769.69	647.07	1477.58	638.15	334.46	540.19	738.29	759.08	587.13	759.08	514.56	518.15	575.03	669.92	595.34	660.68	638.15	854.13	674.59	780.44	902.89	642.59	587.13	409.15	551.56	551.56	647.07	909.17	599.49	450.94	389.72	466.88	483.38	624.99	412.0	759.08	368.65	723.08	698.41	1023.0	733.19	1769.57	2555.58	1119.56
TWISTNB	277.2	258.57	242.88	167.9	264.03	371.22	159.9	285.03	244.57	262.2	228.13	353.59	175.07	264.03	228.13	224.97	177.53	147.06	201.25	223.41	289.02	232.94	260.38	256.78	285.03	260.38	156.59	190.34	237.86	297.17	429.54	253.23	575.03	361.04	518.15	287.01	432.53	217.27	423.61	348.71	376.41	830.75	332.14	80.57	84.63	205.5	450.94	75.64	198.47	73.03	77.79	70.51	100.13	162.14	89.51	132.44	140.04	74.06	65.26	162.14	102.25	98.04	100.13	60.39	106.63	75.11	105.89	75.64	82.87	99.43	125.24	79.45	34.75	71.5	97.36	86.43	87.03	102.25	73.03	155.5	117.6	118.43	140.04	86.43	94.67	172.65	85.22	131.51	134.3	170.25	99.43	113.56	246.28	91.41	62.12	190.34	170.25	112.77	136.19	172.65	92.05	64.8	105.15	111.99	148.09	94.67	99.43	185.11	68.07	92.05	140.04	126.12	100.13	135.24	86.43	88.88	190.34	170.25	96.01	78.89	84.04	82.87	86.43	84.63	309.83	88.26	63.45	84.04	87.03	46.5	85.82	82.29	83.45	111.99	117.6	56.68	157.68	83.45	327.56	490.14	295.11
