	GTEX.SE5C.1026.SM.4BRUG	TCGA.G4.6306.01A.11R.1774.07	TCGA.G4.6321.01A.11R.1723.07	TCGA.G4.6293.01A.11R.1723.07	TCGA.A6.6648.01A.11R.1774.07	TCGA.CM.4744.01A.01R.A32Z.07	TCGA.AZ.6601.01A.11R.1774.07	TCGA.CK.4950.01A.01R.1723.07	TCGA.CM.5344.01A.21R.1723.07	TCGA.AA.3525.11A.01R.A32Z.07	TCGA.A6.2679.11A.01R.A32Z.07	TCGA.A6.2671.11A.01R.A32Z.07	TCGA.AA.3663.11A.01R.1723.07	TCGA.A6.2684.11A.01R.A32Z.07	GTEX.13111.0726.SM.5DUVE	GTEX.131XE.0826.SM.5HL9W	GTEX.14BMU.1326.SM.5RQIH	GTEX.11P7K.1526.SM.5EGI7	GTEX.WFON.1426.SM.4LVMT	GTEX.1399R.2226.SM.5P9JB	GTEX.PLZ5.1126.SM.3P613	GTEX.139TS.1926.SM.5IJFO	GTEX.QLQW.0426.SM.447A7	GTEX.S7SF.1926.SM.4AT5B	GTEX.S4P3.1226.SM.4AD4Y	GTEX.ZP4G.1726.SM.4WWCM	GTEX.ZPU1.1926.SM.57WDT	GTEX.P4QT.1426.SM.3NMCX	GTEX.1399U.1926.SM.5IFH7	GTEX.Q734.1126.SM.48TZY	GTEX.11P82.1026.SM.5BC5J	GTEX.Y9LG.1526.SM.4WWDR	GTEX.U4B1.1126.SM.4DXV3	GTEX.Q2AI.0926.SM.48U1F	GTEX.PWN1.1426.SM.48TDF	GTEX.146FQ.1926.SM.5NQBY	GTEX.WQUQ.2526.SM.4MVNO	GTEX.XUZC.1526.SM.4BRV4	GTEX.ZY6K.1226.SM.5GZYL	GTEX.RU1J.1326.SM.46MUL	GTEX.R55G.1226.SM.48FDC	GTEX.XYKS.2226.SM.4E3IU	GTEX.14E6E.1526.SM.5RQIG	GTEX.YB5E.1626.SM.5IFIQ	GTEX.11LCK.2026.SM.5A5MA	GTEX.X15G.1326.SM.4PQZJ	GTEX.ZZ64.0826.SM.5E449	GTEX.X3Y1.1726.SM.4PQZL	GTEX.S3XE.1126.SM.4AD4N	GTEX.11DXX.1826.SM.5H126	GTEX.WFG7.1526.SM.4LVMG	GTEX.XGQ4.1226.SM.4AT67	GTEX.XUJ4.2026.SM.4BOOW	GTEX.13S86.1626.SM.5Q5C5	GTEX.QDVJ.1326.SM.48U1X	GTEX.PLZ6.0926.SM.3P5ZQ	GTEX.145MN.1726.SM.5SIA6	GTEX.TML8.1326.SM.4DXTO	GTEX.SNOS.1226.SM.4DM5H	GTEX.111CU.1426.SM.5GZYP	GTEX.144GM.1226.SM.5LU52	GTEX.OXRL.1426.SM.3NM9E	GTEX.ZYWO.1626.SM.5E44H	GTEX.ZF2S.1926.SM.4WWAN	GTEX.SE5C.1526.SM.4BRWU	GTEX.YEC4.1926.SM.5IFHJ	GTEX.1399S.1926.SM.5J2M5	GTEX.ZPCL.1826.SM.57WF1	GTEX.13D11.0826.SM.5KLZJ	GTEX.SNMC.1126.SM.4DM5M	GTEX.132AR.2726.SM.5PNVN	GTEX.139T6.1326.SM.5IFFO	GTEX.XBEW.1926.SM.4SOJO	GTEX.111CU.1226.SM.5EGIN	GTEX.UPIC.1726.SM.4IHKG	GTEX.QV31.0826.SM.4R1KR	GTEX.XQ8I.2126.SM.4BOOM	GTEX.OIZH.1426.SM.3NB1O	GTEX.UJMC.1326.SM.4IHLS	GTEX.NFK9.2026.SM.3LK5K	GTEX.145LT.0926.SM.5LU9C	GTEX.P4PP.1426.SM.3NM9L	GTEX.11EM3.1526.SM.5A5KN	GTEX.12BJ1.2126.SM.5BC5O	GTEX.UJHI.1126.SM.4IHLN	GTEX.Y5LM.1526.SM.4VDTA	GTEX.13O21.2426.SM.5MR4A	GTEX.R55C.1126.SM.48FCJ	GTEX.WHWD.1226.SM.4OOS1	GTEX.ZVT2.1926.SM.5GU5T	GTEX.ZVP2.1526.SM.5NQ82	GTEX.R55D.1826.SM.48FEF	GTEX.PWCY.1026.SM.48TD4	GTEX.139YR.2126.SM.5KM11	GTEX.OXRK.1726.SM.3NB16	GTEX.13FTW.1826.SM.5IJEN	GTEX.13QBU.1826.SM.5IJG3	GTEX.133LE.1526.SM.5IFEN	GTEX.1122O.1526.SM.5N9CL	GTEX.13PL7.2526.SM.5IFGR	GTEX.W5WG.2426.SM.4LMI6	GTEX.T6MO.0826.SM.4DM51	GTEX.OHPM.1426.SM.3TW8Y	GTEX.Y8E4.2426.SM.4WWDN	GTEX.1399U.2226.SM.5KLZI	GTEX.ZPIC.2226.SM.57WDX	GTEX.U3ZN.2126.SM.4DXU1	GTEX.XBED.1526.SM.4AT5W	GTEX.S4UY.0826.SM.4AD4Z	GTEX.ZZ64.0726.SM.5GZX4	GTEX.131XG.1826.SM.5LZV4	GTEX.XMK1.1726.SM.4B64Z	GTEX.XPVG.1826.SM.4B64X	GTEX.VJYA.2026.SM.4KL1K	GTEX.XUZC.1326.SM.4BRV2	GTEX.11DXZ.1726.SM.5H12M	GTEX.12WSL.1626.SM.5GCMU	GTEX.V955.1726.SM.4JBHF	GTEX.11I78.1226.SM.5A5K6	GTEX.TKQ2.1326.SM.4DXT9	GTEX.XV7Q.2126.SM.4BRVX	GTEX.WOFM.2026.SM.4OOSQ	GTEX.ZTTD.2626.SM.57WEX	GTEX.RM2N.0926.SM.48FD1	GTEX.T5JW.1126.SM.4DM5V	GTEX.14DAR.1526.SM.5RQIX	GTEX.U3ZM.1126.SM.4DXUB	GTEX.ZT9W.1726.SM.51MS3	GTEX.YF7O.1726.SM.5IFJ9	GTEX.ZTSS.1126.SM.5985O	GTEX.Y114.1526.SM.4TT79	GTEX.13FH7.1626.SM.5J2O9	GTEX.ZV7C.1526.SM.5NQ72	GTEX.YF7O.1626.SM.5IFII	GTEX.Y3IK.1826.SM.4WWDS	GTEX.13FH7.1526.SM.5J2N6	GTEX.ZDTS.2726.SM.5L3E2	GTEX.PX3G.1426.SM.48U1J	GTEX.S4Q7.0826.SM.4AD5E	GTEX.QMRM.1226.SM.447C6	GTEX.QEL4.1926.SM.4R1JI	GTEX.XUW1.1926.SM.4BOP1	GTEX.Q2AH.1226.SM.48TZL	GTEX.ZPCL.1626.SM.57WGC	GTEX.WFG8.1726.SM.4LVM6	GTEX.ZLV1.1226.SM.4WWBX	GTEX.12C56.0626.SM.5EGGC	GTEX.ZT9W.1826.SM.51MQX	GTEX.12WSJ.0826.SM.5PNWV	GTEX.1211K.1326.SM.5FQV2	GTEX.XUZC.0326.SM.4BOO8	GTEX.1212Z.2026.SM.5N9EA	GTEX.132QS.1526.SM.5J2MV	TCGA.CG.5734.11A.01R.1602.13
TMEM87A	551.56	551.56	1437.15	764.36	1268.46	599.49	872.1	738.29	1001.93	988.12	909.17	1051.79	1059.11	1167.14	1605.83	1119.56	909.17	1896.65	1697.45	961.07	1508.65	1191.69	1529.73	1685.71	1540.37	1447.15	1617.0	1605.83	1697.45	1313.23	1819.35	1806.78	1896.65	1529.73	1769.57	1175.27	872.1	785.88	1378.57	1066.48	1617.0	941.27	1487.87	1769.57	1467.37	1487.87	1059.11	1233.75	1295.13	1561.89	1769.57	1059.11	1508.65	1096.5	1233.75	1529.73	1963.57	1651.0	1322.37	1857.6	1447.15	902.89	1844.76	1617.0	1447.15	848.22	1721.16	1594.73	1709.26	1127.35	1457.23	2032.85	1350.18	878.17	1572.76	1674.06	1467.37	1594.73	1794.29	981.29	1583.71	1909.85	1909.85	1781.89	1259.69	1923.14	1950.0	1757.34	1561.89	2351.53	1651.0	1651.0	1397.83	1617.0	1551.09	1721.16	2047.0	1781.89	1757.34	1685.71	1757.34	934.76	1540.37	1175.27	884.29	2104.58	1697.45	1769.57	1551.09	1286.18	1583.71	1733.13	1757.34	1529.73	1745.2	1733.13	921.88	723.08	1923.14	1295.13	1159.07	1857.6	915.51	1572.76	1745.2	1794.29	1674.06	854.13	1685.71	1350.18	1175.27	1015.93	1733.13	890.44	1397.83	679.29	575.03	1208.34	1651.0	1295.13	1417.35	1151.06	1331.57	808.0	808.0	1806.78	1794.29	1583.71	438.59	723.08	503.95	400.71	723.08	384.34
TMEM87B	165.57	189.02	587.13	307.69	616.37	193.01	287.01	384.34	381.68	536.45	389.72	463.65	351.14	389.72	713.11	567.1	327.56	902.89	728.11	674.59	764.36	579.04	733.19	723.08	571.05	679.29	759.08	723.08	728.11	688.78	1151.06	684.02	967.76	775.05	791.35	616.37	395.18	336.79	583.07	470.14	909.17	476.71	1008.9	802.41	620.67	624.99	336.79	420.68	555.41	693.58	791.35	507.46	651.58	603.67	460.44	629.35	921.88	909.17	587.13	802.41	896.64	318.57	988.12	921.88	665.29	264.03	764.36	674.59	830.75	473.41	890.44	808.0	579.04	376.41	713.11	802.41	688.78	679.29	708.18	312.0	753.83	884.29	860.08	928.3	656.11	866.07	842.36	575.03	854.13	848.22	679.29	780.44	599.49	934.76	802.41	819.3	748.61	1015.93	961.07	753.83	785.88	363.56	698.41	563.18	223.41	967.76	928.3	665.29	796.86	457.25	890.44	808.0	753.83	543.96	769.69	934.76	314.17	426.57	693.58	713.11	660.68	836.53	366.09	775.05	656.11	854.13	638.15	305.55	759.08	567.1	312.0	336.79	866.07	356.05	713.11	318.57	253.23	579.04	624.99	563.18	651.58	503.95	713.11	299.25	318.57	890.44	679.29	738.29	103.69	161.02	166.73	132.44	143.01	371.22
TOM1L1	198.47	647.07	769.69	743.43	1208.34	620.67	575.03	540.19	1044.52	563.18	438.59	583.07	466.88	620.67	941.27	674.59	540.19	915.51	848.22	780.44	872.1	1001.93	785.88	947.83	764.36	921.88	1015.93	1059.11	785.88	825.0	1250.98	1008.9	1216.75	1051.79	941.27	1044.52	521.76	647.07	775.05	656.11	981.29	647.07	988.12	1268.46	1001.93	688.78	587.13	791.35	656.11	802.41	1037.29	620.67	1023.0	759.08	571.05	759.08	1167.14	1259.69	555.41	961.07	1111.82	547.75	947.83	1286.18	796.86	642.59	866.07	830.75	902.89	718.08	738.29	1096.5	825.0	595.34	1088.92	988.12	909.17	693.58	1088.92	693.58	1081.39	1104.13	1191.69	1388.16	848.22	1037.29	1359.57	759.08	1001.93	1001.93	1015.93	890.44	642.59	1044.52	902.89	1119.56	1111.82	1369.04	1183.45	974.5	961.07	525.39	759.08	796.86	500.46	1104.13	848.22	896.64	1030.12	688.78	961.07	921.88	1111.82	753.83	961.07	1081.39	571.05	563.18	1191.69	796.86	567.1	1073.91	397.93	909.17	1008.9	1350.18	941.27	507.46	1111.82	791.35	713.11	571.05	1008.9	525.39	934.76	567.1	438.59	988.12	954.43	764.36	796.86	928.3	733.19	450.94	718.08	1111.82	896.64	848.22	392.44	450.94	454.09	293.07	403.5	1191.69
TOR1B	242.88	194.36	1001.93	316.37	507.46	187.71	271.48	348.71	356.05	591.22	493.56	612.11	457.25	563.18	669.92	764.36	579.04	769.69	738.29	633.73	921.88	660.68	723.08	1135.2	836.53	791.35	1008.9	921.88	507.46	1037.29	934.76	753.83	1037.29	878.17	728.11	400.71	493.56	392.44	759.08	825.0	624.99	669.92	819.3	785.88	791.35	583.07	651.58	713.11	642.59	909.17	974.5	703.28	808.0	713.11	624.99	708.18	995.0	753.83	708.18	748.61	928.3	543.96	1081.39	974.5	753.83	417.77	981.29	660.68	884.29	555.41	928.3	819.3	579.04	429.54	878.17	872.1	902.89	890.44	830.75	438.59	723.08	878.17	733.19	902.89	934.76	780.44	1037.29	769.69	1159.07	848.22	995.0	764.36	708.18	1001.93	928.3	1030.12	728.11	884.29	915.51	941.27	866.07	536.45	988.12	703.28	371.22	825.0	988.12	915.51	878.17	941.27	642.59	723.08	633.73	738.29	842.36	921.88	587.13	521.76	909.17	665.29	656.11	866.07	392.44	954.43	830.75	974.5	698.41	417.77	860.08	728.11	339.14	503.95	884.29	470.14	708.18	379.04	435.55	780.44	1015.93	660.68	713.11	708.18	854.13	490.14	460.44	733.19	830.75	703.28	244.57	291.04	384.34	205.5	366.09	348.71
TOX3	0.0	199.85	301.33	73.54	285.03	67.12	154.42	126.12	575.03	149.12	143.01	155.5	114.36	154.42	493.56	429.54	60.39	665.29	547.75	438.59	616.37	575.03	490.14	583.07	480.04	463.65	450.94	507.46	616.37	612.11	669.92	540.19	684.02	624.99	693.58	547.75	169.07	82.87	435.55	260.38	624.99	327.56	698.41	620.67	567.1	518.15	54.72	389.72	346.29	607.87	728.11	283.05	540.19	460.44	241.19	532.74	620.67	603.67	409.15	551.56	486.75	74.58	759.08	743.43	444.72	82.87	612.11	567.1	660.68	237.86	854.13	612.11	341.51	29.7	633.73	647.07	679.29	473.41	547.75	229.72	591.22	660.68	660.68	647.07	563.18	748.61	753.83	466.88	791.35	669.92	638.15	603.67	265.87	748.61	733.19	665.29	559.28	713.11	708.18	616.37	599.49	101.54	536.45	368.65	111.99	764.36	629.35	529.06	587.13	295.11	764.36	624.99	599.49	297.17	647.07	738.29	121.79	205.5	651.58	466.88	457.25	665.29	53.19	633.73	480.04	723.08	483.38	46.84	708.18	486.75	72.01	55.49	780.44	38.12	575.03	50.98	36.27	466.88	571.05	423.61	647.07	371.22	563.18	109.66	39.22	718.08	497.0	612.11	0.0	0.0	0.0	0.0	0.0	295.11
TRAPPC10	177.53	351.14	432.53	371.22	624.99	97.36	346.29	329.84	307.69	575.03	624.99	575.03	497.0	595.34	791.35	703.28	423.61	1001.93	836.53	454.09	785.88	567.1	796.86	866.07	708.18	723.08	674.59	753.83	769.69	624.99	872.1	928.3	743.43	878.17	836.53	551.56	514.56	466.88	842.36	583.07	954.43	567.1	698.41	988.12	698.41	656.11	493.56	660.68	660.68	743.43	961.07	579.04	633.73	642.59	532.74	718.08	974.5	698.41	490.14	825.0	718.08	420.68	764.36	785.88	708.18	470.14	1081.39	723.08	813.63	470.14	785.88	1104.13	713.11	438.59	954.43	796.86	836.53	780.44	961.07	607.87	703.28	902.89	954.43	866.07	633.73	967.76	934.76	890.44	1030.12	1159.07	733.19	1015.93	693.58	860.08	780.44	915.51	921.88	988.12	1127.35	775.05	830.75	518.15	759.08	713.11	249.73	854.13	947.83	607.87	860.08	638.15	802.41	830.75	909.17	723.08	796.86	1242.34	470.14	518.15	961.07	791.35	392.44	802.41	507.46	1119.56	567.1	1135.2	825.0	291.04	802.41	954.43	493.56	454.09	934.76	417.77	638.15	371.22	234.57	808.0	703.28	500.46	785.88	688.78	808.0	287.01	447.82	1023.0	825.0	595.34	105.89	260.38	353.59	190.34	269.6	283.05
TRIM2	115.16	438.59	454.09	426.57	1073.91	366.09	325.29	379.04	703.28	373.81	543.96	435.55	389.72	348.71	848.22	642.59	291.04	860.08	775.05	476.71	679.29	595.34	748.61	791.35	866.07	780.44	802.41	941.27	819.3	525.39	988.12	915.51	928.3	830.75	1233.75	583.07	514.56	412.0	532.74	521.76	872.1	536.45	703.28	981.29	934.76	728.11	363.56	540.19	511.0	830.75	1073.91	514.56	759.08	490.14	384.34	679.29	941.27	848.22	547.75	825.0	684.02	397.93	743.43	890.44	825.0	351.14	718.08	796.86	909.17	551.56	954.43	1030.12	718.08	285.03	928.3	819.3	934.76	733.19	896.64	486.75	1001.93	830.75	1175.27	1030.12	743.43	753.83	1216.75	785.88	791.35	808.0	708.18	995.0	571.05	884.29	1233.75	928.3	1167.14	954.43	1008.9	830.75	934.76	363.56	660.68	540.19	234.57	981.29	1059.11	791.35	808.0	476.71	796.86	961.07	1073.91	780.44	890.44	988.12	387.02	450.94	854.13	738.29	679.29	698.41	267.73	759.08	921.88	1037.29	785.88	318.57	909.17	656.11	444.72	307.69	921.88	332.14	1044.52	187.71	159.9	802.41	854.13	470.14	656.11	647.07	647.07	325.29	202.66	974.5	825.0	629.35	76.17	119.26	221.86	191.67	157.68	444.72
VAV3	19.68	267.73	90.14	283.05	555.41	0.96	34.02	169.07	368.65	486.75	395.18	567.1	346.29	698.41	2796.65	1295.13	305.55	3168.41	3395.89	1551.09	2287.2	2090.03	2061.24	2682.69	1572.76	2209.26	1143.1	2287.2	2417.67	2367.9	3280.18	2855.44	2384.37	2319.15	3081.75	1340.84	567.1	121.79	1883.54	813.63	3325.99	981.29	2664.15	3257.52	1769.57	1639.59	143.01	1340.84	1313.23	2645.74	3955.48	1008.9	1819.35	1697.45	848.22	2271.4	3794.3	2816.11	1378.57	1883.54	1268.46	267.73	2739.08	3419.52	1745.2	103.69	2193.99	1909.85	2855.44	1088.92	4152.18	3515.68	1551.09	187.71	3168.41	2645.74	2193.99	1896.65	2367.9	836.53	3168.41	2591.27	3303.0	3325.99	2609.3	3639.7	4298.64	2163.77	2956.17	3146.52	2018.8	2645.74	723.08	3103.19	2895.31	3190.46	2739.08	2664.15	3589.58	2468.49	3039.3	121.79	2163.77	1259.69	209.84	3614.55	3039.3	1781.89	2400.97	1051.79	3039.3	2915.45	2758.13	1467.37	2400.97	3794.3	198.47	521.76	2855.44	1923.14	1561.89	3280.18	155.5	2335.28	1857.6	3768.09	2468.49	100.13	2682.69	1697.45	165.57	197.09	3716.2	135.24	2335.28	223.41	30.56	1662.49	1378.57	915.51	2417.67	1427.22	2287.2	204.07	265.87	3589.58	2434.5	2061.24	17.38	13.52	22.43	22.1	47.17	80.01
ZDHHC23	13.22	18.97	34.02	99.43	454.09	16.39	121.79	63.45	59.97	102.25	135.24	180.02	96.01	150.17	444.72	417.77	75.11	450.94	432.53	371.22	507.46	376.41	371.22	555.41	412.0	376.41	438.59	497.0	423.61	368.65	571.05	493.56	497.0	450.94	486.75	366.09	201.25	43.02	327.56	271.48	503.95	293.07	420.68	571.05	521.76	381.68	50.27	305.55	234.57	486.75	473.41	246.28	406.31	336.79	255.0	412.0	567.1	447.82	307.69	361.04	356.05	76.71	435.55	438.59	387.02	43.94	529.06	395.18	414.87	201.25	414.87	507.46	438.59	91.41	466.88	414.87	518.15	493.56	521.76	253.23	450.94	414.87	454.09	529.06	406.31	460.44	612.11	438.59	595.34	483.38	447.82	500.46	381.68	503.95	503.95	521.76	483.38	571.05	511.0	460.44	547.75	82.29	426.57	341.51	35.76	486.75	555.41	392.44	463.65	212.78	403.5	406.31	612.11	400.71	426.57	665.29	67.12	204.07	521.76	429.54	341.51	409.15	73.54	551.56	361.04	633.73	460.44	47.5	500.46	441.64	52.45	83.45	507.46	55.89	444.72	64.8	45.21	376.41	454.09	291.04	423.61	329.84	379.04	60.82	58.71	536.45	441.64	392.44	23.59	26.86	55.1	53.57	31.67	99.43
ZNF195	129.69	291.04	212.78	529.06	603.67	412.0	441.64	242.88	674.59	291.04	226.54	206.94	228.13	232.94	457.25	426.57	217.27	397.93	379.04	348.71	500.46	307.69	397.93	454.09	483.38	379.04	406.31	414.87	406.31	351.14	555.41	400.71	497.0	409.15	470.14	432.53	397.93	183.82	384.34	343.89	460.44	476.71	500.46	521.76	429.54	389.72	190.34	323.03	217.27	395.18	457.25	312.0	432.53	269.6	325.29	392.44	387.02	497.0	447.82	429.54	438.59	301.33	525.39	470.14	417.77	218.79	470.14	363.56	438.59	368.65	507.46	473.41	429.54	223.41	490.14	441.64	403.5	463.65	429.54	435.55	450.94	348.71	493.56	414.87	463.65	460.44	414.87	486.75	373.81	395.18	387.02	480.04	441.64	435.55	525.39	423.61	473.41	518.15	441.64	514.56	476.71	189.02	269.6	429.54	146.03	470.14	454.09	392.44	543.96	267.73	351.14	435.55	511.0	595.34	476.71	540.19	218.79	348.71	444.72	432.53	379.04	417.77	493.56	521.76	406.31	444.72	493.56	209.84	460.44	392.44	237.86	180.02	518.15	189.02	389.72	170.25	129.69	329.84	525.39	316.37	429.54	363.56	339.14	202.66	151.22	567.1	470.14	438.59	108.9	114.36	163.28	85.82	120.1	173.85
ZNF217	157.68	371.22	297.17	224.97	915.51	108.14	218.79	205.5	293.07	703.28	463.65	279.14	457.25	387.02	483.38	476.71	571.05	587.13	444.72	473.41	708.18	486.75	450.94	503.95	551.56	366.09	353.59	536.45	738.29	529.06	802.41	555.41	579.04	551.56	493.56	387.02	212.78	163.28	480.04	214.27	543.96	312.0	518.15	547.75	376.41	432.53	258.57	325.29	420.68	392.44	808.0	237.86	351.14	429.54	633.73	336.79	507.46	529.06	325.29	460.44	674.59	221.86	941.27	902.89	470.14	228.13	624.99	438.59	587.13	260.38	813.63	525.39	373.81	316.37	723.08	435.55	890.44	444.72	371.22	271.48	500.46	483.38	669.92	529.06	397.93	567.1	603.67	395.18	567.1	698.41	563.18	599.49	361.04	733.19	599.49	575.03	486.75	723.08	575.03	890.44	460.44	264.03	438.59	463.65	106.63	518.15	599.49	409.15	551.56	358.54	463.65	583.07	423.61	395.18	599.49	759.08	181.28	226.54	507.46	547.75	660.68	591.22	204.07	567.1	423.61	591.22	332.14	109.66	417.77	591.22	420.68	215.77	660.68	305.55	551.56	256.78	212.78	438.59	332.14	384.34	521.76	293.07	679.29	134.3	212.78	607.87	480.04	432.53	110.43	110.43	153.34	88.88	130.6	96.01
ZNF223	33.54	54.33	98.04	88.88	112.77	33.54	56.28	75.64	75.64	58.71	76.17	68.07	72.01	102.25	120.1	116.78	89.51	198.47	125.24	49.21	60.82	68.55	150.17	241.19	90.77	121.79	88.88	111.21	130.6	79.45	121.79	119.26	94.01	95.34	104.42	115.97	72.52	54.33	85.22	72.01	143.01	155.5	181.28	125.24	173.85	102.97	64.34	98.04	69.03	169.07	105.15	57.89	100.83	59.55	77.25	134.3	197.09	180.02	63.0	94.01	112.77	86.43	87.03	177.53	108.14	90.77	195.72	178.77	199.85	94.67	137.14	295.11	130.6	90.14	84.63	104.42	134.3	115.16	123.5	97.36	115.97	118.43	105.89	119.26	232.94	182.55	127.89	133.36	89.51	190.34	109.66	195.72	120.1	136.19	158.79	136.19	139.07	244.57	175.07	212.78	101.54	60.82	88.88	102.25	65.72	127.89	156.59	99.43	79.45	96.01	77.25	113.56	96.01	105.89	119.26	156.59	64.8	94.67	109.66	112.77	33.06	115.97	87.65	127.89	73.54	102.25	273.37	54.33	144.01	111.99	84.63	76.17	267.73	47.84	87.65	59.97	36.01	148.09	67.59	59.97	58.71	99.43	118.43	86.43	67.59	130.6	246.28	128.79	81.14	44.57	26.1	26.86	45.85	37.85
ZNF254	21.01	69.52	98.04	127.89	159.9	9.63	26.28	49.56	139.07	88.88	110.43	109.66	101.54	104.42	155.5	100.83	55.1	173.85	141.02	54.33	147.06	130.6	138.1	137.14	155.5	172.65	164.42	221.86	142.01	73.54	234.57	215.77	232.94	154.42	197.09	75.11	194.36	87.65	92.7	100.13	115.97	249.73	144.01	202.66	158.79	88.26	126.12	113.56	87.03	139.07	141.02	80.57	111.21	70.51	97.36	72.01	228.13	104.42	89.51	267.73	153.34	110.43	108.14	201.25	90.77	109.66	124.37	116.78	157.68	91.41	63.45	214.27	214.27	50.98	120.94	140.04	211.31	135.24	173.85	137.14	159.9	204.07	251.48	229.72	142.01	94.01	295.11	129.69	171.45	228.13	87.65	110.43	104.42	159.9	134.3	123.5	145.02	392.44	127.89	164.42	120.1	66.18	102.97	125.24	38.95	108.9	221.86	107.38	170.25	173.85	218.79	94.01	214.27	127.0	189.02	312.0	85.22	123.5	162.14	111.99	118.43	177.53	98.73	182.55	221.86	186.4	173.85	87.65	195.72	176.29	113.56	67.12	220.32	81.14	109.66	38.12	42.41	122.64	356.05	94.01	175.07	108.14	70.01	41.22	82.87	223.41	212.78	211.31	29.48	44.25	44.25	90.77	36.01	70.51
ZNF774	24.81	22.26	60.39	68.55	202.66	10.71	21.63	47.84	115.97	49.91	37.59	60.82	57.49	64.8	90.14	189.02	57.89	133.36	130.6	77.79	124.37	112.77	149.12	133.36	126.12	88.88	132.44	129.69	81.71	149.12	120.94	107.38	162.14	135.24	153.34	120.94	119.26	35.5	158.79	88.88	181.28	133.36	76.71	152.28	183.82	101.54	27.84	102.97	75.11	89.51	166.73	72.01	125.24	134.3	65.72	105.89	148.09	220.32	66.65	96.01	166.73	29.91	182.55	161.02	109.66	57.08	158.79	87.03	130.6	73.03	124.37	137.14	118.43	27.05	173.85	98.73	189.02	114.36	133.36	63.89	178.77	115.97	143.01	144.01	108.14	129.69	195.72	106.63	189.02	127.89	130.6	120.94	118.43	131.51	146.03	121.79	154.42	202.66	122.64	185.11	115.16	40.07	108.14	118.43	17.13	110.43	176.29	135.24	113.56	64.34	125.24	102.25	145.02	176.29	132.44	178.77	34.26	62.12	111.99	92.05	81.14	140.04	17.51	169.07	107.38	159.9	147.06	22.75	166.73	88.26	30.56	20.11	153.34	33.54	201.25	31.45	75.11	108.14	173.85	71.0	108.14	120.1	78.34	26.1	18.43	141.02	119.26	78.89	15.22	14.35	61.68	25.72	15.34	31.0
ZSCAN16	63.45	116.78	100.13	190.34	214.27	140.04	147.06	84.63	309.83	150.17	139.07	110.43	123.5	214.27	264.03	201.25	98.73	202.66	202.66	185.11	226.54	204.07	177.53	198.47	157.68	176.29	201.25	190.34	170.25	178.77	209.84	226.54	214.27	183.82	193.01	186.4	147.06	111.99	202.66	159.9	211.31	195.72	171.45	180.02	221.86	190.34	136.19	170.25	167.9	198.47	239.52	143.01	193.01	167.9	156.59	218.79	248.0	221.86	178.77	126.12	189.02	120.1	206.94	242.88	208.38	149.12	187.71	208.38	221.86	170.25	239.52	236.21	195.72	144.01	193.01	211.31	189.02	186.4	229.72	187.71	249.73	202.66	223.41	269.6	165.57	251.48	256.78	170.25	232.94	198.47	212.78	208.38	197.09	195.72	205.5	214.27	255.0	264.03	244.57	236.21	228.13	125.24	155.5	180.02	157.68	295.11	221.86	189.02	193.01	171.45	151.22	206.94	239.52	199.85	189.02	195.72	155.5	142.01	234.57	194.36	167.9	255.0	98.04	221.86	153.34	291.04	202.66	195.72	231.32	155.5	161.02	122.64	224.97	104.42	248.0	120.94	63.89	186.4	182.55	181.28	185.11	212.78	191.67	145.02	146.03	231.32	239.52	211.31	129.69	122.64	162.14	69.03	181.28	96.68
