	TCGA.T9.A92H.01A.11R.A37K.07	TCGA.NH.A50T.01A.11R.A28H.07	TCGA.CA.6715.01A.21R.1839.07	TCGA.5M.AAT4.01A.11R.A41B.07	TCGA.QG.A5YW.01A.11R.A28H.07	TCGA.QG.A5YX.01A.11R.A28H.07	TCGA.AY.6386.01A.21R.1723.07	TCGA.AM.5821.01A.01R.1653.07	GTEX.13111.0726.SM.5DUVE	GTEX.131XE.0826.SM.5HL9W	GTEX.11P7K.1526.SM.5EGI7	GTEX.1399R.2226.SM.5P9JB	GTEX.PLZ5.1126.SM.3P613	GTEX.139TS.1926.SM.5IJFO	GTEX.QLQW.0426.SM.447A7	GTEX.S7SF.1926.SM.4AT5B	GTEX.ZPU1.1926.SM.57WDT	GTEX.P4QT.1426.SM.3NMCX	GTEX.1399U.1926.SM.5IFH7	GTEX.Q734.1126.SM.48TZY	GTEX.11P82.1026.SM.5BC5J	GTEX.U4B1.1126.SM.4DXV3	GTEX.Q2AI.0926.SM.48U1F	GTEX.146FQ.1926.SM.5NQBY	GTEX.ZY6K.1226.SM.5GZYL	GTEX.R55G.1226.SM.48FDC	GTEX.14E6E.1526.SM.5RQIG	GTEX.YB5E.1626.SM.5IFIQ	GTEX.R53T.1326.SM.48FCQ	GTEX.WFG7.1526.SM.4LVMG	GTEX.13S86.1626.SM.5Q5C5	GTEX.PLZ6.0926.SM.3P5ZQ	GTEX.145MN.1726.SM.5SIA6	GTEX.111CU.1426.SM.5GZYP	GTEX.PWOO.1326.SM.48TCJ	GTEX.ZYWO.1626.SM.5E44H	GTEX.ZF2S.1926.SM.4WWAN	GTEX.1399S.1926.SM.5J2M5	GTEX.13D11.0826.SM.5KLZJ	GTEX.SNMC.1126.SM.4DM5M	GTEX.132AR.2726.SM.5PNVN	GTEX.UPIC.1726.SM.4IHKG	GTEX.QV31.0826.SM.4R1KR	GTEX.P4PP.1426.SM.3NM9L	GTEX.11EM3.1526.SM.5A5KN	GTEX.YEC3.2426.SM.5IFJR	GTEX.QDVN.1326.SM.48TZ3	GTEX.12BJ1.2126.SM.5BC5O	GTEX.117YW.1826.SM.5PNY5	GTEX.UJHI.1126.SM.4IHLN	GTEX.Y5LM.1526.SM.4VDTA	GTEX.O5YT.1426.SM.3MJHC	GTEX.13FHP.2426.SM.5KLZ5	GTEX.R55D.1826.SM.48FEF	GTEX.139YR.2126.SM.5KM11	GTEX.13FTW.1826.SM.5IJEN	GTEX.1122O.1526.SM.5N9CL	GTEX.13PL7.2526.SM.5IFGR	GTEX.W5WG.2426.SM.4LMI6	GTEX.OHPM.1426.SM.3TW8Y	GTEX.Y8E4.2426.SM.4WWDN	GTEX.U3ZN.2126.SM.4DXU1	GTEX.13OW6.2126.SM.5N9GL	GTEX.XBED.1526.SM.4AT5W	GTEX.S4UY.0826.SM.4AD4Z	GTEX.ZZ64.0726.SM.5GZX4	GTEX.131XG.1826.SM.5LZV4	GTEX.XUZC.1326.SM.4BRV2	GTEX.11DXZ.1726.SM.5H12M	GTEX.13OVJ.1726.SM.5IJDZ	GTEX.XV7Q.2126.SM.4BRVX	GTEX.WOFM.2026.SM.4OOSQ	GTEX.RM2N.0926.SM.48FD1	GTEX.T5JW.1126.SM.4DM5V	GTEX.11NSD.1626.SM.5986U	GTEX.ZGAY.2126.SM.4YCFB	GTEX.144GN.1126.SM.5LU33	GTEX.QCQG.1626.SM.48U26	GTEX.ZV7C.1526.SM.5NQ72	GTEX.Y3IK.1826.SM.4WWDS	GTEX.QMRM.1226.SM.447C6	GTEX.QEL4.1926.SM.4R1JI	GTEX.Q2AH.1226.SM.48TZL	GTEX.ZLV1.1226.SM.4WWBX	GTEX.ZT9W.1826.SM.51MQX	GTEX.YB5E.0326.SM.5IFHU	GTEX.13FLV.0326.SM.5N9DJ	GTEX.Y5LM.0426.SM.4VBRO	GTEX.PX3G.0826.SM.48TZS	GTEX.145MF.0826.SM.5QGQA	GTEX.139TS.1426.SM.5IFJD	GTEX.1269C.0626.SM.5FQSS	GTEX.12KS4.1326.SM.5LUB3	GTEX.11ZVC.0726.SM.5FQT9	GTEX.1399T.0826.SM.5IFES	GTEX.13OW6.2626.SM.5IFF2	GTEX.13O3O.1826.SM.5IFGW	TCGA.38.4625.01A.01R.1206.07	TCGA.38.4625.01A.01R.1206.07.1	TCGA.AH.6897.01A.11R.1928.07	GTEX.QXCU.1926.SM.48FE4	GTEX.Q2AI.0826.SM.48TZO
NHEJ1	444.72	223.41	400.71	571.05	460.44	536.45	265.87	221.86	791.35	748.61	915.51	769.69	825.0	878.17	813.63	878.17	571.05	860.08	947.83	981.29	921.88	764.36	878.17	599.49	708.18	1191.69	974.5	1030.12	713.11	836.53	848.22	785.88	884.29	713.11	483.38	866.07	819.3	995.0	915.51	497.0	1119.56	733.19	693.58	1015.93	703.28	629.35	525.39	860.08	466.88	1044.52	1199.98	571.05	376.41	872.1	921.88	896.64	1104.13	743.43	785.88	981.29	607.87	921.88	414.87	759.08	808.0	587.13	890.44	954.43	1135.2	299.25	543.96	860.08	854.13	785.88	612.11	688.78	656.11	836.53	1127.35	872.1	587.13	981.29	759.08	947.83	808.0	212.78	334.46	400.71	273.37	193.01	142.01	153.34	138.1	215.77	291.04	223.41	58.71	0.0	0.17	236.21	77.79	361.04
NR1I2	194.36	441.64	647.07	476.71	271.48	389.72	423.61	0.0	1350.18	2018.8	1769.57	2090.03	2255.7	1628.26	1883.54	2335.28	1135.2	2090.03	1870.53	2434.5	2287.2	1883.54	1745.2	1417.35	1191.69	2875.3	2875.3	2434.5	1639.59	1519.15	1685.71	2090.03	2573.36	1540.37	1529.73	2835.7	2400.97	2537.92	2090.03	748.61	2997.45	2400.97	2255.7	2351.53	2004.85	633.73	769.69	1477.58	1208.34	1896.65	2720.15	1651.0	206.94	2004.85	1709.26	2682.69	3103.19	1896.65	2104.58	2148.82	1378.57	2303.12	620.67	1757.34	2645.74	872.1	2119.22	2451.44	2240.11	1191.69	1096.5	2335.28	3081.75	1417.35	995.0	1498.22	1628.26	1551.09	2133.97	1268.46	1225.22	1977.24	1697.45	3124.78	1819.35	555.41	2271.4	457.25	981.29	2271.4	954.43	836.53	743.43	3060.45	1508.65	6792.79	260.38	0.0	0.13	629.35	108.9	11.47
NUDT18	129.69	173.85	75.11	100.83	135.24	147.06	113.56	155.5	314.17	301.33	301.33	361.04	232.94	215.77	373.81	218.79	141.02	297.17	283.05	122.64	273.37	202.66	281.09	234.57	106.63	215.77	339.14	275.28	159.9	285.03	58.71	267.73	285.03	170.25	193.01	269.6	305.55	334.46	212.78	166.73	143.01	358.54	348.71	271.48	158.79	175.07	217.27	265.87	73.03	432.53	395.18	295.11	180.02	329.84	148.09	275.28	351.14	287.01	269.6	199.85	255.0	285.03	197.09	197.09	299.25	195.72	293.07	334.46	312.0	116.78	178.77	285.03	289.02	185.11	162.14	248.0	389.72	312.0	277.2	343.89	158.79	137.14	202.66	234.57	223.41	90.14	53.95	137.14	87.03	72.52	46.18	52.45	36.27	62.56	73.54	61.25	25.17	0.0	0.16	141.02	133.36	353.59
OPN3	78.34	143.01	15.68	45.85	115.97	113.56	318.57	61.25	555.41	575.03	1191.69	928.3	1044.52	518.15	796.86	764.36	571.05	941.27	1037.29	954.43	1674.06	579.04	1250.98	409.15	688.78	1909.85	2148.82	1159.07	728.11	713.11	540.19	1008.9	1233.75	1378.57	466.88	1096.5	825.0	1059.11	1151.06	262.2	1594.73	902.89	759.08	1242.34	1572.76	371.22	371.22	1159.07	334.46	836.53	1008.9	500.46	293.07	1277.29	1051.79	1073.91	1594.73	1519.15	1037.29	1167.14	629.35	1175.27	277.2	733.19	1295.13	493.56	921.88	1191.69	1529.73	373.81	571.05	1135.2	1175.27	713.11	521.76	836.53	748.61	547.75	1388.16	497.0	543.96	947.83	1015.93	1709.26	1104.13	579.04	316.37	417.77	214.27	204.07	236.21	150.17	267.73	295.11	155.5	120.94	246.28	0.0	0.35	103.69	201.25	339.14
OTOP2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2645.74	1697.45	4123.49	4937.99	1369.04	1769.57	3874.05	2591.27	2075.59	2209.26	1191.69	2502.97	2935.74	2485.67	3103.19	2816.11	2351.53	3124.78	5555.65	2075.59	1447.15	1870.53	1066.48	2627.46	2240.11	1963.57	1295.13	2915.45	5441.3	3039.3	2997.45	633.73	3190.46	1923.14	2777.33	3928.15	2537.92	693.58	316.37	2303.12	1437.15	3257.52	5041.77	1397.83	40.64	2537.92	1794.29	1857.6	1977.24	3515.68	1991.0	1457.23	2664.15	2701.35	183.82	2520.38	3190.46	1561.89	5112.16	3690.52	2976.74	514.56	1001.93	4450.27	1183.45	1685.71	1151.06	1096.5	591.22	1277.29	2816.11	2417.67	1769.57	2240.11	2209.26	1594.73	1709.26	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.22	89.51
OTOP3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.91	19.53	55.49	79.45	24.81	21.01	57.08	23.25	25.35	35.0	19.97	22.43	39.79	30.56	49.21	28.24	24.46	68.07	118.43	23.93	12.83	30.78	8.85	28.65	40.64	26.1	16.27	35.0	76.17	42.41	43.63	6.78	39.79	22.59	34.02	83.45	18.7	0.0	6.36	44.57	9.85	62.56	62.56	21.47	0.0	37.59	32.82	28.24	32.82	47.84	9.56	21.63	41.22	38.4	0.0	29.48	45.53	13.62	74.06	46.84	48.52	0.0	7.28	63.0	18.56	14.56	12.09	17.13	11.38	6.67	38.4	24.99	29.7	21.32	38.95	22.26	13.62	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.36	0.0	0.0	0.0	0.0	38.12	80.57
P2RX4	409.15	98.04	450.94	205.5	348.71	624.99	1059.11	253.23	2319.15	2193.99	3081.75	2485.67	2739.08	2090.03	2417.67	2796.65	2209.26	2796.65	3212.66	2627.46	2645.74	2417.67	2701.35	1639.59	2178.83	2835.7	4575.41	3103.19	1457.23	2303.12	1073.91	2855.44	3146.52	2777.33	1781.89	2609.3	2682.69	3491.39	3060.45	1143.1	2555.58	3614.55	2816.11	2609.3	2384.37	1331.57	1819.35	2573.36	1709.26	4388.98	3349.13	2119.22	872.1	2835.7	2502.97	3212.66	4210.15	2720.15	2777.33	2855.44	1923.14	2777.33	1088.92	1977.24	3103.19	1721.16	3794.3	3491.39	3146.52	1378.57	1674.06	3146.52	3039.3	2271.4	1594.73	1991.0	1844.76	2485.67	3212.66	2645.74	1447.15	2061.24	2502.97	3124.78	3467.27	872.1	476.71	444.72	493.56	262.2	441.64	248.0	473.41	336.79	287.01	157.68	146.03	0.0	0.58	241.19	323.03	1508.65
P2RY4	0.8	0.0	0.12	0.62	0.0	0.0	0.0	0.0	13.42	8.25	82.29	0.0	14.03	6.06	27.64	12.36	8.71	5.63	18.84	12.74	17.9	9.27	45.53	8.85	10.88	25.17	14.78	45.21	1.85	14.67	5.32	21.78	25.54	38.12	11.3	28.86	13.03	83.45	11.38	7.82	19.11	18.16	26.67	27.44	11.21	4.46	6.46	10.79	3.26	44.89	26.28	6.46	1.89	15.0	35.76	26.67	117.6	17.9	25.17	20.56	20.86	11.13	8.32	14.67	14.24	12.27	50.63	28.04	18.16	1.93	5.5	39.22	46.5	3.47	5.82	5.96	17.13	11.82	47.17	7.75	8.25	13.32	8.78	7.51	8.99	0.0	0.28	0.0	1.28	0.0	0.0	0.24	0.0	0.0	1.55	0.21	0.0	0.0	0.16	0.09	2.73	1.93
PAQR8	353.59	525.39	358.54	142.01	297.17	486.75	381.68	81.71	1769.57	1806.78	2468.49	2434.5	2835.7	1467.37	2976.74	1923.14	1208.34	1950.0	2133.97	1359.57	3103.19	2335.28	3039.3	1447.15	1286.18	3690.52	5711.87	2997.45	1529.73	1685.71	1037.29	2209.26	2895.31	2018.8	780.44	2193.99	2555.58	2816.11	3103.19	738.29	2104.58	2104.58	1617.0	2997.45	1685.71	915.51	836.53	2627.46	162.14	1806.78	2351.53	1427.22	463.65	2434.5	2075.59	2018.8	3235.01	2591.27	2591.27	2032.85	1322.37	2485.67	591.22	1322.37	2682.69	961.07	2451.44	3018.3	2468.49	406.31	1059.11	1639.59	3081.75	967.76	1111.82	1104.13	1857.6	1397.83	3124.78	2004.85	1769.57	1662.49	1605.83	3124.78	2047.0	21.01	3.99	10.31	15.56	2.76	9.78	26.47	13.52	4.9	17.13	12.45	1.0	55.1	65.72	277.2	148.09	688.78
PDCD4	836.53	775.05	1417.35	1388.16	2935.74	4972.34	1059.11	320.8	11584.24	9088.59	17681.08	9279.58	15180.22	8840.04	13586.57	12853.63	7130.55	11992.79	15934.98	9876.98	12415.75	10512.82	11345.82	6792.79	7433.4	14262.1	18560.17	13492.72	8421.31	11345.82	6935.54	14971.21	16496.96	10733.74	4704.07	22535.88	13586.57	15934.98	16383.0	5403.7	20170.07	11584.24	9279.58	16960.78	12853.63	9025.81	6337.83	13872.08	8191.0	9606.86	20030.74	8247.98	5183.54	13306.94	11424.74	14262.1	19618.49	16727.26	11504.21	15075.35	7485.11	12076.21	5954.47	10225.32	12076.21	8778.97	15824.9	13399.51	13306.94	5791.62	9088.59	18560.17	17317.18	7642.41	9279.58	10808.41	8078.22	11424.74	17681.08	8363.13	4972.34	10808.41	11745.96	16496.96	14561.8	665.29	796.86	525.39	1883.54	366.09	603.67	1487.87	1066.48	693.58	1498.22	473.41	336.79	825.0	1794.29	708.18	5329.3	5076.84
PEX26	540.19	113.56	164.42	139.07	72.01	255.0	251.48	95.34	890.44	848.22	2047.0	1066.48	974.5	775.05	1617.0	1199.98	836.53	1191.69	1477.58	1151.06	1923.14	1159.07	1721.16	830.75	1023.0	1781.89	2555.58	1304.15	764.36	1096.5	620.67	1088.92	1427.22	1551.09	785.88	1407.55	1551.09	1519.15	1529.73	612.11	1781.89	1617.0	1250.98	1313.23	1417.35	529.06	728.11	1216.75	713.11	1909.85	1721.16	1498.22	511.0	1685.71	1277.29	1519.15	2032.85	1359.57	1350.18	1407.55	896.64	1529.73	587.13	981.29	1561.89	780.44	1896.65	1857.6	1508.65	514.56	624.99	1369.04	1721.16	708.18	633.73	1104.13	1104.13	638.15	1733.13	947.83	808.0	947.83	1709.26	1407.55	1250.98	339.14	141.02	325.29	277.2	217.27	178.77	131.51	175.07	166.73	228.13	164.42	176.29	283.05	63.89	172.65	486.75	536.45
PHLPP2	50.27	32.36	30.56	47.84	51.71	90.14	57.89	16.88	638.15	426.57	921.88	514.56	780.44	325.29	500.46	555.41	366.09	651.58	684.02	426.57	1242.34	423.61	575.03	249.73	441.64	796.86	974.5	708.18	423.61	470.14	417.77	373.81	603.67	466.88	155.5	728.11	961.07	748.61	563.18	202.66	775.05	915.51	450.94	656.11	669.92	237.86	157.68	796.86	214.27	713.11	587.13	293.07	201.25	836.53	629.35	638.15	825.0	848.22	571.05	567.1	447.82	620.67	176.29	289.02	780.44	334.46	775.05	575.03	1051.79	151.22	218.79	669.92	633.73	205.5	356.05	532.74	426.57	271.48	698.41	447.82	271.48	493.56	366.09	723.08	684.02	37.59	17.38	34.02	55.89	12.09	14.67	38.12	42.71	19.11	75.64	16.15	18.16	0.0	0.33	21.94	87.03	46.84
PIP5K1B	194.36	209.84	463.65	181.28	218.79	587.13	258.57	4.24	1322.37	928.3	1594.73	1127.35	1259.69	988.12	1277.29	1175.27	1119.56	1242.34	1639.59	1233.75	2335.28	1340.84	1529.73	860.08	1268.46	1628.26	2367.9	1407.55	934.76	974.5	1023.0	1088.92	1437.15	1674.06	928.3	1594.73	1498.22	1674.06	1467.37	529.06	2090.03	1529.73	1498.22	1529.73	1388.16	693.58	733.19	1427.22	995.0	1685.71	1617.0	1037.29	551.56	1331.57	1487.87	1628.26	2018.8	1304.15	1369.04	1407.55	988.12	1561.89	713.11	934.76	1457.23	808.0	1950.0	1709.26	1909.85	698.41	748.61	1304.15	1143.1	967.76	860.08	1088.92	1096.5	860.08	1757.34	928.3	909.17	1151.06	1208.34	1540.37	1651.0	5.54	12.36	10.55	10.24	8.19	6.26	7.69	5.87	16.03	12.0	7.22	0.0	0.0	0.12	224.97	366.09	346.29
PLA2G12B	28.86	49.21	120.1	16.63	17.0	133.36	0.0	0.0	249.73	204.07	1044.52	769.69	329.84	120.1	651.58	220.32	48.18	620.67	1487.87	529.06	1233.75	343.89	555.41	48.18	88.26	1628.26	2075.59	947.83	121.79	185.11	48.18	656.11	854.13	688.78	38.67	329.84	587.13	872.1	988.12	61.68	1331.57	808.0	563.18	981.29	1487.87	0.0	0.0	620.67	20.56	728.11	1277.29	309.83	14.89	642.59	283.05	878.17	3103.19	723.08	934.76	463.65	137.14	473.41	0.0	144.01	1617.0	173.85	842.36	1950.0	624.99	20.41	76.17	860.08	1167.14	503.95	35.76	336.79	339.14	232.94	1697.45	264.03	31.0	332.14	212.78	1369.04	825.0	3349.13	2915.45	2032.85	5711.87	4239.45	3081.75	211.31	1487.87	769.69	4181.07	1350.18	90.77	0.0	0.0	115.16	0.0	58.3
PLCL2	7.57	3.69	3.72	3.47	20.56	19.82	12.0	11.3	470.14	291.04	583.07	403.5	435.55	267.73	389.72	395.18	265.87	389.72	571.05	356.05	890.44	332.14	358.54	142.01	318.57	532.74	651.58	543.96	514.56	493.56	293.07	409.15	567.1	303.44	199.85	536.45	620.67	514.56	620.67	172.65	909.17	612.11	457.25	426.57	483.38	206.94	197.09	543.96	147.06	435.55	536.45	269.6	269.6	417.77	435.55	587.13	603.67	532.74	466.88	400.71	327.56	417.77	267.73	371.22	435.55	181.28	476.71	412.0	738.29	231.32	368.65	684.02	483.38	269.6	303.44	351.14	285.03	307.69	591.22	351.14	171.45	397.93	412.0	547.75	503.95	154.42	214.27	127.89	253.23	141.02	82.87	121.79	142.01	72.01	226.54	126.12	13.32	0.0	0.45	4.58	119.26	52.08
PLEKHA7	256.78	108.9	332.14	220.32	156.59	363.56	279.14	21.63	981.29	688.78	1088.92	633.73	836.53	529.06	909.17	748.61	551.56	785.88	1059.11	708.18	988.12	808.0	1059.11	679.29	579.04	1023.0	1216.75	1225.22	543.96	878.17	497.0	872.1	981.29	1111.82	780.44	995.0	902.89	1477.58	974.5	507.46	961.07	1008.9	934.76	890.44	813.63	514.56	500.46	802.41	759.08	1001.93	995.0	796.86	486.75	961.07	848.22	1001.93	1397.83	1044.52	902.89	842.36	532.74	836.53	366.09	780.44	1037.29	470.14	1350.18	1183.45	921.88	624.99	432.53	921.88	995.0	785.88	483.38	638.15	796.86	825.0	1066.48	651.58	532.74	708.18	791.35	1066.48	928.3	220.32	137.14	187.71	283.05	167.9	121.79	217.27	144.01	182.55	201.25	146.03	928.3	0.0	0.55	258.57	753.83	500.46
PLXNA2	154.42	135.24	137.14	218.79	244.57	236.21	295.11	12.09	559.28	473.41	638.15	429.54	674.59	389.72	532.74	660.68	567.1	583.07	595.34	547.75	532.74	429.54	438.59	507.46	483.38	514.56	612.11	660.68	514.56	387.02	389.72	429.54	493.56	616.37	420.68	591.22	656.11	974.5	529.06	190.34	543.96	595.34	571.05	656.11	389.72	285.03	353.59	493.56	547.75	607.87	567.1	323.03	281.09	571.05	603.67	529.06	780.44	633.73	483.38	559.28	429.54	620.67	387.02	397.93	543.96	285.03	536.45	583.07	703.28	339.14	343.89	432.53	684.02	480.04	314.17	409.15	316.37	486.75	599.49	497.0	265.87	555.41	260.38	796.86	547.75	37.85	67.59	40.07	72.52	25.54	35.5	71.5	154.42	82.87	68.07	42.71	52.45	0.0	0.79	111.21	397.93	212.78
PRAP1	1183.45	1059.11	1250.98	366.09	559.28	2573.36	1572.76	33.78	13968.57	4802.93	20881.4	10659.59	8363.13	5255.91	16383.0	4607.24	3419.52	15824.9	13968.57	14971.21	22535.88	6294.04	15180.22	3690.52	3419.52	25179.16	33922.56	20593.91	4010.71	4481.23	3212.66	12853.63	11424.74	15285.81	808.0	9673.69	14361.31	19618.49	17927.91	629.35	12329.98	16383.0	10296.45	13306.94	17317.18	1378.57	1199.98	14065.74	3257.52	18178.19	25354.3	6840.04	429.54	11189.6	9215.48	13776.25	29531.18	14765.09	11424.74	10959.3	6792.79	12415.75	688.78	6294.04	21026.65	5995.9	13776.25	21026.65	11504.21	928.3	2163.77	24832.5	16611.71	5517.27	1832.01	7966.99	6079.61	3955.48	17437.64	4937.99	3768.09	3491.39	7433.4	19482.97	21172.91	11909.94	34635.37	2537.92	125731.67	124863.17	8840.04	25887.07	23492.92	8363.13	160252.91	72213.45	24321.43	0.0	0.46	848.22	14.67	1340.84
PSEN1	316.37	435.55	232.94	583.07	967.76	884.29	688.78	363.56	1457.23	1119.56	1936.53	1447.15	1540.37	1111.82	1378.57	1295.13	1561.89	1457.23	1819.35	1427.22	2004.85	1617.0	1662.49	1277.29	1322.37	1832.01	2303.12	1639.59	1417.35	1350.18	1277.29	1529.73	1745.2	1950.0	1304.15	1685.71	1519.15	1733.13	1685.71	974.5	2004.85	1397.83	1529.73	1628.26	1857.6	915.51	1059.11	1697.45	830.75	1639.59	2004.85	1225.22	830.75	1572.76	1551.09	1561.89	2255.7	1540.37	1605.83	1519.15	1183.45	1540.37	909.17	1417.35	1651.0	1167.14	1697.45	1583.71	1551.09	995.0	1081.39	1477.58	1561.89	1313.23	1151.06	1167.14	1407.55	1304.15	1857.6	1313.23	1225.22	1233.75	1417.35	1605.83	1721.16	660.68	457.25	587.13	406.31	460.44	412.0	323.03	381.68	320.8	470.14	339.14	267.73	0.0	0.49	708.18	656.11	679.29
PTPRD	406.31	334.46	38.67	148.09	181.28	90.77	198.47	5.41	251.48	275.28	312.0	120.94	214.27	194.36	154.42	295.11	256.78	314.17	389.72	166.73	277.2	269.6	361.04	105.15	161.02	366.09	616.37	543.96	182.55	403.5	133.36	201.25	450.94	323.03	163.28	409.15	376.41	397.93	208.38	115.16	277.2	191.67	277.2	583.07	547.75	221.86	156.59	332.14	373.81	218.79	277.2	251.48	146.03	299.25	514.56	486.75	633.73	397.93	366.09	318.57	215.77	312.0	229.72	295.11	320.8	120.94	176.29	514.56	473.41	224.97	154.42	387.02	607.87	212.78	155.5	176.29	283.05	379.04	353.59	198.47	99.43	295.11	248.0	713.11	406.31	5.59	41.52	17.51	173.85	33.06	29.91	44.57	52.45	153.34	171.45	49.21	12.64	0.0	0.57	76.71	41.81	11.47
PTPRF	854.13	688.78	1467.37	718.08	1572.76	2032.85	2796.65	612.11	5006.93	4181.07	5791.62	4481.23	5147.73	3716.2	5006.93	4802.93	4298.64	4328.55	5594.3	4607.24	5517.27	4066.71	5292.48	3280.18	3303.0	5633.22	5711.87	5479.15	3901.01	4736.79	3928.15	5517.27	5872.48	5147.73	2835.7	4903.87	5441.3	6471.02	5555.65	3039.3	4869.99	4704.07	4869.99	5112.16	5329.3	2915.45	2485.67	5791.62	3280.18	4769.75	5791.62	2997.45	1498.22	5831.91	4358.66	5555.65	6652.97	6079.61	5479.15	5219.6	3491.39	4937.99	2417.67	4419.52	5555.65	2835.7	5329.3	5183.54	5594.3	1883.54	3280.18	5872.48	5219.6	3955.48	3540.14	3928.15	3257.52	5255.91	5913.33	4543.8	2835.7	3794.3	4450.27	5995.9	5366.37	780.44	1191.69	1250.98	2468.49	1498.22	3103.19	1883.54	1208.34	2400.97	1519.15	909.17	941.27	1359.57	884.29	1806.78	1233.75	2627.46
RAB40C	511.0	486.75	511.0	599.49	579.04	579.04	595.34	226.54	921.88	738.29	780.44	974.5	921.88	830.75	934.76	890.44	547.75	791.35	785.88	753.83	743.43	665.29	713.11	629.35	629.35	796.86	775.05	738.29	518.15	674.59	567.1	967.76	688.78	620.67	500.46	748.61	842.36	1030.12	791.35	543.96	902.89	842.36	669.92	780.44	764.36	616.37	518.15	647.07	723.08	981.29	1030.12	503.95	836.53	802.41	708.18	775.05	967.76	785.88	785.88	759.08	674.59	1001.93	543.96	808.0	967.76	511.0	753.83	808.0	941.27	503.95	616.37	1001.93	629.35	785.88	579.04	703.28	575.03	796.86	813.63	819.3	583.07	753.83	890.44	896.64	708.18	122.64	318.57	126.12	301.33	206.94	279.14	307.69	285.03	358.54	339.14	332.14	133.36	0.0	0.43	591.22	525.39	902.89
RAVER2	161.02	193.01	281.09	224.97	234.57	514.56	258.57	43.32	947.83	748.61	791.35	915.51	872.1	748.61	733.19	866.07	518.15	988.12	947.83	808.0	1781.89	896.64	647.07	591.22	638.15	928.3	1111.82	884.29	713.11	947.83	708.18	688.78	842.36	688.78	497.0	1073.91	1030.12	854.13	813.63	575.03	1081.39	890.44	872.1	813.63	836.53	587.13	521.76	1037.29	620.67	902.89	954.43	511.0	395.18	896.64	928.3	860.08	860.08	974.5	860.08	753.83	785.88	1023.0	559.28	514.56	921.88	521.76	802.41	830.75	1216.75	376.41	665.29	947.83	884.29	679.29	599.49	733.19	620.67	753.83	854.13	764.36	525.39	718.08	785.88	947.83	1023.0	22.59	47.84	11.3	366.09	10.24	9.85	54.72	80.57	7.69	127.0	37.32	17.9	0.0	0.24	163.28	169.07	123.5
RETSAT	1059.11	529.06	1225.22	1709.26	1167.14	2682.69	1044.52	299.25	5219.6	3928.15	8022.41	5672.41	5041.77	3716.2	5479.15	5255.91	4181.07	6337.83	6792.79	4903.87	7966.99	5219.6	6337.83	4639.29	4268.94	7230.1	7966.99	6935.54	3639.7	5112.16	3491.39	5555.65	5751.61	7081.29	3103.19	5594.3	5006.93	6887.62	7130.55	2816.11	5006.93	5872.48	5751.61	6887.62	8191.0	2682.69	2451.44	5791.62	3665.02	6840.04	7803.01	4210.15	1378.57	6652.97	4769.75	6840.04	8538.88	6381.92	5831.91	5366.37	3820.7	5594.3	1963.57	4038.61	6516.03	2591.27	6887.62	6887.62	7280.4	1781.89	2915.45	6935.54	6887.62	4575.41	2997.45	4769.75	3794.3	4239.45	7803.01	5041.77	3146.52	3955.48	4903.87	7032.37	7230.1	3018.3	4358.66	3614.55	2835.7	2682.69	1561.89	1896.65	1286.18	1991.0	2609.3	2485.67	2417.67	0.0	0.31	1081.39	1167.14	1757.34
SCAPER	72.01	124.37	195.72	115.16	105.89	153.34	173.85	86.43	392.44	275.28	93.35	366.09	400.71	368.65	269.6	543.96	237.86	555.41	231.32	285.03	450.94	187.71	264.03	170.25	307.69	368.65	536.45	368.65	248.0	318.57	348.71	224.97	397.93	262.2	100.83	320.8	277.2	291.04	353.59	209.84	392.44	493.56	236.21	483.38	214.27	231.32	185.11	406.31	232.94	460.44	291.04	154.42	353.59	242.88	279.14	281.09	503.95	305.55	237.86	397.93	291.04	303.44	273.37	297.17	356.05	361.04	376.41	329.84	371.22	205.5	198.47	366.09	420.68	275.28	392.44	397.93	114.36	242.88	426.57	381.68	417.77	299.25	67.59	341.51	316.37	119.26	193.01	127.0	161.02	214.27	271.48	172.65	232.94	186.4	180.02	205.5	61.25	0.0	0.27	124.37	265.87	228.13
SEMA6A	171.45	72.01	169.07	59.97	185.11	201.25	38.67	13.52	1359.57	684.02	1159.07	361.04	764.36	543.96	764.36	791.35	1340.84	1081.39	1191.69	967.76	1088.92	698.41	830.75	470.14	769.69	947.83	830.75	1111.82	536.45	1037.29	447.82	1322.37	1340.84	921.88	525.39	599.49	1001.93	2075.59	1111.82	511.0	1088.92	1199.98	2018.8	679.29	1250.98	540.19	387.02	665.29	1277.29	1127.35	1191.69	339.14	591.22	866.07	1407.55	1208.34	2240.11	830.75	1199.98	813.63	723.08	1529.73	463.65	974.5	1104.13	361.04	1023.0	1407.55	1963.57	447.82	293.07	819.3	928.3	703.28	629.35	988.12	463.65	1135.2	1508.65	753.83	249.73	967.76	733.19	1388.16	555.41	148.09	417.77	30.56	73.54	36.79	50.63	46.84	420.68	57.49	81.71	1023.0	0.6	55.49	115.97	201.25	197.09	66.18
