	GTEX.S32W.1126.SM.4AD5V	GTEX.TMMY.1526.SM.4DXST	GTEX.U3ZM.0826.SM.4DXU6	GTEX.SE5C.1026.SM.4BRUG	TCGA.XF.AAN4.01A.11R.A42T.07	TCGA.CU.A0YN.11A.11R.A10U.07	TCGA.BT.A20N.11A.11R.A14Y.07	TCGA.CU.A0YR.11A.13R.A10U.07	TCGA.BL.A13J.11A.13R.A10U.07	TCGA.BT.A20R.11A.11R.A16R.07	TCGA.BT.A20Q.11A.11R.A14Y.07	TCGA.HM.A3JJ.11A.12R.A21T.07	TCGA.AZ.6605.11A.01R.1839.07	TCGA.L5.A88S.01A.11R.A36D.31	TCGA.LN.A9FP.01A.31R.A38D.31	TCGA.L5.A4OQ.11A.12R.A260.31	TCGA.IG.A3I8.11A.11R.A24K.31	TCGA.L5.A4OO.11A.12R.A260.31	GTEX.WEY5.1126.SM.4LMIE	GTEX.1399R.0926.SM.5J2N8	GTEX.14E7W.1926.SM.5S2R9	GTEX.12WSD.2026.SM.5HL7D	GTEX.13U4I.1326.SM.5KM25	GTEX.Y3IK.1326.SM.4YCD8	GTEX.11DXZ.1026.SM.5N9D5	GTEX.13W3W.1826.SM.5IJDE	GTEX.ZF2S.1326.SM.4WWAZ	GTEX.12696.1526.SM.5EGL6	GTEX.13VXT.1826.SM.5KM2F	GTEX.XQ3S.1026.SM.4BOPJ	GTEX.13OW6.1626.SM.5IJD5	GTEX.14DAQ.1626.SM.5S2R1	GTEX.XQ8I.1826.SM.4BOOJ	GTEX.WYVS.0826.SM.4RTXB	GTEX.ZYFC.1726.SM.5GZYX	GTEX.13G51.1026.SM.5K7YQ	GTEX.SNMC.0426.SM.4DM5Y	GTEX.U3ZH.1126.SM.4DXUG	GTEX.12WSD.1926.SM.5GCOV	GTEX.QLQW.0626.SM.447A6	GTEX.146FQ.1126.SM.5NQBM	GTEX.P78B.1126.SM.3P615	GTEX.WRHK.0426.SM.4MVOG	GTEX.ZAB5.1026.SM.5HL91	GTEX.14BMV.1426.SM.5S2WA	GTEX.XQ3S.1226.SM.4BOPP	GTEX.PX3G.0726.SM.48TZT	GTEX.YECK.1726.SM.5IFI3	GTEX.145MH.1226.SM.5RQJT	GTEX.XBEW.1426.SM.4AT4J	GTEX.ZEX8.1326.SM.4WWEW	GTEX.ZYT6.1226.SM.5E44Q	GTEX.U3ZN.1826.SM.4DXUY	GTEX.WZTO.1526.SM.4PQYQ	GTEX.T2IS.0926.SM.4DM5B	GTEX.13O21.0826.SM.5J2NU	GTEX.13111.0926.SM.5DUVQ	TCGA.EJ.7783.11A.01R.2118.07	TCGA.EJ.7123.11A.01R.1965.07	GTEX.12BJ1.1226.SM.5LUAE	GTEX.13RTJ.2126.SM.5S2PZ	GTEX.14C5O.2826.SM.5RQI6	GTEX.13111.1326.SM.5GCNO	GTEX.OOBK.2025.SM.3LK5S	GTEX.XPVG.2026.SM.4B65E	GTEX.WK11.2626.SM.4OOSK	GTEX.ZVP2.0826.SM.59HJ6	GTEX.11EQ9.1726.SM.5HL6U	GTEX.S3XE.1326.SM.4AD4H	GTEX.12696.2226.SM.5EQ65	GTEX.14E6E.1126.SM.5S2R4	TCGA.BR.8371.01A.11R.2343.13	TCGA.FP.7735.11A.01R.2055.13	TCGA.FP.7829.11A.01R.2055.13	GTEX.146FH.2126.SM.5SI9U	GTEX.S4P3.0726.SM.4AD57	GTEX.ZV6S.0926.SM.57WGB	GTEX.WH7G.1526.SM.4LVMX	GTEX.UJHI.1026.SM.4IHJP	GTEX.R55D.1526.SM.48FEJ	TCGA.AX.A2HC.11A.11R.A32Y.07	TCGA.BK.A4ZD.11A.12R.A27V.07	TCGA.FL.A1YG.11A.12R.A16F.07	TCGA.BG.A3EW.11A.22R.A22K.07	GTEX.T5JW.1526.SM.4DM5E	GTEX.ZP4G.0726.SM.4WWF2	GTEX.PWN1.2026.SM.48TD9	GTEX.11ZTT.1726.SM.5EQL4	GTEX.Y114.1826.SM.4TT87	GTEX.XUJ4.1526.SM.4BONU	GTEX.POMQ.1226.SM.3P61F	GTEX.11EM3.1926.SM.5987U	GTEX.S341.1026.SM.4AD71	GTEX.RU1J.1026.SM.46MUR	GTEX.YJ8O.1126.SM.5P9IS	GTEX.R55G.1626.SM.48FF4	GTEX.WEY5.0726.SM.4LMID	GTEX.S32W.1426.SM.4AD66	GTEX.T2IS.2226.SM.4DM65	GTEX.145ME.1326.SM.5O98Q	GTEX.13QBU.1626.SM.5LU4S	GTEX.ZYWO.2126.SM.5GZXF
TOP3B	150.17	141.02	197.09	118.43	209.84	180.02	149.12	211.31	172.65	100.83	187.71	341.51	316.37	454.09	346.29	395.18	249.73	336.79	301.33	323.03	476.71	607.87	316.37	316.37	301.33	381.68	423.61	518.15	373.81	743.43	540.19	579.04	693.58	412.0	518.15	693.58	293.07	551.56	409.15	299.25	236.21	395.18	279.14	275.28	518.15	679.29	293.07	575.03	366.09	361.04	273.37	412.0	361.04	934.76	536.45	277.2	277.2	223.41	197.09	156.59	180.02	99.43	121.79	131.51	271.48	166.73	155.5	159.9	178.77	81.14	137.14	341.51	232.94	287.01	224.97	195.72	128.79	183.82	180.02	204.07	283.05	423.61	281.09	232.94	191.67	187.71	172.65	327.56	244.57	299.25	297.17	153.34	202.66	309.83	423.61	223.41	198.47	351.14	262.2	351.14	277.2	215.77
TRIM73	12.83	21.16	22.26	19.53	18.03	5.36	0.93	24.46	9.63	5.32	5.82	36.79	17.0	28.04	18.97	28.86	10.79	180.02	79.45	57.08	201.25	169.07	93.35	56.68	58.71	87.65	42.41	283.05	55.89	144.01	223.41	128.79	262.2	25.72	136.19	159.9	90.14	91.41	115.16	81.71	40.64	44.25	48.87	64.34	111.21	185.11	106.63	224.97	141.02	105.89	48.52	96.01	51.35	138.1	190.34	29.27	183.82	16.03	12.64	24.99	8.13	25.91	43.32	13.93	36.53	20.26	11.64	19.39	6.89	11.82	23.08	67.12	34.26	25.91	7.22	13.03	15.8	10.79	18.7	29.7	1.45	76.71	81.71	59.97	86.43	22.75	45.21	60.82	43.94	52.45	37.59	42.41	37.85	56.28	80.01	11.73	35.25	56.28	43.32	32.82	82.29	11.38
TRIM74	3.0	5.77	6.57	8.99	9.78	0.92	0.0	4.13	0.0	6.62	0.0	12.74	8.58	7.57	1.66	5.77	3.32	102.25	41.81	32.59	91.41	108.9	33.3	23.08	40.64	77.25	33.54	152.28	49.56	61.25	84.63	82.29	73.03	27.84	104.42	92.05	72.52	98.04	49.91	62.56	13.32	40.93	18.16	4.78	41.52	55.1	42.41	54.33	53.95	84.04	5.19	60.82	13.42	73.54	80.01	50.27	45.53	11.64	6.73	7.57	2.41	8.99	13.03	7.06	3.23	9.56	3.92	5.96	5.5	12.83	2.1	27.84	16.88	14.35	3.03	7.57	9.13	6.67	4.24	11.73	3.79	36.27	17.25	25.17	20.86	11.47	15.22	11.91	31.0	22.1	28.24	4.66	4.17	9.56	55.1	3.08	8.78	22.1	12.64	16.88	21.78	8.0
TRMU	267.73	246.28	273.37	218.79	423.61	253.23	223.41	226.54	206.94	162.14	215.77	432.53	353.59	878.17	503.95	529.06	312.0	575.03	733.19	429.54	941.27	934.76	476.71	473.41	511.0	854.13	432.53	1088.92	579.04	909.17	819.3	759.08	802.41	470.14	961.07	1001.93	454.09	669.92	693.58	547.75	249.73	497.0	438.59	423.61	860.08	872.1	536.45	1015.93	603.67	698.41	432.53	563.18	480.04	1001.93	684.02	429.54	490.14	356.05	211.31	271.48	291.04	220.32	244.57	249.73	381.68	246.28	209.84	248.0	220.32	246.28	190.34	384.34	303.44	325.29	190.34	158.79	127.89	163.28	186.4	353.59	251.48	555.41	429.54	366.09	339.14	223.41	281.09	420.68	384.34	507.46	260.38	253.23	244.57	312.0	629.35	260.38	291.04	450.94	341.51	325.29	532.74	208.38
TTC14	291.04	193.01	224.97	256.78	351.14	155.5	262.2	239.52	199.85	255.0	204.07	540.19	438.59	525.39	555.41	819.3	493.56	854.13	848.22	830.75	1457.23	1628.26	934.76	1088.92	813.63	1467.37	954.43	1111.82	808.0	830.75	1697.45	1216.75	1963.57	1104.13	1268.46	1508.65	703.28	1051.79	1295.13	1151.06	476.71	842.36	599.49	656.11	1417.35	1044.52	866.07	1417.35	915.51	1081.39	518.15	808.0	808.0	1268.46	1066.48	638.15	854.13	368.65	320.8	341.51	387.02	406.31	387.02	325.29	265.87	339.14	376.41	224.97	312.0	295.11	267.73	684.02	450.94	447.82	348.71	183.82	132.44	181.28	212.78	463.65	246.28	902.89	387.02	417.77	406.31	441.64	215.77	753.83	244.57	679.29	228.13	420.68	314.17	521.76	1242.34	295.11	316.37	647.07	361.04	607.87	1059.11	226.54
TTC21A	20.56	37.85	61.68	33.06	76.17	36.53	44.25	54.72	62.12	30.34	46.5	72.52	58.3	73.54	74.06	133.36	69.52	142.01	93.35	71.0	412.0	327.56	195.72	105.15	154.42	193.01	98.73	170.25	84.04	239.52	239.52	262.2	325.29	132.44	205.5	187.71	132.44	88.88	197.09	81.14	88.26	101.54	90.14	65.72	229.72	194.36	70.51	237.86	229.72	148.09	48.18	166.73	101.54	371.22	199.85	52.45	92.05	42.71	35.0	30.78	62.56	29.7	52.45	31.9	48.52	67.12	35.76	36.53	26.1	40.07	46.84	112.77	68.07	64.8	68.07	117.6	33.54	49.56	92.7	85.22	27.64	122.64	63.0	92.7	158.79	50.27	59.55	175.07	100.83	171.45	65.26	90.14	43.32	68.55	215.77	52.82	82.87	126.12	81.14	76.17	293.07	50.27
TTLL3	130.6	314.17	403.5	221.86	348.71	175.07	193.01	457.25	320.8	236.21	226.54	713.11	688.78	497.0	961.07	1250.98	674.59	1295.13	1277.29	890.44	2701.35	3257.52	1794.29	1551.09	1350.18	1685.71	1191.69	1594.73	1388.16	2090.03	2384.37	2119.22	3018.3	1674.06	2682.69	3303.0	842.36	2303.12	2335.28	1674.06	748.61	1617.0	733.19	808.0	1936.53	2417.67	1225.22	3847.29	2032.85	1388.16	934.76	2104.58	954.43	3564.78	2287.2	896.64	1407.55	521.76	384.34	336.79	397.93	414.87	591.22	283.05	420.68	493.56	134.3	229.72	87.03	226.54	146.03	902.89	490.14	514.56	229.72	450.94	105.89	182.55	525.39	595.34	197.09	1127.35	503.95	713.11	679.29	507.46	279.14	769.69	511.0	974.5	463.65	329.84	555.41	665.29	1685.71	273.37	473.41	595.34	612.11	684.02	1030.12	234.57
TUBGCP6	414.87	295.11	361.04	202.66	400.71	204.07	316.37	426.57	260.38	289.02	287.01	417.77	507.46	624.99	665.29	738.29	567.1	890.44	872.1	669.92	1233.75	825.0	915.51	748.61	660.68	1250.98	693.58	1081.39	830.75	928.3	981.29	1023.0	1519.15	693.58	1191.69	1225.22	647.07	1104.13	660.68	848.22	423.61	723.08	529.06	473.41	884.29	967.76	748.61	1268.46	1015.93	974.5	521.76	830.75	591.22	1143.1	1088.92	532.74	764.36	316.37	351.14	265.87	301.33	209.84	318.57	379.04	332.14	289.02	232.94	289.02	291.04	187.71	253.23	698.41	414.87	575.03	212.78	239.52	123.5	169.07	275.28	381.68	356.05	633.73	500.46	559.28	361.04	323.03	195.72	507.46	420.68	954.43	406.31	307.69	409.15	525.39	599.49	291.04	314.17	825.0	536.45	432.53	563.18	358.54
UBXN11	171.45	187.71	206.94	112.77	384.34	164.42	140.04	223.41	138.1	137.14	103.69	329.84	334.46	698.41	351.14	555.41	305.55	438.59	521.76	384.34	769.69	836.53	414.87	490.14	507.46	708.18	406.31	947.83	555.41	624.99	660.68	728.11	753.83	389.72	559.28	642.59	559.28	525.39	559.28	529.06	497.0	403.5	400.71	343.89	529.06	607.87	521.76	753.83	603.67	629.35	426.57	575.03	441.64	748.61	679.29	457.25	500.46	320.8	202.66	209.84	248.0	147.06	229.72	143.01	392.44	183.82	209.84	195.72	156.59	175.07	138.1	514.56	500.46	395.18	307.69	441.64	339.14	246.28	256.78	423.61	283.05	454.09	460.44	486.75	518.15	305.55	366.09	708.18	540.19	1051.79	409.15	295.11	423.61	387.02	620.67	329.84	392.44	743.43	518.15	343.89	587.13	387.02
UCKL1	441.64	521.76	684.02	463.65	642.59	314.17	376.41	543.96	450.94	363.56	403.5	679.29	698.41	1388.16	1359.57	961.07	733.19	1135.2	1073.91	967.76	2075.59	2240.11	1277.29	1001.93	1167.14	2061.24	1225.22	1697.45	1447.15	1733.13	1909.85	1769.57	2119.22	1151.06	2178.83	2047.0	981.29	1697.45	1540.37	1088.92	825.0	1286.18	813.63	1066.48	2119.22	1857.6	1216.75	2271.4	1594.73	1331.57	1066.48	1651.0	1081.39	2004.85	2090.03	802.41	1250.98	693.58	417.77	540.19	796.86	633.73	669.92	438.59	563.18	813.63	368.65	457.25	358.54	400.71	329.84	947.83	679.29	674.59	647.07	703.28	423.61	571.05	785.88	1208.34	414.87	808.0	684.02	866.07	660.68	555.41	376.41	679.29	473.41	796.86	624.99	444.72	525.39	624.99	1037.29	486.75	473.41	1151.06	723.08	567.1	791.35	521.76
UPF3A	543.96	688.78	808.0	842.36	941.27	532.74	555.41	718.08	665.29	1030.12	791.35	1208.34	1359.57	698.41	872.1	1030.12	1175.27	1304.15	1551.09	759.08	1806.78	1709.26	1208.34	1477.58	1519.15	2090.03	1378.57	1709.26	1519.15	1437.15	1477.58	1378.57	1561.89	1331.57	1857.6	2335.28	1135.2	1277.29	1437.15	1359.57	1030.12	1277.29	1096.5	1088.92	1104.13	1733.13	1313.23	1819.35	1369.04	1639.59	890.44	1617.0	1073.91	1651.0	1769.57	1135.2	1340.84	974.5	819.3	780.44	620.67	629.35	921.88	775.05	884.29	785.88	1051.79	748.61	567.1	802.41	476.71	1594.73	1059.11	612.11	529.06	738.29	603.67	624.99	941.27	909.17	860.08	1697.45	1066.48	896.64	1044.52	1015.93	1051.79	1551.09	1674.06	1073.91	728.11	775.05	1037.29	866.07	1540.37	928.3	902.89	1508.65	1286.18	1359.57	1268.46	921.88
USP21	521.76	332.14	463.65	583.07	551.56	379.04	325.29	480.04	521.76	218.79	454.09	514.56	769.69	1015.93	718.08	703.28	575.03	638.15	796.86	813.63	928.3	819.3	753.83	688.78	769.69	928.3	961.07	1037.29	909.17	1023.0	854.13	909.17	1143.1	775.05	995.0	1001.93	759.08	1059.11	733.19	842.36	579.04	896.64	466.88	764.36	813.63	1081.39	860.08	1059.11	967.76	743.43	679.29	647.07	629.35	921.88	1088.92	698.41	559.28	559.28	507.46	575.03	551.56	447.82	514.56	521.76	551.56	514.56	536.45	595.34	389.72	500.46	368.65	769.69	708.18	802.41	733.19	571.05	454.09	423.61	543.96	785.88	483.38	796.86	775.05	647.07	583.07	432.53	351.14	813.63	417.77	878.17	620.67	299.25	483.38	713.11	769.69	466.88	457.25	934.76	866.07	808.0	698.41	620.67
VPS52	647.07	599.49	780.44	748.61	698.41	723.08	785.88	941.27	796.86	591.22	785.88	934.76	1151.06	1498.22	947.83	1167.14	1015.93	1268.46	1487.87	988.12	1639.59	1806.78	1225.22	1242.34	1350.18	1745.2	1073.91	1781.89	1259.69	1304.15	1662.49	1417.35	1561.89	1191.69	1529.73	1857.6	878.17	1259.69	1259.69	1277.29	981.29	1191.69	1199.98	967.76	1277.29	1350.18	1417.35	1923.14	1350.18	1378.57	1059.11	1111.82	1066.48	1407.55	1277.29	1191.69	1685.71	748.61	896.64	995.0	825.0	555.41	1073.91	813.63	1059.11	738.29	848.22	928.3	780.44	825.0	713.11	1250.98	1159.07	1088.92	941.27	961.07	748.61	842.36	890.44	1044.52	819.3	1167.14	1001.93	785.88	1313.23	967.76	738.29	1508.65	974.5	995.0	791.35	896.64	802.41	1066.48	1594.73	785.88	1030.12	954.43	748.61	872.1	1369.04	540.19
WASH4P	147.06	110.43	163.28	175.07	293.07	125.24	105.15	157.68	109.66	63.0	111.99	303.44	327.56	466.88	314.17	466.88	287.01	536.45	384.34	327.56	836.53	1008.9	521.76	473.41	389.72	688.78	476.71	813.63	447.82	808.0	599.49	629.35	1059.11	441.64	941.27	1023.0	368.65	708.18	733.19	480.04	325.29	599.49	341.51	417.77	796.86	878.17	493.56	921.88	713.11	435.55	228.13	587.13	314.17	1023.0	571.05	412.0	441.64	176.29	109.66	105.89	104.42	67.59	134.3	85.22	197.09	85.22	75.64	147.06	98.04	71.5	81.14	529.06	368.65	432.53	145.02	170.25	53.19	137.14	98.73	165.57	110.43	463.65	197.09	264.03	260.38	236.21	157.68	420.68	255.0	406.31	291.04	269.6	169.07	363.56	693.58	201.25	180.02	435.55	303.44	348.71	432.53	195.72
WDR27	120.1	142.01	164.42	105.15	246.28	80.01	153.34	208.38	108.9	143.01	98.73	248.0	371.22	693.58	511.0	595.34	248.0	688.78	384.34	684.02	1001.93	961.07	825.0	384.34	656.11	995.0	642.59	414.87	361.04	529.06	988.12	1059.11	1135.2	785.88	915.51	974.5	500.46	775.05	571.05	638.15	417.77	688.78	376.41	473.41	595.34	529.06	497.0	1369.04	728.11	612.11	395.18	698.41	348.71	1216.75	1008.9	387.02	536.45	251.48	126.12	144.01	113.56	129.69	118.43	162.14	113.56	158.79	85.82	87.65	92.7	41.52	94.67	348.71	232.94	297.17	132.44	249.73	57.08	60.39	171.45	334.46	78.89	525.39	303.44	314.17	287.01	325.29	154.42	616.37	223.41	587.13	241.19	260.38	134.3	384.34	713.11	198.47	211.31	595.34	346.29	275.28	540.19	190.34
WDR52	16.75	53.95	67.12	38.95	62.12	32.82	41.81	48.18	53.57	49.91	32.36	52.82	121.79	113.56	94.67	121.79	90.77	205.5	187.71	221.86	318.57	438.59	260.38	218.79	249.73	503.95	295.11	305.55	151.22	256.78	373.81	336.79	435.55	229.72	356.05	571.05	183.82	256.78	301.33	148.09	67.59	248.0	140.04	234.57	356.05	346.29	177.53	620.67	343.89	253.23	71.5	244.57	100.83	356.05	283.05	73.54	143.01	56.28	29.48	55.89	48.87	22.43	42.41	31.9	49.56	36.01	102.97	38.95	74.06	19.11	34.02	145.02	84.63	85.82	53.57	54.33	36.53	15.34	65.72	82.87	13.62	178.77	91.41	65.72	117.6	52.08	58.71	169.07	74.58	275.28	72.52	97.36	46.18	138.1	211.31	45.21	73.03	231.32	66.65	149.12	194.36	30.78
WDR59	371.22	403.5	343.89	256.78	409.15	318.57	361.04	500.46	429.54	285.03	414.87	480.04	620.67	633.73	759.08	629.35	555.41	616.37	567.1	536.45	967.76	947.83	629.35	603.67	563.18	878.17	521.76	728.11	616.37	723.08	836.53	665.29	928.3	791.35	902.89	1127.35	563.18	733.19	764.36	555.41	435.55	665.29	429.54	571.05	775.05	866.07	603.67	928.3	660.68	728.11	450.94	571.05	518.15	981.29	967.76	547.75	599.49	454.09	406.31	325.29	356.05	295.11	379.04	277.2	412.0	348.71	287.01	329.84	343.89	231.32	237.86	612.11	500.46	497.0	387.02	339.14	249.73	258.57	490.14	432.53	343.89	723.08	457.25	518.15	366.09	314.17	264.03	599.49	447.82	656.11	414.87	323.03	414.87	521.76	733.19	371.22	334.46	642.59	571.05	551.56	571.05	351.14
WDR90	212.78	198.47	279.14	164.42	327.56	205.5	141.02	262.2	158.79	169.07	169.07	237.86	358.54	974.5	775.05	536.45	341.51	775.05	713.11	429.54	1225.22	941.27	638.15	575.03	483.38	884.29	529.06	1605.83	616.37	1081.39	1191.69	1088.92	1359.57	559.28	890.44	1313.23	392.44	896.64	819.3	728.11	275.28	500.46	511.0	244.57	1159.07	1073.91	669.92	1583.71	915.51	813.63	371.22	802.41	412.0	1167.14	995.0	379.04	733.19	182.55	173.85	185.11	195.72	180.02	231.32	224.97	450.94	221.86	95.34	180.02	212.78	283.05	127.0	571.05	301.33	297.17	87.65	279.14	82.87	100.83	127.89	249.73	127.0	599.49	417.77	525.39	358.54	237.86	234.57	438.59	429.54	708.18	417.77	281.09	229.72	339.14	780.44	224.97	287.01	748.61	403.5	414.87	518.15	218.79
ZBTB17	579.04	532.74	466.88	307.69	563.18	438.59	429.54	395.18	476.71	327.56	412.0	599.49	571.05	902.89	791.35	703.28	599.49	836.53	802.41	665.29	1119.56	995.0	651.58	651.58	688.78	780.44	669.92	1167.14	808.0	1250.98	1023.0	1023.0	928.3	633.73	1225.22	1286.18	587.13	791.35	802.41	921.88	612.11	775.05	567.1	647.07	780.44	1369.04	612.11	1208.34	1001.93	967.76	713.11	1015.93	796.86	1417.35	1051.79	547.75	629.35	551.56	412.0	275.28	392.44	299.25	329.84	432.53	454.09	412.0	320.8	293.07	397.93	271.48	297.17	674.59	532.74	591.22	356.05	463.65	242.88	251.48	256.78	379.04	476.71	591.22	607.87	723.08	723.08	432.53	426.57	518.15	500.46	684.02	738.29	511.0	392.44	532.74	769.69	450.94	525.39	563.18	656.11	656.11	813.63	447.82
ZCCHC11	264.03	371.22	351.14	297.17	412.0	348.71	500.46	409.15	400.71	371.22	309.83	525.39	547.75	633.73	718.08	830.75	669.92	836.53	660.68	743.43	1313.23	1769.57	713.11	909.17	915.51	1119.56	878.17	1001.93	703.28	1233.75	1135.2	1127.35	1467.37	947.83	1519.15	1617.0	540.19	961.07	1216.75	780.44	497.0	551.56	753.83	693.58	1233.75	1175.27	802.41	1286.18	1159.07	890.44	540.19	669.92	540.19	1417.35	1073.91	480.04	660.68	486.75	432.53	638.15	473.41	450.94	371.22	358.54	423.61	497.0	414.87	325.29	450.94	363.56	309.83	836.53	579.04	583.07	473.41	450.94	264.03	314.17	665.29	567.1	373.81	1104.13	624.99	490.14	599.49	376.41	339.14	785.88	511.0	848.22	483.38	536.45	493.56	551.56	884.29	353.59	432.53	802.41	647.07	785.88	708.18	511.0
ZFC3H1	295.11	336.79	221.86	182.55	460.44	193.01	255.0	327.56	253.23	312.0	191.67	373.81	392.44	1733.13	775.05	780.44	483.38	860.08	603.67	447.82	947.83	708.18	563.18	579.04	567.1	802.41	518.15	780.44	723.08	753.83	981.29	791.35	934.76	909.17	825.0	1216.75	460.44	733.19	638.15	457.25	277.2	660.68	473.41	547.75	967.76	896.64	460.44	1051.79	708.18	718.08	420.68	647.07	514.56	967.76	780.44	412.0	518.15	275.28	193.01	269.6	214.27	260.38	201.25	202.66	289.02	215.77	249.73	185.11	232.94	193.01	193.01	579.04	299.25	392.44	220.32	201.25	111.21	163.28	152.28	297.17	173.85	638.15	325.29	295.11	358.54	206.94	169.07	536.45	348.71	395.18	197.09	260.38	214.27	351.14	587.13	169.07	202.66	353.59	231.32	366.09	460.44	223.41
ZNF133	258.57	185.11	185.11	162.14	339.14	234.57	151.22	269.6	289.02	96.01	291.04	400.71	420.68	447.82	299.25	343.89	244.57	366.09	353.59	361.04	555.41	406.31	314.17	332.14	346.29	397.93	327.56	563.18	327.56	454.09	384.34	476.71	674.59	387.02	500.46	587.13	339.14	450.94	351.14	348.71	279.14	346.29	193.01	301.33	334.46	543.96	285.03	497.0	497.0	376.41	287.01	432.53	305.55	532.74	518.15	297.17	289.02	366.09	212.78	151.22	267.73	178.77	228.13	181.28	182.55	244.57	155.5	199.85	173.85	159.9	120.1	329.84	303.44	303.44	197.09	145.02	119.26	165.57	134.3	201.25	279.14	373.81	376.41	409.15	346.29	229.72	220.32	450.94	325.29	395.18	327.56	241.19	258.57	325.29	703.28	220.32	269.6	420.68	493.56	336.79	318.57	392.44
ZNF251	139.07	109.66	231.32	137.14	248.0	170.25	148.09	255.0	228.13	108.9	201.25	287.01	392.44	223.41	303.44	463.65	228.13	381.68	435.55	325.29	753.83	748.61	460.44	384.34	403.5	647.07	460.44	595.34	470.14	529.06	551.56	518.15	665.29	497.0	848.22	836.53	381.68	555.41	587.13	466.88	260.38	403.5	287.01	356.05	563.18	679.29	423.61	825.0	651.58	490.14	316.37	490.14	320.8	1111.82	733.19	275.28	414.87	249.73	218.79	171.45	157.68	118.43	204.07	154.42	190.34	229.72	131.51	135.24	133.36	256.78	87.03	438.59	187.71	323.03	148.09	151.22	120.1	111.21	208.38	246.28	220.32	457.25	293.07	329.84	273.37	221.86	206.94	381.68	190.34	253.23	220.32	208.38	260.38	281.09	599.49	193.01	224.97	406.31	460.44	244.57	332.14	218.79
ZNF276	312.0	163.28	258.57	151.22	353.59	112.77	128.79	301.33	175.07	144.01	135.24	358.54	237.86	447.82	708.18	511.0	260.38	591.22	429.54	397.93	599.49	647.07	429.54	429.54	387.02	647.07	412.0	642.59	473.41	860.08	651.58	728.11	866.07	540.19	738.29	656.11	327.56	587.13	476.71	454.09	353.59	532.74	320.8	392.44	616.37	703.28	389.72	896.64	518.15	507.46	358.54	591.22	441.64	775.05	769.69	309.83	387.02	255.0	161.02	127.0	139.07	133.36	146.03	178.77	206.94	231.32	185.11	128.79	154.42	132.44	129.69	547.75	273.37	283.05	191.67	218.79	146.03	185.11	199.85	329.84	178.77	466.88	329.84	543.96	316.37	217.27	202.66	299.25	318.57	384.34	341.51	253.23	195.72	285.03	571.05	224.97	195.72	490.14	412.0	417.77	379.04	262.2
ZNF337	279.14	208.38	376.41	150.17	312.0	162.14	154.42	271.48	251.48	84.04	241.19	400.71	521.76	420.68	514.56	728.11	450.94	529.06	633.73	511.0	819.3	796.86	656.11	595.34	389.72	591.22	417.77	698.41	500.46	497.0	599.49	769.69	954.43	738.29	718.08	1313.23	429.54	703.28	693.58	490.14	417.77	490.14	463.65	412.0	961.07	665.29	514.56	1216.75	934.76	571.05	395.18	896.64	320.8	884.29	995.0	406.31	500.46	253.23	237.86	190.34	473.41	242.88	371.22	264.03	165.57	343.89	120.1	229.72	175.07	287.01	163.28	363.56	241.19	269.6	189.02	143.01	107.38	125.24	195.72	293.07	194.36	473.41	312.0	444.72	381.68	220.32	201.25	312.0	232.94	507.46	185.11	358.54	224.97	297.17	376.41	215.77	351.14	583.07	403.5	358.54	463.65	314.17
ZNF354B	167.9	131.51	100.83	65.72	142.01	62.56	89.51	117.6	118.43	80.57	116.78	181.28	173.85	197.09	258.57	323.03	186.4	316.37	373.81	303.44	373.81	312.0	279.14	287.01	208.38	417.77	307.69	460.44	318.57	281.09	351.14	343.89	500.46	339.14	361.04	497.0	251.48	432.53	224.97	305.55	173.85	332.14	166.73	265.87	318.57	417.77	279.14	457.25	381.68	314.17	195.72	400.71	255.0	387.02	397.93	202.66	246.28	172.65	88.88	140.04	99.43	101.54	138.1	102.97	119.26	146.03	84.04	90.77	98.04	164.42	48.18	255.0	143.01	171.45	100.13	57.49	59.55	68.07	131.51	199.85	77.25	299.25	172.65	175.07	153.34	94.01	150.17	249.73	91.41	181.28	110.43	110.43	115.16	226.54	277.2	63.89	101.54	320.8	202.66	232.94	156.59	170.25
ZNF692	244.57	251.48	353.59	414.87	575.03	155.5	248.0	325.29	255.0	190.34	255.0	503.95	660.68	1259.69	1044.52	802.41	497.0	825.0	961.07	1008.9	2104.58	1819.35	1529.73	830.75	947.83	1583.71	1143.1	941.27	1508.65	1781.89	1794.29	1561.89	1936.53	1023.0	1508.65	2061.24	921.88	1605.83	1304.15	1208.34	532.74	1199.98	633.73	1037.29	1844.76	2090.03	836.53	2004.85	1963.57	1350.18	769.69	1286.18	813.63	2240.11	1709.26	674.59	791.35	476.71	208.38	265.87	435.55	503.95	242.88	423.61	395.18	381.68	480.04	356.05	295.11	140.04	473.41	547.75	616.37	547.75	409.15	412.0	189.02	199.85	332.14	555.41	199.85	854.13	583.07	738.29	476.71	426.57	267.73	674.59	329.84	896.64	579.04	241.19	412.0	733.19	915.51	486.75	353.59	988.12	733.19	633.73	603.67	579.04
