	TCGA.GI.A2C8.11A.22R.A16F.07	GTEX.132AR.0826.SM.5EGK6	GTEX.XV7Q.2326.SM.4BRVZ	TCGA.CV.7406.11A.01R.2081.07	TCGA.H7.A6C4.11A.21R.A466.07	TCGA.CV.7091.11A.01R.2016.07	TCGA.CV.6939.11A.01R.1915.07	GTEX.QDVN.1626.SM.48TZC	GTEX.P4QS.1126.SM.3NMD5	TCGA.B2.5639.01A.01R.1541.07	TCGA.CZ.5470.01A.01R.1503.07	TCGA.B8.A54E.01A.11R.A266.07	TCGA.CJ.5677.01A.11R.1541.07	TCGA.B2.4098.01A.02R.1325.07	TCGA.B4.5835.01A.11R.1672.07	TCGA.B0.5701.01A.11R.1541.07	TCGA.CZ.4859.01A.02R.1426.07	TCGA.CZ.5462.01A.01R.1503.07	TCGA.UZ.A9PZ.01A.11R.A42S.07	TCGA.P4.A5EB.01A.11R.A28H.07	TCGA.DW.7841.01A.11R.A32Z.07	TCGA.HE.A5NF.01A.11R.A26U.07	TCGA.B9.4617.01A.01R.1193.07	TCGA.A4.A57E.01A.11R.A26U.07	TCGA.PJ.A5Z9.01A.11R.A28H.07	TCGA.A4.8518.01A.11R.2404.07	TCGA.P4.A5E8.01A.11R.A28H.07	TCGA.A4.7732.01A.11R.2139.07	TCGA.SX.A7SO.01A.11R.A355.07	TCGA.BQ.7062.01A.11R.1965.07	TCGA.UZ.A9PV.01A.11R.A42S.07	TCGA.BQ.5893.01A.11R.1592.07	TCGA.SX.A7SR.01A.12R.A36F.07	TCGA.IA.A83W.01A.11R.A355.07	TCGA.UZ.A9PU.01A.11R.A42S.07	TCGA.EV.5902.01A.11R.1592.07	TCGA.2Z.A9JR.01A.12R.A42S.07	TCGA.2Z.A9J1.01A.11R.A38C.07	TCGA.BQ.5890.01A.11R.1592.07	TCGA.UN.AAZ9.01A.11R.A38C.07	TCGA.Y8.A897.01A.11R.A36F.07	TCGA.SX.A7SN.01A.11R.A355.07	TCGA.AL.3471.01A.02R.1351.07	TCGA.DW.5561.01A.01R.1592.07	TCGA.5P.A9K3.01A.11R.A42S.07	TCGA.A4.8311.01A.11R.2404.07	TCGA.BQ.7045.01A.31R.1965.07	TCGA.F9.A8NY.01A.11R.A36F.07	TCGA.B3.A6W5.01A.12R.A33Z.07	TCGA.UZ.A9PP.01A.11R.A42S.07	TCGA.UZ.A9PJ.01A.11R.A38C.07	TCGA.BQ.7058.01A.11R.1965.07	TCGA.BQ.7044.01A.11R.1965.07	TCGA.UZ.A9PM.01A.21R.A38C.07	TCGA.5P.A9K0.01A.11R.A42S.07	TCGA.5P.A9KA.01A.11R.A42S.07	TCGA.A4.8098.01A.11R.2404.07	TCGA.A4.7584.01A.11R.2139.07	TCGA.SX.A71V.01A.11R.A33Z.07	TCGA.2Z.A9JL.01A.11R.A42S.07	TCGA.BQ.7046.01A.11R.1965.07	TCGA.HE.A5NL.01A.11R.A26U.07	TCGA.A4.A48D.01A.11R.A24Z.07	TCGA.A4.8516.01A.11R.2404.07	TCGA.IZ.8195.01A.31R.2404.07	TCGA.AL.3466.01A.02R.1351.07	TCGA.GL.8500.01A.11R.2404.07	TCGA.B1.A655.01A.11R.A31O.07	TCGA.A4.8630.01A.11R.2404.07	TCGA.P4.A5E7.01A.31R.A28H.07	TCGA.B3.4103.01A.02R.1351.07	TCGA.A4.8310.01A.11R.2404.07	TCGA.F9.A7Q0.01A.11R.A36F.07	TCGA.2Z.A9J6.01A.11R.A38C.07	TCGA.SX.A7SU.01A.11R.A36F.07	TCGA.G7.7502.01A.11R.2204.07	TCGA.A4.7585.01A.11R.2139.07	TCGA.AL.3468.01A.02R.1351.07	TCGA.AT.A5NU.01A.11R.A28H.07	TCGA.GL.A4EM.01A.11R.A24Z.07	TCGA.BQ.7051.01A.12R.1965.07	TCGA.A4.A5DU.01A.11R.A28H.07	TCGA.Y8.A8RY.01A.11R.A37K.07	TCGA.B9.A8YI.01A.21R.A37K.07	TCGA.BQ.7060.01A.11R.1965.07	TCGA.GL.A9DC.01A.11R.A37K.07	TCGA.A4.A5Y0.01A.11R.A31O.07	TCGA.G7.6790.01A.11R.1965.07	TCGA.5P.A9KF.01A.11R.A42S.07	TCGA.HE.A5NK.01A.11R.A26U.07	TCGA.A4.7583.01A.11R.A32Z.07	TCGA.A4.8515.01A.11R.2404.07	TCGA.SX.A71W.01A.12R.A355.07	TCGA.B9.A5W8.01A.11R.A28H.07	TCGA.MH.A55W.01A.11R.A26U.07	TCGA.Y8.A8S1.01A.11R.A37K.07	TCGA.P4.AAVM.01A.11R.A42S.07	TCGA.A4.A772.01A.11R.A33Z.07	TCGA.J7.8537.01A.11R.2404.07	TCGA.5P.A9KE.01A.11R.A42S.07	TCGA.BQ.5880.01A.11R.1592.07	TCGA.F9.A97G.01A.11R.A38C.07	TCGA.B1.5398.01A.02R.1592.07	TCGA.IA.A40X.01A.11R.A24Z.07	TCGA.A4.7286.01A.11R.A32Z.07	TCGA.A4.A5XZ.01A.11R.A31O.07	TCGA.G7.A8LE.01A.11R.A36F.07	TCGA.UZ.A9PX.01A.11R.A42S.07	TCGA.BQ.7050.01A.11R.1965.07	TCGA.B9.A8YH.01A.11R.A37K.07	TCGA.SX.A71U.01A.12R.A33Z.07	TCGA.B9.4113.01A.01R.1193.07	TCGA.B9.4116.01A.02R.1351.07	TCGA.SX.A7SP.01A.11R.A355.07	TCGA.UZ.A9PS.01A.11R.A42S.07	TCGA.SX.A7SL.01A.11R.A355.07	TCGA.IA.A83S.01A.11R.A355.07	TCGA.BQ.5887.01A.11R.1965.07	TCGA.DZ.6134.01A.11R.1965.07	TCGA.B1.A657.01A.11R.A31O.07	TCGA.BQ.5884.01A.11R.1592.07	TCGA.2Z.A9JM.01A.12R.A42S.07	TCGA.UZ.A9Q1.01A.11R.A42S.07	TCGA.DW.7838.01A.11R.2139.07	TCGA.Y8.A8RZ.01A.11R.A37K.07	TCGA.A4.8517.01A.11R.2404.07	TCGA.O9.A75Z.01A.11R.A33Z.07	TCGA.A4.A4ZT.01A.11R.A26U.07	TCGA.5P.A9K6.01A.11R.A42S.07	TCGA.GL.A59T.01A.21R.A28H.07	TCGA.P4.AAVO.01A.11R.A42S.07	TCGA.Y8.A895.01A.11R.A36F.07	TCGA.BQ.7048.01A.11R.1965.07	TCGA.DW.7963.01B.11R.A28H.07	TCGA.Y8.A8S0.01A.11R.A37K.07	GTEX.ZQG8.2126.SM.4YCF1	GTEX.13NYC.2626.SM.5K7VN	GTEX.131XF.2826.SM.5EGKH	GTEX.ZC5H.2726.SM.5KLZW	GTEX.13CF2.2426.SM.5LZYL	GTEX.1399T.0126.SM.5KM15	GTEX.OXRO.1226.SM.48TDL	GTEX.132AR.1526.SM.5KM1L
GATAD1	124.37	269.6	503.95	110.43	190.34	152.28	191.67	312.0	297.17	518.15	500.46	961.07	473.41	848.22	1073.91	733.19	414.87	638.15	1519.15	414.87	974.5	616.37	785.88	848.22	500.46	325.29	460.44	1617.0	432.53	473.41	1208.34	409.15	902.89	529.06	1498.22	447.82	1037.29	551.56	420.68	540.19	514.56	1175.27	1745.2	1467.37	684.02	1030.12	497.0	583.07	860.08	518.15	1015.93	368.65	1008.9	612.11	808.0	497.0	616.37	1081.39	607.87	796.86	571.05	1001.93	341.51	723.08	525.39	1037.29	679.29	361.04	988.12	1259.69	1104.13	753.83	612.11	769.69	2163.77	1015.93	555.41	1487.87	854.13	299.25	909.17	1685.71	954.43	346.29	583.07	473.41	525.39	551.56	1259.69	450.94	476.71	723.08	842.36	387.02	902.89	211.31	373.81	651.58	563.18	708.18	395.18	595.34	346.29	417.77	450.94	780.44	1096.5	1407.55	514.56	1322.37	934.76	2032.85	4210.15	629.35	470.14	480.04	291.04	612.11	493.56	764.36	624.99	1151.06	547.75	575.03	536.45	713.11	1388.16	1015.93	1073.91	532.74	518.15	1127.35	441.64	599.49	1059.11	106.63	202.66	201.25	181.28	215.77	796.86	718.08	285.03
GIGYF1	178.77	234.57	241.19	146.03	242.88	248.0	275.28	181.28	159.9	120.94	189.02	178.77	199.85	447.82	204.07	217.27	100.13	166.73	1594.73	178.77	802.41	329.84	599.49	500.46	473.41	131.51	271.48	1143.1	441.64	493.56	836.53	228.13	921.88	563.18	1015.93	529.06	1088.92	454.09	183.82	361.04	368.65	915.51	785.88	1073.91	226.54	1051.79	356.05	435.55	547.75	356.05	567.1	199.85	532.74	525.39	703.28	514.56	473.41	688.78	429.54	603.67	420.68	915.51	159.9	567.1	346.29	423.61	353.59	223.41	543.96	575.03	684.02	483.38	743.43	708.18	1561.89	915.51	224.97	819.3	813.63	232.94	441.64	1286.18	1111.82	199.85	389.72	366.09	226.54	244.57	947.83	358.54	463.65	429.54	571.05	432.53	819.3	246.28	181.28	656.11	193.01	507.46	189.02	202.66	249.73	389.72	389.72	463.65	902.89	808.0	346.29	1259.69	775.05	1242.34	1721.16	642.59	368.65	571.05	249.73	256.78	307.69	583.07	265.87	769.69	305.55	214.27	334.46	480.04	1073.91	890.44	607.87	301.33	173.85	995.0	289.02	379.04	759.08	43.02	165.57	208.38	171.45	133.36	384.34	387.02	947.83
GNRH1	6.78	38.4	23.08	13.32	6.01	1.06	5.5	1.69	3.06	8.85	16.39	6.41	16.15	84.63	5.68	17.13	3.03	4.35	107.38	6.89	43.32	5.59	49.56	47.84	77.25	9.48	9.13	87.65	28.45	24.46	59.55	16.88	83.45	98.73	61.25	60.82	35.25	37.32	8.71	18.43	59.55	55.49	212.78	38.4	10.71	137.14	16.27	16.51	33.78	27.84	23.93	8.99	10.08	13.32	32.59	74.58	52.45	31.67	28.24	57.08	15.8	51.71	2.12	24.99	8.99	63.45	27.84	8.32	25.17	24.63	48.18	30.78	90.14	36.27	72.01	45.85	12.74	66.65	98.73	20.41	4.9	63.0	82.29	17.13	3.76	28.86	19.97	1.81	85.22	52.45	37.05	16.51	51.71	36.79	59.13	14.67	13.52	49.21	9.34	33.78	8.13	1.14	0.0	51.35	13.32	29.06	51.71	40.36	9.7	43.32	70.01	117.6	66.65	68.55	33.06	145.02	14.03	3.14	1.75	52.82	2.53	32.36	5.73	12.64	22.92	16.27	65.26	27.05	22.26	22.59	8.71	94.67	1.27	18.16	62.12	0.0	16.88	16.39	9.06	20.71	20.56	88.26	97.36
GOLGA6L4	19.25	52.08	44.89	5.59	14.67	6.11	4.62	13.42	17.9	4.78	23.25	37.05	13.62	97.36	7.34	8.19	3.0	15.45	154.42	18.97	87.03	18.7	67.59	27.05	67.59	0.92	36.53	152.28	64.8	59.55	86.43	20.41	209.84	140.04	112.77	42.41	74.06	39.5	16.75	21.47	81.14	75.11	265.87	209.84	33.3	161.02	5.87	33.54	46.84	57.89	103.69	22.26	13.62	13.42	79.45	183.82	73.54	85.22	36.53	190.34	30.34	206.94	9.63	55.49	11.13	84.63	37.59	18.84	57.89	54.33	95.34	20.71	52.82	59.13	303.44	47.84	14.45	79.45	70.01	9.41	22.75	140.04	92.05	13.83	14.14	117.6	28.04	2.12	151.22	47.17	63.0	20.11	48.87	28.04	33.06	0.44	19.82	57.49	21.16	43.02	23.25	14.03	0.83	38.67	23.42	42.11	224.97	108.9	33.54	135.24	124.37	177.53	172.65	127.0	136.19	62.56	15.8	6.06	6.21	84.04	19.68	103.69	28.24	30.12	21.16	33.54	116.78	71.0	46.18	21.63	12.0	123.5	23.59	31.22	104.42	0.77	11.73	27.25	12.83	7.28	94.67	27.64	157.68
GOLGA8B	42.11	56.68	236.21	59.97	183.82	22.92	11.13	155.5	49.56	46.5	189.02	620.67	93.35	1794.29	185.11	211.31	17.13	241.19	2319.15	131.51	1697.45	189.02	473.41	878.17	371.22	94.67	409.15	2287.2	915.51	218.79	2004.85	158.79	1015.93	1477.58	2451.44	769.69	819.3	500.46	130.6	417.77	988.12	796.86	4736.79	2178.83	728.11	624.99	126.12	698.41	656.11	830.75	603.67	169.07	384.34	14.35	629.35	1583.71	961.07	1259.69	819.3	2178.83	395.18	1216.75	21.47	521.76	138.1	2609.3	206.94	127.89	1467.37	518.15	748.61	423.61	1175.27	884.29	3235.01	102.97	293.07	921.88	796.86	45.53	420.68	1183.45	1870.53	163.28	101.54	743.43	466.88	55.89	1572.76	463.65	607.87	507.46	1001.93	120.1	507.46	11.13	76.71	579.04	262.2	132.44	52.08	69.52	27.44	651.58	122.64	53.95	1857.6	1030.12	318.57	1369.04	1397.83	1498.22	3665.02	1304.15	1111.82	1304.15	133.36	42.41	50.63	941.27	69.52	928.3	172.65	93.35	738.29	229.72	1572.76	493.56	521.76	242.88	256.78	1870.53	248.0	231.32	1233.75	2.58	72.52	33.06	35.5	59.13	7081.29	748.61	115.97
GSAP	48.18	113.56	231.32	63.0	93.35	47.84	80.57	293.07	97.36	379.04	297.17	521.76	226.54	884.29	172.65	384.34	209.84	532.74	1015.93	267.73	928.3	371.22	909.17	412.0	249.73	150.17	258.57	1519.15	571.05	395.18	457.25	115.97	723.08	753.83	1208.34	162.14	981.29	470.14	164.42	466.88	291.04	941.27	825.0	1388.16	214.27	878.17	255.0	332.14	769.69	336.79	785.88	237.86	325.29	281.09	435.55	599.49	323.03	587.13	612.11	1001.93	289.02	830.75	122.64	457.25	158.79	392.44	368.65	361.04	480.04	1088.92	703.28	234.57	915.51	633.73	2018.8	753.83	255.0	961.07	493.56	195.72	295.11	1066.48	1447.15	151.22	320.8	395.18	262.2	197.09	723.08	490.14	616.37	316.37	373.81	371.22	647.07	82.29	105.89	521.76	161.02	483.38	170.25	283.05	185.11	316.37	181.28	476.71	981.29	802.41	343.89	1135.2	764.36	1467.37	624.99	476.71	441.64	376.41	163.28	107.38	285.03	521.76	460.44	698.41	255.0	368.65	323.03	341.51	1135.2	728.11	665.29	353.59	180.02	612.11	234.57	343.89	529.06	25.72	50.27	87.65	84.04	92.7	575.03	269.6	85.82
GTF2IRD2	583.07	191.67	150.17	291.04	287.01	403.5	420.68	312.0	122.64	414.87	297.17	341.51	275.28	441.64	142.01	961.07	256.78	205.5	1127.35	293.07	607.87	466.88	595.34	414.87	583.07	91.41	172.65	1015.93	454.09	403.5	738.29	167.9	915.51	555.41	1233.75	473.41	947.83	620.67	260.38	181.28	414.87	785.88	660.68	909.17	309.83	1044.52	579.04	376.41	567.1	341.51	620.67	167.9	379.04	713.11	603.67	551.56	307.69	785.88	366.09	591.22	353.59	624.99	231.32	665.29	232.94	612.11	329.84	218.79	438.59	620.67	679.29	361.04	409.15	575.03	1757.34	642.59	241.19	460.44	633.73	163.28	309.83	890.44	728.11	297.17	429.54	269.6	232.94	133.36	947.83	161.02	318.57	432.53	660.68	144.01	473.41	112.77	297.17	780.44	182.55	500.46	343.89	157.68	124.37	507.46	96.68	529.06	620.67	713.11	366.09	1081.39	591.22	1447.15	583.07	698.41	291.04	769.69	406.31	133.36	279.14	454.09	463.65	1023.0	389.72	348.71	229.72	305.55	860.08	595.34	848.22	376.41	381.68	728.11	480.04	532.74	728.11	77.79	159.9	255.0	101.54	221.86	571.05	204.07	406.31
GTF2IRD2B	813.63	262.2	281.09	384.34	444.72	583.07	483.38	320.8	463.65	470.14	381.68	420.68	293.07	633.73	265.87	921.88	265.87	420.68	1487.87	438.59	896.64	264.03	878.17	718.08	802.41	307.69	241.19	1143.1	591.22	660.68	1259.69	285.03	679.29	693.58	884.29	651.58	1037.29	753.83	507.46	450.94	866.07	1096.5	1685.71	1233.75	320.8	830.75	466.88	547.75	878.17	450.94	909.17	256.78	616.37	567.1	813.63	629.35	420.68	796.86	718.08	791.35	603.67	988.12	295.11	656.11	441.64	684.02	514.56	281.09	995.0	1143.1	1081.39	336.79	587.13	808.0	1781.89	934.76	444.72	1175.27	915.51	336.79	540.19	1508.65	1233.75	493.56	748.61	579.04	457.25	409.15	1208.34	392.44	327.56	733.19	791.35	426.57	769.69	234.57	403.5	698.41	339.14	599.49	389.72	314.17	253.23	441.64	525.39	616.37	1023.0	1159.07	607.87	1233.75	890.44	1350.18	967.76	902.89	555.41	612.11	406.31	305.55	575.03	878.17	490.14	753.83	603.67	493.56	358.54	775.05	1001.93	1030.12	954.43	599.49	201.25	1167.14	529.06	620.67	934.76	155.5	312.0	406.31	285.03	356.05	723.08	381.68	460.44
HCG27	7.57	26.86	19.53	12.45	13.62	6.11	4.62	8.13	3.76	21.78	39.22	21.16	15.8	76.71	13.72	17.9	12.55	22.26	113.56	8.0	77.25	12.0	32.82	55.1	21.47	6.36	8.58	99.43	59.13	36.01	119.26	16.15	83.45	133.36	111.99	37.05	100.13	36.79	26.28	22.92	82.29	66.65	126.12	124.37	47.5	87.03	25.17	26.28	22.43	56.28	77.25	52.82	19.11	16.51	75.11	48.18	46.18	101.54	21.16	65.72	13.72	91.41	10.39	52.45	13.22	182.55	32.36	10.31	43.32	20.11	35.76	28.86	111.21	35.0	171.45	48.18	28.45	31.0	113.56	1.91	20.71	80.01	92.7	1.77	9.63	44.25	20.41	2.41	73.54	54.72	36.01	18.7	88.26	18.7	58.71	0.42	10.24	39.22	17.9	35.5	1.45	2.14	3.08	58.3	4.28	26.67	93.35	61.25	14.35	98.73	41.22	194.36	94.01	75.64	31.45	41.52	13.32	3.79	16.27	47.84	4.17	58.3	11.91	5.32	34.75	21.01	120.1	35.25	55.1	4.17	18.03	113.56	3.14	11.91	65.72	0.37	21.16	10.08	19.39	10.24	18.43	27.64	19.25
HECTD4	231.32	348.71	366.09	220.32	400.71	206.94	249.73	211.31	307.69	212.78	273.37	447.82	241.19	473.41	232.94	307.69	153.34	204.07	555.41	281.09	733.19	341.51	356.05	264.03	447.82	309.83	297.17	791.35	483.38	454.09	540.19	228.13	733.19	796.86	500.46	392.44	536.45	642.59	198.47	536.45	409.15	511.0	1015.93	848.22	264.03	441.64	226.54	429.54	624.99	688.78	490.14	269.6	269.6	221.86	759.08	872.1	551.56	543.96	599.49	836.53	211.31	607.87	180.02	514.56	212.78	775.05	400.71	301.33	336.79	318.57	420.68	351.14	934.76	733.19	813.63	713.11	242.88	698.41	435.55	255.0	242.88	718.08	819.3	283.05	260.38	603.67	279.14	208.38	656.11	438.59	559.28	248.0	780.44	381.68	432.53	190.34	220.32	669.92	262.2	356.05	253.23	246.28	189.02	267.73	441.64	466.88	559.28	674.59	466.88	603.67	674.59	775.05	780.44	450.94	303.44	540.19	406.31	432.53	368.65	486.75	366.09	536.45	400.71	246.28	323.03	503.95	521.76	486.75	438.59	432.53	323.03	559.28	180.02	343.89	563.18	95.34	255.0	197.09	511.0	170.25	813.63	791.35	647.07
HEXDC	381.68	283.05	447.82	384.34	366.09	532.74	463.65	329.84	295.11	265.87	366.09	312.0	147.06	651.58	397.93	285.03	373.81	406.31	2148.82	591.22	1467.37	624.99	733.19	1008.9	915.51	358.54	547.75	2303.12	780.44	764.36	1135.2	473.41	1583.71	1225.22	1519.15	954.43	1457.23	1151.06	555.41	791.35	753.83	1819.35	1151.06	1127.35	616.37	1662.49	559.28	1359.57	988.12	1322.37	1242.34	493.56	708.18	674.59	1268.46	1175.27	1583.71	1304.15	733.19	1340.84	848.22	1427.22	518.15	921.88	616.37	1447.15	728.11	406.31	921.88	954.43	934.76	591.22	1781.89	1159.07	3491.39	921.88	403.5	848.22	1583.71	688.78	819.3	1745.2	2061.24	497.0	633.73	902.89	525.39	457.25	1487.87	642.59	1096.5	941.27	1388.16	656.11	1709.26	387.02	438.59	1378.57	785.88	825.0	441.64	376.41	336.79	854.13	454.09	454.09	1407.55	1561.89	447.82	1388.16	1340.84	1295.13	1216.75	1277.29	656.11	1870.53	466.88	395.18	620.67	1111.82	251.48	1037.29	277.2	503.95	392.44	775.05	1721.16	909.17	808.0	848.22	612.11	1857.6	688.78	693.58	1111.82	145.02	325.29	379.04	543.96	231.32	738.29	1286.18	1277.29
HIP1R	88.88	178.77	346.29	297.17	435.55	142.01	392.44	896.64	595.34	551.56	511.0	921.88	361.04	571.05	612.11	543.96	444.72	438.59	2090.03	1088.92	2400.97	1159.07	1651.0	684.02	1617.0	819.3	708.18	2255.7	1295.13	1794.29	1407.55	536.45	1745.2	2609.3	1498.22	1369.04	1508.65	1844.76	825.0	1477.58	1151.06	1407.55	1662.49	1936.53	1008.9	2319.15	1175.27	1135.2	1909.85	2335.28	1519.15	902.89	1030.12	785.88	1001.93	2645.74	1519.15	842.36	1745.2	3060.45	656.11	2609.3	583.07	1397.83	684.02	647.07	1167.14	563.18	1151.06	1096.5	1447.15	1583.71	2520.38	2193.99	2502.97	1437.15	521.76	2609.3	2287.2	1151.06	785.88	2502.97	2875.3	848.22	665.29	1923.14	669.92	878.17	2271.4	981.29	2240.11	1135.2	1313.23	1183.45	1427.22	1340.84	460.44	2255.7	909.17	417.77	884.29	967.76	698.41	1127.35	1697.45	1286.18	1991.0	2400.97	1191.69	2537.92	2163.77	2287.2	2335.28	1088.92	1259.69	1662.49	1119.56	896.64	974.5	1104.13	708.18	1378.57	1104.13	555.41	1088.92	995.0	1936.53	2018.8	981.29	1008.9	981.29	1733.13	902.89	1457.23	1757.34	143.01	299.25	358.54	293.07	301.33	591.22	591.22	185.11
HOXA3	145.02	150.17	52.45	97.36	120.94	253.23	110.43	190.34	60.39	175.07	208.38	141.02	403.5	368.65	251.48	265.87	93.35	127.0	1639.59	218.79	669.92	269.6	947.83	921.88	860.08	122.64	130.6	1457.23	454.09	473.41	1208.34	80.01	791.35	571.05	1304.15	656.11	1008.9	808.0	392.44	1191.69	669.92	1183.45	1001.93	1662.49	457.25	909.17	624.99	358.54	941.27	426.57	909.17	176.29	470.14	400.71	463.65	500.46	769.69	567.1	559.28	718.08	514.56	1051.79	124.37	1096.5	173.85	1111.82	536.45	157.68	921.88	1143.1	836.53	476.71	1378.57	1015.93	1313.23	974.5	172.65	1008.9	1427.22	96.68	674.59	1844.76	1697.45	132.44	366.09	559.28	135.24	363.56	988.12	295.11	860.08	738.29	981.29	389.72	1008.9	51.35	236.21	1001.93	312.0	289.02	166.73	201.25	143.01	320.8	412.0	708.18	1498.22	1350.18	551.56	1594.73	802.41	1651.0	743.43	728.11	536.45	723.08	293.07	536.45	291.04	633.73	277.2	941.27	400.71	155.5	379.04	633.73	1233.75	1127.35	896.64	571.05	185.11	1159.07	316.37	301.33	796.86	10.71	11.55	162.14	28.45	96.01	19.11	23.59	209.84
HSPBAP1	141.02	130.6	171.45	82.29	157.68	130.6	140.04	105.89	83.45	103.69	152.28	132.44	129.69	285.03	169.07	130.6	56.28	117.6	438.59	137.14	244.57	198.47	295.11	69.52	262.2	103.69	156.59	287.01	232.94	234.57	291.04	72.52	287.01	567.1	332.14	130.6	251.48	182.55	142.01	269.6	246.28	299.25	514.56	231.32	156.59	334.46	194.36	135.24	291.04	199.85	167.9	118.43	122.64	194.36	226.54	353.59	186.4	237.86	283.05	351.14	183.82	684.02	176.29	228.13	115.97	260.38	173.85	158.79	195.72	209.84	309.83	158.79	473.41	343.89	397.93	226.54	206.94	256.78	301.33	102.25	135.24	366.09	366.09	99.43	166.73	171.45	143.01	138.1	476.71	307.69	158.79	232.94	244.57	281.09	211.31	108.14	221.86	314.17	143.01	208.38	107.38	149.12	145.02	167.9	93.35	224.97	198.47	205.5	204.07	297.17	205.5	318.57	376.41	285.03	229.72	234.57	229.72	74.06	129.69	332.14	98.04	267.73	138.1	215.77	234.57	153.34	202.66	226.54	221.86	229.72	128.79	420.68	194.36	244.57	198.47	92.7	175.07	148.09	183.82	162.14	273.37	307.69	412.0
IDUA	45.85	152.28	147.06	54.72	90.77	77.79	249.73	142.01	78.89	231.32	262.2	94.01	209.84	348.71	91.41	299.25	104.42	115.16	1407.55	137.14	780.44	172.65	414.87	151.22	406.31	107.38	113.56	866.07	334.46	387.02	1127.35	199.85	738.29	616.37	981.29	624.99	802.41	423.61	215.77	301.33	620.67	860.08	947.83	808.0	140.04	1030.12	336.79	253.23	571.05	669.92	665.29	232.94	341.51	221.86	543.96	532.74	289.02	447.82	473.41	733.19	303.44	791.35	156.59	587.13	273.37	334.46	229.72	151.22	559.28	454.09	514.56	281.09	808.0	551.56	1936.53	500.46	197.09	497.0	688.78	167.9	269.6	748.61	1286.18	201.25	265.87	583.07	194.36	251.48	878.17	234.57	466.88	532.74	718.08	186.4	540.19	309.83	92.05	808.0	251.48	305.55	171.45	147.06	234.57	559.28	454.09	275.28	785.88	995.0	273.37	915.51	638.15	651.58	1167.14	1066.48	366.09	947.83	181.28	190.34	253.23	571.05	231.32	567.1	176.29	220.32	409.15	236.21	967.76	441.64	381.68	244.57	221.86	1143.1	379.04	187.71	693.58	10.0	127.89	93.35	92.7	112.77	500.46	339.14	796.86
IFNE	0.0	1.57	1.48	8.19	3.89	0.0	0.0	1.2	0.79	12.55	17.38	0.0	0.0	40.07	1.03	2.16	0.34	0.71	75.64	4.7	14.24	10.55	17.0	0.0	44.25	1.27	5.36	34.75	8.19	14.35	106.63	4.7	85.82	110.43	56.68	21.01	28.45	12.45	18.16	3.2	64.8	23.76	157.68	28.86	1.2	120.94	3.92	12.74	32.82	7.69	21.63	3.56	6.78	3.2	15.8	52.08	0.42	11.82	10.0	46.18	8.45	34.26	0.8	9.7	1.73	0.0	8.99	2.18	26.86	25.35	35.76	3.08	34.51	55.49	111.21	57.89	0.39	15.22	34.26	1.39	12.27	33.3	96.01	0.0	10.47	9.56	3.86	2.66	74.06	15.11	15.91	9.13	47.84	8.78	18.16	0.77	8.13	28.86	1.73	16.75	2.29	0.37	0.77	10.79	1.51	10.96	30.78	23.42	29.7	20.86	48.87	47.5	33.78	23.93	42.71	49.21	25.91	0.0	2.01	49.91	0.0	28.24	3.89	5.19	4.06	4.21	29.48	21.78	7.28	31.9	0.0	80.57	0.0	14.89	66.18	0.44	16.03	2.68	1.55	0.0	6.57	2.23	6.84
IFT80	127.0	301.33	231.32	111.99	177.53	166.73	107.38	285.03	246.28	314.17	265.87	159.9	191.67	395.18	187.71	262.2	269.6	358.54	703.28	244.57	444.72	346.29	497.0	229.72	361.04	198.47	320.8	703.28	368.65	325.29	947.83	269.6	591.22	902.89	1199.98	497.0	441.64	239.52	241.19	669.92	536.45	480.04	1508.65	674.59	156.59	1225.22	341.51	281.09	753.83	392.44	476.71	126.12	299.25	146.03	312.0	551.56	384.34	466.88	651.58	575.03	387.02	656.11	169.07	543.96	262.2	698.41	575.03	384.34	1001.93	656.11	974.5	353.59	759.08	567.1	642.59	429.54	262.2	660.68	723.08	88.26	483.38	947.83	567.1	153.34	397.93	551.56	224.97	287.01	1313.23	312.0	514.56	688.78	525.39	253.23	780.44	25.91	256.78	454.09	220.32	226.54	151.22	202.66	76.71	318.57	249.73	543.96	638.15	551.56	363.56	728.11	674.59	599.49	629.35	368.65	842.36	420.68	327.56	102.97	303.44	819.3	277.2	389.72	450.94	447.82	165.57	351.14	583.07	808.0	262.2	305.55	122.64	796.86	242.88	320.8	591.22	202.66	190.34	166.73	131.51	128.79	583.07	540.19	780.44
