	TCGA.A7.A26I.01A.11R.A169.07.1	TCGA.B8.5552.11A.01R.1672.07	TCGA.38.4625.01A.01R.1206.07	TCGA.38.4625.01A.01R.1206.07.1	TCGA.CH.5739.01A.11R.1580.07	TCGA.EJ.7331.01A.11R.2118.07	TCGA.CH.5765.01A.11R.1580.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.G9.6385.01A.11R.1789.07	TCGA.EJ.5526.01A.01R.1580.07	TCGA.KK.A7AV.01A.11R.A32O.07	TCGA.EJ.5524.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.TP.A8TV.01A.11R.A41O.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.KK.A8I7.01A.21R.A36G.07	TCGA.EJ.A65E.01A.11R.A29R.07	TCGA.HC.A8D1.01A.11R.A36G.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.CH.5750.01A.11R.1580.07	TCGA.HC.7212.01A.11R.2118.07	TCGA.YL.A9WI.01A.11R.A37L.07	TCGA.EJ.A46I.01A.12R.A26U.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.EJ.7317.01A.31R.2118.07	TCGA.V1.A9Z9.01A.21R.A41O.07	TCGA.HC.8260.01A.11R.2263.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.YL.A8SO.01B.31R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.CH.5746.01A.11R.1580.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.YL.A8SH.01B.11R.A37L.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.EJ.A6RC.01A.11R.A32O.07	TCGA.CH.5763.01A.11R.1580.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.CH.5753.01A.11R.1580.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.EJ.8470.01A.11R.2403.07	TCGA.J4.A83L.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.EJ.5512.01A.01R.1580.07	TCGA.YL.A9WK.01A.11R.A37L.07	TCGA.V1.A9OF.01A.11R.A41O.07	TCGA.CH.5768.01A.11R.1580.07	TCGA.EJ.5517.01A.01R.1580.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.WW.A8ZI.01A.11R.A37L.07	TCGA.V1.A8MG.01A.11R.A36G.07	TCGA.EJ.A8FU.01A.11R.A36G.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.HC.7080.01A.11R.1965.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.A8FS.01A.11R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.HC.8261.01A.11R.2263.07	TCGA.J4.8198.01A.11R.2263.07	TCGA.EJ.5522.01A.01R.1580.07	TCGA.2A.A8VV.01A.11R.A37L.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.ZG.A9L6.01A.11R.A41O.07	TCGA.H9.7775.01A.11R.2118.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.KK.A59X.01A.11R.A29R.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.G9.7509.01A.11R.A41O.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.CH.5790.01A.11R.1580.07	TCGA.CH.5772.01A.11R.1580.07	TCGA.EJ.7115.01A.11R.2118.07	TCGA.YL.A8SB.01A.31R.A37L.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.J4.A83K.01A.11R.A352.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.HC.8262.01A.11R.2263.07	TCGA.EJ.7789.01A.11R.2118.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.EJ.7793.01A.31R.2263.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.XK.AAJP.01A.11R.A41O.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.EJ.5515.01A.01R.1580.07	TCGA.CH.5789.01A.11R.1580.07	TCGA.EJ.7792.01A.11R.2118.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.EJ.7791.01A.11R.2118.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.VP.A875.01A.31R.A352.07	TCGA.EJ.5498.01A.01R.1580.07	TCGA.V1.A8MK.01A.11R.A36G.07	TCGA.CH.5762.01A.11R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.EJ.A46B.01A.31R.A250.07	TCGA.HC.7078.01A.11R.2118.07	TCGA.ZG.A9ND.01A.11R.A41O.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.KK.A8I6.01A.11R.A36G.07	TCGA.EJ.7125.01A.11R.1965.07	TCGA.EJ.A8FP.01A.21R.A36G.07	TCGA.EJ.5502.01A.01R.1580.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.EJ.7321.01A.31R.2263.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.EJ.7327.11A.01R.2118.07	TCGA.EJ.7786.11A.01R.2118.07	TCGA.HC.7819.11A.01R.2118.07	TCGA.EJ.7784.11A.01R.2118.07	TCGA.EJ.7115.11A.01R.2118.07	TCGA.HC.8260.11A.01R.2263.07	TCGA.EJ.7792.11A.01R.2118.07	TCGA.G9.6384.11A.01R.1858.07	TCGA.EJ.7317.11A.01R.2118.07	TCGA.EJ.7321.11A.01R.2263.07	TCGA.EJ.7314.11A.01R.2118.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07	TCGA.EJ.7793.11A.01R.2263.07	TCGA.EJ.7331.11A.01R.2118.07	TCGA.BK.A26L.01A.11R.A277.07
NAT6	51.35	76.71	0.0	0.51	297.17	271.48	305.55	406.31	426.57	406.31	214.27	366.09	165.57	587.13	215.77	612.11	403.5	297.17	253.23	170.25	299.25	244.57	251.48	267.73	293.07	281.09	226.54	450.94	447.82	244.57	518.15	376.41	303.44	295.11	460.44	346.29	503.95	271.48	417.77	403.5	366.09	332.14	348.71	251.48	234.57	108.9	381.68	215.77	194.36	297.17	395.18	423.61	281.09	387.02	316.37	329.84	208.38	265.87	507.46	473.41	429.54	318.57	309.83	346.29	409.15	255.0	473.41	406.31	341.51	202.66	234.57	307.69	323.03	336.79	312.0	273.37	698.41	334.46	444.72	281.09	283.05	229.72	232.94	371.22	334.46	291.04	320.8	353.59	305.55	334.46	332.14	287.01	314.17	392.44	156.59	503.95	264.03	441.64	262.2	202.66	166.73	181.28	260.38	373.81	305.55	334.46	323.03	283.05	237.86	429.54	271.48	287.01	267.73	500.46	466.88	547.75	371.22	228.13	389.72	406.31	351.14	305.55	293.07	450.94	435.55	368.65	237.86	497.0	307.69	356.05	231.32	221.86	339.14	279.14	336.79	281.09	271.48	403.5	295.11	312.0	291.04	307.69	295.11	241.19	262.2	32.36
NMRK1	547.75	555.41	279.14	406.31	395.18	830.75	366.09	1457.23	791.35	684.02	511.0	981.29	429.54	718.08	693.58	1561.89	769.69	463.65	514.56	633.73	563.18	813.63	660.68	244.57	785.88	567.1	236.21	954.43	884.29	291.04	555.41	791.35	896.64	713.11	693.58	967.76	791.35	583.07	708.18	769.69	1037.29	775.05	713.11	669.92	775.05	493.56	813.63	406.31	780.44	813.63	915.51	1081.39	808.0	808.0	1001.93	583.07	748.61	872.1	981.29	665.29	1208.34	599.49	890.44	660.68	718.08	547.75	1096.5	1674.06	848.22	743.43	532.74	536.45	753.83	753.83	470.14	679.29	1183.45	450.94	928.3	603.67	902.89	525.39	551.56	796.86	961.07	743.43	417.77	647.07	429.54	620.67	1037.29	819.3	620.67	988.12	555.41	995.0	753.83	1242.34	902.89	575.03	909.17	583.07	423.61	753.83	638.15	785.88	819.3	669.92	647.07	656.11	429.54	941.27	603.67	974.5	718.08	866.07	507.46	693.58	1111.82	271.48	583.07	775.05	476.71	1008.9	1286.18	902.89	432.53	633.73	665.29	660.68	836.53	575.03	599.49	723.08	698.41	902.89	583.07	785.88	493.56	733.19	540.19	1001.93	764.36	748.61	743.43	101.54
NOL12	204.07	226.54	0.0	0.41	400.71	384.34	444.72	708.18	684.02	571.05	400.71	679.29	392.44	612.11	305.55	693.58	915.51	660.68	532.74	283.05	563.18	684.02	521.76	444.72	638.15	466.88	444.72	423.61	669.92	403.5	532.74	660.68	642.59	591.22	802.41	583.07	713.11	497.0	540.19	665.29	665.29	441.64	532.74	323.03	559.28	251.48	638.15	629.35	454.09	514.56	708.18	575.03	429.54	503.95	708.18	457.25	389.72	457.25	674.59	791.35	493.56	497.0	447.82	830.75	848.22	748.61	551.56	708.18	738.29	412.0	336.79	638.15	669.92	642.59	423.61	507.46	796.86	633.73	759.08	559.28	638.15	476.71	403.5	507.46	514.56	444.72	547.75	674.59	470.14	616.37	579.04	483.38	371.22	638.15	283.05	753.83	525.39	780.44	543.96	336.79	368.65	423.61	438.59	698.41	457.25	500.46	878.17	620.67	414.87	638.15	341.51	587.13	417.77	723.08	583.07	684.02	775.05	397.93	638.15	708.18	473.41	511.0	480.04	651.58	718.08	819.3	490.14	708.18	769.69	674.59	466.88	312.0	441.64	500.46	490.14	559.28	536.45	426.57	409.15	507.46	400.71	563.18	500.46	417.77	348.71	336.79
NPAS1	9.13	4.39	0.0	0.13	4.94	5.82	9.34	40.93	24.46	18.97	4.7	19.11	2.48	36.53	7.63	49.56	20.56	8.51	46.18	1.81	13.62	16.51	11.73	5.73	15.68	7.06	3.08	13.32	11.55	4.43	33.3	36.53	10.47	18.97	23.42	25.35	36.01	12.09	15.0	18.16	15.45	12.64	19.68	4.5	15.0	4.58	52.08	7.63	12.93	26.67	29.91	22.59	13.72	42.71	14.35	4.28	6.67	19.11	15.0	14.78	16.39	19.97	15.91	9.48	32.13	9.56	5.23	17.0	23.25	5.02	6.73	12.09	52.08	10.0	5.19	8.19	48.52	11.64	16.03	14.24	18.16	2.48	2.53	17.9	10.55	11.55	8.25	14.78	10.24	7.94	12.45	11.38	9.85	18.43	8.38	10.24	14.89	21.94	18.7	3.11	14.35	6.73	12.64	24.28	17.9	8.65	25.54	8.92	11.82	2.34	10.08	16.88	2.16	40.36	18.7	21.01	8.58	5.63	14.45	7.57	25.54	13.22	12.45	17.51	19.82	18.43	13.42	16.63	12.83	12.27	13.12	7.34	15.56	24.11	18.56	16.15	12.93	12.18	14.89	23.42	17.64	9.63	12.83	16.39	4.31	5.82
NT5M	62.56	34.26	0.0	0.48	77.79	147.06	169.07	281.09	183.82	116.78	46.84	128.79	77.79	131.51	114.36	248.0	285.03	162.14	78.34	68.07	166.73	176.29	102.25	101.54	150.17	145.02	104.42	265.87	187.71	87.65	202.66	180.02	100.13	206.94	221.86	104.42	206.94	98.04	123.5	129.69	182.55	105.89	124.37	68.55	180.02	100.13	182.55	201.25	92.7	136.19	151.22	151.22	145.02	253.23	186.4	151.22	88.88	110.43	173.85	258.57	206.94	99.43	161.02	406.31	289.02	185.11	157.68	211.31	224.97	136.19	62.56	163.28	241.19	120.94	103.69	132.44	251.48	189.02	176.29	127.89	112.77	29.27	163.28	148.09	156.59	120.94	162.14	169.07	151.22	150.17	400.71	205.5	106.63	144.01	64.8	127.89	122.64	142.01	176.29	83.45	82.29	52.08	92.05	93.35	99.43	144.01	241.19	273.37	92.05	277.2	82.29	123.5	120.94	224.97	138.1	339.14	293.07	102.97	101.54	127.89	118.43	110.43	91.41	166.73	262.2	195.72	144.01	100.83	107.38	199.85	76.17	101.54	83.45	60.39	149.12	108.14	96.68	125.24	86.43	84.04	99.43	194.36	158.79	109.66	144.01	10.63
OFD1	1081.39	536.45	0.0	0.72	536.45	902.89	507.46	848.22	819.3	748.61	764.36	878.17	616.37	684.02	480.04	1175.27	1208.34	500.46	961.07	595.34	967.76	1639.59	748.61	435.55	854.13	679.29	373.81	587.13	651.58	684.02	521.76	890.44	1037.29	830.75	1066.48	1259.69	1081.39	688.78	624.99	954.43	1540.37	808.0	836.53	447.82	802.41	854.13	1030.12	336.79	775.05	1023.0	1135.2	1322.37	884.29	543.96	1151.06	547.75	718.08	748.61	1651.0	1340.84	748.61	728.11	1191.69	693.58	703.28	718.08	836.53	2287.2	738.29	866.07	563.18	813.63	579.04	866.07	651.58	493.56	934.76	674.59	842.36	525.39	961.07	624.99	1119.56	647.07	1059.11	579.04	603.67	713.11	429.54	830.75	1001.93	571.05	819.3	1225.22	559.28	1628.26	738.29	1340.84	620.67	432.53	928.3	642.59	529.06	1008.9	595.34	642.59	1111.82	748.61	693.58	878.17	514.56	723.08	587.13	1225.22	819.3	825.0	854.13	583.07	941.27	813.63	368.65	860.08	507.46	1088.92	974.5	941.27	559.28	1225.22	764.36	819.3	723.08	551.56	665.29	629.35	620.67	915.51	607.87	444.72	460.44	595.34	457.25	1407.55	547.75	813.63	473.41	988.12
OXLD1	255.0	229.72	0.0	0.56	738.29	733.19	616.37	1794.29	1685.71	1175.27	438.59	1529.73	463.65	1259.69	551.56	1883.54	1733.13	1286.18	1551.09	460.44	1295.13	1286.18	819.3	703.28	1605.83	813.63	825.0	1819.35	1286.18	559.28	1397.83	1191.69	961.07	1313.23	2209.26	1477.58	1467.37	819.3	1143.1	1529.73	1268.46	1044.52	1427.22	438.59	1457.23	518.15	1733.13	1104.13	921.88	1175.27	1605.83	1508.65	796.86	1572.76	1208.34	854.13	612.11	769.69	1447.15	1242.34	1617.0	961.07	1216.75	1639.59	1594.73	1936.53	1467.37	1896.65	1447.15	698.41	607.87	1216.75	1806.78	1159.07	1023.0	995.0	1709.26	1674.06	1605.83	909.17	1313.23	647.07	848.22	1073.91	1388.16	607.87	974.5	1259.69	1008.9	1023.0	1191.69	934.76	830.75	1685.71	738.29	1457.23	1295.13	1378.57	1151.06	397.93	412.0	624.99	909.17	1477.58	1037.29	1051.79	1909.85	1225.22	595.34	1159.07	447.82	1088.92	587.13	1977.24	1388.16	1417.35	1639.59	759.08	1313.23	1697.45	785.88	1023.0	896.64	1572.76	1369.04	1963.57	802.41	1417.35	1277.29	1127.35	854.13	532.74	796.86	651.58	961.07	813.63	902.89	896.64	802.41	909.17	587.13	947.83	1350.18	612.11	738.29	92.05
PAM16	536.45	224.97	0.0	0.85	1088.92	753.83	872.1	1662.49	1427.22	759.08	529.06	1286.18	351.14	1191.69	476.71	1457.23	1896.65	1250.98	1023.0	466.88	1498.22	1359.57	1167.14	733.19	1369.04	830.75	988.12	1388.16	1096.5	638.15	1088.92	1322.37	909.17	1369.04	2935.74	1359.57	1870.53	759.08	1037.29	1111.82	1437.15	703.28	1183.45	429.54	1044.52	825.0	1447.15	1023.0	988.12	1088.92	1066.48	1304.15	866.07	1639.59	1277.29	928.3	733.19	674.59	1259.69	1572.76	1674.06	836.53	1331.57	2224.63	1721.16	1651.0	1277.29	1832.01	1199.98	921.88	540.19	1388.16	1605.83	947.83	796.86	1175.27	2303.12	1313.23	1540.37	802.41	1175.27	813.63	854.13	974.5	1088.92	802.41	1023.0	1313.23	785.88	1119.56	1844.76	1594.73	738.29	1540.37	620.67	1183.45	1167.14	1437.15	1457.23	454.09	353.59	447.82	915.51	1313.23	748.61	954.43	2178.83	1175.27	543.96	1388.16	583.07	1073.91	665.29	1628.26	1001.93	1340.84	1350.18	642.59	1175.27	1183.45	842.36	842.36	679.29	1551.09	1304.15	1259.69	1023.0	1175.27	1259.69	1617.0	651.58	503.95	679.29	579.04	825.0	785.88	769.69	540.19	571.05	612.11	642.59	616.37	1135.2	591.22	567.1	420.68
POLR3H	329.84	409.15	0.0	0.0	896.64	693.58	723.08	1447.15	1175.27	954.43	647.07	848.22	665.29	842.36	703.28	1487.87	1143.1	890.44	796.86	633.73	1159.07	723.08	748.61	656.11	1096.5	988.12	759.08	1259.69	967.76	629.35	1286.18	1044.52	708.18	848.22	1183.45	1159.07	1551.09	878.17	947.83	1044.52	974.5	860.08	872.1	684.02	928.3	363.56	1044.52	1233.75	647.07	769.69	1225.22	967.76	981.29	825.0	1088.92	878.17	825.0	941.27	915.51	470.14	860.08	802.41	703.28	1151.06	1015.93	1233.75	1216.75	1313.23	1127.35	624.99	651.58	825.0	909.17	785.88	567.1	981.29	1030.12	1199.98	1030.12	866.07	753.83	728.11	665.29	1208.34	884.29	896.64	909.17	866.07	1015.93	802.41	902.89	693.58	764.36	1127.35	473.41	1313.23	791.35	1143.1	785.88	819.3	764.36	785.88	713.11	1001.93	836.53	995.0	1259.69	848.22	802.41	733.19	842.36	866.07	915.51	1167.14	825.0	1151.06	1175.27	981.29	854.13	915.51	1001.93	775.05	854.13	1023.0	934.76	1175.27	753.83	836.53	878.17	902.89	651.58	583.07	780.44	607.87	796.86	759.08	785.88	808.0	684.02	591.22	738.29	733.19	819.3	571.05	708.18	392.44
PPP1R3E	40.93	102.97	0.0	0.58	241.19	332.14	540.19	329.84	387.02	287.01	316.37	435.55	265.87	511.0	199.85	540.19	490.14	183.82	232.94	234.57	341.51	406.31	285.03	206.94	327.56	212.78	229.72	358.54	616.37	244.57	392.44	316.37	511.0	483.38	497.0	409.15	480.04	339.14	323.03	346.29	460.44	244.57	316.37	287.01	307.69	234.57	295.11	248.0	341.51	540.19	297.17	753.83	316.37	305.55	450.94	353.59	309.83	273.37	559.28	866.07	348.71	368.65	384.34	738.29	591.22	217.27	309.83	387.02	237.86	381.68	237.86	220.32	397.93	376.41	329.84	314.17	988.12	316.37	307.69	285.03	403.5	186.4	248.0	285.03	454.09	182.55	373.81	414.87	299.25	325.29	444.72	441.64	229.72	493.56	237.86	490.14	587.13	490.14	208.38	212.78	255.0	175.07	248.0	460.44	217.27	387.02	595.34	379.04	228.13	327.56	223.41	447.82	211.31	780.44	441.64	463.65	285.03	236.21	429.54	318.57	303.44	353.59	212.78	536.45	954.43	460.44	181.28	728.11	281.09	435.55	221.86	258.57	241.19	291.04	209.84	450.94	262.2	265.87	215.77	221.86	226.54	620.67	190.34	265.87	212.78	80.01
PRR5	95.34	102.97	0.0	0.67	395.18	387.02	332.14	878.17	638.15	490.14	221.86	764.36	262.2	525.39	260.38	1030.12	813.63	514.56	612.11	209.84	514.56	665.29	476.71	373.81	1008.9	447.82	438.59	679.29	633.73	325.29	669.92	603.67	392.44	674.59	813.63	802.41	1143.1	351.14	497.0	642.59	981.29	420.68	656.11	384.34	738.29	211.31	791.35	412.0	414.87	525.39	688.78	616.37	429.54	743.43	802.41	525.39	309.83	503.95	748.61	521.76	660.68	457.25	718.08	486.75	651.58	684.02	327.56	819.3	688.78	351.14	248.0	567.1	1030.12	693.58	429.54	532.74	733.19	1066.48	718.08	400.71	295.11	314.17	351.14	309.83	490.14	379.04	444.72	591.22	389.72	480.04	616.37	638.15	426.57	941.27	159.9	759.08	529.06	1143.1	466.88	265.87	287.01	246.28	476.71	563.18	547.75	651.58	842.36	432.53	316.37	547.75	253.23	540.19	295.11	769.69	567.1	575.03	723.08	426.57	753.83	607.87	493.56	480.04	493.56	612.11	934.76	748.61	397.93	947.83	595.34	616.37	305.55	373.81	426.57	368.65	163.28	414.87	403.5	384.34	412.0	403.5	368.65	366.09	414.87	316.37	363.56	127.0
RAB24	145.02	163.28	0.0	0.57	728.11	764.36	866.07	1540.37	1870.53	954.43	647.07	1757.34	497.0	1277.29	599.49	1651.0	2032.85	878.17	1104.13	426.57	1242.34	1233.75	884.29	642.59	1208.34	612.11	703.28	1096.5	1322.37	703.28	1697.45	1051.79	1030.12	1233.75	1857.6	1477.58	1844.76	825.0	872.1	1674.06	1617.0	836.53	1268.46	571.05	947.83	669.92	1963.57	791.35	1225.22	1369.04	1242.34	1844.76	808.0	1806.78	1199.98	785.88	571.05	693.58	1651.0	1369.04	1697.45	1175.27	1605.83	1936.53	1806.78	1519.15	1605.83	1909.85	1277.29	928.3	624.99	1350.18	1498.22	1208.34	1088.92	1477.58	1508.65	1806.78	1397.83	941.27	1407.55	954.43	780.44	1322.37	1487.87	813.63	872.1	1313.23	848.22	1073.91	2591.27	1605.83	872.1	1721.16	974.5	1832.01	1628.26	1216.75	909.17	454.09	514.56	674.59	703.28	1331.57	884.29	941.27	2004.85	1111.82	607.87	1417.35	579.04	1350.18	769.69	1923.14	1233.75	1662.49	1216.75	679.29	1651.0	1216.75	934.76	1304.15	1044.52	1909.85	1757.34	1651.0	1001.93	1447.15	1437.15	1286.18	684.02	748.61	1023.0	825.0	819.3	947.83	836.53	808.0	890.44	981.29	688.78	1295.13	921.88	769.69	642.59	102.25
RFNG	463.65	251.48	0.0	0.83	1208.34	934.76	954.43	1457.23	1781.89	1322.37	723.08	2119.22	743.43	1023.0	647.07	1857.6	1551.09	1340.84	1233.75	679.29	1268.46	1639.59	1199.98	785.88	1369.04	775.05	890.44	1407.55	1519.15	878.17	1295.13	1268.46	1277.29	1322.37	2163.77	1594.73	1745.2	1037.29	1199.98	1295.13	1923.14	1030.12	1457.23	642.59	1242.34	813.63	1427.22	854.13	988.12	961.07	1159.07	1844.76	819.3	1806.78	1721.16	928.3	603.67	961.07	1617.0	1757.34	1923.14	1037.29	1183.45	1697.45	2018.8	1651.0	1322.37	1208.34	1529.73	1135.2	638.15	1378.57	2303.12	1208.34	1044.52	1313.23	1001.93	1175.27	2133.97	1143.1	1286.18	967.76	896.64	1359.57	1487.87	872.1	1104.13	1540.37	860.08	1295.13	1059.11	1268.46	995.0	1477.58	769.69	1685.71	1467.37	1674.06	1242.34	571.05	748.61	748.61	1051.79	1572.76	915.51	1304.15	1909.85	1081.39	796.86	1066.48	713.11	1081.39	967.76	1733.13	1378.57	1572.76	1250.98	1051.79	1191.69	1313.23	981.29	1225.22	1051.79	1551.09	1617.0	1359.57	1066.48	1977.24	1322.37	1781.89	896.64	728.11	1051.79	791.35	1143.1	1199.98	878.17	1081.39	842.36	915.51	785.88	1015.93	988.12	728.11	866.07	206.94
RPS19BP1	974.5	656.11	0.0	0.87	2573.36	2976.74	2240.11	5555.65	5831.91	3665.02	1709.26	4543.8	1685.71	4010.71	1519.15	5366.37	5672.41	4298.64	3395.89	1674.06	4543.8	4066.71	3060.45	2351.53	4736.79	2367.9	2119.22	3303.0	3491.39	2018.8	4268.94	4298.64	3614.55	4639.29	4736.79	4903.87	4769.75	2591.27	3257.52	4543.8	4298.64	4038.61	4038.61	1963.57	3665.02	981.29	4736.79	3467.27	2875.3	2935.74	4268.94	5041.77	2351.53	4358.66	4181.07	2384.37	2537.92	2956.17	3874.05	4123.49	3614.55	3124.78	2855.44	5791.62	4152.18	5711.87	3820.7	5594.3	4388.98	2609.3	1757.34	3901.01	7382.04	3768.09	3280.18	3540.14	5479.15	5292.48	4769.75	3589.58	4152.18	2178.83	2032.85	3349.13	3395.89	2047.0	2875.3	3491.39	3039.3	4181.07	3847.29	3060.45	3515.68	5112.16	1572.76	5006.93	4419.52	5076.84	3794.3	1832.01	1923.14	2417.67	3081.75	4328.55	3491.39	3716.2	7280.4	4010.71	2271.4	2627.46	1909.85	3901.01	2004.85	4869.99	4450.27	3124.78	4736.79	2591.27	4543.8	4010.71	3039.3	3901.01	3018.3	4181.07	5006.93	5006.93	2384.37	3690.52	4298.64	3874.05	3303.0	2047.0	3467.27	2417.67	2935.74	4010.71	2935.74	3235.01	2855.44	2835.7	2609.3	3716.2	4181.07	2758.13	3168.41	1001.93
SCAND1	305.55	316.37	0.0	0.85	1199.98	1685.71	1127.35	5147.73	4607.24	1674.06	819.3	3124.78	1304.15	3467.27	836.53	5112.16	4038.61	1628.26	2915.45	928.3	3146.52	3982.99	2047.0	1733.13	4066.71	1208.34	1745.2	5555.65	2335.28	1151.06	2451.44	3467.27	1685.71	2915.45	4607.24	3564.78	4268.94	1561.89	1977.24	3690.52	3235.01	2520.38	3589.58	848.22	3395.89	1088.92	2758.13	1781.89	1605.83	2520.38	4607.24	4123.49	1594.73	5219.6	3768.09	2047.0	1331.57	1397.83	3874.05	2163.77	4181.07	2701.35	4181.07	2367.9	4388.98	5517.27	3515.68	4972.34	3235.01	1529.73	1167.14	3564.78	3280.18	3190.46	2303.12	2133.97	5913.33	3928.15	4181.07	3467.27	3794.3	1322.37	896.64	2875.3	2434.5	1417.35	2240.11	3491.39	1896.65	1572.76	2104.58	2271.4	2303.12	4038.61	1437.15	3716.2	4066.71	3794.3	1819.35	836.53	785.88	1457.23	1819.35	4123.49	2240.11	3190.46	5006.93	2255.7	1378.57	4066.71	1081.39	3146.52	1023.0	5255.91	2701.35	2816.11	4937.99	1167.14	3235.01	4095.0	2758.13	3491.39	3018.3	3443.31	4152.18	2835.7	1268.46	4038.61	3235.01	2682.69	1519.15	1617.0	2148.82	1322.37	1388.16	1963.57	1350.18	1081.39	2047.0	2701.35	1628.26	1277.29	1991.0	1216.75	1277.29	29.06
SELO	123.5	102.25	693.58	314.17	289.02	647.07	409.15	1322.37	1498.22	759.08	409.15	1216.75	206.94	902.89	262.2	1572.76	1508.65	651.58	909.17	237.86	1015.93	1159.07	543.96	591.22	1037.29	356.05	454.09	981.29	890.44	379.04	928.3	974.5	909.17	1030.12	1397.83	1175.27	1857.6	656.11	743.43	967.76	1216.75	674.59	1023.0	368.65	830.75	327.56	1183.45	579.04	759.08	1073.91	947.83	1175.27	457.25	764.36	1037.29	525.39	395.18	536.45	1167.14	688.78	1359.57	769.69	884.29	1199.98	1104.13	1295.13	470.14	928.3	1135.2	669.92	381.68	813.63	1151.06	836.53	915.51	878.17	872.1	1119.56	1096.5	684.02	1023.0	587.13	379.04	743.43	866.07	332.14	684.02	928.3	633.73	791.35	665.29	575.03	638.15	967.76	327.56	830.75	866.07	1051.79	583.07	255.0	332.14	447.82	591.22	947.83	764.36	928.3	1498.22	819.3	417.77	728.11	287.01	921.88	371.22	1322.37	1051.79	1104.13	954.43	616.37	961.07	896.64	638.15	836.53	703.28	1167.14	1388.16	1167.14	429.54	1359.57	1015.93	813.63	551.56	423.61	764.36	503.95	493.56	896.64	583.07	587.13	595.34	688.78	466.88	708.18	603.67	540.19	500.46	49.21
