	TCGA.UY.A78O.01A.12R.A33J.07	TCGA.DK.A3X1.01A.12R.A22U.07	TCGA.AC.A2BM.01A.11R.A21T.07	TCGA.AR.A1AU.01A.11R.A12P.07	TCGA.E9.A228.01A.31R.A157.07	TCGA.D8.A1XF.01A.11R.A14D.07	TCGA.EW.A2FW.01A.11R.A17B.07	TCGA.EW.A1OY.01A.11R.A144.07	TCGA.AN.A049.01A.21R.A00Z.07	TCGA.A8.A08O.01A.21R.A056.07	TCGA.B6.A0IM.01A.11R.A034.07	TCGA.PE.A5DC.01A.12R.A27Q.07	TCGA.OL.A5D8.01A.11R.A27Q.07	TCGA.BH.A0HB.01A.11R.A056.07	TCGA.S3.A6ZH.01A.22R.A32P.07	TCGA.BH.A1FG.01A.11R.A13Q.07	TCGA.E9.A22D.01A.11R.A157.07	TCGA.C8.A12U.01A.11R.A115.07	TCGA.AN.A0XT.01A.11R.A109.07	TCGA.E2.A1IE.01A.11R.A13Q.07	TCGA.A2.A1FX.01A.11R.A13Q.07	TCGA.OL.A66H.01A.11R.A29R.07	TCGA.5T.A9QA.01A.11R.A41B.07	TCGA.B6.A0WT.01A.11R.A109.07	TCGA.E9.A245.01A.22R.A16F.07	TCGA.E9.A1NE.01A.21R.A14M.07	TCGA.AO.A0JI.01A.21R.A056.07	TCGA.AO.A12H.01A.11R.A115.07	TCGA.A8.A092.01A.11R.A00Z.07	TCGA.E9.A1RD.01A.11R.A157.07	TCGA.E9.A22A.01A.11R.A157.07	TCGA.AR.A0TQ.01A.11R.A084.07	TCGA.D8.A1XS.01A.11R.A14M.07	TCGA.AR.A0TZ.01A.12R.A084.07	TCGA.D8.A1X6.01A.11R.A14M.07	TCGA.AR.A2LO.01A.31R.A18M.07	TCGA.A8.A08S.01A.11R.A034.07	TCGA.B6.A0RG.01A.11R.A056.07	TCGA.A8.A09T.01A.11R.A00Z.07	TCGA.BH.A0DS.01A.11R.A056.07	TCGA.BH.A0HW.01A.11R.A034.07	TCGA.AR.A0TV.01A.21R.A084.07	TCGA.AN.A046.01A.21R.A034.07	TCGA.BH.A6R8.01A.21R.A33J.07	TCGA.EW.A1PD.01A.11R.A144.07	TCGA.A1.A0SD.01A.11R.A115.07	TCGA.A7.A13F.01A.11R.A12P.07	TCGA.E2.A106.01A.11R.A10J.07	TCGA.C8.A12N.01A.11R.A115.07	TCGA.E2.A10A.01A.21R.A115.07	TCGA.E2.A105.01A.11R.A10J.07	TCGA.AQ.A1H2.01A.11R.A13Q.07	TCGA.D8.A27W.01A.11R.A16F.07	TCGA.A2.A0YC.01A.11R.A109.07	TCGA.E2.A14T.01A.11R.A115.07	TCGA.E9.A1R5.01A.11R.A14M.07	TCGA.EW.A1P6.01A.11R.A144.07	TCGA.E2.A1IU.01A.11R.A14D.07	TCGA.A8.A06O.01A.11R.A00Z.07	TCGA.AR.A24L.01A.11R.A169.07	TCGA.AO.A1KS.01A.11R.A13Q.07	TCGA.A8.A09M.01A.11R.A00Z.07	TCGA.A7.A3IZ.01A.11R.A213.07	TCGA.A8.A09R.01A.11R.A00Z.07	TCGA.BH.A0B8.01A.21R.A056.07	TCGA.A8.A08G.01A.11R.A00Z.07	TCGA.AN.A04A.01A.21R.A034.07	TCGA.E2.A15D.01A.11R.A115.07	TCGA.3C.AAAU.01A.11R.A41B.07	TCGA.A2.A0ER.01A.21R.A034.07	TCGA.E9.A295.01A.11R.A16F.07	TCGA.E2.A14S.01A.11R.A12D.07	TCGA.BH.A204.01A.11R.A157.07	TCGA.E9.A1N3.01A.12R.A157.07	TCGA.OL.A66J.01A.11R.A29R.07	TCGA.AR.A24K.01A.11R.A169.07	TCGA.D8.A27R.01A.11R.A16F.07	TCGA.E9.A22B.01A.11R.A157.07	TCGA.A8.A09E.01A.11R.A00Z.07	TCGA.BH.A0E1.01A.11R.A056.07	TCGA.A2.A0CP.01A.11R.A034.07	TCGA.JL.A3YX.01A.11R.A22U.07	TCGA.C8.A1HO.01A.11R.A13Q.07	TCGA.A2.A04V.01A.21R.A034.07	TCGA.C8.A133.01A.32R.A12D.07	TCGA.E9.A2JS.01A.11R.A180.07	TCGA.A2.A4S0.01A.21R.A266.07	TCGA.A8.A06Z.01A.11R.A00Z.07	TCGA.EW.A2FV.01A.11R.A17B.07	TCGA.D8.A1JC.01A.11R.A13Q.07	TCGA.A8.A09B.01A.11R.A00Z.07	TCGA.E2.A15S.01A.11R.A115.07	TCGA.B6.A0WW.01A.11R.A109.07	TCGA.A8.A06T.01A.11R.A00Z.07	TCGA.D8.A1XV.01A.11R.A14M.07	TCGA.BH.A0E2.01A.11R.A056.07	TCGA.AC.A2FM.01A.11R.A19W.07	TCGA.C8.A1HI.01A.11R.A137.07	TCGA.S3.AA12.01A.11R.A41B.07	TCGA.A7.A3RF.01A.11R.A22K.07	TCGA.C8.A1HG.01A.11R.A137.07	TCGA.BH.A0HO.01A.11R.A034.07	TCGA.BH.A18N.01A.11R.A12D.07	TCGA.A8.A07P.01A.11R.A00Z.07	TCGA.A2.A04R.01A.41R.A109.07	TCGA.E9.A5UO.01A.11R.A28M.07	TCGA.B6.A0RL.01A.11R.A084.07	TCGA.E2.A15H.01A.11R.A12D.07	TCGA.E2.A15R.01A.11R.A115.07	TCGA.A8.A07W.01A.11R.A00Z.07	TCGA.B6.A0X4.01A.11R.A109.07	TCGA.AO.A0J3.01A.11R.A034.07	TCGA.D8.A1X5.01A.11R.A14D.07	TCGA.E9.A5UP.01A.11R.A28M.07	TCGA.A1.A0SQ.01A.21R.A144.07	TCGA.E9.A1NI.01A.11R.A14D.07	GTEX.14AS3.1626.SM.5S2OY	TCGA.AK.3447.01A.01R.1766.07	TCGA.2Y.A9GW.01A.11R.A38B.07	TCGA.BC.A110.01A.11R.A131.07	TCGA.G3.A25Z.01A.11R.A16W.07	TCGA.DD.A1EG.01A.11R.A213.07	TCGA.LG.A9QD.01A.11R.A38B.07	TCGA.DD.AACL.01A.11R.A41C.07	TCGA.ZS.A9CG.01A.11R.A37K.07	TCGA.EP.A3JL.01A.11R.A213.07	TCGA.FV.A2QQ.01A.11R.A22L.07	TCGA.DD.AAVR.01A.11R.A41C.07	TCGA.G3.A7M7.01A.12R.A352.07	TCGA.ZS.A9CD.01A.11R.A37K.07	TCGA.CC.A3MC.01A.11R.A22L.07	TCGA.DD.AAE9.01A.11R.A41C.07	TCGA.K7.A6G5.01A.11R.A311.07	TCGA.O8.A75V.01A.11R.A32O.07	TCGA.BC.A10S.01A.22R.A131.07	TCGA.DD.AAEG.01A.11R.A39D.07	TCGA.DD.A39Y.01A.11R.A213.07	TCGA.MI.A75H.01A.11R.A32O.07	TCGA.G3.A5SJ.01A.11R.A27V.07	TCGA.HP.A5MZ.01A.21R.A27V.07	TCGA.DD.AADK.01A.11R.A41C.07	TCGA.DD.AACY.01A.11R.A41C.07	TCGA.GJ.A3OU.01A.31R.A38B.07	TCGA.RC.A7SF.01A.11R.A352.07	TCGA.DD.A3A8.11A.11R.A22L.07	TCGA.FV.A3I0.11A.11R.A22L.07	TCGA.BC.A110.11A.11R.A131.07	TCGA.DD.A1EH.11A.11R.A131.07	TCGA.BC.A10Z.11A.11R.A131.07	TCGA.BC.A10W.11A.11R.A131.07	GTEX.145MO.2326.SM.5NQ9K	GTEX.14753.1626.SM.5NQ9L	GTEX.13O3O.1826.SM.5IFGW	GTEX.REY6.1226.SM.48FDR
UBN2	62.56	84.04	201.25	111.21	145.02	158.79	60.82	68.07	52.08	186.4	190.34	105.15	79.45	57.89	87.65	65.72	59.97	65.72	221.86	155.5	100.13	72.01	37.32	142.01	78.89	186.4	159.9	103.69	90.14	138.1	80.57	85.22	111.21	234.57	57.08	150.17	87.65	76.17	78.34	94.01	138.1	81.71	127.0	72.01	129.69	127.0	90.14	67.12	87.65	96.68	133.36	36.53	63.45	128.79	129.69	91.41	109.66	105.15	111.99	236.21	217.27	113.56	80.57	116.78	70.51	129.69	87.03	164.42	171.45	105.15	70.51	116.78	215.77	142.01	96.01	204.07	65.26	78.89	72.01	59.97	70.01	59.55	162.14	126.12	38.95	92.05	117.6	102.25	85.82	124.37	141.02	165.57	96.68	205.5	130.6	88.26	66.18	80.57	68.07	58.3	67.12	82.87	91.41	103.69	139.07	81.71	119.26	79.45	297.17	120.1	124.37	148.09	67.12	63.89	72.52	70.51	25.54	2.76	46.5	24.99	15.22	22.1	26.28	24.81	33.3	28.86	23.42	22.1	15.11	21.16	30.56	29.91	17.25	18.29	18.97	27.44	19.39	31.22	52.82	31.45	32.13	27.44	33.54	33.78	9.78	23.76	25.91	35.25	27.25	23.59	25.91	14.45	12.18	28.04
UBXN7	71.0	131.51	285.03	214.27	283.05	279.14	136.19	175.07	327.56	273.37	281.09	157.68	140.04	118.43	113.56	106.63	177.53	140.04	329.84	287.01	215.77	85.22	91.41	309.83	154.42	332.14	260.38	152.28	348.71	186.4	143.01	182.55	221.86	454.09	142.01	237.86	224.97	198.47	198.47	141.02	149.12	180.02	153.34	64.8	167.9	242.88	149.12	150.17	140.04	248.0	215.77	189.02	236.21	232.94	124.37	223.41	177.53	199.85	237.86	387.02	457.25	218.79	297.17	379.04	232.94	147.06	226.54	185.11	221.86	341.51	123.5	150.17	332.14	295.11	139.07	366.09	204.07	147.06	178.77	164.42	153.34	82.87	277.2	190.34	96.68	123.5	191.67	183.82	176.29	336.79	262.2	209.84	208.38	231.32	231.32	206.94	209.84	150.17	115.16	108.9	198.47	167.9	232.94	242.88	182.55	133.36	185.11	228.13	289.02	341.51	172.65	180.02	368.65	124.37	130.6	111.99	50.27	15.45	55.89	33.06	35.76	55.1	62.12	77.25	63.45	38.67	44.57	40.64	39.79	42.41	59.97	57.89	32.59	38.4	48.18	48.87	43.32	47.5	72.01	55.49	41.52	52.82	79.45	45.21	39.22	50.63	40.64	41.22	49.91	37.05	25.72	31.9	20.41	40.64
USP8	327.56	417.77	808.0	688.78	848.22	447.82	444.72	293.07	813.63	854.13	1051.79	435.55	417.77	708.18	651.58	587.13	500.46	503.95	567.1	567.1	775.05	486.75	395.18	775.05	480.04	825.0	571.05	503.95	376.41	693.58	480.04	555.41	638.15	848.22	743.43	587.13	607.87	493.56	819.3	547.75	629.35	387.02	403.5	343.89	693.58	679.29	651.58	674.59	409.15	1088.92	679.29	595.34	638.15	656.11	633.73	624.99	688.78	728.11	599.49	802.41	1008.9	616.37	698.41	780.44	563.18	444.72	466.88	878.17	688.78	813.63	353.59	563.18	642.59	802.41	540.19	1135.2	612.11	607.87	669.92	599.49	441.64	299.25	775.05	525.39	532.74	441.64	620.67	490.14	441.64	759.08	503.95	540.19	532.74	738.29	1001.93	607.87	514.56	3928.15	669.92	368.65	571.05	503.95	669.92	684.02	476.71	1135.2	551.56	480.04	1023.0	607.87	514.56	457.25	842.36	329.84	698.41	450.94	507.46	376.41	283.05	412.0	301.33	314.17	316.37	182.55	305.55	177.53	232.94	432.53	258.57	267.73	323.03	258.57	251.48	262.2	242.88	267.73	156.59	293.07	368.65	236.21	134.3	392.44	297.17	301.33	105.15	336.79	356.05	318.57	325.29	305.55	162.14	205.5	135.24	305.55
VPS39	348.71	291.04	934.76	872.1	848.22	500.46	669.92	371.22	813.63	819.3	1208.34	819.3	713.11	409.15	660.68	532.74	638.15	353.59	1023.0	842.36	808.0	490.14	529.06	974.5	854.13	753.83	890.44	547.75	507.46	842.36	599.49	698.41	842.36	825.0	665.29	967.76	808.0	647.07	813.63	616.37	1001.93	607.87	698.41	723.08	612.11	928.3	878.17	1127.35	629.35	1322.37	718.08	830.75	629.35	825.0	860.08	796.86	738.29	808.0	738.29	1088.92	718.08	507.46	836.53	1030.12	536.45	830.75	703.28	1059.11	1051.79	785.88	521.76	693.58	521.76	836.53	638.15	728.11	642.59	507.46	848.22	532.74	693.58	371.22	733.19	656.11	620.67	674.59	830.75	529.06	579.04	1104.13	785.88	1023.0	743.43	813.63	743.43	656.11	995.0	813.63	460.44	633.73	473.41	638.15	1088.92	624.99	660.68	511.0	921.88	679.29	1081.39	759.08	825.0	759.08	703.28	571.05	878.17	567.1	269.6	101.54	441.64	234.57	237.86	277.2	429.54	269.6	373.81	320.8	228.13	283.05	271.48	303.44	384.34	305.55	323.03	400.71	267.73	417.77	176.29	314.17	309.83	348.71	277.2	307.69	444.72	473.41	260.38	187.71	183.82	217.27	220.32	215.77	175.07	116.78	109.66	201.25
WASL	450.94	353.59	1037.29	896.64	860.08	830.75	693.58	775.05	351.14	1037.29	1183.45	559.28	518.15	466.88	830.75	860.08	525.39	409.15	909.17	785.88	808.0	547.75	587.13	813.63	466.88	796.86	890.44	603.67	713.11	703.28	860.08	684.02	981.29	1051.79	698.41	947.83	476.71	733.19	764.36	1183.45	967.76	647.07	521.76	620.67	921.88	928.3	1001.93	423.61	808.0	825.0	651.58	366.09	638.15	915.51	708.18	1175.27	753.83	796.86	587.13	1233.75	1183.45	718.08	406.31	769.69	764.36	796.86	607.87	1127.35	688.78	890.44	543.96	647.07	1617.0	947.83	728.11	1781.89	607.87	703.28	583.07	620.67	483.38	454.09	909.17	698.41	490.14	571.05	753.83	764.36	486.75	915.51	780.44	866.07	928.3	854.13	785.88	825.0	620.67	836.53	753.83	529.06	575.03	500.46	928.3	860.08	825.0	493.56	616.37	656.11	1378.57	738.29	620.67	638.15	674.59	665.29	507.46	688.78	529.06	848.22	595.34	414.87	423.61	490.14	361.04	318.57	460.44	361.04	414.87	466.88	323.03	409.15	400.71	403.5	368.65	283.05	438.59	423.61	329.84	381.68	595.34	450.94	368.65	463.65	438.59	420.68	258.57	507.46	435.55	450.94	521.76	420.68	406.31	656.11	264.03	409.15
WDR60	151.22	140.04	547.75	237.86	269.6	305.55	395.18	191.67	150.17	373.81	591.22	325.29	316.37	129.69	226.54	148.09	269.6	118.43	187.71	214.27	242.88	395.18	114.36	236.21	195.72	209.84	251.48	285.03	205.5	255.0	262.2	265.87	297.17	366.09	336.79	638.15	255.0	366.09	277.2	237.86	381.68	325.29	265.87	483.38	191.67	271.48	242.88	180.02	244.57	260.38	279.14	88.26	156.59	258.57	293.07	420.68	273.37	307.69	234.57	332.14	237.86	258.57	180.02	269.6	218.79	287.01	226.54	476.71	303.44	371.22	178.77	209.84	327.56	660.68	309.83	253.23	162.14	164.42	208.38	183.82	223.41	353.59	217.27	152.28	234.57	228.13	381.68	279.14	106.63	239.52	417.77	234.57	242.88	287.01	356.05	183.82	291.04	161.02	220.32	299.25	153.34	178.77	336.79	181.28	234.57	242.88	366.09	231.32	890.44	194.36	376.41	299.25	195.72	267.73	131.51	260.38	135.24	107.38	70.01	96.01	51.71	46.18	55.49	76.17	90.14	74.58	67.59	70.01	47.5	44.25	81.71	82.87	44.89	42.71	61.25	63.89	37.85	57.49	111.21	73.54	71.5	122.64	82.29	73.54	23.42	43.63	92.05	84.63	89.51	64.34	51.35	19.82	19.97	72.01
ZBTB34	34.02	29.27	55.1	70.51	111.21	155.5	42.71	47.17	55.89	111.21	146.03	56.28	81.71	59.97	48.18	82.87	47.17	53.57	109.66	94.01	48.87	37.85	31.9	114.36	67.59	124.37	50.63	52.82	68.55	92.7	52.45	57.08	92.05	85.82	46.18	96.68	71.5	62.56	54.72	55.89	115.16	41.52	52.82	44.57	104.42	104.42	37.05	47.5	92.05	97.36	78.34	50.63	43.32	87.03	68.55	76.71	100.13	106.63	65.72	116.78	135.24	84.63	117.6	97.36	47.17	64.8	65.72	80.01	62.12	106.63	59.13	82.29	99.43	73.03	98.73	53.19	44.57	35.5	47.17	59.55	77.79	53.95	98.04	98.73	35.25	61.68	66.65	70.01	49.21	88.26	60.39	94.01	76.71	52.08	78.34	94.01	90.14	82.87	50.27	34.02	61.68	63.45	86.43	64.34	128.79	61.25	92.05	88.88	90.14	63.0	68.07	76.71	57.08	45.21	60.39	51.71	31.0	13.93	35.25	21.01	21.01	27.05	24.46	58.71	24.46	21.78	24.11	29.91	22.59	36.27	39.5	28.45	19.82	27.44	23.25	23.42	20.11	23.42	53.19	37.32	18.29	31.9	52.82	34.51	14.67	21.47	21.01	22.43	25.17	25.54	13.83	7.69	22.59	16.75
ZBTB39	15.91	26.28	68.55	63.45	105.15	127.89	77.25	48.18	37.85	115.16	79.45	57.08	62.56	48.87	46.84	29.48	38.95	14.24	98.04	65.72	66.18	30.78	34.02	96.01	65.72	134.3	50.98	29.7	87.03	71.0	40.93	57.08	64.8	94.67	35.25	79.45	74.58	34.02	50.63	39.22	70.01	36.53	57.49	42.71	91.41	54.72	30.12	45.21	40.64	57.08	120.1	49.91	80.01	49.91	40.36	49.21	53.19	44.89	51.71	76.17	177.53	55.1	89.51	57.89	96.01	62.12	46.84	71.5	83.45	81.14	66.18	43.32	59.13	73.03	39.22	74.06	97.36	59.13	28.04	36.79	39.5	42.41	75.11	57.89	34.26	86.43	48.87	62.56	50.98	129.69	45.53	108.14	36.53	43.32	80.01	30.78	66.18	47.5	38.4	33.06	39.22	44.25	67.12	44.57	55.89	87.65	94.01	51.71	66.65	66.65	59.97	46.5	26.67	37.32	53.19	48.18	45.21	3.89	49.56	11.04	16.27	26.86	29.91	45.85	35.76	20.56	31.22	11.47	19.53	19.82	25.35	22.1	15.91	18.84	18.56	25.72	9.78	25.17	30.12	28.65	25.17	30.34	36.01	23.08	15.11	16.27	14.03	23.76	17.77	16.51	13.22	5.92	10.88	9.2
ZFP30	52.08	34.26	231.32	137.14	255.0	226.54	108.14	100.83	71.0	373.81	236.21	116.78	78.89	76.17	161.02	169.07	92.05	140.04	193.01	215.77	201.25	79.45	64.8	255.0	171.45	180.02	166.73	151.22	201.25	267.73	98.73	172.65	223.41	305.55	169.07	132.44	126.12	72.52	90.77	102.97	224.97	146.03	140.04	87.65	211.31	139.07	115.16	134.3	96.68	173.85	228.13	64.8	258.57	163.28	150.17	152.28	151.22	189.02	246.28	151.22	339.14	136.19	198.47	224.97	177.53	152.28	133.36	161.02	297.17	199.85	118.43	142.01	169.07	206.94	114.36	265.87	114.36	114.36	115.97	117.6	62.12	80.57	381.68	92.05	115.16	158.79	144.01	146.03	112.77	231.32	128.79	197.09	112.77	183.82	208.38	132.44	381.68	102.97	87.65	87.03	142.01	139.07	206.94	111.21	114.36	154.42	208.38	80.01	267.73	141.02	176.29	151.22	199.85	115.97	466.88	111.99	57.89	22.1	18.03	17.51	11.47	18.03	12.18	17.0	28.86	7.11	19.68	20.11	8.06	11.04	15.0	18.16	11.13	15.22	9.34	25.54	10.16	4.35	32.82	20.86	3.76	8.58	35.25	1.6	6.46	15.45	13.93	23.08	17.0	25.54	8.0	6.46	10.16	42.11
ZKSCAN1	241.19	178.77	1051.79	624.99	642.59	934.76	563.18	579.04	231.32	836.53	1242.34	503.95	555.41	346.29	642.59	423.61	503.95	547.75	1081.39	748.61	629.35	769.69	172.65	1225.22	642.59	679.29	738.29	878.17	718.08	559.28	277.2	575.03	1030.12	1397.83	718.08	753.83	379.04	397.93	281.09	567.1	808.0	232.94	612.11	414.87	525.39	796.86	253.23	1111.82	403.5	603.67	698.41	212.78	521.76	988.12	1183.45	532.74	698.41	693.58	1001.93	713.11	1151.06	555.41	559.28	1015.93	633.73	1175.27	420.68	974.5	988.12	693.58	406.31	595.34	947.83	1781.89	329.84	1477.58	490.14	275.28	361.04	518.15	368.65	381.68	1378.57	638.15	587.13	353.59	1127.35	759.08	368.65	703.28	633.73	679.29	511.0	947.83	1104.13	633.73	647.07	660.68	642.59	450.94	307.69	473.41	518.15	660.68	460.44	854.13	543.96	536.45	1540.37	620.67	1088.92	723.08	603.67	473.41	890.44	470.14	163.28	23.76	587.13	139.07	232.94	361.04	432.53	279.14	624.99	348.71	341.51	246.28	239.52	314.17	395.18	503.95	285.03	320.8	376.41	466.88	191.67	327.56	587.13	309.83	395.18	397.93	231.32	656.11	189.02	217.27	159.9	325.29	211.31	224.97	226.54	248.0	129.69	182.55
ZNF106	57.49	63.0	381.68	387.02	392.44	208.38	212.78	150.17	218.79	500.46	595.34	134.3	193.01	119.26	253.23	175.07	166.73	123.5	285.03	297.17	327.56	163.28	154.42	647.07	293.07	529.06	301.33	193.01	269.6	363.56	108.14	312.0	373.81	532.74	262.2	392.44	420.68	162.14	236.21	197.09	242.88	241.19	239.52	88.26	336.79	297.17	275.28	312.0	149.12	551.56	273.37	242.88	400.71	460.44	232.94	312.0	271.48	400.71	476.71	450.94	507.46	143.01	599.49	463.65	297.17	334.46	205.5	400.71	457.25	571.05	175.07	217.27	316.37	616.37	206.94	607.87	256.78	156.59	273.37	285.03	155.5	86.43	320.8	185.11	223.41	237.86	307.69	226.54	221.86	486.75	389.72	325.29	191.67	403.5	392.44	220.32	262.2	271.48	108.14	187.71	182.55	379.04	295.11	265.87	170.25	133.36	228.13	144.01	486.75	363.56	299.25	123.5	287.01	126.12	368.65	127.0	277.2	25.91	108.9	52.08	57.49	85.22	75.11	62.12	135.24	74.06	96.68	82.29	67.12	80.57	135.24	85.82	64.34	82.87	90.14	96.01	51.35	87.65	76.17	106.63	54.72	77.79	137.14	70.01	49.56	70.51	52.08	63.89	72.52	62.12	57.08	39.22	48.87	82.87
ZNF12	214.27	161.02	532.74	256.78	301.33	426.57	214.27	329.84	341.51	483.38	518.15	420.68	189.02	191.67	228.13	353.59	221.86	221.86	229.72	441.64	271.48	241.19	109.66	356.05	220.32	490.14	293.07	287.01	249.73	318.57	262.2	262.2	423.61	511.0	214.27	305.55	172.65	161.02	346.29	373.81	376.41	150.17	309.83	279.14	277.2	389.72	265.87	241.19	281.09	325.29	187.71	384.34	242.88	356.05	373.81	234.57	273.37	323.03	277.2	470.14	551.56	269.6	301.33	336.79	325.29	480.04	334.46	457.25	353.59	287.01	277.2	269.6	366.09	392.44	229.72	463.65	281.09	336.79	195.72	244.57	209.84	182.55	368.65	267.73	195.72	221.86	218.79	336.79	381.68	435.55	244.57	303.44	258.57	366.09	351.14	358.54	277.2	353.59	217.27	159.9	258.57	260.38	285.03	376.41	277.2	258.57	343.89	249.73	429.54	223.41	287.01	293.07	295.11	194.36	371.22	226.54	132.44	152.28	125.24	109.66	121.79	123.5	101.54	202.66	114.36	143.01	166.73	220.32	100.13	109.66	124.37	145.02	89.51	127.89	131.51	187.71	220.32	90.14	221.86	149.12	120.94	155.5	178.77	92.7	55.1	114.36	204.07	89.51	159.9	102.97	151.22	69.52	125.24	100.13
ZNF148	72.52	85.82	470.14	403.5	327.56	379.04	197.09	204.07	493.56	466.88	476.71	141.02	173.85	134.3	309.83	218.79	113.56	143.01	341.51	457.25	332.14	118.43	112.77	441.64	166.73	486.75	412.0	220.32	381.68	371.22	218.79	260.38	379.04	348.71	201.25	368.65	420.68	220.32	309.83	251.48	142.01	277.2	221.86	110.43	409.15	444.72	305.55	258.57	175.07	366.09	205.5	253.23	395.18	384.34	201.25	412.0	285.03	397.93	371.22	514.56	466.88	273.37	438.59	612.11	555.41	275.28	260.38	343.89	371.22	490.14	157.68	226.54	397.93	441.64	148.09	698.41	223.41	249.73	299.25	297.17	152.28	111.99	309.83	157.68	165.57	157.68	267.73	403.5	307.69	684.02	316.37	291.04	307.69	305.55	373.81	253.23	205.5	249.73	218.79	141.02	123.5	301.33	366.09	373.81	251.48	135.24	283.05	348.71	642.59	547.75	269.6	202.66	629.35	205.5	323.03	208.38	127.89	70.01	94.67	61.25	45.21	100.13	91.41	73.54	84.04	63.45	85.22	73.03	52.45	69.52	100.83	95.34	64.34	47.5	72.01	107.38	68.55	63.89	94.67	110.43	73.54	74.58	125.24	81.71	34.26	61.25	64.8	97.36	93.35	67.12	60.82	36.79	39.22	65.26
