	TCGA.VN.A88P.01A.11R.A352.07	TCGA.V1.A9OH.01A.11R.A41O.07	TCGA.KC.A4BN.01A.61R.A250.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.G9.7522.01A.11R.2263.07	TCGA.EJ.7783.01A.11R.2118.07	TCGA.KK.A8I4.01A.11R.A36G.07	TCGA.VP.A87J.01A.11R.A352.07	TCGA.G9.6385.01A.11R.1789.07	TCGA.G9.A9S4.01A.11R.A41O.07	TCGA.KK.A7AV.01A.11R.A32O.07	TCGA.EJ.5524.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.A7NK.01A.12R.A352.07	TCGA.TP.A8TV.01A.11R.A41O.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.XJ.A9DK.01A.11R.A37L.07	TCGA.EJ.A46D.01A.21R.A32Y.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.KC.A7F6.01A.11R.A33R.07	TCGA.XJ.A83H.01A.11R.A352.07	TCGA.VN.A88K.01A.11R.A352.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.KK.A7B4.01A.11R.A32O.07	TCGA.EJ.7327.01A.11R.2118.07	TCGA.KK.A6E0.01A.11R.A311.07	TCGA.EJ.A65E.01A.11R.A29R.07	TCGA.HC.A8D1.01A.11R.A36G.07	TCGA.EJ.AB27.01A.11R.A41O.07	TCGA.G9.6361.01A.21R.1965.07	TCGA.XK.AAIR.01A.11R.A41O.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.M7.A71Z.01A.12R.A32O.07	TCGA.HC.7749.01A.11R.2118.07	TCGA.YL.A9WY.01A.11R.A41O.07	TCGA.KK.A8IM.01A.11R.A36G.07	TCGA.KK.A8I8.01A.11R.A36G.07	TCGA.YL.A9WI.01A.11R.A37L.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.M7.A720.01A.12R.A32O.07	TCGA.EJ.A46I.01A.12R.A26U.07	TCGA.EJ.7317.01A.31R.2118.07	TCGA.V1.A9Z9.01A.21R.A41O.07	TCGA.HC.8260.01A.11R.2263.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.KK.A8IK.01A.11R.A36G.07	TCGA.YL.A8SO.01B.31R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.CH.5746.01A.11R.1580.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.YL.A8SH.01B.11R.A37L.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.HC.8257.01A.11R.2263.07	TCGA.G9.6499.01A.12R.1965.07	TCGA.EJ.A8FO.01A.21R.A36G.07	TCGA.YL.A8SA.01A.21R.A37L.07	TCGA.M7.A721.01A.12R.A32O.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.YL.A8HL.01A.11R.A36G.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.EJ.8470.01A.11R.2403.07	TCGA.KK.A8IJ.01A.11R.A352.07	TCGA.EJ.A8FN.01A.11R.A352.07	TCGA.J4.A83L.01A.11R.A352.07	TCGA.J4.A83J.01A.11R.A36G.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.J4.A83I.01A.11R.A36G.07	TCGA.KC.A4BR.01A.32R.A32Y.07	TCGA.YL.A9WK.01A.11R.A37L.07	TCGA.EJ.7788.01A.11R.2118.07	TCGA.CH.5744.01A.11R.1580.07	TCGA.V1.A9OF.01A.11R.A41O.07	TCGA.HC.8256.01A.11R.2263.07	TCGA.EJ.5509.01A.01R.1580.07	TCGA.XK.AAJU.01A.11R.A41O.07	TCGA.J4.AATZ.01A.11R.A41O.07	TCGA.G9.A9S7.01A.11R.A41O.07	TCGA.YL.A9WL.01A.11R.A41O.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.WW.A8ZI.01A.11R.A37L.07	TCGA.V1.A8MG.01A.11R.A36G.07	TCGA.HC.7209.01A.11R.2118.07	TCGA.EJ.A8FU.01A.11R.A36G.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.HC.7080.01A.11R.1965.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.G9.6336.01A.11R.1789.07	TCGA.EJ.5495.01A.01R.1580.07	TCGA.CH.5794.01A.11R.1580.07	TCGA.EJ.A7NJ.01A.22R.A352.07	TCGA.YL.A8HK.01A.11R.A36G.07	TCGA.EJ.A8FS.01A.11R.A352.07	TCGA.G9.6370.01A.11R.1789.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.HC.8261.01A.11R.2263.07	TCGA.ZG.A9L4.01A.11R.A41O.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.KK.A8IF.01A.11R.A36G.07	TCGA.YL.A9WJ.01A.11R.A37L.07	TCGA.H9.7775.01A.11R.2118.07	TCGA.VP.A876.01A.11R.A352.07	TCGA.EJ.A65J.01A.11R.A311.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.KC.A7FE.01A.12R.A33R.07	TCGA.G9.7509.01A.11R.A41O.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.KK.A7B3.01A.11R.A33R.07	TCGA.EJ.7123.01A.11R.1965.07	TCGA.EJ.7115.01A.11R.2118.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.HC.8216.01A.11R.A29R.07	TCGA.J4.A83K.01A.11R.A352.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.EJ.7789.01A.11R.2118.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.KC.A7FA.01A.21R.A33R.07	TCGA.KK.A8I5.01A.11R.A36G.07	TCGA.CH.5741.01A.11R.1580.07	TCGA.EJ.7793.01A.31R.2263.07	TCGA.KK.A59Y.01A.11R.A26U.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.J4.A83M.01A.11R.A352.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.VP.A87D.01A.11R.A352.07	TCGA.KC.A7F3.01A.21R.A33R.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.KK.A8IB.01A.11R.A36G.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.XK.AAJP.01A.11R.A41O.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.FC.A5OB.01A.11R.A29R.07	TCGA.ZG.A9L2.01A.31R.A41O.07	TCGA.YL.A8HO.01A.11R.A36G.07	TCGA.EJ.7792.01A.11R.2118.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.HC.7081.01A.11R.1965.07	TCGA.Y6.A9XI.01A.11R.A41O.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.YL.A8HM.01A.11R.A36G.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.VP.A875.01A.31R.A352.07	TCGA.EJ.A65F.01A.21R.A311.07	TCGA.G9.6332.01A.11R.1789.07	TCGA.V1.A8MK.01A.11R.A36G.07	TCGA.EJ.7786.01A.11R.2118.07	TCGA.CH.5762.01A.11R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.KK.A8IA.01A.11R.A36G.07	TCGA.EJ.A46B.01A.31R.A250.07	TCGA.VN.A88N.01A.11R.A36G.07	TCGA.HC.7078.01A.11R.2118.07	TCGA.G9.6377.01A.11R.1965.07	TCGA.ZG.A9ND.01A.11R.A41O.07	TCGA.EJ.A7NN.01A.11R.A33R.07	TCGA.G9.6356.01A.11R.1789.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.KK.A8I6.01A.11R.A36G.07	TCGA.EJ.7125.01A.11R.1965.07	TCGA.KK.A7AU.01A.11R.A32O.07	TCGA.ZG.A9LS.01A.12R.A41O.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.G9.7510.01A.11R.2263.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.HC.7821.01A.12R.2118.07	TCGA.EJ.7321.01A.31R.2263.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.V1.A9ZK.01A.11R.A41O.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.VP.A87K.01A.11R.A352.07	TCGA.M7.A725.01A.12R.A32O.07	TCGA.HC.7077.01A.11R.1965.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.EJ.7327.11A.01R.2118.07	TCGA.CH.5761.11A.01R.1580.07	TCGA.HC.7819.11A.01R.2118.07	TCGA.HC.8260.11A.01R.2263.07	TCGA.J4.A83J.11A.11R.A36G.07	TCGA.EJ.7321.11A.01R.2263.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07	TCGA.EJ.7331.11A.01R.2118.07	GTEX.139T6.1526.SM.5P9G6
MITF	97.36	108.9	61.68	35.0	56.28	110.43	176.29	105.15	76.17	102.25	33.78	83.45	195.72	17.9	132.44	46.84	53.95	133.36	108.9	102.97	85.22	82.87	72.52	76.71	53.57	164.42	51.35	52.45	111.99	79.45	182.55	90.14	106.63	111.21	9.06	94.67	189.02	120.94	46.84	49.56	95.34	108.9	116.78	70.01	123.5	102.97	80.01	28.24	57.89	117.6	58.71	95.34	66.65	120.1	93.35	154.42	65.72	66.18	104.42	35.25	90.77	91.41	40.93	49.56	75.64	115.16	55.1	140.04	115.16	76.17	64.34	167.9	70.51	102.97	114.36	128.79	159.9	64.8	61.25	81.14	173.85	105.89	65.26	40.07	25.72	108.9	45.53	50.27	127.0	79.45	204.07	88.88	20.41	31.22	60.82	60.82	299.25	68.07	81.71	137.14	40.07	164.42	81.71	84.63	78.89	43.94	50.27	144.01	120.1	47.84	78.89	73.54	96.68	80.01	175.07	152.28	88.26	96.01	127.0	147.06	109.66	57.08	88.26	126.12	107.38	72.01	35.0	75.11	112.77	52.45	153.34	47.17	79.45	74.58	68.55	65.26	86.43	55.1	53.57	81.71	42.11	24.46	54.72	165.57	119.26	239.52	66.65	246.28	45.85	79.45	45.85	42.71	61.25	34.51	119.26	31.9	133.36	144.01	169.07	87.65	54.33	113.56	30.12	82.29	74.58	42.71	108.14	149.12	100.13	81.14	69.52	102.25	16.75	241.19	93.35	125.24	73.54	35.25	95.34	115.97	90.14	105.15	143.01	71.5	45.53	84.04	49.21	57.08	57.08	71.5	111.21	154.42	111.99	144.01	132.44	137.14	100.13	220.32	234.57
MLTK	532.74	409.15	231.32	43.02	441.64	476.71	571.05	343.89	323.03	507.46	166.73	186.4	559.28	39.22	447.82	149.12	111.21	420.68	395.18	392.44	327.56	255.0	314.17	379.04	183.82	688.78	99.43	119.26	423.61	397.93	536.45	441.64	264.03	579.04	77.79	532.74	356.05	466.88	190.34	231.32	212.78	429.54	532.74	246.28	264.03	332.14	307.69	159.9	473.41	400.71	387.02	536.45	283.05	497.0	463.65	624.99	217.27	269.6	463.65	74.58	231.32	242.88	163.28	102.25	361.04	603.67	167.9	723.08	708.18	178.77	215.77	454.09	228.13	185.11	669.92	373.81	1059.11	185.11	169.07	167.9	403.5	406.31	145.02	115.16	67.59	373.81	175.07	106.63	358.54	251.48	688.78	316.37	22.75	76.17	414.87	289.02	825.0	205.5	320.8	460.44	180.02	620.67	283.05	269.6	400.71	109.66	91.41	264.03	775.05	303.44	137.14	279.14	241.19	343.89	647.07	366.09	444.72	265.87	218.79	400.71	599.49	318.57	295.11	669.92	312.0	201.25	148.09	281.09	775.05	84.63	555.41	139.07	177.53	299.25	190.34	237.86	236.21	195.72	224.97	348.71	118.43	371.22	54.72	830.75	429.54	1143.1	307.69	432.53	117.6	514.56	80.01	77.25	275.28	94.01	212.78	90.77	483.38	536.45	909.17	187.71	113.56	444.72	119.26	244.57	295.11	52.08	218.79	551.56	376.41	198.47	194.36	361.04	84.04	878.17	329.84	309.83	423.61	323.03	366.09	251.48	264.03	366.09	438.59	223.41	187.71	125.24	373.81	223.41	289.02	400.71	438.59	743.43	529.06	460.44	503.95	543.96	511.0	1151.06	420.68
MRGPRE	1.28	2.43	0.0	0.0	0.58	2.94	8.65	5.92	0.25	3.08	0.96	2.58	6.62	0.0	7.46	0.0	0.52	4.98	2.94	2.89	2.89	0.64	3.72	0.0	2.78	4.74	0.0	2.71	5.06	0.28	5.19	6.41	1.25	1.64	0.57	2.29	5.36	4.74	0.6	1.83	1.66	3.47	7.69	1.33	8.99	8.51	0.58	0.0	0.6	3.72	2.1	1.69	0.27	4.28	1.33	4.35	6.16	0.0	1.27	0.0	3.72	0.97	1.06	0.0	0.59	1.93	2.2	3.11	6.89	1.6	1.58	7.4	0.61	2.89	3.2	1.77	6.26	0.95	0.0	1.58	7.88	4.66	0.58	0.55	0.25	1.3	0.58	1.41	4.5	3.03	8.19	5.45	0.0	0.0	1.57	1.31	7.46	1.99	6.41	5.87	0.88	8.58	0.0	0.27	2.73	1.91	0.0	3.66	12.74	2.68	1.17	3.03	0.6	3.63	4.54	3.38	6.16	3.69	3.03	4.7	1.31	0.0	0.59	2.63	2.29	0.65	0.66	0.64	1.89	0.0	1.68	2.1	4.35	4.46	1.6	0.0	0.95	6.62	0.62	0.64	0.93	0.0	0.0	5.32	5.45	14.78	1.6	12.09	3.53	6.36	0.56	0.59	0.27	0.91	4.21	0.57	3.38	8.92	0.62	2.05	1.2	2.58	0.58	1.46	1.68	0.88	2.63	3.92	0.61	6.67	1.51	3.11	0.0	6.67	0.61	5.15	0.64	0.59	3.59	2.68	0.65	5.28	6.78	1.97	1.19	0.0	0.23	2.68	1.71	1.5	3.82	1.3	6.26	6.36	7.57	1.25	3.82	14.78	10.16
MYO18A	540.19	470.14	265.87	289.02	403.5	400.71	543.96	559.28	258.57	406.31	346.29	450.94	260.38	285.03	728.11	444.72	303.44	414.87	463.65	237.86	529.06	387.02	297.17	373.81	389.72	529.06	287.01	206.94	412.0	429.54	511.0	460.44	435.55	476.71	339.14	406.31	547.75	476.71	341.51	214.27	361.04	483.38	688.78	423.61	392.44	373.81	381.68	255.0	395.18	356.05	409.15	373.81	236.21	660.68	775.05	444.72	400.71	251.48	417.77	249.73	463.65	361.04	291.04	314.17	339.14	389.72	297.17	1242.34	476.71	271.48	262.2	450.94	256.78	406.31	830.75	395.18	423.61	281.09	303.44	368.65	587.13	620.67	145.02	299.25	318.57	400.71	529.06	221.86	688.78	325.29	642.59	420.68	301.33	373.81	373.81	366.09	620.67	325.29	483.38	409.15	275.28	543.96	476.71	444.72	351.14	256.78	368.65	460.44	346.29	336.79	279.14	457.25	334.46	406.31	808.0	444.72	463.65	356.05	432.53	444.72	332.14	323.03	206.94	559.28	341.51	567.1	265.87	312.0	387.02	253.23	379.04	325.29	480.04	297.17	316.37	366.09	389.72	332.14	432.53	486.75	435.55	202.66	124.37	460.44	551.56	1037.29	358.54	444.72	329.84	379.04	327.56	303.44	287.01	229.72	480.04	305.55	457.25	575.03	395.18	497.0	246.28	406.31	218.79	395.18	332.14	329.84	395.18	387.02	329.84	395.18	346.29	327.56	305.55	571.05	224.97	426.57	429.54	366.09	389.72	441.64	332.14	447.82	400.71	301.33	363.56	251.48	318.57	376.41	454.09	237.86	438.59	429.54	525.39	738.29	599.49	507.46	361.04	748.61	591.22
NACC2	125.24	269.6	157.68	70.51	96.01	277.2	287.01	206.94	176.29	244.57	130.6	110.43	244.57	91.41	327.56	118.43	139.07	181.28	232.94	208.38	146.03	167.9	135.24	147.06	122.64	215.77	166.73	118.43	231.32	255.0	258.57	223.41	232.94	255.0	63.0	166.73	197.09	253.23	83.45	120.94	139.07	273.37	423.61	226.54	173.85	106.63	150.17	63.45	138.1	165.57	108.14	258.57	73.03	237.86	249.73	334.46	90.77	156.59	260.38	120.94	246.28	211.31	49.56	166.73	189.02	82.29	246.28	206.94	180.02	156.59	105.15	153.34	150.17	152.28	432.53	223.41	204.07	150.17	66.18	161.02	305.55	260.38	182.55	90.14	67.12	221.86	84.63	49.56	166.73	256.78	444.72	177.53	60.39	159.9	165.57	167.9	432.53	226.54	183.82	351.14	115.16	236.21	124.37	108.14	164.42	114.36	94.01	262.2	181.28	133.36	217.27	205.5	156.59	198.47	339.14	232.94	115.16	141.02	246.28	293.07	206.94	108.9	110.43	325.29	205.5	195.72	127.89	132.44	186.4	95.34	232.94	217.27	176.29	166.73	214.27	264.03	164.42	126.12	102.25	173.85	136.19	64.34	76.17	289.02	199.85	406.31	163.28	293.07	73.03	189.02	108.14	102.25	158.79	98.73	183.82	144.01	307.69	251.48	318.57	164.42	105.89	269.6	142.01	97.36	165.57	158.79	140.04	244.57	172.65	177.53	153.34	356.05	117.6	318.57	169.07	223.41	107.38	95.34	163.28	271.48	148.09	185.11	229.72	159.9	134.3	101.54	172.65	126.12	132.44	110.43	307.69	307.69	228.13	258.57	246.28	236.21	189.02	381.68	239.52
NFASC	116.78	96.01	57.08	31.22	109.66	126.12	221.86	209.84	96.01	180.02	56.28	132.44	239.52	29.7	195.72	28.24	79.45	153.34	88.26	48.52	89.51	54.33	127.0	73.03	112.77	346.29	137.14	82.87	136.19	77.25	343.89	141.02	77.25	191.67	71.0	155.5	221.86	143.01	61.68	46.18	170.25	166.73	137.14	120.1	186.4	171.45	159.9	23.08	112.77	114.36	116.78	95.34	55.89	194.36	142.01	206.94	130.6	50.63	74.06	47.5	93.35	85.22	52.08	75.64	67.12	73.03	75.11	178.77	137.14	53.57	100.13	167.9	59.13	124.37	457.25	327.56	183.82	109.66	50.27	50.63	171.45	156.59	74.58	38.12	125.24	115.16	55.1	73.03	339.14	93.35	232.94	155.5	20.11	47.84	45.53	68.07	387.02	115.97	125.24	244.57	43.63	215.77	94.67	105.89	193.01	88.26	29.06	255.0	154.42	92.7	78.89	111.99	151.22	102.97	279.14	142.01	88.88	152.28	89.51	140.04	81.71	46.84	55.49	140.04	149.12	85.22	31.22	88.88	191.67	62.12	124.37	118.43	88.88	120.94	66.65	78.89	92.05	103.69	64.8	88.26	43.94	38.12	22.43	351.14	329.84	361.04	75.11	493.56	67.12	59.13	50.27	48.87	110.43	71.5	190.34	40.07	146.03	256.78	132.44	75.11	61.68	46.5	46.5	119.26	71.0	29.91	90.77	143.01	83.45	145.02	84.63	94.01	14.89	320.8	161.02	181.28	145.02	85.22	65.72	181.28	83.45	127.89	133.36	68.55	61.68	54.72	47.17	44.89	46.84	37.85	92.05	130.6	215.77	224.97	231.32	164.42	71.5	426.57	273.37
NHSL2	8.19	9.7	16.63	3.0	4.43	16.51	41.52	17.0	12.55	14.78	1.89	6.41	30.12	5.11	16.27	2.73	1.93	13.12	13.52	9.85	8.92	7.51	7.94	18.29	5.5	49.56	8.65	3.89	22.1	16.39	18.56	18.43	5.15	21.94	2.41	15.56	22.1	18.29	5.82	3.99	8.45	12.93	23.42	12.93	16.39	13.62	12.36	5.54	5.87	17.25	7.69	15.91	9.06	21.32	9.56	18.29	16.03	5.63	16.75	3.06	13.62	22.1	6.16	4.98	6.84	8.78	11.3	20.26	17.77	5.5	12.27	23.25	6.94	12.74	41.52	14.56	22.26	7.88	7.63	9.34	34.51	12.83	8.58	4.21	4.86	16.51	6.36	6.11	11.47	11.64	20.56	12.64	1.36	4.13	3.44	7.11	71.0	10.0	13.32	24.81	3.66	19.25	3.86	13.03	9.13	4.13	4.31	24.81	12.93	9.63	8.19	8.65	16.39	4.17	21.94	20.26	13.72	8.19	17.9	26.47	18.29	12.55	5.15	29.48	27.05	15.0	3.47	6.84	21.63	4.28	33.3	5.41	8.85	10.0	19.68	7.28	8.19	12.64	5.68	10.0	6.52	1.81	1.31	32.59	20.86	86.43	5.19	60.82	5.36	10.0	3.66	2.16	10.24	3.44	9.56	4.31	18.16	37.32	37.32	5.45	4.31	18.16	3.79	12.27	6.41	1.43	14.67	17.38	16.39	9.93	5.87	29.48	3.38	19.11	5.68	17.25	9.63	6.41	7.4	24.28	12.09	18.29	13.62	8.92	4.9	7.88	5.77	3.59	5.87	17.38	18.7	39.5	25.17	19.97	26.86	21.47	8.99	64.8	12.74
NTRK2	28.65	29.27	18.43	11.38	27.84	28.65	102.25	75.11	31.67	92.7	7.82	15.68	76.71	11.13	75.64	2.56	18.84	62.56	23.42	38.67	34.51	15.11	44.89	22.43	18.03	60.82	8.99	9.7	43.32	23.08	79.45	101.54	29.7	27.44	4.78	81.71	60.39	24.11	19.39	12.09	58.3	56.28	57.89	52.08	41.81	59.13	38.4	8.58	17.25	34.51	13.03	47.17	16.15	59.13	31.9	120.1	54.72	22.1	23.76	4.13	19.25	28.45	8.85	13.52	15.91	21.32	13.22	39.79	49.56	7.57	10.39	64.34	12.0	34.26	198.47	100.13	38.95	11.21	20.56	14.78	43.63	81.14	18.56	10.08	8.58	28.45	20.26	6.94	54.33	23.93	170.25	46.5	2.73	6.31	30.78	32.13	158.79	11.73	24.28	86.43	10.55	84.63	14.35	56.28	46.18	14.78	11.21	28.45	89.51	9.06	9.78	24.11	30.34	94.67	98.04	39.22	35.0	28.24	18.29	42.11	52.45	8.45	23.25	62.12	10.55	19.53	3.99	34.26	29.48	4.74	67.59	16.15	33.54	30.78	15.68	26.28	40.64	17.64	29.06	26.1	8.58	10.31	5.73	57.08	30.12	153.34	15.22	105.15	14.03	19.68	18.43	7.22	27.44	12.45	51.71	15.45	63.89	36.79	94.01	33.3	18.56	31.45	17.25	65.72	13.93	8.13	34.51	52.08	19.39	45.85	19.97	17.0	9.2	120.1	53.57	46.18	60.39	13.22	25.17	23.59	18.97	31.0	59.13	21.01	10.47	8.85	5.28	13.32	15.56	16.51	61.25	49.56	93.35	42.71	83.45	51.35	26.28	91.41	60.82
PAPPA	7.82	3.41	6.21	1.58	9.78	5.87	18.56	8.38	3.72	7.28	11.47	6.89	13.83	7.51	24.28	4.5	2.16	8.78	11.47	7.22	6.46	6.16	6.57	10.55	4.1	13.62	3.96	9.27	8.78	5.28	10.31	12.55	7.34	11.73	13.22	9.7	12.64	8.99	7.75	3.76	8.06	5.36	16.88	8.58	6.67	8.92	5.73	0.92	3.59	7.94	10.39	8.13	6.21	10.31	10.47	8.0	8.32	4.17	5.82	1.97	6.78	3.32	2.27	7.11	2.81	11.91	7.51	7.34	17.13	9.63	2.78	17.9	9.06	6.11	9.56	7.28	16.27	3.59	8.71	2.41	12.18	5.45	5.32	5.11	6.52	8.71	10.47	10.24	10.0	9.48	17.64	12.83	0.49	1.87	2.76	7.63	25.35	6.78	7.0	23.42	0.87	20.86	3.08	6.41	19.97	3.17	5.59	18.03	17.51	1.31	1.22	8.65	7.06	3.92	8.92	10.63	10.16	3.23	6.41	7.11	5.63	2.78	3.2	7.4	16.63	7.51	5.96	4.98	7.22	3.26	4.13	4.7	8.19	4.06	7.75	9.41	4.39	12.93	4.46	8.65	13.03	2.76	0.47	13.03	15.68	19.82	3.96	14.67	11.64	8.45	1.58	1.66	4.28	6.06	10.55	2.32	10.63	9.27	13.62	6.94	6.67	5.02	6.46	6.26	4.5	2.68	7.4	9.93	4.39	7.63	5.19	12.93	7.46	8.85	3.69	7.94	4.58	9.85	3.53	7.17	3.0	13.32	6.26	6.31	4.78	2.97	3.5	5.59	1.36	7.51	5.77	7.75	6.26	11.13	15.68	8.71	2.41	26.86	12.64
PCDH10	100.83	70.51	23.76	8.99	67.59	113.56	186.4	166.73	32.82	147.06	15.45	67.59	164.42	2.92	144.01	31.45	47.17	79.45	50.27	76.17	65.72	52.08	77.79	26.28	61.68	305.55	25.35	63.45	197.09	119.26	98.73	164.42	69.52	154.42	8.19	143.01	136.19	150.17	87.03	37.32	83.45	98.04	162.14	121.79	92.7	77.25	28.45	4.5	38.4	163.28	41.22	55.49	7.46	166.73	55.89	251.48	117.6	25.17	100.13	11.64	55.49	62.56	10.96	15.8	106.63	64.34	37.05	64.8	94.67	35.76	60.39	232.94	91.41	74.58	157.68	28.04	78.89	29.27	8.38	59.97	127.0	111.21	17.25	21.32	8.58	104.42	28.04	53.95	115.97	63.0	309.83	49.91	1.01	4.1	58.71	61.25	275.28	37.05	69.03	106.63	12.45	131.51	106.63	47.84	102.25	64.34	50.63	40.36	84.63	32.13	56.68	46.18	61.25	124.37	223.41	80.57	100.83	96.68	37.59	65.26	96.68	29.7	70.01	164.42	90.14	39.79	11.73	41.81	104.42	18.7	35.5	27.05	47.84	63.89	30.12	40.36	46.5	52.82	38.95	44.89	34.75	11.3	8.0	334.46	215.77	325.29	59.97	376.41	47.5	48.87	43.02	23.08	45.85	30.12	79.45	32.59	67.59	122.64	218.79	47.17	16.27	74.06	31.9	69.03	29.06	19.97	54.33	161.02	59.13	67.12	65.26	53.19	8.58	279.14	59.13	105.15	21.47	14.24	40.07	119.26	76.71	55.1	96.68	29.06	36.53	12.83	38.4	25.91	56.68	78.89	92.05	187.71	214.27	202.66	197.09	217.27	57.89	269.6	147.06
PCDH18	117.6	105.89	18.29	23.08	73.54	144.01	190.34	89.51	36.01	138.1	26.47	150.17	231.32	12.55	163.28	17.38	37.05	104.42	103.69	138.1	63.45	54.33	80.01	52.08	72.01	244.57	29.91	72.52	163.28	121.79	180.02	162.14	109.66	147.06	11.82	120.1	164.42	144.01	57.08	38.95	107.38	166.73	172.65	94.67	102.97	112.77	57.08	17.64	83.45	185.11	52.08	115.16	101.54	173.85	108.9	182.55	125.24	46.18	181.28	30.34	131.51	88.26	26.28	29.27	112.77	47.5	18.7	158.79	143.01	128.79	61.68	239.52	120.94	97.36	60.39	176.29	173.85	47.17	54.72	76.17	220.32	101.54	31.22	21.94	23.59	123.5	29.06	81.14	163.28	49.56	186.4	159.9	2.61	24.99	51.35	46.84	277.2	42.71	87.03	120.1	23.25	153.34	71.5	70.01	145.02	34.75	21.47	101.54	150.17	84.04	49.91	108.9	108.9	99.43	281.09	180.02	88.88	117.6	104.42	180.02	100.83	63.0	126.12	190.34	209.84	48.52	20.56	70.01	68.55	27.64	149.12	32.13	65.72	65.26	63.89	57.49	37.32	98.73	52.82	67.59	31.67	58.71	14.78	249.73	327.56	497.0	72.52	295.11	57.08	87.03	29.91	33.06	72.01	28.65	74.06	40.07	189.02	217.27	208.38	88.88	33.54	108.14	50.27	115.16	40.36	33.78	141.02	248.0	127.0	53.95	55.89	159.9	12.83	228.13	120.94	123.5	53.95	30.34	95.34	127.0	100.83	175.07	125.24	68.07	22.75	27.44	32.59	55.49	62.12	108.9	134.3	186.4	126.12	185.11	175.07	181.28	88.26	490.14	85.82
