	TCGA.FD.A3SM.01A.11R.A22U.07	TCGA.AR.A1AO.01A.11R.A12P.07	TCGA.A8.A08H.01A.21R.A00Z.07	GTEX.W5X1.2326.SM.3GIL6	TCGA.B8.A54E.01A.11R.A266.07	TCGA.HE.7128.01A.11R.1965.07	TCGA.2K.A9WE.01A.11R.A38C.07	TCGA.KV.A6GD.01A.11R.A31O.07	TCGA.4A.A93Y.01A.11R.A37K.07	TCGA.A4.A48D.01A.11R.A24Z.07	TCGA.DZ.6132.01A.11R.1965.07	TCGA.GL.A4EM.01A.11R.A24Z.07	TCGA.Y8.A8S1.01A.11R.A37K.07	TCGA.F9.A97G.01A.11R.A38C.07	TCGA.GL.A9DD.01A.11R.A37K.07	TCGA.B1.5398.01A.02R.1592.07	TCGA.5P.A9KC.01A.11R.A42S.07	TCGA.IA.A83V.01A.11R.A355.07	TCGA.BQ.7059.01A.11R.1965.07	TCGA.DW.7838.01A.11R.2139.07	TCGA.IA.A83T.01A.11R.A355.07	TCGA.DD.AAEE.01A.11R.A41C.07	TCGA.2Y.A9GW.01A.11R.A38B.07	TCGA.G3.A5SM.01A.12R.A28V.07	TCGA.DD.A4NQ.01A.21R.A28V.07	TCGA.DD.A1EG.01A.11R.A213.07	TCGA.DD.AAEI.01A.11R.A41C.07	TCGA.DD.AACL.01A.11R.A41C.07	TCGA.DD.A4NO.01A.11R.A28V.07	TCGA.G3.AAV3.01A.11R.A37K.07	TCGA.DD.AAE1.01A.11R.A41C.07	TCGA.EP.A3JL.01A.11R.A213.07	TCGA.FV.A2QQ.01A.11R.A22L.07	TCGA.DD.A4NR.01A.11R.A311.07	TCGA.G3.A7M7.01A.12R.A352.07	TCGA.K7.A5RG.01A.11R.A28V.07	TCGA.DD.AACQ.01A.11R.A41C.07	TCGA.ZS.A9CD.01A.11R.A37K.07	TCGA.DD.AACZ.01A.11R.A41C.07	TCGA.CC.A3MC.01A.11R.A22L.07	TCGA.CC.5262.01A.01R.A131.07	TCGA.DD.A73A.01A.12R.A32O.07	TCGA.EP.A2KB.01A.11R.A180.07	TCGA.T1.A6J8.01A.11R.A32O.07	TCGA.DD.AACT.01A.11R.A41C.07	TCGA.O8.A75V.01A.11R.A32O.07	TCGA.BD.A3EP.01A.11R.A22L.07	TCGA.G3.A25V.01A.11R.A16W.07	TCGA.CC.A7IK.01A.12R.A33R.07	TCGA.DD.A39Y.01A.11R.A213.07	TCGA.MI.A75H.01A.11R.A32O.07	TCGA.DD.AAC8.01A.11R.A41C.07	TCGA.HP.A5MZ.01A.21R.A27V.07	TCGA.G3.AAV5.01A.11R.A37K.07	TCGA.EP.A2KC.01A.11R.A213.07	TCGA.GJ.A3OU.01A.31R.A38B.07	TCGA.UB.A7MD.01A.12R.A352.07	TCGA.MI.A75E.01A.11R.A32O.07	TCGA.DD.A3A8.11A.11R.A22L.07	TCGA.DD.A113.11A.12R.A131.07	GTEX.13FLV.0326.SM.5N9DJ	GTEX.YFC4.1526.SM.5IFJS	GTEX.X4EO.1126.SM.4QARQ	GTEX.ZYT6.0626.SM.5E45V	GTEX.13N11.0926.SM.5IJG2	GTEX.145MF.0826.SM.5QGQA	GTEX.139TS.1426.SM.5IFJD	GTEX.P78B.1326.SM.3P611	GTEX.13QJC.0726.SM.5RQJK	GTEX.12WSG.0626.SM.5FQTQ	GTEX.1399R.1226.SM.5P9GF	GTEX.RN64.1826.SM.48FDV	GTEX.Q734.0326.SM.48U15	GTEX.REY6.1226.SM.48FDR	GTEX.R53T.0326.SM.48FEC	TCGA.L4.A4E6.01A.11R.A24H.07	TCGA.95.7043.01A.11R.1949.07	TCGA.38.4632.11A.01R.1755.07	GTEX.YF7O.0626.SM.4W21R	GTEX.13D11.0326.SM.5LZXX	GTEX.1313W.0926.SM.5EQ56	GTEX.O5YT.0526.SM.32PK8	GTEX.ZZPU.0526.SM.5E44U	GTEX.13RTJ.1126.SM.5S2UJ	GTEX.QV44.0926.SM.2S1RH	GTEX.P4QR.1026.SM.2I5GP	GTEX.ZT9X.0326.SM.51MTE	GTEX.ZTTD.1126.SM.51MRP	GTEX.S4Q7.0426.SM.3K2BJ	GTEX.R55C.0526.SM.3GIKA	GTEX.YB5E.0726.SM.4VDSH	GTEX.139YR.0926.SM.5LZYB	GTEX.O5YV.0526.SM.2I5GE	GTEX.ZAB4.0626.SM.5CVN3	GTEX.139T6.0426.SM.5IJEM	GTEX.R55G.0826.SM.2TC5U	GTEX.U3ZN.0626.SM.3DB7U	GTEX.P78B.0926.SM.2I5FA	GTEX.132QS.0726.SM.5IJE9	GTEX.PWOO.0726.SM.2I3EB	GTEX.WH7G.0726.SM.3NMBM	GTEX.Y8E4.0526.SM.4V6GC	GTEX.ZPIC.0626.SM.57WDY	GTEX.131XE.0726.SM.5HL9K	GTEX.11P81.0226.SM.5HL5M	GTEX.T8EM.0326.SM.3DB7F	GTEX.XBED.0826.SM.47JYC	GTEX.SUCS.0626.SM.32PM5	GTEX.13OW8.1726.SM.5L3GO	GTEX.14A6H.0526.SM.5NQAZ	TCGA.77.8007.11A.01R.2187.07
YWHAB	4869.99	4210.15	5006.93	5672.41	3419.52	4802.93	3820.7	3212.66	3665.02	2645.74	4937.99	2915.45	1457.23	3982.99	2796.65	3794.3	2555.58	2148.82	3690.52	3690.52	1794.29	1359.57	1733.13	2061.24	1674.06	2627.46	1378.57	2835.7	3124.78	1447.15	1417.35	2664.15	1896.65	2591.27	1605.83	2468.49	1199.98	2047.0	2434.5	2384.37	2384.37	1407.55	1457.23	2090.03	1572.76	1388.16	2485.67	2148.82	1870.53	1639.59	1259.69	2255.7	2163.77	1605.83	1674.06	2816.11	2434.5	1745.2	995.0	1295.13	1304.15	1322.37	1286.18	921.88	2319.15	1066.48	1242.34	1397.83	1199.98	1572.76	1561.89	713.11	1617.0	1540.37	1437.15	3212.66	3060.45	3443.31	5751.61	4836.35	4181.07	4769.75	4869.99	3540.14	3847.29	2758.13	5672.41	4736.79	4066.71	7749.1	4181.07	3794.3	4769.75	3874.05	3742.05	4704.07	6745.86	3794.3	3639.7	2682.69	4038.61	3280.18	3742.05	4802.93	4328.55	7130.55	4066.71	2609.3	2915.45	3540.14	3349.13
YWHAQ	4152.18	6745.86	5555.65	13681.08	2701.35	3820.7	2537.92	3515.68	3372.43	3742.05	4152.18	3146.52	2468.49	4123.49	3280.18	3768.09	2997.45	3349.13	3820.7	5183.54	2627.46	2485.67	1369.04	1369.04	2240.11	2485.67	1819.35	2451.44	2335.28	2119.22	1529.73	1175.27	1313.23	1977.24	1617.0	2537.92	1322.37	1250.98	2384.37	1540.37	2555.58	1508.65	2287.2	2047.0	555.41	1159.07	1870.53	1519.15	2997.45	1781.89	1529.73	2796.65	1583.71	1551.09	1757.34	2739.08	2032.85	1508.65	1322.37	1519.15	1359.57	1151.06	1250.98	1487.87	2434.5	1529.73	1167.14	2018.8	1457.23	3103.19	2417.67	967.76	2485.67	1151.06	2351.53	3124.78	5147.73	4639.29	8778.97	6037.61	3955.48	6294.04	5112.16	5995.9	3235.01	5112.16	3303.0	3419.52	3794.3	15715.58	3257.52	3081.75	9409.14	4298.64	6121.9	8247.98	6983.79	2434.5	4802.93	2319.15	5672.41	2163.77	6164.49	3589.58	4639.29	14361.31	4575.41	2434.5	2796.65	4239.45	4671.57
ZBTB11	137.14	205.5	176.29	454.09	142.01	155.5	117.6	101.54	87.65	45.53	164.42	48.18	13.72	115.97	140.04	65.72	176.29	42.11	94.01	109.66	29.27	94.01	106.63	89.51	129.69	70.51	82.29	75.64	96.01	85.82	108.9	52.45	69.03	104.42	55.49	151.22	100.13	76.71	163.28	98.73	66.65	133.36	89.51	62.12	82.87	45.53	141.02	81.14	234.57	75.64	69.52	109.66	106.63	66.65	115.16	134.3	113.56	74.58	23.25	93.35	66.18	109.66	93.35	76.71	145.02	67.59	77.25	61.25	102.25	75.64	58.3	80.01	102.97	43.02	108.9	155.5	220.32	149.12	151.22	158.79	251.48	187.71	145.02	129.69	115.97	170.25	162.14	186.4	115.97	265.87	147.06	175.07	150.17	148.09	123.5	140.04	297.17	183.82	105.15	69.03	159.9	153.34	187.71	173.85	209.84	215.77	145.02	152.28	204.07	119.26	135.24
ZC2HC1A	236.21	199.85	102.97	1225.22	144.01	231.32	103.69	83.45	127.0	80.01	232.94	77.79	24.46	116.78	144.01	62.12	112.77	96.01	157.68	136.19	60.39	61.68	46.84	33.78	51.71	65.26	6.41	67.12	52.08	13.93	18.56	34.51	40.64	65.26	53.57	87.65	4.28	13.52	84.63	31.22	28.65	29.48	26.1	36.27	14.67	18.56	62.56	28.04	85.82	106.63	15.0	56.28	65.26	2.48	48.18	98.04	67.12	20.11	4.94	19.11	42.41	6.73	12.55	10.0	143.01	25.54	16.63	11.47	4.17	31.67	14.67	8.45	56.68	41.81	33.54	155.5	84.04	144.01	409.15	251.48	164.42	120.94	361.04	246.28	289.02	420.68	198.47	195.72	140.04	366.09	172.65	271.48	341.51	255.0	269.6	299.25	698.41	395.18	220.32	138.1	244.57	334.46	285.03	199.85	417.77	242.88	206.94	220.32	81.71	429.54	218.79
ZCCHC17	642.59	1059.11	796.86	1037.29	872.1	543.96	551.56	607.87	559.28	417.77	743.43	441.64	299.25	563.18	543.96	466.88	379.04	493.56	579.04	638.15	429.54	397.93	397.93	341.51	713.11	486.75	384.34	830.75	258.57	429.54	253.23	460.44	223.41	486.75	371.22	599.49	518.15	361.04	579.04	503.95	432.53	395.18	334.46	392.44	400.71	460.44	511.0	414.87	748.61	753.83	435.55	353.59	480.04	373.81	318.57	417.77	341.51	466.88	149.12	236.21	285.03	246.28	194.36	215.77	567.1	244.57	164.42	251.48	256.78	603.67	255.0	202.66	285.03	432.53	206.94	518.15	426.57	848.22	713.11	884.29	909.17	934.76	1111.82	1059.11	808.0	265.87	878.17	819.3	802.41	896.64	813.63	351.14	629.35	1104.13	967.76	698.41	802.41	514.56	536.45	748.61	974.5	575.03	1081.39	878.17	961.07	753.83	633.73	518.15	825.0	909.17	808.0
ZCCHC4	137.14	130.6	121.79	265.87	112.77	128.79	125.24	119.26	93.35	61.25	119.26	75.64	37.59	77.79	124.37	101.54	96.68	90.77	98.73	119.26	76.71	120.1	79.45	81.14	107.38	82.29	46.5	97.36	78.89	92.7	113.56	60.39	48.18	92.7	59.55	167.9	80.57	57.08	134.3	88.26	88.88	60.82	50.63	151.22	103.69	68.07	118.43	72.52	92.05	67.12	82.87	73.03	79.45	82.29	105.89	110.43	118.43	66.18	36.27	53.19	70.51	100.13	23.59	77.79	129.69	39.5	39.79	69.03	62.56	125.24	61.68	107.38	84.04	59.97	115.97	149.12	51.71	101.54	99.43	100.83	186.4	141.02	122.64	75.64	106.63	119.26	109.66	135.24	115.16	155.5	138.1	125.24	105.15	80.57	111.21	108.9	183.82	163.28	112.77	89.51	132.44	176.29	105.15	135.24	136.19	145.02	171.45	161.02	90.14	114.36	117.6
ZDHHC13	368.65	293.07	199.85	346.29	150.17	237.86	182.55	187.71	195.72	151.22	228.13	177.53	71.0	301.33	237.86	163.28	223.41	191.67	246.28	199.85	115.16	30.78	71.5	69.03	108.9	33.54	13.93	81.14	21.01	28.45	84.04	77.79	61.25	86.43	45.21	104.42	18.84	38.4	74.58	70.01	37.05	21.63	53.95	94.67	53.19	39.5	123.5	38.95	16.27	14.89	19.82	12.83	82.87	6.11	51.35	133.36	27.05	38.12	12.0	27.05	49.91	52.08	14.78	50.98	111.21	8.85	53.19	29.48	48.87	56.28	24.11	11.13	69.03	56.68	25.91	211.31	529.06	158.79	305.55	253.23	130.6	381.68	258.57	209.84	121.79	164.42	291.04	164.42	146.03	414.87	198.47	177.53	187.71	163.28	193.01	291.04	384.34	156.59	223.41	199.85	285.03	176.29	211.31	138.1	287.01	224.97	217.27	158.79	127.0	161.02	211.31
ZFP37	14.78	38.4	49.21	543.96	29.06	25.91	13.42	13.22	19.82	10.0	63.45	9.41	2.58	24.99	21.01	6.94	13.72	10.39	12.83	27.05	7.69	19.25	3.89	3.79	15.91	6.21	1.31	10.55	18.7	22.59	18.29	3.59	2.03	6.94	3.44	8.51	7.69	3.35	21.32	13.52	12.55	0.85	14.24	5.5	3.32	1.25	19.25	8.0	33.54	4.35	2.84	15.22	13.12	4.58	11.38	8.85	3.63	6.46	0.0	5.06	3.29	15.0	0.99	9.41	5.63	10.47	3.69	10.31	4.7	26.67	15.11	8.0	5.11	6.73	23.42	20.71	14.56	16.03	28.45	24.99	10.79	23.08	54.33	38.4	31.67	32.82	20.26	46.18	21.32	35.5	15.8	14.14	36.01	61.68	15.68	19.11	84.04	36.79	21.78	22.1	23.08	30.12	34.75	54.72	34.51	43.63	9.27	30.78	18.84	26.1	18.7
ZFP91	651.58	723.08	748.61	1457.23	647.07	836.53	361.04	327.56	409.15	400.71	764.36	387.02	165.57	521.76	438.59	493.56	507.46	332.14	633.73	693.58	316.37	341.51	301.33	320.8	395.18	318.57	291.04	202.66	371.22	291.04	283.05	150.17	176.29	301.33	173.85	493.56	255.0	251.48	412.0	287.01	384.34	318.57	239.52	341.51	218.79	224.97	341.51	277.2	376.41	242.88	187.71	299.25	267.73	193.01	260.38	356.05	334.46	265.87	212.78	327.56	260.38	220.32	379.04	256.78	299.25	224.97	214.27	291.04	255.0	583.07	414.87	229.72	299.25	234.57	420.68	466.88	529.06	603.67	518.15	532.74	764.36	624.99	543.96	309.83	397.93	688.78	460.44	529.06	444.72	753.83	329.84	607.87	718.08	460.44	457.25	679.29	1119.56	457.25	796.86	248.0	447.82	454.09	476.71	503.95	514.56	1199.98	679.29	376.41	460.44	490.14	486.75
ZFYVE16	190.34	412.0	423.61	836.53	177.53	353.59	341.51	255.0	244.57	165.57	299.25	148.09	46.5	435.55	223.41	162.14	137.14	124.37	231.32	332.14	111.99	130.6	206.94	185.11	228.13	142.01	91.41	202.66	301.33	144.01	186.4	92.7	131.51	195.72	93.35	301.33	149.12	116.78	269.6	183.82	115.16	228.13	204.07	101.54	183.82	106.63	185.11	161.02	177.53	137.14	105.15	176.29	205.5	137.14	224.97	336.79	145.02	134.3	61.68	201.25	163.28	100.13	103.69	150.17	182.55	101.54	115.16	106.63	171.45	241.19	163.28	161.02	178.77	189.02	120.1	432.53	181.28	555.41	231.32	221.86	540.19	500.46	285.03	371.22	612.11	460.44	264.03	536.45	220.32	503.95	253.23	511.0	525.39	361.04	221.86	297.17	612.11	651.58	275.28	187.71	267.73	414.87	204.07	406.31	409.15	336.79	246.28	249.73	234.57	684.02	389.72
ZNF107	92.05	150.17	108.9	180.02	43.32	75.64	33.06	23.08	30.78	6.11	74.58	7.63	5.82	23.76	46.84	6.21	65.72	11.73	30.12	24.81	6.67	38.4	12.27	16.75	31.22	21.47	8.25	40.07	15.8	17.0	33.06	17.38	6.01	35.5	4.9	71.5	12.64	4.74	39.22	9.2	15.56	14.03	10.63	31.67	16.88	19.82	51.35	11.47	36.27	14.89	8.99	13.42	22.92	11.04	25.72	28.45	9.27	18.84	3.29	6.67	7.11	9.48	20.86	1.93	63.0	17.38	23.59	19.97	11.73	17.51	4.58	17.25	6.46	5.77	2.43	43.63	112.77	31.45	22.26	40.07	52.82	133.36	39.5	52.82	75.64	20.56	76.71	98.73	50.27	75.64	36.27	26.47	40.07	73.54	42.11	29.7	60.82	49.91	18.43	49.56	47.84	68.07	37.85	32.13	62.56	49.91	33.3	45.21	26.47	56.28	47.17
ZNF14	73.03	140.04	101.54	438.59	85.82	62.56	46.18	62.12	65.72	32.36	59.55	36.79	18.29	76.71	60.82	44.25	31.0	28.45	73.03	71.5	30.34	16.75	18.97	14.14	19.39	20.41	4.1	32.13	7.82	14.67	62.12	9.06	8.19	32.13	4.54	42.11	2.39	2.94	32.13	14.24	11.13	6.16	13.03	40.93	8.38	9.85	64.34	13.52	44.25	2.36	9.48	15.11	22.92	1.85	4.98	26.86	13.93	9.27	2.1	4.35	20.71	3.41	6.46	6.16	5.96	5.36	8.78	6.52	2.53	7.17	21.47	23.76	31.22	4.03	1.87	74.06	48.52	68.07	122.64	67.12	60.39	82.29	115.16	71.0	104.42	65.72	78.89	88.26	92.05	121.79	115.97	49.56	66.65	72.52	65.72	54.33	159.9	136.19	67.59	35.5	90.77	84.63	148.09	104.42	124.37	111.21	81.14	92.7	49.21	101.54	53.95
ZNF2	78.34	62.12	63.89	110.43	57.49	38.12	36.53	48.18	53.19	27.25	69.03	34.26	34.02	49.56	63.89	58.71	35.25	32.82	52.45	53.19	57.89	33.3	39.79	22.75	22.75	26.1	28.24	37.59	42.41	33.3	53.57	19.53	29.27	24.99	19.82	35.0	47.5	20.86	40.93	27.05	31.9	42.41	33.78	26.47	34.51	23.93	38.95	16.75	71.5	16.27	32.36	50.27	31.22	23.59	37.05	39.5	27.84	36.79	9.13	21.63	25.54	36.53	17.64	27.84	26.28	19.25	23.76	30.12	15.0	31.67	29.27	37.32	28.65	15.68	28.04	54.33	58.3	42.71	57.49	58.71	45.53	56.28	64.34	50.98	69.03	46.18	64.34	61.68	56.28	39.22	53.95	36.01	51.35	46.84	51.71	51.71	67.59	67.59	50.98	40.93	58.71	60.82	74.58	66.65	64.8	23.42	45.53	60.39	18.16	56.28	35.25
ZNF223	115.97	120.94	79.45	279.14	249.73	41.81	48.87	54.33	45.21	40.93	81.14	55.49	28.65	51.35	80.57	37.85	56.68	33.78	56.68	88.26	30.56	27.84	26.47	20.11	94.01	36.53	21.47	42.11	37.85	31.0	40.07	33.54	21.78	37.32	24.46	53.57	32.13	15.56	26.1	19.82	34.75	37.59	74.06	12.45	43.32	11.04	46.18	48.52	17.77	13.12	57.08	46.18	47.84	14.45	37.05	49.91	16.51	32.59	14.03	15.56	63.45	13.93	38.12	59.97	79.45	27.84	13.42	17.0	9.78	38.67	24.46	29.06	40.93	27.84	34.51	134.3	43.94	61.68	92.7	48.87	145.02	82.87	116.78	66.18	72.52	29.48	61.68	214.27	69.03	66.18	70.51	32.82	73.03	44.25	108.14	41.22	86.43	154.42	36.53	27.84	70.01	123.5	89.51	136.19	150.17	42.71	97.36	94.67	38.95	101.54	72.52
ZNF283	57.89	95.34	100.83	109.66	63.45	72.52	21.63	25.54	30.56	23.59	63.0	22.59	19.53	42.71	40.36	30.12	60.39	24.99	38.95	51.71	14.78	16.15	15.0	34.51	41.22	28.65	29.27	49.91	22.92	19.68	31.22	20.11	13.32	31.9	4.7	27.25	15.8	3.2	31.22	15.56	17.9	18.16	43.32	5.06	23.59	9.78	31.9	10.16	24.11	18.43	9.48	40.36	36.01	3.11	20.11	16.63	6.06	8.45	4.94	24.11	21.01	23.42	36.53	29.06	33.3	27.44	13.72	26.67	13.12	25.54	28.45	37.32	22.1	3.63	18.97	46.5	23.25	28.65	27.84	37.32	91.41	87.65	43.02	51.71	86.43	74.06	34.51	41.81	23.42	40.93	26.86	40.07	54.33	80.01	23.25	27.84	75.64	49.21	42.71	13.32	39.79	48.87	43.63	67.12	117.6	26.86	26.28	45.21	19.39	96.68	50.98
ZNF350	435.55	283.05	223.41	454.09	143.01	131.51	115.16	105.89	143.01	113.56	166.73	70.01	55.1	190.34	98.73	108.9	135.24	54.72	122.64	165.57	64.8	121.79	66.65	80.01	269.6	67.12	17.64	127.0	78.89	116.78	135.24	59.97	71.5	77.79	8.32	97.36	63.45	36.27	105.15	55.89	53.19	32.82	125.24	48.52	77.79	68.07	88.88	70.51	176.29	40.64	156.59	107.38	35.0	21.32	55.1	89.51	53.95	85.82	29.27	37.59	82.87	80.01	44.57	92.7	62.12	103.69	80.01	68.07	49.21	91.41	76.17	108.9	112.77	22.59	78.34	146.03	303.44	139.07	141.02	80.01	187.71	130.6	193.01	130.6	108.9	44.89	117.6	128.79	206.94	309.83	138.1	35.76	80.57	318.57	186.4	82.29	414.87	202.66	93.35	60.39	144.01	133.36	110.43	151.22	194.36	264.03	178.77	206.94	476.71	119.26	156.59
ZNF354A	91.41	231.32	189.02	343.89	376.41	164.42	155.5	244.57	102.25	79.45	162.14	65.26	28.86	305.55	191.67	77.25	146.03	78.34	102.97	173.85	40.07	76.17	29.48	71.0	55.89	70.01	16.27	73.54	17.13	46.5	67.59	55.49	17.64	158.79	18.56	65.72	50.27	35.0	171.45	110.43	19.53	24.11	9.06	65.26	103.69	49.21	73.54	27.25	82.87	141.02	17.9	128.79	55.89	8.38	72.01	142.01	13.72	50.98	5.73	52.45	48.87	58.3	22.43	41.52	37.59	17.64	26.47	43.63	64.8	109.66	21.94	86.43	37.59	8.06	43.63	223.41	109.66	165.57	110.43	129.69	215.77	291.04	145.02	88.26	177.53	110.43	153.34	309.83	185.11	223.41	191.67	92.7	223.41	105.89	102.25	112.77	206.94	264.03	190.34	150.17	162.14	253.23	141.02	234.57	105.89	96.01	112.77	209.84	73.54	206.94	158.79
ZNF365	460.44	22.1	40.07	58.71	10.47	29.48	14.89	10.79	14.45	25.17	15.11	47.84	42.11	67.59	23.25	48.52	3.44	40.64	18.97	41.22	4.66	0.82	2.61	2.14	1.53	1.89	0.52	1.38	3.82	0.49	0.0	1.66	1.16	0.46	0.85	1.68	0.0	0.46	0.43	0.87	3.69	0.55	0.84	1.57	0.0	0.87	1.28	2.56	0.45	0.0	6.31	0.78	4.5	0.0	0.87	6.67	1.81	0.92	0.49	0.56	0.0	0.0	2.29	0.43	0.25	2.48	0.0	0.33	0.0	0.0	1.64	0.0	2.58	0.0	0.0	20.26	7.63	19.82	178.77	29.27	237.86	145.02	108.14	16.88	94.01	11.73	118.43	70.01	32.13	61.25	246.28	66.65	14.14	53.19	38.67	48.18	156.59	1551.09	22.43	36.01	110.43	164.42	39.22	127.0	99.43	53.57	100.83	100.13	11.04	137.14	39.5
ZNF41	78.34	113.56	122.64	228.13	97.36	104.42	53.19	31.45	65.72	32.59	95.34	34.26	15.11	71.0	71.0	48.87	57.89	38.95	76.17	59.13	28.86	40.93	43.32	48.87	32.13	26.28	21.47	24.28	51.35	50.98	33.78	31.0	25.72	35.0	14.35	75.64	41.81	32.82	35.5	48.52	29.27	31.22	19.68	41.81	34.26	18.03	58.71	30.78	44.57	18.43	31.22	49.56	50.27	24.81	48.87	61.25	29.06	42.41	13.52	38.4	44.57	48.87	29.91	43.63	66.18	27.84	28.04	40.64	58.71	41.22	32.13	126.12	32.82	36.53	36.27	94.67	45.21	79.45	127.89	102.97	78.34	134.3	117.6	77.79	121.79	107.38	78.89	114.36	94.67	156.59	90.14	78.34	145.02	98.04	110.43	113.56	183.82	135.24	102.97	81.14	94.01	146.03	119.26	142.01	102.97	97.36	124.37	116.78	48.52	115.16	67.59
ZNF430	107.38	169.07	114.36	205.5	53.95	97.36	46.5	23.42	54.72	12.64	73.54	18.29	9.48	33.54	42.71	16.03	15.45	17.64	37.05	41.81	10.71	11.55	21.94	14.56	18.29	27.44	5.06	22.43	41.81	10.88	32.59	8.13	4.1	25.72	3.5	44.25	10.0	3.79	21.01	8.25	20.56	7.63	6.11	24.81	6.89	7.88	33.06	14.67	30.34	5.73	4.43	10.0	14.89	6.31	19.39	57.89	6.16	5.45	1.2	7.11	13.42	12.55	6.78	2.89	14.67	3.03	6.06	1.87	5.73	29.27	11.91	6.78	26.86	0.75	14.78	97.36	82.29	84.63	81.14	86.43	103.69	131.51	90.77	169.07	82.87	59.97	69.03	83.45	44.57	130.6	40.36	69.52	61.25	155.5	87.65	61.68	244.57	96.68	57.08	35.0	77.79	73.54	67.12	68.55	122.64	217.27	94.01	79.45	118.43	77.25	71.5
ZNF484	47.5	69.52	43.63	241.19	42.41	40.64	27.64	21.78	24.46	14.56	44.25	15.8	6.62	33.06	31.22	16.39	31.22	14.14	28.86	28.45	9.7	14.45	16.51	12.83	29.91	13.62	8.51	17.13	19.53	20.26	22.43	12.64	6.67	21.94	12.0	28.65	15.68	17.51	19.82	19.68	23.76	18.16	18.16	7.34	16.15	11.38	23.59	18.7	33.54	11.91	13.22	17.51	24.81	13.12	15.0	22.92	21.32	18.29	2.07	17.9	14.67	17.77	23.76	7.22	29.06	19.11	16.63	18.43	27.25	46.18	10.79	19.68	17.77	51.35	23.08	41.52	18.56	38.67	31.67	33.06	34.51	113.56	58.3	59.13	87.03	50.27	72.52	80.57	31.67	56.28	49.91	49.56	68.55	68.07	27.25	39.5	73.54	69.52	27.64	41.52	32.13	50.63	31.9	128.79	49.56	63.89	28.65	20.71	37.59	83.45	50.27
ZNF527	55.49	76.17	48.18	180.02	101.54	35.76	46.84	32.36	46.5	28.86	57.08	36.53	24.99	47.17	55.49	39.79	48.52	24.99	45.85	33.78	34.75	43.94	34.75	33.06	77.79	40.64	4.31	37.85	55.49	43.02	44.25	28.45	17.0	43.32	14.89	38.67	46.5	17.64	39.22	29.27	29.7	21.78	48.18	26.28	44.89	25.91	40.07	19.82	35.5	32.82	29.06	38.95	38.95	21.01	40.64	43.02	25.54	33.78	15.34	34.75	52.45	26.86	54.72	28.86	21.16	25.72	15.91	17.25	32.13	59.55	36.53	53.95	38.12	23.76	17.0	60.82	54.33	59.97	55.89	64.8	52.82	61.68	65.72	70.01	66.65	51.71	52.82	80.57	37.05	62.56	56.28	41.81	65.72	98.73	60.39	63.0	60.82	103.69	43.32	57.89	47.84	81.14	65.26	103.69	80.57	41.81	33.78	81.14	46.5	79.45	55.89
ZNF561	285.03	521.76	571.05	1268.46	373.81	356.05	283.05	202.66	325.29	151.22	432.53	260.38	117.6	450.94	293.07	318.57	289.02	258.57	400.71	258.57	183.82	181.28	224.97	139.07	108.9	138.1	212.78	76.17	323.03	221.86	275.28	127.89	154.42	253.23	141.02	242.88	112.77	176.29	251.48	105.15	194.36	244.57	309.83	102.97	212.78	111.99	277.2	220.32	197.09	94.67	226.54	187.71	215.77	187.71	262.2	258.57	204.07	187.71	102.25	208.38	80.01	224.97	135.24	127.0	180.02	209.84	91.41	281.09	152.28	312.0	255.0	314.17	518.15	206.94	271.48	412.0	186.4	392.44	363.56	356.05	283.05	587.13	423.61	353.59	1081.39	287.01	612.11	473.41	381.68	521.76	336.79	607.87	748.61	540.19	412.0	497.0	647.07	607.87	341.51	275.28	480.04	406.31	480.04	571.05	679.29	358.54	363.56	500.46	218.79	780.44	571.05
ZNF613	112.77	121.79	86.43	175.07	136.19	65.26	59.97	75.11	72.01	48.52	81.14	37.85	32.82	100.13	69.03	45.85	52.45	42.11	49.21	74.06	39.5	43.94	31.45	34.02	58.71	57.89	10.31	80.01	35.76	47.17	46.84	36.79	29.7	34.75	15.56	53.19	45.53	23.93	33.06	40.64	39.79	19.11	46.18	41.81	34.26	41.22	48.18	17.77	69.52	31.67	59.55	34.75	39.79	11.04	38.12	52.08	37.32	52.82	16.51	26.67	35.0	27.44	57.89	33.3	30.34	26.1	35.0	24.63	33.54	54.33	28.86	44.57	22.75	53.57	44.89	71.5	110.43	63.0	85.22	83.45	88.88	80.57	108.14	83.45	110.43	50.63	96.01	125.24	108.9	84.63	97.36	60.82	87.03	78.34	74.58	82.87	108.14	140.04	71.5	38.67	85.22	105.15	104.42	116.78	143.01	27.44	50.63	98.73	42.41	102.97	63.89
