	TCGA.CH.5739.01A.11R.1580.07	TCGA.EJ.7331.01A.11R.2118.07	TCGA.CH.5766.01A.11R.1580.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.EJ.5526.01A.01R.1580.07	TCGA.EJ.5524.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.TP.A8TV.01A.11R.A41O.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.XJ.A83H.01A.11R.A352.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.EJ.AB27.01A.11R.A41O.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.CH.5750.01A.11R.1580.07	TCGA.M7.A71Z.01A.12R.A32O.07	TCGA.KK.A8IM.01A.11R.A36G.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.EJ.7797.01A.11R.2263.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.CH.5746.01A.11R.1580.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.YL.A8SA.01A.21R.A37L.07	TCGA.CH.5753.01A.11R.1580.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.EJ.8470.01A.11R.2403.07	TCGA.J4.A83L.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.WW.A8ZI.01A.11R.A37L.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.7781.01A.11R.2118.07	TCGA.EJ.A7NJ.01A.22R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.EJ.5522.01A.01R.1580.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.YL.A9WJ.01A.11R.A37L.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.G9.7509.01A.11R.A41O.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.CH.5790.01A.11R.1580.07	TCGA.CH.5738.01A.11R.1580.07	TCGA.EJ.7115.01A.11R.2118.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.YL.A8S9.01A.11R.A37L.07	TCGA.EJ.7793.01A.31R.2263.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.J4.A83M.01A.11R.A352.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.XK.AAJP.01A.11R.A41O.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.EJ.5515.01A.01R.1580.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.Y6.A9XI.01A.11R.A41O.07	TCGA.EJ.7785.01A.11R.2118.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.EJ.5530.01A.01R.1580.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.VP.A875.01A.31R.A352.07	TCGA.EJ.5498.01A.01R.1580.07	TCGA.EJ.7786.01A.11R.2118.07	TCGA.EJ.5511.01A.01R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.VN.A88N.01A.11R.A36G.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.HC.8258.01A.11R.2263.07	TCGA.EJ.7125.01A.11R.1965.07	TCGA.KK.A7AU.01A.11R.A32O.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.EJ.5502.01A.01R.1580.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.EJ.7327.11A.01R.2118.07	TCGA.HC.7819.11A.01R.2118.07	TCGA.EJ.7115.11A.01R.2118.07	TCGA.EJ.7317.11A.01R.2118.07	TCGA.HC.8259.11A.01R.2263.07
DENND4C	525.39	518.15	514.56	119.26	723.08	674.59	218.79	684.02	211.31	120.1	320.8	232.94	723.08	287.01	607.87	197.09	366.09	368.65	166.73	371.22	170.25	409.15	660.68	237.86	232.94	239.52	536.45	336.79	256.78	361.04	579.04	186.4	211.31	447.82	346.29	275.28	674.59	239.52	450.94	206.94	309.83	312.0	88.26	120.1	629.35	361.04	141.02	748.61	167.9	341.51	297.17	217.27	211.31	348.71	242.88	575.03	490.14	387.02	753.83	473.41	389.72	299.25	403.5	239.52	279.14	525.39	208.38	198.47	242.88	688.78	503.95	194.36	303.44	1127.35	381.68	665.29	181.28	332.14	665.29	361.04	688.78	387.02	490.14	154.42	185.11	444.72	256.78	441.64	237.86	153.34	447.82	190.34	277.2	297.17	220.32	226.54	323.03	486.75	493.56	435.55	470.14	316.37
DIS3	447.82	379.04	353.59	91.41	409.15	403.5	241.19	483.38	107.38	197.09	255.0	271.48	329.84	265.87	417.77	132.44	273.37	339.14	177.53	258.57	221.86	343.89	466.88	253.23	253.23	119.26	371.22	279.14	199.85	202.66	429.54	242.88	220.32	397.93	285.03	244.57	353.59	221.86	343.89	231.32	260.38	137.14	183.82	125.24	406.31	255.0	130.6	483.38	181.28	271.48	232.94	137.14	183.82	329.84	275.28	336.79	423.61	208.38	287.01	195.72	341.51	148.09	291.04	173.85	246.28	438.59	194.36	212.78	129.69	514.56	353.59	195.72	140.04	493.56	316.37	373.81	145.02	301.33	400.71	273.37	476.71	239.52	295.11	127.0	202.66	368.65	201.25	368.65	239.52	127.89	316.37	193.01	229.72	170.25	194.36	223.41	191.67	343.89	307.69	291.04	327.56	271.48
DTWD2	135.24	111.21	180.02	40.07	158.79	128.79	57.89	226.54	55.49	45.53	84.63	57.89	208.38	55.1	208.38	31.0	101.54	111.99	28.45	83.45	63.89	98.04	178.77	86.43	47.5	22.92	142.01	73.03	57.89	125.24	281.09	50.63	77.25	145.02	75.64	95.34	75.11	53.57	146.03	49.21	93.35	109.66	44.57	37.05	142.01	60.82	44.89	201.25	40.36	100.13	49.21	60.39	58.71	94.67	52.08	123.5	148.09	69.03	166.73	145.02	136.19	118.43	86.43	40.93	72.52	132.44	48.87	56.68	68.07	226.54	121.79	40.64	113.56	172.65	96.01	120.94	48.52	88.88	134.3	105.15	157.68	78.34	142.01	40.07	71.0	90.14	55.49	110.43	36.53	55.49	90.14	49.21	62.56	50.63	80.57	75.64	72.52	115.16	82.87	77.79	115.16	56.28
E2F6	267.73	303.44	285.03	128.79	301.33	336.79	201.25	303.44	197.09	157.68	206.94	253.23	275.28	205.5	251.48	175.07	253.23	249.73	132.44	312.0	165.57	246.28	287.01	231.32	218.79	170.25	246.28	129.69	162.14	224.97	366.09	143.01	194.36	336.79	226.54	164.42	253.23	141.02	220.32	189.02	208.38	271.48	120.1	173.85	251.48	234.57	139.07	314.17	141.02	197.09	220.32	271.48	165.57	214.27	236.21	220.32	277.2	224.97	239.52	236.21	226.54	131.51	224.97	127.0	199.85	277.2	139.07	189.02	194.36	316.37	281.09	185.11	198.47	295.11	202.66	258.57	129.69	193.01	287.01	201.25	363.56	232.94	253.23	181.28	155.5	212.78	193.01	183.82	224.97	144.01	277.2	217.27	193.01	234.57	221.86	206.94	155.5	253.23	271.48	262.2	267.73	293.07
ESF1	237.86	190.34	229.72	81.14	297.17	163.28	137.14	253.23	121.79	139.07	181.28	202.66	241.19	137.14	215.77	135.24	180.02	226.54	85.22	221.86	145.02	214.27	287.01	177.53	185.11	152.28	220.32	182.55	145.02	135.24	265.87	123.5	127.0	260.38	198.47	143.01	234.57	177.53	181.28	165.57	181.28	193.01	74.58	82.29	201.25	148.09	135.24	269.6	76.17	175.07	141.02	143.01	130.6	146.03	191.67	248.0	229.72	159.9	241.19	208.38	108.9	191.67	164.42	115.16	148.09	224.97	118.43	154.42	157.68	248.0	199.85	124.37	177.53	214.27	181.28	194.36	117.6	149.12	246.28	224.97	211.31	199.85	194.36	100.83	149.12	209.84	155.5	151.22	163.28	104.42	167.9	157.68	185.11	153.34	135.24	167.9	147.06	166.73	204.07	144.01	155.5	167.9
EXOC8	171.45	151.22	182.55	78.34	136.19	195.72	99.43	178.77	73.54	94.01	121.79	94.67	201.25	120.1	187.71	108.14	100.13	164.42	50.27	120.1	86.43	131.51	164.42	81.71	94.01	73.54	175.07	102.97	76.71	102.97	167.9	69.03	66.18	98.04	125.24	88.26	115.97	115.16	173.85	81.71	59.97	94.67	25.35	47.84	155.5	140.04	72.01	158.79	107.38	133.36	82.87	84.04	98.04	116.78	94.01	141.02	129.69	116.78	171.45	139.07	150.17	105.15	128.79	88.26	97.36	186.4	101.54	59.97	102.25	169.07	178.77	81.71	94.67	156.59	102.97	128.79	63.0	84.04	214.27	141.02	206.94	132.44	115.97	87.03	96.68	140.04	118.43	111.99	67.59	77.79	120.94	73.03	84.63	108.9	167.9	101.54	87.65	141.02	154.42	99.43	165.57	116.78
FAM175A	121.79	125.24	137.14	37.05	135.24	144.01	71.0	186.4	74.58	36.01	75.64	59.13	191.67	99.43	129.69	52.08	79.45	125.24	39.79	111.99	92.7	130.6	180.02	78.89	99.43	87.03	135.24	74.06	101.54	64.8	137.14	64.8	61.25	137.14	118.43	80.01	127.89	102.25	145.02	62.56	72.01	130.6	79.45	47.17	190.34	78.89	78.89	176.29	58.3	82.87	94.67	110.43	67.12	70.01	85.22	105.89	127.89	104.42	147.06	84.63	136.19	89.51	132.44	87.65	91.41	99.43	78.34	79.45	78.89	147.06	133.36	84.63	159.9	151.22	98.04	133.36	41.52	69.03	153.34	147.06	181.28	121.79	190.34	58.71	58.71	129.69	74.06	102.25	49.91	44.25	105.15	97.36	69.03	100.83	66.18	74.58	85.82	170.25	148.09	201.25	134.3	95.34
FBXW7	199.85	170.25	218.79	95.34	285.03	236.21	113.56	262.2	140.04	112.77	156.59	187.71	205.5	147.06	205.5	111.99	157.68	255.0	82.87	199.85	154.42	201.25	264.03	180.02	156.59	122.64	211.31	155.5	137.14	185.11	262.2	132.44	146.03	241.19	178.77	141.02	209.84	146.03	172.65	194.36	195.72	211.31	136.19	88.88	190.34	163.28	120.94	241.19	105.89	173.85	130.6	141.02	122.64	161.02	147.06	201.25	204.07	166.73	167.9	165.57	229.72	153.34	117.6	120.94	145.02	239.52	130.6	131.51	120.1	244.57	183.82	121.79	116.78	231.32	115.97	172.65	88.26	143.01	237.86	173.85	232.94	170.25	194.36	137.14	147.06	178.77	159.9	113.56	111.21	127.0	205.5	159.9	153.34	173.85	124.37	139.07	121.79	181.28	199.85	155.5	159.9	162.14
FCF1	728.11	802.41	679.29	348.71	967.76	796.86	518.15	866.07	366.09	285.03	521.76	476.71	884.29	599.49	669.92	356.05	567.1	688.78	264.03	693.58	412.0	703.28	915.51	497.0	551.56	432.53	748.61	518.15	551.56	473.41	718.08	368.65	511.0	669.92	665.29	507.46	743.43	500.46	808.0	423.61	507.46	463.65	255.0	214.27	769.69	587.13	346.29	813.63	397.93	599.49	638.15	497.0	406.31	591.22	547.75	723.08	718.08	629.35	769.69	543.96	769.69	571.05	651.58	529.06	476.71	785.88	493.56	381.68	444.72	819.3	884.29	511.0	547.75	723.08	529.06	738.29	356.05	551.56	896.64	483.38	836.53	708.18	698.41	381.68	414.87	698.41	629.35	599.49	363.56	397.93	674.59	429.54	332.14	567.1	409.15	470.14	420.68	890.44	813.63	748.61	769.69	728.11
FEM1C	373.81	312.0	281.09	139.07	318.57	226.54	172.65	295.11	241.19	181.28	212.78	180.02	423.61	163.28	293.07	127.89	244.57	275.28	104.42	198.47	172.65	307.69	297.17	325.29	175.07	102.25	206.94	190.34	189.02	199.85	373.81	285.03	234.57	291.04	218.79	241.19	220.32	244.57	341.51	137.14	260.38	199.85	140.04	108.14	258.57	143.01	185.11	301.33	90.77	193.01	132.44	148.09	129.69	241.19	197.09	305.55	258.57	205.5	323.03	241.19	273.37	228.13	279.14	185.11	167.9	264.03	143.01	166.73	241.19	353.59	269.6	126.12	253.23	291.04	287.01	262.2	162.14	166.73	525.39	239.52	353.59	248.0	237.86	99.43	206.94	312.0	150.17	241.19	104.42	169.07	199.85	178.77	193.01	197.09	249.73	142.01	138.1	197.09	226.54	186.4	262.2	156.59
FOPNL	928.3	547.75	540.19	281.09	753.83	629.35	351.14	693.58	373.81	392.44	438.59	368.65	713.11	460.44	473.41	406.31	414.87	525.39	329.84	483.38	341.51	575.03	713.11	426.57	376.41	351.14	941.27	387.02	473.41	358.54	555.41	325.29	376.41	633.73	444.72	351.14	457.25	543.96	638.15	387.02	476.71	503.95	309.83	314.17	444.72	389.72	483.38	629.35	414.87	457.25	447.82	363.56	476.71	521.76	444.72	633.73	559.28	447.82	651.58	543.96	457.25	555.41	529.06	371.22	361.04	392.44	429.54	373.81	483.38	819.3	633.73	454.09	426.57	616.37	417.77	536.45	361.04	457.25	651.58	414.87	633.73	507.46	579.04	387.02	426.57	567.1	389.72	429.54	368.65	381.68	426.57	373.81	323.03	379.04	435.55	463.65	476.71	633.73	518.15	591.22	511.0	507.46
FPGT	343.89	277.2	417.77	128.79	329.84	318.57	156.59	379.04	220.32	172.65	176.29	148.09	480.04	195.72	336.79	173.85	180.02	281.09	75.11	283.05	172.65	239.52	368.65	170.25	186.4	137.14	305.55	228.13	187.71	157.68	251.48	152.28	152.28	293.07	186.4	205.5	409.15	176.29	327.56	144.01	170.25	141.02	95.34	111.99	248.0	191.67	173.85	363.56	153.34	236.21	147.06	165.57	154.42	144.01	226.54	275.28	301.33	217.27	316.37	198.47	208.38	169.07	195.72	186.4	162.14	258.57	155.5	171.45	224.97	432.53	293.07	146.03	187.71	287.01	218.79	291.04	161.02	236.21	339.14	293.07	346.29	212.78	295.11	116.78	211.31	316.37	199.85	156.59	85.82	103.69	202.66	153.34	118.43	189.02	182.55	167.9	156.59	295.11	195.72	283.05	281.09	191.67
G2E3	211.31	205.5	172.65	43.32	256.78	283.05	77.79	246.28	78.34	64.8	100.13	115.16	251.48	109.66	197.09	80.57	102.97	202.66	41.52	150.17	87.65	148.09	236.21	137.14	94.01	72.52	165.57	110.43	92.05	95.34	231.32	70.01	80.57	183.82	116.78	82.87	189.02	94.01	180.02	91.41	148.09	108.9	55.1	52.08	171.45	103.69	68.07	249.73	78.89	127.89	120.1	76.71	94.67	115.16	106.63	183.82	169.07	114.36	221.86	132.44	145.02	114.36	129.69	80.57	88.26	237.86	80.57	77.25	132.44	239.52	182.55	77.79	114.36	246.28	116.78	172.65	72.01	108.14	237.86	102.25	224.97	135.24	155.5	60.82	88.88	176.29	105.89	116.78	92.05	66.18	126.12	91.41	84.63	98.73	102.25	80.01	84.04	198.47	154.42	158.79	153.34	127.0
GABPA	414.87	309.83	323.03	94.01	460.44	389.72	129.69	470.14	132.44	143.01	206.94	186.4	457.25	178.77	251.48	171.45	220.32	314.17	95.34	297.17	189.02	258.57	426.57	249.73	206.94	157.68	323.03	185.11	181.28	190.34	529.06	158.79	158.79	361.04	214.27	182.55	305.55	199.85	325.29	162.14	277.2	267.73	82.29	108.9	323.03	198.47	144.01	417.77	167.9	205.5	201.25	186.4	187.71	208.38	226.54	387.02	327.56	232.94	336.79	264.03	262.2	248.0	214.27	120.94	161.02	287.01	147.06	194.36	161.02	432.53	339.14	163.28	220.32	373.81	205.5	301.33	125.24	176.29	381.68	226.54	414.87	265.87	301.33	130.6	201.25	299.25	150.17	206.94	155.5	115.97	279.14	205.5	173.85	176.29	201.25	173.85	156.59	283.05	273.37	267.73	279.14	221.86
GAPVD1	291.04	406.31	336.79	112.77	423.61	389.72	182.55	343.89	147.06	130.6	204.07	199.85	291.04	190.34	361.04	186.4	232.94	325.29	73.03	248.0	143.01	229.72	327.56	248.0	182.55	143.01	314.17	218.79	195.72	195.72	595.34	151.22	164.42	264.03	239.52	181.28	256.78	180.02	256.78	171.45	190.34	258.57	98.04	105.15	363.56	258.57	137.14	341.51	127.0	228.13	215.77	182.55	128.79	220.32	201.25	223.41	264.03	209.84	299.25	242.88	279.14	217.27	232.94	166.73	201.25	373.81	190.34	177.53	220.32	316.37	299.25	134.3	212.78	387.02	229.72	271.48	117.6	190.34	281.09	231.32	312.0	297.17	339.14	152.28	176.29	316.37	212.78	303.44	231.32	130.6	291.04	180.02	201.25	231.32	164.42	143.01	134.3	291.04	299.25	226.54	289.02	231.32
GMCL1	384.34	412.0	346.29	191.67	483.38	656.11	327.56	432.53	198.47	220.32	287.01	208.38	447.82	258.57	329.84	283.05	329.84	486.75	146.03	336.79	334.46	314.17	460.44	341.51	277.2	262.2	371.22	325.29	262.2	287.01	376.41	283.05	314.17	395.18	277.2	301.33	438.59	316.37	457.25	301.33	376.41	444.72	167.9	217.27	444.72	273.37	253.23	511.0	271.48	264.03	283.05	231.32	275.28	327.56	325.29	406.31	327.56	339.14	503.95	371.22	368.65	457.25	301.33	172.65	271.48	426.57	242.88	329.84	287.01	412.0	414.87	201.25	371.22	381.68	327.56	414.87	214.27	269.6	420.68	320.8	406.31	376.41	363.56	198.47	336.79	444.72	224.97	314.17	236.21	226.54	318.57	277.2	269.6	327.56	229.72	239.52	301.33	361.04	312.0	289.02	327.56	205.5
GNA13	547.75	476.71	476.71	112.77	571.05	607.87	152.28	656.11	165.57	164.42	265.87	305.55	571.05	237.86	490.14	229.72	283.05	414.87	105.89	343.89	209.84	316.37	567.1	241.19	218.79	195.72	392.44	202.66	312.0	249.73	507.46	208.38	237.86	381.68	267.73	153.34	346.29	181.28	329.84	244.57	256.78	251.48	77.25	157.68	426.57	260.38	183.82	571.05	125.24	281.09	209.84	208.38	201.25	265.87	251.48	447.82	540.19	291.04	432.53	318.57	305.55	239.52	327.56	186.4	220.32	329.84	185.11	215.77	199.85	591.22	423.61	182.55	221.86	547.75	258.57	353.59	131.51	208.38	493.56	241.19	633.73	341.51	366.09	181.28	165.57	366.09	201.25	343.89	187.71	152.28	376.41	211.31	201.25	265.87	173.85	193.01	215.77	332.14	423.61	356.05	320.8	249.73
GPR180	78.89	73.54	108.14	25.91	94.01	83.45	41.81	94.01	36.79	57.08	42.71	50.98	79.45	50.63	73.54	42.71	69.52	59.13	30.56	77.79	57.89	58.3	90.77	68.07	49.56	44.25	60.39	65.72	33.78	66.18	104.42	23.76	56.68	75.11	49.56	56.68	90.77	59.13	77.79	47.84	46.84	26.67	38.12	45.21	61.25	60.39	34.75	111.21	29.27	51.71	52.82	25.35	44.25	60.39	54.33	78.89	71.0	46.18	56.68	75.64	72.01	27.25	42.11	31.9	43.63	54.33	45.85	50.98	47.84	108.9	108.9	45.53	59.13	84.63	63.45	77.25	36.27	52.82	67.12	41.22	78.89	43.02	72.52	28.04	50.98	105.89	40.07	41.22	36.01	35.25	78.89	40.64	48.87	44.57	51.71	54.33	53.19	64.8	76.17	60.82	85.82	57.49
GTF3C3	366.09	267.73	371.22	69.03	447.82	403.5	183.82	412.0	138.1	123.5	176.29	181.28	444.72	195.72	368.65	119.26	223.41	334.46	187.71	339.14	157.68	299.25	480.04	191.67	201.25	172.65	366.09	197.09	197.09	231.32	435.55	139.07	176.29	358.54	232.94	202.66	260.38	201.25	273.37	156.59	232.94	289.02	133.36	167.9	387.02	231.32	161.02	409.15	186.4	253.23	221.86	146.03	226.54	239.52	197.09	387.02	389.72	204.07	358.54	269.6	265.87	246.28	231.32	176.29	232.94	301.33	193.01	191.67	178.77	392.44	320.8	209.84	239.52	450.94	273.37	332.14	138.1	264.03	400.71	293.07	348.71	236.21	314.17	153.34	194.36	289.02	195.72	246.28	198.47	134.3	279.14	204.07	215.77	299.25	209.84	223.41	264.03	265.87	265.87	293.07	251.48	258.57
GXYLT1	157.68	178.77	185.11	77.79	127.0	218.79	101.54	221.86	66.18	54.72	85.22	102.97	195.72	92.7	146.03	95.34	105.89	148.09	41.22	121.79	77.25	129.69	180.02	98.73	100.13	105.89	148.09	120.1	87.03	76.17	182.55	84.63	88.88	119.26	118.43	106.63	183.82	139.07	138.1	87.03	152.28	120.94	46.5	58.71	112.77	102.97	69.52	202.66	73.54	106.63	110.43	87.65	80.57	111.99	98.73	157.68	130.6	108.14	169.07	145.02	138.1	111.99	102.97	80.57	105.15	142.01	98.04	92.7	94.67	183.82	151.22	73.03	106.63	189.02	124.37	143.01	75.11	106.63	197.09	122.64	173.85	129.69	139.07	70.51	111.99	144.01	81.71	129.69	57.49	76.71	127.89	98.04	125.24	87.65	71.5	83.45	80.57	112.77	114.36	82.29	116.78	101.54
HAUS2	175.07	224.97	220.32	80.01	273.37	271.48	108.14	260.38	120.1	120.1	185.11	167.9	283.05	175.07	223.41	137.14	173.85	260.38	55.89	194.36	135.24	171.45	279.14	182.55	134.3	141.02	186.4	127.0	138.1	115.16	318.57	111.21	120.1	201.25	163.28	137.14	198.47	158.79	221.86	139.07	133.36	173.85	100.13	98.04	232.94	159.9	148.09	260.38	94.67	182.55	167.9	157.68	139.07	158.79	170.25	217.27	231.32	164.42	217.27	171.45	171.45	111.21	181.28	115.97	111.99	244.57	122.64	123.5	140.04	249.73	241.19	126.12	158.79	214.27	170.25	170.25	100.13	171.45	220.32	121.79	244.57	211.31	194.36	139.07	123.5	191.67	129.69	139.07	146.03	143.01	198.47	104.42	115.97	148.09	132.44	143.01	113.56	209.84	231.32	189.02	220.32	199.85
HELZ	197.09	220.32	217.27	59.13	256.78	241.19	84.04	277.2	76.17	65.26	121.79	138.1	277.2	111.99	260.38	92.7	133.36	178.77	49.21	145.02	87.03	162.14	253.23	101.54	110.43	82.29	172.65	127.0	115.16	110.43	226.54	91.41	88.88	189.02	134.3	102.25	197.09	91.41	170.25	89.51	166.73	125.24	53.57	50.27	277.2	121.79	63.0	232.94	60.82	126.12	88.26	74.58	85.82	118.43	108.9	212.78	169.07	144.01	183.82	163.28	173.85	103.69	131.51	87.03	111.21	234.57	97.36	101.54	108.14	231.32	205.5	84.04	111.21	285.03	138.1	218.79	71.0	111.21	191.67	98.04	212.78	180.02	201.25	78.34	99.43	169.07	108.14	137.14	90.77	74.06	194.36	103.69	117.6	141.02	92.7	85.22	112.77	161.02	183.82	137.14	167.9	112.77
HERC4	426.57	470.14	497.0	248.0	547.75	612.11	381.68	483.38	295.11	212.78	275.28	318.57	473.41	316.37	447.82	283.05	420.68	493.56	224.97	381.68	373.81	373.81	507.46	341.51	327.56	256.78	476.71	332.14	309.83	346.29	638.15	323.03	260.38	532.74	384.34	327.56	503.95	423.61	381.68	269.6	426.57	480.04	173.85	212.78	447.82	366.09	287.01	400.71	229.72	339.14	291.04	293.07	293.07	384.34	403.5	444.72	435.55	303.44	423.61	414.87	329.84	447.82	285.03	351.14	297.17	361.04	301.33	325.29	305.55	503.95	457.25	260.38	299.25	463.65	356.05	454.09	246.28	384.34	426.57	387.02	368.65	379.04	420.68	265.87	260.38	480.04	332.14	384.34	285.03	214.27	363.56	287.01	441.64	312.0	363.56	332.14	323.03	412.0	366.09	358.54	392.44	376.41
HLTF	575.03	532.74	616.37	236.21	473.41	651.58	379.04	872.1	384.34	295.11	327.56	242.88	647.07	291.04	579.04	295.11	356.05	620.67	281.09	480.04	299.25	457.25	669.92	389.72	287.01	339.14	490.14	429.54	368.65	450.94	486.75	279.14	267.73	497.0	389.72	343.89	638.15	348.71	629.35	244.57	490.14	320.8	226.54	195.72	723.08	320.8	241.19	708.18	289.02	373.81	363.56	323.03	279.14	339.14	320.8	483.38	435.55	305.55	684.02	575.03	476.71	463.65	351.14	244.57	283.05	351.14	316.37	297.17	432.53	633.73	503.95	229.72	435.55	591.22	483.38	579.04	287.01	397.93	571.05	351.14	518.15	507.46	417.77	158.79	249.73	525.39	277.2	483.38	285.03	211.31	373.81	271.48	287.01	387.02	287.01	312.0	363.56	406.31	371.22	351.14	441.64	309.83
INTS2	104.42	111.21	111.21	32.82	124.37	92.05	43.02	127.89	47.17	28.86	63.0	52.45	127.0	63.45	102.25	50.98	62.12	87.65	28.86	83.45	40.64	74.58	141.02	52.82	61.68	38.12	95.34	62.12	60.39	50.27	127.0	28.04	45.53	92.7	74.58	53.57	119.26	67.12	97.36	52.08	59.97	51.35	24.81	26.1	93.35	65.26	61.25	119.26	36.79	69.52	58.3	58.3	40.93	65.72	53.19	86.43	93.35	77.25	94.01	85.22	69.03	60.39	86.43	50.98	55.1	86.43	64.8	41.52	54.72	116.78	119.26	41.22	72.52	113.56	76.71	90.77	43.02	62.56	111.21	55.1	122.64	99.43	93.35	46.18	62.12	98.73	69.03	57.89	46.5	31.22	97.36	46.18	41.81	66.65	43.94	48.87	47.17	101.54	108.9	96.01	87.03	76.71
IPMK	73.54	81.14	84.63	17.25	84.63	63.0	40.93	89.51	21.94	22.92	53.19	31.0	122.64	29.27	76.17	39.5	35.76	81.71	23.59	39.79	41.52	53.95	94.67	39.22	34.26	19.68	65.72	43.02	36.53	33.3	78.34	30.12	40.07	70.01	40.93	33.3	52.08	41.52	85.22	26.67	63.45	27.44	14.35	20.71	82.29	37.05	33.78	100.83	16.27	43.63	28.24	27.64	34.26	34.51	33.54	81.71	76.71	40.93	82.87	59.55	66.65	52.45	37.32	31.45	30.78	58.3	31.0	37.59	25.91	93.35	71.0	25.17	39.79	81.14	46.84	64.8	22.59	33.06	85.82	40.93	75.64	57.89	62.56	24.81	47.17	63.89	30.56	55.49	21.78	28.86	51.35	36.79	29.7	31.0	33.78	37.59	36.27	50.63	48.18	37.32	48.87	30.12
IREB2	571.05	500.46	490.14	144.01	563.18	529.06	241.19	674.59	206.94	163.28	244.57	361.04	669.92	262.2	595.34	173.85	289.02	426.57	176.29	397.93	183.82	454.09	708.18	262.2	239.52	197.09	503.95	293.07	279.14	325.29	540.19	241.19	220.32	470.14	420.68	271.48	392.44	246.28	473.41	228.13	332.14	305.55	136.19	155.5	638.15	379.04	167.9	708.18	204.07	305.55	289.02	202.66	220.32	281.09	255.0	511.0	483.38	332.14	547.75	356.05	470.14	293.07	414.87	226.54	303.44	708.18	239.52	218.79	231.32	642.59	547.75	236.21	277.2	764.36	323.03	490.14	154.42	295.11	507.46	256.78	559.28	392.44	507.46	164.42	226.54	476.71	291.04	376.41	231.32	181.28	457.25	209.84	224.97	299.25	253.23	264.03	253.23	480.04	414.87	389.72	457.25	371.22
ITCH	532.74	529.06	540.19	167.9	603.67	688.78	226.54	595.34	218.79	186.4	297.17	299.25	679.29	283.05	521.76	224.97	285.03	414.87	137.14	361.04	232.94	384.34	607.87	297.17	253.23	166.73	318.57	305.55	283.05	339.14	587.13	118.43	244.57	438.59	312.0	242.88	454.09	289.02	438.59	239.52	358.54	262.2	127.89	142.01	532.74	339.14	193.01	563.18	58.71	283.05	281.09	236.21	187.71	289.02	256.78	447.82	403.5	336.79	497.0	363.56	532.74	291.04	343.89	223.41	223.41	624.99	217.27	226.54	221.86	693.58	438.59	199.85	305.55	476.71	346.29	483.38	155.5	260.38	507.46	265.87	595.34	379.04	563.18	180.02	239.52	450.94	262.2	412.0	221.86	182.55	473.41	205.5	246.28	301.33	228.13	229.72	241.19	529.06	426.57	463.65	466.88	323.03
