	TCGA.BH.A209.11A.42R.A157.07	TCGA.BH.A1EV.11A.24R.A137.07	TCGA.E9.A1RF.11A.32R.A157.07	TCGA.BH.A1FE.11B.14R.A13Q.07	TCGA.BH.A203.11A.42R.A169.07	TCGA.E9.A1R7.11A.42R.A14M.07	TCGA.BH.A1FJ.11B.42R.A13Q.07	GTEX.W5X1.2326.SM.3GIL6	GTEX.VJWN.0726.SM.3GIJ8	TCGA.B8.5552.11A.01R.1672.07	TCGA.55.7815.01A.11R.2170.07	TCGA.44.3918.01A.01R.A278.07	TCGA.44.2656.01A.02R.A278.07	TCGA.EJ.7331.01A.11R.2118.07	TCGA.CH.5765.01A.11R.1580.07	TCGA.KC.A4BN.01A.61R.A250.07	TCGA.XK.AAK1.01A.11R.A41O.07	TCGA.XK.AAJ3.01A.11R.A41O.07	TCGA.G9.7522.01A.11R.2263.07	TCGA.VP.A87J.01A.11R.A352.07	TCGA.EJ.5526.01A.01R.1580.07	TCGA.KK.A7AV.01A.11R.A32O.07	TCGA.EJ.5524.01A.01R.1580.07	TCGA.VN.A943.01A.11R.A41O.07	TCGA.EJ.5527.01A.01R.1580.07	TCGA.EJ.7794.01A.11R.2118.07	TCGA.VN.A88R.01A.11R.A36G.07	TCGA.G9.6351.01A.21R.1965.07	TCGA.XJ.A83H.01A.11R.A352.07	TCGA.J4.A67T.01A.11R.A311.07	TCGA.EJ.5516.01A.01R.1580.07	TCGA.KK.A8I7.01A.21R.A36G.07	TCGA.EJ.A65E.01A.11R.A29R.07	TCGA.HC.A8D1.01A.11R.A36G.07	TCGA.EJ.AB27.01A.11R.A41O.07	TCGA.HC.7748.01A.11R.2118.07	TCGA.XK.AAIR.01A.11R.A41O.07	TCGA.G9.6333.01A.12R.1965.07	TCGA.V1.A8X3.01A.11R.A37L.07	TCGA.EJ.8474.01A.11R.2403.07	TCGA.V1.A8WN.01A.11R.A37L.07	TCGA.HC.7749.01A.11R.2118.07	TCGA.HC.7212.01A.11R.2118.07	TCGA.G9.6384.01A.11R.1789.07	TCGA.V1.A8ML.01A.11R.A37L.07	TCGA.EJ.7797.01A.11R.2263.07	TCGA.EJ.5508.01A.02R.1580.07	TCGA.EJ.7317.01A.31R.2118.07	TCGA.V1.A9Z9.01A.21R.A41O.07	TCGA.HC.8260.01A.11R.2263.07	TCGA.YL.A8SR.01B.11R.A37L.07	TCGA.Y6.A8TL.01A.21R.A37L.07	TCGA.VP.A87B.01A.11R.A352.07	TCGA.CH.5746.01A.11R.1580.07	TCGA.HC.7742.01A.11R.2118.07	TCGA.HC.7075.01A.11R.1965.07	TCGA.YL.A8SI.01A.11R.A41O.07	TCGA.V1.A8MU.01A.11R.A37L.07	TCGA.G9.6367.01A.11R.1789.07	TCGA.G9.6499.01A.12R.1965.07	TCGA.EJ.A8FO.01A.21R.A36G.07	TCGA.YL.A8SA.01A.21R.A37L.07	TCGA.CH.5763.01A.11R.1580.07	TCGA.M7.A721.01A.12R.A32O.07	TCGA.HC.7738.01A.11R.2118.07	TCGA.CH.5753.01A.11R.1580.07	TCGA.J9.A8CN.01A.11R.A352.07	TCGA.G9.6371.01A.11R.1789.07	TCGA.EJ.8470.01A.11R.2403.07	TCGA.KK.A8IJ.01A.11R.A352.07	TCGA.2A.AAYF.01A.11R.A41O.07	TCGA.EJ.8468.01A.21R.2403.07	TCGA.EJ.A65G.01A.21R.A29R.07	TCGA.J4.8200.01A.11R.A29R.07	TCGA.EJ.7788.01A.11R.2118.07	TCGA.EJ.5510.01A.01R.1580.07	TCGA.CH.5744.01A.11R.1580.07	TCGA.HC.8256.01A.11R.2263.07	TCGA.CH.5767.01A.11R.1789.07	TCGA.EJ.5517.01A.01R.1580.07	TCGA.EJ.5505.01A.01R.1580.07	TCGA.VN.A88O.01A.11R.A352.07	TCGA.YL.A8SQ.01B.11R.A37L.07	TCGA.M7.A724.01A.12R.A32O.07	TCGA.EJ.7318.01B.11R.A32O.07	TCGA.EJ.7781.01A.11R.2118.07	TCGA.G9.6336.01A.11R.1789.07	TCGA.EJ.A7NJ.01A.22R.A352.07	TCGA.V1.A9OQ.01A.11R.A41O.07	TCGA.EJ.5522.01A.01R.1580.07	TCGA.2A.A8VV.01A.11R.A37L.07	TCGA.EJ.7312.01B.21R.A32O.07	TCGA.EJ.5504.01A.01R.1580.07	TCGA.ZG.A9L6.01A.11R.A41O.07	TCGA.G9.6353.01A.11R.1965.07	TCGA.H9.7775.01A.11R.2118.07	TCGA.2A.A8W1.01A.11R.A37L.07	TCGA.EJ.A65J.01A.11R.A311.07	TCGA.XK.AAJR.01A.11R.A41O.07	TCGA.J9.A8CP.01A.11R.A352.07	TCGA.QU.A6IP.01A.11R.A31N.07	TCGA.G9.7509.01A.11R.A41O.07	TCGA.V1.A8WL.01A.11R.A37L.07	TCGA.KK.A7B3.01A.11R.A33R.07	TCGA.EJ.7123.01A.11R.1965.07	TCGA.HC.7210.01A.11R.2118.07	TCGA.EJ.5496.01A.01R.1580.07	TCGA.HC.7819.01A.11R.2118.07	TCGA.HC.8216.01A.11R.A29R.07	TCGA.EJ.5532.01A.01R.1580.07	TCGA.CH.5741.01A.11R.1580.07	TCGA.EJ.7793.01A.31R.2263.07	TCGA.KK.A59Y.01A.11R.A26U.07	TCGA.EJ.7218.01B.11R.A32O.07	TCGA.J4.A83M.01A.11R.A352.07	TCGA.HC.7211.01A.11R.2118.07	TCGA.2A.AAYU.01A.11R.A41O.07	TCGA.HC.A8CY.01A.11R.A36G.07	TCGA.J4.AAU2.01A.11R.A41O.07	TCGA.XA.A8JR.01A.11R.A36G.07	TCGA.HC.8213.01A.11R.A29R.07	TCGA.FC.A5OB.01A.11R.A29R.07	TCGA.EJ.5542.01A.01R.1580.07	TCGA.EJ.5515.01A.01R.1580.07	TCGA.YL.A8HO.01A.11R.A36G.07	TCGA.CH.5789.01A.11R.1580.07	TCGA.EJ.A6RA.01A.11R.A33R.07	TCGA.EJ.7791.01A.11R.2118.07	TCGA.Y6.A9XI.01A.11R.A41O.07	TCGA.EJ.7785.01A.11R.2118.07	TCGA.HC.7820.01A.11R.2118.07	TCGA.EJ.5530.01A.01R.1580.07	TCGA.XJ.A83G.01A.11R.A352.07	TCGA.HC.8259.01A.11R.2263.07	TCGA.EJ.5497.01A.02R.1580.07	TCGA.G9.6332.01A.11R.1789.07	TCGA.EJ.5498.01A.01R.1580.07	TCGA.EJ.7786.01A.11R.2118.07	TCGA.EJ.5511.01A.01R.1580.07	TCGA.CH.5762.01A.11R.1580.07	TCGA.V1.A9OX.01A.11R.A41O.07	TCGA.G9.6494.01A.11R.1789.07	TCGA.EJ.A46B.01A.31R.A250.07	TCGA.VN.A88N.01A.11R.A36G.07	TCGA.HC.7078.01A.11R.2118.07	TCGA.G9.6377.01A.11R.1965.07	TCGA.ZG.A9ND.01A.11R.A41O.07	TCGA.CH.5748.01A.11R.1580.07	TCGA.KK.A7AU.01A.11R.A32O.07	TCGA.CH.5737.01A.11R.1580.07	TCGA.G9.7519.01A.11R.2263.07	TCGA.EJ.A8FP.01A.21R.A36G.07	TCGA.FC.A8O0.01A.41R.A37L.07	TCGA.2A.AAYO.01A.11R.A41O.07	TCGA.G9.7510.01A.11R.2263.07	TCGA.2A.A8VO.01A.11R.A37L.07	TCGA.XK.AAJA.01A.11R.A41O.07	TCGA.KK.A6E5.01A.11R.A311.07	TCGA.EJ.A7NH.01A.12R.A33R.07	TCGA.2A.A8VL.01A.21R.A37L.07	TCGA.J4.A83N.01A.11R.A352.07	TCGA.EJ.A7NF.01A.11R.A33R.07	TCGA.EJ.7789.11A.01R.2118.07	TCGA.EJ.7327.11A.01R.2118.07	TCGA.EJ.7784.11A.01R.2118.07	TCGA.HC.8260.11A.01R.2263.07	TCGA.G9.6351.11A.01R.1965.07	TCGA.EJ.7317.11A.01R.2118.07	TCGA.EJ.7314.11A.01R.2118.07	TCGA.HC.8259.11A.01R.2263.07	TCGA.G9.6342.11A.02R.1965.07	TCGA.EJ.7793.11A.01R.2263.07	TCGA.EJ.7331.11A.01R.2118.07	GTEX.WFG7.1826.SM.3GIL1
OXLD1	271.48	246.28	165.57	145.02	253.23	223.41	137.14	52.82	127.89	229.72	77.79	248.0	231.32	733.19	616.37	1268.46	1794.29	1685.71	934.76	813.63	438.59	1529.73	463.65	1259.69	551.56	909.17	1733.13	1286.18	1023.0	1551.09	460.44	1295.13	1286.18	819.3	1066.48	703.28	819.3	1605.83	1073.91	1322.37	759.08	1051.79	825.0	616.37	1709.26	890.44	559.28	1397.83	1191.69	961.07	1313.23	1477.58	1467.37	819.3	1044.52	1143.1	1529.73	1331.57	1044.52	2240.11	1119.56	1001.93	438.59	1378.57	1457.23	518.15	1733.13	1104.13	921.88	1104.13	1605.83	921.88	1508.65	1127.35	909.17	1073.91	988.12	1191.69	902.89	612.11	769.69	1447.15	1216.75	1639.59	1936.53	1059.11	1159.07	802.41	1896.65	607.87	1216.75	1806.78	723.08	1159.07	1437.15	1023.0	1286.18	1551.09	995.0	1674.06	1605.83	909.17	1313.23	1457.23	1199.98	718.08	607.87	974.5	1651.0	1008.9	791.35	830.75	1651.0	1685.71	1388.16	738.29	1081.39	1023.0	1457.23	1295.13	1151.06	1477.58	397.93	412.0	1487.87	624.99	1477.58	1037.29	1175.27	718.08	1051.79	848.22	1909.85	1225.22	595.34	1250.98	447.82	1183.45	785.88	587.13	1977.24	866.07	1388.16	1662.49	1417.35	1081.39	1639.59	759.08	1242.34	1259.69	1561.89	1023.0	1519.15	1769.57	1685.71	1572.76	1369.04	1963.57	1417.35	1304.15	1277.29	1127.35	954.43	854.13	651.58	813.63	1268.46	802.41	587.13	947.83	1350.18	612.11	738.29	733.19
PCSK4	17.51	29.48	13.83	16.75	24.28	8.92	13.12	9.27	19.68	12.83	1.55	40.64	28.24	35.5	43.94	63.89	62.56	111.99	37.85	12.55	22.43	81.14	31.22	66.65	23.59	50.27	109.66	41.81	55.49	61.68	19.39	63.45	81.14	31.67	52.45	42.11	76.17	57.08	37.32	53.57	49.91	26.67	55.1	36.53	112.77	31.67	23.25	38.67	77.79	56.28	53.57	32.82	60.39	48.52	77.25	32.82	74.58	138.1	54.72	42.11	55.89	45.53	43.02	72.01	48.52	26.67	84.63	23.93	60.39	37.85	51.71	45.53	65.72	24.11	23.93	25.35	53.19	37.85	21.63	7.82	24.99	97.36	69.52	180.02	53.57	31.0	19.25	68.55	48.87	30.56	71.0	88.88	22.75	43.94	41.81	22.26	89.51	43.32	67.59	79.45	66.18	48.87	78.34	91.41	45.85	30.34	18.16	49.21	68.07	21.16	55.1	30.78	73.03	55.89	51.71	26.28	70.51	60.39	65.26	63.0	36.01	13.52	14.24	39.22	115.16	42.11	97.36	38.4	105.89	40.07	61.25	43.02	135.24	36.01	18.56	41.52	42.11	35.25	45.21	24.11	97.36	27.64	68.07	90.14	105.15	26.28	41.52	41.52	114.36	44.89	18.56	89.51	148.09	60.82	47.17	62.12	110.43	58.71	136.19	28.24	60.39	66.18	33.3	29.48	37.59	46.84	50.98	20.26	27.25	47.17	19.82	46.18	47.17	29.48
PGLS	995.0	854.13	819.3	896.64	1030.12	748.61	791.35	567.1	454.09	612.11	314.17	480.04	764.36	1498.22	1685.71	1733.13	3443.31	3955.48	1963.57	1781.89	848.22	2720.15	1572.76	2451.44	1397.83	1605.83	2875.3	2855.44	1617.0	2555.58	1277.29	2664.15	2895.31	1923.14	2209.26	1781.89	2351.53	2739.08	1909.85	3280.18	1508.65	2720.15	2224.63	1806.78	3303.0	1806.78	1277.29	2434.5	2895.31	1709.26	2335.28	2502.97	3928.15	1572.76	2367.9	2090.03	2502.97	2835.7	2224.63	3235.01	1977.24	2573.36	1286.18	2573.36	2664.15	1359.57	3081.75	2468.49	1340.84	1745.2	2502.97	1437.15	2875.3	1857.6	1991.0	2400.97	2287.2	1857.6	2018.8	1359.57	1685.71	2384.37	2434.5	2573.36	3928.15	1417.35	2720.15	2209.26	3395.89	1259.69	3212.66	3280.18	2104.58	2609.3	3060.45	1685.71	1662.49	2555.58	2384.37	2682.69	3874.05	2133.97	2555.58	3103.19	2384.37	3280.18	1896.65	2271.4	2018.8	1397.83	2400.97	2255.7	3690.52	3146.52	2573.36	1551.09	2319.15	1977.24	2701.35	1745.2	2520.38	2004.85	1183.45	1015.93	4152.18	1081.39	3103.19	2417.67	2645.74	1286.18	2976.74	1950.0	3847.29	2119.22	1313.23	3212.66	1388.16	1963.57	1819.35	1340.84	3901.01	1977.24	2417.67	3467.27	3847.29	3168.41	2555.58	1594.73	2451.44	2303.12	2645.74	2075.59	2816.11	2664.15	2997.45	3303.0	2627.46	3103.19	2664.15	2468.49	3060.45	2645.74	1769.57	1529.73	1295.13	1745.2	2627.46	1477.58	1322.37	1639.59	2758.13	1277.29	1605.83	1350.18
PGP	95.34	102.97	86.43	79.45	88.26	90.77	87.03	43.63	63.0	107.38	86.43	92.7	128.79	151.22	153.34	127.89	312.0	241.19	175.07	258.57	126.12	182.55	148.09	191.67	144.01	137.14	351.14	176.29	189.02	148.09	138.1	218.79	239.52	146.03	151.22	177.53	163.28	218.79	223.41	149.12	117.6	152.28	173.85	153.34	258.57	131.51	90.14	246.28	212.78	175.07	229.72	142.01	209.84	130.6	303.44	120.1	180.02	178.77	157.68	175.07	171.45	351.14	157.68	209.84	183.82	128.79	169.07	182.55	209.84	198.47	167.9	152.28	161.02	103.69	164.42	130.6	279.14	182.55	208.38	166.73	130.6	195.72	189.02	172.65	316.37	123.5	220.32	221.86	166.73	140.04	163.28	212.78	167.9	236.21	209.84	154.42	279.14	134.3	258.57	209.84	214.27	202.66	246.28	194.36	186.4	176.29	118.43	204.07	164.42	171.45	176.29	127.89	343.89	165.57	170.25	131.51	221.86	183.82	232.94	158.79	94.67	215.77	121.79	126.12	223.41	113.56	182.55	158.79	140.04	111.21	163.28	162.14	327.56	182.55	130.6	256.78	124.37	148.09	173.85	129.69	307.69	190.34	231.32	260.38	173.85	190.34	358.54	107.38	353.59	201.25	256.78	186.4	214.27	212.78	197.09	154.42	241.19	260.38	182.55	220.32	205.5	212.78	159.9	98.04	139.07	167.9	181.28	187.71	167.9	159.9	159.9	120.1	152.28	175.07
PHPT1	1397.83	1088.92	1088.92	718.08	1151.06	941.27	698.41	559.28	718.08	660.68	656.11	872.1	1051.79	2400.97	2682.69	3443.31	6079.61	4450.27	4038.61	4268.94	2303.12	5112.16	2664.15	3901.01	2434.5	3060.45	6121.9	5672.41	4239.45	4512.4	2434.5	4239.45	3874.05	3847.29	4607.24	3060.45	3768.09	5995.9	3325.99	3665.02	3443.31	4123.49	2976.74	2816.11	6037.61	3168.41	2417.67	5403.7	6607.01	4419.52	5913.33	4512.4	4512.4	3081.75	3955.48	5255.91	4210.15	3419.52	5711.87	6207.38	4481.23	5329.3	2133.97	5292.48	3690.52	3982.99	5292.48	3349.13	3124.78	4450.27	3955.48	2758.13	5791.62	4095.0	4268.94	3372.43	4704.07	3039.3	2758.13	3280.18	3146.52	6079.61	5366.37	5517.27	5751.61	2451.44	4937.99	3928.15	6516.03	2502.97	4450.27	9088.59	3665.02	5076.84	5219.6	3124.78	3690.52	5711.87	5479.15	5292.48	6250.56	4010.71	4388.98	6792.79	3443.31	3982.99	3742.05	3768.09	4543.8	3190.46	4152.18	5006.93	5403.7	5441.3	4239.45	3103.19	4181.07	4388.98	5403.7	4903.87	4481.23	4181.07	1991.0	2777.33	8134.41	2485.67	7032.37	4239.45	5147.73	2287.2	4095.0	2537.92	6983.79	4481.23	2417.67	3928.15	2335.28	3589.58	2502.97	1806.78	6792.79	3443.31	6164.49	5006.93	5995.9	3847.29	4358.66	2758.13	6840.04	4704.07	5076.84	4450.27	7537.18	5594.3	3303.0	6250.56	5219.6	5403.7	5366.37	6121.9	3768.09	5672.41	3847.29	4671.57	2956.17	4903.87	5517.27	4066.71	3515.68	6250.56	6745.86	3716.2	4268.94	2255.7
PIGQ	332.14	316.37	206.94	318.57	336.79	249.73	251.48	133.36	155.5	420.68	159.9	77.25	94.01	587.13	941.27	759.08	1286.18	1175.27	775.05	748.61	638.15	1081.39	633.73	808.0	511.0	665.29	967.76	974.5	808.0	961.07	511.0	1111.82	878.17	866.07	753.83	555.41	753.83	988.12	775.05	708.18	819.3	748.61	748.61	665.29	1044.52	860.08	571.05	1030.12	974.5	1151.06	808.0	819.3	1447.15	633.73	954.43	860.08	928.3	1225.22	1044.52	872.1	909.17	1066.48	500.46	1023.0	769.69	466.88	974.5	665.29	688.78	713.11	896.64	518.15	1250.98	638.15	698.41	825.0	909.17	928.3	713.11	376.41	633.73	902.89	1135.2	1199.98	1015.93	629.35	848.22	915.51	603.67	480.04	896.64	1268.46	651.58	1081.39	1313.23	941.27	583.07	764.36	947.83	1167.14	1340.84	791.35	830.75	1216.75	723.08	612.11	660.68	728.11	902.89	532.74	733.19	769.69	1191.69	928.3	921.88	638.15	780.44	507.46	1059.11	941.27	583.07	753.83	379.04	457.25	1340.84	638.15	967.76	718.08	902.89	656.11	934.76	872.1	1350.18	830.75	529.06	842.36	567.1	890.44	780.44	571.05	1304.15	733.19	1295.13	1023.0	1322.37	842.36	1096.5	543.96	1216.75	884.29	954.43	1081.39	1605.83	1191.69	909.17	1073.91	1073.91	1088.92	1268.46	947.83	808.0	967.76	674.59	713.11	723.08	1135.2	1191.69	708.18	688.78	1159.07	848.22	665.29	769.69	693.58
PIH1D1	1359.57	941.27	848.22	825.0	1127.35	1081.39	718.08	1286.18	941.27	909.17	785.88	1268.46	1001.93	1639.59	1870.53	1781.89	3235.01	2224.63	1745.2	1457.23	1617.0	2895.31	1447.15	2287.2	1378.57	1685.71	2193.99	2209.26	1857.6	2224.63	1023.0	2835.7	2090.03	2032.85	2271.4	1745.2	1923.14	2133.97	1883.54	2075.59	1794.29	2004.85	1447.15	1757.34	2434.5	1909.85	1806.78	2417.67	2520.38	2451.44	2335.28	2682.69	2335.28	1909.85	2104.58	2224.63	2835.7	2682.69	2319.15	2485.67	2133.97	1896.65	1519.15	2061.24	2018.8	1350.18	2384.37	2104.58	1936.53	1883.54	2417.67	1721.16	2367.9	2018.8	1832.01	1781.89	1733.13	2209.26	1651.0	1427.22	1794.29	2682.69	2090.03	3325.99	2796.65	1340.84	1936.53	2032.85	2682.69	1378.57	2520.38	3467.27	1950.0	2271.4	2287.2	1359.57	2224.63	2133.97	2796.65	1844.76	2701.35	2090.03	2384.37	3039.3	1844.76	1427.22	1359.57	1832.01	2451.44	1806.78	1819.35	2148.82	2335.28	2591.27	2335.28	1806.78	2255.7	1769.57	2645.74	2133.97	1950.0	1870.53	1397.83	1467.37	2997.45	1583.71	2591.27	1709.26	2573.36	1583.71	1950.0	1674.06	2956.17	2047.0	1397.83	2271.4	1397.83	1870.53	1883.54	1487.87	2701.35	1806.78	2520.38	2319.15	2400.97	1896.65	2090.03	1794.29	2701.35	1769.57	2104.58	2400.97	2209.26	2451.44	2240.11	2956.17	2351.53	2451.44	2758.13	2075.59	2319.15	2520.38	1909.85	2018.8	1769.57	2591.27	2075.59	1639.59	1617.0	2367.9	2664.15	1991.0	1662.49	1651.0
POLR2I	1519.15	1104.13	1030.12	1051.79	1359.57	1008.9	769.69	941.27	808.0	591.22	688.78	791.35	511.0	1540.37	1697.45	1674.06	2384.37	2303.12	1819.35	1870.53	1331.57	2796.65	1331.57	1551.09	1304.15	1806.78	2502.97	2335.28	1709.26	2119.22	1233.75	2271.4	2271.4	2090.03	2133.97	1378.57	1628.26	2468.49	2193.99	1605.83	1697.45	2303.12	1709.26	1769.57	2956.17	1936.53	1216.75	2468.49	2367.9	1923.14	1923.14	2485.67	2271.4	1769.57	2090.03	2032.85	2417.67	2502.97	2701.35	2645.74	1806.78	2075.59	1397.83	2777.33	1844.76	1023.0	2627.46	2384.37	1417.35	1806.78	2555.58	1208.34	2537.92	1685.71	1651.0	2148.82	1923.14	1709.26	1769.57	1572.76	1769.57	2701.35	2303.12	2895.31	3280.18	1216.75	2664.15	1561.89	3690.52	1127.35	2303.12	3639.7	1697.45	2664.15	2627.46	2178.83	1977.24	2209.26	2367.9	2193.99	2956.17	2047.0	2451.44	2573.36	1963.57	1242.34	1498.22	1909.85	2303.12	1685.71	1769.57	2047.0	2682.69	2645.74	2319.15	1331.57	2178.83	1870.53	2720.15	2351.53	2018.8	1769.57	1388.16	1397.83	3794.3	1331.57	2271.4	1519.15	2104.58	1378.57	1963.57	1551.09	3665.02	1857.6	1225.22	2609.3	1572.76	1844.76	1709.26	1359.57	3467.27	2193.99	2255.7	2303.12	2384.37	2664.15	2627.46	1605.83	3060.45	1870.53	2502.97	2004.85	3491.39	2997.45	2701.35	3018.3	1617.0	2384.37	3257.52	2224.63	1909.85	2645.74	1685.71	2004.85	1447.15	1794.29	2520.38	1857.6	1519.15	2319.15	2777.33	1639.59	1709.26	1583.71
POLRMT	521.76	438.59	525.39	579.04	518.15	490.14	379.04	470.14	480.04	379.04	167.9	151.22	246.28	656.11	1096.5	915.51	1605.83	669.92	753.83	698.41	559.28	1498.22	660.68	934.76	633.73	825.0	1350.18	1183.45	902.89	921.88	454.09	1135.2	909.17	890.44	896.64	703.28	961.07	1259.69	842.36	1008.9	728.11	1295.13	921.88	796.86	1369.04	1081.39	647.07	1259.69	1286.18	1175.27	872.1	1051.79	1745.2	842.36	1104.13	1044.52	974.5	1508.65	1096.5	1733.13	921.88	961.07	713.11	1191.69	1001.93	796.86	1073.91	1167.14	981.29	775.05	1111.82	571.05	1216.75	974.5	860.08	961.07	759.08	1096.5	866.07	595.34	693.58	1104.13	1135.2	1870.53	1447.15	599.49	1104.13	738.29	1572.76	629.35	954.43	981.29	866.07	1487.87	1073.91	947.83	1208.34	819.3	1259.69	921.88	1369.04	674.59	1081.39	1477.58	825.0	743.43	620.67	1008.9	866.07	909.17	708.18	775.05	1286.18	1143.1	1044.52	825.0	791.35	1044.52	1199.98	1467.37	1044.52	848.22	529.06	559.28	2004.85	518.15	1183.45	854.13	1199.98	679.29	1096.5	830.75	1857.6	1044.52	518.15	1313.23	460.44	854.13	775.05	808.0	1909.85	796.86	1350.18	1242.34	1617.0	1051.79	1159.07	830.75	1388.16	909.17	1001.93	934.76	1651.0	1551.09	1023.0	1757.34	1397.83	1467.37	1437.15	884.29	1051.79	1159.07	620.67	656.11	759.08	1208.34	1359.57	688.78	813.63	1233.75	1008.9	684.02	769.69	591.22
POMGNT1	896.64	954.43	836.53	842.36	995.0	693.58	684.02	819.3	624.99	607.87	595.34	693.58	842.36	1477.58	1883.54	2090.03	2855.44	2835.7	2075.59	2119.22	1447.15	2645.74	2303.12	1883.54	2018.8	1781.89	3540.14	2061.24	2573.36	1936.53	1561.89	2178.83	1909.85	2351.53	2163.77	1697.45	3081.75	2209.26	2520.38	1639.59	2287.2	1594.73	2271.4	2384.37	2502.97	2163.77	1651.0	2384.37	2956.17	2664.15	3395.89	2240.11	3257.52	1844.76	2255.7	1909.85	2119.22	2555.58	2400.97	2417.67	2720.15	2682.69	1844.76	2255.7	1529.73	941.27	1477.58	1950.0	2163.77	2384.37	1498.22	1427.22	2682.69	1268.46	1277.29	1781.89	2451.44	2119.22	1857.6	1359.57	1685.71	2319.15	3018.3	2163.77	3768.09	1757.34	2956.17	2701.35	3039.3	1605.83	2240.11	3901.01	1697.45	3690.52	2796.65	1685.71	1757.34	1572.76	4268.94	2739.08	2335.28	2287.2	1794.29	2240.11	1832.01	2004.85	2075.59	1936.53	2591.27	1662.49	2591.27	2240.11	3280.18	2271.4	1651.0	1651.0	2351.53	1757.34	3372.43	1709.26	1277.29	2664.15	1359.57	2061.24	3146.52	1769.57	3395.89	1769.57	2777.33	1447.15	1936.53	2090.03	4388.98	1757.34	1331.57	2520.38	1639.59	1757.34	1733.13	1437.15	3491.39	2485.67	2555.58	3212.66	1857.6	2400.97	2976.74	1397.83	4543.8	2485.67	1819.35	2537.92	4066.71	2271.4	1950.0	2224.63	2104.58	2976.74	2915.45	2224.63	2351.53	2720.15	2451.44	2255.7	1794.29	2935.74	2319.15	2367.9	1651.0	3768.09	2627.46	1819.35	1639.59	1594.73
PPP4C	1268.46	1135.2	902.89	909.17	1023.0	934.76	934.76	332.14	1143.1	1183.45	1143.1	1529.73	1487.87	1369.04	1781.89	1991.0	2209.26	2451.44	1794.29	2148.82	1286.18	2119.22	1388.16	1519.15	1359.57	1427.22	2520.38	2148.82	1331.57	2193.99	1331.57	2502.97	2133.97	1617.0	1883.54	1540.37	1605.83	1909.85	1540.37	1832.01	1529.73	1806.78	1529.73	1519.15	2061.24	1745.2	1572.76	1819.35	2193.99	1733.13	1745.2	1697.45	2004.85	1594.73	2609.3	1844.76	1883.54	2209.26	1896.65	2502.97	1991.0	2061.24	1477.58	1896.65	1674.06	1457.23	2032.85	1819.35	1477.58	2004.85	2119.22	1378.57	1806.78	1594.73	1628.26	1991.0	2224.63	1757.34	1487.87	1407.55	1662.49	2018.8	1819.35	2148.82	3039.3	1322.37	2335.28	1870.53	1950.0	1467.37	2047.0	2240.11	1594.73	1909.85	2271.4	1963.57	1697.45	1963.57	2047.0	2004.85	2417.67	1745.2	1991.0	2664.15	1709.26	1561.89	1498.22	1685.71	2163.77	1447.15	1561.89	1757.34	2335.28	1781.89	2104.58	1551.09	2104.58	2915.45	1721.16	1883.54	1519.15	1794.29	1350.18	1437.15	2090.03	1639.59	2287.2	1674.06	2090.03	1437.15	2119.22	1572.76	2163.77	1832.01	1378.57	2119.22	1447.15	1594.73	1639.59	1437.15	2255.7	1685.71	1896.65	2573.36	2047.0	2555.58	2335.28	1529.73	2047.0	1883.54	2061.24	1870.53	1721.16	2163.77	2104.58	2133.97	1936.53	2209.26	1857.6	2032.85	1870.53	1896.65	1963.57	1639.59	1594.73	1806.78	2047.0	1551.09	1617.0	1794.29	1991.0	1529.73	1498.22	1561.89
PQLC2	164.42	159.9	142.01	134.3	189.02	153.34	109.66	85.22	96.01	125.24	221.86	76.71	151.22	309.83	285.03	336.79	297.17	497.0	400.71	334.46	269.6	447.82	237.86	260.38	228.13	299.25	665.29	457.25	371.22	392.44	195.72	460.44	447.82	327.56	358.54	277.2	376.41	514.56	412.0	346.29	368.65	320.8	283.05	332.14	450.94	289.02	209.84	392.44	279.14	363.56	384.34	366.09	480.04	275.28	403.5	229.72	301.33	432.53	423.61	476.71	356.05	414.87	262.2	460.44	371.22	255.0	358.54	336.79	293.07	400.71	265.87	309.83	329.84	277.2	255.0	346.29	312.0	329.84	291.04	244.57	237.86	397.93	351.14	483.38	536.45	281.09	447.82	454.09	438.59	220.32	325.29	540.19	297.17	409.15	493.56	426.57	127.0	414.87	536.45	518.15	373.81	361.04	403.5	429.54	414.87	305.55	228.13	291.04	353.59	299.25	246.28	366.09	563.18	454.09	329.84	271.48	318.57	297.17	414.87	312.0	305.55	346.29	246.28	251.48	476.71	246.28	351.14	336.79	368.65	297.17	381.68	253.23	503.95	327.56	244.57	309.83	264.03	307.69	397.93	237.86	511.0	381.68	373.81	450.94	348.71	476.71	368.65	262.2	409.15	273.37	356.05	426.57	384.34	373.81	417.77	363.56	493.56	503.95	423.61	438.59	301.33	343.89	320.8	307.69	301.33	466.88	429.54	287.01	267.73	397.93	351.14	323.03	327.56	224.97
