	TCGA.AK.3447.01A.01R.1766.07	TCGA.BC.A110.01A.11R.A131.07	TCGA.DD.A3A3.11A.11R.A22L.07	TCGA.DD.A1EG.11A.11R.A213.07	TCGA.DD.A39V.11A.11R.A213.07	TCGA.BC.A216.11A.11R.A155.07	GTEX.145MO.2326.SM.5NQ9K	GTEX.14753.1626.SM.5NQ9L	TCGA.50.8460.01A.11R.2326.07	GTEX.PLZ6.0426.SM.5IFK2	TCGA.J8.A3YH.01A.11R.A22U.07	TCGA.ET.A3DW.01A.11R.A19O.07	TCGA.EM.A3AQ.01A.11R.A20F.07	TCGA.DJ.A2PT.01A.11R.A18C.07	TCGA.FY.A3YR.01A.11R.A22U.07	TCGA.DJ.A3V8.01A.11R.A23N.07	TCGA.DJ.A2PU.01A.12R.A19O.07	TCGA.IM.A3U2.01A.21R.A22L.07	TCGA.EM.A3FM.01A.11R.A21D.07	TCGA.EL.A3GZ.01A.11R.A20F.07	TCGA.KS.A4I7.01A.11R.A250.07	TCGA.DJ.A4UW.01A.11R.A250.07	TCGA.DJ.A2Q6.01A.11R.A18C.07	TCGA.E3.A3E2.01A.11R.A20F.07	TCGA.DJ.A2PQ.01A.11R.A18C.07	TCGA.DJ.A2PS.01A.11R.A18C.07	TCGA.DJ.A13P.01A.11R.A10U.07	TCGA.IM.A41Y.01A.11R.A23W.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.ET.A3BP.01A.21R.A19O.07	TCGA.E8.A44K.01A.21R.A23W.07	TCGA.EL.A3MW.01A.11R.A20F.07	TCGA.EM.A1CV.01A.11R.A13Y.07	TCGA.BJ.A0Z5.01A.11R.A10U.07	TCGA.ET.A25R.01A.11R.A16R.07	TCGA.FY.A40K.01A.11R.A23N.07	TCGA.FK.A3SG.01A.11R.A22L.07	TCGA.DJ.A2PZ.01A.21R.A18C.07	TCGA.EM.A1CS.01A.11R.A13Y.07	TCGA.E3.A3E5.01A.11R.A20F.07	TCGA.EM.A3SX.01A.11R.A22U.07	TCGA.EM.A3AN.01A.11R.A206.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.DJ.A2Q5.01A.11R.A18C.07	TCGA.EM.A3FJ.01A.11R.A21D.07	TCGA.EM.A2OX.01A.11R.A206.07	TCGA.DJ.A3UK.01A.11R.A22L.07	TCGA.FE.A232.01A.11R.A14Y.07	TCGA.EL.A3ZO.01A.11R.A23N.07	TCGA.BJ.A0ZE.01A.11R.A10U.07	TCGA.EL.A3CP.01A.11R.A19O.07	TCGA.DJ.A3VB.01A.11R.A23N.07	TCGA.DJ.A3UW.01A.11R.A22L.07	TCGA.BJ.A0ZB.01A.11R.A10U.07	TCGA.DJ.A2PO.01A.21R.A19O.07	TCGA.DJ.A3V7.01A.11R.A23N.07	TCGA.DJ.A3UO.01A.11R.A22L.07	TCGA.ET.A40T.01A.11R.A23N.07	TCGA.EL.A4JZ.01A.11R.A250.07	TCGA.BJ.A3F0.01A.11R.A206.07	TCGA.ET.A2N4.01A.12R.A19O.07	TCGA.FE.A3PD.01A.11R.A220.07	TCGA.ET.A2MY.01A.11R.A18C.07	TCGA.DJ.A13T.01A.11R.A10U.07	TCGA.EL.A3ZR.01A.11R.A23N.07	TCGA.DE.A0XZ.01A.11R.A180.07	TCGA.BJ.A0ZH.01A.11R.A10U.07	TCGA.EL.A3H8.01A.11R.A20F.07	TCGA.E8.A242.01A.21R.A16R.07	TCGA.EM.A3FP.01A.11R.A21D.07	TCGA.DJ.A3UN.01A.11R.A22L.07	TCGA.DJ.A1QN.01A.11R.A14Y.07	TCGA.EM.A22O.01A.11R.A180.07	TCGA.ET.A40Q.01A.11R.A23N.07	TCGA.J8.A3NZ.01A.11R.A21D.07	TCGA.EM.A4FM.01A.11R.A250.07	TCGA.CE.A483.01A.11R.A23W.07	TCGA.DJ.A1QF.01A.12R.A14Y.07	TCGA.FK.A3S3.01A.11R.A22L.07	TCGA.KS.A4I9.01A.11R.A250.07	TCGA.DJ.A3UR.01A.11R.A22L.07	TCGA.EM.A4FQ.01A.11R.A250.07	TCGA.EL.A3ZG.01A.11R.A23N.07	TCGA.GE.A2C6.01A.11R.A16R.07	TCGA.KS.A4IB.01A.11R.A250.07	TCGA.ET.A39O.01A.11R.A19O.07	TCGA.DJ.A13V.01A.11R.A10U.07	TCGA.ET.A40S.01A.11R.A23N.07	TCGA.DJ.A13X.01A.11R.A10U.07	TCGA.EL.A3GQ.01A.11R.A206.07	TCGA.DE.A4MC.01A.11R.A250.07	TCGA.DE.A69K.01A.11R.A39I.07	TCGA.IM.A3U3.01A.11R.A22L.07	TCGA.DJ.A4V4.01A.11R.A250.07	TCGA.FY.A3R8.01A.11R.A220.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.J8.A42S.01A.11R.A23N.07	TCGA.ET.A3BW.01A.11R.A19O.07	TCGA.DJ.A3VJ.01A.11R.A23N.07	TCGA.BJ.A45H.01A.12R.A23W.07	TCGA.E8.A418.01A.11R.A23N.07	TCGA.EM.A22M.01A.11R.A32Y.07
ZNF543	14.56	15.91	14.14	11.13	7.28	11.13	7.51	10.55	39.22	34.75	36.01	47.17	28.24	31.45	38.67	30.56	55.89	31.45	27.44	50.27	38.12	31.9	88.88	46.5	43.02	71.0	56.28	36.79	36.01	42.71	37.59	49.56	45.85	36.01	55.49	44.25	18.56	35.76	59.55	45.85	50.63	41.81	27.05	57.08	47.5	40.93	52.08	45.21	19.68	23.08	55.1	24.99	43.32	47.84	46.18	25.54	33.3	38.67	38.4	24.99	34.02	31.22	29.06	48.52	31.0	50.27	32.59	60.82	37.05	30.78	40.36	60.82	29.48	31.67	54.72	38.95	47.84	61.25	27.84	36.53	50.63	33.3	25.17	67.12	48.18	38.12	43.32	36.01	40.36	69.03	33.54	45.53	47.17	43.32	36.53	31.45	29.27	55.49	26.86	40.93	29.48	37.59
ZNF585B	39.5	38.95	28.65	33.54	35.25	21.63	37.59	10.79	99.43	135.24	181.28	172.65	146.03	100.83	176.29	151.22	171.45	118.43	94.01	194.36	154.42	141.02	226.54	181.28	183.82	232.94	209.84	124.37	155.5	166.73	144.01	194.36	212.78	199.85	205.5	182.55	114.36	161.02	220.32	169.07	190.34	181.28	105.15	201.25	206.94	183.82	279.14	166.73	84.63	115.97	229.72	115.16	146.03	205.5	182.55	130.6	164.42	175.07	128.79	125.24	151.22	158.79	164.42	195.72	202.66	229.72	149.12	224.97	124.37	96.01	187.71	244.57	140.04	148.09	194.36	92.7	193.01	262.2	136.19	181.28	183.82	120.94	128.79	228.13	183.82	125.24	206.94	162.14	201.25	320.8	156.59	154.42	166.73	175.07	161.02	140.04	155.5	246.28	112.77	180.02	122.64	141.02
ZNF587B	18.56	49.21	38.95	47.5	37.85	45.21	52.45	19.39	130.6	81.71	69.52	55.1	78.89	50.27	72.01	58.71	114.36	48.52	31.9	105.89	71.5	88.88	82.29	88.88	60.82	98.04	112.77	28.45	58.71	74.58	66.18	78.34	82.29	80.57	76.71	93.35	40.93	62.12	113.56	55.49	64.8	73.03	50.98	99.43	93.35	101.54	112.77	61.68	55.49	48.52	91.41	65.26	59.55	75.64	90.14	43.02	72.52	104.42	67.12	56.68	63.45	71.5	43.94	69.03	83.45	113.56	65.72	73.03	42.71	78.34	84.04	104.42	44.57	43.32	96.01	44.57	62.56	84.63	52.45	71.5	64.34	49.21	54.72	80.01	50.63	49.91	101.54	78.89	78.34	148.09	54.33	99.43	59.97	75.11	87.65	52.82	56.68	141.02	52.82	84.04	58.3	77.79
ZNF596	43.63	11.3	35.76	26.67	32.36	36.53	28.45	11.82	46.18	105.15	146.03	106.63	104.42	48.87	98.04	114.36	134.3	73.54	35.0	194.36	127.89	139.07	164.42	115.16	125.24	153.34	125.24	72.52	143.01	132.44	102.25	103.69	140.04	119.26	55.1	228.13	75.64	87.65	195.72	135.24	175.07	109.66	76.71	120.94	191.67	152.28	231.32	88.88	78.34	84.63	167.9	76.17	102.97	96.68	130.6	55.89	111.99	186.4	97.36	80.57	146.03	135.24	57.08	175.07	185.11	224.97	77.79	115.97	88.26	71.0	137.14	130.6	66.18	96.68	99.43	49.56	115.16	110.43	72.01	134.3	125.24	82.87	85.22	141.02	134.3	73.03	197.09	130.6	111.99	190.34	96.68	109.66	118.43	139.07	127.0	97.36	126.12	163.28	92.7	145.02	80.01	89.51
ZNF606	62.56	30.56	36.27	43.63	33.06	41.52	24.28	7.46	127.89	87.03	251.48	273.37	232.94	164.42	211.31	209.84	229.72	172.65	123.5	291.04	199.85	217.27	237.86	232.94	248.0	295.11	239.52	191.67	221.86	237.86	228.13	236.21	264.03	232.94	199.85	363.56	86.43	265.87	423.61	229.72	248.0	264.03	158.79	260.38	273.37	205.5	279.14	220.32	164.42	153.34	363.56	175.07	212.78	248.0	221.86	189.02	198.47	267.73	214.27	120.94	195.72	208.38	178.77	264.03	297.17	316.37	205.5	248.0	161.02	147.06	220.32	329.84	173.85	237.86	255.0	166.73	239.52	211.31	142.01	224.97	215.77	223.41	162.14	204.07	258.57	176.29	297.17	242.88	206.94	387.02	195.72	262.2	242.88	239.52	197.09	221.86	229.72	279.14	153.34	242.88	208.38	201.25
ZNF607	36.27	3.86	7.34	6.16	4.13	5.23	6.16	1.93	52.08	53.19	102.25	81.14	77.25	57.89	76.17	59.55	99.43	63.0	33.54	92.7	81.71	69.52	120.94	89.51	96.01	115.97	96.68	70.01	92.05	105.89	97.36	82.87	90.14	95.34	84.04	106.63	41.52	88.26	129.69	109.66	94.67	81.71	90.77	85.82	80.01	88.26	108.9	88.88	48.52	67.59	105.15	50.27	57.08	108.9	98.04	87.65	81.71	84.63	74.06	77.79	86.43	74.58	84.04	85.82	87.03	120.94	80.01	96.68	63.45	63.0	88.26	126.12	70.51	69.03	115.16	53.19	84.63	107.38	54.72	90.14	104.42	75.64	56.28	86.43	98.04	50.63	84.04	99.43	88.88	132.44	44.57	87.65	87.65	88.88	84.63	90.14	83.45	133.36	49.21	88.88	71.5	93.35
ZNF610	69.52	5.11	13.93	3.63	4.35	4.24	2.97	3.38	49.56	40.64	138.1	121.79	70.01	60.39	95.34	87.03	104.42	65.26	63.45	166.73	75.64	60.82	121.79	115.97	142.01	145.02	135.24	81.14	87.65	114.36	73.03	145.02	90.14	107.38	96.68	92.05	41.81	67.59	129.69	161.02	92.7	116.78	59.13	90.77	139.07	101.54	148.09	81.14	44.25	54.72	115.97	69.03	85.82	86.43	99.43	98.04	71.0	74.06	60.82	61.25	73.54	76.17	67.12	111.21	90.14	99.43	87.03	138.1	58.3	81.14	102.25	173.85	69.52	70.51	76.71	108.9	85.82	133.36	57.08	63.45	122.64	61.25	77.25	108.14	133.36	72.52	181.28	84.04	86.43	195.72	52.45	58.71	94.67	94.67	105.15	98.73	63.45	145.02	60.82	84.04	60.39	68.55
ZNF627	353.59	72.01	79.45	53.95	80.01	85.22	78.89	63.89	197.09	314.17	242.88	248.0	187.71	170.25	212.78	211.31	318.57	241.19	194.36	346.29	236.21	195.72	299.25	255.0	283.05	334.46	363.56	239.52	234.57	265.87	182.55	368.65	312.0	253.23	186.4	316.37	141.02	248.0	351.14	255.0	312.0	223.41	135.24	275.28	305.55	267.73	371.22	204.07	148.09	197.09	334.46	176.29	202.66	205.5	299.25	186.4	231.32	260.38	217.27	165.57	271.48	220.32	204.07	269.6	283.05	327.56	206.94	312.0	212.78	198.47	256.78	320.8	178.77	199.85	264.03	198.47	256.78	287.01	182.55	208.38	305.55	214.27	189.02	195.72	275.28	251.48	318.57	198.47	262.2	273.37	287.01	262.2	228.13	236.21	221.86	195.72	258.57	320.8	189.02	234.57	182.55	205.5
ZNF629	12.36	21.01	25.35	19.39	19.25	24.99	7.4	7.4	150.17	66.65	88.26	110.43	66.65	74.58	77.25	63.89	158.79	65.72	64.8	119.26	85.82	68.55	108.14	64.8	75.64	107.38	102.25	45.53	65.26	76.71	87.65	102.97	128.79	103.69	127.0	130.6	39.5	99.43	175.07	76.17	119.26	68.55	47.17	100.13	83.45	78.89	128.79	114.36	54.72	79.45	120.94	40.07	70.51	122.64	136.19	72.01	108.14	108.14	92.05	80.57	87.03	47.17	94.67	127.89	81.14	114.36	59.97	121.79	93.35	69.52	104.42	124.37	100.13	84.63	127.89	52.82	94.67	157.68	71.0	86.43	110.43	59.55	58.71	131.51	110.43	89.51	111.99	88.26	120.94	134.3	92.05	97.36	108.9	68.55	78.89	69.52	69.52	167.9	59.55	97.36	71.5	62.56
ZNF667	8.58	10.16	7.0	11.47	4.82	3.92	17.64	0.74	7.69	5.41	182.55	157.68	122.64	115.16	186.4	166.73	170.25	137.14	108.14	185.11	144.01	135.24	191.67	143.01	185.11	190.34	161.02	155.5	182.55	162.14	182.55	176.29	164.42	182.55	164.42	195.72	72.01	172.65	258.57	169.07	195.72	152.28	141.02	166.73	178.77	220.32	224.97	147.06	116.78	104.42	221.86	139.07	123.5	183.82	139.07	145.02	180.02	135.24	163.28	137.14	138.1	115.16	141.02	182.55	111.21	195.72	148.09	234.57	138.1	65.72	138.1	189.02	161.02	166.73	187.71	139.07	205.5	214.27	110.43	178.77	165.57	138.1	157.68	165.57	172.65	147.06	193.01	126.12	173.85	236.21	145.02	116.78	156.59	177.53	177.53	147.06	147.06	204.07	105.15	127.89	127.0	98.73
ZNF676	53.19	5.54	1.23	0.0	1.36	0.85	4.54	0.0	0.64	0.85	55.49	0.0	34.51	17.77	35.25	47.5	67.59	45.53	22.26	82.29	47.17	38.95	47.84	34.02	61.68	96.01	76.71	43.63	36.79	59.97	24.46	76.17	123.5	52.82	29.91	108.14	32.36	47.17	127.0	46.84	40.36	31.22	30.12	50.98	62.12	58.71	106.63	34.75	2.51	49.91	96.01	8.45	9.56	53.95	73.54	38.95	68.55	67.59	7.82	25.72	54.72	42.41	36.27	77.25	44.25	111.99	45.21	74.58	34.75	36.79	76.17	84.04	20.41	38.95	59.13	32.36	66.18	133.36	34.75	52.45	49.56	57.89	30.12	77.25	35.5	41.81	71.0	74.06	80.01	189.02	18.97	63.0	59.13	44.89	7.63	21.47	36.79	125.24	36.53	37.85	47.84	22.92
ZNF724P	1.87	0.64	1.58	2.23	0.67	1.36	3.0	0.0	5.41	4.5	6.89	9.27	1.85	2.03	6.06	4.28	9.06	5.23	6.11	10.39	3.82	3.63	12.83	4.1	4.21	14.67	9.85	2.53	2.01	8.99	3.11	5.82	19.68	13.12	14.24	7.82	1.41	12.09	20.71	8.51	9.27	3.44	2.03	15.45	7.17	8.19	8.65	5.32	2.89	4.17	8.71	2.92	3.72	9.78	13.22	4.43	4.24	5.59	5.73	3.41	5.82	3.32	6.52	14.78	8.58	10.63	5.11	10.0	5.54	4.43	11.04	13.62	4.43	5.96	15.45	6.21	8.99	29.7	3.11	10.71	7.11	5.02	6.01	29.27	6.31	6.46	6.11	7.17	15.56	14.35	9.34	8.32	9.06	2.94	10.16	3.69	2.89	10.31	4.13	2.29	11.73	5.96
ZNF727	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.44	9.63	0.6	2.05	14.24	2.66	11.47	2.05	1.38	10.24	4.13	4.5	14.89	4.06	3.92	12.36	7.94	0.31	6.73	1.28	4.54	3.32	10.31	0.32	14.03	8.0	0.96	4.62	21.78	1.25	0.0	4.28	1.36	4.28	1.66	17.64	15.34	0.67	0.0	3.96	16.88	0.67	2.46	10.96	0.0	4.24	2.97	8.51	0.0	2.89	0.0	2.81	0.0	7.88	1.58	4.5	2.48	16.39	2.68	1.79	10.55	20.26	0.0	5.77	13.83	0.34	7.0	31.45	4.5	9.27	11.21	1.45	0.0	14.56	4.5	2.84	2.34	6.26	15.11	21.16	5.82	14.24	3.66	6.11	9.93	0.0	5.5	21.63	0.29	4.86	5.45	0.0
ZNF728	0.0	1.01	0.0	0.0	0.0	1.77	0.0	0.0	0.95	0.18	13.22	1.5	5.02	1.11	5.41	8.71	20.56	1.83	0.75	27.05	10.63	6.31	23.25	9.34	15.0	29.91	25.72	12.18	5.11	18.43	3.08	19.39	57.08	11.73	3.56	20.86	0.73	15.0	66.18	13.72	23.76	1.43	6.62	18.7	4.1	17.64	35.5	3.56	0.0	16.75	27.25	0.75	3.32	2.94	14.56	3.38	21.01	11.47	2.18	3.03	20.41	11.04	3.41	21.78	6.26	11.38	4.62	22.1	8.25	5.02	11.64	23.76	0.0	5.59	14.67	3.03	6.89	57.49	9.41	5.96	14.14	4.06	1.39	33.06	14.45	9.2	18.03	8.25	40.36	63.0	3.66	24.99	18.43	3.63	6.16	1.13	4.21	34.26	5.68	8.65	3.29	1.69
ZNF740	57.49	72.52	70.01	89.51	70.01	101.54	65.72	58.3	273.37	295.11	551.56	341.51	395.18	279.14	327.56	339.14	532.74	305.55	251.48	441.64	400.71	327.56	473.41	392.44	480.04	511.0	460.44	323.03	460.44	339.14	356.05	450.94	551.56	389.72	543.96	612.11	204.07	395.18	660.68	403.5	551.56	395.18	387.02	450.94	368.65	438.59	591.22	406.31	285.03	287.01	547.75	218.79	343.89	532.74	521.76	395.18	379.04	480.04	376.41	275.28	444.72	392.44	371.22	497.0	460.44	559.28	291.04	555.41	309.83	208.38	551.56	551.56	366.09	358.54	403.5	305.55	507.46	536.45	403.5	358.54	507.46	279.14	334.46	540.19	361.04	291.04	441.64	343.89	536.45	665.29	336.79	460.44	420.68	353.59	435.55	368.65	460.44	563.18	283.05	438.59	301.33	356.05
ZNF772	28.04	4.35	10.31	14.89	16.27	15.45	7.22	21.94	75.64	62.56	115.16	114.36	87.03	56.68	94.67	100.13	171.45	76.71	43.32	131.51	105.15	74.06	169.07	107.38	114.36	191.67	138.1	80.01	90.14	123.5	84.63	123.5	201.25	135.24	118.43	143.01	41.52	125.24	283.05	139.07	140.04	100.13	62.56	127.89	105.15	110.43	193.01	90.14	48.52	90.14	169.07	61.25	84.04	140.04	152.28	88.88	108.9	141.02	101.54	63.0	99.43	92.05	72.52	189.02	109.66	140.04	85.22	165.57	76.71	49.91	164.42	108.9	83.45	71.5	114.36	55.89	145.02	206.94	84.04	93.35	120.1	80.01	72.01	151.22	131.51	102.97	142.01	106.63	148.09	242.88	100.13	113.56	131.51	98.73	128.79	77.25	98.04	204.07	82.87	106.63	112.77	87.65
ZNF778	15.68	27.05	18.43	17.9	26.47	18.97	18.56	9.56	137.14	52.82	49.91	52.82	37.05	31.9	73.03	49.21	90.14	54.72	36.79	59.97	47.5	34.26	89.51	31.9	73.54	108.14	61.25	34.26	31.67	50.98	45.21	59.55	121.79	58.71	95.34	109.66	26.67	90.14	153.34	43.02	79.45	43.63	37.32	81.14	46.5	72.01	100.83	92.05	64.8	32.13	88.26	33.78	48.18	98.04	100.13	40.36	58.3	55.1	63.89	39.79	32.13	37.32	55.89	126.12	45.53	89.51	38.67	98.73	73.03	25.35	71.5	122.64	75.64	85.82	107.38	46.5	61.68	198.47	37.05	42.71	49.56	47.5	31.22	92.05	77.79	62.56	60.39	65.26	111.21	156.59	72.52	138.1	81.14	42.71	88.26	38.95	70.51	152.28	54.72	57.89	63.0	46.84
ZNF786	3.86	35.76	56.28	30.34	43.02	28.65	34.75	11.91	81.14	70.01	118.43	116.78	111.99	113.56	85.82	87.03	120.1	105.89	58.71	116.78	118.43	72.52	146.03	84.04	92.7	115.16	135.24	53.57	93.35	148.09	116.78	79.45	96.01	131.51	114.36	126.12	27.05	76.71	183.82	84.63	155.5	132.44	92.05	141.02	109.66	75.64	118.43	103.69	68.07	42.41	108.14	68.07	81.71	122.64	138.1	92.7	91.41	95.34	107.38	90.77	92.7	94.01	63.89	112.77	64.8	144.01	98.04	139.07	94.01	59.97	95.34	139.07	73.54	116.78	124.37	81.14	102.25	137.14	55.1	117.6	156.59	67.59	88.26	104.42	123.5	80.01	108.9	114.36	84.04	107.38	83.45	102.97	95.34	105.15	100.13	62.56	85.82	159.9	74.58	86.43	96.01	114.36
ZNF790	41.81	58.3	91.41	111.99	72.01	81.14	67.59	49.56	66.18	52.82	154.42	96.68	135.24	78.89	110.43	113.56	142.01	100.83	72.52	165.57	106.63	118.43	126.12	124.37	119.26	137.14	132.44	100.83	116.78	151.22	91.41	127.89	135.24	122.64	100.13	138.1	77.25	111.99	149.12	149.12	143.01	142.01	80.01	119.26	111.21	151.22	146.03	94.67	90.77	92.05	148.09	84.04	92.7	91.41	101.54	102.25	127.89	124.37	109.66	87.65	130.6	113.56	76.71	128.79	90.77	119.26	98.73	148.09	90.77	99.43	165.57	146.03	78.89	101.54	135.24	70.01	93.35	133.36	102.97	94.67	110.43	96.01	106.63	126.12	121.79	100.13	138.1	122.64	132.44	209.84	87.03	127.89	124.37	91.41	128.79	110.43	102.25	194.36	111.99	112.77	98.73	85.22
ZNF8	5.06	7.88	10.63	18.84	13.12	12.74	6.57	5.11	34.26	30.34	40.64	40.93	0.0	38.67	50.98	23.25	42.11	34.02	28.04	81.71	35.5	30.78	92.7	37.85	36.53	53.57	40.07	43.32	39.5	48.52	49.56	34.26	59.55	54.33	92.7	75.11	16.63	37.32	103.69	30.34	75.11	41.52	22.26	87.65	28.04	45.21	56.68	53.19	44.25	18.43	12.09	28.65	34.02	64.34	55.89	36.27	55.49	51.35	56.28	17.38	16.27	36.53	8.99	59.13	32.36	71.5	42.71	81.14	52.82	18.97	57.89	93.35	38.95	58.71	69.03	1.87	44.25	102.25	24.11	31.45	48.87	35.5	40.93	122.64	44.57	55.1	52.08	41.81	41.52	113.56	36.27	38.95	60.82	28.04	52.45	40.36	38.67	111.99	42.41	21.78	48.87	12.0
ZNF816	78.89	16.27	21.01	25.35	26.67	20.26	48.87	0.06	138.1	97.36	128.79	106.63	81.71	117.6	141.02	90.14	111.21	92.7	75.11	149.12	80.01	43.02	147.06	93.35	96.01	136.19	146.03	72.01	120.1	123.5	98.73	157.68	101.54	113.56	105.89	144.01	30.34	134.3	183.82	136.19	128.79	123.5	100.13	146.03	117.6	105.15	142.01	153.34	59.55	76.71	100.83	71.5	123.5	139.07	115.97	111.99	85.22	121.79	81.71	89.51	94.67	93.35	92.7	130.6	101.54	164.42	115.16	165.57	79.45	54.33	130.6	120.1	102.97	98.04	136.19	62.56	105.15	212.78	41.52	111.99	132.44	90.77	84.63	175.07	101.54	132.44	100.13	111.99	167.9	199.85	111.21	102.97	113.56	118.43	137.14	105.89	65.72	195.72	52.08	111.99	125.24	95.34
ZNF844	137.14	19.68	41.52	26.86	34.75	26.47	73.03	16.51	73.03	90.77	116.78	105.89	68.55	55.49	102.25	97.36	150.17	100.83	78.34	144.01	102.97	88.88	202.66	142.01	182.55	260.38	165.57	129.69	127.0	109.66	84.63	155.5	190.34	115.16	100.83	128.79	42.41	124.37	224.97	119.26	150.17	84.63	71.5	142.01	164.42	138.1	163.28	118.43	47.84	82.29	197.09	64.8	75.11	113.56	143.01	85.82	115.97	106.63	89.51	118.43	109.66	71.0	100.83	134.3	133.36	163.28	88.26	226.54	103.69	105.89	133.36	147.06	131.51	85.82	145.02	93.35	149.12	208.38	71.0	98.04	154.42	106.63	80.01	124.37	127.0	108.9	155.5	76.71	136.19	256.78	114.36	120.1	121.79	122.64	91.41	103.69	131.51	159.9	54.33	96.01	82.87	85.22
ZSCAN12	8.06	11.3	13.42	13.72	8.65	12.83	5.19	4.13	40.07	36.79	62.56	30.12	39.5	27.44	53.95	45.53	86.43	39.22	31.9	77.25	52.82	51.35	77.79	59.13	59.13	98.73	51.71	49.21	41.52	60.82	49.91	81.14	76.71	59.97	61.25	89.51	21.78	63.45	97.36	46.84	73.54	61.68	26.28	80.57	55.1	59.97	94.01	46.18	29.91	40.36	88.26	31.45	33.54	61.25	82.29	59.13	62.12	53.95	50.27	32.82	48.87	54.33	41.52	90.14	66.18	66.65	40.07	97.36	35.25	36.01	75.11	69.52	27.44	55.89	57.49	32.13	67.59	78.34	44.25	36.01	70.51	37.05	37.59	64.34	55.1	37.59	72.52	42.11	70.51	108.14	38.4	67.12	58.3	53.95	54.33	48.87	55.89	94.67	38.67	59.97	35.5	43.63
ZSCAN25	25.35	54.72	94.01	44.89	47.17	52.45	26.1	14.24	111.99	177.53	116.78	115.97	87.65	94.01	77.79	92.05	162.14	74.58	58.71	143.01	104.42	129.69	150.17	126.12	115.16	145.02	140.04	71.5	102.25	114.36	85.22	126.12	154.42	94.67	96.68	151.22	53.57	100.13	178.77	117.6	163.28	111.99	70.51	131.51	148.09	105.89	161.02	115.16	72.01	59.13	143.01	81.14	94.67	111.21	159.9	82.87	90.77	134.3	108.9	75.11	91.41	102.25	77.25	153.34	100.13	155.5	87.65	141.02	85.82	96.68	129.69	139.07	81.71	70.01	121.79	60.82	140.04	142.01	95.34	97.36	154.42	63.45	90.77	136.19	111.99	70.01	137.14	98.73	136.19	97.36	81.71	132.44	120.94	122.64	101.54	78.34	77.25	150.17	85.82	130.6	82.29	93.35
