	TCGA.A8.A08Z.01A.21R.A00Z.07	TCGA.BH.A1FN.01A.11R.A13Q.07	TCGA.E2.A159.01A.11R.A115.07	TCGA.AR.A1AR.01A.31R.A137.07	TCGA.A8.A08H.01A.21R.A00Z.07	TCGA.JY.A93D.01A.11R.A38D.31	TCGA.CV.7407.01A.11R.2081.07	TCGA.55.1592.01A.01R.0946.07	TCGA.55.7727.01A.11R.2170.07	TCGA.55.7724.01A.11R.2170.07	TCGA.86.7711.01A.11R.2066.07	TCGA.60.2704.01A.11R.2045.07	TCGA.66.2742.01A.01R.0980.07	TCGA.85.8666.01A.11R.2403.07	TCGA.77.7338.01A.11R.2045.07	TCGA.56.A62T.01A.11R.A405.07	TCGA.34.2608.01A.02R.0851.07	TCGA.66.2773.01A.01R.1201.07	TCGA.63.A5MH.01A.12R.A27Q.07	TCGA.85.7844.01A.11R.2125.07	TCGA.21.1071.01A.01R.0692.07	TCGA.BR.8289.01A.11R.2343.13	TCGA.BR.6458.01A.11R.1802.13	TCGA.DJ.A3VM.01A.11R.A23N.07	TCGA.DJ.A2Q0.01A.11R.A206.07	TCGA.ET.A3DW.01A.11R.A19O.07	TCGA.BJ.A2N7.01A.11R.A18C.07	TCGA.EM.A1YB.01A.11R.A14Y.07	TCGA.DJ.A3VF.01A.11R.A23N.07	TCGA.EM.A22L.01A.11R.A180.07	TCGA.BJ.A3EZ.01A.11R.A206.07	TCGA.FY.A3YR.01A.11R.A22U.07	TCGA.DJ.A3V8.01A.11R.A23N.07	TCGA.BJ.A4O9.01A.11R.A250.07	TCGA.IM.A3U2.01A.21R.A22L.07	TCGA.EM.A3FM.01A.11R.A21D.07	TCGA.EM.A2OY.01A.11R.A206.07	TCGA.IM.A41Z.01A.11R.A23N.07	TCGA.IM.A41Y.01A.11R.A23W.07	TCGA.EL.A3CN.01A.12R.A20F.07	TCGA.FY.A3R9.01A.11R.A220.07	TCGA.EL.A3GY.01A.21R.A206.07	TCGA.L6.A4ET.01A.11R.A250.07	TCGA.BJ.A45F.01A.12R.A23W.07	TCGA.ET.A3BP.01A.21R.A19O.07	TCGA.EL.A3GS.01A.11R.A20F.07	TCGA.EL.A3TB.01A.11R.A22L.07	TCGA.H2.A26U.01A.11R.A16R.07	TCGA.EL.A3H7.01A.11R.A21D.07	TCGA.DJ.A2QB.01A.11R.A19O.07	TCGA.L6.A4EQ.01A.11R.A250.07	TCGA.MK.A84Z.01A.11R.A39I.07	TCGA.ET.A25L.01A.11R.A16R.07	TCGA.EL.A3N3.01A.11R.A20F.07	TCGA.E3.A3E5.01A.11R.A20F.07	TCGA.EM.A2OW.01A.11R.A206.07	TCGA.E8.A3X7.01A.11R.A22U.07	TCGA.EM.A4G1.01A.11R.A250.07	TCGA.EM.A1CW.01A.21R.A13Y.07	TCGA.J8.A4HY.01A.11R.A250.07	TCGA.FE.A232.01A.11R.A14Y.07	TCGA.ET.A25G.01A.11R.A16R.07	TCGA.FE.A230.01A.11R.A14Y.07	TCGA.DJ.A13S.01A.11R.A10U.07	TCGA.BJ.A0ZE.01A.11R.A10U.07	TCGA.EM.A4FU.01A.11R.A250.07	TCGA.KS.A4ID.01A.11R.A250.07	TCGA.DJ.A3VB.01A.11R.A23N.07	TCGA.DJ.A3UW.01A.11R.A22L.07	TCGA.EM.A22I.01A.11R.A180.07	TCGA.DJ.A2PO.01A.21R.A19O.07	TCGA.DJ.A3V6.01A.11R.A22U.07	TCGA.EM.A3AK.01A.11R.A206.07	TCGA.ET.A2N4.01A.12R.A19O.07	TCGA.H2.A3RI.01A.11R.A220.07	TCGA.ET.A2MY.01A.11R.A18C.07	TCGA.BJ.A3PT.01A.12R.A220.07	TCGA.EL.A3N2.01A.11R.A20F.07	TCGA.BJ.A2NA.01A.12R.A19O.07	TCGA.E3.A3DY.01A.11R.A20F.07	TCGA.EM.A4FK.01A.11R.A250.07	TCGA.DJ.A3UN.01A.11R.A22L.07	TCGA.EM.A2CQ.01A.11R.A180.07	TCGA.EM.A2CO.01A.11R.A19O.07	TCGA.ET.A2N5.01A.11R.A18C.07	TCGA.ET.A39T.01A.11R.A19O.07	TCGA.EM.A22O.01A.11R.A180.07	TCGA.ET.A40Q.01A.11R.A23N.07	TCGA.E3.A3E3.01A.11R.A20F.07	TCGA.J8.A3NZ.01A.11R.A21D.07	TCGA.CE.A483.01A.11R.A23W.07	TCGA.EM.A22N.01A.11R.A180.07	TCGA.DJ.A1QF.01A.12R.A14Y.07	TCGA.KS.A4I9.01A.11R.A250.07	TCGA.BJ.A18Z.01A.21R.A13Y.07	TCGA.EM.A4FQ.01A.11R.A250.07	TCGA.EL.A3ZG.01A.11R.A23N.07	TCGA.ET.A39O.01A.11R.A19O.07	TCGA.EL.A3D6.01A.12R.A206.07	TCGA.DE.A4MC.01A.11R.A250.07	TCGA.IM.A3U3.01A.11R.A22L.07	TCGA.ET.A3DU.01A.11R.A19O.07	TCGA.FY.A3R8.01A.11R.A220.07	TCGA.ET.A25M.01A.11R.A16R.07	TCGA.DJ.A3V0.01A.11R.A22U.07	TCGA.ET.A25P.01A.11R.A16R.07	TCGA.EL.A3CM.01A.11R.A19O.07	TCGA.DJ.A1QD.01A.11R.A14Y.07	TCGA.DJ.A3UT.01A.11R.A22L.07	TCGA.ET.A25I.01A.11R.A16R.07	TCGA.DJ.A2Q3.01A.11R.A18C.07	TCGA.DJ.A3V5.01A.11R.A22U.07	TCGA.EL.A3MZ.01A.11R.A21D.07	TCGA.E8.A418.01A.11R.A23N.07	TCGA.DJ.A2Q9.01A.21R.A18C.07	GTEX.R55C.0626.SM.2TF4Q	GTEX.ZTPG.0826.SM.5DUVC	GTEX.11TT1.1126.SM.5P9GV
TROVE2	703.28	759.08	490.14	819.3	384.34	316.37	314.17	260.38	376.41	525.39	503.95	493.56	511.0	356.05	547.75	211.31	348.71	260.38	325.29	420.68	450.94	450.94	241.19	142.01	181.28	140.04	127.0	155.5	153.34	223.41	166.73	136.19	111.99	115.16	86.43	74.58	162.14	128.79	82.29	181.28	132.44	155.5	77.25	105.89	139.07	241.19	66.65	220.32	130.6	181.28	68.07	123.5	180.02	185.11	108.14	187.71	56.68	138.1	134.3	108.9	115.16	175.07	197.09	161.02	108.9	130.6	98.04	84.04	108.9	195.72	162.14	133.36	125.24	76.17	97.36	102.25	89.51	151.22	162.14	138.1	155.5	103.69	239.52	155.5	113.56	166.73	92.05	98.04	140.04	154.42	130.6	211.31	208.38	113.56	129.69	79.45	107.38	155.5	137.14	164.42	109.66	103.69	123.5	172.65	100.83	149.12	176.29	218.79	129.69	137.14	201.25	131.51	193.01	102.97	273.37	327.56	264.03	242.88
TSNAX	1437.15	1143.1	599.49	1143.1	769.69	559.28	753.83	915.51	1044.52	830.75	995.0	775.05	921.88	854.13	1096.5	460.44	872.1	607.87	808.0	684.02	928.3	647.07	890.44	555.41	674.59	476.71	447.82	518.15	493.56	698.41	493.56	483.38	420.68	429.54	387.02	236.21	612.11	518.15	358.54	507.46	733.19	616.37	303.44	514.56	457.25	607.87	371.22	507.46	417.77	629.35	348.71	540.19	521.76	486.75	400.71	567.1	305.55	587.13	473.41	450.94	403.5	490.14	540.19	583.07	486.75	551.56	376.41	366.09	423.61	571.05	567.1	503.95	603.67	470.14	447.82	529.06	493.56	486.75	511.0	532.74	599.49	473.41	587.13	525.39	633.73	599.49	323.03	423.61	490.14	587.13	540.19	518.15	612.11	476.71	409.15	379.04	429.54	591.22	633.73	872.1	500.46	358.54	551.56	490.14	281.09	620.67	571.05	624.99	414.87	473.41	587.13	493.56	674.59	493.56	665.29	660.68	660.68	480.04
TTC27	343.89	285.03	301.33	540.19	334.46	265.87	297.17	251.48	392.44	246.28	579.04	293.07	237.86	320.8	277.2	273.37	234.57	327.56	381.68	212.78	341.51	223.41	303.44	175.07	120.94	255.0	248.0	142.01	211.31	158.79	228.13	229.72	172.65	197.09	195.72	175.07	122.64	178.77	158.79	191.67	144.01	194.36	180.02	116.78	181.28	255.0	232.94	191.67	190.34	153.34	209.84	234.57	205.5	223.41	153.34	189.02	197.09	229.72	258.57	201.25	190.34	191.67	228.13	109.66	134.3	146.03	204.07	214.27	138.1	194.36	167.9	195.72	212.78	155.5	137.14	224.97	169.07	183.82	232.94	218.79	204.07	205.5	236.21	112.77	140.04	237.86	190.34	183.82	242.88	234.57	221.86	108.9	224.97	162.14	182.55	162.14	181.28	248.0	212.78	202.66	187.71	218.79	201.25	201.25	190.34	186.4	221.86	220.32	143.01	162.14	253.23	208.38	193.01	187.71	190.34	217.27	246.28	249.73
TWISTNB	336.79	409.15	218.79	559.28	224.97	269.6	204.07	209.84	305.55	334.46	214.27	269.6	403.5	215.77	260.38	289.02	199.85	241.19	332.14	251.48	285.03	642.59	275.28	119.26	220.32	142.01	151.22	105.15	153.34	151.22	170.25	135.24	119.26	130.6	94.01	73.03	249.73	111.99	59.55	150.17	109.66	137.14	94.01	105.89	145.02	166.73	96.68	114.36	121.79	146.03	74.06	122.64	153.34	134.3	102.25	123.5	92.05	130.6	118.43	106.63	113.56	140.04	144.01	125.24	116.78	105.15	95.34	92.05	110.43	142.01	162.14	113.56	133.36	125.24	127.0	141.02	92.05	148.09	159.9	128.79	150.17	126.12	146.03	170.25	112.77	162.14	94.67	100.13	135.24	166.73	169.07	183.82	171.45	121.79	133.36	98.73	110.43	129.69	124.37	107.38	126.12	85.22	152.28	134.3	75.64	142.01	146.03	208.38	108.9	112.77	167.9	133.36	127.0	115.16	185.11	191.67	186.4	176.29
UBA6	497.0	785.88	429.54	1498.22	454.09	579.04	271.48	353.59	466.88	470.14	518.15	1066.48	624.99	316.37	669.92	559.28	366.09	376.41	674.59	669.92	392.44	262.2	392.44	149.12	194.36	150.17	107.38	106.63	165.57	314.17	242.88	172.65	134.3	129.69	118.43	102.97	137.14	124.37	100.83	212.78	147.06	202.66	99.43	120.94	141.02	334.46	109.66	273.37	189.02	158.79	73.54	139.07	312.0	281.09	135.24	175.07	77.79	178.77	102.25	102.25	134.3	264.03	435.55	147.06	133.36	124.37	135.24	118.43	139.07	194.36	223.41	187.71	193.01	113.56	141.02	134.3	88.88	186.4	178.77	194.36	173.85	157.68	267.73	106.63	118.43	164.42	123.5	121.79	163.28	214.27	152.28	181.28	327.56	177.53	220.32	122.64	116.78	155.5	198.47	186.4	159.9	154.42	178.77	228.13	109.66	173.85	124.37	336.79	143.01	120.94	269.6	149.12	163.28	158.79	543.96	351.14	193.01	178.77
UBE3C	842.36	713.11	1540.37	1769.57	775.05	866.07	872.1	830.75	915.51	1104.13	842.36	1286.18	884.29	1175.27	1467.37	1059.11	819.3	629.35	532.74	842.36	813.63	1023.0	693.58	381.68	819.3	379.04	356.05	507.46	473.41	463.65	450.94	409.15	341.51	371.22	341.51	285.03	412.0	363.56	277.2	441.64	397.93	503.95	251.48	334.46	312.0	536.45	312.0	420.68	432.53	460.44	264.03	309.83	426.57	463.65	301.33	543.96	281.09	384.34	397.93	351.14	417.77	507.46	486.75	460.44	332.14	341.51	329.84	267.73	336.79	480.04	409.15	376.41	441.64	256.78	406.31	341.51	309.83	417.77	454.09	423.61	555.41	384.34	536.45	371.22	368.65	403.5	406.31	351.14	438.59	460.44	384.34	536.45	460.44	387.02	435.55	323.03	325.29	397.93	389.72	420.68	363.56	409.15	435.55	438.59	293.07	403.5	423.61	540.19	305.55	316.37	473.41	414.87	356.05	400.71	813.63	551.56	348.71	486.75
UCHL5	1175.27	1008.9	1662.49	1594.73	642.59	450.94	830.75	532.74	1088.92	813.63	813.63	679.29	1551.09	1151.06	1199.98	559.28	507.46	571.05	842.36	878.17	1051.79	813.63	493.56	153.34	358.54	140.04	164.42	232.94	181.28	170.25	177.53	169.07	163.28	125.24	117.6	135.24	307.69	189.02	76.17	187.71	204.07	149.12	71.0	169.07	133.36	177.53	120.94	181.28	148.09	172.65	82.87	156.59	120.94	237.86	92.7	293.07	101.54	218.79	221.86	126.12	135.24	208.38	145.02	194.36	102.25	173.85	172.65	129.69	154.42	157.68	130.6	173.85	130.6	77.79	124.37	138.1	161.02	138.1	157.68	111.99	237.86	118.43	303.44	264.03	167.9	164.42	124.37	146.03	153.34	138.1	137.14	281.09	161.02	166.73	135.24	122.64	173.85	157.68	187.71	165.57	134.3	170.25	159.9	105.89	155.5	182.55	163.28	194.36	170.25	180.02	204.07	173.85	156.59	126.12	336.79	457.25	312.0	397.93
UGGT1	525.39	500.46	279.14	612.11	567.1	389.72	688.78	500.46	521.76	603.67	1051.79	665.29	366.09	579.04	647.07	785.88	351.14	473.41	341.51	713.11	674.59	583.07	343.89	277.2	164.42	175.07	217.27	153.34	279.14	532.74	217.27	206.94	193.01	201.25	155.5	195.72	146.03	218.79	135.24	299.25	241.19	234.57	122.64	228.13	173.85	483.38	159.9	291.04	234.57	234.57	139.07	249.73	236.21	332.14	164.42	273.37	148.09	133.36	279.14	142.01	191.67	351.14	351.14	249.73	334.46	187.71	234.57	161.02	244.57	329.84	229.72	172.65	218.79	135.24	139.07	165.57	175.07	253.23	234.57	293.07	293.07	161.02	423.61	120.1	279.14	171.45	202.66	163.28	232.94	301.33	163.28	248.0	339.14	150.17	217.27	154.42	171.45	229.72	253.23	185.11	198.47	289.02	169.07	353.59	153.34	309.83	195.72	293.07	248.0	332.14	339.14	197.09	236.21	201.25	511.0	518.15	400.71	420.68
UHMK1	1066.48	1167.14	728.11	1044.52	447.82	591.22	612.11	616.37	1073.91	764.36	1127.35	669.92	1127.35	813.63	974.5	397.93	536.45	718.08	483.38	947.83	915.51	679.29	753.83	336.79	423.61	426.57	279.14	435.55	339.14	460.44	463.65	277.2	332.14	212.78	269.6	169.07	387.02	339.14	214.27	547.75	301.33	389.72	181.28	297.17	285.03	603.67	148.09	457.25	389.72	392.44	187.71	291.04	389.72	466.88	285.03	381.68	176.29	312.0	289.02	234.57	260.38	423.61	441.64	389.72	327.56	341.51	341.51	325.29	320.8	417.77	368.65	384.34	303.44	269.6	279.14	332.14	229.72	361.04	400.71	356.05	305.55	246.28	397.93	291.04	281.09	289.02	176.29	297.17	299.25	406.31	334.46	339.14	395.18	305.55	339.14	295.11	217.27	395.18	435.55	579.04	287.01	318.57	371.22	312.0	194.36	373.81	353.59	447.82	229.72	312.0	460.44	316.37	454.09	297.17	536.45	555.41	368.65	267.73
URB2	279.14	267.73	140.04	403.5	84.04	116.78	172.65	108.9	84.63	102.97	260.38	139.07	128.79	162.14	186.4	101.54	91.41	140.04	161.02	98.04	161.02	265.87	248.0	64.34	101.54	42.71	39.79	75.64	52.08	73.54	60.39	44.25	34.51	47.17	25.35	20.41	56.68	48.52	20.11	42.71	53.57	66.65	30.34	41.81	42.11	76.17	31.9	74.58	45.53	82.29	22.75	43.32	43.63	53.95	27.84	53.57	19.68	36.53	44.25	40.64	41.52	64.34	82.29	47.84	41.52	33.54	30.12	29.06	43.02	73.54	44.89	43.94	55.89	42.11	41.52	36.27	34.26	37.85	52.08	50.27	58.3	31.9	72.52	59.55	35.0	50.63	48.18	38.95	52.45	56.28	49.91	93.35	75.64	44.25	56.68	20.86	31.0	44.25	28.24	42.71	42.41	55.89	48.18	53.19	23.25	65.26	45.21	85.22	34.75	39.79	43.94	47.5	47.17	42.41	105.89	77.25	67.59	75.11
VTA1	1096.5	1674.06	1277.29	1628.26	967.76	698.41	679.29	738.29	764.36	842.36	559.28	902.89	1051.79	934.76	934.76	915.51	753.83	674.59	1051.79	896.64	1268.46	1135.2	1037.29	312.0	708.18	389.72	376.41	420.68	441.64	412.0	376.41	403.5	356.05	358.54	314.17	236.21	406.31	412.0	218.79	435.55	376.41	447.82	249.73	237.86	353.59	514.56	320.8	353.59	384.34	373.81	267.73	267.73	348.71	371.22	273.37	409.15	262.2	406.31	389.72	285.03	351.14	409.15	447.82	346.29	299.25	242.88	253.23	279.14	325.29	373.81	420.68	329.84	329.84	323.03	343.89	387.02	256.78	366.09	392.44	403.5	466.88	348.71	435.55	379.04	379.04	514.56	366.09	339.14	376.41	412.0	441.64	371.22	463.65	303.44	376.41	223.41	348.71	490.14	429.54	334.46	348.71	318.57	409.15	336.79	256.78	420.68	403.5	450.94	271.48	273.37	457.25	400.71	343.89	371.22	698.41	620.67	525.39	518.15
WDR3	703.28	723.08	417.77	1051.79	379.04	217.27	334.46	297.17	291.04	387.02	713.11	397.93	543.96	384.34	366.09	406.31	228.13	293.07	403.5	351.14	363.56	463.65	2032.85	175.07	170.25	89.51	122.64	107.38	169.07	241.19	141.02	116.78	79.45	120.1	59.55	51.71	115.16	148.09	63.45	117.6	167.9	267.73	50.98	105.89	80.01	217.27	92.7	166.73	155.5	190.34	81.71	72.52	155.5	149.12	108.9	142.01	50.98	133.36	141.02	88.26	127.0	151.22	248.0	131.51	76.17	80.01	49.91	40.93	90.14	155.5	143.01	102.97	185.11	89.51	115.97	157.68	59.13	155.5	120.94	159.9	155.5	162.14	194.36	100.83	154.42	218.79	111.99	109.66	133.36	173.85	141.02	130.6	248.0	70.51	163.28	50.98	74.06	156.59	85.82	108.14	131.51	114.36	137.14	145.02	64.34	214.27	155.5	281.09	72.01	99.43	201.25	159.9	135.24	133.36	264.03	158.79	234.57	291.04
YRDC	271.48	890.44	559.28	493.56	273.37	193.01	316.37	429.54	406.31	361.04	525.39	384.34	514.56	529.06	543.96	521.76	371.22	323.03	417.77	414.87	320.8	224.97	346.29	244.57	368.65	189.02	204.07	397.93	255.0	177.53	214.27	220.32	275.28	190.34	177.53	164.42	279.14	215.77	146.03	215.77	226.54	293.07	157.68	182.55	177.53	234.57	159.9	150.17	218.79	301.33	132.44	244.57	186.4	249.73	166.73	258.57	176.29	197.09	234.57	220.32	183.82	244.57	145.02	182.55	162.14	181.28	194.36	217.27	189.02	197.09	148.09	224.97	165.57	199.85	171.45	177.53	186.4	193.01	206.94	180.02	255.0	172.65	251.48	384.34	211.31	231.32	163.28	190.34	208.38	208.38	231.32	283.05	169.07	223.41	159.9	177.53	236.21	193.01	197.09	199.85	175.07	195.72	221.86	193.01	153.34	147.06	208.38	267.73	193.01	185.11	181.28	183.82	205.5	249.73	271.48	248.0	262.2	275.28
YTHDF2	1540.37	2061.24	1936.53	2255.7	1151.06	785.88	1322.37	1467.37	1923.14	1437.15	1183.45	961.07	796.86	934.76	1447.15	884.29	995.0	854.13	1819.35	1340.84	1001.93	1151.06	1628.26	769.69	791.35	947.83	967.76	872.1	688.78	842.36	1059.11	819.3	698.41	620.67	698.41	547.75	674.59	684.02	507.46	974.5	748.61	842.36	629.35	759.08	866.07	921.88	660.68	780.44	743.43	921.88	595.34	759.08	759.08	981.29	669.92	660.68	579.04	743.43	665.29	748.61	775.05	974.5	934.76	830.75	780.44	698.41	842.36	629.35	738.29	748.61	860.08	848.22	819.3	748.61	660.68	723.08	915.51	967.76	860.08	679.29	842.36	603.67	842.36	723.08	674.59	679.29	603.67	698.41	825.0	974.5	723.08	780.44	1015.93	941.27	860.08	633.73	595.34	703.28	825.0	688.78	693.58	830.75	796.86	688.78	616.37	878.17	698.41	1044.52	791.35	780.44	909.17	688.78	753.83	759.08	1175.27	1044.52	941.27	884.29
YTHDF3	813.63	647.07	647.07	961.07	703.28	547.75	454.09	743.43	624.99	785.88	698.41	764.36	607.87	612.11	607.87	633.73	514.56	723.08	540.19	327.56	595.34	525.39	796.86	334.46	258.57	397.93	351.14	295.11	392.44	466.88	435.55	314.17	307.69	351.14	231.32	143.01	323.03	314.17	242.88	387.02	295.11	426.57	246.28	287.01	327.56	518.15	232.94	435.55	348.71	426.57	229.72	332.14	358.54	409.15	323.03	332.14	197.09	361.04	318.57	275.28	289.02	423.61	575.03	358.54	343.89	336.79	256.78	221.86	291.04	420.68	417.77	348.71	389.72	323.03	341.51	346.29	220.32	423.61	397.93	389.72	389.72	256.78	447.82	379.04	329.84	387.02	264.03	297.17	351.14	444.72	397.93	368.65	536.45	353.59	381.68	269.6	279.14	400.71	376.41	334.46	273.37	299.25	426.57	381.68	201.25	435.55	379.04	518.15	273.37	281.09	473.41	371.22	351.14	316.37	579.04	718.08	497.0	403.5
ZBTB41	379.04	285.03	277.2	363.56	98.04	131.51	129.69	147.06	234.57	148.09	220.32	163.28	108.9	140.04	244.57	87.65	133.36	155.5	126.12	271.48	232.94	65.26	70.01	76.17	115.16	93.35	71.5	69.03	117.6	98.04	120.94	92.05	84.04	73.54	80.57	34.51	100.83	67.59	76.71	132.44	76.17	112.77	67.59	56.28	70.51	157.68	50.98	122.64	94.67	84.04	54.72	72.01	83.45	118.43	73.54	94.01	47.5	88.26	72.01	63.89	55.89	112.77	101.54	82.87	68.07	72.01	57.08	70.01	80.57	112.77	111.99	102.25	105.15	62.12	80.57	89.51	50.27	106.63	95.34	108.9	84.04	63.45	109.66	74.06	78.89	110.43	54.33	77.79	84.04	117.6	84.63	103.69	122.64	90.14	95.34	59.55	67.12	122.64	113.56	145.02	71.0	57.89	98.73	96.01	57.49	104.42	103.69	130.6	63.89	65.26	130.6	96.01	131.51	80.01	129.69	145.02	114.36	87.03
ZMPSTE24	1151.06	2090.03	1073.91	1529.73	854.13	796.86	825.0	1151.06	981.29	1044.52	1572.76	693.58	981.29	848.22	1397.83	438.59	775.05	638.15	813.63	780.44	764.36	775.05	1806.78	457.25	514.56	403.5	409.15	441.64	529.06	679.29	595.34	536.45	368.65	412.0	379.04	234.57	563.18	420.68	291.04	497.0	780.44	473.41	348.71	353.59	435.55	612.11	389.72	395.18	384.34	583.07	273.37	540.19	387.02	381.68	346.29	567.1	267.73	414.87	521.76	417.77	387.02	500.46	432.53	599.49	591.22	486.75	376.41	379.04	450.94	540.19	409.15	373.81	543.96	454.09	426.57	406.31	373.81	409.15	529.06	543.96	579.04	351.14	669.92	423.61	500.46	521.76	332.14	392.44	441.64	521.76	503.95	511.0	525.39	409.15	529.06	441.64	392.44	529.06	532.74	412.0	358.54	334.46	532.74	389.72	295.11	563.18	414.87	563.18	426.57	529.06	507.46	423.61	356.05	412.0	819.3	872.1	775.05	669.92
ZNF146	1883.54	2591.27	1104.13	2664.15	1066.48	1059.11	3190.46	967.76	1733.13	1467.37	1167.14	1781.89	1757.34	1001.93	1286.18	974.5	1088.92	1051.79	2255.7	1519.15	3467.27	1167.14	1417.35	674.59	825.0	738.29	785.88	915.51	836.53	902.89	848.22	674.59	703.28	642.59	599.49	486.75	866.07	633.73	525.39	884.29	669.92	890.44	470.14	540.19	571.05	934.76	708.18	753.83	688.78	684.02	521.76	624.99	748.61	878.17	607.87	693.58	463.65	587.13	612.11	551.56	567.1	928.3	1023.0	595.34	480.04	567.1	480.04	476.71	647.07	723.08	748.61	656.11	764.36	624.99	684.02	669.92	514.56	830.75	733.19	836.53	802.41	743.43	791.35	575.03	624.99	759.08	642.59	693.58	728.11	753.83	718.08	825.0	1037.29	575.03	723.08	460.44	583.07	684.02	860.08	651.58	684.02	651.58	743.43	684.02	555.41	743.43	808.0	1059.11	503.95	500.46	967.76	842.36	629.35	607.87	1127.35	1081.39	1143.1	836.53
ZNF644	595.34	518.15	688.78	1135.2	392.44	466.88	426.57	587.13	785.88	514.56	376.41	476.71	579.04	363.56	514.56	363.56	314.17	395.18	753.83	616.37	466.88	339.14	463.65	387.02	339.14	409.15	389.72	366.09	314.17	379.04	400.71	295.11	343.89	363.56	285.03	153.34	309.83	316.37	262.2	336.79	346.29	336.79	307.69	325.29	403.5	334.46	265.87	320.8	291.04	361.04	285.03	438.59	307.69	303.44	412.0	287.01	232.94	379.04	339.14	291.04	224.97	271.48	346.29	341.51	314.17	457.25	381.68	303.44	356.05	295.11	395.18	363.56	371.22	373.81	325.29	309.83	329.84	381.68	361.04	409.15	412.0	303.44	435.55	312.0	366.09	353.59	195.72	312.0	318.57	346.29	343.89	327.56	389.72	329.84	341.51	299.25	346.29	327.56	371.22	267.73	293.07	231.32	371.22	307.69	242.88	343.89	346.29	353.59	343.89	329.84	363.56	348.71	287.01	287.01	507.46	518.15	463.65	406.31
