	TCGA.EW.A1J5.01A.11R.A13Q.07	TCGA.A8.A08C.01A.11R.A00Z.07	TCGA.A7.A13G.01A.11R.A13Q.07	TCGA.BH.A0DP.01A.21R.A056.07	TCGA.BH.A0HI.01A.11R.A084.07	TCGA.A8.A099.01A.11R.A00Z.07	TCGA.A2.A0YD.01A.11R.A109.07	TCGA.A7.A0CH.01A.21R.A00Z.07	TCGA.A2.A0T5.01A.21R.A084.07	TCGA.E2.A1BD.01A.11R.A12P.07	TCGA.B6.A0RG.01A.11R.A056.07	TCGA.E9.A1RC.01A.11R.A157.07	TCGA.BH.A0BD.01A.11R.A034.07	TCGA.A2.A0EN.01A.13R.A084.07	TCGA.E9.A24A.01A.11R.A169.07	TCGA.A8.A093.01A.11R.A00Z.07	TCGA.BH.A1FL.01A.11R.A13Q.07	TCGA.BH.A1FJ.01A.11R.A13Q.07	TCGA.AN.A0XP.01A.11R.A109.07	TCGA.A8.A09V.01A.11R.A034.07	TCGA.E2.A15J.01A.11R.A12P.07	TCGA.E2.A15G.01A.11R.A12D.07	TCGA.E9.A249.01A.11R.A169.07	TCGA.C8.A274.01A.11R.A16F.07	TCGA.BH.A28Q.01A.11R.A16F.07	TCGA.A2.A0YI.01A.31R.A10J.07	TCGA.A1.A0SE.01A.11R.A084.07	TCGA.AR.A1AV.01A.21R.A12P.07	TCGA.OL.A6VQ.01A.12R.A41B.07	TCGA.A2.A0D3.01A.11R.A115.07	TCGA.AR.A24X.01A.11R.A169.07	TCGA.A7.A13G.01A.11R.A13Q.07.1	TCGA.AO.A0J8.01A.21R.A034.07	TCGA.A8.A09B.01A.11R.A00Z.07	TCGA.E9.A22H.01A.11R.A157.07	TCGA.AR.A24P.01A.11R.A169.07	TCGA.B6.A0RP.01A.21R.A084.07	TCGA.AQ.A1H3.01A.31R.A13Q.07	TCGA.D8.A1XG.01A.11R.A14D.07	TCGA.E2.A1BC.11A.32R.A12P.07	GTEX.XBED.1126.SM.48TCF	GTEX.12BJ1.1426.SM.5BC5Q	GTEX.PWOO.1026.SM.48TCN	GTEX.XBED.0926.SM.48TCE	GTEX.12WSL.1326.SM.5LZVW	GTEX.14C5O.1726.SM.5RQI9	GTEX.S3XE.0826.SM.4AD4U	GTEX.1211K.1026.SM.5EQ4B	GTEX.QDVJ.0826.SM.48U1S	GTEX.S4Q7.0526.SM.4AD5N	GTEX.O5YT.0726.SM.3MJHA	GTEX.13CF3.1526.SM.5J2NB	GTEX.11EM3.0726.SM.5GZZM	GTEX.145ME.0626.SM.5O99Q	GTEX.RUSQ.0926.SM.47JWU	GTEX.QDVN.1126.SM.48TZ7	GTEX.Q2AH.1026.SM.48TZI	TCGA.DD.AAEE.01A.11R.A41C.07	TCGA.DD.AACX.01A.11R.A41C.07	TCGA.DD.A1EA.01A.11R.A131.07	TCGA.G3.A5SL.01A.11R.A27V.07	TCGA.DD.AAW1.01A.11R.A41C.07	TCGA.LG.A9QC.01A.11R.A37K.07	TCGA.DD.AACA.01A.11R.A41C.07	TCGA.G3.AAV2.01A.11R.A37K.07	TCGA.XR.A8TE.01A.11R.A36F.07	TCGA.DD.AAD0.01A.11R.A41C.07	TCGA.DD.AAVX.01A.11R.A41C.07	TCGA.G3.AAV3.01A.11R.A37K.07	TCGA.DD.AADG.01A.11R.A41C.07	TCGA.DD.A1EE.01A.11R.A131.07	TCGA.ZS.A9CG.01A.11R.A37K.07	TCGA.DD.A73E.01A.12R.A32O.07	TCGA.DD.A4NS.01A.11R.A311.07	TCGA.DD.A4NF.01A.11R.A27V.07	TCGA.DD.AAEK.01A.11R.A41C.07	TCGA.DD.AADD.01A.11R.A41C.07	TCGA.EP.A26S.01A.11R.A16W.07	TCGA.KR.A7K0.01A.12R.A33R.07	TCGA.G3.A3CK.01A.11R.A213.07	TCGA.CC.A7IH.01A.11R.A33J.07	TCGA.BC.A69I.01A.11R.A311.07	TCGA.DD.A3A8.01A.11R.A22L.07	TCGA.DD.A39W.01A.11R.A213.07	TCGA.CC.A7IK.01A.12R.A33R.07	TCGA.EP.A12J.01A.11R.A131.07	TCGA.RC.A6M4.01A.11R.A32O.07	TCGA.5R.AA1C.01A.11R.A41C.07	TCGA.ZP.A9D4.01A.11R.A37K.07	TCGA.DD.AAC8.01A.11R.A41C.07	TCGA.DD.AAW3.01A.11R.A41C.07	TCGA.DD.A1EL.01A.11R.A155.07	TCGA.EP.A2KC.01A.11R.A213.07	TCGA.DD.A1ED.01A.11R.A155.07	TCGA.UB.A7MC.01A.11R.A33R.07	TCGA.FV.A4ZQ.01A.11R.A266.07	TCGA.UB.A7MD.01A.12R.A352.07	GTEX.SJXC.1226.SM.4DM78	GTEX.ZZPU.0426.SM.5GZYH
SMG7	1819.35	1216.75	1111.82	961.07	842.36	1639.59	1721.16	1096.5	974.5	902.89	928.3	1583.71	1417.35	934.76	1073.91	1208.34	961.07	1268.46	1225.22	1359.57	1044.52	1081.39	1037.29	1467.37	1268.46	1127.35	1096.5	1331.57	764.36	1286.18	1143.1	638.15	1143.1	1183.45	1572.76	1286.18	941.27	1199.98	1709.26	457.25	435.55	423.61	620.67	525.39	587.13	521.76	563.18	525.39	511.0	511.0	483.38	441.64	426.57	493.56	723.08	579.04	514.56	384.34	503.95	961.07	460.44	551.56	785.88	480.04	460.44	684.02	642.59	316.37	473.41	490.14	1295.13	500.46	529.06	579.04	718.08	660.68	521.76	669.92	660.68	579.04	603.67	384.34	441.64	684.02	813.63	703.28	503.95	571.05	748.61	860.08	532.74	536.45	624.99	301.33	1015.93	406.31	607.87	371.22	287.01
SPRTN	217.27	255.0	214.27	214.27	142.01	305.55	271.48	255.0	208.38	215.77	226.54	327.56	316.37	185.11	285.03	201.25	215.77	314.17	209.84	262.2	170.25	193.01	251.48	305.55	244.57	206.94	205.5	314.17	187.71	220.32	215.77	463.65	232.94	191.67	206.94	215.77	167.9	189.02	379.04	57.89	98.04	115.97	105.15	135.24	142.01	84.63	112.77	111.21	127.89	141.02	123.5	103.69	90.14	97.36	104.42	99.43	105.15	96.01	111.21	115.16	111.21	102.25	105.15	77.25	117.6	54.72	113.56	76.17	78.89	126.12	182.55	92.05	111.99	115.97	231.32	91.41	195.72	89.51	127.0	92.05	150.17	77.25	90.77	92.05	239.52	127.89	84.63	139.07	110.43	139.07	101.54	130.6	128.79	80.57	170.25	70.01	94.01	36.53	63.89
STRBP	1127.35	830.75	1191.69	567.1	872.1	679.29	638.15	819.3	607.87	728.11	872.1	860.08	583.07	536.45	753.83	813.63	915.51	796.86	796.86	854.13	703.28	775.05	1008.9	1191.69	624.99	1066.48	921.88	575.03	698.41	813.63	878.17	1127.35	738.29	521.76	1233.75	836.53	480.04	780.44	753.83	175.07	258.57	189.02	136.19	178.77	173.85	105.89	176.29	136.19	111.99	151.22	159.9	123.5	186.4	148.09	195.72	157.68	140.04	255.0	218.79	265.87	119.26	155.5	152.28	262.2	127.89	116.78	234.57	137.14	154.42	217.27	239.52	90.77	159.9	194.36	140.04	159.9	325.29	239.52	201.25	171.45	187.71	85.82	105.89	195.72	201.25	198.47	134.3	320.8	220.32	285.03	197.09	420.68	182.55	149.12	368.65	201.25	231.32	251.48	123.5
SUCO	1561.89	1183.45	1745.2	1208.34	896.64	2104.58	1167.14	1295.13	642.59	633.73	567.1	1191.69	954.43	587.13	1151.06	825.0	813.63	2075.59	1151.06	1037.29	669.92	872.1	743.43	1529.73	1037.29	1304.15	902.89	1388.16	718.08	954.43	915.51	3039.3	1119.56	764.36	1233.75	1151.06	785.88	819.3	2240.11	244.57	273.37	148.09	176.29	217.27	172.65	113.56	221.86	194.36	177.53	162.14	217.27	172.65	181.28	237.86	239.52	165.57	201.25	171.45	295.11	483.38	234.57	147.06	150.17	169.07	175.07	295.11	299.25	100.83	189.02	153.34	476.71	146.03	248.0	291.04	265.87	273.37	318.57	177.53	363.56	241.19	312.0	119.26	141.02	239.52	412.0	185.11	105.89	299.25	236.21	454.09	199.85	273.37	273.37	149.12	543.96	164.42	287.01	49.56	63.0
SWT1	121.79	177.53	115.16	128.79	100.13	170.25	170.25	137.14	98.73	90.14	64.8	66.18	130.6	68.55	164.42	164.42	195.72	232.94	84.63	205.5	149.12	151.22	164.42	134.3	226.54	104.42	138.1	153.34	115.16	123.5	176.29	262.2	129.69	141.02	149.12	114.36	178.77	98.73	178.77	109.66	62.12	43.02	57.49	79.45	49.91	43.94	58.71	54.72	67.59	43.02	76.71	41.22	35.0	56.68	76.17	46.5	69.03	34.02	67.59	161.02	66.18	67.12	109.66	43.02	61.68	53.19	65.26	57.08	61.25	69.03	144.01	77.79	69.52	70.51	115.97	44.25	80.01	106.63	52.45	74.58	97.36	26.28	68.07	81.71	126.12	83.45	98.04	142.01	72.52	73.54	75.64	85.22	94.67	40.36	92.05	37.32	71.5	37.05	36.27
SYT7	967.76	679.29	860.08	1023.0	1183.45	1628.26	161.02	1104.13	1096.5	291.04	1096.5	1277.29	309.83	205.5	287.01	1519.15	3039.3	693.58	785.88	909.17	961.07	802.41	1923.14	738.29	3614.55	381.68	665.29	4358.66	703.28	1896.65	2004.85	341.51	1073.91	470.14	346.29	1583.71	1407.55	1832.01	4388.98	56.28	37.05	14.35	42.11	60.82	37.85	35.25	46.5	22.92	38.67	41.81	35.25	24.99	40.07	21.78	38.67	50.98	17.25	61.68	61.68	10.24	158.79	127.89	4.86	47.17	94.01	11.91	75.64	50.27	44.25	114.36	42.41	265.87	16.27	93.35	63.0	205.5	27.84	13.93	35.76	48.52	17.51	242.88	37.32	204.07	11.82	186.4	14.78	9.2	26.86	146.03	16.88	147.06	182.55	76.17	87.03	146.03	96.01	718.08	441.64
TAF5L	698.41	693.58	426.57	486.75	376.41	603.67	775.05	511.0	642.59	457.25	256.78	713.11	713.11	417.77	547.75	571.05	616.37	647.07	607.87	674.59	529.06	447.82	563.18	780.44	567.1	497.0	507.46	733.19	490.14	684.02	503.95	555.41	536.45	397.93	432.53	507.46	503.95	543.96	693.58	323.03	376.41	371.22	316.37	325.29	332.14	206.94	307.69	381.68	400.71	305.55	371.22	307.69	389.72	371.22	305.55	256.78	379.04	166.73	320.8	397.93	438.59	269.6	332.14	229.72	293.07	228.13	275.28	193.01	269.6	389.72	409.15	275.28	236.21	392.44	356.05	356.05	400.71	303.44	295.11	281.09	379.04	223.41	249.73	248.0	395.18	403.5	176.29	432.53	318.57	447.82	325.29	312.0	281.09	239.52	525.39	214.27	285.03	256.78	232.94
TBC1D30	181.28	147.06	239.52	198.47	221.86	441.64	108.9	172.65	205.5	111.99	182.55	271.48	228.13	172.65	329.84	241.19	182.55	15.45	242.88	91.41	299.25	285.03	249.73	295.11	287.01	226.54	221.86	217.27	169.07	211.31	287.01	283.05	66.65	187.71	187.71	305.55	108.9	181.28	190.34	14.45	25.54	58.71	50.63	35.5	46.5	170.25	58.3	56.28	64.34	95.34	59.13	60.39	14.03	48.87	90.77	20.71	34.26	30.34	20.11	12.0	3.26	7.34	3.69	2.53	6.36	10.47	5.41	29.27	24.11	10.24	6.31	9.13	15.11	28.86	11.91	55.49	4.54	7.11	14.45	8.32	5.5	9.13	6.36	7.94	8.38	9.27	3.11	13.62	5.36	12.45	2.61	63.45	41.81	36.53	105.89	11.55	35.25	2.81	7.22
TDP1	341.51	289.02	262.2	303.44	291.04	136.19	314.17	287.01	395.18	178.77	242.88	483.38	305.55	305.55	281.09	320.8	507.46	376.41	307.69	348.71	334.46	403.5	500.46	371.22	417.77	371.22	395.18	356.05	384.34	348.71	529.06	232.94	314.17	271.48	351.14	429.54	277.2	325.29	297.17	96.68	81.71	114.36	113.56	89.51	144.01	111.99	135.24	105.89	107.38	117.6	88.88	105.89	88.88	98.04	135.24	92.05	99.43	60.39	58.71	154.42	110.43	101.54	83.45	112.77	150.17	157.68	190.34	107.38	163.28	152.28	218.79	111.21	205.5	119.26	186.4	159.9	134.3	84.04	85.22	123.5	161.02	92.05	127.0	150.17	177.53	119.26	147.06	128.79	74.58	78.89	69.03	88.88	105.15	100.13	153.34	271.48	123.5	79.45	136.19
TDRKH	896.64	423.61	616.37	368.65	305.55	698.41	529.06	1073.91	236.21	591.22	262.2	420.68	547.75	551.56	343.89	674.59	830.75	551.56	454.09	575.03	281.09	392.44	607.87	791.35	253.23	271.48	473.41	293.07	395.18	371.22	447.82	559.28	1051.79	616.37	450.94	525.39	325.29	483.38	473.41	121.79	102.97	97.36	72.01	96.01	59.97	76.17	82.29	80.57	101.54	73.03	120.1	127.0	120.1	90.14	114.36	87.65	111.99	141.02	153.34	285.03	120.1	136.19	181.28	125.24	38.4	150.17	212.78	57.08	90.14	215.77	339.14	59.13	163.28	98.73	122.64	167.9	660.68	178.77	145.02	145.02	205.5	71.0	94.67	195.72	339.14	205.5	108.14	120.94	220.32	314.17	191.67	264.03	209.84	57.49	412.0	155.5	226.54	38.67	51.35
TIPRL	974.5	1259.69	1175.27	928.3	860.08	1350.18	1225.22	1378.57	1378.57	872.1	660.68	1151.06	1745.2	866.07	1259.69	1015.93	1088.92	1508.65	1073.91	1073.91	1088.92	796.86	1340.84	1427.22	1183.45	796.86	954.43	1015.93	769.69	1350.18	1437.15	1605.83	1088.92	866.07	934.76	974.5	825.0	954.43	1268.46	514.56	387.02	518.15	435.55	358.54	463.65	314.17	463.65	441.64	353.59	389.72	457.25	376.41	511.0	389.72	423.61	307.69	395.18	420.68	423.61	854.13	684.02	397.93	441.64	346.29	409.15	493.56	547.75	403.5	435.55	511.0	961.07	525.39	295.11	457.25	1030.12	426.57	693.58	759.08	698.41	633.73	708.18	417.77	647.07	567.1	638.15	540.19	395.18	1159.07	457.25	836.53	480.04	759.08	525.39	384.34	603.67	473.41	591.22	206.94	389.72
TMEM254	2018.8	1697.45	2720.15	1477.58	2004.85	2075.59	967.76	2287.2	1617.0	1963.57	2777.33	1909.85	1407.55	1199.98	1216.75	2018.8	2335.28	2018.8	1407.55	1467.37	1508.65	2032.85	2148.82	2004.85	1617.0	1844.76	1721.16	1340.84	1605.83	2287.2	1870.53	1208.34	2287.2	1340.84	2434.5	1519.15	1757.34	1950.0	1639.59	532.74	392.44	361.04	406.31	371.22	325.29	198.47	251.48	320.8	262.2	239.52	314.17	277.2	450.94	341.51	343.89	426.57	444.72	1111.82	567.1	884.29	1721.16	1437.15	802.41	866.07	1066.48	563.18	409.15	988.12	808.0	981.29	1242.34	915.51	1331.57	718.08	836.53	1508.65	1233.75	1407.55	703.28	1350.18	1119.56	813.63	1096.5	460.44	780.44	1073.91	1250.98	1073.91	941.27	612.11	620.67	836.53	1127.35	1313.23	1059.11	624.99	872.1	995.0	1583.71
TRMT10A	318.57	242.88	246.28	181.28	205.5	224.97	138.1	234.57	162.14	162.14	214.27	206.94	128.79	114.36	189.02	166.73	269.6	334.46	189.02	269.6	253.23	246.28	175.07	147.06	226.54	111.99	161.02	178.77	147.06	218.79	275.28	293.07	231.32	156.59	251.48	271.48	224.97	205.5	136.19	106.63	76.71	57.89	76.17	74.58	61.68	47.5	48.18	72.01	98.73	53.57	59.97	52.45	78.89	59.97	85.82	65.72	114.36	86.43	68.55	211.31	156.59	197.09	73.03	58.3	47.17	72.52	117.6	85.22	102.97	205.5	215.77	189.02	199.85	142.01	271.48	92.7	165.57	376.41	123.5	197.09	187.71	52.82	135.24	217.27	78.34	199.85	134.3	135.24	232.94	45.53	98.73	67.12	114.36	154.42	100.83	120.94	133.36	102.25	122.64
TRMT1L	660.68	543.96	387.02	536.45	318.57	718.08	599.49	457.25	444.72	432.53	242.88	403.5	563.18	271.48	684.02	457.25	450.94	507.46	414.87	591.22	444.72	447.82	525.39	595.34	563.18	295.11	460.44	599.49	307.69	547.75	525.39	529.06	693.58	476.71	802.41	718.08	540.19	457.25	490.14	211.31	173.85	146.03	267.73	187.71	287.01	176.29	162.14	214.27	167.9	151.22	312.0	166.73	186.4	177.53	224.97	220.32	273.37	253.23	341.51	466.88	229.72	358.54	406.31	202.66	234.57	220.32	260.38	224.97	332.14	299.25	551.56	251.48	248.0	258.57	441.64	255.0	279.14	312.0	236.21	332.14	339.14	139.07	267.73	441.64	231.32	381.68	305.55	412.0	400.71	332.14	351.14	217.27	273.37	226.54	309.83	140.04	204.07	212.78	211.31
TRPS1	3589.58	4671.57	2451.44	2178.83	1832.01	3794.3	2417.67	3103.19	3257.52	1519.15	529.06	7180.15	3901.01	674.59	3564.78	2664.15	4736.79	3349.13	3280.18	2417.67	5594.3	3742.05	2664.15	1457.23	3515.68	1674.06	1769.57	2163.77	1519.15	5076.84	4937.99	13033.07	2400.97	2816.11	2997.45	5041.77	3235.01	5633.22	2287.2	90.77	152.28	145.02	332.14	262.2	267.73	67.59	236.21	117.6	297.17	194.36	363.56	214.27	217.27	127.0	651.58	215.77	50.63	13.03	31.45	49.21	14.78	30.12	2.78	5.15	1.68	6.62	0.73	11.3	57.08	33.06	5.11	19.68	2.29	21.63	85.82	58.3	15.56	31.22	37.59	22.43	6.62	10.71	4.06	37.85	89.51	4.31	5.06	36.27	15.22	64.8	2.43	64.8	2.18	9.7	6.21	28.86	111.99	4.86	17.64
TSNAX	2133.97	1909.85	1806.78	1498.22	1088.92	1977.24	2075.59	1733.13	1081.39	934.76	961.07	1991.0	1832.01	753.83	2451.44	1331.57	1457.23	3146.52	1359.57	1757.34	1277.29	1397.83	1242.34	1583.71	1769.57	1388.16	1313.23	2148.82	1397.83	1936.53	1781.89	2319.15	1397.83	981.29	1909.85	1857.6	1208.34	1709.26	2502.97	543.96	432.53	470.14	473.41	447.82	493.56	470.14	518.15	500.46	368.65	412.0	454.09	457.25	540.19	318.57	325.29	441.64	351.14	371.22	651.58	1151.06	753.83	629.35	651.58	417.77	540.19	371.22	507.46	275.28	493.56	551.56	1135.2	540.19	738.29	536.45	1208.34	738.29	896.64	769.69	713.11	748.61	785.88	376.41	575.03	616.37	967.76	684.02	358.54	1044.52	575.03	954.43	536.45	819.3	698.41	497.0	941.27	381.68	551.56	299.25	417.77
TTC13	470.14	447.82	356.05	221.86	177.53	351.14	309.83	334.46	201.25	253.23	182.55	299.25	514.56	351.14	417.77	251.48	336.79	432.53	332.14	389.72	371.22	295.11	376.41	417.77	406.31	341.51	186.4	426.57	182.55	376.41	289.02	521.76	202.66	273.37	289.02	291.04	265.87	255.0	551.56	151.22	305.55	205.5	283.05	204.07	258.57	228.13	248.0	202.66	223.41	220.32	197.09	214.27	140.04	279.14	429.54	312.0	182.55	191.67	201.25	285.03	224.97	120.1	234.57	127.89	165.57	161.02	198.47	146.03	183.82	218.79	291.04	105.89	139.07	209.84	204.07	231.32	301.33	165.57	236.21	121.79	295.11	111.21	163.28	221.86	299.25	163.28	158.79	220.32	167.9	295.11	209.84	309.83	287.01	94.01	470.14	221.86	117.6	109.66	60.39
UCHL5	934.76	1437.15	890.44	866.07	638.15	1225.22	928.3	872.1	1119.56	1030.12	684.02	941.27	1651.0	555.41	995.0	688.78	988.12	1331.57	780.44	941.27	775.05	693.58	1191.69	1119.56	967.76	708.18	915.51	1225.22	813.63	1259.69	1175.27	723.08	974.5	764.36	954.43	769.69	713.11	1023.0	1457.23	351.14	305.55	379.04	387.02	334.46	265.87	291.04	387.02	279.14	307.69	379.04	376.41	368.65	339.14	281.09	376.41	297.17	312.0	511.0	620.67	728.11	791.35	567.1	813.63	450.94	438.59	403.5	595.34	287.01	518.15	674.59	1127.35	454.09	376.41	514.56	563.18	486.75	836.53	426.57	476.71	511.0	674.59	316.37	511.0	547.75	1037.29	616.37	547.75	775.05	693.58	836.53	813.63	921.88	555.41	320.8	1081.39	486.75	466.88	251.48	409.15
UHMK1	2133.97	2255.7	1417.35	1199.98	921.88	1427.22	1594.73	1896.65	1015.93	775.05	651.58	1407.55	1447.15	688.78	1870.53	1487.87	1216.75	2178.83	1322.37	2209.26	1167.14	1104.13	1199.98	1572.76	1561.89	1199.98	1037.29	1639.59	842.36	1639.59	1832.01	3742.05	1081.39	1030.12	1437.15	1806.78	1081.39	1457.23	1909.85	441.64	476.71	693.58	450.94	444.72	379.04	301.33	503.95	384.34	346.29	438.59	397.93	450.94	420.68	373.81	579.04	387.02	346.29	426.57	571.05	1437.15	571.05	830.75	503.95	591.22	423.61	684.02	444.72	351.14	444.72	423.61	988.12	525.39	279.14	532.74	902.89	703.28	759.08	599.49	567.1	713.11	669.92	320.8	466.88	780.44	1008.9	1059.11	258.57	748.61	728.11	693.58	476.71	371.22	642.59	507.46	928.3	381.68	525.39	327.56	483.38
VAMP4	616.37	718.08	571.05	529.06	463.65	753.83	412.0	587.13	429.54	429.54	389.72	387.02	532.74	441.64	555.41	567.1	518.15	796.86	429.54	503.95	457.25	454.09	500.46	536.45	460.44	457.25	426.57	521.76	392.44	518.15	555.41	387.02	460.44	384.34	429.54	651.58	463.65	587.13	836.53	301.33	463.65	397.93	356.05	493.56	305.55	463.65	358.54	346.29	291.04	414.87	368.65	336.79	325.29	356.05	314.17	329.84	368.65	197.09	205.5	412.0	305.55	271.48	236.21	190.34	191.67	170.25	249.73	156.59	144.01	185.11	379.04	223.41	182.55	224.97	343.89	162.14	185.11	229.72	265.87	180.02	392.44	228.13	206.94	285.03	175.07	248.0	170.25	406.31	176.29	325.29	229.72	131.51	273.37	169.07	387.02	115.16	242.88	155.5	156.59
WNK1	2018.8	2664.15	2119.22	1561.89	1151.06	1508.65	2104.58	1857.6	1529.73	872.1	1225.22	3146.52	1639.59	1477.58	1844.76	1745.2	1991.0	1757.34	1487.87	2400.97	1685.71	1745.2	2148.82	1225.22	2271.4	1467.37	1709.26	1936.53	1340.84	2627.46	2777.33	3060.45	1457.23	2104.58	2061.24	4298.64	1242.34	4123.49	1923.14	1467.37	1286.18	1572.76	1059.11	1378.57	1477.58	1447.15	1250.98	1277.29	1044.52	1135.2	1295.13	1096.5	1427.22	1233.75	1427.22	995.0	1037.29	314.17	540.19	981.29	435.55	587.13	571.05	785.88	384.34	483.38	555.41	389.72	733.19	336.79	890.44	426.57	500.46	591.22	429.54	928.3	981.29	493.56	435.55	500.46	483.38	323.03	244.57	514.56	599.49	674.59	208.38	612.11	575.03	647.07	343.89	723.08	403.5	507.46	733.19	555.41	791.35	291.04	612.11
ZBTB37	187.71	224.97	139.07	81.14	42.71	166.73	117.6	154.42	77.79	75.64	47.84	156.59	120.1	63.45	178.77	166.73	177.53	136.19	120.1	236.21	100.83	111.21	78.89	136.19	161.02	86.43	87.65	145.02	73.03	125.24	127.0	698.41	69.03	98.04	83.45	157.68	114.36	119.26	132.44	41.52	59.13	33.3	54.33	41.81	41.52	40.64	46.18	57.49	50.63	49.91	44.25	26.67	56.68	40.36	56.28	44.89	31.67	25.54	24.81	71.0	39.79	50.98	24.99	24.28	30.56	25.17	36.53	18.97	37.32	36.53	58.71	33.78	23.59	49.91	61.25	35.76	53.57	40.93	39.79	40.93	64.8	19.97	38.12	45.21	61.68	58.71	22.75	52.45	47.5	48.18	31.45	28.65	43.63	22.92	69.03	19.53	31.22	27.44	19.97
ZBTB41	723.08	1407.55	642.59	629.35	295.11	748.61	529.06	775.05	543.96	291.04	130.6	417.77	480.04	249.73	441.64	529.06	409.15	909.17	454.09	1023.0	379.04	297.17	587.13	525.39	679.29	417.77	423.61	633.73	395.18	1073.91	791.35	2502.97	366.09	435.55	466.88	579.04	406.31	629.35	1183.45	84.04	91.41	90.14	96.68	98.04	96.01	80.57	88.26	76.71	68.55	63.45	105.89	77.79	68.07	81.71	94.01	67.12	66.18	46.5	115.97	115.97	82.87	82.87	105.89	49.56	54.33	68.55	70.01	49.91	123.5	52.08	373.81	76.17	81.71	98.04	125.24	78.89	89.51	96.01	127.0	140.04	109.66	38.4	52.45	66.18	154.42	102.97	48.52	111.99	94.67	170.25	105.15	108.14	108.14	58.3	144.01	55.1	76.17	38.12	24.81
ZBTB7B	1457.23	3190.46	4095.0	1340.84	2133.97	3564.78	1540.37	2485.67	1498.22	2417.67	1191.69	1745.2	1397.83	995.0	1250.98	2997.45	3928.15	1963.57	1936.53	1844.76	2119.22	2720.15	1417.35	1639.59	2434.5	909.17	1857.6	2351.53	1721.16	2178.83	1709.26	2935.74	2209.26	1487.87	1037.29	1159.07	1628.26	1151.06	3589.58	1030.12	1008.9	759.08	1340.84	1030.12	1208.34	698.41	796.86	995.0	1066.48	1044.52	1051.79	848.22	718.08	872.1	1378.57	1183.45	759.08	890.44	1208.34	2335.28	967.76	1628.26	2816.11	483.38	1286.18	1529.73	1487.87	406.31	1594.73	1096.5	2255.7	1268.46	1977.24	981.29	1806.78	1216.75	1135.2	1769.57	1605.83	743.43	1963.57	447.82	1781.89	2224.63	2645.74	1936.53	1135.2	1127.35	2148.82	1208.34	1001.93	941.27	1295.13	934.76	3589.58	463.65	2537.92	303.44	728.11
ZFP69B	49.56	77.79	43.94	27.25	31.9	31.0	46.84	53.19	50.98	30.34	31.67	25.17	29.48	30.56	47.17	70.01	67.59	47.84	34.75	65.26	51.71	43.02	40.07	52.45	85.22	73.03	59.13	50.27	33.78	56.68	67.59	88.88	25.91	38.95	47.5	35.25	38.95	30.12	33.3	5.73	6.36	3.11	10.71	6.06	15.56	7.75	13.62	8.0	14.14	10.63	11.55	9.85	10.55	7.0	14.67	4.03	9.93	7.51	16.63	11.3	14.45	8.92	7.94	8.65	5.41	15.34	8.78	5.73	15.0	16.39	30.56	9.27	17.0	21.94	20.86	9.06	55.89	21.16	8.38	13.32	11.73	3.56	6.21	14.03	42.71	20.56	8.85	24.46	14.78	8.25	22.43	27.44	12.0	9.63	11.73	29.91	7.75	1.17	9.85
ZNF281	536.45	470.14	450.94	603.67	397.93	928.3	728.11	624.99	392.44	854.13	242.88	595.34	511.0	441.64	660.68	1135.2	785.88	860.08	483.38	1225.22	480.04	567.1	718.08	890.44	884.29	547.75	995.0	587.13	507.46	753.83	738.29	836.53	669.92	389.72	624.99	743.43	384.34	532.74	1304.15	88.26	154.42	223.41	197.09	175.07	161.02	101.54	136.19	100.13	164.42	143.01	191.67	158.79	167.9	169.07	161.02	132.44	141.02	132.44	144.01	457.25	327.56	234.57	285.03	144.01	204.07	277.2	228.13	104.42	177.53	267.73	441.64	191.67	271.48	368.65	409.15	237.86	236.21	275.28	297.17	387.02	441.64	182.55	293.07	208.38	305.55	224.97	134.3	205.5	251.48	271.48	316.37	173.85	208.38	221.86	642.59	124.37	206.94	325.29	178.77
