	TCGA.UZ.A9PM.01A.21R.A38C.07	TCGA.A4.A48D.01A.11R.A24Z.07	TCGA.GL.A4EM.01A.11R.A24Z.07	TCGA.Y8.A8S1.01A.11R.A37K.07	TCGA.P4.AAVO.01A.11R.A42S.07	TCGA.DD.A39Y.01A.11R.A213.07	TCGA.BJ.A291.01A.11R.A16R.07	TCGA.EM.A1CW.01A.21R.A13Y.07	TCGA.BJ.A0ZE.01A.11R.A10U.07	TCGA.BJ.A3F0.01A.11R.A206.07	TCGA.EM.A3O6.01A.11R.A220.07	TCGA.BJ.A3PT.01A.12R.A220.07	TCGA.EL.A3D4.01A.11R.A19O.07	TCGA.BJ.A0ZF.01A.11R.A10U.07	TCGA.EM.A3FP.01A.11R.A21D.07	TCGA.ET.A2N5.01A.11R.A18C.07	TCGA.EM.A1YE.01A.11R.A14Y.07	TCGA.EM.A3FL.01A.11R.A21D.07	TCGA.ET.A25I.01A.11R.A16R.07	TCGA.BJ.A2N9.01A.11R.A18C.07	TCGA.EL.A3ZT.11A.13R.A23N.07	TCGA.KS.A41J.11A.12R.A23N.07	GTEX.OIZH.2626.SM.2HMJM	GTEX.W5X1.0426.SM.3GILB	GTEX.14ASI.0726.SM.5Q5DC	GTEX.14ABY.0926.SM.5Q5DY	GTEX.WH7G.0526.SM.3NMBI	GTEX.YEC4.0626.SM.5CVLU	GTEX.ZZPU.1326.SM.5GZWS	GTEX.S341.0226.SM.5S2VG	GTEX.ZVP2.0426.SM.57WC2	GTEX.131XH.0526.SM.5DUX7	GTEX.13FLV.0226.SM.5J2OF	GTEX.ZTX8.0626.SM.59HKC	GTEX.QDVJ.0226.SM.2I5FV	GTEX.12ZZZ.1226.SM.59HK1	GTEX.13N1W.0826.SM.5MR5J	GTEX.ZYW4.1126.SM.5SI99	GTEX.11EM3.0126.SM.5985K	GTEX.12WSK.0926.SM.5CVNQ	GTEX.1313W.0726.SM.5EGK1	GTEX.13QBU.0626.SM.5J2OG	GTEX.WHSB.1626.SM.3LK6J	GTEX.Y5V6.0526.SM.4VBRV	GTEX.SNOS.0226.SM.32PLR	GTEX.13O61.0226.SM.5KM52	GTEX.13X6J.0826.SM.5LU32	GTEX.OIZG.0226.SM.2TC5L	GTEX.ZQG8.0926.SM.57WFF	GTEX.11P81.0126.SM.5HL5Y	GTEX.ZYFG.0626.SM.5GZYA	GTEX.WL46.0126.SM.3TW8I	GTEX.131YS.0726.SM.5P9G9	GTEX.ZC5H.0626.SM.5LU9K	GTEX.XLM4.0726.SM.4AT64	GTEX.12WSC.0826.SM.5EQ5Q	GTEX.P78B.0526.SM.2I5F7	GTEX.XUZC.0126.SM.4BOO6	GTEX.RVPV.1226.SM.2TF73	GTEX.WFJO.0226.SM.3GIKW	GTEX.1128S.0126.SM.5H12S	GTEX.ZLWG.0526.SM.4WWFB	GTEX.117YW.0126.SM.5EGGN	GTEX.132NY.1026.SM.5P9IY	GTEX.SJXC.0726.SM.2XCFJ	GTEX.YEC3.0826.SM.4WWFP	GTEX.WK11.0926.SM.3NMAU	GTEX.139T6.0326.SM.5J2LY	GTEX.T2IS.0626.SM.32QP6	GTEX.OOBK.2626.SM.2HMKY	GTEX.12WSN.0726.SM.5GCMS	GTEX.YFCO.0326.SM.4W1ZP	GTEX.11ZVC.0126.SM.5986G	GTEX.ZY6K.0226.SM.5SIAY	GTEX.1192W.0126.SM.5EGGS	GTEX.ZA64.0426.SM.5HL96	GTEX.12WSD.0926.SM.5GCNL	GTEX.12BJ1.0426.SM.5FQSO	GTEX.ZPCL.0126.SM.4WWC8	GTEX.1212Z.0426.SM.5FQT6	GTEX.QLQ7.0726.SM.2I5G2	GTEX.T6MO.0226.SM.32QOL	GTEX.YB5E.0626.SM.4VDSE	GTEX.11ZTT.1026.SM.5EQKF	GTEX.13D11.0226.SM.5LZXL	GTEX.PLZ4.1226.SM.2I5FE	GTEX.11VI4.0226.SM.5GU6C	GTEX.ZVZP.1026.SM.5GICI	GTEX.S4P3.0226.SM.3K2BD	GTEX.13OW6.0726.SM.5L3FX	GTEX.WYBS.1926.SM.3NM8N	GTEX.13NYC.2426.SM.5MR3K	GTEX.ZYT6.0426.SM.5GID3	GTEX.13VXU.0826.SM.5KLZ2	GTEX.Z9EW.0226.SM.5CVM7
TMX3	129.69	137.14	132.44	56.68	88.88	77.79	214.27	242.88	346.29	289.02	389.72	279.14	271.48	279.14	316.37	348.71	226.54	277.2	353.59	132.44	674.59	616.37	325.29	713.11	363.56	420.68	356.05	400.71	511.0	503.95	417.77	483.38	591.22	555.41	543.96	332.14	547.75	791.35	503.95	476.71	447.82	567.1	420.68	432.53	299.25	414.87	432.53	454.09	490.14	698.41	486.75	406.31	612.11	579.04	329.84	450.94	351.14	297.17	368.65	633.73	674.59	420.68	612.11	633.73	884.29	392.44	358.54	346.29	450.94	291.04	587.13	314.17	708.18	555.41	612.11	567.1	642.59	403.5	351.14	493.56	500.46	490.14	244.57	603.67	229.72	507.46	490.14	460.44	579.04	518.15	285.03	332.14	476.71	409.15	441.64
TRIM52	81.71	94.01	92.7	56.68	96.68	46.5	180.02	221.86	211.31	194.36	218.79	236.21	237.86	258.57	177.53	323.03	283.05	269.6	279.14	244.57	698.41	529.06	351.14	825.0	275.28	312.0	447.82	356.05	540.19	417.77	293.07	373.81	571.05	438.59	551.56	307.69	384.34	738.29	336.79	511.0	503.95	420.68	543.96	392.44	353.59	279.14	366.09	406.31	426.57	583.07	381.68	406.31	633.73	587.13	363.56	379.04	432.53	341.51	397.93	651.58	511.0	255.0	825.0	567.1	511.0	275.28	343.89	307.69	414.87	293.07	555.41	264.03	579.04	358.54	748.61	438.59	514.56	358.54	255.0	441.64	316.37	426.57	256.78	381.68	283.05	665.29	395.18	323.03	497.0	460.44	358.54	348.71	466.88	297.17	361.04
TRIM66	8.99	22.75	45.85	23.59	16.03	37.85	32.36	45.21	57.89	29.91	87.65	26.86	38.12	44.25	21.63	39.79	87.03	31.0	30.34	31.45	312.0	169.07	87.03	339.14	84.63	98.73	88.26	84.04	149.12	132.44	52.45	63.0	206.94	115.97	169.07	80.01	84.04	154.42	98.73	127.0	170.25	182.55	218.79	113.56	100.13	114.36	100.13	117.6	98.04	201.25	129.69	125.24	193.01	180.02	124.37	81.71	127.0	84.63	109.66	163.28	178.77	34.26	265.87	283.05	236.21	68.07	112.77	134.3	113.56	43.02	109.66	43.32	258.57	94.67	194.36	76.71	182.55	77.25	41.22	291.04	76.71	84.63	38.67	81.14	77.25	246.28	147.06	88.26	151.22	120.1	56.28	60.39	198.47	103.69	53.19
TRMT10B	71.5	31.45	38.67	29.48	82.87	70.51	115.97	148.09	119.26	109.66	150.17	170.25	152.28	135.24	131.51	183.82	142.01	158.79	133.36	120.94	417.77	343.89	228.13	426.57	244.57	249.73	217.27	229.72	299.25	264.03	180.02	244.57	289.02	264.03	318.57	224.97	218.79	361.04	176.29	361.04	281.09	242.88	303.44	198.47	220.32	173.85	246.28	267.73	241.19	363.56	209.84	329.84	389.72	346.29	334.46	244.57	299.25	205.5	239.52	346.29	287.01	154.42	323.03	251.48	301.33	182.55	251.48	246.28	361.04	172.65	309.83	189.02	273.37	224.97	279.14	262.2	327.56	231.32	144.01	244.57	185.11	204.07	163.28	226.54	164.42	417.77	327.56	172.65	309.83	363.56	206.94	305.55	301.33	217.27	217.27
TRMT13	43.94	32.36	31.0	15.0	46.5	116.78	99.43	121.79	153.34	115.16	191.67	156.59	82.29	115.97	100.13	182.55	153.34	121.79	151.22	84.63	389.72	314.17	197.09	518.15	191.67	269.6	189.02	198.47	325.29	262.2	208.38	262.2	356.05	256.78	234.57	183.82	197.09	400.71	217.27	260.38	309.83	253.23	253.23	318.57	208.38	198.47	242.88	234.57	283.05	381.68	277.2	236.21	409.15	351.14	212.78	212.78	212.78	202.66	202.66	325.29	320.8	214.27	376.41	371.22	521.76	189.02	202.66	226.54	325.29	170.25	320.8	211.31	376.41	287.01	432.53	244.57	366.09	197.09	164.42	291.04	249.73	279.14	151.22	206.94	165.57	339.14	361.04	237.86	269.6	295.11	157.68	215.77	305.55	241.19	190.34
TRPC1	30.12	42.71	32.59	9.27	35.76	5.92	52.45	57.08	13.03	33.06	33.78	44.25	52.45	59.13	21.01	39.5	53.57	31.67	21.01	24.46	164.42	133.36	70.01	255.0	78.89	161.02	141.02	115.16	128.79	108.14	101.54	208.38	149.12	123.5	57.49	155.5	111.99	339.14	141.02	242.88	153.34	115.97	85.82	110.43	123.5	71.5	139.07	116.78	146.03	164.42	90.14	148.09	132.44	171.45	170.25	134.3	55.89	74.58	127.0	152.28	183.82	81.14	228.13	150.17	239.52	57.08	150.17	130.6	173.85	70.01	119.26	91.41	218.79	57.49	170.25	153.34	255.0	155.5	92.05	178.77	161.02	126.12	70.01	115.97	54.72	170.25	123.5	100.83	176.29	132.44	149.12	65.26	133.36	144.01	110.43
TSC1	126.12	118.43	138.1	120.1	110.43	103.69	165.57	217.27	177.53	199.85	209.84	186.4	214.27	153.34	145.02	201.25	138.1	217.27	214.27	122.64	525.39	454.09	239.52	521.76	187.71	228.13	327.56	237.86	551.56	384.34	267.73	232.94	412.0	353.59	332.14	201.25	493.56	412.0	295.11	620.67	373.81	392.44	336.79	215.77	327.56	301.33	277.2	301.33	323.03	567.1	353.59	395.18	417.77	441.64	497.0	323.03	303.44	234.57	265.87	435.55	460.44	242.88	406.31	351.14	361.04	246.28	201.25	356.05	343.89	211.31	348.71	195.72	361.04	226.54	457.25	293.07	400.71	353.59	208.38	395.18	271.48	318.57	220.32	351.14	205.5	529.06	368.65	368.65	476.71	417.77	260.38	279.14	339.14	191.67	285.03
TTC14	57.89	98.73	67.59	49.21	244.57	185.11	253.23	264.03	305.55	178.77	454.09	480.04	316.37	392.44	289.02	718.08	575.03	262.2	303.44	368.65	1388.16	1081.39	511.0	1769.57	780.44	693.58	703.28	441.64	866.07	525.39	460.44	1001.93	1259.69	1066.48	1104.13	808.0	915.51	1857.6	420.68	1167.14	1388.16	808.0	954.43	679.29	638.15	384.34	713.11	684.02	684.02	1397.83	669.92	941.27	1268.46	1540.37	1135.2	878.17	497.0	397.93	842.36	1427.22	1183.45	379.04	1572.76	1175.27	1277.29	447.82	902.89	599.49	981.29	389.72	1183.45	521.76	1498.22	571.05	1159.07	860.08	1487.87	507.46	395.18	1233.75	490.14	733.19	303.44	543.96	353.59	1832.01	878.17	571.05	890.44	1286.18	860.08	791.35	836.53	848.22	532.74
TTC17	450.94	297.17	389.72	217.27	511.0	693.58	559.28	1225.22	1277.29	718.08	1104.13	1001.93	915.51	974.5	728.11	1167.14	1135.2	1388.16	995.0	656.11	2047.0	1936.53	1519.15	2351.53	1313.23	1242.34	1487.87	1073.91	1709.26	1340.84	1096.5	1191.69	1870.53	1709.26	1651.0	1167.14	2240.11	2133.97	1030.12	2163.77	1605.83	1457.23	1487.87	1066.48	1369.04	995.0	1191.69	1127.35	1477.58	1781.89	1427.22	1617.0	2224.63	2193.99	1832.01	1529.73	1498.22	1594.73	1216.75	1781.89	1832.01	995.0	2209.26	2075.59	1769.57	1250.98	1322.37	1183.45	1651.0	995.0	1583.71	1151.06	1909.85	1175.27	2075.59	1340.84	2104.58	1199.98	915.51	1572.76	1167.14	1883.54	1073.91	1175.27	921.88	2485.67	1594.73	1208.34	1709.26	1651.0	1322.37	1313.23	1733.13	1561.89	1250.98
TYW5	39.22	43.02	45.85	21.01	52.08	38.67	49.56	80.01	62.12	38.67	57.89	70.51	66.65	71.5	41.81	82.29	49.21	73.03	69.03	45.53	130.6	132.44	81.71	195.72	87.65	94.67	81.71	84.04	95.34	94.01	75.11	80.57	92.05	98.73	123.5	87.03	117.6	138.1	92.05	115.97	96.68	103.69	88.26	91.41	69.03	82.87	75.64	82.87	97.36	103.69	97.36	89.51	97.36	132.44	94.01	77.79	87.03	82.87	63.89	97.36	105.15	90.14	109.66	120.1	130.6	61.68	90.14	84.04	97.36	81.14	101.54	86.43	115.16	104.42	109.66	70.51	125.24	90.14	68.55	105.89	88.26	93.35	77.79	96.01	53.19	101.54	107.38	83.45	97.36	96.68	73.03	82.87	82.87	72.52	76.71
U2SURP	198.47	129.69	105.15	29.48	239.52	780.44	356.05	438.59	493.56	332.14	547.75	503.95	403.5	532.74	532.74	607.87	460.44	543.96	555.41	353.59	1199.98	1030.12	674.59	1806.78	679.29	791.35	718.08	647.07	1066.48	842.36	748.61	748.61	1250.98	988.12	791.35	785.88	1225.22	1561.89	733.19	1175.27	1111.82	769.69	791.35	802.41	753.83	599.49	785.88	769.69	934.76	1313.23	896.64	902.89	1051.79	1233.75	1044.52	1015.93	753.83	651.58	890.44	1175.27	981.29	638.15	1233.75	1023.0	1388.16	629.35	808.0	703.28	884.29	620.67	947.83	591.22	1304.15	830.75	1104.13	878.17	1340.84	713.11	616.37	1073.91	866.07	896.64	525.39	791.35	490.14	1572.76	896.64	813.63	915.51	1066.48	775.05	743.43	902.89	934.76	769.69
UBN2	37.05	12.45	15.11	9.7	12.83	19.39	43.32	46.84	48.52	46.5	73.54	65.26	51.71	70.01	58.3	72.52	101.54	64.34	58.3	60.82	181.28	163.28	91.41	229.72	66.65	104.42	120.94	107.38	163.28	127.89	92.7	90.77	165.57	126.12	144.01	73.54	139.07	175.07	86.43	162.14	125.24	132.44	132.44	130.6	93.35	81.71	85.22	108.14	127.0	206.94	124.37	101.54	152.28	205.5	97.36	93.35	120.1	101.54	91.41	164.42	165.57	66.65	171.45	157.68	191.67	78.34	74.58	108.9	111.99	77.25	183.82	88.88	177.53	100.83	176.29	95.34	173.85	100.13	70.01	154.42	104.42	145.02	55.89	143.01	66.18	208.38	127.0	95.34	166.73	164.42	85.82	76.71	115.16	85.82	120.1
UHRF2	140.04	177.53	155.5	170.25	193.01	141.02	253.23	271.48	212.78	241.19	301.33	264.03	353.59	295.11	191.67	297.17	251.48	332.14	256.78	173.85	547.75	591.22	343.89	743.43	299.25	389.72	473.41	423.61	651.58	450.94	438.59	329.84	607.87	567.1	599.49	309.83	447.82	753.83	503.95	583.07	460.44	444.72	473.41	395.18	493.56	318.57	366.09	395.18	507.46	599.49	476.71	454.09	579.04	547.75	460.44	392.44	379.04	397.93	336.79	629.35	684.02	387.02	595.34	435.55	591.22	341.51	368.65	466.88	420.68	295.11	540.19	363.56	595.34	376.41	540.19	473.41	638.15	463.65	392.44	476.71	511.0	563.18	299.25	457.25	273.37	603.67	551.56	457.25	559.28	547.75	258.57	327.56	403.5	334.46	435.55
UNKL	134.3	166.73	180.02	130.6	121.79	150.17	191.67	171.45	156.59	119.26	232.94	260.38	323.03	244.57	156.59	395.18	323.03	158.79	185.11	363.56	830.75	575.03	232.94	529.06	209.84	312.0	438.59	346.29	703.28	500.46	307.69	309.83	559.28	603.67	316.37	295.11	454.09	1151.06	507.46	587.13	395.18	718.08	497.0	206.94	429.54	305.55	356.05	395.18	409.15	620.67	336.79	432.53	567.1	575.03	551.56	376.41	450.94	258.57	318.57	728.11	579.04	363.56	599.49	363.56	248.0	255.0	429.54	476.71	332.14	320.8	507.46	381.68	684.02	309.83	796.86	551.56	651.58	457.25	275.28	387.02	221.86	417.77	420.68	403.5	325.29	830.75	483.38	363.56	743.43	397.93	295.11	435.55	423.61	307.69	327.56
UPF3B	48.18	25.17	23.08	11.3	89.51	141.02	199.85	232.94	187.71	195.72	218.79	237.86	171.45	232.94	157.68	223.41	224.97	262.2	171.45	224.97	351.14	318.57	176.29	414.87	197.09	297.17	265.87	234.57	336.79	214.27	242.88	275.28	457.25	271.48	366.09	248.0	389.72	361.04	190.34	476.71	285.03	281.09	220.32	255.0	232.94	218.79	232.94	253.23	289.02	460.44	295.11	329.84	318.57	356.05	423.61	299.25	244.57	253.23	314.17	316.37	366.09	186.4	432.53	285.03	353.59	209.84	291.04	231.32	346.29	189.02	343.89	185.11	420.68	249.73	363.56	260.38	287.01	224.97	198.47	353.59	206.94	269.6	176.29	269.6	163.28	376.41	260.38	253.23	343.89	368.65	305.55	260.38	371.22	297.17	271.48
VPS13A	60.39	82.29	89.51	21.63	90.14	67.59	170.25	161.02	176.29	141.02	206.94	156.59	102.97	312.0	148.09	199.85	132.44	162.14	177.53	113.56	289.02	277.2	206.94	423.61	176.29	264.03	289.02	141.02	299.25	258.57	217.27	165.57	279.14	255.0	218.79	236.21	186.4	366.09	195.72	316.37	237.86	237.86	244.57	283.05	229.72	155.5	193.01	246.28	256.78	305.55	277.2	205.5	258.57	285.03	151.22	180.02	173.85	209.84	187.71	307.69	346.29	204.07	279.14	291.04	373.81	197.09	185.11	231.32	205.5	146.03	265.87	234.57	231.32	223.41	281.09	236.21	295.11	176.29	190.34	239.52	217.27	265.87	169.07	237.86	136.19	361.04	277.2	255.0	215.77	228.13	220.32	183.82	228.13	193.01	283.05
VPS36	232.94	295.11	343.89	140.04	283.05	105.89	293.07	423.61	325.29	187.71	293.07	323.03	224.97	325.29	371.22	457.25	351.14	503.95	389.72	183.82	583.07	599.49	493.56	785.88	470.14	579.04	616.37	438.59	674.59	656.11	529.06	503.95	642.59	493.56	540.19	579.04	497.0	860.08	493.56	764.36	559.28	669.92	521.76	529.06	547.75	503.95	486.75	511.0	620.67	579.04	511.0	457.25	563.18	656.11	486.75	476.71	483.38	507.46	555.41	902.89	708.18	454.09	713.11	651.58	866.07	373.81	423.61	497.0	540.19	379.04	599.49	555.41	633.73	483.38	728.11	470.14	808.0	500.46	454.09	624.99	603.67	669.92	497.0	493.56	332.14	743.43	493.56	460.44	679.29	679.29	483.38	387.02	532.74	493.56	476.71
WDR75	183.82	162.14	223.41	66.18	260.38	246.28	248.0	283.05	221.86	202.66	258.57	246.28	258.57	299.25	198.47	281.09	209.84	314.17	251.48	214.27	371.22	387.02	281.09	536.45	236.21	327.56	329.84	293.07	397.93	301.33	336.79	244.57	287.01	346.29	329.84	309.83	373.81	486.75	314.17	426.57	332.14	343.89	343.89	318.57	325.29	329.84	346.29	297.17	392.44	389.72	376.41	339.14	395.18	368.65	373.81	297.17	309.83	384.34	291.04	389.72	420.68	341.51	387.02	395.18	486.75	291.04	327.56	309.83	384.34	279.14	341.51	258.57	363.56	329.84	376.41	316.37	384.34	334.46	320.8	341.51	363.56	376.41	217.27	297.17	291.04	400.71	348.71	348.71	295.11	361.04	289.02	339.14	348.71	260.38	320.8
YOD1	35.5	44.57	36.79	20.26	60.39	40.07	69.03	58.71	69.52	41.81	75.64	68.55	43.63	84.04	73.54	97.36	64.34	94.67	111.21	33.78	144.01	127.0	77.25	140.04	61.68	73.03	137.14	73.54	149.12	100.83	101.54	122.64	323.03	118.43	89.51	70.01	136.19	171.45	96.01	173.85	81.14	116.78	96.01	88.26	83.45	61.68	60.39	83.45	99.43	120.1	107.38	47.84	91.41	132.44	98.73	73.54	85.82	102.25	108.9	130.6	152.28	88.26	155.5	140.04	193.01	84.04	53.95	94.01	96.01	61.25	146.03	80.01	228.13	66.18	185.11	98.04	260.38	100.83	82.29	140.04	99.43	106.63	82.29	102.25	66.65	162.14	112.77	101.54	85.22	146.03	79.45	69.52	92.05	110.43	103.69
YTHDC1	555.41	435.55	368.65	258.57	521.76	316.37	603.67	738.29	607.87	583.07	769.69	928.3	902.89	967.76	656.11	947.83	769.69	808.0	802.41	629.35	1709.26	1572.76	1081.39	1832.01	934.76	1350.18	1498.22	1340.84	1745.2	1268.46	1340.84	1369.04	1963.57	1923.14	1159.07	1359.57	1963.57	2090.03	1331.57	2061.24	1331.57	1233.75	1225.22	1159.07	1498.22	947.83	1225.22	1151.06	1551.09	1936.53	1359.57	1295.13	1572.76	1697.45	1340.84	1304.15	1295.13	1159.07	995.0	2061.24	1467.37	1208.34	2032.85	1259.69	1870.53	819.3	1143.1	1447.15	1340.84	1059.11	1605.83	921.88	1781.89	1119.56	1697.45	1529.73	1540.37	1508.65	1059.11	1923.14	1350.18	1340.84	733.19	1304.15	967.76	2178.83	1487.87	1295.13	1242.34	1407.55	1015.93	1073.91	1447.15	1242.34	1331.57
ZBED5	218.79	189.02	202.66	117.6	215.77	157.68	497.0	518.15	466.88	412.0	603.67	693.58	559.28	620.67	543.96	743.43	438.59	656.11	603.67	447.82	995.0	1059.11	921.88	1350.18	563.18	808.0	1096.5	921.88	1051.79	974.5	915.51	579.04	1037.29	1104.13	1008.9	607.87	825.0	1268.46	995.0	1135.2	1104.13	1081.39	941.27	1001.93	830.75	802.41	728.11	909.17	902.89	1151.06	967.76	769.69	1051.79	1081.39	775.05	718.08	947.83	947.83	642.59	1127.35	1059.11	902.89	1119.56	981.29	1225.22	723.08	753.83	947.83	967.76	802.41	1015.93	896.64	1015.93	981.29	1242.34	1073.91	961.07	961.07	842.36	947.83	1037.29	1073.91	890.44	967.76	638.15	866.07	961.07	1143.1	1059.11	808.0	629.35	579.04	941.27	633.73	988.12
ZC3H6	32.59	13.42	8.06	6.21	27.84	7.0	57.89	50.98	39.5	40.64	43.32	46.84	27.05	59.55	37.05	67.12	65.72	48.18	57.89	64.34	211.31	158.79	78.89	205.5	73.54	120.1	113.56	74.58	126.12	111.99	87.65	91.41	143.01	109.66	104.42	90.14	134.3	215.77	98.04	165.57	127.0	115.97	120.1	98.73	81.71	82.29	100.13	126.12	116.78	165.57	101.54	91.41	136.19	111.21	108.14	90.14	108.14	84.63	110.43	135.24	112.77	82.29	182.55	146.03	129.69	82.87	81.14	104.42	85.22	56.68	95.34	92.05	150.17	96.01	175.07	105.89	156.59	123.5	63.0	124.37	80.01	120.1	88.26	99.43	57.89	149.12	127.0	91.41	161.02	134.3	78.89	67.59	112.77	75.64	92.05
ZCCHC6	105.89	143.01	90.14	81.71	104.42	124.37	121.79	156.59	130.6	142.01	149.12	166.73	150.17	159.9	155.5	163.28	164.42	167.9	162.14	130.6	246.28	267.73	204.07	283.05	223.41	297.17	239.52	169.07	279.14	186.4	195.72	209.84	260.38	206.94	253.23	218.79	271.48	314.17	194.36	363.56	175.07	204.07	228.13	193.01	182.55	178.77	204.07	161.02	253.23	273.37	244.57	217.27	221.86	297.17	211.31	220.32	246.28	181.28	186.4	376.41	246.28	197.09	366.09	212.78	262.2	185.11	181.28	209.84	205.5	186.4	293.07	197.09	246.28	237.86	260.38	253.23	273.37	186.4	221.86	329.84	265.87	224.97	191.67	191.67	172.65	358.54	285.03	221.86	299.25	208.38	224.97	231.32	178.77	223.41	234.57
ZDHHC17	47.84	56.68	95.34	34.26	46.5	44.25	129.69	162.14	186.4	136.19	260.38	202.66	147.06	189.02	183.82	256.78	224.97	180.02	208.38	119.26	595.34	514.56	299.25	775.05	275.28	379.04	368.65	318.57	486.75	351.14	334.46	368.65	612.11	486.75	346.29	293.07	351.14	660.68	412.0	514.56	363.56	406.31	384.34	358.54	334.46	316.37	301.33	289.02	392.44	529.06	373.81	305.55	447.82	571.05	320.8	414.87	279.14	273.37	293.07	525.39	483.38	293.07	647.07	514.56	748.61	234.57	251.48	341.51	346.29	176.29	486.75	244.57	703.28	348.71	511.0	334.46	669.92	336.79	273.37	559.28	400.71	397.93	177.53	366.09	176.29	575.03	476.71	397.93	366.09	460.44	217.27	217.27	353.59	373.81	329.84
ZDHHC21	19.25	37.05	42.71	17.0	28.45	17.13	46.84	88.88	98.73	63.45	75.11	79.45	50.27	58.71	63.89	127.0	57.89	87.65	97.36	38.12	143.01	149.12	95.34	187.71	117.6	135.24	117.6	107.38	142.01	114.36	101.54	140.04	214.27	124.37	144.01	138.1	120.1	140.04	89.51	173.85	155.5	120.1	112.77	142.01	99.43	102.97	129.69	114.36	131.51	167.9	113.56	102.25	159.9	195.72	109.66	120.1	96.01	99.43	116.78	138.1	148.09	103.69	244.57	171.45	281.09	94.67	120.94	105.15	136.19	87.65	130.6	94.01	189.02	125.24	193.01	102.25	199.85	99.43	83.45	190.34	104.42	142.01	76.17	119.26	61.68	211.31	130.6	124.37	128.79	172.65	102.25	120.94	121.79	126.12	120.1
ZKSCAN8	50.98	48.18	68.55	45.21	44.89	40.07	112.77	96.01	96.68	89.51	133.36	115.97	103.69	154.42	120.94	161.02	171.45	147.06	145.02	67.59	363.56	303.44	199.85	441.64	162.14	229.72	267.73	232.94	329.84	273.37	231.32	204.07	204.07	312.0	253.23	181.28	353.59	536.45	305.55	384.34	242.88	273.37	287.01	189.02	241.19	171.45	220.32	226.54	256.78	339.14	242.88	229.72	314.17	281.09	273.37	211.31	226.54	211.31	182.55	339.14	297.17	209.84	241.19	228.13	429.54	120.1	204.07	293.07	316.37	149.12	264.03	181.28	255.0	180.02	293.07	287.01	297.17	244.57	167.9	199.85	248.0	248.0	138.1	242.88	150.17	400.71	281.09	251.48	262.2	246.28	198.47	180.02	271.48	199.85	224.97
ZNF160	116.78	72.01	90.14	42.11	149.12	33.78	256.78	297.17	194.36	211.31	316.37	291.04	267.73	275.28	204.07	368.65	389.72	318.57	332.14	150.17	941.27	825.0	441.64	884.29	334.46	579.04	616.37	591.22	854.13	665.29	486.75	497.0	954.43	563.18	669.92	540.19	1183.45	1030.12	559.28	921.88	684.02	518.15	688.78	435.55	638.15	450.94	521.76	409.15	656.11	728.11	555.41	454.09	743.43	981.29	830.75	830.75	454.09	426.57	493.56	753.83	909.17	435.55	1008.9	733.19	934.76	480.04	500.46	466.88	612.11	429.54	825.0	366.09	587.13	460.44	988.12	674.59	961.07	624.99	348.71	529.06	420.68	334.46	387.02	500.46	389.72	1191.69	536.45	679.29	693.58	748.61	518.15	511.0	669.92	518.15	473.41
ZNF169	12.83	18.16	9.7	16.51	14.89	5.54	27.05	25.54	22.26	16.63	43.02	31.22	32.13	21.32	18.43	50.98	43.63	26.86	43.63	21.16	180.02	121.79	33.3	163.28	55.1	56.28	81.14	41.52	96.68	73.54	40.64	92.05	53.19	90.14	65.72	55.89	55.1	217.27	47.5	90.77	72.52	99.43	116.78	57.08	61.25	50.63	44.89	63.0	107.38	138.1	65.72	71.5	164.42	122.64	60.82	63.45	58.3	64.34	62.12	88.88	108.9	35.25	115.97	140.04	76.71	31.45	63.0	50.63	59.55	53.95	82.29	46.5	103.69	29.91	161.02	60.82	182.55	59.97	37.32	37.59	27.05	75.64	27.64	71.0	36.01	142.01	88.26	36.79	103.69	112.77	50.63	66.65	94.01	70.01	57.08
ZNF19	177.53	115.16	81.14	38.12	136.19	22.1	128.79	189.02	120.1	127.89	97.36	122.64	130.6	161.02	143.01	181.28	267.73	172.65	182.55	220.32	389.72	265.87	206.94	450.94	231.32	260.38	237.86	198.47	242.88	191.67	129.69	186.4	403.5	249.73	239.52	241.19	323.03	299.25	171.45	273.37	220.32	211.31	253.23	214.27	293.07	151.22	201.25	269.6	218.79	356.05	208.38	232.94	202.66	279.14	182.55	277.2	201.25	159.9	271.48	309.83	260.38	126.12	361.04	291.04	218.79	149.12	232.94	234.57	220.32	136.19	242.88	127.0	239.52	223.41	429.54	314.17	376.41	269.6	177.53	314.17	121.79	244.57	118.43	229.72	163.28	239.52	262.2	165.57	241.19	214.27	144.01	212.78	201.25	215.77	256.78
ZNF230	14.03	17.77	22.59	27.64	16.51	10.16	41.52	35.0	50.27	33.3	36.01	43.32	46.84	49.56	32.59	46.84	64.34	50.63	51.35	34.26	95.34	96.01	76.17	112.77	63.45	64.34	75.11	78.89	101.54	71.5	76.71	59.13	45.21	89.51	80.57	52.82	68.07	89.51	55.1	90.14	76.71	67.12	75.64	85.22	72.52	76.17	53.57	56.68	82.87	110.43	64.34	89.51	108.9	119.26	95.34	56.28	81.71	75.11	34.75	83.45	112.77	73.54	119.26	50.63	104.42	48.52	77.25	70.01	82.29	48.52	67.59	58.71	81.14	65.26	78.34	73.54	81.71	66.18	51.71	56.68	60.39	101.54	41.22	76.71	49.21	124.37	101.54	78.34	95.34	73.54	60.39	64.8	114.36	49.21	71.0
